#,Name,Bg,ArrayEventHandler,PlaceNameRegionIcon,PlaceNameIcon,Aetheryte,FixedTime,PlaceNameRegion,PlaceNameZone,PlaceName,Map,ContentFinderCondition,BGM,QuestBattle,Resident,NotoriousMonsterTerritory,BattalionMode,LoadingImage,ExclusiveType,TerritoryIntendedUse,WeatherRate,Unknown1,ExVersion,Unknown2,ZoneSharedGroup,AetherCurrentCompFlgSet,MountSpeed,IndividualWeather,AchievementIndex,Unknown6,Unknown7,PCSearch,Stealth,Mount,Unknown8,IsPvpZone,Unknown9,IsInUse,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16
11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
128,s1t1,ffxiv/sea_s1/twn/s1t1/level/s1t1,852085,122007,123002,8,-1,22,500,28,11,0,1020,0,0,0,1,2,0,0,14,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
129,s1t2,ffxiv/sea_s1/twn/s1t2/level/s1t2,852088,122007,123003,8,-1,22,500,29,12,0,1020,0,0,0,1,2,0,0,15,0,0,0,0,0,0,0,1,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
130,w1t1,ffxiv/wil_w1/twn/w1t1/level/w1t1,852086,122008,123102,9,-1,24,504,40,13,0,1035,0,0,0,1,4,0,0,7,0,0,0,0,0,0,0,2,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
131,w1t2,ffxiv/wil_w1/twn/w1t2/level/w1t2,853381,122008,123103,9,-1,24,504,41,14,0,1035,0,0,0,1,4,0,0,8,0,0,0,0,0,0,0,3,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
132,f1t1,ffxiv/fst_f1/twn/f1t1/level/f1t1,852087,122009,123202,2,-1,23,506,52,2,0,1003,0,2,0,1,3,0,0,1,0,0,0,0,0,0,0,4,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
133,f1t2,ffxiv/fst_f1/twn/f1t2/level/f1t2,852103,122009,123203,2,-1,23,506,53,3,0,1003,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,5,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
134,s1f1,ffxiv/sea_s1/fld/s1f1/level/s1f1,852316,122001,123004,52,-1,22,502,30,15,0,1021,0,0,1,1,2,0,1,16,0,0,0,0,19,1,0,6,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
135,s1f2,ffxiv/sea_s1/fld/s1f2/level/s1f2,853721,122001,123005,10,-1,22,502,31,16,0,1021,0,0,2,1,2,0,1,17,0,0,0,0,19,2,0,7,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
136,s1h1_test,ffxiv/sea_s1/hou/s1h1/level/s1h1,0,122001,123010,8,-1,22,502,425,72,0,1083,0,0,0,1,2,0,0,14,0,0,0,0,0,0,0,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
137,s1f3,ffxiv/sea_s1/fld/s1f3/level/s1f3,853427,122001,123006,11,-1,22,502,32,17,0,1021,0,0,3,1,2,0,1,18,0,0,0,0,19,3,0,9,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
138,s1f4,ffxiv/sea_s1/fld/s1f4/level/s1f4,852317,122001,123007,13,-1,22,502,33,18,0,1021,0,0,4,1,2,0,1,19,0,0,0,0,19,4,0,10,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
139,s1f5,ffxiv/sea_s1/fld/s1f5/level/s1f5,0,122001,123008,15,-1,22,502,34,19,0,1021,0,0,5,1,2,0,1,20,0,0,0,0,19,5,0,11,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
140,w1f1,ffxiv/wil_w1/fld/w1f1/level/w1f1,852089,122002,123104,17,-1,24,505,42,20,0,1036,0,0,6,1,4,0,1,9,0,0,0,0,19,11,0,12,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
141,w1f2,ffxiv/wil_w1/fld/w1f2/level/w1f2,852111,122002,123105,53,-1,24,505,43,21,0,1036,0,0,7,1,4,0,1,10,0,0,0,0,19,12,0,13,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
142,w1d7_battle,ffxiv/wil_w1/dun/w1d7/level/w1d7,0,122002,124116,0,-1,24,505,49,195,81,1001,0,68,0,1,4,2,10,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
143,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
144,w1eb,ffxiv/wil_w1/evt/w1eb/level/w1eb,854311,122002,124117,62,-1,24,503,1484,196,0,1143,0,77,0,1,4,0,23,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
145,w1f3,ffxiv/wil_w1/fld/w1f3/level/w1f3,853019,122002,123106,18,-1,24,505,44,22,0,1036,0,0,8,1,4,0,1,11,0,0,0,0,19,13,0,14,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
146,w1f4,ffxiv/wil_w1/fld/w1f4/level/w1f4,852388,122002,123107,19,-1,24,505,45,23,0,1036,0,0,9,1,4,0,1,12,0,0,0,38,19,14,0,15,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
147,w1f5,ffxiv/wil_w1/fld/w1f5/level/w1f5,852014,122002,123108,21,-1,24,505,46,24,0,1036,0,0,10,1,4,0,1,13,0,0,0,0,19,15,0,16,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
148,f1f1,ffxiv/fst_f1/fld/f1f1/level/f1f1,852246,122003,123204,3,-1,23,507,54,4,0,1004,0,0,11,1,3,0,1,3,0,0,0,0,19,7,0,17,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
149,z1z3,ffxiv/sea_s1/pvp/s1p5/level/s1p5,0,122001,124016,0,-1,22,501,1664,285,128,1001,0,138,0,4,2,2,28,65,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
150,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,l1r3,ffxiv/lak_l1/rad/l1r3/level/l1r3,0,122011,124603,0,-1,26,509,1431,184,111,1001,0,0,0,1,6,2,8,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
152,f1f2,ffxiv/fst_f1/fld/f1f2/level/f1f2,852446,122003,123205,4,-1,23,507,55,5,0,1004,0,0,12,1,3,0,1,4,0,0,0,11,19,8,0,18,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
153,f1f3,ffxiv/fst_f1/fld/f1f3/level/f1f3,852244,122003,123206,5,-1,23,507,56,6,0,1004,0,0,13,1,3,0,1,5,0,0,0,39,19,9,0,19,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
154,f1f4,ffxiv/fst_f1/fld/f1f4/level/f1f4,853469,122003,123207,7,-1,23,507,57,7,0,1004,0,0,14,1,3,0,1,6,0,0,0,0,19,10,0,20,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
155,r1f1,ffxiv/roc_r1/fld/r1f1/level/r1f1,852247,122004,123301,23,-1,25,508,63,53,0,1072,0,0,15,1,5,0,1,21,1,0,0,10,19,17,0,21,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
156,l1f1,ffxiv/lak_l1/fld/l1f1/level/l1f1,852412,122005,123401,24,-1,26,509,67,25,0,1073,0,0,16,1,6,0,1,22,0,0,0,0,19,16,0,22,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
157,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
159,s1d3,ffxiv/sea_s1/dun/s1d3/level/s1d3,0,122001,124005,0,-1,22,502,37,32,10,1034,0,26,0,1,2,2,3,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
160,s1d4,ffxiv/sea_s1/dun/s1d4/level/s1d4,0,122001,124007,0,-1,22,502,230,108,17,1001,0,19,0,1,2,2,3,28,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
161,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
162,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
163,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
164,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
166,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
167,f1d3,ffxiv/fst_f1/dun/f1d3/level/f1d3,0,122003,124205,0,-1,23,507,128,49,14,1018,0,7,0,1,3,2,3,28,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
168,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
169,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
170,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
171,r1r1,ffxiv/roc_r1/rad/r1r1/level/r1r1,0,122004,124303,0,-1,25,508,64,50,13,1070,0,9,0,1,5,2,3,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
172,r1r2,ffxiv/roc_r1/rad/r1r2/level/r1r2,0,122004,124304,0,-1,25,508,65,38,5,1071,0,33,0,1,5,2,3,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
174,l1r1,ffxiv/lak_l1/rad/l1r1/level/l1r1,0,122011,124601,0,-1,26,509,478,71,92,1001,0,21,0,1,6,2,8,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
175,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
176,z1j1,ffxiv/zon_z1/jai/z1j1/level/z1j1,0,-1,-1,55,-1,148,0,153,1,0,1001,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
177,s1ti,ffxiv/sea_s1/twn/s1ti/level/s1ti,852012,122001,123001,8,-1,22,500,733,26,0,5,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,23,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
178,w1ti,ffxiv/wil_w1/twn/w1ti/level/w1ti,852013,122002,123101,9,-1,24,504,617,27,0,5,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,24,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
179,f1ti,ffxiv/fst_f1/twn/f1ti/level/f1ti,852098,122003,123201,2,-1,23,506,548,28,0,5,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,25,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
180,s1f6,ffxiv/sea_s1/fld/s1f6/level/s1f6,852387,122001,123009,16,-1,22,502,350,30,0,1021,0,0,17,1,2,0,1,24,0,0,0,37,19,6,0,26,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
181,s1t1_opening,ffxiv/sea_s1/twn/s1t1/level/s1t1,852076,122007,123002,8,1300,22,500,27,11,0,1020,0,0,0,1,2,0,6,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
182,w1t1_opening,ffxiv/wil_w1/twn/w1t1/level/w1t1,852077,122008,123102,9,1300,24,504,40,13,0,1035,0,0,0,1,4,0,6,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
183,f1t1_opening,ffxiv/fst_f1/twn/f1t1/level/f1t1,852073,122009,123202,2,1300,23,506,52,2,0,1003,0,0,0,1,3,0,6,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
184,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
185,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
186,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
187,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
188,s1d8,ffxiv/sea_s1/dun/s1d8/level/s1d8,0,122001,124014,0,-1,22,502,37,188,30,1001,0,81,0,1,2,2,3,40,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
189,f1d7,ffxiv/fst_f1/dun/f1d7/level/f1d7,0,122003,124212,0,-1,23,507,128,189,29,1001,0,79,0,1,3,2,3,40,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
190,go002,ffxiv/fst_f1/fld/f1f1/level/f1f1,0,-1,-1,0,-1,23,507,54,4,43,1001,0,0,0,1,3,2,3,3,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
191,go005,ffxiv/fst_f1/fld/f1f2/level/f1f2,0,-1,-1,0,-1,23,507,55,5,46,1001,0,0,0,1,3,2,3,4,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
192,go006,ffxiv/fst_f1/fld/f1f3/level/f1f3,0,-1,-1,0,-1,23,507,56,6,47,1001,0,0,0,1,3,2,3,5,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
193,w1b1,ffxiv/wil_w1/bah/w1b1/level/w1b1,0,122013,124531,0,-1,24,505,1406,175,107,1001,0,60,0,1,4,2,16,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
194,w1b2,ffxiv/wil_w1/bah/w1b2/level/w1b2,0,122013,124532,0,-1,24,505,1407,176,108,1001,0,61,0,1,4,2,16,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
195,w1b3,ffxiv/wil_w1/bah/w1b3/level/w1b3,0,122013,124533,0,-1,24,505,1408,177,109,1001,0,62,0,1,4,2,17,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
196,w1b4,ffxiv/wil_w1/bah/w1b4/level/w1b4,0,122010,124534,0,-1,24,505,1409,178,110,1001,0,63,0,1,4,2,17,44,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
197,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
198,s1e4,ffxiv/sea_s1/evt/s1e4/level/s1e4,852801,-1,-1,8,-1,22,500,351,75,0,75,0,0,0,1,2,0,15,14,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
199,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
200,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
201,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
202,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
203,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
204,f1e4,ffxiv/fst_f1/evt/f1e4/level/f1e4,0,-1,-1,2,-1,23,506,346,68,0,85,0,0,0,1,3,0,15,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
205,f1e5,ffxiv/fst_f1/evt/f1e5/level/f1e5,0,-1,-1,2,-1,23,506,347,69,0,73,0,0,0,1,3,0,15,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
206,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
207,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
208,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
209,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
210,w1e4,ffxiv/wil_w1/evt/w1e4/level/w1e4,0,-1,-1,9,-1,24,504,354,78,0,85,0,0,0,1,4,0,15,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
211,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
212,w1e6,ffxiv/wil_w1/evt/w1e6/level/w1e6,852093,-1,-1,17,-1,24,505,356,80,0,1036,0,0,0,1,4,0,15,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
213,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
214,go001,ffxiv/sea_s1/fld/s1f1/level/s1f1,0,-1,-1,0,-1,22,502,30,15,42,1001,0,0,0,1,2,2,3,16,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
215,go003,ffxiv/wil_w1/fld/w1f1/level/w1f1,0,-1,-1,0,-1,24,505,42,20,44,1001,0,0,0,1,4,2,3,9,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
216,go004,ffxiv/wil_w1/fld/w1f2/level/w1f2,0,-1,-1,0,-1,24,505,43,21,45,1001,0,0,0,1,4,2,3,10,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
217,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
218,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
219,go008,ffxiv/fst_f1/fld/f1f1/level/f1f1,0,-1,-1,0,-1,23,507,54,4,49,1001,0,0,0,1,3,2,3,3,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
220,go007,ffxiv/fst_f1/fld/f1f3/level/f1f3,0,-1,-1,0,-1,23,507,56,6,48,1001,0,0,0,1,3,2,3,5,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
221,go009,ffxiv/sea_s1/fld/s1f5/level/s1f5,0,-1,-1,0,-1,22,502,34,19,50,1001,0,0,0,1,2,2,3,20,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
222,go010,ffxiv/sea_s1/fld/s1f2/level/s1f2,0,-1,-1,0,-1,22,502,31,16,51,1001,0,0,0,1,2,2,3,17,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
223,go011,ffxiv/roc_r1/fld/r1f1/level/r1f1,0,-1,-1,0,-1,25,508,63,53,52,1001,0,0,0,1,5,2,3,21,2,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
224,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
225,e0002,ffxiv/fst_f1/fld/f1f1/level/f1f1,0,122003,123204,0,-1,23,507,54,4,297,37,15,0,0,1,3,3,9,3,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
