#,Name,Description,Icon,ParamModifier,VFX,Log,Unknown0,MaxStacks,ClassJobCategory,StatusCategory,HitEffect,PartyListPriority,CanIncreaseRewards,ParamEffect,TargetType,Flags,Flag2,Unknown_70_1,Unknown2,LockMovement,Unknown3,LockActions,LockControl,Transfiguration,IsGaze,CanDispel,InflictedByActor,IsPermanent,NoLogVfx,Unknown5,CanStatusOff,IsFcBuff,Invisibility,Unknown6,Unknown_70_2,Unknown7
11,Confusion,La folie fait attaquer les alliés à la place des ennemis.,215603,0,0,0,64,0,1,2,17,100,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
12,Lévitation,"Le corps flotte à quelques ilms du sol, défiant la loi de la gravité.",215037,0,4,0,0,0,1,1,16,1,0,0,0,49,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
13,Entrave,Tout déplacement est impossible.,215003,0,5,0,3,0,1,2,12,100,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
14,Pesanteur,La vitesse de déplacement est réduite.,215002,0,6,0,3,0,1,2,4,100,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
15,Cécité,Un voile d'obscurité diminue la précision.,215012,-10,0,0,4,0,1,2,10,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
16,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,Paralysie,Une paralysie empêche parfois d'effectuer des actions.,215006,33,0,0,0,0,1,2,5,100,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
18,Poison,Des dégâts périodiques de poison sont subis.,215007,10,0,0,0,0,1,2,1,10,0,0,0,0,0,0,5,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
19,Poison violent,Des dégâts périodiques de poison sont subis.,215517,100,0,0,0,0,1,2,1,10,0,0,0,0,0,0,5,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
20,Saignée de PT,Perd des PT périodiquement.,215025,0,0,0,0,0,1,2,17,10,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
21,Bonus de PV,Les PV maximums sont augmentés.,215075,10,0,0,6,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,Malus de PV,Les PV maximums sont réduits.,215076,-10,0,0,6,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
23,Bonus de PM,Les PM maximums sont augmentés.,215077,10,0,0,7,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,Malus de PM,Les PM maximums sont réduits.,215078,-10,0,0,7,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
25,Bonus d'attaque,L'attaque est augmentée.,215050,10,0,0,8,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,Malus d'attaque,L'attaque est réduite.,215051,-10,0,0,8,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
27,Bonus de précision,La précision est augmentée.,215060,10,0,0,9,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,Malus de précision,La précision est réduite.,215061,-10,0,0,9,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
29,Bonus de défense,La défense est augmentée.,215052,10,0,0,10,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,Malus de défense,La défense est réduite.,215053,-10,0,0,10,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
31,Bonus d'esquive,L'esquive est augmentée.,215062,10,0,0,11,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,Malus d'esquive,L'esquive est réduite.,215063,-10,0,0,11,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
33,Bonus de puissance magique,La puissance magique est augmentée.,215054,10,0,0,12,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,Malus de puissance magique,La puissance magique est réduite.,215055,-10,0,0,12,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
35,Bonus de magie curative,La magie curative est augmentée.,215058,10,0,0,13,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,Malus de magie curative,La magie curative est réduite.,215059,-10,0,0,13,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
37,Bonus de défense magique,La défense magique est augmentée.,215056,10,0,0,14,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,Malus de défense magique,La défense magique est réduite.,215057,-10,0,0,14,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
39,Résistance à Étourdissement,Étourdissement n'a aucun effet.,215566,100,0,0,0,0,1,1,16,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
40,Résistance à Silence,Silence n'a aucun effet.,215567,100,0,0,0,0,1,1,16,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
41,Installation d'artisanat,La synthèse est facilitée par l'utilisation d'une installation. Les artisans de niveau 90 ou moins voient leurs PS maximums augmentés.,216107,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,L'Écho,"Les PV maximums, les dégâts infligés et le potentiel curatif des soins prodigués par la cible de cet effet sont augmentés.",216207,15,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
43,Affaiblissement,"La force, la dextérité, l'in­tel­li­gence et l'esprit sont réduits de 25%.",215010,0,0,0,16,0,1,2,0,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,Mourant,"La force, la dextérité, l'in­tel­li­gence et l'esprit sont réduits de 50%.",215011,0,0,0,16,0,1,2,0,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,Grâce de l'artisan,Les chances de gains de points d'expérience en tant qu'artisan sont augmentées.,216106,0,0,0,15,0,1,1,16,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,Grâce du récolteur,Les chances de gains de points d'expérience en tant que récolteur sont augmentées.,216006,0,0,0,15,0,1,1,16,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,Discrétion,Se déplace silencieusement et ne peut pas être détectée par les ennemis jusqu'à 4 niveaux au-dessus du sien.,216015,0,138,0,0,0,1,1,16,2,0,0,0,36,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
48,Repu,Sous l'effet d'un repas.,216202,1,0,0,0,0,1,1,16,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,Médicamenté,Les ca­rac­té­ris­ti­ques sont augmentées sous l'effet d'un médicament.,216203,2,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,Sprint,La vitesse de déplacement est augmentée.,210101,0,0,0,41,0,1,1,0,0,0,18,0,6,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,Malus de force,La force est réduite.,215080,-5,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
52,Malus de vitalité,La vitalité est réduite.,215082,-5,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
53,Bonus de dégâts physiques,Les dégâts physiques infligés sont augmentés.,215050,10,0,0,35,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,Malus de dégâts physiques,Les dégâts physiques infligés sont réduits.,215051,-10,0,0,35,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
55,Vulnérabilité physique diminuée,Les dégâts physiques reçus sont réduits.,215052,-10,0,0,36,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,Vulnérabilité physique augmentée,Les dégâts physiques reçus sont augmentés.,215053,10,0,0,36,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
57,Bonus de dégâts magiques,Les dégâts magiques infligés sont augmentés.,215054,10,0,0,37,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,Malus de dégâts magiques,Les dégâts magiques infligés sont réduits.,215055,-10,0,0,37,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
59,Vulnérabilité magique diminuée,Les dégâts magiques reçus sont réduits.,215056,-10,0,0,38,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,Vulnérabilité magique augmentée,Les dégâts magiques reçus sont augmentés.,215057,10,0,0,38,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
61,Bonus de dégâts,Les dégâts infligés sont augmentés.,215519,10,0,0,39,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,Malus de dégâts,Les dégâts infligés sont réduits.,215520,-10,0,0,39,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
63,Vulnérabilité diminuée,Les dégâts reçus sont réduits.,215021,-10,0,0,40,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,Vulnérabilité augmentée,Les dégâts reçus sont augmentés.,215020,10,0,0,40,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
65,Maîtrise critique,La prochaine technique d'arme est critique.,215016,0,0,0,0,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,Terreur,La peur empêche tout mouvement.,215516,0,0,0,0,0,1,2,18,100,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,Plombé,La vitesse de déplacement est réduite.,215518,0,6,0,0,0,1,2,4,100,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
68,Coups drainants,Les attaques automatiques absorbent des PV.,215504,10,0,0,0,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,Coups aspirants,Les attaques automatiques absorbent des PT.,215505,100,0,0,0,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,Coups étour­dis­sants,Les attaques automatiques peuvent étourdir.,215506,176,0,0,0,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,Rempart,Les dégâts reçus sont réduits.,210152,-10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,Convalescence,La récupération de PV par des sorts est augmentée.,210157,20,0,0,0,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,Diligence,Les risques de recevoir un coup critique sont nuls.,213916,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,Sentinelle,Les dégâts reçus sont réduits.,210151,-20,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,Volonté d'acier,Certaines projections et attractions sont sans effet.,210153,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,Combat acharné,Les dégâts infligés sont augmentés.,210155,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,Forteresse,Les attaques sont immanquablement bloquées.,210156,100,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,Serment de l'épée,Les attaques automatiques sont améliorées.,212505,100,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
79,Volonté de fer,La génération d'inimitié est augmentée.,212506,500,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
80,Couverture,En train de protéger un équipier.,212501,0,0,0,0,0,1,1,16,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
81,Couvert,Sous la protection d'un équipier.,212502,0,0,0,0,0,20,1,16,100,0,0,0,35,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
82,Invincible,Insensible à la plupart des attaques.,212504,0,0,0,0,0,1,1,16,70,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83,Aguet,La défense est augmentée.,210252,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,Bain de sang,Une partie des dégâts infligés par la prochaine attaque sera transformée en PV.,213913,25,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,Mutilation,Les dégâts infligés sont augmentés.,210262,5,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,Berserk,"Les techniques d'arme infligent des coups nets et critiques.
Sous un effet augmentant les chances de coups nets et critiques, les dégâts infligés sont augmentés.",217217,0,0,0,0,3,1,1,16,0,2,27,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,Frisson de la bataille,"Les PV maximums sont augmentés.
Effet sup­plé­men­tai­re après obtention de Frisson de la bataille amélioré : les effets de récupération de PV sont augmentés.",210254,10,0,0,0,0,1,1,16,5,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88,Holmgang,Tout déplacement est impossible jusqu'à la fin de l'effet.,210255,0,0,0,0,0,1,2,17,100,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,Représailles,"Les dégâts reçus sont réduits, et des dégâts sont infligés chaque fois qu'un coup est reçu.",210256,-30,0,0,0,0,1,1,16,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
90,Œil de la tempête,Les dégâts infligés sont augmentés.,210263,5,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,Défi,La génération d'inimitié est augmentée.,212551,500,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
92,Affranchissement,Le malus de dégâts infligés de Défi est annulé.,212552,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
93,Rage,Les chances de parade sont augmentées.,210257,2,7,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
94,Rage II,Les chances de parade sont augmentées.,210258,4,7,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95,Rage III,Les chances de parade sont augmentées.,210259,6,7,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96,Rage IV,Les chances de parade sont augmentées.,210260,8,7,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97,Rage V,Les chances de parade sont augmentées.,210261,10,7,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,Tacle du dragon,La résistance au contondant est réduite.,210215,-5,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
99,Pieds légers,L'esquive est augmentée.,210201,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100,Relâchement intérieur,Les chances de critiques sont augmentées.,210204,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
101,Serpents jumeaux,Les dégâts infligés sont augmentés.,210216,5,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
102,Mantra,Les effets de récupération de PV sont augmentés.,210206,5,0,0,0,0,41,1,16,5,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
103,Poings de feu,Les dégâts infligés sont augmentés.,210202,5,0,528,29,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
104,Poings de terre,Les dégâts reçus sont réduits.,210203,-10,0,528,29,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
105,Poings de vent,La vitesse de déplacement est augmentée.,212526,0,0,528,29,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
106,Toucher mortel,Des dégâts périodiques sont subis.,210211,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,3,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
107,Posture de l'opo-opo,La posture de combat est celle de l'opo-opo.,210212,0,0,528,31,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
108,Posture du raptor,La posture de combat est celle du raptor.,210213,0,0,528,31,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
109,Posture du coeurl,La posture de combat est celle du coeurl.,210214,0,0,528,31,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
110,Équilibre parfait,"Les 3 postures du pugiliste sont utilisées : opo-opo, raptor, coeurl.",217564,0,0,528,31,3,1,1,16,0,2,27,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
111,Vitesse de l'éclair,"Les dégâts infligés sont augmentés, et le délai des attaques automatiques ainsi que les temps de lancement et de recharge des techniques d'arme et des sorts de magie sont réduits.",210207,10,8,0,32,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
112,Vitesse de l'éclair II,"Les dégâts infligés sont augmentés, et le délai des attaques automatiques ainsi que les temps de lancement et de recharge des techniques d'arme et des sorts de magie sont réduits.",210208,20,9,0,32,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
113,Vitesse de l'éclair III,"Les dégâts infligés sont augmentés, et le délai des attaques automatiques ainsi que les temps de lancement et de recharge des techniques d'arme et des sorts de magie sont réduits.",210209,30,10,0,32,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
114,Volée défensive,Les chances de parer sont augmentées.,210301,20,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115,Percée puissante,Les dégâts infligés sont augmentés.,210306,5,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116,Souffle de vie,"La prochaine technique d'arme est critique, et une partie des dégâts infligés sont absorbés comme PV.
Sous un effet augmentant les chances de coups critiques, les dégâts infligés sont augmentés.",210302,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,Du sang pour du sang,Les dégâts infligés et reçus sont augmentés.,210304,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
118,Percée chaotique,Des dégâts périodiques sont subis.,210307,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
119,Double percée,Des dégâts périodiques sont subis.,210305,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
120,Souffle de puissance,Les dégâts du prochain Saut ou Piqué brise-échine sont augmentés.,210303,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,Éventration,La résistance au perforant est réduite.,212576,-5,0,0,0,0,1,2,17,50,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
122,Tir droit préparé,Tir droit peut être lancé.,210365,0,0,0,0,0,1,1,16,0,2,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123,Œil de faucon,La dextérité est augmentée et les attaques touchent à coup sûr.,210351,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,Morsure venimeuse,Des dégâts périodiques de poison sont subis.,210352,10,0,0,0,0,1,2,1,10,0,0,0,0,0,0,2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
125,Tir furieux,Les dégâts infligés sont augmentés.,210354,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
126,Vulnérabilité physique augmentée,Les dégâts physiques reçus sont augmentés.,218001,10,0,0,36,8,1,2,17,100,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
127,Diversion,L'inimitié générée est réduite.,213914,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
128,Rafale de coups,"Flèche rayonnante et Morsure de l'ombre peuvent être lancées.
Flèche rayonnante infligera 3 fois le montant normal de dégâts en un seul coup.
La puissance de Morsure de l'ombre est augmentée.",210356,1,0,0,0,0,1,1,16,0,2,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
129,Morsure du vent,Des dégâts périodiques de vent sont subis.,210360,10,0,0,0,0,1,2,17,10,0,0,0,0,0,0,2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
130,Tir droit,Les chances de critiques sont augmentées.,210361,10,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,Déluge mortel,La prochaine Pluie mortelle ne consomme pas de PT.,212607,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
132,Salve fulgurante améliorée,La prochaine Salve fulgurante ne consomme pas de PT.,210362,0,0,0,0,0,1,1,16,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
