#,Name,UnlockLink,Icon,VFX,ActionTimelineHit,PrimaryCostValue,SecondaryCostValue,ActionCombo,Cast100ms,Recast100ms,ActionProcStatus,StatusGainSelf,Omen,OmenAlt,AnimationEnd,ActionCategory,Unknown1,AnimationStart,Unknown2,BehaviourType,ClassJobLevel,CastType,EffectRange,XAxisModifier,PrimaryCostType,SecondaryCostType,ExtraCastTime100ms,CooldownGroup,AdditionalCooldownGroup,MaxCharges,Aspect,Unknown4,ClassJobCategory,AutoAttackBehaviour,EquivalenceGroup,Unknown_70,ClassJob,Range,DeadTargetBehaviour,AttackType,Unknown8,IsRoleAction,Unknown28,CanTargetSelf,CanTargetParty,CanTargetAlliance,CanTargetHostile,CanTargetAlly,Unknown10,TargetArea,CanTargetOwnPet,CanTargetPartyPet,RequiresLineOfSight,NeedToFaceTarget,Unknown14,PreservesCombo,Unknown15,AffectsPosition,IsPvP,Unknown16,LogCastMessage,Unknown18,LogMissMessage,LogActionMessage,Unknown21,Unknown22,Unknown23,CanUseWhileMounted,Unknown25,IsPlayerAction,Unknown27
16,Coup de bouclier,0,154,0,1875,0,0,0,0,25,0,0,0,0,315,3,0,0,0,0,10,1,0,0,0,39,0,58,0,0,7,1,38,2,0,0,1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
17,Sentinelle,0,151,0,1875,0,564,0,0,1200,0,0,0,0,372,4,0,0,0,0,38,1,0,0,0,63,0,20,0,0,0,2,38,1,0,0,1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
18,Provocation,0,165,0,1875,0,0,0,0,150,0,0,0,0,373,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-1,25,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
19,Volonté d'acier,0,153,0,1875,0,0,0,0,1800,0,0,0,0,374,4,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
20,Combat acharné,0,166,0,1875,0,0,0,0,600,0,0,0,0,376,4,0,0,0,0,2,1,0,0,0,0,0,11,0,0,0,2,38,1,0,0,1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
21,Rage de Halone,0,155,0,1875,0,260,15,0,25,0,0,0,0,312,3,0,0,0,0,26,1,0,0,0,63,0,58,0,0,7,1,38,2,0,0,1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
22,Forteresse,0,167,0,1875,0,0,0,0,900,0,0,0,0,377,4,0,0,0,0,52,1,0,0,0,39,0,16,0,0,0,2,20,1,0,0,19,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
23,Cercle du destin,0,161,0,1892,0,0,0,0,300,0,0,0,0,313,4,0,0,0,0,50,2,5,0,0,0,0,7,0,0,7,1,38,4,0,0,1,0,0,-1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
24,Lancer de bouclier,65798,164,0,1875,0,0,0,0,25,0,0,0,0,316,3,0,0,0,0,15,1,0,0,0,39,0,58,0,0,7,1,38,2,0,0,1,20,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
25,Riposte du bouclier,0,160,0,1875,0,0,0,0,150,0,0,0,0,318,4,0,0,0,0,0,1,0,0,0,2,0,15,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
26,Serment de l'épée,0,2504,4,1875,10,0,0,0,25,0,381,0,0,442,2,0,29,0,0,0,1,0,0,3,0,0,58,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False
27,Couverture,66595,2501,0,1887,50,0,0,0,1200,0,0,0,0,375,4,0,0,0,0,45,1,0,0,41,0,0,21,0,0,0,2,20,1,0,0,19,20,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
28,Volonté de fer,0,2505,4,1875,0,0,0,0,20,0,0,0,0,443,4,0,29,0,0,10,1,0,0,0,0,0,1,0,0,0,2,38,1,0,0,1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
29,Esprits intérieurs,66591,2503,0,1875,0,415,0,0,300,0,0,0,0,314,4,0,0,0,0,30,1,0,0,0,63,0,8,0,0,7,1,20,2,0,0,19,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
30,Invincible,66596,2502,0,1875,0,0,0,0,4200,0,0,0,0,378,4,0,0,0,0,50,1,0,0,0,0,0,25,0,0,0,2,20,1,0,0,19,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
31,Coup puissant,0,260,0,1875,0,0,0,0,25,0,0,0,0,319,3,0,0,0,0,1,1,0,0,0,0,0,58,0,0,7,1,44,2,0,0,3,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
32,Aguet,0,252,0,1875,0,0,0,0,1200,0,0,0,0,379,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
33,Fracture,0,256,0,1875,0,0,0,0,25,0,0,0,0,321,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
34,Bain de sang,0,251,0,1875,0,0,0,0,900,0,0,0,0,380,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
35,Brise-crâne,0,257,0,1875,0,0,31,0,25,0,0,0,0,320,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
36,Coup de grâce,0,265,0,1875,0,0,0,0,900,0,0,0,0,381,4,0,0,0,0,0,1,0,0,0,6,0,0,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
37,Mutilation,0,255,0,1875,0,0,31,0,25,0,0,0,0,322,3,0,0,0,0,4,1,0,0,0,0,0,58,0,0,7,1,44,2,0,0,3,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
38,Berserk,0,259,0,1875,0,218,0,0,600,0,0,0,0,382,4,0,0,0,0,6,1,0,0,0,63,0,11,0,0,0,2,44,1,0,0,3,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
39,Swing brutal,0,253,0,1875,0,0,0,0,200,0,0,0,0,324,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
40,Frisson de la bataille,65855,263,0,1875,0,0,0,0,900,0,0,0,0,383,4,0,0,0,0,30,1,0,0,0,0,0,16,0,0,0,2,44,1,0,0,3,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
41,Domination,0,254,0,1940,0,0,0,0,25,0,0,0,0,11589,3,0,0,0,0,10,2,5,0,0,0,0,58,0,0,7,1,44,4,0,0,3,0,0,-1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
42,Couperet de justice,0,258,0,1875,0,0,37,0,25,0,0,0,0,323,3,0,0,0,0,26,1,0,0,0,0,0,58,0,0,7,1,44,2,0,0,3,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
43,Holmgang,0,266,0,1875,0,0,0,0,2400,0,0,0,0,385,4,0,0,0,0,42,1,0,0,0,0,0,25,0,0,0,1,44,2,0,0,3,6,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
44,Représailles,0,267,0,1875,0,567,0,0,1200,0,0,0,0,388,4,0,0,0,0,38,1,0,0,0,63,0,22,0,0,0,2,44,1,0,0,3,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
45,Œil de la tempête,0,264,0,1875,0,0,37,0,25,0,0,0,0,329,3,0,0,0,0,50,1,0,0,0,0,0,58,0,0,7,1,44,2,0,0,3,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
46,Tomahawk,65852,261,0,1875,0,0,0,0,25,0,0,0,0,328,3,0,0,0,0,15,1,0,0,0,0,0,58,0,0,7,1,44,2,0,0,3,20,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
47,Billot du boucher,0,262,0,1875,0,0,35,0,25,0,0,0,0,325,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
48,Défi,0,2551,0,1875,0,0,0,0,20,0,0,0,0,384,4,0,0,0,0,10,1,0,0,0,0,0,2,0,0,0,2,44,1,0,0,3,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
49,Bête intérieure,66586,2553,0,1875,50,265,0,0,25,0,0,0,0,330,3,0,0,0,0,35,1,0,0,22,63,0,58,0,0,7,1,22,2,0,0,21,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
50,Affranchissement,0,2554,0,1875,0,91,0,0,900,0,0,0,0,386,4,0,0,0,0,0,1,0,0,0,32,0,8,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
51,Cyclone de fer,66589,2552,0,1916,50,266,0,0,25,0,0,0,0,327,3,0,0,0,0,45,2,5,0,22,63,0,58,0,0,7,1,22,4,0,0,21,0,0,-1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
52,Cri de guerre,66590,2555,0,1875,0,0,0,0,600,0,0,0,0,387,4,0,0,0,0,50,1,0,0,0,42,0,20,71,2,0,2,22,1,0,0,21,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
53,Volée de coups,0,208,0,1875,577,0,0,0,25,0,0,0,0,333,3,10,0,0,0,1,1,0,0,101,0,0,58,0,0,7,1,41,2,0,0,2,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
54,Coup de poing direct,0,209,0,1875,577,108,0,0,25,0,0,0,0,334,3,10,0,0,0,4,1,0,0,101,32,0,58,0,0,7,1,41,2,0,0,2,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
55,Pieds légers,0,202,0,1875,0,0,0,0,900,0,0,0,0,389,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
56,Coup de poing brusque,0,210,0,1875,577,109,0,0,25,0,0,0,0,336,3,10,0,0,0,6,1,0,0,101,32,0,58,0,0,7,1,41,2,0,0,2,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
57,Second souffle,0,201,0,1875,0,0,0,0,1200,0,0,0,0,390,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
58,Haymaker,0,203,0,1875,0,0,0,0,25,0,0,0,0,331,3,0,0,207,0,0,1,0,0,0,4,0,58,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
59,Relâchement intérieur,0,212,0,1875,0,0,0,0,600,0,0,0,0,391,4,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
60,Poings de terre,0,206,0,1875,0,0,0,0,30,0,104,0,0,392,4,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
61,Serpents jumeaux,0,213,0,1875,0,108,0,0,25,0,0,0,0,337,3,10,0,0,0,18,1,0,0,0,32,0,58,0,0,7,1,41,2,0,0,2,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
62,Frappe du Destructeur,0,215,0,1875,0,430,0,0,25,0,0,0,0,395,3,10,0,0,0,26,2,5,0,0,63,0,58,0,0,7,1,41,4,0,0,2,0,0,-1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
63,Poings de feu,0,205,0,1875,0,0,0,0,30,0,103,0,0,393,4,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
64,Charge d'acier,0,786,0,1888,0,0,0,0,400,0,0,0,0,341,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
65,Mantra,0,216,0,1922,0,0,0,0,900,0,0,0,0,5214,4,0,0,0,0,42,2,30,0,0,0,0,16,0,0,0,2,41,1,0,0,2,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
66,Démolition,0,204,0,1875,0,109,0,0,25,0,0,0,0,342,3,10,0,0,0,30,1,0,0,0,32,0,58,0,0,7,1,41,2,0,0,2,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
67,Poing hurlant,0,786,0,1889,0,0,0,0,600,0,0,0,0,398,4,0,0,0,0,0,4,10,2,0,0,0,6,0,0,7,1,0,2,0,0,-1,10,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
68,Toucher mortel,0,211,0,1875,0,0,0,0,25,0,0,0,0,338,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
69,Équilibre parfait,66602,217,0,1875,0,0,0,0,400,0,0,0,0,399,4,0,0,0,0,50,1,0,0,0,132,0,14,71,2,0,2,21,1,0,0,20,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
70,Briseur de rocs,66597,2529,0,1875,0,109,0,0,25,0,0,0,0,7038,3,10,0,0,0,30,2,5,0,0,32,0,58,0,0,7,1,21,4,0,0,20,0,0,-1,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
71,Coup d'épaule,0,2526,0,1875,0,0,0,0,300,0,0,0,0,394,4,0,0,0,1,0,1,0,0,0,0,0,9,71,1,7,1,0,2,0,0,-1,20,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False
72,Coup foudroyant,0,214,0,1875,0,108,0,0,25,0,0,0,0,339,3,0,0,0,0,0,1,0,0,0,32,0,58,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
73,Poings de vent,0,2527,0,1875,0,0,0,0,30,0,105,0,0,397,4,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
74,Tacle du dragon,0,2528,0,1875,0,0,0,0,25,0,0,0,0,335,3,10,0,0,0,50,1,0,0,0,0,0,58,0,0,7,1,41,2,0,0,2,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
75,Percée véritable,0,310,0,1875,0,0,0,0,25,0,0,0,0,343,3,0,0,193,0,1,1,0,0,0,0,0,58,0,0,7,1,47,2,0,0,4,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
76,Feinte,0,307,0,1875,0,0,0,0,25,0,0,0,0,344,3,0,0,205,0,0,1,0,0,0,0,0,58,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
77,Volée défensive,0,301,0,1875,0,0,0,0,900,0,0,0,0,400,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
78,Percée vorpale,0,312,0,1875,0,582,75,0,25,0,0,0,0,345,3,0,0,0,0,4,1,0,0,0,63,0,58,0,0,7,1,47,2,0,0,4,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
79,Percée puissante,0,311,0,1875,0,0,0,0,25,0,0,0,0,346,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
80,Motivation,0,302,0,1875,0,0,0,0,1200,0,0,0,0,401,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
81,Pulsion,0,313,0,1875,0,0,0,0,25,0,0,0,0,347,3,0,0,0,0,0,1,0,0,0,0,0,58,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
82,Balayette,0,305,0,1875,0,0,0,0,300,0,0,0,0,348,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,2,0,0,-1,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
83,Souffle de vie,0,304,0,1875,0,0,0,0,400,0,0,0,0,402,4,0,0,0,0,6,1,0,0,0,0,0,15,71,1,0,2,47,1,0,0,4,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
84,Percée totale,0,314,0,1875,0,437,78,0,25,0,0,0,0,354,3,0,0,0,0,26,1,0,0,0,63,0,58,0,0,7,1,47,2,0,0,4,-1,0,-1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
