#,Text,Unknown0,Unknown1,Name,Unknown2,Unknown3
40,"Hmm... Difficile à dire d'ici, mais... on dirait que ces réservoirs sont reliés par un tube circulaire au-dessus.","Et si on observe par la fenêtre, on peut même distinguer une cuve dans laquelle les réservoirs déversent leur contenu.",Cet agencement ressemble fort à une station d'épuration !,20,61,1
41,"Ce grand tuyau plonge derrière le rempart, et je crois bien entendre de l'eau. Peut-être une source ?","Au sommet, on dirait qu'une grande roue actionne un piston à l'intérieur...",Je vous parie qu'il y a une hélice à l'intérieur du tube pour permettre de pomper l'eau de la source en contrebas !,20,61,1
42,"Oh ! Je reconnais, ça ! C'est un énorme arbre, comme ceux qu'on a dans la Garenne sempervirente !","Comment ça, non ? Aaah, maintenant que vous le dites... Non seulement il est bien trop grand, mais la base est plus étroite que le sommet...",Je sais ! C'est un réservoir en hauteur qui permet de distribuer de l'eau sous pression en aval ! Un château d'eau !,20,61,1
43,"Ça alors, un ambystoma ! Et pétulant, par-dessus le marché !","Ça veut dire que son concept a bien été enregistré, et qu'il est devenu un être vivant à part entière ! Vous ressentez le poids de l'Histoire...",,0,57,7
44,"Nom d'une carotte, je me suis fait avoir ! T'es pas n'importe qui, toi !",,,21,61,1
45,Vous n'avez pas anesthésié le bon oiseau...,,,0,57,7
46,"Cette statue représente Thaliak, membre des Douze et protecteur de la cité de Sharlayan. On le vénère également comme dieu du savoir et seigneur des rivières.","Jadis, Sharlayan était régie par une démocratie directe. Les décisions politiques faisaient l'objet d'un vote à l'Assemblée municipale, à laquelle tous les citoyens étaient conviés à participer. C'est ainsi que la divinité protectrice de la cité fut élue à la majorité.","Notons que le raisonnement derrière ce choix ne relevait pas de la foi religieuse à proprement parler, mais plutôt de la conviction politique d'un peuple qui se sentait investi de la mission de devenir les ambassadeurs du savoir.",23,61,1
47,"Dans les récits mythologiques, Thaliak est souvent décrit portant une cruche sacrée de laquelle s'écoule la source du savoir.","Afin de figurer au mieux cet attribut, un circuit a été monté à l'intérieur de la statue : l'eau s'écoule de la cruche dans la mer, puis est aspirée de nouveau par un système de pompe. L'architecte souhaitait ainsi représenter Sharlayan comme une cité où la con­nais­san­ce afflue sans interruption.","Mais à l'époque, l'installation d'un tel système ne s'était pas faite sans complications. La Grande bibliothèque du Noumène conserve d'ailleurs les journaux de travail où les maçons avaient relaté les problèmes rencontrés et les solutions mises en œuvre.",23,61,1
48,"D'après la légende, lorsque le sixième fléau fit s'abattre des raz-de-marée dévastateurs sur Éorzéa, ceux que l'on surnomme les douze Preux se dressèrent face à la crise et secoururent de nombreuses vies.","L'un de ces douze héros, Nyunkrepf, fonda Sharlayan avec les rescapés qu'il avait lui-même tirés des eaux.","Essayez de vous représenter la scène : près de 1 600 ans plus tôt, les premiers habitants de Sharlayan posent le pied sur ce rivage, sans se douter que s'y élèvera un jour la statue que vous avez sous les yeux...",23,61,1
49,,,,0,0,0
50,,,,0,0,0
51,"Cet Omicron semble à peine actif. Il se tient debout, immobile, en attente de quelque chose.",,,0,57,7
52,Cet Omicron est immobile à côté d'un étrange appareil. Il ne fait rien de particulier.,,,0,57,7
53,Cet Omicron discute avec Alphinaud. Impossible de savoir si leur con­ver­sa­tion est plaisante ou non.,,,0,57,7
54,"Ce n'est pas un Omicron... C'est... un ambystoma ! Le plus incroyable c'est qu'il a l'air dans son élément, ici dans le vide de l'espace !","Serait-ce un des spécimens vivant dans le Labyrinthos qui serait monté à bord du Ragnarok ? En tout cas, il est sacrément pétulant...",,0,57,7
55,Cet Omicron déambule à droite et à gauche. Il bouge de façon erratique et ne semble pas avoir d'objectif précis...,,,0,57,7
56,"En dépit de traits que certains pourraient qualifier de grossiers, le visage de Hildibrand dégage une forme de raffinement reflétant sa bonne éducation.","Hormis le fait qu'il respire, vous ne constatez chez lui aucun signe d'éveil.",,0,57,7
57,"Les bras de Hildibrand affichent un galbe im­pres­sion­nant... Bien sûr, ils ne feraient pas de mal à une mouche, car ce sont des bras de gentilhomme.","En l'occurrence, ils sont par­fai­te­ment inertes.",,0,57,7
58,"Les souliers de Hildibrand sont d'un chic absolu. Les Manderville ont dû les faire fabriquer sur mesure, à un tarif qui frise l'indécence.",,,0,57,7
59,"Nashu dort lit­té­ra­le­ment debout, un “talent” qui n'est pas donné à tout le monde...",,,0,57,7
60,Parigha remet de l'ordre dans sa pharmacie. Ça ne doit pas être simple avec d'aussi gros doigts...,,,0,57,7
61,Vous apercevez une silhouette familière transportée par l'O.V.N.I. Mieux vaut faire comme si vous n'aviez rien vu...,,,0,57,7
62,Nashu est trop occupée à pomponner Argos pour chercher l'O.V.N.I. Cœur insouciant vit décidément plus longtemps.,,,0,57,7
63,"Delion scrute at­ten­ti­ve­ment l'horizon, bien déterminé à retrouver l'O.V.N.I.",,,0,57,7
64,"Il semblerait que des pierres précieuses soient utilisées pour les yeux. Manifestement, elles ne sont pas toutes présentes... La tempête les a cer­tai­ne­ment délogées.",,,25,61,1
65,"Les rondins de bois servant à l'armature sont brisés. Dans ces conditions, impossible de permettre à suf­fi­sam­ment de personnes de porter le palanquin.",,,19,61,1
66,"Les plumes de la queue sont en piteux état. Si mes souvenirs sont exacts, elle était bien plus fournie que ça !",,,24,61,1
67,"Il est juste à côté du four, et l'air circule à peine... C'est pas des conditions pour travailler, ça...",,,24,61,1
68,T'as vu comme ses outils ont vécu ? Peut-être qu'une petite remise à neuf leur ferait du bien ?,,,24,61,1
69,"Je rêve, il a pas touché à son assiette ! Je sais pas ce qu'il y a dedans, mais ce sera plus bon si ça refroidit...",,,24,61,1
70,"Cette arme est celle que la sentinelle mécanique utilisait lors de l'attaque de Tuliyollal. Elle ressemble à une arme à feu, mais sa forme diffère de celles connues et témoigne d'une civilisation à la technologie avancée.",,,0,57,7
71,"Le visage de la sentinelle ne présente pas d'yeux ou de bouche, mais il est couvert de dessins lumineux.",,,0,57,7
72,"De loin, cela paraissait être une armure, mais en examinant de plus près, on remarque qu'il s'agit d'une machine composée de pièces diverses.","Le matériau dont elle est faite diffère des métaux connus. Aucun moteur à céruleum n'est visible, et la source d'énergie de la sentinelle est inconnue.",,0,57,7
73,"Hé, mais qu'est-ce que tu fais !? C'est pas moi qu'il faut examiner, mais la sentinelle mécanique !",,,19,61,1
74,"Tout semble fonctionner cor­rec­te­ment pour l'instant, mais les pièces finiront par se dégrader rapidement si rien n'est fait...",,,0,57,7
75,Du céruleum s'échappe à intervalle régulier. Tout a l'air en ordre.,,,0,57,7
76,Un gros baril rempli de céruleum. Il est si énorme qu'il n'est pas très discret... et sûrement pas très pratique à transporter !,,,0,57,7
77,"Un soldat de l'Ost rayonnant est étendu sur le sol ! Vite, il est peut-être blessé !",,,0,57,7
78,Des traces de pas... Ont-elles été laissées par un soldat de l'Ost rayonnant ou par Justice-R ?,,,0,57,7
79,Une créature magique gît sur le sol. Est-ce le monstre dont parlait Justice-R ?,,,0,57,7
80,"Ça va, y a largement de quoi faire niveau matériaux. C'est sûrement ailleurs que le bât blesse.",,,24,61,1
81,"La tête de gauche représente les Hoobigo, reconnus pour leur force et leur bravoure, comme l'illustre l'expression féroce sur son visage, ja. La couleur rouge symbolise quant à elle leur volonté indéfectible, celle de se battre jusqu'au bout pour conquérir une terre bénie par le soleil.",,,26,61,1
82,"La tête de droite représente les Boonewa, dont l'in­tel­li­gence et la sagesse sont illustrées à travers l'expression sereine qu'elle arbore, ja. La couleur bleue symbolise quant à elle leur souhait inaltérable de protéger notre belle forêt coûte que coûte.",,,26,61,1
83,"Cet étendard est celui que l'on déploie pour fêter la naissance d'un double-tête, ja. Ils sont tissés avec grand soin pour pouvoir résister à l'épreuve du temps, car nous les imprégnons de notre souhait de voir naître un nouvel enfant béni avant qu'ils ne se délitent.",,,26,61,1
84,"Ce pilier t'intéresse aussi, ja ? Le motif est une repré­sen­ta­tion très abstraite des animaux et végétaux qui vivent dans notre forêt. Du moins, c'est ce que l'on dit.",,,26,61,1
85,"Oh, cette grande maison a piqué ta curiosité, on dirait ! Elle a été bâtie en vue d'accueillir notre prochain patriarche.","D'ailleurs, celui-ci ne peut être désigné comme tel que s'il a mis au monde un double-tête, ja. Ce fut pendant longtemps la condition sine qua non pour devenir notre chef... Enfin, au vu des récents événements, je suppose que cette tradition est amenée à changer.",,26,61,1
86,Bien vu ! Cette personne a clairement besoin de votre aide !,,,0,57,7
87,"Ces visiteurs ne semblent pas en difficulté, ils font juste la planche.",,,0,57,7
88,Ces visiteurs ne font que s'amuser sur la plage.,,,0,57,7
