#,Masculine,Feminine,IsPrefix,Order
92,Fidèle du Maelstrom,Fidèle du Maelstrom,False,553
93,Fidèle des Deux Vipères,Fidèle des Deux Vipères,False,554
94,Fidèle des Immortels,Fidèle des Immortels,False,555
95,Fournisseur du Maelstrom,Fournisseuse du Maelstrom,False,556
96,Fournisseur des Deux Vipères,Fournisseuse des Deux Vipères,False,557
97,Fournisseur des Immortels,Fournisseuse des Immortels,False,558
98,Intendant du Maelstrom,Intendante du Maelstrom,False,559
99,Intendant des Deux Vipères,Intendante des Deux Vipères,False,560
100,Intendant des Immortels,Intendante des Immortels,False,561
101,Escorte express,Escorte express,False,600
102,Le Convoyeur,La Convoyeuse,False,601
103,L'Éclair,La Foudre,False,602
104,Cavalier bardé,Cavalière bardée,False,603
105,Disciple du Vagabond,Disciple du vagabond,False,604
106,Adjurateur primordial,Adjuratrice primordiale,False,605
107,Stratège féerique,Stratège féerique,False,606
108,Faucheur,Faucheuse,False,607
109,Maître des donjons,Maîtresse des donjons,False,608
110,Jouet des aléas du destin,Jouet des aléas du destin,False,609
111,Membre honoraire de la B.A.B.,Membre honoraire de la B.A.B.,False,610
112,Louveteau des tempêtes,Louveteau des tempêtes,False,650
113,Hurleur des tempêtes,Hurleuse des tempêtes,False,651
114,Grogneur des tempêtes,Grogneuse des tempêtes,False,652
115,Harceleur des tempêtes,Harceleuse des tempêtes,False,653
116,Traqueur des tempêtes,Traqueuse des tempêtes,False,654
117,Pourchasseur des tempêtes,Pourchasseuse des tempêtes,False,655
118,Ami de M'naago,Amie de M'naago,False,1448
119,Associé de M'naago,Associée de M'naago,False,1449
120,Ailes d'acier,Ailes d'acier,False,1450
121,Ailes de feu,Ailes de feu,False,1451
122,Louveteau du serpent,Louveteau du serpent,False,660
123,Hurleur du serpent,Hurleuse du serpent,False,661
124,Grogneur du serpent,Grogneuse du serpent,False,662
125,Harceleur du serpent,Harceleuse du serpent,False,663
126,Traqueur du serpent,Traqueuse du serpent,False,664
127,Pourchasseur du serpent,Pourchasseuse du serpent,False,665
128,Pilleur de canaux profonds,Pilleuse de canaux profonds,False,1452
129,Habitant des canaux profonds,Habitante des canaux profonds,False,1453
130,Maître de la chance,Maîtresse de la chance,False,1454
131,Explorateur sanguin,Exploratrice sanguine,False,1455
132,Louveteau des sables,Louveteau des sables,False,670
133,Hurleur des sables,Hurleuse des sables,False,671
134,Grogneur des sables,Grogneuse des sables,False,672
135,Harceleur des sables,Harceleuse des sables,False,673
136,Traqueur des sables,Traqueuse des sables,False,674
137,Pourchasseur des sables,Pourchasseuse des sables,False,675
138,La Légende,La Légende,False,1456
139,Bras gauche de Raubahn,Bras gauche de Raubahn,False,1457
140,Carapace verte,Carapace verte,False,1458
141,Styliste d'avant-garde,Styliste d'avant-garde,False,1459
142,Le Grand méchant loup,La Grande méchante louve,False,700
143,Le Loup alpha,La Louve alpha,False,701
144,La Vedette de l'équipe,La Vedette de l'équipe,False,750
145,Frère des cendres,Sœur des cendres,False,751
146,Ami des Sylphes,Amie des sylphes,False,752
147,Chasseur de trésors,Chasseuse de trésors,False,753
148,Larbin du 789e ordre,Bonne à tout faire du 789e ordre,False,754
149,Frère du frai,Sœur du frai,False,755
150,As de l'hameçon,As de l'hameçon,False,756
151,Le Bouclier humain,Le Bouclier humain,False,757
152,La Hache humaine,La Hache humaine,False,758
153,Le Bouclier infaillible,Le Bouclier infaillible,False,759
154,La Hache impitoyable,La Hache impitoyable,False,760
155,Avant-coureur du Front,Avant-coureuse du Front,False,761
156,Avant-coureur des tempêtes,Avant-coureuse des tempêtes,False,762
157,Avant-coureur des sables,Avant-coureuse des sables,False,764
158,Avant-coureur du serpent,Avant-coureuse du serpent,False,763
159,Déglingueur de drones,Déglingueuse de drones,False,765
160,Héros de l'Héliodrome,Héroïne de l'héliodrome,False,766
161,Chasseur de monstres,Chasseuse de monstres,False,800
162,Pisteur de monstres,Pisteuse de monstres,False,801
163,Traqueur de monstres,Traqueuse de monstres,False,802
164,Chasseur de primes,Chasseuse de primes,False,803
165,Soldat de fortune,Soldate de fortune,False,804
166,Traqueur impitoyable,Traqueuse impitoyable,False,805
167,Ravageur de la rafflesia,Ravageuse de la rafflesia,False,850
168,Massacreur de Mélusine,Massacreuse de Mélusine,False,851
169,Élagueur du bio-tréant,Élagueuse du bio-tréant,False,852
170,Le Dominateur,La Dominatrice,False,853
171,Le Démonteur,La Démonteuse,False,900
172,Combattant sur le qui-vive,Combattante sur le qui-vive,False,1460
173,Détecteur de coffre au trésor,Détectrice de coffre au trésor,False,902
174,Protecteur d'Éorzéa,Protectrice d'Éorzéa,False,950
175,Postier expérimenté,Postière ex­pé­ri­men­tée,False,951
176,Égide d'Ehcatl,Égide d'Ehcatl,False,952
177,Le Négociateur,La Négociatrice,False,953
178,L'Acheveur du Fléau,L'Acheveuse du Fléau,False,954
179,Le Neptomane,La Neptomane,False,955
180,Pêcheur de légendes,Pêcheuse de légendes,False,956
181,Le Héraut de l'aurore,Le Héraut de l'aurore,False,1461
182,Protecteur de l'ombre,Protectrice de l'ombre,False,958
183,Brise-glace,Brise-glace,False,959
184,L'Optimiste,L'Optimiste,False,960
185,L'Aristocrate,L'Aristocrate,False,961
186,Archerot,Archerot,False,962
187,Dompteur de Kirin,Dompteuse de Kirin,False,963
188,L'Inébranlable,L'Inébranlable,False,964
189,Tueur en série,Tueuse en série,False,965
190,L'Abattoir,L'Abattoir,False,966
191,La Main de lumière,La Main de lumière,False,967
192,La Terre de lumière,La Terre de lumière,False,968
193,L'Éveilleur,L'Éveilleuse,False,969
194,Le Marionnettiste,La Marionnettiste,False,970
195,Le Flambeur,La Flambeuse,False,1000
196,L'As des As,L'As des As,False,1001
197,Éleveur de champions,Éleveuse de champions,False,1002
198,Dresseur de chocobo,Dresseuse de chocobo,False,1003
199,Le Poulain,La Pouliche,False,1004
200,L'Étalon,L'Étalon,False,1005
201,La Bête de course,La Bête de course,False,1006
202,Le Pur-sang,La Pur-sang,False,1007
203,Amateur de cartes,Amatrice de cartes,False,1008
204,Ludocartophile,Ludocartophile,False,1009
205,Le Trinitaire,La Trinitaire,False,1010
206,Le Duelliste,La Duelliste,False,1011
207,Joueur dans l'âme,Joueuse dans l'âme,False,1012
208,Esquiveur de rafales,Esquiveuse de rafales,False,1013
209,Le Roi de la tombola,La Reine de la tombola,False,1014
210,Le Millionnaire,La Millionnaire,False,1015
211,Porteur d'espoir,Porteuse d'espoir,False,1050
212,Maître postier,Maître postière,False,1051
213,Chasseur de Fabulœufs,Chasseuse de Fabulœufs,False,1052
214,L'Incroyant,L'incroyante,False,1053
215,Le Racheté,La Rachetée,False,1054
216,Tueur de Nidhogg,Tueuse de Nidhogg,False,1055
217,Lame d'argent,Lame d'argent,False,1056
218,Enquiquineur impérial,Enquiquineuse impériale,False,1057
219,Sous-Preux,Sous-Preuse,False,1058
220,Briseur d'Ascalon,Briseuse d'Ascalon,False,1059
221,Gardien de la Velodyna,Gardienne de la Velodyna,False,1462
222,Gardien du serment,Gardienne du serment,False,1100
223,Ouvreur du quatorzième chakra,Ouvreuse du quatorzième chakra,False,1101
224,Cœur de mithril,Cœur de mithril,False,1102
225,Dragon céleste,Dragon céleste,False,1103
226,Aède des cieux,Aède des cieux,False,1104
227,Âme purificatrice,Âme purificatrice,False,1105
228,L'Annihilateur,L'Annihilatrice,False,1106
229,Maître de la Transe,Maîtresse de la Transe,False,1107
230,Marin-soldat de la 7e ère,Marin-soldate de la 7e ère,False,1108
231,Vengeur de l'ombre,Vengeresse de l'ombre,False,1109
232,Disciple des abysses,Disciple des abysses,False,1110
233,Le Sauveur,Le Sauveur,False,1111
234,Béni des étoiles,Bénie des étoiles,False,1112
235,Menotteur indigo,Menotteuse indigo,False,1150
236,Déceleur de faux dieux,Déceleuse de faux dieux,False,1151
237,Aventurier volatil,Aventurière volatile,False,1152
238,,,False,0
239,Grand maître de la guerre,Grande maîtresse de la guerre,False,1200
240,Grand maître de la magie,Grande maîtresse de la magie,False,1201
241,Guide des ténèbres,Guide des ténèbres,False,1202
242,L'Épée implacable,L'Épée implacable,False,1203
243,Gardien du savoir,Gardienne du savoir,False,1204
244,Habitant des canaux,Habitante des canaux,False,1445
245,Maître des canaux,Maîtresse des canaux,False,1446
246,Le Nécromancien,La Nécromancienne,False,1447
247,,,False,0
248,Grand maître de la main,Grande maîtresse de la main,False,1209
249,Grand maître de la terre,Grande maîtresse de la terre,False,1210
250,Façonneur de merveilles,Façonneuse de merveilles,False,1211
251,Amasseur de merveilles,Amasseuse de merveilles,False,1212
252,Partenaire en affaire,Partenaire en affaire,False,1213
253,Maître menuisier,Maître menuisier,False,1214
254,Maître forgeron,Maître forgeron,False,1215
255,Maître armurier,Maître armurier,False,1216
256,Maître orfèvre,Maître orfèvre,False,1217
257,Maître tanneur,Maître tanneur,False,1218
258,Maître couturier,Maître couturier,False,1219
259,Maître alchimiste,Maître alchimiste,False,1220
260,Maître cuisinier,Maître cuisinier,False,1221
261,Maître mineur,Maître mineur,False,1222
262,Maître botaniste,Maître botaniste,False,1223
263,Maître pêcheur,Maître pêcheur,False,1224
264,Le Chanceux,La Chanceuse,False,1225
265,Bon Samaritain,Bon Samaritain,False,1226
266,Collectionneur de mascottes,Collectionneuse de mascottes,False,1227
267,Maître des mascottes,Maîtresse des mascottes,False,1228
268,Mascottiste,Mascottiste,False,1229
269,Capitaine des mascottes,Capitaine des mascottes,False,1230
270,Commandant des mascottes,Commandante des mascottes,False,1231
271,Chevalier des Fortemps,Chevalière des Fortemps,False,1232
272,Pirate des cieux,Pirate des cieux,False,1233
273,Le Noumène,Le Noumène,False,1234
274,Danseur du soleil,Danseuse du soleil,False,1235
275,Briseur de mythes,Briseuse de mythes,False,1236
276,Explorateur confirmé,Exploratrice confirmée,False,1237
277,Conseiller spécial,Conseillère spéciale,False,1238
278,Abatteur de monstres célèbres,Abatteuse de monstres célèbres,False,1239
279,Loup affamé,Louve affamée,False,1240
280,Le Dévoreur,La Dévoreuse,False,1241
281,L'Inflexible,L'Inflexible,False,1242
282,L'Incoercible,L'Incoercible,False,1243
283,L'Indécelable,L'Indécelable,False,1244
284,L'Impétueux,L'Impétueuse,False,1245
285,L'Inentamable,L'Inentamable,False,1246
286,Mentor,Mentor,False,1247
287,Mentor des mentors,Mentor des mentors,False,1248
288,Légataire de la bouilloire ultime,Légataire de la bouilloire ultime,False,1249
289,Messager du destin,Messagère du destin,False,1250
290,Le Cerveau,Le Cerveau,False,1251
291,Va-tout des Vathes,Va-tout des Vathes,False,1252
292,Chantre des dragons,Chantre des dragons,False,1253
293,Découvreur de l'Aquapole,Découvreuse de l'Aquapole,False,1254
294,Explorateur de l'Aquapole,Exploratrice de l'Aquapole,False,1255
295,Conquérant de l'Aquapole,Conquérante de l'Aquapole,False,1256
296,Chevalier du Pompon d'honneur,Chevalière du Pompon d'honneur,False,1257
297,Grand carnassier solitaire,Grande carnassière solitaire,False,1258
298,Carnassier impitoyable,Carnassière impitoyable,False,1259
299,Jeune carnassier,Jeune carnassière,False,1260
300,Loup de bronze,Louve de bronze,False,1261
301,Loup d'argent,Louve d'argent,False,1262
302,Loup d'or,Louve d'or,False,1263
303,Loup de platine,Louve de platine,False,1264
304,Loup de diamant,Louve de diamant,False,1265
305,Loup de meute dominante,Louve de meute dominante,False,1266
306,Loup de meute impitoyable,Louve de meute impitoyable,False,1267
307,Loup de jeune meute,Louve de jeune meute,False,1268
308,Loup de meute de bronze,Louve de meute de bronze,False,1269
309,Loup de meute d'argent,Louve de meute d'argent,False,1270
310,Loup de meute d'or,Louve de meute d'or,False,1271
311,Loup de meute de platine,Louve de meute de platine,False,1272
312,Loup de meute de diamant,Louve de meute de diamant,False,1273
313,Déglaceur de la Gloire,Déglaceuse de la Gloire,False,1300
314,Entremetteur post-mortem,Entremetteuse post-mortem,False,1310
315,Voyageur du temps,Voyageuse du temps,False,1311
316,Gardien des âmes,Gardienne des âmes,False,1312
317,Ami de Khloe,Amie de Khloe,False,1313
318,Meilleur ami de Khloe,Meilleure amie de Khloe,False,1314
319,Héros gelmorrain,Héroïne gelmorraine,False,1315
320,Porteur de la lumière,Porteuse de la lumière,False,1316
321,Explorateur solitaire,Exploratrice solitaire,False,1317
322,Grand veinard,Grande veinarde,False,1318
323,Maître du sixième sens,Maîtresse du sixième sens,False,1319
324,Chorégraphe pour cadavres,Chorégraphe pour cadavres,False,1320
325,Maître Makai,Maîtresse Makai,False,1350
326,Garo,Garo,False,1351
327,Moine Makai,Moine Makai,False,1352
328,Barago,Barago,False,1353
329,Dan,Dan,False,1354
330,Barde Makai,Barde Makai,False,1355
331,Mage noir Makai,Mage noir Makai,False,1356
332,Mage blanc Makai,Mage blanc Makai,False,1357
333,Zéro,Zéro,False,1358
334,Invocateur Makai,Invocatrice Makai,False,1359
335,Érudit Makai,Érudite Makai,False,1360
336,Kiba,Kiba,False,1361
337,Machiniste Makai,Machiniste Makai,False,1362
338,Astromancien Makai,Astromancienne Makai,False,1363
339,Danseur du soleil et de la lune,Danseuse du soleil et de la lune,False,1400
340,Disciple le plus doué,Disciple la plus douée,False,1401
341,Pèlerin du destin,Pèlerine du destin,False,1402
342,Conseiller spécial du scolasticat,Conseillère spéciale du scolasticat,False,1403
343,Meilleur ami de Gigi,Meilleure amie de Gigi,False,1404
344,Dompteur du Hôô,Dompteuse du Hôô,False,1405
345,Prédateur invétéré,Prédatrice invétérée,False,1406
346,Limier de Rhalgr,Limier de Rhalgr,False,1407
347,Serveur de festin,Serveuse de festin,False,1408
348,Échanson de Halone,Échanson de Halone,False,1409
349,Ami de Zhloe,Amie de Zhloe,False,1410
350,Meilleur ami de Zhloe,Meilleure amie de Zhloe,False,1411
351,Survivant du Chant,Survivante du Chant,False,1412
352,Ijin voyageur,Ijin voyageuse,False,1413
353,Pirate de la Confédération,Pirate de la Confédération,False,1414
354,Chasseur du chasseur,Chasseuse du chasseur,False,1415
355,Combattant de la steppe,Combattante de la steppe,False,1416
356,Rentré au bercail,Rentrée au bercail,False,1417
357,Poing droit de Lyse,Poing droit de Lyse,False,1418
358,Le Libérateur,La Libératrice,False,1419
359,Nettoyeur du Deltastice,Nettoyeuse du Deltastice,False,1420
360,Champion du sultanat,Championne du sultanat,False,1421
361,Poing protecteur,Poing protecteur,False,1422
362,Hache nomade,Hache nomade,False,1423
363,Dragon écarlate,Dragon écarlate,False,1424
364,Mémoire des Érables,Mémoire des Érables,False,1425
365,Chaperon de Padjal,Chaperon de Padjal,False,1426
366,Détourneur de comète,Détourneuse de comète,False,1427
367,Grand invocateur,Grande invocatrice,False,1428
368,Gardien de Lilas,Gardienne de Lilas,False,1429
369,Shinobi éorzéen,Kunoichi éorzéenne,False,1430
370,Dévoreur de ténèbres,Dévoreuse de ténèbres,False,1431
371,Franc-tirailleur,Franc-tirailleuse,False,1432
372,Apprivoiseur du Renard,Apprivoiseuse du Renard,False,1433
373,Le Rouge,La Rouge,False,1434
374,Tenka Musô,Tenka Musô,False,1435
375,Dieu de la guerre,Déesse de la guerre,False,1436
376,Dieu de la magie,Déesse de la magie,False,1437
377,Dieu de la main,Déesse de la main,False,1438
378,Dieu de la terre,Déesse de la terre,False,1439
379,Chasseur vétéran inlassable,Chasseuse vétérane inlassable,False,1440
380,Chasseur vétéran au long cours,Chasseuse vétérane au long cours,False,1441
381,Chasseur de frissons,Chasseuse de frissons,False,1442
382,Chasseur de frissons ultimes,Chasseuse de frissons ultimes,False,1443
383,Pilleur de canaux,Pilleuse de canaux,False,1444
384,Chasseur de Hiruko,Chasseuse de Hiruko,False,1472
385,Tutoyeur de sommets,Tutoyeuse de sommets,False,1473
386,Maître du Pilier des Cieux,Maîtresse du Pilier des Cieux,False,1474
387,Héros solitaire,Héroïne solitaire,False,1475
388,Exhumeur de coffres,Exhumeuse de coffres,False,1476
389,Avant-garde,Avant-garde,False,1466
390,Ami de Kurenai,Amie de Kurenai,False,1467
391,Associé de Kurenai,Associée de Kurenai,False,1468
392,La lune blafarde,La lune blafarde,False,1469
393,Barbichu honoraire,Barbichue honoraire,False,1463
394,Entremetteur de pompons,Entremetteuse de pompons,False,1464
395,Valeureux aventurier de Pas dans l'tas,Valeureuse aventurière de Pas dans l'tas,False,1465
396,Fléaulogue,Fléaulogue,False,1471
397,L'ultime Légende,L'ultime Légende,False,1470
398,Chasseur de roi des cieux,Chasseuse de roi des cieux,False,1477
399,Champion FRC2018,Championne FRC2018,False,0
400,Finaliste FRC2018,Finaliste FRC2018,False,0
401,Classé FRC2018,Classée FRC2018,False,0
402,Prélude pourpré,Prélude pourpré,False,1478
403,Philanthrope,Philanthrope,False,1479
404,Servant d'autel,Servante d'autel,False,1480
405,Le Dévot,La Dévote,False,1481
406,Invocateur de Dieux,Invocatrice de Dieux,False,1482
407,Grand maître de la pêche,Grande maîtresse de la pêche,False,1497
408,Dompteur de kamuy,Dompteuse de kamuy,False,1483
409,Passionné de mahjong,Passionnée de mahjong,False,1484
410,Virtuose du mahjong,Virtuose du mahjong,False,1485
411,Porcelet,Porcelet,False,1486
412,Client exigeant,Cliente exigeante,False,1487
413,Sang bleu,Sang bleu,False,1488
414,Bleuet masqué,Bleuet masqué,False,1489
415,Grand bleu,Grand bleu,False,1490
416,Explorateur d'Eurêka,Exploratrice d'Eurêka,False,1491
417,Un requiem pour les héros,Un requiem pour les héros,False,1492
418,Justicier de Kugane,Justicière de Kugane,False,1493
419,Diplomate oriental,Diplomate orientale,False,1494
420,Lame royale,Lame royale,False,1495
421,Pourfendeur d'anges,Pourfendeuse d'anges,False,1496
422,Icône de la guerre,Icône de la guerre,False,1498
423,Icône de la magie,Icône de la magie,False,1499
424,Icône de la main,Icône de la main,False,1500
425,Icône de la terre,Icône de la terre,False,1501
426,Visiteur d'outre-dimension,Visiteuse d'outre-dimension,False,1502
427,Le Féérique,La Féérique,False,1503
428,Chercheur de vérités cachées,Chercheuse de vérités cachées,False,1504
429,Voyageur du désert d'ocre rouge,Voyageuse du désert d'ocre rouge,False,1505
430,Ennemi de l'innocence,Ennemie de l'innocence,False,1506
431,Porteur d'ombre,Porteuse d'ombre,False,1507
432,Protecteur dévoué,Protectrice dévouée,False,1508
433,Cœur battant,Cœur battant,False,1509
434,Mémoire vive,Mémoire vive,False,1510
435,Rempart entre deux mondes,Rempart entre deux mondes,False,1511
436,Le Transcendantal,La Transcendantale,False,1512
437,Force tellurique,Force tellurique,False,1513
438,Éclair de jais,Éclair de jais,False,1514
439,Troubadour au gré du vent,Troubadour au gré du vent,False,1515
440,Bienheureux inné,Bienheureuse innée,False,1516
441,Avocat des forces obscures,Avocate des forces obscures,False,1517
442,Convocateur du lointain,Convocatrice du lointain,False,1518
443,Double-mondialiste,Double-mondialiste,False,1519
444,Ombre de l'altérité,Ombre de l'altérité,False,1520
445,Noirceur infinie,Noirceur infinie,False,1521
446,Rafale dimensionnelle,Rafale dimensionnelle,False,1522
447,Observateur des étoiles,Observatrice des étoiles,False,1523
448,Duelliste dualiste,Duelliste dualiste,False,1524
449,Sabre de l'inconnu,Sabre de l'inconnu,False,1525
450,Éclaireur errant,Éclaireuse errante,False,1526
451,Saltimbanque aérien,Saltimbanque aérienne,False,1527
452,Métallurgiste du premier reflet,Métallurgiste du premier reflet,False,1528
453,Façonnier du premier reflet,Façonnière du premier reflet,False,1529
454,Préparateur du premier reflet,Préparatrice du premier reflet,False,1530
455,Naturaliste du premier reflet,Naturaliste du premier reflet,False,1531
456,Pêcheur du premier reflet,Pêcheuse du premier reflet,False,1532
457,Artisan multifacettes,Artisane multifacettes,False,1533
458,Adjurateur d'amis,Adjuratrice d'amis,False,1534
459,Main invisible,Main invisible,False,1535
460,Brute aimable,Brute aimable,False,1536
461,Fabuleusement féroce,Fabuleusement féroce,False,1537
462,Serment inflexible,Serment inflexible,False,1538
463,Acier inflexible,Acier inflexible,False,1539
464,Morale inflexible,Morale inflexible,False,1540
465,Loyauté inflexible,Loyauté inflexible,False,1541
466,Promeneur hypogéen,Promeneuse hypogéenne,False,1542
467,Explorateur hypogéen,Exploratrice hypogéenne,False,1543
468,Seigneur hypogéen,Grande dame hypogéenne,False,1544
469,Fan de Yojimbo,Fan de Yojimbo,False,1545
470,,,False,0
471,,,False,0
472,,,False,0
473,,,False,0
474,,,False,0
475,,,False,0
476,Vœux vertueux,Vœux vertueux,False,1546
477,Meilleur ami de Kai-Shirr,Meilleure amie de Kai-Shirr,False,1547
478,Associé de Kai-Shirr,Associée de Kai-Shirr,False,1548
479,Doux rêveur,Douce rêveuse,False,1549
480,La Légende parfaite,La Légende parfaite,False,1550
481,Bleu jusqu'à l'os,Bleue jusqu'à l'os,False,1551
482,Sommité bleue,Sommité bleue,False,1552
483,Masque vedette,Masque vedette,False,1553
484,Bleu infini,Bleu infini,False,1554
485,Justicier bleu,Justicière bleue,False,1555
486,L'Aguerri,L'Aguerrie,False,1556
487,Champion bleu,Championne bleue,False,1557
488,Saint d'Azurée,Sainte d'Azurée,False,10000
489,Bienheureux d'Azurée,Bienheureuse d'Azurée,False,10010
490,Scie d'Azurée,Scie d'Azurée,False,1560
491,Enclume d'Azurée,Enclume d'Azurée,False,1561
492,Marteau d'Azurée,Marteau d'Azurée,False,1562
493,Joyau d'Azurée,Joyau d'Azurée,False,1563
494,Couteau d'Azurée,Couteau d'Azurée,False,1564
495,Aiguille d'Azurée,Aiguille d'Azurée,False,1565
496,Alambic d'Azurée,Alambic d'Azurée,False,1566
497,Poêle d'Azurée,Poêle d'Azurée,False,1567
498,Pioche d'Azurée,Pioche d'Azurée,False,1568
499,Faucille d'Azurée,Faucille d'Azurée,False,1569
500,Hameçon d'Azurée,Hameçon d'Azurée,False,1570
501,Artisan en chef d'Azurée,Artisane en chef d'Azurée,False,1571
502,Récolteur en chef d'Azurée,Récolteuse en chef d'Azurée,False,1572
503,Menuisier du Nichoir,Menuisière du Nichoir,False,1573
504,Forgeron du Nichoir,Forgeronne du Nichoir,False,1574
505,Armurier du Nichoir,Armurière du Nichoir,False,1575
506,Orfèvre du Nichoir,Orfèvre du Nichoir,False,1576
507,Tanneur du Nichoir,Tanneuse du Nichoir,False,1577
508,Couturier du Nichoir,Couturière du Nichoir,False,1578
509,Alchimiste du Nichoir,Alchimiste du Nichoir,False,1579
510,Cuisinier du Nichoir,Cuisinière du Nichoir,False,1580
511,Mineur du Nichoir,Mineuse du Nichoir,False,1581
512,Botaniste du Nichoir,Botaniste du Nichoir,False,1582
513,Pêcheur du Nichoir,Pêcheuse du Nichoir,False,1583
514,Fortuné du kupo,Fortunée du kupo,False,1584
515,Ambitieux accompli,Ambitieuse accomplie,False,1585
516,Poulpicide prééminent,Poulpicide prééminente,False,1586
517,Savant ès squales,Savante ès squales,False,1587
518,Maître méduseur ,Maîtresse méduseuse,False,1588
