#,Name,Image,UnlockCondition,Unknown_70_1,Unknown_70_2,Unknown4,SortKey,FontColor,Unknown3,Category,Unknown1,Unknown2
62,Style oriental,193015,1,0,0,0,14,1,0,1,True,True
63,Quêtes des Pixies,193962,429,0,0,0,2311,1,0,3,True,True
64,Quêtes des Qitari,193963,430,0,0,0,2312,1,0,3,True,True
65,Quêtes des Nains,193964,431,0,0,0,2313,1,0,3,True,True
66,Quêtes des Arkasodaras,193965,432,0,0,0,2314,1,0,3,True,True
67,Quêtes des Loporrites,193967,433,0,0,0,2316,1,0,3,True,True
68,Protocole Oméga (fatal),193705,434,0,0,0,2504,1,0,4,True,True
69,Eurêka Orthos,193710,465,0,0,0,2358,1,0,4,True,True
70,Enaretos,193711,466,0,0,0,2359,1,0,4,True,True
71,Conte des quatre animaux sacrés,193712,467,0,0,0,2251,2,0,3,True,True
72,Félicité insulaire 1,193713,468,0,0,0,2340,2,0,8,True,True
73,Félicité insulaire 2,193714,469,0,0,0,2341,1,0,8,True,True
74,Quêtes des Kojin,193960,524,0,0,0,2308,1,0,3,True,True
75,Quêtes des Anantas,193959,525,0,0,0,2309,1,0,3,True,True
76,Quêtes des Namazu,193961,526,0,0,0,2310,1,0,3,True,True
77,La fin d'une ère,193715,527,0,0,0,2250,1,0,3,True,True
78,10e anniversaire,193716,523,0,0,0,3950,1,0,7,True,True
79,Grand pêcheur,193717,529,0,0,0,2346,1,0,8,True,True
80,Pêcheur de légendes,193718,530,0,0,0,2347,1,0,8,True,True
81,Tuiles essentielles,193719,531,0,0,0,2350,1,0,8,True,True
82,Quêtes des Vanu Vanu,193956,567,0,0,0,2305,1,0,3,True,True
83,Quêtes des Gnathes,193957,568,0,0,0,2306,1,0,3,True,True
84,Quêtes des Mogs,193958,569,0,0,0,2307,1,0,3,True,True
85,Le Mythe éorzéen : Halone,193723,572,0,0,0,2252,2,0,3,True,True
86,Le Mythe éorzéen : Menphina,193724,572,0,0,0,2253,2,0,3,True,True
87,Le Mythe éorzéen : Thaliak,193725,572,0,0,0,2254,2,0,3,True,True
88,Le Mythe éorzéen : Nymeia,193726,572,0,0,0,2255,2,0,3,True,True
89,Le Mythe éorzéen : Llymlaen,193727,572,0,0,0,2256,2,0,3,True,True
90,Le Mythe éorzéen : Oschon,193728,572,0,0,0,2257,2,0,3,True,True
91,Le Mythe éorzéen : Byregot,193729,572,0,0,0,2258,2,0,3,True,True
92,Le Mythe éorzéen : Rhalgr,193730,572,0,0,0,2259,2,0,3,True,True
93,Le Mythe éorzéen : Azeyma,193731,572,0,0,0,2260,2,0,3,True,True
94,Le Mythe éorzéen : Nald'thal,193732,572,0,0,0,2261,2,0,3,True,True
95,Le Mythe éorzéen : Nophica,193733,572,0,0,0,2262,2,0,3,True,True
96,Le Mythe éorzéen : Althyk,193734,572,0,0,0,2263,2,0,3,True,True
97,La Tarufacture de Tataru,193722,573,0,0,0,2242,1,0,3,True,True
98,Aventures imaginaires de Khloe,193720,570,0,0,0,2351,2,0,8,True,True
99,Touché-tourné,193721,571,0,0,0,2352,1,0,8,True,True
100,Blunderville 1,193735,575,0,0,0,3951,1,0,7,True,True
101,Blunderville 2,193736,576,0,0,0,3952,1,0,7,True,True
102,Blunderville 3,193737,577,0,0,0,3953,1,0,7,True,True
103,Yo-kai Watch,193738,607,0,0,0,3954,1,0,7,True,True
104,Quêtes des Kobolds,193954,694,0,0,0,2302,1,0,3,True,True
105,Quêtes des Sylphes,193952,695,0,0,0,2301,1,0,3,True,True
106,Quêtes des Amalj'aa,193951,696,0,0,0,2300,1,0,3,True,True
107,Quêtes des Sahuagins,193955,697,0,0,0,2303,1,0,3,True,True
108,Quêtes des Ixali,193953,698,0,0,0,2304,1,0,3,True,True
109,Tuliyollal 1,193662,701,0,0,0,1036,1,0,9,True,True
110,Tuliyollal 2,193663,702,0,0,0,1037,1,0,9,True,True
111,Solution Neuf 1,193664,699,0,0,0,1038,1,0,9,True,True
112,Solution Neuf 2,193665,700,0,0,0,1039,2,0,9,True,True
113,Quêtes des Pelupelu,193968,767,0,0,0,2317,1,0,3,True,True
114,Ishgard 1,193654,768,0,0,0,1020,2,0,9,True,True
115,Ishgard 2,193672,769,0,0,0,1021,1,0,9,True,True
116,Idyllée 1,193655,770,0,0,0,1022,2,0,9,True,True
117,Idyllée 2,193673,771,0,0,0,1023,1,0,9,True,True
118,Kugane 1,193656,772,0,0,0,1024,1,0,9,True,True
119,Kugane 2,193668,773,0,0,0,1025,2,0,9,True,True
120,L'Étendue de Rhalgr 1,193657,774,0,0,0,1026,1,0,9,True,True
121,L'Étendue de Rhalgr 2,193669,775,0,0,0,1027,2,0,9,True,True
122,Cristarium 1,193658,776,0,0,0,1028,2,0,9,True,True
123,Cristarium 2,193670,777,0,0,0,1029,1,0,9,True,True
124,Eulmore 1,193659,778,0,0,0,1030,1,0,9,True,True
125,Eulmore 2,193671,779,0,0,0,1031,1,0,9,True,True
126,Vieille Sharlayan 1,193660,780,0,0,0,1032,1,0,9,True,True
127,Vieille Sharlayan 2,193666,781,0,0,0,1033,2,0,9,True,True
128,Radz-at-Han 1,193661,782,0,0,0,1034,1,0,9,True,True
129,Radz-at-Han 2,193667,783,0,0,0,1035,1,0,9,True,True
130,Futures Rewritten,193739,872,0,0,0,2505,2,0,4,True,True
131,Quêtes des Mamool Ja,193969,873,0,0,0,2318,1,0,3,True,True
132,Palais des morts 1,193706,874,0,0,0,2354,1,0,4,True,True
133,Palais des morts 2,193707,875,0,0,0,2355,2,0,4,True,True
134,Pilier des Cieux 1,193708,876,0,0,0,2356,1,0,4,True,True
135,Pilier des Cieux 2,193709,877,0,0,0,2357,1,0,4,True,True
136,Île de Lunule,193740,879,0,0,0,2403,1,0,4,True,True
137,Exploration cosmique 1,193741,878,0,0,0,2343,1,0,8,True,True
138,Monster Hunter Wilds 1,193742,943,0,0,0,3955,1,0,7,True,True
139,Monster Hunter Wilds 2,193743,944,0,0,0,3956,2,0,7,True,True
140,Quêtes des Yok Huy,193970,938,0,0,0,2319,1,0,3,True,True
141,Sanctuaire des pèlerins 1,193744,941,0,0,0,2401,1,0,4,True,True
142,Sanctuaire des pèlerins 2,193745,942,0,0,0,2402,1,0,4,True,True
143,Exploration cosmique 2,193746,940,0,0,0,2344,1,0,8,True,True
144,Félicité insulaire 3,193747,939,0,0,0,2342,2,0,8,True,True
145,Exploration cosmique 3,193748,1020,0,0,0,2345,2,0,8,True,True
146,Style épuré 1,193016,1044,0,0,0,15,2,0,7,True,True
147,Style épuré 2,193017,1045,0,0,0,16,2,0,7,True,True
148,Style épuré 3,193018,1046,0,0,0,17,2,0,7,True,True
149,Style épuré 4,193019,1047,0,0,0,18,2,0,7,True,True
150,Style épuré 5,193020,1048,0,0,0,19,2,0,7,True,True
151,Style épuré 6,193021,1049,0,0,0,20,2,0,7,True,True
152,Style épuré 7,193022,1050,0,0,0,21,2,0,7,True,True
153,Style épuré 8,193023,1051,0,0,0,22,2,0,7,True,True
154,,0,0,0,0,0,0,0,0,0,False,False
155,,0,0,0,0,0,0,0,0,0,False,False
156,,0,0,0,0,0,0,0,0,0,False,False
157,,0,0,0,0,0,0,0,0,0,False,False
158,,0,0,0,0,0,0,0,0,0,False,False
159,,0,0,0,0,0,0,0,0,0,False,False
160,,0,0,0,0,0,0,0,0,0,False,False
161,,0,0,0,0,0,0,0,0,0,False,False
162,,0,0,0,0,0,0,0,0,0,False,False
163,,0,0,0,0,0,0,0,0,0,False,False
164,,0,0,0,0,0,0,0,0,0,False,False
165,,0,0,0,0,0,0,0,0,0,False,False
166,,0,0,0,0,0,0,0,0,0,False,False
167,,0,0,0,0,0,0,0,0,0,False,False
168,,0,0,0,0,0,0,0,0,0,False,False
169,,0,0,0,0,0,0,0,0,0,False,False
170,,0,0,0,0,0,0,0,0,0,False,False
