#,File,NextWeaponTimeline,Unknown0,Unknown1
100,weapon/samurai_action/katana_lbk_bm,-1,False,False
101,weapon/samurai_action/saya_lbk,-1,False,False
102,weapon/swim_normal_idle,-1,False,False
103,weapon/pc_contentsaction/fude,-1,False,False
104,weapon/event_base/event_base_eat_candy,-1,False,False
105,weapon/event_base/event_base_make_paper,-1,False,False
106,weapon/special/bnpc_parachute,-1,False,False
107,weapon/ws/bt_2bw_emp/ws_s14,1,False,False
108,weapon/ws/bt_2bw_emp/ws_s15,-1,False,False
109,weapon/ws/bt_2gn_emp/ws_s14,-1,False,False
110,weapon/ws/bt_2gn_emp/ws_s15,-1,False,False
111,weapon/ws/bt_2gn_emp/ws_s16,-1,False,False
112,weapon/ws/bt_2gn_emp/ws_s17,-1,False,False
113,weapon/music/instrument04_idle,-1,False,False
114,weapon/music/instrument04_play01_loop,-1,False,False
115,weapon/music/instrument04_play02_loop,-1,False,False
116,weapon/special/ytc_atk,-1,False,False
117,weapon/special/ytc_flightunit,-1,False,False
118,weapon/fishing/bakucho_landing,-1,False,False
119,weapon/active,1,False,True
120,weapon/deactive,2,False,False
121,weapon/special/change_i,-1,False,False
122,weapon/special/change_l,-1,False,False
123,weapon/special/change_d,-1,False,False
124,weapon/special/change_l_to_d,-1,False,False
125,weapon/special/change_m0119,-1,False,False
126,weapon/music/instrument05_idle,-1,False,False
127,weapon/music/instrument05_play01_loop,-1,False,False
128,weapon/music/instrument05_play02_loop,-1,False,False
129,weapon/music/instrument05_start,-1,False,False
130,weapon/emote_sp/sp39,-1,False,False
131,weapon/special/ytc_flightunit02,-1,False,False
132,weapon/samurai_action/katana_iai_super,-1,False,False
133,weapon/avatar_action/avatar_abl288,-1,False,False
134,weapon/avatar_action/avatar_abl289,-1,False,False
135,weapon/avatar_action/avatar_abl290,-1,False,False
136,weapon/avatar_action/avatar_abl291,-1,False,False
137,weapon/avatar_action/avatar_abl294,-1,False,False
138,weapon/avatar_action/avatar_abl288_side,-1,False,False
139,weapon/avatar_action/avatar_abl288_back,-1,False,False
140,weapon/avatar_action/avatar_lbk_3,-1,False,False
141,weapon/ws/bt_2gn_emp/ws_s19,-1,False,False
142,weapon/avatar_action/ws_s16,-1,False,False
143,weapon/ws/bt_2gn_emp/ws_s20,-1,False,False
144,weapon/battle_ded_start,3,False,False
145,weapon/avatar_action/avatar_pvp017,-1,False,False
146,weapon/ability/2gn_emp/pvp020,-1,False,False
147,weapon/active,1,True,False
148,weapon/event_base/event_base_fish_call,-1,False,False
149,weapon/event_base/event_base_draw_picture2,-1,False,False
150,,-1,False,False
151,weapon/2ff_action/2fa_1,-1,False,False
152,weapon/2ff_action/2fa_2lp,-1,False,False
153,weapon/2ff_action/2fb_1,-1,False,False
154,weapon/2ff_action/2fb_2lp,-1,False,False
155,weapon/2ff_action/2fc_1,-1,False,True
156,weapon/2ff_action/2fc_2lp,-1,False,True
157,weapon/2ff_action/2ff_3,1,True,False
158,weapon/2ff_action/2ff_3b,1,True,False
159,weapon/2ff_action/2ff_3c,1,True,False
160,weapon/2ff_action/2ff_3d,1,True,False
161,weapon/2ff_action/2ff_3e,1,True,False
162,weapon/2ff_action/2ff_3f,1,True,False
163,weapon/2ff_action/2ff_3g,1,True,False
164,weapon/2ff_action/2ff_3h,1,True,False
165,weapon/2ff_action/2ff_3i,1,True,False
166,weapon/2ff_action/2ff_3j,1,True,True
167,weapon/2ff_action/2ff_3k,1,True,False
168,weapon/2ff_action/2ff_3l,1,True,False
169,weapon/2ff_action/2ff_3m,1,True,False
170,weapon/2ff_action/2ff_abl271,1,True,False
171,weapon/2ff_action/2ff_abl272,1,True,False
172,weapon/2ff_action/2ff_abl273,1,True,False
173,weapon/2ff_action/2ff_abl274,1,True,False
174,weapon/2ff_action/2ff_abl275,1,True,False
175,weapon/2ff_action/2ff_abl276,1,True,False
176,weapon/2ff_action/2ff_abl277,1,True,False
177,weapon/2ff_action/2ff_abl278,1,True,False
178,weapon/2ff_action/2ff_abl279,1,True,False
179,weapon/2ff_action/2ff_abl280,1,True,False
180,weapon/2ff_action/2ff_abl281,1,True,False
181,weapon/2ff_action/2ff_abl282,1,True,False
182,weapon/2ff_action/2ff_abl283,1,True,False
183,weapon/2ff_action/2ff_abl284,1,True,False
184,weapon/2ff_action/2ff_abl285,1,True,False
185,weapon/2ff_action/2ff_abl286,1,True,False
186,weapon/2ff_action/2ff_abl287,1,True,False
187,weapon/2ff_action/2ff_lbk_start,-1,False,False
188,weapon/2ff_action/2ff_lbk_loop,-1,False,False
189,weapon/2ff_action/2ff_lbk_lv3,1,True,False
190,weapon/2ff_action/2ff_emote02,1,False,False
191,weapon/2ff_action/2ff_emote03,1,False,False
192,weapon/2ff_action/2ff_abl307,1,True,False
193,weapon/2ff_action/2ff_3i_a_t,1,True,False
194,weapon/2ff_action/2ff_3i_b_t,1,True,False
195,weapon/2ff_action/2ff_abl284_t,1,True,False
196,weapon/2ff_action/2ff_3e_t,1,True,False
197,weapon/2ff_action/2ff_guard,1,True,False
198,weapon/2ff_action/2ff_common,1,True,False
199,weapon/2ff_action/2ff_abl307_t,1,True,False
200,weapon/2ff_action/2fd_1,-1,False,False
201,weapon/2ff_action/2fd_2lp,-1,False,False
202,weapon/event_base/event_base_chair_read_eat,-1,False,False
203,weapon/pc_contentsaction/wing_fly_1,-1,False,False
204,weapon/pc_contentsaction/wing_fly_2lp,-1,False,False
205,weapon/pc_contentsaction/wing_fly_3,-1,False,False
206,weapon/event_base/event_base_01f_lp0,-1,False,False
207,weapon/bow_action/bow_loop,1,True,False
208,weapon/2ff_action/2ff_pvp010,1,True,False
209,weapon/2ff_action/2ff_pvp010_t,1,True,False
210,weapon/emote_sp/sp39_c0201,-1,False,False
211,weapon/emote_sp/sp39_c0301,-1,False,False
212,weapon/emote_sp/sp39_c0401,-1,False,False
213,weapon/emote_sp/sp39_c0501,-1,False,False
214,weapon/emote_sp/sp39_c0601,-1,False,False
215,weapon/emote_sp/sp39_c0701,-1,False,False
216,weapon/emote_sp/sp39_c0801,-1,False,False
217,weapon/emote_sp/sp39_c0901,-1,False,False
218,weapon/emote_sp/sp39_c1001,-1,False,False
219,weapon/emote_sp/sp39_c1101,-1,False,False
220,weapon/emote_sp/sp39_c1301,-1,False,False
221,weapon/emote_sp/sp39_c1401,-1,False,False
222,weapon/emote_sp/sp39_c1501,-1,False,False
223,weapon/emote_sp/sp39_c1701,-1,False,False
224,weapon/emote_sp/sp39_c1801,-1,False,False
225,weapon/2ff_action/2ff_pc_cnt001_1,-1,False,False
226,weapon/2ff_action/2ff_pc_cnt001_2lp,-1,False,False
227,weapon/2ff_action/2ff_pc_cnt002_1,-1,False,False
228,weapon/2ff_action/2ff_pc_cnt002_2lp,-1,False,False
229,weapon/2ff_action/2ff_pc_cnt003,1,True,False
230,weapon/2ff_action/2ff_pc_cnt003_t,1,True,False
231,weapon/fishing/strong_hooking,-1,False,False
232,weapon/fishing/precision_hooking,-1,False,False
233,weapon/pv/pv_cnt006,-1,False,False
234,weapon/2ff_action/2ff_soulget2,1,True,False
235,weapon/emote_sp/sp50,-1,False,False
236,weapon/emote_sp/sp43,-1,False,False
237,weapon/craft/action_godswork,-1,False,False
238,weapon/craft/action_godswork_sub,-1,False,False
239,weapon/ability/dgr_ninja/kaeru_abl359,1,False,False
240,weapon/pc_contentsaction/human_sp013,-1,False,False
241,weapon/ability/rod_aoz/aoz_abl373,1,False,False
242,weapon/brs_action/pt1_1,-1,False,False
243,weapon/brs_action/pt1_2lp,-1,False,False
244,weapon/brs_action/pct_3,1,True,False
245,weapon/brs_action/pct_3b,1,True,False
246,weapon/brs_action/pct_3c,1,True,False
247,weapon/brs_action/pt2_1,-1,False,False
248,weapon/brs_action/pt2_2lp,-1,False,False
249,weapon/brs_action/pct_3d,1,True,False
250,weapon/brs_action/pct_3e,1,True,False
251,weapon/brs_action/pct_3f,1,True,False
252,weapon/brs_action/pct_3g,1,True,False
253,weapon/brs_action/pct_3h,1,True,False
254,weapon/brs_action/pt3_1,-1,False,False
255,weapon/brs_action/pt3_2lp,-1,False,False
256,weapon/brs_action/pct_3i,1,True,False
257,weapon/brs_action/pct_abl318,1,True,False
258,weapon/brs_action/pct_abl322,1,True,False
259,weapon/brs_action/pct_abl323,1,True,False
260,weapon/brs_action/pct_abl324,1,True,False
261,weapon/brs_action/pct_abl325,1,True,False
262,weapon/brs_action/pct_3j,1,True,False
263,weapon/brs_action/pct_abl326,1,True,False
264,weapon/brs_action/pct_abl327,1,True,False
265,weapon/brs_action/pct_abl328,1,True,False
266,weapon/brs_action/pct_abl329,1,True,False
267,weapon/brs_action/pct_3k,1,True,False
268,weapon/brs_action/pct_abl330,1,True,False
269,weapon/brs_action/rpm_lbk_start,-1,False,False
270,weapon/brs_action/rpm_lbk_loop,-1,False,False
271,weapon/brs_action/rpm_lbk_lv3,1,True,False
272,weapon/brs_action/rpm_emote02,1,False,False
273,weapon/brs_action/rpm_emote03,1,False,False
274,weapon/emote_sp/sp54_c0101,-1,False,False
275,weapon/emote_sp/sp54_c0201,-1,False,False
276,weapon/emote_sp/sp54_c0301,-1,False,False
277,weapon/emote_sp/sp54_c0401,-1,False,False
278,weapon/emote_sp/sp54_c0501,-1,False,False
279,weapon/emote_sp/sp54_c0601,-1,False,False
280,weapon/emote_sp/sp54_c0701,-1,False,False
281,weapon/emote_sp/sp54_c0801,-1,False,False
282,weapon/emote_sp/sp54_c0901,-1,False,False
283,weapon/emote_sp/sp54_c1001,-1,False,False
284,weapon/emote_sp/sp54_c1101,-1,False,False
285,weapon/emote_sp/sp54_c1301,-1,False,False
286,weapon/emote_sp/sp54_c1401,-1,False,False
287,weapon/emote_sp/sp54_c1501,-1,False,False
288,weapon/emote_sp/sp54_c1601,-1,False,False
289,weapon/emote_sp/sp54_c1701,-1,False,False
290,weapon/emote_sp/sp54_c1801,-1,False,False
291,weapon/emote_sp/sp45_c0101,-1,False,False
292,weapon/emote_sp/sp45_c0201,-1,False,False
293,weapon/emote_sp/sp45_c0501,-1,False,False
294,weapon/emote_sp/sp45_c0601,-1,False,False
295,weapon/emote_sp/sp45_c0801,-1,False,False
296,weapon/emote_sp/sp45_c0901,-1,False,False
297,weapon/emote_sp/sp45_c1101,-1,False,False
298,weapon/pc_contentsaction/human_sp019,1,True,False
299,weapon/pc_contentsaction/human_sp021,1,True,False
300,weapon/special/cutscene_raisingflame,-1,False,False
301,weapon/event_base/event_base_fishing_stand_nomal,-1,False,False
302,weapon/event_base/event_base_fishing_stand_dynamic,-1,False,False
303,weapon/emote_sp/sp56,-1,False,False
304,weapon/ws/bt_2gn_emp/ws_s23,-1,False,False
305,weapon/ws/bt_2gn_emp/ws_s23_c0901,-1,False,False
306,weapon/ws/bt_2gn_emp/ws_s23_c1101,-1,False,False
307,weapon/emote_sp/sp39_c1601,-1,False,False
308,weapon/2ff_action/2ff_3n,1,True,False
309,weapon/2ff_action/2ff_abl383,1,True,False
310,weapon/2ff_action/2ff_abl384,1,True,False
311,weapon/2ff_action/2ff_abl383_t,1,True,False
312,weapon/event_base/event_base_fishing_stand_start,-1,False,False
313,weapon/event_base/event_base_fishing_stand_dy_no,-1,False,False
314,weapon/brs_action/pct_abl318_b,1,True,False
315,weapon/pc_contentsaction/human_sp031,1,True,False
316,weapon/ability/2sp_dragoon/abl353,1,True,False
317,weapon/ws/bt_brs_plt/ws_s01,1,True,False
318,weapon/ws/bt_brs_plt/ws_s02,1,True,False
319,weapon/ws/bt_brs_plt/ws_s03,1,True,False
320,weapon/brs_action/pct_abl318_c,1,True,False
321,weapon/brs_action/pct_abl318_d,1,True,False
322,weapon/fishing/reeling_lure,-1,False,False
323,weapon/brs_action/pct_abl318_c_t,1,True,False
324,weapon/brs_action/pct_abl318_d_t,1,True,False
325,weapon/brs_action/pct_pvp030,1,True,False
326,weapon/avatar_action/ws_s20,-1,False,False
327,weapon/ability/dgr_ninja/dgr_abl357,1,False,False
328,weapon/pc_contentsaction/pc_cnt036,-1,False,False
329,weapon/event_base/event_base_eat_ice_cream,-1,False,False
330,weapon/event_base/event_base_01f_lp0_rear_car,-1,False,False
331,weapon/event_base/event_base_id0_rear_car,-1,False,False
332,weapon/event_base/event_base_weaving2,-1,False,False
333,weapon/walk,-1,False,False
334,weapon/run,-1,False,False
335,weapon/jump_start,-1,False,False
336,weapon/jump_falling,-1,False,False
337,weapon/jump_landing,-1,False,False
338,weapon/sprint,-1,False,False
339,weapon/brs_action/pt4_1,-1,False,False
340,weapon/brs_action/pt4_2lp,-1,False,False
341,weapon/magic/mgc_sch_3f,-1,False,False
342,weapon/magic/mgc_sch_3g,-1,False,False
343,weapon/magic/mgc_sch_3h,-1,False,False
344,weapon/emote_sp/sp63_c0101,-1,False,False
345,weapon/special/change_m0920,-1,False,False
346,weapon/emote_sp/sp63_c0201,-1,False,False
347,weapon/emote_sp/sp63_c0501,-1,False,False
348,weapon/emote_sp/sp63_c0601,-1,False,False
349,weapon/emote_sp/sp63_c0801,-1,False,False
350,weapon/emote_sp/sp63_c0901,-1,False,False
351,weapon/emote_sp/sp63_c1101,-1,False,False
352,weapon/emote_sp/sp63_c1501,-1,False,False
353,weapon/emote_sp/sp63_c1601,-1,False,False
354,weapon/emote_sp/sp63_c1801,-1,False,False
355,weapon/special/koana_71qiccam,-1,False,False
356,weapon/emote_sp/sp69,-1,False,False
357,weapon/special/orbit_b_m0920,-1,False,False
358,weapon/special/orbit_d_m0920,-1,False,False
359,weapon/emote_sp/sp69_c0801,-1,False,False
360,weapon/emote_sp/sp69_c0901,-1,False,False
361,weapon/emote_sp/sp69_c1101,-1,False,False
362,weapon/pc_contentsaction/wks003,-1,False,False
363,weapon/pc_contentsaction/wks004,-1,False,False
364,weapon/emote_sp/sp65_2lp_c0101,-1,False,False
365,weapon/emote_sp/sp65_2lp_c0201,-1,False,False
366,weapon/emote_sp/sp65_2lp_c0401,-1,False,False
367,weapon/emote_sp/sp65_2lp_c0501,-1,False,False
368,weapon/emote_sp/sp65_2lp_c0601,-1,False,False
369,weapon/emote_sp/sp65_2lp_c0801,-1,False,False
370,weapon/emote_sp/sp65_2lp_c0901,-1,False,False
371,weapon/emote_sp/sp65_2lp_c1001,-1,False,False
372,weapon/emote_sp/sp65_2lp_c1101,-1,False,False
373,weapon/emote_sp/sp65_1_c0101,-1,False,False
374,weapon/emote_sp/sp65_1_c0201,-1,False,False
375,weapon/emote_sp/sp65_1_c0401,-1,False,False
376,weapon/emote_sp/sp65_1_c0501,-1,False,False
377,weapon/emote_sp/sp65_1_c0601,-1,False,False
378,weapon/emote_sp/sp65_1_c0801,-1,False,False
379,weapon/emote_sp/sp65_1_c0901,-1,False,False
380,weapon/emote_sp/sp65_1_c1001,-1,False,False
381,weapon/emote_sp/sp65_1_c1101,-1,False,False
382,weapon/special/orbit_e_m0920,-1,False,False
383,weapon/special/orbit_g_m0920,-1,False,False
384,weapon/special/orbit_h_m0920,-1,False,False
385,weapon/special/orbit_i_m0920,-1,False,False
386,weapon/pc_contentsaction/mkd001,-1,False,False
387,weapon/pc_contentsaction/mkd002,-1,False,False
388,weapon/emote_sp/sp19_c0101,-1,False,False
389,weapon/emote_sp/sp19_c0801,-1,False,False
390,weapon/emote_sp/sp19_c0901,-1,False,False
391,weapon/emote_sp/sp19_c1101,-1,False,False
392,weapon/pc_contentsaction/mkd003,-1,False,False
393,weapon/pc_contentsaction/mkd004,-1,False,False
394,weapon/pc_contentsaction/mkd005,-1,False,False
395,weapon/event_base/event_base_ether_vacuum1,-1,False,False
396,weapon/event_base/event_base_drill_machine1,-1,False,False
397,weapon/emote_sp/sp72,-1,False,False
398,weapon/emote_sp/sp77,-1,False,False
399,weapon/cut/2bw_kingmi10860_1,-1,False,True
400,weapon/cut/2bw_kingmi10860_2,-1,False,True
401,weapon/cut/2bw_kingmi10860_3,-1,False,True
402,,0,False,False
403,,0,False,False
404,weapon/pc_contentsaction/human_sp047,-1,False,False
405,weapon/pc_contentsaction/wks024,-1,False,False
406,weapon/event/event_rammer_machine,-1,False,False
407,,0,False,False
408,,0,False,False
409,,0,False,False
410,,-1,False,False
411,,-1,False,False
412,,-1,False,False
413,,-1,False,False
414,,-1,False,False
415,,-1,False,False
416,,-1,False,False
417,,-1,False,False
418,,-1,False,False
419,,-1,False,False
420,,-1,False,False
421,,-1,False,False
422,,-1,False,False
423,,-1,False,False
424,,-1,False,False
425,,-1,False,False
426,,-1,False,False
427,,-1,False,False
428,,-1,False,False
429,,-1,False,False
430,,-1,False,False
431,,-1,False,False
432,,-1,False,False
433,,-1,False,False
434,,-1,False,False
435,,-1,False,False
436,,-1,False,False
437,,-1,False,False
438,,-1,False,False
439,,-1,False,False
440,,-1,False,False
441,,-1,False,False
442,,-1,False,False
443,,-1,False,False
444,,-1,False,False
445,,-1,False,False
446,,-1,False,False
447,,-1,False,False
448,,-1,False,False
449,,-1,False,False
450,,-1,False,False
451,,-1,False,False
452,,-1,False,False
453,,-1,False,False
454,,-1,False,False
455,,-1,False,False
456,,-1,False,False
457,,-1,False,False
458,,-1,False,False
459,,-1,False,False
460,,-1,False,False
461,,-1,False,False
462,,-1,False,False
463,,-1,False,False
464,,-1,False,False
465,,-1,False,False
466,,-1,False,False
467,,-1,False,False
468,,-1,False,False
469,,-1,False,False
470,,-1,False,False
471,,-1,False,False
472,,-1,False,False
473,,-1,False,False
474,,-1,False,False
475,,-1,False,False
476,,-1,False,False
477,,-1,False,False
478,,-1,False,False
479,,-1,False,False
480,,-1,False,False
481,,-1,False,False
482,,-1,False,False
483,,-1,False,False
484,,-1,False,False
485,,-1,False,False
486,,-1,False,False
487,,-1,False,False
488,,-1,False,False
489,,-1,False,False
490,,-1,False,False
491,,-1,False,False
492,,-1,False,False
493,,-1,False,False
494,,-1,False,False
495,,-1,False,False
496,,-1,False,False
497,,-1,False,False
498,,-1,False,False
499,,-1,False,False
500,,-1,False,False
