#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5
63,Égorgeur des tempêtes,Égorgeur du serpent,Égorgeur des sables,Égorgeuse des tempêtes,Égorgeuse du serpent,Égorgeuse des sables
64,Égorgeur des tempêtes,Égorgeur du serpent,Égorgeur des sables,Égorgeuse des tempêtes,Égorgeuse du serpent,Égorgeuse des sables
65,Égorgeur des tempêtes,Égorgeur du serpent,Égorgeur des sables,Égorgeuse des tempêtes,Égorgeuse du serpent,Égorgeuse des sables
66,Égorgeur des tempêtes,Égorgeur du serpent,Égorgeur des sables,Égorgeuse des tempêtes,Égorgeuse du serpent,Égorgeuse des sables
67,Égorgeur des tempêtes,Égorgeur du serpent,Égorgeur des sables,Égorgeuse des tempêtes,Égorgeuse du serpent,Égorgeuse des sables
68,Égorgeur des tempêtes,Égorgeur du serpent,Égorgeur des sables,Égorgeuse des tempêtes,Égorgeuse du serpent,Égorgeuse des sables
69,Égorgeur des tempêtes,Égorgeur du serpent,Égorgeur des sables,Égorgeuse des tempêtes,Égorgeuse du serpent,Égorgeuse des sables
70,Loup des tempêtes,Loup du serpent,Loup des sables,Louve des tempêtes,Louve du serpent,Louve des sables
71,Loup des tempêtes,Loup du serpent,Loup des sables,Louve des tempêtes,Louve du serpent,Louve des sables
72,Loup des tempêtes,Loup du serpent,Loup des sables,Louve des tempêtes,Louve du serpent,Louve des sables
73,Loup des tempêtes,Loup du serpent,Loup des sables,Louve des tempêtes,Louve du serpent,Louve des sables
74,Loup des tempêtes,Loup du serpent,Loup des sables,Louve des tempêtes,Louve du serpent,Louve des sables
75,Loup des tempêtes,Loup du serpent,Loup des sables,Louve des tempêtes,Louve du serpent,Louve des sables
76,Loup des tempêtes,Loup du serpent,Loup des sables,Louve des tempêtes,Louve du serpent,Louve des sables
77,Loup des tempêtes,Loup du serpent,Loup des sables,Louve des tempêtes,Louve du serpent,Louve des sables
78,Loup des tempêtes,Loup du serpent,Loup des sables,Louve des tempêtes,Louve du serpent,Louve des sables
79,Loup des tempêtes,Loup du serpent,Loup des sables,Louve des tempêtes,Louve du serpent,Louve des sables
80,Chef de meute des tempêtes,Chef de meute du serpent,Chef de meute des sables,Chef de meute des tempêtes,Chef de meute du serpent,Chef de meute des sables
81,Chef de meute des tempêtes,Chef de meute du serpent,Chef de meute des sables,Chef de meute des tempêtes,Chef de meute du serpent,Chef de meute des sables
82,Chef de meute des tempêtes,Chef de meute du serpent,Chef de meute des sables,Chef de meute des tempêtes,Chef de meute du serpent,Chef de meute des sables
83,Chef de meute des tempêtes,Chef de meute du serpent,Chef de meute des sables,Chef de meute des tempêtes,Chef de meute du serpent,Chef de meute des sables
84,Chef de meute des tempêtes,Chef de meute du serpent,Chef de meute des sables,Chef de meute des tempêtes,Chef de meute du serpent,Chef de meute des sables
85,Chef de meute des tempêtes,Chef de meute du serpent,Chef de meute des sables,Chef de meute des tempêtes,Chef de meute du serpent,Chef de meute des sables
86,Chef de meute des tempêtes,Chef de meute du serpent,Chef de meute des sables,Chef de meute des tempêtes,Chef de meute du serpent,Chef de meute des sables
87,Chef de meute des tempêtes,Chef de meute du serpent,Chef de meute des sables,Chef de meute des tempêtes,Chef de meute du serpent,Chef de meute des sables
88,Chef de meute des tempêtes,Chef de meute du serpent,Chef de meute des sables,Chef de meute des tempêtes,Chef de meute du serpent,Chef de meute des sables
89,Chef de meute des tempêtes,Chef de meute du serpent,Chef de meute des sables,Chef de meute des tempêtes,Chef de meute du serpent,Chef de meute des sables
90,Protecteur des mers,Protecteur de la forêt,Protecteur du désert,Protectrice des mers,Protectrice de la forêt,Protectrice du désert
91,Protecteur des mers,Protecteur de la forêt,Protecteur du désert,Protectrice des mers,Protectrice de la forêt,Protectrice du désert
92,Protecteur des mers,Protecteur de la forêt,Protecteur du désert,Protectrice des mers,Protectrice de la forêt,Protectrice du désert
93,Protecteur des mers,Protecteur de la forêt,Protecteur du désert,Protectrice des mers,Protectrice de la forêt,Protectrice du désert
94,Protecteur des mers,Protecteur de la forêt,Protecteur du désert,Protectrice des mers,Protectrice de la forêt,Protectrice du désert
95,Protecteur des mers,Protecteur de la forêt,Protecteur du désert,Protectrice des mers,Protectrice de la forêt,Protectrice du désert
96,Protecteur des mers,Protecteur de la forêt,Protecteur du désert,Protectrice des mers,Protectrice de la forêt,Protectrice du désert
97,Protecteur des mers,Protecteur de la forêt,Protecteur du désert,Protectrice des mers,Protectrice de la forêt,Protectrice du désert
98,Protecteur des mers,Protecteur de la forêt,Protecteur du désert,Protectrice des mers,Protectrice de la forêt,Protectrice du désert
99,Protecteur des mers,Protecteur de la forêt,Protecteur du désert,Protectrice des mers,Protectrice de la forêt,Protectrice du désert
100,Protecteur des mers,Protecteur de la forêt,Protecteur du désert,Protectrice des mers,Protectrice de la forêt,Protectrice du désert
