#,Unknown0,Unknown1,Unknown2
1201,,Vous ferez une rencontre unique qui se révélera fructueuse.,True
1202,,Vous aurez intérêt à prendre les devants pour réunir vos camarades.,True
1203,,"Pour remercier ceux qui vous ont aidée, aidez-les à votre tour.",True
1204,,Les meilleures relations ne partent pas toujours du bon pied.,True
1205,,Une rhapsodie amoureuse est sur le point de naître. Renouez avec vos vieux rêves.,True
1206,,Une coopération par­fai­te­ment synchronisée pavera la voie vers les étoiles.,True
1300,Fortune :,Votre audace sera récompensée au Gold Saucer.,True
1301,,Prenez la mer et vous ferez bonne pêche.,True
1302,,Investissez et faites construire la maison dont vous avez toujours rêvé.,True
1303,,Remplacez vos possessions de longue date par des nouvelles.,True
1304,,Saisissez la bonne occasion de commercer pour rencontrer le succès.,True
1305,,Suivez la lune et les étoiles pour trouver la fortune.,True
1306,,Rendez visite à vos clients habituels pour un profit assuré.,True
1400,Combats :,C'est le moment idéal pour s'entraîner assidûment.,True
1401,,Redoublez d'efforts et vous en récolterez les fruits.,True
1402,,"Si vous jouez au mahjong, les tuiles seront de votre côté.",True
1403,,Parcourez les contrées à la poursuite de cibles renommées.,True
1404,,Redoublez d'efforts et vous en récolterez les fruits.,True
1405,,,False
1406,,,False
1500,Destinée :,Soyez raisonnable telle Nymeia et le destin vous sera favorable.,True
1501,,Soyez intrépide tel Rhalgr et aucun adversaire ne vous résistera.,True
1502,,Soyez inventive tel Byregot pour per­fec­tion­ner votre artisanat.,True
1503,,Soyez clairvoyante tel Nald'thal et vos affaires fleuriront.,True
1504,,Soyez tolérante telle Nophica et vous créerez de nouveaux liens.,True
2100,Aventures :,Restez fidèle à vos convictions pour trouver la voie.,True
2101,,"Face au mystère, appelez à l'aide le gentilhomme détective.",True
2102,,Intéressez-vous à l'histoire des contrées traversées pour y faire des découvertes.,True
2103,,Prenez la pose en groupe pour garder des souvenirs de vos voyages.,True
2104,,Faites confiance à la providence pour vous aider à progresser.,True
2105,,Goûtez au repos de l'esprit sur une île solitaire.,True
2106,,Pèlerinez en un lieu intimement lié au nombre douze.,True
2200,Relations :,Sachez vous montrer re­con­nais­sante pour entretenir de bonnes relations.,True
2201,,"Prenez soin de vos amis, ils sont ce que vous avez de plus précieux.",True
2202,,N'ayez pas peur d'échanger avec des aventuriers de contrées lointaines.,True
2203,,Exprimez-vous aussi avec des gestes pour être comprise.,True
2204,,N'attendez pas qu'on vienne vous chercher pour former votre groupe.,True
2205,,Partagez sans retenue. Vos vertus seront récompensées.,True
2206,,"Vous vous ferez un ami sur le champ de bataille. Combattez dans l'arène, et visez toujours plus haut.",True
2300,Fortune :,De petites économies naîtra un grand profit.,True
2301,,"Si vous en avez envie, c'est le moment idéal pour déménager.",True
2302,,Partez récolter et la nature vous récompensera.,True
2303,,Vous vous enrichirez par l'intermédiaire d'un ami.,True
2304,,"Sous les mers ou dans les cieux, lancez une expédition d'exploration.",True
2305,,Festoyez dans l'arène pour couvrir de gloire votre nom.,True
2306,,La précision sera la clef pour accumuler les ressources.,True
2400,Combats :,Préparez de quoi manger et vous soigner pour gagner.,True
2401,,"Si vous gagnez dans la douleur, pensez à mieux vous préparer.",True
2402,,"Si vous vous reposez sur vos lauriers, la victoire pourrait vous échapper.",True
2403,,"Sans coordination, la puissance n'est rien.",True
2404,,"Sans coordination, la puissance n'est rien.",True
2405,,,False
2406,,,False
2500,Destinée :,Croyez en vos convictions tel Althyk pour ne jamais hésiter.,True
2501,,Soyez érudite tel Thaliak pour surmonter les épreuves.,True
2502,,Persévérez telle Halone pour ne pas plier le genou.,True
2503,,Soyez observatrice telle Menphina pour appréhender la situation.,True
2504,,Enhardissez-vous telle Azeyma pour mener vos compagnons.,True
3100,Aventures :,Décidez de votre destination avant de vous mettre en route.,True
3101,,Faites en sorte d'exaucer les vœux des tribus alliées.,True
3102,,Sortez des sentiers battus pour trouver votre bonheur.,True
3103,,Préférez les voyages entre amis pour éviter les ennuis.,True
3104,,Retournez dans votre première cité pour trouver la prospérité.,True
3105,,Prouvez votre valeur au rendez-vous des redoutables combattants.,True
3106,,Raffinez vos armes et convoitez davantage de puissance.,True
3200,Relations :,Pensez à donner des nouvelles à ceux qui comptent pour vous.,True
3201,,Il vous sera bénéfique de raviver une relation oubliée.,True
3202,,"D'un retard naîtra une rencontre, sachez garder patience.",True
3203,,Votre générosité sera récompensée par une amitié.,True
3204,,Chérissez plus que jamais ceux qui vous entourent.,True
3205,,"Parfois, la solitude a du bon. Tout dépend de votre état d'esprit.",True
3206,,De bonnes lunettes vous permettront de lire le cœur des autres.,True
3300,Fortune :,"Plus vous attendrez pour vendre, plus vous serez perdante.",True
3301,,C'est le moment ou jamais de faire un peu de rangement.,True
3302,,N'ayez pas peur d'échouer pour rencontrer le succès.,True
3303,,Vous gaspillerez mais obtiendrez ce que vous désirez.,True
3304,,L'in­ter­ven­tion d'un camarade vous sera bénéfique.,True
3305,,Visitez une terre étroite pour trouver la fortune.,True
3306,,Votre assiduité aux événements saisonniers sera récompensée.,True
3400,Combats :,"Plus vous perdrez, plus forte vous deviendrez.",True
3401,,Attendez que tout soit terminé avant de vous relâcher.,True
3402,,Gardez votre con­cen­tra­tion pour mieux vous entraîner.,True
3403,,Entraînez-vous sans relâche avec vos camarades.,True
3404,,Entraînez-vous sans relâche avec vos camarades.,True
3405,,,False
3406,,,False
3500,Destinée :,Faites face telle Llymlaen pour surmonter les épreuves.,True
3501,,Soyez insouciante tel Oschon pour faire fi des échecs.,True
3502,,Prenez de la hauteur telle Nymeia pour éviter d'être malmenée.,True
3503,,Soyez inflexible tel Rhalgr pour relever les défis.,True
3504,,Soyez habile tel Byregot pour réparer ce qui est brisé.,True
4100,Aventures :,Ne voyagez que si vous êtes suf­fi­sam­ment préparée.,True
4101,,Prenez soin de vous avant d'entreprendre un long voyage.,True
4102,,Attendez-vous à voir un homme-poisson se dresser sur votre route.,True
4103,,Soyez vous-même et tout se passera sans encombre.,True
4104,,"Dans le malheur, agissez pour le bien de ceux qui vous entourent.",True
4105,,Allez là où se regroupent les lapins.,True
4106,,Changez-vous les idées en laissant votre esprit voguer à l'infini.,True
4200,Relations :,"Vous trouverez du bon dans une ancienne relation, mais restez méfiante.",True
4201,,Une affection dont vous serez l'objet vous fera hésiter.,True
4202,,Ne prêtez pas attention aux rumeurs et faites confiance à vos amis.,True
4203,,"En cas de désaccord, n'oubliez pas d'avoir de l'empathie.",True
4204,,"En cas d'incompréhension, restez sincère jusqu'au bout.",True
4205,,"Vous vous épuiserez à regarder dans toutes les directions. Prenez une décision, et tenez-vous-y.",True
4206,,Dépassez les barrières physiques pour faire de nouvelles rencontres.,True
4300,Fortune :,Gardez la tête froide pour évaluer le marché avec justesse.,True
4301,,"Vous serez malheureuse à la loterie, restez patiente.",True
4302,,Vous trouverez une utilité aux invendus que vous avez sur les bras.,True
4303,,Donnez une nouvelle allure à votre servant pour relancer vos affaires.,True
4304,,Choisissez mé­ti­cu­leu­se­ment votre moment pour faire bonne pêche.,True
4305,,Agissez pour que vos réserves arrêtent de déborder.,True
4306,,Votre goût pour le chic vous mènera à la faillite.,True
4400,Combats :,Soyez généreuse envers vos compagnons d'armes.,True
4401,,Soyez préparée car la crainte vous mènera à l'échec.,True
4402,,"Gardez patience, la victoire prendra le temps qu'il faudra.",True
4403,,Persévérez pour être justement récompensée de vos succès.,True
4404,,Persévérez pour être justement récompensée de vos succès.,True
4405,,,False
4406,,,False
4500,Destinée :,"Le malheur vous frappera telle la foudre de Rhalgr, soyez prête.",True
4501,,Même un mur aussi monumental que le bouclier de Halone n'est pas infranchissable.,True
4502,,Préparez-vous avant d'affronter un ennemi aussi féroce que le chien de garde de Menphina.,True
4503,,Saisissez l'opportunité pour surmonter une épreuve aussi colossale que les vagues de Llymlaen.,True
4504,,Vous apprendrez d'une épreuve aussi complexe qu'un parchemin de Thaliak.,True
5100,Aventures :,Armez-vous de patience pour bénéficier d'un ciel clément.,True
5101,,"Si vous relâchez votre attention, vous raterez l'occasion de fêter la saison.",True
5102,,Ne perdez pas patience lorsque vous devrez attendre votre tour.,True
5103,,Révisez votre conduite sous peine de finir emprisonnée.,True
5104,,Méfiez-vous des étoiles filantes ou vous irez à votre perte.,True
5105,,Croyez en votre fortune tandis que vous foulez une terre sombre.,True
5106,,Repensez à vos débuts et au chemin parcouru.,True
5200,Relations :,Choisissez bien vos mots lorsque vous retrouverez une vieille con­nais­san­ce.,True
5201,,Gare aux rêves trop beaux pour se réaliser.,True
5202,,Gare à la chute si vous vous engagez plus que de raison.,True
5203,,Gare aux paroles malheureuses que vous ne pourrez que regretter.,True
5204,,Soyez honnête et sincère au risque de tout voir s'écrouler.,True
5205,,Vous pouvez éviter une séparation si vous prenez le temps de discuter.,True
5206,,La vanité ne fera que ternir la confiance que vous portent les autres. Restez vous-même.,True
5300,Fortune :,"Plus vous serez gourmande, moins vous serez gagnante.",True
5301,,"Pour franchir un portail magique, fiez-vous plutôt à la carte d'un camarade. ",True
5302,,Allez au Gold Saucer pour vous amuser plutôt que par avidité.,True
5303,,Purifiez-vous avant de manipuler vos matérias les plus précieuses.,True
5304,,Oubliez la chasse aux mémoquartz et rentrez plus tôt que d'ordinaire.,True
5305,,Rentrez chez vous avant de perdre vos possessions.,True
5306,,Redoublez d'efforts pour couvrir votre frénésie dépensière.,True
5400,Combats :,Perfectionnez votre plan de bataille au lieu de foncer tête baissée vers la défaite.,True
5401,,Ne vous éparpillez pas et concentrez-vous sur votre objectif pour réussir.,True
5402,,"Vous allez échouer à de multiples reprises, revoyez votre plan d'attaque.",True
5403,,"La victoire va vous échapper, vous et vos compagnons devrez vous réconforter.",True
5404,,Perfectionnez votre plan de bataille au lieu de foncer tête baissée vers la défaite.,True
5405,,,False
5406,,,False
5500,Destinée :,"Si vous poursuivez un amour interdit tel celui de Nymeia, vous courrez à votre perte.",True
5501,,"Si vous restez ambiguë tel Nald'thal, personne ne vous accordera sa confiance.",True
5502,,"Si vous vous abandonnez à la colère telle Nophica, vos combats s'éterniseront.",True
5503,,"Si vous ne dissipez pas le chaos tel Althyk, la situation ne fera qu'empirer.",True
5504,,Enflammez-vous sans retenue telle Azeyma et vous finirez par brûler ceux qui vous entourent.,True
