#,Stats,Description,Icon,RequiredForQuest,PreviousQuest,Location,Number,LocationKey,TargetsEnemy,TargetsSelfOrAlly,CauseSlow,CausePetrify,CauseParalysis,CauseInterrupt,CauseBlind,CauseStun,CauseSleep,CauseBind,CauseHeavy,CauseDeath
12,"**Type : **Magique
**Élément : **Aucun
**Rang : **★
","Attaque mentale prin­ci­pa­le­ment utilisée par les flagelleurs d'âmes.
Les victimes de ce sort ressentent la même douleur que si elles étaient tailladées, réduisant leur endurance et entraînant parfois même la paralysie. Fait partie de l'arsenal immobilisant de Fracasseur.",72212,68731,68730,2,41,4,True,False,False,False,True,False,False,False,False,False,False,False
13,"**Type : **Magique
**Élément : **Aucun
**Rang : **★
","Sort utilisé par les chigoes et les chauves-souris.
Le lanceur absorbe l'éther contenu dans le sang de sa cible, lui permettant ainsi de régénérer sa propre énergie éthérée. Les zoologistes y voient là une adaptation de ces espèces hématophages.",72213,68730,68729,31,17,1,True,True,False,False,False,False,False,False,False,False,False,False
14,"**Type : **Magique
**Élément : **Feu
**Rang : **★★
","Sort reproduisant l'effet d'un lancer de bombe gobelin.
Les Gobelins renforcent la puissance de leurs engins explosifs en insufflant de l'éther à la poudre. Cette composante magique permet aux mages bleus de copier cette technique et de la reproduire sans l'aide de bombes.",72214,0,0,30,19,1,True,False,False,False,False,False,False,True,False,False,False,False
15,"**Type : **Physique / Perforant
**Élément : **Aucun
**Rang : **★★★★
","Sort spécial des pampas.
Con­trai­re­ment aux pampas qui projettent leurs épines, les mages bleus matérialisent et lancent de multiples aiguilles constituées d'éther. La méthode diffère légèrement, mais la douleur de ces piqûres reste la même.",72215,68733,68732,45,36,1,True,False,False,False,False,False,False,False,False,False,False,False
16,"**Type : **Physique / Perforant
**Élément : **Aucun
**Rang : **★★
","Sort reproduisant une méthode offensive des armes magitek.
Le lanceur forme deux concentrés d'éther et les fait tourbillonner avant de les lancer droit sur sa cible. Cette technique provenant des foreuses magitek, elle est par­ti­cu­liè­rement efficace contre les cibles pétrifiées.",72216,0,0,46,5,1,True,False,False,False,False,False,False,False,False,False,False,False
17,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★
","Sort utilisé par les êtres surnaturels comme les dahakas.
Permet d'utiliser ses propres globes oculaires comme des cercles incantatoires pour concentrer sa magie. Cette énergie est ensuite libérée en un regard menaçant qui attire l'inimitié des ennemis proches.",72217,0,0,14,27,4,True,False,False,False,False,False,False,False,False,False,False,False
18,"**Type : **Physique / Tranchant
**Élément : **Aucun
**Rang : **★★★★
","Sort utilisé par les tomberrys.
Permet de concentrer magiquement le sentiment de rancune et d'augmenter la qualité tranchante d'une arme blanche. Les cibles immobilisées sont terrifiées par cette attaque foudroyante.",72218,0,0,10,15,4,True,False,False,False,False,False,False,False,False,False,False,False
19,"**Type : **Magique
**Élément : **Aucun
**Rang : **★
","Sort de déplacement.
Projette l'énergie magique du lanceur autour de lui pour générer un flux éthéré ru­di­men­taire. La distance pouvant être parcourue est très limitée, mais ce sort peut servir pour les situations d'urgence.",72219,0,0,46,7,1,False,False,False,False,False,False,False,False,False,False,False,False
20,"**Type : **Magique
**Élément : **Feu
**Rang : **★★★★
","Sort projetant un cône de feu vers l'avant.
À l'instar du Feu occultiste, son principe est de concentrer de l'éther de feu avant de l'embraser. Il existe aussi des armes permettant de projeter des liquides hautement inflammables qui produisent un effet similaire.",72220,0,0,20,2,4,True,False,False,False,False,False,False,False,False,False,False,False
21,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★★
","Sort fétiche des Qiqirns.
Développé pour se protéger contre les puissants carnassiers, il permet de concentrer de l'énergie dans la paume de la main pour la projeter violemment et stupéfier la cible.",72221,68732,68731,32,23,1,True,False,False,False,False,False,False,True,False,False,False,False
22,"**Type : **Magique
**Élément : **Foudre
**Rang : **★★★★
","Rayonnement utilisé par les cyclopes.
Ressemble à Regard intense dans le principe, les deux utilisant le globe oculaire comme cercle magique pour lancer un sort. Cette version étant plus concentrée, elle peut permettre de paralyser la cible comme un coup de tonnerre.",72222,68734,68733,5,10,4,True,False,False,False,True,False,False,False,False,False,False,False
23,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★★★
","Sort s'inspirant d'une arme guidée.
L'éther crée un missile factice qui provoque un choc en touchant la cible. Plus celle-ci est coriace, plus l'impact est fort et plus les dégâts infligés sont importants.",72223,0,0,85,35,4,True,False,False,False,False,False,False,False,False,False,False,True
24,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★★
","Sort de guérison primitif.
Charge le vent d'un éther pur pour le répandre aux alentours. Il permet de soigner des compagnons proches en plus de soi-même, mais exige pour cela d'utiliser une grande quantité d'énergie magique.",72224,0,0,0,13,2,False,True,False,False,False,False,False,False,False,False,False,False
25,"**Type : **Physique / Perforant
**Élément : **Aucun
**Rang : **★★
","Technique de piqûre ultime des frelons.
Le lanceur convertit toute son énergie vitale en magie pour produire un puissant venin qui sera injecté dans le corps de la cible. À utiliser lorsque l'on est prêt à se sacrifier.",72225,0,0,30,8,1,True,False,False,False,False,False,False,False,False,False,False,False
26,"**Type : **Magique
**Élément : **Feu
**Rang : **★
","Sort emblématique des bombos.
Le lanceur convertit toute son essence vitale en éther de feu, et provoque une énorme explosion dont il ne ressortira pas indemne. La déflagration est encore plus puissante si son corps est recouvert d'huile.",72226,0,0,42,21,1,True,False,False,False,False,False,False,False,False,False,False,False
27,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★
","Sort utilisé par des spectres du nouveau continent.
Le lanceur transfère toute son énergie vitale à sa cible pour la soigner com­plè­te­ment, au prix de sa propre vie. À utiliser dans des situations désespérées, ou pour prouver son altruisme sans limites.",72227,0,0,0,22,2,False,True,False,False,False,False,False,False,False,False,False,False
28,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★★
","Sort utilisé par les crapauds géants.
Le lanceur s'enduit le corps d'une huile au fort pouvoir lubrifiant, devenant aussi glissant et difficile à toucher qu'un crapaud ; une pratique qui, si elle est peu ragoûtante aux yeux de certains, a aussi ses irréductibles amateurs.",72228,0,0,42,32,1,False,True,False,False,False,False,False,False,False,False,False,False
29,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★
","Sort utilisé par les géants du nouveau continent.
Une forme de magie primitive qui corrode l'esprit de l'ennemi et met à mal ses défenses naturelles. Ainsi affaibli, il peut alors être rossé sans ménagement.",72229,0,0,0,20,2,True,False,False,False,False,False,False,False,False,False,False,False
30,"**Type : **Physique / Contondant
**Élément : **Aucun
**Rang : **★★★★
","Sort spécial des crapauds géants.
Reproduit la capacité des crapauds géants à attraper des proies lointaines à l'aide de leur langue visqueuse. En l'occurrence, la “langue” est une projection d'énergie éthérée, tout aussi collante que son modèle.",72230,0,0,42,31,1,True,False,False,False,False,False,False,True,False,False,False,False
31,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★★★
","Sort utilisé par le Karlabos.
Concentre l'énergie éthérée dans l'arme du lanceur (la queue dans le cas du Karlabos) puis la relâche en un tourbillon qui sape presque entièrement la vie de l'ennemi. Très hasardeux à exécuter, ce sort fait rarement mouche.",72231,0,0,28,40,4,True,False,False,False,False,False,False,False,False,False,False,True
32,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★
","Malédiction utilisée par les ahrimans.
Corrompt l'âme de l'ennemi et provoque l'arrêt immédiat de ses fonctions vitales. Son fonc­tion­ne­ment obéit à une logique nébuleuse, qui fait que seules certaines cibles sont affectées. D'aucuns soutiennent que “tout est mathématique”...",72232,0,0,6,14,4,True,False,False,True,False,False,False,False,False,False,False,False
33,"**Type : **Magique
**Élément : **Aucun
**Rang : **★
","Sort utilisé par une créature du néant du nouveau continent.
Invoquée par une peuplade vouant un culte à la lune, la créature jouait de la flûte pour exalter la passion de ses fidèles et mieux les contrôler. Ce sort possède un effet analogue, le côté insidieux en moins.",72233,0,0,0,39,2,False,True,False,False,False,False,False,False,False,False,False,False
34,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★★★
","Sort utilisé par une créature du néant du nouveau continent.
Forme de malédiction très puissante, ce sort accable l'ennemi d'une peine de mort à effet rapide. Ses chances de toucher sont faibles, le souffle vital d'un être ne pouvant être ôté si facilement.",72234,0,0,0,42,2,True,False,False,False,False,False,False,False,False,False,False,True
35,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★★★
","Sort utilisé par une créature marine du nouveau continent.
Le lanceur dresse une barrière magique autour de lui en sacrifiant une partie de son énergie éthérée offensive. La créature capable d'en faire autant est reconnaissable à la fine membrane qui recouvre son corps.",72235,0,0,0,30,2,False,True,False,False,False,False,False,False,False,False,False,False
36,"**Type : **Magique
**Élément : **Glace
**Rang : **★
","Sort utilisé par certaines créatures du néant.
Le lanceur projette sur lui-même une forme de malédiction, qui convertit la haine véhiculée par les attaques ennemies en éther de glace, et y réplique par des pointes acérées.",72236,0,0,54,16,1,False,True,True,False,False,False,False,False,False,False,False,False
37,"**Type : **Magique
**Élément : **Glace
**Rang : **★★
","Sort utilisé par les chimères.
Les chimères sont un amalgame de divers animaux, notamment des béliers des contrées nordiques dont elles ont hérité ce sort de glace. Ce qui est à l'origine un moyen de protection contre le blizzard devient chez elles une arme mortelle.",72237,0,0,12,33,4,True,False,False,True,False,False,False,False,False,False,False,False
38,"**Type : **Magique
**Élément : **Foudre
**Rang : **★★
","Sort utilisé par les chimères.
Déchaîne la foudre tout autour du lanceur. Les chimères sont issues de l'hybridation de diverses créatures dont des dragons, et peuvent de ce fait manier l'électricité aussi bien que ces derniers.",72238,0,0,12,34,4,True,False,False,False,True,False,False,False,False,False,False,False
39,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★
","Sort spécial des salamandres.
Le lanceur tire parti du phénomène de luminescence qui accompagne toute émission brusque et importante d'énergie éthérée, afin de provoquer chez l'ennemi une hypersensibilité à la magie.",72239,0,0,67,43,1,True,False,False,False,False,False,False,False,False,False,False,False
40,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★★
","Sort utilisé par les Kraken.
Version évoluée de Tir d'eau, il permet d'aveugler l'ennemi en plus de le blesser. L'encre est en réalité de l'eau formée à partir d'énergie éthérée en suspension, puis enrichie en impuretés.",72240,0,0,28,37,4,True,False,False,False,False,False,True,False,False,False,False,False
41,"**Type : **Physique / Perforant
**Élément : **Aucun
**Rang : **★
","Sort spécial des apkallus.
Reproduit par la magie la capacité qu'ont ces animaux à recracher, avec une force étonnante, une sardine préalablement avalée tout rond au visage de leurs prédateurs, lesquels en restent souvent bouche bée.",72241,0,0,32,24,1,True,False,False,False,False,True,False,False,False,False,False,False
42,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★★★
","Sort spécial des dragons à carapace.
Manipule l'éther de terre pour dresser une barrière magique renforcée de particules métalliques qui épouse la forme de l'armure ou des vêtements du lanceur. Ce dernier est immobilisé tant son équipement s'en retrouve alourdi.",72242,0,0,25,29,4,False,True,False,False,False,False,False,False,False,False,False,False
43,"**Type : **Physique / Perforant
**Élément : **Feu
**Rang : **★★★
","Technique héritée des Mamool Ja du nouveau continent.
Matérialise un angon (un type de javelot), l'imprègne d'éther de feu et le projette sur l'ennemi. Chaque étape de ce sort fait appel à la magie du lanceur.",72243,0,0,30,38,4,True,False,False,False,False,False,False,False,False,False,False,False
44,"**Type : **Magique
**Élément : **Vent
**Rang : **★★★★★
","Technique spéciale de Garuda.
Crée une multitude de plumes magiques en suspension, puis les abat sur l'ennemi à l'aide d'une violente rafale descendante. Les lacérations ainsi infligées sont, paraît-il, ex­trê­me­ment douloureuses.",72244,0,0,65,44,4,True,False,False,False,False,False,False,False,False,False,False,False
45,"**Type : **Magique
**Élément : **Feu
**Rang : **★★★★★
","Technique spéciale d'Ifrit.
Renforce l'élément feu en un point précis du flux éthéré afin de provoquer une puissante éruption, qui n'a rien à envier à celles des volcans.",72245,0,0,63,45,4,True,False,False,False,False,False,False,False,False,False,False,False
46,"**Type : **Physique / Contondant
**Élément : **Terre
**Rang : **★★★★★
","Technique spéciale de Titan.
Libère de l'énergie éthérée de terre qui se matérialise en une multitude de rochers frappant l'ennemi. Le choc est si puissant qu'il pourrait briser une montagne.",72246,0,0,64,46,4,True,False,False,False,False,False,False,False,False,False,False,False
47,"**Type : **Magique
**Élément : **Foudre
**Rang : **★★★★★
","Technique spéciale de Ramuh.
Fait s'abattre, tel un marteau de guerre, la foudre sur l'ennemi. La tension électrique générée dépasse allègrement celles que l'on peut mesurer dans la nature.",72247,0,0,78,47,4,True,False,False,False,False,False,False,False,False,False,False,False
48,"**Type : **Magique
**Élément : **Glace
**Rang : **★★★★★
","Technique spéciale de Shiva.
Crée un arc magique tirant un barrage de flèches glacées. Cœur-de-glace a mis au point cette technique en s'inspirant des chasseurs de La Penne.",72248,0,0,80,48,4,True,False,False,False,False,False,False,False,False,False,False,False
49,"**Type : **Magique
**Élément : **Eau
**Rang : **★★★★★
","Technique spéciale de Léviathan.
Capte l'humidité environnante pour créer un voile d'eau chargé d'énergie éthérée, qui réagit à toute attaque subie par une riposte immédiate.",72249,0,0,73,49,4,False,True,False,False,False,False,False,False,False,False,False,False
50,"**Type : **Magique
**Élément : **Vent
**Rang : **★★
","Sort utilisé par les griffons.
Les griffons emploient généralement cette technique pour défendre leur territoire. Le puissant souffle généré n'est pas sans rappeler les rafales de vent balayant les pics d'Abalathia.",72251,0,0,36,50,4,True,False,False,False,False,False,False,False,False,False,False,False
51,"**Type : **Magique
**Élément : **Eau
**Rang : **★★★
","Attaque spéciale du liquide vivant.
L'étrange engin connu sous le nom de noyau d'hydrate permet de contrôler les fluides afin de créer de puissants courants. La magie bleue permet de reproduire ses effets et de repousser les plus imposants adversaires.",72252,0,0,114,51,4,True,False,False,False,False,False,False,False,False,False,False,False
52,"**Type : **Magique
**Élément : **Glace
**Rang : **★★★★
","Sort utilisé par les yétis.
Réduit la température de l'air dans les voies respiratoires afin de l'expulser en un souffle frigorifique. Il est si froid que les victimes d'œdèmes qui subissent cette attaque se retrouvent gelées.",72253,69269,69268,2200,52,1,True,False,False,True,False,False,False,False,False,False,False,False
53,"**Type : **Magique
**Élément : **Foudre
**Rang : **★★
","Sort utilisé par les serpents de mer.
Les serpents de mer peuvent incorporer à de l'eau l'éther de foudre accumulé à la surface de leur corps. Ils crachent ensuite cette boule sur leurs ennemis afin de les affaiblir.",72254,0,0,2100,53,1,True,False,False,False,False,False,False,False,False,False,False,False
54,"**Type : **Physique / Tranchant
**Élément : **Aucun
**Rang : **★★
","Attaque spéciale des poupées panzer.
Balaye les ennemis devant soi en faisant tournoyer à la vitesse de l'éclair une lance faite d'éther concentré. ",72255,0,0,112,54,4,True,False,False,False,False,False,False,False,False,False,False,False
55,"**Type : **Physique / Perforant
**Élément : **Aucun
**Rang : **★★★★
","Technique spéciale des archidémons.
Matérialise une multitude de lames éthérées autour de la cible puis la transperce de toute part. Les dégâts subis sont avant tout psy­cho­lo­gi­ques, paralysant parfois la victime.",72256,0,0,31,55,4,True,False,False,False,True,False,False,False,False,False,False,False
56,"**Type : **Magique
**Élément : **Aucun
**Rang : **★
","Sort utilisé par les païssas.
Produit une étrange mélodie connectant les ennemis autour de soi à un autre plan d'existence où les vérités de l'univers leur sont révélées. Les victimes, incapables d'absorber tout ce savoir, se retrouvent plongées dans un profond sommeil.",72257,0,0,2100,56,1,True,False,False,False,False,False,False,False,True,False,False,False
57,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★
","Sort utilisé par les empousas.
Fait vibrer une partie du corps et emet une onde discordante. Ce son traverse le périsprit des ennemis et fragilise leur équilibre éthéré, rendant inopérants certains effets bénéfiques qu'ils utilisent.",72258,0,0,2101,57,1,True,False,False,False,False,False,False,False,False,False,False,False
58,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★★
","Sort de guérison utilisé par certains Mogs.
Ce sort est exactement identique au Soin des élé­men­ta­lis­tes, mais les Mogs ont une théorie bien à eux. “Pour se soigner, il suffit d'accumuler plein de magie dans son pompon, et de tout relâcher tout d'un coup, kupo !”",72259,0,0,66,58,4,False,True,False,False,False,False,False,False,False,False,False,False
59,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★★★
","Sort utilisé par certains Gobelins.
Permet de se recouvrir d'une mince couche d'éther absorbant les chocs. Cette technique a été développée par les chercheurs de la Main indigo désireux de percer les secrets de la magie par la méthode scien­ti­fi­que.",72260,0,0,2001,59,1,False,True,False,False,False,False,False,False,False,False,False,False
60,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★
","Sort notamment utilisé par Byblos.
Fait apparaître un marteau à la fois matériel et immatériel. La victime de cette frappe est placée dans un état de prostration extrême qui sape ses pouvoirs magiques.",72261,0,0,196,60,4,True,True,False,False,False,False,False,False,False,False,False,False
61,"**Type : **Magique
**Élément : **Aucun
**Rang : **★
","Sort utilisé par la reine des guêpes.
La reine de la ruche emet des phéromones poussant ses serviteurs à la protéger au péril de leur vie. Ceux qui abusent du sort reproduisant cette technique ne voient plus en leurs alliés que de simples boucliers de chair.",72262,0,0,41,61,4,False,True,False,False,False,False,False,False,False,False,False,False
62,"**Type : **Magique
**Élément : **Aucun
**Rang : **★
","Sort utilisé par les poroggos.
Le lanceur se met dans la peau d'un vulgaire crapaud et entonne un chant dont la stupidité attise la colère de ses ennemis.",72263,69272,69271,2001,62,1,True,False,False,False,False,False,False,False,False,False,False,False
63,"**Type : **Magique
**Élément : **Vent
**Rang : **★★★★
","Sort utilisé par les zus.
Ces oiseaux sont capables grâce à leurs énormes ailes de concentrer l'éther de vent en grande quantité et de le projeter vers l'avant. Les pauvres victimes se retrouvent alors à affronter un vent aussi saillant qu'une pluie de lames.",72264,0,0,17,63,4,True,False,False,False,False,False,False,False,False,False,False,False
64,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★★
","Sort utilisé par les dhalmels.
Permet de décupler ses forces grâce à l'autosuggestion. En période de rut, le dhalmel mâle emet un sifflement particulier, puis utilise cette technique pour s'attirer les bonnes grâces des femelles.",72265,69270,69269,2100,64,1,False,True,False,False,False,False,False,False,False,False,False,False
65,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★
","Technique de garrottage des cavaliers.
Tire une vague d'éther avec précision pour physiquement affaiblir la cible et la ralentir. Cette technique gagne en efficacité si la victime est déjà en détresse mentale.",72266,0,0,34,65,4,True,False,True,False,False,False,False,False,False,False,False,False
66,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★
","Technique de torture des cavaliers.
Tire une vague d'éther avec précision pour mentalement affaiblir la cible et l'immobiliser. Cette technique gagne en efficacité si la victime est déjà en détresse physique.",72267,0,0,34,66,4,True,False,False,False,False,False,False,False,False,True,False,False
67,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★★★
","Sort utilisé par certains démons.
Infection mentale qui s'immisce dans l'esprit des organismes arrivés à une étape par­ti­cu­liè­re de leur développement. Elle interrompt tous les processus de purification du corps et provoque une mort instantanée.",72268,0,0,31,67,4,True,False,False,False,False,False,False,False,False,False,False,True
68,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★
","Sort s'inspirant d'une arme magitek.
Crée l'illusion d'une salve de missiles à partir d'éther. Plus les victimes sont persuadées que l'assaut est réel, plus leur corps souffre et subit d'importants dégâts.",72269,0,0,219,68,4,True,False,False,False,False,False,False,False,False,False,False,True
69,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★★★
","Sort s'inspirant d'une machine née d'un Primordial.
Réduit la cible à l'impuissance en frappant ses connexions nerveuses grâce à un rayon laser ex­trê­me­ment fin et concentré. Le sort, répété à intervalles réguliers, peut même incapaciter indéfiniment la victime.",72270,0,0,115,69,4,True,False,False,False,False,False,False,True,False,False,False,False
70,"**Type : **Magique
**Élément : **Aucun
**Rang : **★
","Sort utilisé par certaines espèces de pampas.
Même si ce n'est que par instinct, les pampas savent faire preuve d'altruisme. Ils placent parfois la survie de l'espèce avant la leur en offrant un peu de leur éther pour aider les jeunes pousses des autres individus.",72271,0,0,26,70,4,False,True,False,False,False,False,False,False,False,False,False,False
71,"**Type : **Physique / Contondant
**Élément : **Aucun
**Rang : **★★
","Sort offensif transmis de génération en génération chez les Whalaqee.
Le potentiel offensif de cette attaque est d'autant plus élevé que le mage est proche de la mort. L'animal sur lequel la technique a été copiée est l'un des secrets les mieux gardés des Whalaqee.",72272,0,0,0,71,2,True,False,False,False,False,False,False,False,False,False,False,False
72,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★★★
","Sort de résurrection transmis de génération en génération chez les Whalaqee.
Fait apparaître un familier ressemblant à un petit ange pour ressusciter un allié inconscient. L'origine de ce sort est d'autant plus mystérieuse que la religion whalaqee ne dépeint aucune figure angélique.",72273,0,0,0,72,2,False,True,False,False,False,False,False,False,False,False,False,False
73,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★
","Sort utilisé par les wamouras.
Stimule les capacités de régénération de l'organisme et purge le corps de ses toxines et des poisons qui pourraient le ronger. Le lanceur se sent presque renaître.",72274,69271,69270,2100,73,1,False,True,False,False,False,False,False,False,False,False,False,False
74,"**Type : **Magique
**Élément : **Foudre
**Rang : **★★★
","Sort utilisé par les wyvernes anciennes.
Certaines wyvernes ont l'art de charger électriquement leur épiderme en volant à travers les couches de brouillard. Elles peuvent ensuite relâcher cette énergie en lançant une boule foudroyante qui engourdit leur ennemi.",72275,0,0,39,74,4,True,False,False,False,False,False,False,False,False,False,True,False
75,"**Type : **Magique
**Élément : **Aucun
**Rang : **★
","Technique propre aux bêtes sauvages.
Bien entendu, les mages bleus ne dévorent pas lit­té­ra­le­ment leurs ennemis. Mais ils utilisent une technique analogue qui permet d'absorber une partie de l'éther de leur adversaire afin de se soigner et d'obtenir un puissant regain de vitalité.",72276,0,0,93,75,4,True,True,False,False,False,False,False,False,False,False,False,False
76,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★★
","Sort spécial utilisé par les mécano-scribes.
Met au jour les faiblesses de sa cible et les accentue. La personne à l'origine des mécano-scribes les a créés pour révéler les infidélités de sa moitié, et ce n'est que par accident que ses automates se sont vus dotés d'une telle fonctionnalité.",72277,0,0,196,76,4,True,False,False,False,False,False,False,False,False,False,False,False
77,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★★★
","Sort utilisé par les ghrahs.
Aligne son propre éther sur celui de sa cible. Il devient alors temporairement possible de profiter de ses talents innés.",72278,0,0,40,77,4,False,True,False,False,False,False,False,False,False,False,False,False
78,"**Type : **Magique
**Élément : **Terre
**Rang : **★★★★★
","Technique spéciale de Ravana.
Manipule l'éther de terre pour extraire du sol les minerais métalliques qui y sont enfouis. Ces derniers sont ensuite expulsés en une rafale de grains denses qui dévaste tout sur son passage.",72279,0,0,86,78,4,True,False,False,False,False,False,False,False,False,False,False,False
79,"**Type : **Magique
**Élément : **Aucun
**Rang : **★★★★★
","Technique spéciale de Sophia.
La Déesse condamne tous ceux qui menaceraient l'équilibre et l'harmonie, et les punit en faisant pleuvoir des météorites enflammées sur eux.",72280,0,0,183,79,4,True,False,False,False,False,False,False,False,False,False,False,False
80,"**Type : **Physique / Contondant
**Élément : **Aucun
**Rang : **★★★★★
","Technique ultime de Justicier.
Cours ! Bondis ! Vole à travers l'univers différentiel, Justicier ! Nos rêves, nos espoirs, notre amitié, ton amour et ta bravoure ! Les forces du mal ne pourront faire face à ces forces conjuguées ! Assène-leur un coup de pied justicier, Héros de toujours !",72281,0,0,139,80,4,True,False,False,False,False,False,False,False,False,False,False,False
