#,Name,Icon,JournalCategory,Unknown0
190,Quêtes de pistosabreur,62417,93,True
191,Quêtes de danseur,62418,93,True
192,Quêtes de sage,62420,94,True
193,Quêtes de faucheur,62419,93,True
194,Quêtes de rôdeur vipère,62421,93,True
195,Quêtes de pictomancien,62422,94,True
196,Quêtes de mage bleu,62416,94,True
197,Quêtes des métallurgistes,61411,90,True
198,Quêtes des façonniers,61411,90,True
199,Quêtes des préparateurs,61411,90,True
200,Quêtes des naturalistes,61411,90,True
201,Quêtes des pêcheurs,61411,90,True
202,Quêtes de la halle du Juste,61411,90,True
203,Quêtes du département d'archéologie,62521,91,True
204,Quêtes du département d'astronomie,62521,91,True
205,Quêtes du département de médecine,62521,91,True
206,Quêtes du département d'anthropologie ,62521,91,True
207,Quêtes du département d'éthérologie,62521,91,True
208,Quêtes de l'académie de magie de Sharlayan,62521,91,True
209,Quêtes de la quincaillerie de Rral Soj,62523,92,True
210,Quêtes du scriptorium de Pameka,62523,92,True
211,Quêtes du bar à jus de Xeerol Ja,62523,92,True
212,Quêtes de la pharmacie de Shunye,62523,92,True
213,Quêtes de la poissonnerie de Donuhanu,62523,92,True
214,Quêtes du bazar aux Mille Perles,62523,92,True
215,Quêtes de tank (Shadowbringers),62522,95,True
216,Quêtes de soigneur (Shadowbringers),62522,95,True
217,Quêtes de DPS physique (Shadowbringers),62522,95,True
218,Quêtes de DPS magique (Shadowbringers),62522,95,True
219,Quêtes de rôle (Shadowbringers),62522,95,True
220,Quêtes de tank (Endwalker),62522,95,True
221,Quêtes de soigneur (Endwalker),62522,95,True
222,Quêtes de DPS physique de mêlée (Endwalker),62522,95,True
223,Quêtes de DPS physique à distance (Endwalker),62522,95,True
224,Quêtes de DPS magique (Endwalker),62522,95,True
225,Quêtes de rôle (Endwalker),62522,95,True
226,Quêtes de tank (Dawntrail),62522,95,True
227,Quêtes de soigneur (Dawntrail),62522,95,True
228,Quêtes de DPS physique de mêlée (Dawntrail),62522,95,True
229,Quêtes de DPS physique à distance (Dawntrail),62522,95,True
230,Quêtes de DPS magique (Dawntrail),62522,95,True
231,Quêtes de rôle (Dawntrail),62522,95,True
232,Quêtes du Maelstrom,61401,96,True
233,Quêtes de l'ordre des Deux Vipères,61402,96,True
234,Quêtes des Immortels,61403,96,True
235,Événements saisonniers,61411,97,True
236,Fête de la transition,61411,97,True
237,Quêtes orientales,61411,97,True
238,Valention,61411,97,True
239,Valention & fête des demoiselles,61411,97,True
240,Fête des demoiselles,61411,97,True
241,Fête des demoiselles & chasse aux Prœufs,61411,97,True
242,Chasse aux Prœufs,61411,97,True
243,Festival du Gold Saucer,61411,97,True
244,Feux de la Mort,61411,97,True
245,Fête de la Commémoration,61411,97,True
246,Veillée des saints,61411,97,True
247,Fête des étoiles,61411,97,True
248,Autres événements,61411,97,True
249,Quêtes spéciales,61411,98,True
250,Visiteurs d'autres univers,61411,98,True
251,,0,0,False
252,,0,0,False
253,,0,0,False
254,,0,0,False
255,,0,0,False
256,,0,0,False
257,,0,0,False
258,,0,0,False
259,,0,0,False
260,,0,0,False
261,,0,0,False
262,,0,0,False
263,,0,0,False
264,,0,0,False
265,,0,0,False
266,,0,0,False
267,,0,0,False
268,,0,0,False
269,Mandats de mercenariat,62501,99,False
270,Mandats de menuisier,62502,103,False
271,Mandats de forgeron,62503,104,False
272,Mandats d'armurier,62504,105,False
273,Mandats d'orfèvre,62505,106,False
274,Mandats de tanneur,62506,107,False
275,Mandats de couturier,62507,108,False
276,Mandats d'alchimiste,62508,109,False
277,Mandats de cuisinier,62509,110,False
278,Mandats de mineur,62510,100,False
279,Mandats de botaniste,62511,101,False
280,Mandats de pêcheur,62512,102,False
281,Mandats du Maelstrom,62513,124,False
282,Mandats de l'ordre des Deux Vipères,62514,124,False
283,Mandats des Immortels,62515,124,False
284,Donjons,61801,125,False
285,Raids,61802,125,False
286,Défis,61804,125,False
287,Donjons,61801,126,False
288,Raids,61802,126,False
289,Défis,61804,126,False
290,Donjons sans fond,61824,126,False
291,Donjons,61801,127,False
292,Raids,61802,127,False
293,Défis,61804,127,False
294,Donjons sans fond,61824,127,False
295,La terre interdite d'Eurêka,61833,127,False
296,Donjons,61801,128,False
297,Raids,61802,128,False
298,Défis,61804,128,False
299,Garde-la-Reine,61838,128,False
300,Donjons,61801,129,False
301,Raids,61802,129,False
302,Défis,61804,129,False
303,Donjons sans fond,61824,129,False
304,Donjons alternatifs,61846,129,False
305,Donjons,61801,130,False
306,Raids,61802,130,False
307,Défis,61804,130,False
308,Île de Lunule,61851,130,False
309,Donjons sans fond,61824,130,False
310,,0,0,False
311,Opérations de guilde,61803,125,False
312,,0,0,False
313,,0,0,False
314,,0,0,False
315,,0,0,False
316,,0,0,False
317,,0,0,False
318,,0,0,False
319,,0,0,False
320,,0,0,False
321,,0,0,False
322,,0,0,False
323,,0,0,False
324,,0,0,False
325,,0,0,False
326,,0,0,False
327,,0,0,False
328,,0,0,False
329,,0,0,False
330,,0,0,False
331,,0,0,False
332,,0,0,False
333,,0,0,False
334,,0,0,False
335,,0,0,False
336,,0,0,False
337,,0,0,False
338,,0,0,False
339,,0,0,False
340,,0,0,False
341,,0,0,False
342,Épopée,0,131,False
343,Quêtes annexes,0,131,False
344,Quêtes de classe,0,131,False
345,Quêtes de job,0,131,False
346,Quêtes de compagnie,0,131,False
