#,Name,Question,PopRange,ConditionSuccessEvent,ConditionFailEvent,ConfirmEvent,TerritoryType,WarpCondition,WarpLogic,StartCutscene,EndCutscene,CanSkipCutscene
131206,,Voulez-vous sortir de la salle des offrandes ?,5857271,0,0,0,398,1,1,0,0,False
131207,,Aller au quadrant alpha ?,5890154,0,0,0,402,1,1,0,0,False
131208,,Aller au quadrant bêta ?,5890159,0,0,0,402,1,1,0,0,False
131209,,Aller au quadrant bêta ?,5890166,0,0,0,402,1,1,0,0,False
131210,,Aller au quadrant gamma ?,5890180,0,0,0,402,1,1,0,0,False
131211,,Aller au quadrant gamma ?,5890183,0,0,0,402,1,1,0,0,False
131212,,Aller au quadrant delta ?,5890184,0,0,0,402,1,1,0,0,False
131213,,Quitter le cœur d'Azys Lla ?,5867863,0,0,0,402,1,1,0,0,False
131214,,Quitter l'Articulation ?,5959290,0,0,0,399,1,1,0,0,False
131215,,Quitter Le Nœud gordien ?,5959290,0,0,0,399,1,1,0,0,False
131216,Parler,Entrer dans la salle des développeurs ?,6034535,592868,0,0,504,31,1,0,0,False
131217,Sortir,Sortir de la salle des développeurs ?,6034570,0,0,0,130,1,1,0,0,False
131218,,Prendre un raccourci vers l'Arrière-pays dravanien ?,6045307,0,0,0,399,1,1,0,0,False
131219,,Sortir de la caserne du Maelstromde l'ordre des Deux Vipèresdes Immortels ?,6215554,0,0,0,132,1,1,0,0,False
131220,,Se téléporter auprès du guide-accompagnateur ?,6235159,0,593136,0,399,32,1,0,0,False
131221,,Quitter l'Articulation ?,6236358,0,0,0,399,1,1,0,0,False
131222,,Quitter Le Nœud midin ?,6236358,0,0,0,399,1,1,0,0,False
131223,,Aller au Paddock ?,6256320,0,0,0,567,1,1,0,0,False
131224,,Retourner à Ventfroid ?,6256553,0,0,0,401,1,1,0,0,False
131225,,Entrer dans la cabine de Leofard ?,6256675,0,0,0,568,1,1,0,0,False
131226,,Sortir de la cabine de Leofard ?,6256329,0,0,0,567,1,1,0,0,False
131227,,Accéder à l'île du Paddock ?,6256327,0,0,0,567,1,1,0,0,False
131228,,Accéder à l'embarcadère ?,6256326,0,0,0,567,1,1,0,0,False
131229,Aller à Ishgard,"Embarquer pour Ishgard ?
Coût : 150 gils",5835975,0,0,590453,419,33,1,0,0,False
131230,Aller à Ishgard,"Embarquer pour Ishgard ?
Coût : 150 gils",5835975,0,0,590454,419,33,1,0,0,False
131231,Aller à Ishgard,"Embarquer pour Ishgard ?
Coût : 150 gils",5835975,0,0,590455,419,33,1,0,0,False
131232,Aller à Ul'dah,"Embarquer pour Ul'dah ?
Coût : 150 gils",4103339,0,0,592480,130,33,1,0,0,False
131233,Aller à Gridania,"Embarquer pour Gridania ?
Coût : 150 gils",4103382,0,0,592480,132,33,1,0,0,False
131234,Aller à Limsa Lominsa,"Embarquer pour Limsa Lominsa ?
Coût : 150 gils",4103399,0,0,592480,128,33,1,0,0,False
131235,,Aller à Ishgard ?,5827477,0,0,0,418,1,1,0,0,False
131236,,Sortir du Palais des morts ?,6385473,0,0,0,153,1,1,0,0,False
131237,Aller à Ishgard,"Embarquer pour Ishgard ?
Coût : 150 gils",5835975,0,0,592480,419,33,1,0,0,False
131238,Aller au Gold Saucer,"Embarquer pour le Gold Saucer ?
Coût : gratuit",5649379,0,0,592264,144,34,1,0,0,False
131239,,Quitter L'Encéphale ?,6485807,0,0,0,399,1,1,0,0,False
131240,Parler,Se rendre à la clinique pédiatrique ?,6483471,593427,593426,0,611,35,1,0,0,False
131241,,Quitter la clinique pédiatrique ?,6483427,0,0,0,131,1,1,0,0,False
131242,,Quitter la chambre du générateur principal ?,6485807,0,0,0,399,1,1,0,0,False
131243,,Sortir de la caserne du Maelstromde l'ordre des Deux Vipèresdes Immortels ?,6515006,0,0,0,128,1,1,0,0,False
131244,,Sortir de la caserne du Maelstromde l'ordre des Deux Vipèresdes Immortels ?,6515008,0,0,0,130,1,1,0,0,False
131245,,,6654103,0,0,0,629,5,10,0,0,False
131246,,Voulez-vous sortir ?,6654162,0,0,0,628,1,1,0,0,False
131247,,Sortir de la salle de contrôle d'Oméga ?,6728838,0,0,0,156,1,1,0,0,False
131248,,,6663537,593638,0,0,641,1,1,0,0,False
131249,,,6654210,593640,593639,0,628,36,1,0,0,False
131250,,Aller à la tour d'Amarissaix ?,6873899,593642,0,0,152,1,1,0,0,False
131251,,Aller à Castrum Oriens ?,6873933,593643,0,0,612,1,1,0,0,False
131252,,"Embarquer pour Limsa Lominsa ?
Coût : 300 gils",6873901,0,0,593644,129,37,1,0,0,False
131253,,"Embarquer pour Kugane ?
Coût : 300 gils",6874066,0,0,593645,628,37,1,0,0,False
131254,,Aller du côté de Virdjala ?,6873937,593646,0,0,612,1,1,0,0,False
131255,,Aller du côté des chutes de la Pique ?,6873936,593647,0,0,612,1,1,0,0,False
131256,,Entrer dans le Faubourg mhigois ?,6873958,593648,0,0,621,1,1,0,0,False
131257,,Entrer dans les canaux souterrains ?,6873957,593649,0,0,621,1,1,0,0,False
131258,,Entrer dans le Faubourg mhigois ?,6873954,593650,0,0,621,1,1,0,0,False
131259,,Sortir du Faubourg mhigois ?,6873952,593651,0,0,621,1,1,0,0,False
131260,,Sortir de la salle d'accueil du Bazar de Rubis ?,6874048,0,0,0,628,1,1,0,0,False
131261,Entrer dans la salle d'accueil du Bazar de Rubis,Entrer dans la salle d'accueil du Bazar de Rubis ?,6874031,593652,0,0,639,1,1,0,0,False
131262,,Aller à l'aérodrome de Kugane ?,6874050,0,0,0,628,1,1,0,0,False
131263,,Quitter l'aérodrome de Kugane ?,6874054,0,0,0,628,1,1,0,0,False
131264,Entrer dans le Cercle des Intrépides,Entrer dans le Cercle des Intrépides ?,6874512,593655,0,0,681,1,1,0,0,False
131265,,Entrer dans le Cercle des Intrépides ?,6874127,593656,0,0,614,1,1,0,0,False
131266,,Sortir du Cercle des Intrépides ?,6874125,593657,0,0,614,1,1,0,0,False
131267,,Entrer dans le quartier enclavé de Doma ?,6877425,593661,0,0,682,1,1,0,0,False
131268,,Aller au Bassin rutilant ?,6877422,593660,0,0,614,1,1,0,0,False
131269,,Descendre à la base du Trône de l'Aube ?,6874086,593658,0,0,622,1,1,0,0,False
131270,,Monter au sommet du Trône de l'Aube ?,6874087,593659,593665,0,622,38,1,0,0,False
131271,,Entrer dans Specula Imperatoris ?,6889710,593662,0,0,620,1,1,0,0,False
131272,,Sortir de Specula Imperatoris ?,6889712,593663,0,0,620,1,1,0,0,False
131273,,Sortir du grand autel de Djanan Qhat ?,6890265,0,0,0,612,1,1,0,0,False
131274,,Aller à Limsa Lominsa ?,6873901,0,0,0,129,1,1,0,0,False
131275,,Aller auprès du gaillard couvert de cicatrices ?,6938717,0,593703,0,612,39,1,0,0,False
131276,,Quitter la Ménagerie royale ?,6988578,0,0,0,621,1,1,0,0,False
131277,,Aller de l'autre côté de la porte ?,6889710,0,0,0,620,1,1,0,0,False
131278,,Aller de l'autre côté de la porte ?,6889712,0,0,0,620,1,1,0,0,False
131279,,Quitter la fissure interdimensionnelle ?,6999027,0,0,0,612,1,1,0,0,False
131280,,Sortir de la geôle de Mordion ?,7073364,0,0,0,140,1,1,0,0,False
131281,,Aller dans la salle de répétition du Prima Vista ?,7078657,594538,0,0,735,1,1,0,0,False
131282,,Aller à Kugane ?,7082407,0,0,0,628,1,1,0,0,False
131283,,Aller sur le pont du Prima Vista ?,7080658,0,0,0,736,1,1,0,0,False
131284,,Aller dans la salle de répétition du Prima Vista ?,7080809,0,0,0,735,1,1,0,0,False
131285,,Sortir du palais royal d'Ala Mhigo ?,7083135,0,0,0,621,1,1,0,0,False
131286,,Sortir du laboratoire impérial d'étude sur les Résonnants ?,7102724,0,0,0,621,1,1,0,0,False
131287,,Accéder à la Ménagerie royale ?,7151251,594578,0,0,740,1,1,0,0,False
131288,,Quitter la Ménagerie royale ?,7103377,0,0,0,621,1,1,0,0,False
131289,,Sortir du palais royal d'Ala Mhigo ?,7083135,594628,0,0,621,1,1,0,0,False
131290,,"Aller à Sakazuki ?
Coût : 30 gils",7156750,594638,0,594639,613,40,1,0,0,False
131291,,"Aller à Onokoro ?
Coût : 30 gils",7156756,594640,0,594641,613,40,1,0,0,False
131292,,Entrer dans le quartier enclavé de Doma ?,7164043,593661,0,0,739,1,1,0,0,False
131293,,Entrer dans le quartier enclavé de Doma ?,7182462,594559,0,0,759,1,1,0,0,False
131294,,Sortir du Kienkan ?,7226681,0,0,0,759,1,1,0,0,False
131295,Aller au sanctuaire Reisen,Aller au sanctuaire Reisen ?,7239198,594756,0,0,764,1,1,0,0,False
131296,,Retourner à Yanxia ?,7343563,0,0,0,614,1,1,0,0,False
131297,,Sortir du sanctuaire Reisen ?,7239363,594754,0,0,613,1,1,0,0,False
131298,,Quitter le Pilier des Cieux ?,7420749,0,0,0,613,1,1,0,0,False
131299,,Aller du côté de Virdjala ?,6873937,594718,0,0,612,1,1,0,0,False
131300,,Retourner sur le pont du Prima Vista ?,7080658,594829,0,0,736,1,1,0,0,False
131301,,Quitter Dhoro Iloh ?,7447849,594861,0,0,622,1,1,0,0,False
131302,,Aller à Dhoro Iloh ?,7448849,594860,0,0,622,1,1,0,0,False
131303,,Aller au manoir abandonné ?,7672498,594983,0,0,809,1,1,0,0,False
131304,,Sortir du manoir abandonné ?,9383310,0,0,0,133,1,1,0,0,False
131305,,Retourner dans la région des Lacs ?,7743671,0,0,0,621,1,1,0,0,False
131306,,Retourner dans la région des Lacs ?,7743671,0,0,0,621,1,1,0,0,False
131307,,Sortir de Hurlœil ?,7761499,0,0,0,132,1,1,0,0,False
131308,,Attendre dans la salle de répétition du Prima Vista ?,7078657,596781,0,0,735,1,1,0,0,False
131309,,Aller dans la salle de répétition du Prima Vista ?,7830042,0,0,0,828,1,1,0,0,False
131310,,Retourner à la source de la Val ?,7848800,0,0,0,827,1,1,0,0,False
131311,,Sortir de L'Observatoire ?,7878066,0,0,0,819,1,1,0,0,False
131312,,Sortir de votre chambre ?,7878085,0,0,0,819,1,1,0,0,False
131313,,Aller à La Voûte ?,7878501,596477,0,0,820,1,1,0,0,False
131314,Aller aux Racines,Aller aux Racines ?,7878500,596478,0,0,820,1,1,0,0,False
131315,,Entrer dans L'Observatoire ?,7878732,596475,596176,0,844,43,1,0,0,False
131316,Discuter,,7877999,0,0,0,843,41,11,0,0,False
131317,,Aller dans Le Grand Vide ?,7933894,0,0,0,878,1,1,0,0,False
131318,,Aller en Amh Araeng ?,7933164,0,0,0,815,1,1,0,0,False
131319,,Aller dans le Cœur d'Éden ?,7932479,0,0,0,857,1,1,0,0,False
131320,,Aller dans Le Grand Vide ?,7932937,0,0,0,878,1,1,0,0,False
131321,,Aller auprès de l'ancien soldat au doux tempérament ?,7935659,0,595193,0,814,42,1,0,0,False
131322,,Aller dans la gorge de Syrcus ?,8010128,596573,0,0,842,1,1,0,0,False
131323,,Aller à la rive nord de Pleurargent ?,8010132,0,0,0,156,1,1,0,0,False
131324,,Toucher le dispositif et aller dans le premier reflet ?,8010063,596472,0,0,844,1,1,0,0,False
131325,Retourner dans le monde primitif,Retourner dans le monde primitif ?,8010129,0,0,0,842,1,1,0,0,False
131326,,Aller à Kholusia ?,8010180,0,0,0,814,1,1,0,0,False
131327,,Aller dans La Tempête ?,8010338,0,0,0,818,1,1,0,0,False
131328,,Aller dans le monde primitif ?,8010129,596473,0,0,842,1,1,0,0,False
131329,Aller à Kholusia,Aller à Kholusia ?,8015551,596474,0,0,814,1,1,0,0,False
131330,,Aller à l'Échelon supérieur ?,8015653,596479,0,0,814,1,1,0,0,False
131331,,Aller à l'Échelon inférieur ?,8015648,596480,0,0,814,1,1,0,0,False
131332,,Aller à Cristarium ?,8015796,596482,0,0,819,1,1,0,0,False
131333,,Aller dans La Tempête ?,8016454,596481,0,0,818,1,1,0,0,False
131334,,Aller à Kholusia ?,8015677,0,0,0,814,1,1,0,0,False
131335,,Aller en Amh Araeng ?,7980014,596476,0,0,815,1,1,0,0,False
131336,,Aller à Cristarium ?,8015796,595595,0,0,819,1,1,0,0,False
131337,Aller à Cristarium,Aller à Cristarium ?,8015796,596533,0,0,819,1,1,0,0,False
131338,,Aller dans les collines d'Ambre du Sud ?,8050969,596572,0,0,815,1,1,0,0,False
131339,,Aller à Queues-liées ?,8050970,0,0,0,815,1,1,0,0,False
131340,,Aller au pied de la tour achorienne ?,8050982,0,0,0,818,1,1,0,0,False
131341,,Aller au sommet de la tour achorienne ?,8050981,0,0,0,818,1,1,0,0,False
131342,Aller à Azurée,Aller à Azurée ?,8141167,0,0,0,886,45,1,0,0,False
131343,,Aller à Brouillasse ?,8141780,596706,0,0,418,1,1,0,0,False
131344,,Retourner en Il Mheg ?,8141925,596692,0,0,816,1,1,0,0,False
131345,,Entrer dans le Lyhe Mheg ?,8141929,596691,0,0,890,1,1,0,0,False
131346,,Entrer dans le Lyhe Mheg ?,8141930,596691,0,0,891,1,1,0,0,False
131347,,Entrer dans le Lyhe Mheg ?,8141931,596691,0,0,892,1,1,0,0,False
131348,,Sortir de la grotte ?,8143255,0,0,0,814,1,1,0,0,False
131349,,Entrer dans la grotte ?,8143261,0,0,0,895,1,1,0,0,False
131350,,Entrer dans la réplique de l'usine désaffectée ?,8144702,0,0,0,896,1,1,0,0,False
131351,,Quitter la réplique de l'usine désaffectée ?,8143262,0,0,0,895,1,1,0,0,False
131352,,Aller au secteur 1 ?,8149903,0,0,0,896,1,1,0,0,False
131353,,Aller au secteur 4 ?,8149915,0,0,0,896,1,1,0,0,False
131354,,Aller au secteur 2 ?,8149924,0,0,0,896,1,1,0,0,False
131355,Aller à Cristarium,Aller à Cristarium ?,8015796,595630,595631,0,819,44,1,0,0,False
131356,Aller à Eulmore,Aller à Eulmore ?,8154983,595632,0,0,820,44,1,0,0,False
131357,,Aller au secteur 5 ?,8193602,0,0,0,896,1,1,0,0,False
131358,,Aller au secteur 4 ?,8193584,0,0,0,896,1,1,0,0,False
131359,,Aller à Gangos ?,8276340,596734,0,0,915,1,1,0,0,False
131360,,Aller au quartier enclavé de Doma ?,8276336,596735,0,0,759,1,1,0,0,False
131361,,Se rendre à la clinique pédiatrique ?,8321517,596820,596819,0,921,46,1,0,0,False
131362,,Quitter la clinique pédiatrique ?,8322370,0,0,0,131,1,1,0,0,False
131363,,Aller à Kholusia ?,8341503,0,0,0,814,1,1,0,0,False
131364,,Aller à Gyr Abania ?,8367474,596931,0,0,621,1,1,0,0,False
131365,,Aller à Rocasternes ?,8368019,596932,0,0,919,1,1,0,0,False
131366,,Sortir de la chambre de l'Aube ?,8373584,0,0,0,351,1,1,0,0,False
131367,,Entrer dans la chambre de l'Aube ?,8373588,0,0,0,351,1,1,0,0,False
