#,Text,Label,Unknown0,Param,Platform,Category,BacklightColor,Required
52,Bouger la caméra vers le bas,CAMERA_DOWN,18,255,255,1,6,False
53,Bouger la caméra vers la gauche,CAMERA_LEFT,19,255,255,1,6,False
54,Bouger la caméra vers la droite,CAMERA_RIGHT,20,255,255,1,6,False
55,Alterner caméra subjective/objective,CAMERA_MODE,21,255,255,1,6,False
56,Inverser un instant l'orientation de la caméra,CAMERA_BACKWARD,22,255,255,1,6,False
57,Zoom avant/Page précédente,CAMERA_ZOOMIN,23,255,255,1,6,False
58,Zoom arrière/Page suivante,CAMERA_ZOOMOUT,24,255,255,1,6,False
59,Ramener la caméra à la position mémorisée,CAMERA_LOAD,25,255,255,1,6,False
60,Mémoriser la position de la caméra,CAMERA_SAVE,26,255,255,1,6,False
61,Réinitialiser la position de la caméra,CAMERA_RESET,27,255,255,1,6,False
62,Monter la caméra,CAM_TILT_UP,28,255,255,1,6,False
63,Baisser la caméra,CAM_TILT_DOWN,29,255,255,1,6,False
64,Tourner le visage en direction de la caméra,CAMERA_LOOKING,30,255,255,1,6,False
65,Pose de groupe,GROUP_POSE,32,255,255,1,1,False
66,Caméra diaporama,IDLING_CAMERA,31,255,255,1,1,False
67,,,0,0,0,0,0,False
68,,,0,0,0,0,0,False
69,,,0,0,0,0,0,False
70,,,0,0,0,0,0,False
71,,,0,0,0,0,0,False
72,,,0,0,0,0,0,False
73,,,0,0,0,0,0,False
74,,,0,0,0,0,0,False
75,,,0,0,0,0,0,False
76,,,0,0,0,0,0,False
77,,,0,0,0,0,0,False
78,,,0,0,0,0,0,False
79,,,0,0,0,0,0,False
80,,,0,0,0,0,0,False
81,,,0,0,0,0,0,False
82,,,0,0,0,0,0,False
83,,,0,0,0,0,0,False
84,,,0,0,0,0,0,False
85,,,0,0,0,0,0,False
86,,,0,0,0,0,0,False
87,,,0,0,0,0,0,False
88,,,0,0,0,0,0,False
89,,,0,0,0,0,0,False
90,,,0,0,0,0,0,False
91,,,0,0,0,0,0,False
92,,,0,0,0,0,0,False
93,,,0,0,0,0,0,False
94,,,0,0,0,0,0,False
95,,,0,0,0,0,0,False
96,,,0,0,0,0,0,False
97,,,0,0,0,0,0,False
98,,,0,0,0,0,0,False
99,,,0,0,0,0,0,False
100,,,0,0,0,0,0,False
101,,,0,0,0,0,0,False
102,,,0,0,0,0,0,False
103,Cibler les ennemis (depuis le plus proche),TARGET_NEXT,1,255,255,2,2,False
104,Cibler les ennemis (ordre inversé depuis le plus proche),TARGET_PREV,2,255,255,2,2,False
105,Cibler le 1er équipier de la liste,TARGET_P1,3,255,255,2,2,False
106,Cibler le 2e équipier de la liste,TARGET_P2,4,255,255,2,2,False
107,Cibler le 3e équipier de la liste,TARGET_P3,5,255,255,2,2,False
108,Cibler le 4e équipier de la liste,TARGET_P4,6,255,255,2,2,False
109,Cibler le 5e équipier de la liste,TARGET_P5,7,255,255,2,2,False
110,Cibler le 6e équipier de la liste,TARGET_P6,8,255,255,2,2,False
111,Cibler le 7e équipier de la liste,TARGET_P7,9,255,255,2,2,False
112,Cibler le 8e équipier de la liste,TARGET_P8,10,255,255,2,2,False
113,Cibler son familier,TARGET_PET,11,255,255,2,2,False
114,Cibler la cible de votre cible,TARGET_TTOT,13,255,255,2,2,False
115,Cibler la dernière cible,TARGET_LASTTARGET,14,255,255,2,2,False
116,Cibler le dernier ennemi ciblé,TARGET_LASTENEMY,15,255,255,2,2,False
117,Cibler un ennemi qui vous attaque,TARGET_LASTATTACKER,16,255,255,2,2,False
118,Cibler l'ennemi le plus proche,TARGET_CLOSEST_ENEMY,17,255,255,2,2,False
119,Cibler le PJ le plus proche,TARGET_CLOSEST_PC,18,255,255,2,2,False
120,Cibler le PNJ ou l'objet le plus proche,TARGET_CLOSEST_NPC,19,255,255,2,2,False
121,Focaliser sur une cible,TARGET_FOCUS,20,255,255,2,2,False
122,Cibler la cible focalisée,TARGET_SELECT,21,255,255,2,2,False
123,Pivoter au­to­ma­ti­que­ment vers la cible,FACE,22,255,255,2,2,False
124,Mode de ciblage  : tous,CIRCLE_ALL,23,255,255,2,2,False
125,Mode de ciblage  : PJ seulement,CIRCLE_ENEMY,24,255,255,2,2,False
126,Mode de ciblage  : équipe seulement,CIRCLE_PARTY,25,255,255,2,2,False
127,Mode de ciblage  : ennemis seulement,CIRCLE_PC,26,255,255,2,2,False
128,,,0,0,0,0,0,False
129,,,0,0,0,0,0,False
130,,,0,0,0,0,0,False
131,,,0,0,0,0,0,False
132,,,0,0,0,0,0,False
133,,,0,0,0,0,0,False
134,,,0,0,0,0,0,False
135,,,0,0,0,0,0,False
136,Naviguer dans la liste d'inimitié (de bas en haut),TARGET_ENEMY_LIST_UP_KEY,27,255,255,2,2,False
137,Naviguer dans la liste d'inimitié (de haut en bas),TARGET_ENEMY_LIST_DOWN_KEY,28,255,255,2,2,False
138,Naviguer dans la liste d'alliance (depuis le plus proche),TARGET_ALLIANCE_NEXT_KEY,29,255,255,2,2,False
139,Naviguer dans la liste d'alliance (depuis le plus éloigné),TARGET_ALLIANCE_PREV_KEY,30,255,255,2,2,False
140,Naviguer dans la liste d'alliance 1 (depuis le plus proche),TARGET_ALLIANCE1_NEXT,31,255,255,2,2,False
141,Naviguer dans la liste d'alliance 1 (depuis le plus éloigné),TARGET_ALLIANCE1_PREV,32,255,255,2,2,False
142,Naviguer dans la liste d'alliance 2 (depuis le plus proche),TARGET_ALLIANCE2_NEXT,33,255,255,2,2,False
143,Naviguer dans la liste d'alliance 2 (depuis le plus éloigné),TARGET_ALLIANCE2_PREV,34,255,255,2,2,False
144,Cibler l'équipier 1 de la liste d'alliance 1,TARGET_ALLIANCE1_1,35,255,255,2,2,False
145,Cibler l'équipier 2 de la liste d'alliance 1,TARGET_ALLIANCE1_2,36,255,255,2,2,False
146,Cibler l'équipier 3 de la liste d'alliance 1,TARGET_ALLIANCE1_3,37,255,255,2,2,False
147,Cibler l'équipier 4 de la liste d'alliance 1,TARGET_ALLIANCE1_4,38,255,255,2,2,False
148,Cibler l'équipier 5 de la liste d'alliance 1,TARGET_ALLIANCE1_5,39,255,255,2,2,False
149,Cibler l'équipier 6 de la liste d'alliance 1,TARGET_ALLIANCE1_6,40,255,255,2,2,False
150,Cibler l'équipier 7 de la liste d'alliance 1,TARGET_ALLIANCE1_7,41,255,255,2,2,False
151,Cibler l'équipier 8 de la liste d'alliance 1,TARGET_ALLIANCE1_8,42,255,255,2,2,False
152,Cibler l'équipier 1 de la liste d'alliance 2,TARGET_ALLIANCE2_1,43,255,255,2,2,False
153,Cibler l'équipier 2 de la liste d'alliance 2,TARGET_ALLIANCE2_2,44,255,255,2,2,False
154,Cibler l'équipier 3 de la liste d'alliance 2,TARGET_ALLIANCE2_3,45,255,255,2,2,False
155,Cibler l'équipier 4 de la liste d'alliance 2,TARGET_ALLIANCE2_4,46,255,255,2,2,False
156,Cibler l'équipier 5 de la liste d'alliance 2,TARGET_ALLIANCE2_5,47,255,255,2,2,False
157,Cibler l'équipier 6 de la liste d'alliance 2,TARGET_ALLIANCE2_6,48,255,255,2,2,False
158,Cibler l'équipier 7 de la liste d'alliance 2,TARGET_ALLIANCE2_7,49,255,255,2,2,False
159,Cibler l'équipier 8 de la liste d'alliance 2,TARGET_ALLIANCE2_8,50,255,255,2,2,False
160,Cibler son compagnon,BUDDY_TARGET,12,255,255,2,2,False
161,Cibler le membre 1 de l'équipe adverse (Cryst. Conflict),TARGET_PVP_OPP_P1,51,255,255,2,2,False
162,Cibler le membre 2 de l'équipe adverse (Cryst. Conflict),TARGET_PVP_OPP_P2,52,255,255,2,2,False
163,Cibler le membre 3 de l'équipe adverse (Cryst. Conflict),TARGET_PVP_OPP_P3,53,255,255,2,2,False
164,Cibler le membre 4 de l'équipe adverse (Cryst. Conflict),TARGET_PVP_OPP_P4,54,255,255,2,2,False
165,Cibler le membre 5 de l'équipe adverse (Cryst. Conflict),TARGET_PVP_OPP_P5,55,255,255,2,2,False
166,,,0,0,0,0,0,False
167,,,0,0,0,0,0,False
168,,,0,0,0,0,0,False
169,,,0,0,0,0,0,False
170,,,0,0,0,0,0,False
171,Ouvrir la fenêtre du log,CMD_CHAT,1,255,255,4,5,False
172,Renseigner une commande texte,CMD_COMMAND,2,255,255,4,5,False
173,Répondre temporairement (à partir du dernier),CMD_REPLY,3,255,255,4,5,False
174,Répondre temporairement (à partir du premier),CMD_REPLY_REV,4,255,255,4,5,False
175,Mode temporaire : dire,CMD_SAY,5,255,255,4,5,False
176,Mode temporaire : crier,CMD_YELL,6,255,255,4,5,False
177,Mode temporaire : hurler,CMD_SHOUT,7,255,255,4,5,False
178,Mode temporaire : équipe,CMD_PARTY,8,255,255,4,5,False
179,Mode temporaire : alliance,CMD_ALLIANCE,9,255,255,4,5,False
180,Mode temporaire : compagnie libre,CMD_FREECOM,10,255,255,4,5,False
181,Mode temporaire : linkshell (dernière),CMD_LINKSHELL,22,255,255,4,5,False
182,Mode temporaire : linkshell (première),CMD_LINKSHELL_REV,23,255,255,4,5,False
183,Mode temporaire : linkshell [1],CMD_LINKSHELL_1,24,255,255,4,5,False
184,Mode temporaire : linkshell [2],CMD_LINKSHELL_2,25,255,255,4,5,False
185,Mode temporaire : linkshell [3],CMD_LINKSHELL_3,26,255,255,4,5,False
186,Mode temporaire : linkshell [4],CMD_LINKSHELL_4,27,255,255,4,5,False
187,Mode temporaire : linkshell [5],CMD_LINKSHELL_5,28,255,255,4,5,False
188,Mode temporaire : linkshell [6],CMD_LINKSHELL_6,29,255,255,4,5,False
189,Mode temporaire : linkshell [7],CMD_LINKSHELL_7,30,255,255,4,5,False
190,Mode temporaire : linkshell [8],CMD_LINKSHELL_8,31,255,255,4,5,False
191,Répondre (à partir du dernier),CMD_REPLY_ALWAYS,103,255,255,4,5,False
192,Répondre (à partir du premier),CMD_REPLY_REV_ALWAYS,104,255,255,4,5,False
193,Mode : dire,CMD_SAY_ALWAYS,105,255,255,4,5,False
194,Mode : crier,CMD_YELL_ALWAYS,106,255,255,4,5,False
195,,,0,0,0,0,0,False
196,Mode : équipe,CMD_PARTY_ALWAYS,108,255,255,4,5,False
197,Mode : alliance,CMD_ALLIANCE_ALWAYS,109,255,255,4,5,False
198,Mode : compagnie libre,CMD_FREECOM_ALWAYS,110,255,255,4,5,False
199,Mode : linkshell (dernière),CMD_LINKSHELL_ALWAYS,122,255,255,4,5,False
200,Mode : linkshell (première),CMD_LINKSHELL_REV_ALWAYS,123,255,255,4,5,False
201,Mode : linkshell [1],CMD_LINKSHELL_1_ALWAYS,124,255,255,4,5,False
202,Mode : linkshell [2],CMD_LINKSHELL_2_ALWAYS,125,255,255,4,5,False
203,Mode : linkshell [3],CMD_LINKSHELL_3_ALWAYS,126,255,255,4,5,False
204,Mode : linkshell [4],CMD_LINKSHELL_4_ALWAYS,127,255,255,4,5,False
205,Mode : linkshell [5],CMD_LINKSHELL_5_ALWAYS,128,255,255,4,5,False
206,Mode : linkshell [6],CMD_LINKSHELL_6_ALWAYS,129,255,255,4,5,False
207,Mode : linkshell [7],CMD_LINKSHELL_7_ALWAYS,130,255,255,4,5,False
208,Mode : linkshell [8],CMD_LINKSHELL_8_ALWAYS,131,255,255,4,5,False
209,,,0,0,0,0,0,False
210,,,0,0,0,0,0,False
211,Sélectionner,OK,1,255,255,5,1,True
212,Annuler,CANCEL,2,255,255,5,1,True
213,Fermer la fenêtre,ESC,3,255,255,5,1,True
214,Commande principale,PAD_MAINMENUFOCUS,4,255,255,5,1,True
215,Commande secondaire,MENU,5,255,255,5,1,False
216,Liste des équipiers : curseur vers le haut,UP,6,255,255,5,1,False
217,Liste des équipiers : curseur vers le bas,DOWN,7,255,255,5,1,False
218,Déplacer le curseur/la cible (gauche),LEFT,8,255,255,5,1,False
219,Déplacer le curseur/la cible (droite),RIGHT,9,255,255,5,1,False
220,Naviguer entre les onglets (suivant),TAB_NEXT,10,255,255,5,1,False
221,Naviguer entre les onglets (précédent),TAB_PREV,11,255,255,5,1,False
222,Naviguer entre les barres de raccourcis (haut),HOTBAR_UP,12,255,253,5,1,False
223,Naviguer entre les barres de raccourcis (bas),HOTBAR_DOWN,13,255,253,5,1,False
224,Capture d'écran,KEY_SCREENSHOT,14,255,243,5,1,False
225,Afficher/Cacher l'interface,HIDE,15,255,255,5,1,False
226,Ouvrir la fenêtre de l'ATH,MENU_LAYOUT,16,255,255,5,1,False
227,Naviguer entre les composants ATH (suivant),PAD_HUDFOCUS,21,255,255,5,1,False
228,Naviguer entre les composants ATH (précédent),PAD_HUDFOCUS_PREV,22,255,255,5,1,False
229,Filtres des cibles,TARGET_CLICK_FILTER,23,255,255,5,1,False
230,Redimensionner la fenêtre,MENU_SCALE,24,255,255,5,1,False
231,Barre de raccourcis 1,HOTBAR_SET_1,33,255,253,5,1,False
232,Barre de raccourcis 2,HOTBAR_SET_2,34,255,253,5,1,False
233,Barre de raccourcis 3,HOTBAR_SET_3,35,255,253,5,1,False
234,Barre de raccourcis 4,HOTBAR_SET_4,36,255,253,5,1,False
235,Barre de raccourcis 5,HOTBAR_SET_5,37,255,253,5,1,False
236,Barre de raccourcis 6,HOTBAR_SET_6,38,255,253,5,1,False
237,Barre de raccourcis 7,HOTBAR_SET_7,39,255,253,5,1,False
238,Barre de raccourcis 8,HOTBAR_SET_8,40,255,253,5,1,False
239,Barre de raccourcis 9,HOTBAR_SET_9,41,255,253,5,1,False
240,Barre de raccourcis 10,HOTBAR_SET_10,42,255,253,5,1,False
241,Annuler la macro,MACRO_FORCED_OUTAGE,26,255,255,5,1,False
242,Barre des familiers,HOTBAR_SET_EX,43,255,253,5,1,False
243,Détection du curseur,MOUSE_CURSOR_SONAR,27,255,253,5,1,False
244,Activer/Désactiver le volume général,MASTER_VOLUME_MUTE,28,255,255,5,1,False
245,Touche d'usage général en mission,MENU_CONTENTS_GENERAL,30,255,255,5,1,False
246,Configuration ATH n°1,HUDLAYOUT_SET1,17,255,255,5,1,False
247,Configuration ATH n°2,HUDLAYOUT_SET2,18,255,255,5,1,False
248,Configuration ATH n°3,HUDLAYOUT_SET3,19,255,255,5,1,False
249,Configuration ATH n°4,HUDLAYOUT_SET4,20,255,255,5,1,False
250,,,0,0,0,0,0,False
251,Personnage,MENU_STATUS,1,255,255,3,0,False
252,Inventaire,MENU_BAG,6,255,255,3,0,False
253,Arsenal,MENU_ARMORY,7,255,255,3,0,False
254,Objets-clefs,MENU_EVENT_BAG,9,255,255,3,0,False
255,Cartes,MENU_MAP,11,255,255,3,0,False
256,Actions et traits,MENU_ACTION,12,255,255,3,0,False
257,Emotes,MENU_EMOTE,13,255,255,3,0,False
258,Montures,MENU_MOUNT_NOTEBOOK,14,255,255,3,0,False
259,Mascottes,MENU_MINION_NOTEBOOK,15,255,255,3,0,False
260,Profil JcJ,MENU_PVP_PROFILE,19,255,255,3,0,False
261,Réseau social,MENU_SOCIAL,21,255,255,3,0,False
262,Équipiers,MENU_PARTY_MEMBER,22,255,255,3,0,False
263,Liste d'amis,MENU_FRIEND_LIST,24,255,255,3,0,False
264,Liste noire,MENU_BLACK_LIST,26,255,255,3,0,False
265,Recherche,MENU_PC_SEARCH,30,255,255,3,0,False
266,Recherche d'équipe,MENU_LFG,32,255,255,3,0,False
267,Appel de préparation,MENU_READY_CHECK,33,255,255,3,0,False
268,Compagnie libre,MENU_FREECOM,36,255,255,3,0,False
269,Logement,MENU_HOUSING,37,255,255,3,0,False
270,Linkshells,MENU_LINKSHELL,39,255,255,3,0,False
271,Outil de mission,MENU_CONTENT,41,255,255,3,0,False
272,Calendrier,MENU_CONTENT_INFO,46,255,255,3,0,False
273,Journal,MENU_JOURNAL,47,255,255,3,0,False
274,Carnet d'artisanat,MENU_CRAFT,51,255,255,3,0,False
275,Carnet de récolte,MENU_GATHER,52,255,255,3,0,False
276,Bestiaire,MENU_MONSTER,53,255,255,3,0,False
277,Carnet de pêche,MENU_FISH,54,255,255,3,0,False
278,Nomenclature,MENU_FISH_GUIDE,55,255,255,3,0,False
279,Carnet d'objectifs,MENU_CONTENTS_NOTEBOOK,57,255,255,3,0,False
280,Carnet d'exploration,MENU_ADVENTURE_NOTEBOOK,56,255,255,3,0,False
281,Signes,MENU_MARK,59,255,255,3,0,False
282,Marques au sol,MENU_FIELD_MARK,60,255,255,3,0,False
283,Compagnon,MENU_BUDDY,63,255,255,3,0,False
284,Rapatriement,MENU_RETURN,62,255,255,3,0,False
285,Téléportation,MENU_TELEPO,64,255,255,3,0,False
286,Hauts faits,MENU_ACHIVE,65,255,255,3,0,False
287,Système,MENU_SYSTEM,66,255,253,3,0,False
288,Tutoriel,MENU_HOWTO,70,255,255,3,0,False
289,Recommandations,MENU_RECOMMEND_LIST,71,255,255,3,0,False
290,Macros,MENU_MACRO,72,255,255,3,0,False
291,Services et aide,MENU_SUPPORT,73,255,255,3,0,False
292,Configuration du personnage,MENU_CONFIG,76,255,255,3,0,False
293,Configuration système,MENU_SYSCONFIG,77,255,255,3,0,False
294,Couleurs du log,MENU_LOGCOLOR,78,255,255,3,0,False
295,Configuration des touches de la manette,MENU_PADCUSTOMIZE,79,255,255,3,0,False
296,Gold Saucer,MENU_GOLD_SAUCER,20,255,255,3,0,False
297,Vents éthérés,MENU_AETHER_CURRENT,67,255,255,3,0,False
298,Devises,MENU_CURRENCY,3,255,255,3,0,False
299,Tenues,MENU_GEAR_SET,2,255,255,3,0,False
300,,,0,0,0,0,0,False
301,Barre de raccourcis 1 - case 1,HOTBAR_1_1,1,255,253,6,4,False
302,Barre de raccourcis 1 - case 2,HOTBAR_1_2,2,255,253,6,4,False
303,Barre de raccourcis 1 - case 3,HOTBAR_1_3,3,255,253,6,4,False
304,Barre de raccourcis 1 - case 4,HOTBAR_1_4,4,255,253,6,4,False
305,Barre de raccourcis 1 - case 5,HOTBAR_1_5,5,255,253,6,4,False
306,Barre de raccourcis 1 - case 6,HOTBAR_1_6,6,255,253,6,4,False
307,Barre de raccourcis 1 - case 7,HOTBAR_1_7,7,255,253,6,4,False
308,Barre de raccourcis 1 - case 8,HOTBAR_1_8,8,255,253,6,4,False
309,Barre de raccourcis 1 - case 9,HOTBAR_1_9,9,255,253,6,4,False
310,Barre de raccourcis 1 - case 10,HOTBAR_1_0,10,255,253,6,4,False
311,Barre de raccourcis 1 - case 11,HOTBAR_1_A,11,255,253,6,4,False
312,Barre de raccourcis 1 - case 12,HOTBAR_1_B,12,255,253,6,4,False
313,Barre de raccourcis 2 - case 1,HOTBAR_2_1,13,255,253,6,4,False
314,Barre de raccourcis 2 - case 2,HOTBAR_2_2,14,255,253,6,4,False
315,Barre de raccourcis 2 - case 3,HOTBAR_2_3,15,255,253,6,4,False
316,Barre de raccourcis 2 - case 4,HOTBAR_2_4,16,255,253,6,4,False
317,Barre de raccourcis 2 - case 5,HOTBAR_2_5,17,255,253,6,4,False
318,Barre de raccourcis 2 - case 6,HOTBAR_2_6,18,255,253,6,4,False
319,Barre de raccourcis 2 - case 7,HOTBAR_2_7,19,255,253,6,4,False
320,Barre de raccourcis 2 - case 8,HOTBAR_2_8,20,255,253,6,4,False
321,Barre de raccourcis 2 - case 9,HOTBAR_2_9,21,255,253,6,4,False
322,Barre de raccourcis 2 - case 10,HOTBAR_2_0,22,255,253,6,4,False
323,Barre de raccourcis 2 - case 11,HOTBAR_2_A,23,255,253,6,4,False
324,Barre de raccourcis 2 - case 12,HOTBAR_2_B,24,255,253,6,4,False
325,Barre de raccourcis 3 - case 1,HOTBAR_3_1,25,255,253,6,4,False
326,Barre de raccourcis 3 - case 2,HOTBAR_3_2,26,255,253,6,4,False
327,Barre de raccourcis 3 - case 3,HOTBAR_3_3,27,255,253,6,4,False
328,Barre de raccourcis 3 - case 4,HOTBAR_3_4,28,255,253,6,4,False
329,Barre de raccourcis 3 - case 5,HOTBAR_3_5,29,255,253,6,4,False
330,Barre de raccourcis 3 - case 6,HOTBAR_3_6,30,255,253,6,4,False
331,Barre de raccourcis 3 - case 7,HOTBAR_3_7,31,255,253,6,4,False
332,Barre de raccourcis 3 - case 8,HOTBAR_3_8,32,255,253,6,4,False
333,Barre de raccourcis 3 - case 9,HOTBAR_3_9,33,255,253,6,4,False
334,Barre de raccourcis 3 - case 10,HOTBAR_3_0,34,255,253,6,4,False
335,Barre de raccourcis 3 - case 11,HOTBAR_3_A,35,255,253,6,4,False
336,Barre de raccourcis 3 - case 12,HOTBAR_3_B,36,255,253,6,4,False
337,Barre de raccourcis 4 - case 1,HOTBAR_4_1,37,255,253,6,4,False
338,Barre de raccourcis 4 - case 2,HOTBAR_4_2,38,255,253,6,4,False
339,Barre de raccourcis 4 - case 3,HOTBAR_4_3,39,255,253,6,4,False
340,Barre de raccourcis 4 - case 4,HOTBAR_4_4,40,255,253,6,4,False
341,Barre de raccourcis 4 - case 5,HOTBAR_4_5,41,255,253,6,4,False
342,Barre de raccourcis 4 - case 6,HOTBAR_4_6,42,255,253,6,4,False
343,Barre de raccourcis 4 - case 7,HOTBAR_4_7,43,255,253,6,4,False
344,Barre de raccourcis 4 - case 8,HOTBAR_4_8,44,255,253,6,4,False
345,Barre de raccourcis 4 - case 9,HOTBAR_4_9,45,255,253,6,4,False
346,Barre de raccourcis 4 - case 10,HOTBAR_4_0,46,255,253,6,4,False
347,Barre de raccourcis 4 - case 11,HOTBAR_4_A,47,255,253,6,4,False
348,Barre de raccourcis 4 - case 12,HOTBAR_4_B,48,255,253,6,4,False
349,Barre de raccourcis 5 - case 1,HOTBAR_5_1,49,255,253,6,4,False
350,Barre de raccourcis 5 - case 2,HOTBAR_5_2,50,255,253,6,4,False
351,Barre de raccourcis 5 - case 3,HOTBAR_5_3,51,255,253,6,4,False
352,Barre de raccourcis 5 - case 4,HOTBAR_5_4,52,255,253,6,4,False
353,Barre de raccourcis 5 - case 5,HOTBAR_5_5,53,255,253,6,4,False
354,Barre de raccourcis 5 - case 6,HOTBAR_5_6,54,255,253,6,4,False
355,Barre de raccourcis 5 - case 7,HOTBAR_5_7,55,255,253,6,4,False
356,Barre de raccourcis 5 - case 8,HOTBAR_5_8,56,255,253,6,4,False
357,Barre de raccourcis 5 - case 9,HOTBAR_5_9,57,255,253,6,4,False
358,Barre de raccourcis 5 - case 10,HOTBAR_5_0,58,255,253,6,4,False
359,Barre de raccourcis 5 - case 11,HOTBAR_5_A,59,255,253,6,4,False
360,Barre de raccourcis 5 - case 12,HOTBAR_5_B,60,255,253,6,4,False
361,Barre de raccourcis 6 - case 1,HOTBAR_6_1,61,255,253,6,4,False
362,Barre de raccourcis 6 - case 2,HOTBAR_6_2,62,255,253,6,4,False
363,Barre de raccourcis 6 - case 3,HOTBAR_6_3,63,255,253,6,4,False
364,Barre de raccourcis 6 - case 4,HOTBAR_6_4,64,255,253,6,4,False
365,Barre de raccourcis 6 - case 5,HOTBAR_6_5,65,255,253,6,4,False
366,Barre de raccourcis 6 - case 6,HOTBAR_6_6,66,255,253,6,4,False
367,Barre de raccourcis 6 - case 7,HOTBAR_6_7,67,255,253,6,4,False
368,Barre de raccourcis 6 - case 8,HOTBAR_6_8,68,255,253,6,4,False
369,Barre de raccourcis 6 - case 9,HOTBAR_6_9,69,255,253,6,4,False
370,Barre de raccourcis 6 - case 10,HOTBAR_6_0,70,255,253,6,4,False
371,Barre de raccourcis 6 - case 11,HOTBAR_6_A,71,255,253,6,4,False
372,Barre de raccourcis 6 - case 12,HOTBAR_6_B,72,255,253,6,4,False
373,Barre de raccourcis 7 - case 1,HOTBAR_7_1,73,255,253,6,4,False
374,Barre de raccourcis 7 - case 2,HOTBAR_7_2,74,255,253,6,4,False
375,Barre de raccourcis 7 - case 3,HOTBAR_7_3,75,255,253,6,4,False
376,Barre de raccourcis 7 - case 4,HOTBAR_7_4,76,255,253,6,4,False
377,Barre de raccourcis 7 - case 5,HOTBAR_7_5,77,255,253,6,4,False
378,Barre de raccourcis 7 - case 6,HOTBAR_7_6,78,255,253,6,4,False
379,Barre de raccourcis 7 - case 7,HOTBAR_7_7,79,255,253,6,4,False
380,Barre de raccourcis 7 - case 8,HOTBAR_7_8,80,255,253,6,4,False
381,Barre de raccourcis 7 - case 9,HOTBAR_7_9,81,255,253,6,4,False
382,Barre de raccourcis 7 - case 10,HOTBAR_7_0,82,255,253,6,4,False
383,Barre de raccourcis 7 - case 11,HOTBAR_7_A,83,255,253,6,4,False
384,Barre de raccourcis 7 - case 12,HOTBAR_7_B,84,255,253,6,4,False
385,Barre de raccourcis 8 - case 1,HOTBAR_8_1,85,255,253,6,4,False
386,Barre de raccourcis 8 - case 2,HOTBAR_8_2,86,255,253,6,4,False
387,Barre de raccourcis 8 - case 3,HOTBAR_8_3,87,255,253,6,4,False
388,Barre de raccourcis 8 - case 4,HOTBAR_8_4,88,255,253,6,4,False
389,Barre de raccourcis 8 - case 5,HOTBAR_8_5,89,255,253,6,4,False
390,Barre de raccourcis 8 - case 6,HOTBAR_8_6,90,255,253,6,4,False
391,Barre de raccourcis 8 - case 7,HOTBAR_8_7,91,255,253,6,4,False
392,Barre de raccourcis 8 - case 8,HOTBAR_8_8,92,255,253,6,4,False
393,Barre de raccourcis 8 - case 9,HOTBAR_8_9,93,255,253,6,4,False
394,Barre de raccourcis 8 - case 10,HOTBAR_8_0,94,255,253,6,4,False
