#,EventParameters[0].Gesture,EventParameters[0].LipSync,EventParameters[0].Facial,EventParameters[0].Shape,EventParameters[0].Turn,EventParameters[0].WidgetType,EventParameters[0].IsAutoShake,EventParameters[1].Gesture,EventParameters[1].LipSync,EventParameters[1].Facial,EventParameters[1].Shape,EventParameters[1].Turn,EventParameters[1].WidgetType,EventParameters[1].IsAutoShake,EventParameters[2].Gesture,EventParameters[2].LipSync,EventParameters[2].Facial,EventParameters[2].Shape,EventParameters[2].Turn,EventParameters[2].WidgetType,EventParameters[2].IsAutoShake,EventParameters[3].Gesture,EventParameters[3].LipSync,EventParameters[3].Facial,EventParameters[3].Shape,EventParameters[3].Turn,EventParameters[3].WidgetType,EventParameters[3].IsAutoShake,EventParameters[4].Gesture,EventParameters[4].LipSync,EventParameters[4].Facial,EventParameters[4].Shape,EventParameters[4].Turn,EventParameters[4].WidgetType,EventParameters[4].IsAutoShake,EventParameters[5].Gesture,EventParameters[5].LipSync,EventParameters[5].Facial,EventParameters[5].Shape,EventParameters[5].Turn,EventParameters[5].WidgetType,EventParameters[5].IsAutoShake,EventParameters[6].Gesture,EventParameters[6].LipSync,EventParameters[6].Facial,EventParameters[6].Shape,EventParameters[6].Turn,EventParameters[6].WidgetType,EventParameters[6].IsAutoShake,EventParameters[7].Gesture,EventParameters[7].LipSync,EventParameters[7].Facial,EventParameters[7].Shape,EventParameters[7].Turn,EventParameters[7].WidgetType,EventParameters[7].IsAutoShake,Text[0],Text[1],Text[2],Text[3],Text[4],Text[5],Text[6],Text[7]
10,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"Ah, ces fichus Gobelins ! J'vous jure... Alors que je me soulageais en vitesse contre cet arbre, ces stupides créatures en ont profité pour me voler mes mar­chan­di­ses.","Je ne suis qu'un modeste marchand ; la bagarre, c'est pas mon truc. Pourrais-je vous demander de récupérer mes biens ? Je vous récompenserai, bien entendu.","Aider le marchand à récupérer ses mar­chan­di­ses ?

*** Le niveau recommandé pour cet ALÉA est UNKNOWN.**",,Montrez-leur qu'on ne se moque pas d'un Uldien impunément !,,"Et moi qui croyais que les aventuriers étaient d'une nature généreuse, je me trompais...",
11,0,1,0,0,2,0,False,0,1,0,0,2,2,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,Mes mar­chan­di­ses étaient-elles intactes ?,,,,"Oui, mais il y en avait d'autres... Bien plus ! Je vous en supplie, retrouvez ce qui m'appartient !",,"Alors que faites-vous là !? Du nerf, bon sang ! Vous devez récupérer mes mar­chan­di­ses !",
12,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,Hâtez-vous avant que les Gobelins ne s'enfuient avec mes mar­chan­di­ses !,,,,,,,
13,0,1,0,0,2,0,False,0,1,0,0,2,2,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"Ce gros rocher que t'as là prend de la place dans ton sac. J'peux t'en débarrasser, si tu veux.",Donner le fragment de golem au prospecteur ?,,,"Parfait. N'hésite pas à revenir me voir si jamais t'en trouves d'autres, je ne compte pas bouger d'ici.",,"Tss... Quelle radine ! Et qu'est-ce que tu comptes faire de ce vieux rocher, de toute manière ? Le manger !?",
14,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,Tu vois comme les pierres des golems s'attirent entre elles ? J'suis sûr qu'elles contiennent du métal.,Trouve-moi quelques fragments et je pourrai le prouver !,,,,,,
15,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,Voilà qui devrait suffire.,,,,,,,
16,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,Mes éclaireurs n'ont pas repéré de braconniers dans les environs. Ça ira pour le moment. Je vous remercie.,,,,,,,
17,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"Un... deux... trois... J'aurais juré en avoir plus... Bon, tant pis. Je n'ai qu'à augmenter mes prix.",,,,,,,
18,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,Hé hé hé ! Je vais rapporter ces fragments dans ma cabine. Et que je ne te voie pas me suivre !,,,,,,,
19,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,Je... euh... Je peux vous demander un service ?,"Je dois participer à un exercice d'en­traî­ne­ment des recrues de l'ordre des Deux Vipères, mais mon groupe a perdu... quelques membres.",Vous voulez bien vous joindre à moi ? Ça ne prendra pas longtemps.,"Participer à l'exercice avec la recrue ?

*** Le niveau recommandé pour cet ALÉA est UNKNOWN.**",,,(soupire)... Si seulement je pouvais retrouver mon groupe...,
20,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,J'espère ne plus jamais voir de limace arboricole !,"Ces répugnantes créatures descendent des hauteurs pour dévorer toutes les fleurs, puis dis­pa­rais­sent avant qu'on ait pu leur couper la tête.","Je ne suis qu'un pauvre apiculteur, mais vous... Les limaces n'ont aucune chance contre votre ruse et vos compétences ! Qu'en dites-vous ?","Aider l'apiculteur ?

*** Le niveau recommandé pour cet ALÉA est UNKNOWN.**","Oh, vous tombez à point nommé. Regardez, les voilà !",,"Sans fleurs, comment nos abeilles vont-elles pouvoir fabriquer notre précieux miel, hein !?",
21,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,Je vous en prie ! Tuez ces limaces ! Pensez aux pauvres abeilles !,,,,,,,
22,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"Je vous en prie, aidez-moi ! Spenser, un habitué du bar, est devenu in­con­trô­la­ble.","Ce n'est pas pour rien qu'on l'appelle le “Boit-sans-soif”. Il ne sait pas s'arrêter, et il change du tout au tout quand il boit.","Ivre, il s'en prend à tous ceux qui passent par là, amis comme inconnus. Je vous en prie, maîtrisez-le !","Maîtriser Spenser ?

*** Le niveau recommandé pour cet ALÉA est UNKNOWN.**",,,Pitié ! J'ai une femme et des enfants ! Vous devez m'aider !!,
23,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,Débarrassez-nous de ce sac à vin !,,,,,,,
24,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,Entrer dans le Guêpier des Ventrerouge ?,Passer les portes ?,,,,,,
25,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,Nos éclaireurs indiquent que des marchands gobelins s'entendent avec des braconniers dans un camp non loin pour vendre des fourrures qu'ils ont volées.,"Cependant, les négociations ne semblent pas se dérouler comme prévu, les deux camps ayant commencé à en venir aux mains. C'est l'occasion de frapper un grand coup !",Acceptez-vous d'aider mon unité à tendre une embuscade aux contrebandiers Griffecoeurl ?,"Aider les vigiles sombres ?

*** Le niveau recommandé pour cet ALÉA est UNKNOWN.**",Excellent. Hâtons-nous de battre le fer tant qu'il est chaud.,,"Alors, vous laisseriez ces bandits poursuivre leur contrebande sans lever le petit doigt ? Je ne comprendrai jamais les aventuriers...",
26,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,Montrez à ces hors-la-loi qu'ils n'ont rien à faire dans notre forêt !,,,,,,,
27,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,調子にのったキキルンの闇商人どもが偽造品を売り歩いているらしい。（仮）,これ以上被害者を増やさないためにも、やつらが持っている偽造品を回収してきてくれないか？（仮）,偽造品を回収してきますか？（仮）,,よし、頼んだぞ！（仮）,,仕方ない、残念だ。（仮）,
28,0,1,0,0,2,0,False,0,1,0,0,2,2,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,やつらから偽造品を回収してきたのか？（仮）,,,,よくやった。また見つけたら持ってきてくれ。（仮）,,そうか、見つけたらすぐ持ってきてくれ。（仮）,
29,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,闇商人どもが持っている偽造品を回収してきてくれ！（仮）,,,,,,,
30,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,これだけ回収すれば、しばらくやつらの商売もあがったりだろう。（仮）,,,,,,,
31,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"Je vous en prie, aidez-moi !","Des imps amateurs de miel en ont après notre rucher. Non seulement ils volent le précieux nectar, mais en plus ils tuent les abeilles qui essaient de protéger le fruit de leur labeur.","Si on ne les arrête pas, la production future risque d'être compromise. Ce serait une catastrophe pour les habitants d... Oh, purée ! Les voilà ! Aidez-moi, je vous en supplie !","Aider l'apiculteur ?

*** Le niveau recommandé pour cet ALÉA est UNKNOWN.**",,,"Q-quoi ? Mais sans miel, nous ne pourrons plus produire d'hydromel, et je ne suis pas sûr de vouloir vivre dans un monde sans hydromel...",
32,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,Ouf... ! Les oranges ont été cueillies et sont enfin rangées dans leurs caisses. Je n'ai plus qu'à attendre que la caravane vienne les prendre...,"Le problème, c'est que je ne la vois pas venir et que j'entends déjà les rats griffer les rochers pour se frayer un chemin jusqu'ici. Ils ne mettront pas longtemps à atteindre les caisses.",Je vous en prie ! Vous voulez bien m'aider en tenant les rats à distance jusqu'à l'arrivée des chocobos ?,"Aider le fermier ?

*** Le niveau recommandé pour cet ALÉA est UNKNOWN.**",,,"Quel malheur ! Sans votre aide, cette récolte risque d'être perdue...",Les oranges ont été cueillies et sont rangées dans leurs caisses. Je n'ai plus qu'à attendre que la caravane vienne les prendre...
33,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"Ah, aventurière ! J'ai besoin de votre aide ! Des bandits qiqirns ont enlevé plusieurs habitants du Viaduc. Je crois qu'ils cherchent à les vendre aux Amalj'aa !","Si on les laisse faire, ces gens seront subjugués et perdront leur âme ! Leurs corps deviendront des coquilles vides, ne répondant qu'aux ordres du Primordial Ifrit.","Je vous en supplie, aidez-moi à libérer les villageois avant qu'on ne les mène au Cratère des tisons.","Offrir votre aide ?

*** Le niveau recommandé pour cet ALÉA est UNKNOWN.**",,,"Les lames de cuivre ne peuvent donc compter que sur elles-mêmes, alors...","Ah, aventurière ! J'ai besoin de votre aide ! Des bandits qiqirns ont enlevé plusieurs habitants du Viaduc. Je crois qu'ils cherchent à les vendre aux Amalj'aa !"
34,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,,,,,,,,
35,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"Garde à vous... ! Repos ! Jeune femme, sache qu'une manœuvre destinée à entraîner les nouveaux éléments du Maelstrom va bientôt commencer.",Son objectif est de défendre le point de contrôle contre un assaut de fausses forces impériales.,"Si tu le désires, tu peux y participer, toi aussi. Nul doute que ta présence en première ligne devrait donner l'exemple et motiver nos bleus.","Participer à l'exercice ?

*** Le niveau recommandé pour cet ALÉA est UNKNOWN.**",,,"Dans ce cas, je te prie de t'écarter. Ce n'est pas un spectacle et je ne veux pas que mes hommes soient distraits pendant la manœuvre.",
36,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"Par les douze ! Une aventurière ! Vous tombez bien, mon amie.","Vous voyez, j'm'occupe d'labourer les vergers pour que les racines respirent mieux. Mais, à chaque pas que j'fais, j'tombe sur un trou creusé par ces maudites taupes.","J'me suis d'jà blessé à la jambe gauche et j'tiens pas m'casser la droite, alors j'pensais qu'vous pourriez vous charger de ces sales bestioles pour moi. Vous en dites quoi ?","S'occuper des taupes ?

*** Le niveau recommandé pour cet ALÉA est UNKNOWN.**","Mon père avait bien raison ! On peut vraiment faire confiance aux aventuriers pour rétablir la justice en c'bas monde. Mais, assez parlé, à vous d'jouer !",,Mon père avait raison... On n'peut pas faire confiance aux aventuriers !,
37,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"Mon père m'disait qu'le meilleur endroit où frapper une taupe, c'est en plein sur leur caboche !",,,,,,,
38,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"Je vous en prie, vous devez m'aider ! Les Amalj'aa sont à mes trousses ! S'ils m'attrapent, je n'ai aucune chance !","Vous voyez, je devais m'infiltrer à Zanr'ak pour y voler leurs plans de bataille, mais j'ai été découvert et mené au Cratère des tisons pour y être subjugué. Par chance, j'ai réussi à m'échapper lorsque la calèche qui nous trans­por­tait, les autres esclaves et moi, a fait une sortie de route.","J'avais beau avoir un peu d'avance sur eux, leurs draconides de combat n'ont pas mis longtemps à retrouver ma trace et mes poursuivants ne sont plus très loin désormais. Je dois atteindre l'éthérite de Petite Ala Mhigo pour faire part de mes découvertes au commandant des sables, mais je n'y arriverai pas sans aide.","Escorter l'éclaireur jusqu'à Petite Ala Mhigo ?

*** Le niveau recommandé pour cet ALÉA est UNKNOWN.**",,,"Votre refus me condamne à mort... ou pire, à être subjugué...",
39,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"Hé, vous êtes une aventurière, vous ! Pourriez-vous m'accorder un instant ?","Les champs grouillent de callisias marines, d'horribles créatures végétales qui étouffent nos récoltes. Nous avons beau essayer de nous en débarrasser, pour chaque spécimen que nous éliminons, il y en a trois nouveaux qui ap­pa­rais­sent !",Nous vous serions re­con­nais­sants si vous pouviez nous aider à exterminer ces mauvaises plantes.,"Aider les laboureurs ?

*** Le niveau recommandé pour cet ALÉA est UNKNOWN.**",C'est vraiment gentil. Regardez ! Les voilà !,,"Toutes mes excuses, j'imagine que vous avez des affaires plus importantes à régler.",
40,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"Comme je vous l'ai dit, il y a trois nouveaux monstres pour chacun que nous tuons. Si seulement nos plantes poussaient aussi bien !",,,,,,,
41,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"Pourquoi !? Mais pourquoi, je vous le demande !",Pourquoi ces chapardeurs de galagos s'en prennent à ma farine !? Ce n'est pas comme s'ils pouvaient faire du pain ou des gâteaux au citron !,"Eh bien, ça ne les empêche pas de piller mes greniers tous les jours. Si ça continue, je n'aurai plus rien à vendre au quartier marchand et je vais faire faillite. Je vous en prie ! Pitié ! Aidez-moi à repousser ces vilains voleurs de farine !","Aider la meunière ?

*** Le niveau recommandé pour cet ALÉA est UNKNOWN.**","Mille mercis ! Je ne sais que dire pour vous remerci... Oh, par les Dieux, les voilà !",,Je vois... Peut-être y aura-t-il une âme charitable pour m'aider...,
42,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"Argh ! Maudits soient ces crapauds buffles ! Les érudits de la douane de Mealvaan disaient qu'ils nous débarrasseraient des criquets qui infestent nos champs chaque année, et ils ont donc libéré une caisse de ces créatures visqueuses dans la Basse-Noscea.","Non seulement ils n'ont pas touché aux criquets, mais ils ont commencé à se reproduire comme des lapins et, maintenant, toute la région est infestée par ces horribles batraciens.","Résultat, je passe mes journées à attraper ces crapauds pour les tuer, et comble de l'ironie, pour le compte de ces mêmes érudits qui sont à l'origine du problème ! Il y a sûrement pire, mais je me sens un peu abandonné quelquefois. Vous ne voudriez pas me donner un coup de main ?",Merci beaucoup. Je vais monter la garde ici pour qu'on ne nous dérange pas. Occupez-vous des crapauds !,"Ne me dites pas que vous avez une sainte horreur de ces bestioles poisseuses, quand même... ?",,,
43,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"Argh ! Maudits soient ces crapauds buffles ! Les érudits de la douane de Mealvaan disaient qu'ils nous débarrasseraient des criquets qui infestent nos champs chaque année, et ils ont donc libéré une caisse de ces créatures visqueuses dans la Basse-Noscea.","Résultat, maintenant, toute la région est infestée par ces horribles batraciens, et je passe mes journées à les attraper pour les tuer ! Il y a sûrement pire, mais je me sens un peu abandonné quelquefois. Vous ne voudriez pas me donner un coup de main ?","Attraper des crapauds pour les éventrer ?

*** Le niveau recommandé pour cet ALÉA est UNKNOWN.**",,Merci beaucoup. Je vais monter la garde ici pour qu'on ne nous dérange pas. Occupez-vous des crapauds !,,"Alors, laissez-moi tranquille. J'ai des crapauds à éventrer.",
44,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,"Zut, ces fichus yarzons sont encore là... Ils cherchent toujours à faire leurs nids sur nos mâts de battage.","Avec ça, le travail n'avance pas ! Vous pourriez nous débarrasser d'eux ?","Éliminer les Yarzons gênants ?

*** Le niveau recommandé pour cet ALÉA est UNKNOWN.**",,"Merci, ça nous rend service. Ils se rassemblent près de cet arbre. Il faut les arrêter avant qu'ils n'arrivent au mât !",,"Je vois, je vais chercher quelqu'un d'autre...",
45,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,3,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,0,1,0,0,2,0,False,Des noyaux... Il me faut des noyaux d'élémentaire de terre...,"Ils permettent de durcir la terre... Pour que les machines ne s'enfoncent pas... Tu n'en aurais pas, par hasard ?","Récupérer des noyaux pour les ouvriers ?

*** Le niveau recommandé pour cet ALÉA est UNKNOWN.**",,"Les noyaux, tu peux les obtenir en tuant des élémentaires... ou en les ramassant... Moi, du moment que tu m'en rapportes...",,"Tu t'en contrefiches, en fait...",
