#,Text,Unknown6,BalloonTime,Unknown0,Unknown7,Unknown8,OutputType,Unknown_70,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,IsBalloonSlow,BattleTalkTime
43,Pourrrquoi me défies-tu ?,0,5,0,0,0,2,0,1,25,False,False,False,False,False
44,Oh ! Quelle imperrrtinence !,0,5,0,0,0,2,0,1,25,False,False,False,False,False
45,Danse pour ton rrroi !,0,3,0,0,0,2,0,1,25,False,False,False,False,False
46,C'est ça que tu cherches !?,0,3,0,0,0,2,0,1,25,False,False,False,False,False
47,Alorrrs ! Tu fatigues ?,0,3,0,0,0,2,0,1,25,False,False,False,False,False
48,"Alors, ça... Hic ! ça complote dans mon dos !?",0,5,0,0,0,2,0,1,25,False,False,False,False,False
49,J... J'me vengerai ! F-foi de Spenser ! Hic !,0,5,0,0,0,2,0,1,25,False,False,False,False,False
50,Mouah ha ha ! Au suivant !,0,5,0,0,0,2,0,1,25,False,False,False,False,False
51,Je voulais juste boire mon hydromel tran­quil­le­ment...,0,5,0,0,0,2,0,1,25,False,False,False,False,False
52,"Quand on m'cherche, hic ! on m'trouve !",0,3,0,0,0,2,0,1,25,False,False,False,False,False
53,Sale fiente de goobbue !,0,3,0,0,0,2,0,1,25,False,False,False,False,False
54,Je suis prêt !,0,5,0,0,0,2,0,1,25,False,False,False,False,False
55,À l'attaque !,0,5,0,0,0,2,0,1,25,False,False,False,False,False
56,Vous allez souffrir !,0,5,0,0,0,2,0,1,25,False,False,False,False,False
57,Je n'ai pas dit mon dernier mot !,0,5,0,0,0,2,0,1,25,False,False,False,False,False
58,Les vigiles sombres cherchent des volontaires !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
59,Vous repartirez pas en un seul morceau !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
60,Montre-moi de quoi tu es capable !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
61,"Ça suffit ! Beau travail, aujourd'hui.",0,5,0,0,0,3,0,1,25,False,False,False,False,False
62,Par tous les dieux ! Ils sont trop nombreux !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
63,"Fichus braconniers, vous allez payer pour vos crimes !",0,5,0,0,0,3,0,1,25,False,False,False,False,False
64,La Cité en serait-elle réduite à envoyer des aventuriers faire son sale boulot ?,0,5,0,0,0,3,0,1,25,False,False,False,False,False
65,Soyez maudits ! La forêt n'est pas à vous !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
66,Hé ! On s'approche pas des affaires des Gobelins !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
67,Nos petits sacs sont remplis !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
68,Bien remplis !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
69,Remplis d'explosifs !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
70,Non ! Pas toucher au joli château gobelin !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
71,"Demi-tour, les aventuriers ! Ou sinon... boum !",0,5,0,0,0,3,0,1,25,False,False,False,False,False
72,Boum ! Boum ! Et reboum !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
73,Boum boum ! On va vous envoyer une boulette !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
74,Boum ! Boum ! Six fulms sous terre !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
75,Oh non ! Notre joli château gobelin tombe !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
76,Non ! Encore un château gobelin par terre !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
77,Vilains aventuriers veulent casser nos châteaux !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
78,Frères Gobelins ! Plus d'explosions ! Plus d'étincelles !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
79,Oh ! J'ai mal ! Et si on faisait affaire ? Non ?,0,5,0,0,0,3,0,1,25,False,False,False,False,False
80,"Ça va péter en mille morceaux, boum !",0,3,0,0,0,3,0,1,25,False,False,False,False,False
81,Boum ! J'aime quand ça fait boum !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
82,C'est l'heure de sauter ! Boum boum !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
83,"Amies créatures ! Venez, par ici !",0,5,0,0,0,3,0,1,25,False,False,False,False,False
84,La fureur m'emplit...,0,5,0,0,0,3,0,1,25,False,False,False,False,False
85,La lassitude aussi...,0,5,0,0,0,3,0,1,25,False,False,False,False,False
86,Je ne souffrirai plus jamais ainsi !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
87,Votre Majesté !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
88,J'vais t'exploser la face !,0,3,0,0,0,2,0,1,25,False,False,False,False,False
89,Ha ha ha ! Prends ça dans tes dents !,0,3,0,0,0,2,0,1,25,False,False,False,False,False
90,Merci ! Merci mille fois !,0,3,0,0,0,2,0,1,25,False,False,False,False,False
91,Merci infiniment !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
92,Au secours !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
93,L'Ordre n'a pas besoin de chiffes molles !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
94,"Oh, bon sang ! Le voilà !!",0,3,0,0,0,3,0,1,25,False,False,False,False,False
95,Il est temps d'inspecter les récoltes...,0,5,0,0,0,3,0,1,25,False,False,False,False,False
96,Les coccinelles ! Elles s'en prennent aux abeilles !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
97,À l'aide ! Ces pauvres abeilles n'ont aucune chance !,0,5,0,0,0,2,0,1,25,False,False,False,False,False
98,"Les récoltes seront bonnes, cette année. Je le sens ! Merci beaucoup !",0,5,0,0,0,3,0,1,25,False,False,False,False,False
99,Et une autre récolte de perdue...,0,5,0,0,0,3,0,1,25,False,False,False,False,False
100,0,0,5,0,0,0,3,0,1,25,False,False,False,False,False
101,0,0,5,0,0,0,3,0,1,25,False,False,False,False,False
102,0,0,5,0,0,0,3,0,1,25,False,False,False,False,False
103,0,0,3,0,0,0,2,0,1,25,False,False,False,False,False
104,0,0,3,0,0,0,2,0,1,25,False,False,False,False,False
105,0,0,3,0,0,0,2,0,1,25,False,False,False,False,False
106,0,0,3,0,0,0,2,0,1,25,False,False,False,False,False
107,Au secours ! Laissez-moi !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
108,"Je vous dois un grand merci,
vous m'avez sauvé la vie.",0,5,0,0,0,3,0,1,25,False,False,False,False,False
109,Hmm... Je sens une drôle de présence...,0,5,0,0,0,3,0,1,25,False,False,False,False,False
110,"Tiens ! Mange ça, charogne !",0,5,0,0,0,3,0,1,25,False,False,False,False,False
111,Tu commences sé­rieu­se­ment à m'énerver !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
112,Fous-moi la paix !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
113,Retourne jouer dans ton bac à sable !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
114,Misérable vermine !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
115,On nous cherchait ?,0,3,0,0,0,2,0,1,25,False,False,False,False,False
116,On nous a suivis ?,0,3,0,0,0,2,0,1,25,False,False,False,False,False
117,J'me sens louuurde ! Fais quelque chose !,0,3,0,0,0,2,0,1,25,False,False,False,False,False
118,"Zut, c'est pas le moment !",0,3,0,0,0,2,0,1,25,False,False,False,False,False
119,Ils sont trop rapides ! Je ne pourrai pas les semer !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
120,Je pense qu'on les a semés.,0,5,0,0,0,3,0,1,25,False,False,False,False,False
121,Ul'dah vous doit une fière chandelle.,0,5,0,0,0,3,0,1,25,False,False,False,False,False
122,Grwooooooooh...,0,3,0,0,0,2,0,1,25,False,False,False,False,False
123,Grwoooh...,0,3,0,0,0,2,0,1,25,False,False,False,False,False
124,Des moutons ! Ils sont si nombreux !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
125,Tuez ces bêtes enragées avant qu'elles n'atteignent la porte !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
126,Rien à signaler pour le moment.,0,5,0,0,0,3,0,1,25,False,False,False,False,False
127,"Si les Amalj'aa sont déjà là, c'est ici qu'ils vont nous tendre une embuscade.",0,5,0,0,0,3,0,1,25,False,False,False,False,False
128,"Petite Ala Mhigo est proche, mais pas suf­fi­sam­ment. On se remue !",0,5,0,0,0,3,0,1,25,False,False,False,False,False
129,On nous a repérés !,0,10,0,0,0,3,0,1,25,False,False,False,False,False
130,Comment as-tu trouvé cet endroit ?,0,5,0,0,0,2,0,1,25,False,False,False,False,False
131,Comment oses-tu ! Mes hommes de main !,0,4,0,0,0,2,0,1,25,False,False,False,False,False
132,"Viens, que j'te tranche la gorge !",0,4,0,0,0,2,0,1,25,False,False,False,False,False
133,"En temps normal, j'suis plus fort que ça !",0,4,0,0,0,2,0,1,25,False,False,False,False,False
134,J'viens de me rappeler que j'avais un rendez-vous !,0,6,0,0,0,2,0,1,25,False,False,False,False,False
135,T'en veux encore ? J'avais affûté ma lame pour l'occasion.,0,4,0,0,0,2,0,1,25,False,False,False,False,False
136,Dévorez-les vivants !,0,2,0,0,0,2,0,1,25,False,False,False,False,False
137,Et... et si on négociait un coup ?,0,4,0,0,0,2,0,1,25,False,False,False,False,False
138,"Ouh, l'patron va pas aimer ça du tout...",0,6,0,0,0,2,0,1,25,False,False,False,False,False
139,Personne ne passe !,0,4,0,0,0,2,0,1,25,False,False,False,False,False
140,À mort !,0,4,0,0,0,2,0,1,25,False,False,False,False,False
141,Prenez les femmes vivantes !,0,4,0,0,0,2,0,1,25,False,False,False,False,False
142,Tu vas rejoindre les abysses !,0,4,0,0,0,2,0,1,25,False,False,False,False,False
143,"Pshhh... Gentils aventuriers ! Les Gobelins ont besoin d'aide, vite !",0,5,0,0,0,2,0,1,25,False,False,False,False,False
144,Douleur tout autour... du sang et de la bile !,0,4,0,0,0,2,0,1,25,False,False,False,False,False
145,À l'aide ! À l'aide !,0,4,0,0,0,2,0,1,25,False,False,False,False,False
146,Les aventuriers doivent aider le Gobelin !,0,4,0,0,0,2,0,1,25,False,False,False,False,False
147,Pshhh... Les aventuriers ont sauvé le Gobelin avec courage !,0,6,0,0,0,2,0,1,25,False,False,False,False,False
148,Merci infiniment ! Merci infiniment !,0,6,0,0,0,2,0,1,25,False,False,False,False,False
149,"Gentils aventuriers, ils acceptent les cadeaux du Gobelin !",0,6,0,0,0,2,0,1,25,False,False,False,False,False
150,Plus vite ! Plus vite vite !,0,6,0,0,0,3,0,1,25,False,False,False,False,False
151,Pshhh... Brayflox s'occupe de faire boum boum !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
152,Pshhh... Les Gobelins sont de grands guerriers !,0,4,0,0,0,3,0,1,25,False,False,False,False,False
153,Ouf ! Brayflox va beaucoup mieux !,0,4,0,0,0,2,0,1,25,False,False,False,False,False
154,Les poings de Brayflox sont surpuissants !,0,6,0,0,0,2,0,1,25,False,False,False,False,False
155,Boum boum ! Brayflox va envoyer une grosse bombe !,0,3,0,0,0,2,0,1,25,False,False,False,False,False
156,Pourquoi pas boum !?,0,2,0,0,0,3,0,1,25,False,False,False,False,False
157,Hop-là ! Brayflox a un cadeau pour les gentils aventuriers !,0,5,0,0,0,2,0,1,25,False,False,False,False,False
158,La victoire pour Brayflox !,0,8,0,0,0,2,0,1,25,False,False,False,False,False
159,Pshhh... Brayflox est là pour aider les gentils aventuriers !,0,6,0,0,0,2,0,1,25,False,False,False,False,False
160,Pshhh... Le méchant dragon a compris que les Gobelins sont plus forts !,0,6,0,0,0,2,0,1,25,False,False,False,False,False
161,Pshhh... Brayflox est l'héroïne d'une nouvelle légende !,0,6,0,0,0,2,0,1,25,False,False,False,False,False
162,Ô grande Brayflox !,0,10,0,0,0,2,0,1,25,False,False,False,False,False
163,Ô puissante Brayflox !,0,10,0,0,0,2,0,1,25,False,False,False,False,False
164,Pshhh... Brayflox est flattée... mais Brayflox n'a rien fait...,0,30,0,0,0,2,0,1,25,False,False,False,False,False
165,À l'aide ! Je vous en supplie ! Des chacals sont à mes trousses !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
166,Arrière !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
167,"Je vous jure, j'ai très mauvais goût !",0,5,0,0,0,3,0,1,25,False,False,False,False,False
168,C'était une blague ! Je ne voulais faire de mal à personne !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
169,Je suis... en vie ! Bénis soient les Douze !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
170,"Par les Douze, quelle est cette chose !?",0,3,0,0,0,2,0,1,25,False,False,False,False,False
171,C'est bourré de pugils ! Seul un fou viendrait pêcher ici !,0,3,0,0,0,2,0,1,25,False,False,False,False,False
172,Vous entendez ?,0,5,0,0,0,3,0,1,25,False,False,False,False,False
173,Il me faut à boire...,0,5,0,0,0,3,0,1,25,False,False,False,False,False
174,Pour l'Amirale !,0,5,0,0,0,2,0,1,25,False,False,False,False,False
175,"Secouez-vous, soldats !",0,5,0,0,0,3,0,1,25,False,False,False,False,False
176,"Ce ne sont que des chacals, bon sang !",0,5,0,0,0,3,0,1,25,False,False,False,False,False
177,"Je dois vraiment tout faire moi-même, ici...",0,5,0,0,0,2,0,1,25,False,False,False,False,False
178,Tu n'en as pas eu assez !?,0,5,0,0,0,2,0,1,25,False,False,False,False,False
179,"Serre les dents ! T'es un soldat, maintenant !",0,5,0,0,0,2,0,1,25,False,False,False,False,False
180,Quelque chose ne tourne pas rond... je le sens...,0,5,0,0,0,3,0,1,25,False,False,False,False,False
181,Une autre victoire pour l'Amirale !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
182,Une honte ! Tous autant que vous êtes !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
183,J'imagine qu'il est temps de faire ma ronde.,0,5,0,0,0,3,0,1,25,False,False,False,False,False
184,J'ai un mauvais pres­sen­ti­ment.,0,5,0,0,0,3,0,1,25,False,False,False,False,False
185,Bon sang ! Pas encore !?,0,5,0,0,0,3,0,1,25,False,False,False,False,False
186,"Si je vois une autre chauve-souris cavernicole, je vais craquer.",0,5,0,0,0,3,0,1,25,False,False,False,False,False
187,"T'approche pas de mon stock, espèce de rat volant !",0,5,0,0,0,3,0,1,25,False,False,False,False,False
188,Mes dodos ! Sauvez mes pauvres dodos !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
189,Il faut arrêter ces chauves-souris ! Leur morsure rend fou !,0,5,0,0,0,2,0,1,25,False,False,False,False,False
190,"Aujourd'hui, c'est le grand jour ! La fille du meunier sera enfin mienne !",0,3,0,0,0,3,0,1,25,False,False,False,False,False
191,Il en met du temps...,0,3,0,0,0,3,0,1,25,False,False,False,False,False
192,"Nombreux sont ceux qui ont voulu cueillir cette douce fleur, mais elle ne se laisse pas séduire si facilement.",0,3,0,0,0,3,0,1,25,False,False,False,False,False
193,"Mais aujourd'hui, je la demande en mariage ! Et un jour elle sera mienne, oh oui, elle sera mienne !",0,3,0,0,0,3,0,1,25,False,False,False,False,False
194,"Ah, Madame. Me pardonnerez-vous mon retard ?",0,3,0,0,0,3,0,1,25,False,False,False,False,False
195,"J'avais si peur ici, toute seule... Vous en avez mis du temps !",0,1,0,0,0,3,0,1,25,False,False,False,False,False
196,Pourquoi désiriez-vous que nous nous retrouvions aussi loin de la ville ?,0,2,0,0,0,3,0,1,25,False,False,False,False,False
197,"Ah, oui, je vais vous expliquer, mon amour...",0,2,0,0,0,3,0,1,25,False,False,False,False,False
198,Oui ?,0,1,0,0,0,3,0,1,25,False,False,False,False,False
199,Vous si belle ! Est-ce que vous voudriez bien m'é-m'é-m'é... Ah !,0,2,0,0,0,3,0,1,25,False,False,False,False,False
200,Qu'est-ce que c'est que ça !?,0,1,0,0,0,3,0,1,25,False,False,False,False,False
201,Un m-m-monstre ! À l'aide !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
202,Vous aider !? M-m-mais je ne !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
203,Faites quelque chose ! N'importe quoi !,0,5,0,0,0,2,0,1,25,False,False,False,False,False
204,"C'est de votre faute si nous sommes ici, après tout !",0,5,0,0,0,2,0,1,25,False,False,False,False,False
205,Je rentre chez moi.,0,2,0,0,0,3,0,1,25,False,False,False,False,False
206,A-attendez !,0,2,0,0,0,3,0,1,25,False,False,False,False,False
207,"Pas la peine de me recontacter, espèce de pleutre !",0,2,0,0,0,3,0,1,25,False,False,False,False,False
208,"M-mais, je n'ai même pas eu le temps de vous...",0,2,0,0,0,3,0,1,25,False,False,False,False,False
209,Peuh !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
210,Elle a peut-être une sœur...,0,3,0,0,0,3,0,1,25,False,False,False,False,False
211,Vous avez entendu ?,0,3,0,0,0,3,0,1,25,False,False,False,False,False
212,"Hahaha ! Et voilà, c'est à moi !",0,3,0,0,0,3,0,1,25,False,False,False,False,False
213,Des flibustiers ! Ne les laissez pas s'approcher !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
214,"Je fais quoi, à votre avis, là ?",0,3,0,0,0,3,0,1,25,False,False,False,False,False
215,Attrapez-les ! Tout ce que vous tuerez sera à vous !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
216,Ça recommence !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
217,Calmez-vous avant que je vous fasse taire !,0,5,0,0,0,2,0,1,25,False,False,False,False,False
218,Je vous demande de vous arrêter !,0,5,0,0,0,2,0,1,25,False,False,False,False,False
219,"Je vais te montrer ce qu'on fait des clandestins, par ici.",0,5,0,0,0,2,0,1,25,False,False,False,False,False
220,"Allez, bouge de là !",0,5,0,0,0,2,0,1,25,False,False,False,False,False
221,"J'ai payé la traversée, promis. Vous avez une preuve du contraire ?",0,5,0,0,0,2,0,1,25,False,False,False,False,False
222,J'suis pas un clandestin !,0,5,0,0,0,2,0,1,25,False,False,False,False,False
223,Tu l'auras cherché !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
224,J'ai besoin d'un coup de main.,0,5,0,0,0,3,0,1,25,False,False,False,False,False
225,"Alors, on cherche la bagarre ?",0,5,0,0,0,3,0,1,25,False,False,False,False,False
226,On est calmé ?,0,5,0,0,0,3,0,1,25,False,False,False,False,False
227,Que le puissant serpent vous emporte dans les abysses !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
228,"Alors, on est prêt à parler ?",0,5,0,0,0,3,0,1,25,False,False,False,False,False
229,J'ai rien à dire aux personnes de votre espèce.,0,5,0,0,0,3,0,1,25,False,False,False,False,False
230,"Alors, au trou ! Saisissez les fers !",0,5,0,0,0,3,0,1,25,False,False,False,False,False
231,Tout mais pas ça ! J'vous dirai tout ce que vous voulez savoir !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
232,Malédiction !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
233,"Ciao, les abeilles !",0,5,0,0,0,3,0,1,25,False,False,False,False,False
234,"On se retrouvera, sale voleur !",0,5,0,0,0,3,0,1,25,False,False,False,False,False
235,C'est pas pour rien qu'on m'appelle Ahctstymm le clandestin !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
236,T'as osé boire mon ale !?,0,3,0,0,0,2,0,1,25,False,False,False,False,False
237,Dégage ! J'bois c'que j'veux.,0,3,0,0,0,2,0,1,25,False,False,False,False,False
238,"J'vais t'refaire une bouche, qu'tu boives toute l'ale que tu voudras !",0,3,0,0,0,2,0,1,25,False,False,False,False,False
239,J'vais t'refaire le portrait !,0,3,0,0,0,2,0,1,25,False,False,False,False,False
240,"Pas touche, les abeilles !",0,5,0,0,0,2,0,1,25,False,False,False,False,False
241,Tuez-les jusqu'au dernier !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
242,Maudit orobon !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
243,Coblyns droit devant !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
244,Ne laissez pas ces fourmis dévorer un autre enfant !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
245,Il faut acheminer le minerai !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
246,Ces maudits bouquetins détruisent le désert !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
247,Les hommes-lézards marchent vers l'ouest ! Nous devons les intercepter !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
248,Des unités amalj'aa ! Tous à vos postes !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
249,Ces maudits imps préparent un sale coup !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
250,Les Amalj'aa sont tout près ! Interceptez-les !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
251,Que font ces créatures de Sombrelinceul ici !?,0,3,0,0,0,3,0,1,25,False,False,False,False,False
252,J'avais dit à ces maudits Mhigois de recouvrir les trous qui leur servent de latrines !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
253,On raconte que les morts se réveillent chaque nuit pour emporter les âmes des vivants.,0,3,0,0,0,3,0,1,25,False,False,False,False,False
254,L-les âmes des v-v-vivants ?,0,3,0,0,0,3,0,1,25,False,False,False,False,False
255,On dirait que tu crois ces sornettes !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
256,Si j'y crois ? Non... C'est juste que...,0,3,0,0,0,3,0,1,25,False,False,False,False,False
257,Ah ! Quelle poule mouillée !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
258,"Ta mère ne te l'a jamais dit ! Les fantômes, ça existe pas !",0,3,0,0,0,3,0,1,25,False,False,False,False,False
259,"M-m-mais, c'était quoi, ça, alors ?",0,3,0,0,0,3,0,1,25,False,False,False,False,False
260,S-s-sûrement une luciole.,0,3,0,0,0,3,0,1,25,False,False,False,False,False
261,Ça avait l'air plus g-g-gros qu'une l-l-luciole...,0,3,0,0,0,3,0,1,25,False,False,False,False,False
262,C'était peut-être un navire... ou un phare... ou... euh...,0,3,0,0,0,3,0,1,25,False,False,False,False,False
263,UN FANTÔME !!!,0,3,0,0,0,3,0,1,25,False,False,False,False,False
264,Maman ! À l'aide !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
265,Attends ! M-m-me laisse pas ici !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
266,"P-p-pitié, ne prends pas mon âme !",0,5,0,0,0,2,0,1,25,False,False,False,False,False
267,D-d-disparais !,0,5,0,0,0,2,0,1,25,False,False,False,False,False
268,"Ça alors, ça a marché !",0,5,0,0,0,3,0,1,25,False,False,False,False,False
269,Ou pas ! Aaaaaahhh !,0,5,0,0,0,3,0,1,25,False,False,False,False,False
270,Ce sont les rats... je les entends couiner...,0,3,0,0,0,3,0,1,25,False,False,False,False,False
271,Tous ceux qui le désirent peuvent participer à l'exercice.,0,3,0,0,0,3,0,1,25,False,False,False,False,False
272,Si seulement on m'aidait...,0,3,0,0,0,3,0,1,25,False,False,False,False,False
273,"Ça grouille de yarzons, par ici.",0,3,0,0,0,3,0,1,25,False,False,False,False,False
274,Les Gobelins vont sûrement rappliquer !,0,3,0,0,0,3,0,1,25,False,False,False,False,False
275,Besoin... noyaux...,0,3,0,0,0,3,0,1,25,False,False,False,False,False
276,Je veux qu'ils meurent... tous...,0,3,0,0,0,3,0,1,25,False,False,False,False,False
277,Mon rendez-vous ! Qu'est-ce que je vais bien pouvoir lui raconter !?,0,3,0,0,0,3,0,1,25,False,False,False,False,False
278,Mais comment vais-je pouvoir aller là-bas ?,0,3,0,0,0,3,0,1,25,False,False,False,False,False
279,"Une bonne raclée, voilà ce dont ces recrues ont besoin.",0,3,0,0,0,3,0,1,25,False,False,False,False,False
280,"Aah, les Lalafelles me font craquer !",0,3,0,0,0,3,0,1,25,False,False,False,False,False
281,"Bof, je préfère les Miqo'tes...",0,3,0,0,0,3,0,1,25,False,False,False,False,False
