#,Name,Description,QuestRequirement,CRP,BSM,ARM,GSM,LTW,WVR,ALC,CUL,AnimationStart,AnimationEnd,Icon,RequiredStatus,ClassJobCategory,ClassJobLevel,Cost,ClassJob,Specialist
100014,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100015,Travail de base,"Fait progresser la synthèse au détriment de la solidité.
Efficacité : 120
Taux de réussite : 100%",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1551,0,10,1,0,9,False
100016,Ouvrage de base,"Augmente la qualité au détriment de la solidité.
Efficacité : 100
Taux de réussite : 100%",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1552,0,10,5,18,9,False
100017,Réparation de maître,Restaure 30 points de solidité.,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,10,7,88,9,False
100018,Ouvrage standard,"Augmente la qualité au détriment de la solidité.
Efficacité : 125
Taux de réussite : 100%
**Combo :** Ouvrage de base
**Bonus du combo :** coût réduit à 18 PS.",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1566,0,10,18,32,9,False
100019,Réparation de maître II,Restaure 60 points de solidité.,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,786,0,0,1,0,-1,False
100020,Marque du feu,"Fait progresser la synthèse au détriment de la solidité.
L'efficacité est doublée si l'élément de la recette est le feu.
Efficacité : 100 (200)
Taux de réussite : 90%",0,100020,0,0,0,0,0,0,0,239,246,786,0,0,1,0,-1,False
100021,Travail standard,"Fait progresser la synthèse au détriment de la solidité.
Efficacité : 150
Taux de réussite : 90%",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,786,0,0,1,0,-1,False
100022,Ouvrage avancé,"Augmente la qualité au détriment de la solidité.
Efficacité : 150
Taux de réussite : 90%",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,786,0,0,1,0,-1,False
100023,Observation,Observe sans rien faire pendant un tour.,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,10,13,7,9,False
100024,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100025,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100026,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100027,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100028,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100029,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100030,Travail de base,"Fait progresser la synthèse au détriment de la solidité.
Efficacité : 120
Taux de réussite : 100%",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1601,0,11,1,0,10,False
100031,Ouvrage de base,"Augmente la qualité au détriment de la solidité.
Efficacité : 100
Taux de réussite : 100%",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1602,0,11,5,18,10,False
100032,Réparation de maître,Restaure 30 points de solidité.,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,11,7,88,10,False
100033,Travail rapide,"Fait progresser la synthèse au détriment de la solidité.
Efficacité : 250
Taux de réussite : 50%",0,100033,100033,100033,100033,100033,100033,100033,100033,241,248,786,0,0,1,0,-1,False
100034,Ouvrage standard,"Augmente la qualité au détriment de la solidité.
Efficacité : 125
Taux de réussite : 100%
**Combo :** Ouvrage de base
**Bonus du combo :** coût réduit à 18 PS.",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1616,0,11,18,32,10,False
100035,Réparation de maître II,Restaure 60 points de solidité.,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,786,0,0,1,0,-1,False
100036,Marque de la glace,"Fait progresser la synthèse au détriment de la solidité.
L'efficacité est doublée si l'élément de la recette est la glace.
Efficacité : 100 (200)
Taux de réussite : 90%",0,100036,0,0,0,0,0,0,0,239,246,786,0,0,1,0,-1,False
100037,Travail standard,"Fait progresser la synthèse au détriment de la solidité.
Efficacité : 150
Taux de réussite : 90%",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,786,0,0,1,0,-1,False
100038,Ouvrage avancé,"Augmente la qualité au détriment de la solidité.
Efficacité : 150
Taux de réussite : 90%",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,786,0,0,1,0,-1,False
100039,Pièce par pièce,"Fait progresser la synthèse d'un tiers du total restant au détriment de la solidité (maximum : 1000).
Taux de réussite : 90%",0,100039,100039,100039,100039,100039,100039,100039,100039,239,246,786,0,0,1,0,-1,False
100040,Observation,Observe sans rien faire pendant un tour.,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,11,13,7,10,False
100041,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100042,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100043,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100044,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100045,Travail de base,"Fait progresser la synthèse au détriment de la solidité.
Efficacité : 120
Taux de réussite : 100%",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1701,0,13,1,0,12,False
100046,Ouvrage de base,"Augmente la qualité au détriment de la solidité.
Efficacité : 100
Taux de réussite : 100%",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1702,0,13,5,18,12,False
100047,Réparation de maître,Restaure 30 points de solidité.,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,13,7,88,12,False
100048,Ouvrage standard,"Augmente la qualité au détriment de la solidité.
Efficacité : 125
Taux de réussite : 100%
**Combo :** Ouvrage de base
**Bonus du combo :** coût réduit à 18 PS.",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1716,0,13,18,32,12,False
100049,Réparation de maître II,Restaure 60 points de solidité.,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,786,0,0,1,0,-1,False
100050,Marque de la terre,"Fait progresser la synthèse au détriment de la solidité.
L'efficacité est doublée si l'élément de la recette est la terre.
Efficacité : 100 (200)
Taux de réussite : 90%",0,100050,0,0,0,0,0,0,0,239,246,786,0,0,1,0,-1,False
100051,Travail standard,"Fait progresser la synthèse au détriment de la solidité.
Efficacité : 150
Taux de réussite : 90%",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,786,0,0,1,0,-1,False
100052,Ouvrage avancé,"Augmente la qualité au détriment de la solidité.
Efficacité : 150
Taux de réussite : 90%",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,786,0,0,1,0,-1,False
100053,Observation,Observe sans rien faire pendant un tour.,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,13,13,7,12,False
100054,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100055,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100056,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100057,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100058,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100059,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100060,Travail de base,"Fait progresser la synthèse au détriment de la solidité.
Efficacité : 120
Taux de réussite : 100%",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1751,0,14,1,0,13,False
100061,Ouvrage de base,"Augmente la qualité au détriment de la solidité.
Efficacité : 100
Taux de réussite : 100%",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1752,0,14,5,18,13,False
100062,Réparation de maître,Restaure 30 points de solidité.,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,14,7,88,13,False
100063,Travail prudent,"Fait progresser la synthèse au détriment de la solidité.
Efficacité : 90
Taux de réussite : 100%",0,100063,100063,100063,100063,100063,100063,100063,100063,240,247,786,0,0,1,0,-1,False
100064,Ouvrage standard,"Augmente la qualité au détriment de la solidité.
Efficacité : 125
Taux de réussite : 100%
**Combo :** Ouvrage de base
**Bonus du combo :** coût réduit à 18 PS.",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1765,0,14,18,32,13,False
100065,Réparation de maître II,Restaure 60 points de solidité.,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,786,0,0,1,0,-1,False
100066,Marque de la foudre,"Fait progresser la synthèse au détriment de la solidité.
L'efficacité est doublée si l'élément de la recette est la foudre.
Efficacité : 100 (200)
Taux de réussite : 90%",0,100066,0,0,0,0,0,0,0,239,246,786,0,0,1,0,-1,False
100067,Travail standard,"Fait progresser la synthèse au détriment de la solidité.
Efficacité : 150
Taux de réussite : 90%",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,786,0,0,1,0,-1,False
100068,Ouvrage avancé,"Augmente la qualité au détriment de la solidité.
Efficacité : 150
Taux de réussite : 90%",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,786,0,0,1,0,-1,False
100069,Travail prudent II,"Fait progresser la synthèse au détriment de la solidité.
Efficacité : 120
Taux de réussite : 100%",0,100069,100069,100069,100069,100069,100069,100069,100069,240,247,786,0,0,1,0,-1,False
100070,Observation,Observe sans rien faire pendant un tour.,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,14,13,7,13,False
100071,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100072,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100073,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100074,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100075,Travail de base,"Fait progresser la synthèse au détriment de la solidité.
Efficacité : 120
Taux de réussite : 100%",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1651,0,12,1,0,11,False
100076,Ouvrage de base,"Augmente la qualité au détriment de la solidité.
Efficacité : 100
Taux de réussite : 100%",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1652,0,12,5,18,11,False
100077,Réparation de maître,Restaure 30 points de solidité.,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,12,7,88,11,False
100078,Ouvrage standard,"Augmente la qualité au détriment de la solidité.
Efficacité : 125
Taux de réussite : 100%
**Combo :** Ouvrage de base
**Bonus du combo :** coût réduit à 18 PS.",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1665,0,12,18,32,11,False
100079,Réparation de maître II,Restaure 60 points de solidité.,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,786,0,0,1,0,-1,False
100080,Travail standard,"Fait progresser la synthèse au détriment de la solidité.
Efficacité : 150
Taux de réussite : 90%",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,786,0,0,1,0,-1,False
100081,Ouvrage avancé,"Augmente la qualité au détriment de la solidité.
Efficacité : 150
Taux de réussite : 90%",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,786,0,0,1,0,-1,False
100082,Observation,Observe sans rien faire pendant un tour.,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,12,13,7,11,False
100083,Travail sérieux,"Fait progresser la synthèse de 40 au détriment de la solidité.
Taux de réussite : 90%",0,100083,100083,100083,100083,100083,100083,100083,100083,239,246,786,0,0,1,0,-1,False
100084,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100085,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100086,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100087,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100088,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100089,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100090,Travail de base,"Fait progresser la synthèse au détriment de la solidité.
Efficacité : 120
Taux de réussite : 100%",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1801,0,15,1,0,14,False
100091,Ouvrage de base,"Augmente la qualité au détriment de la solidité.
Efficacité : 100
Taux de réussite : 100%",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1802,0,15,5,18,14,False
100092,Réparation de maître,Restaure 30 points de solidité.,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,15,7,88,14,False
100093,Ouvrage standard,"Augmente la qualité au détriment de la solidité.
Efficacité : 125
Taux de réussite : 100%
**Combo :** Ouvrage de base
**Bonus du combo :** coût réduit à 18 PS.",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1816,0,15,18,32,14,False
100094,Réparation de maître II,Restaure 60 points de solidité.,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,786,0,0,1,0,-1,False
100095,Marque de l'eau,"Fait progresser la synthèse au détriment de la solidité.
L'efficacité est doublée si l'élément de la recette est l'eau.
Efficacité : 100 (200)
Taux de réussite : 90%",0,100095,0,0,0,0,0,0,0,239,246,786,0,0,1,0,-1,False
100096,Travail standard,"Fait progresser la synthèse au détriment de la solidité.
Efficacité : 150
Taux de réussite : 90%",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,786,0,0,1,0,-1,False
100097,Ouvrage avancé,"Augmente la qualité au détriment de la solidité.
Efficacité : 150
Taux de réussite : 90%",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,786,0,0,1,0,-1,False
100098,Ficelles du métier,"Restaure 20 PS.
**Ne peut être utilisé que lorsque l'état de la synthèse est au moins bon.**",0,100098,100098,100098,100098,100098,100098,100098,100098,242,249,786,0,0,1,0,-1,False
100099,Observation,Observe sans rien faire pendant un tour.,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,15,13,7,14,False
100100,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100101,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100102,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100103,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100104,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100105,Travail de base,"Fait progresser la synthèse au détriment de la solidité.
Efficacité : 120
Taux de réussite : 100%",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1851,0,16,1,0,15,False
100106,Ouvrage de base,"Augmente la qualité au détriment de la solidité.
Efficacité : 100
Taux de réussite : 100%",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1852,0,16,5,18,15,False
100107,Réparation de maître,Restaure 30 points de solidité.,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,16,7,88,15,False
100108,Ouvrage hâtif,"Augmente la qualité au détriment de la solidité.
Ne consomme aucun PS.
Efficacité : 100
Taux de réussite : 50%",0,100108,100108,100108,100108,100108,100108,100108,100108,241,248,786,0,0,1,0,-1,False
100109,Ouvrage standard,"Augmente la qualité au détriment de la solidité.
Efficacité : 125
Taux de réussite : 100%
**Combo :** Ouvrage de base
**Bonus du combo :** coût réduit à 18 PS.",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1865,0,16,18,32,15,False
100110,Réparation de maître II,Restaure 60 points de solidité.,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,786,0,0,1,0,-1,False
100111,Travail standard,"Fait progresser la synthèse au détriment de la solidité.
Efficacité : 150
Taux de réussite : 90%",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,786,0,0,1,0,-1,False
100112,Ouvrage avancé,"Augmente la qualité au détriment de la solidité.
Efficacité : 150
Taux de réussite : 90%",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,786,0,0,1,0,-1,False
100113,Observation,Observe sans rien faire pendant un tour.,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,16,13,7,15,False
100114,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100115,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100116,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100117,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100118,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100119,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100120,Contenance de Byregot,"Augmente la qualité au détriment de la solidité.
Efficacité : 150 + 10 pour chaque bonus de contrôle accordé par Calme intérieur.
Taux de réussite : 70% (Spécialiste : 100%)
Met fin à l'effet Calme intérieur.
",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100121,Contenance de Byregot,"Augmente la qualité au détriment de la solidité.
Efficacité : 150 + 10 pour chaque bonus de contrôle accordé par Calme intérieur.
Taux de réussite : 70% (Spécialiste : 100%)
Met fin à l'effet Calme intérieur.
",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100122,Contenance de Byregot,"Augmente la qualité au détriment de la solidité.
Efficacité : 150 + 10 pour chaque bonus de contrôle accordé par Calme intérieur.
Taux de réussite : 70% (Spécialiste : 100%)
Met fin à l'effet Calme intérieur.
",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100123,Contenance de Byregot,"Augmente la qualité au détriment de la solidité.
Efficacité : 150 + 10 pour chaque bonus de contrôle accordé par Calme intérieur.
Taux de réussite : 70% (Spécialiste : 100%)
Met fin à l'effet Calme intérieur.
",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100124,Contenance de Byregot,"Augmente la qualité au détriment de la solidité.
Efficacité : 150 + 10 pour chaque bonus de contrôle accordé par Calme intérieur.
Taux de réussite : 70% (Spécialiste : 100%)
Met fin à l'effet Calme intérieur.
",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100125,Contenance de Byregot,"Augmente la qualité au détriment de la solidité.
Efficacité : 150 + 10 pour chaque bonus de contrôle accordé par Calme intérieur.
Taux de réussite : 70% (Spécialiste : 100%)
Met fin à l'effet Calme intérieur.
",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100126,Contenance de Byregot,"Augmente la qualité au détriment de la solidité.
Efficacité : 150 + 10 pour chaque bonus de contrôle accordé par Calme intérieur.
Taux de réussite : 70% (Spécialiste : 100%)
Met fin à l'effet Calme intérieur.
",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100127,Contenance de Byregot,"Augmente la qualité au détriment de la solidité.
Efficacité : 150 + 10 pour chaque bonus de contrôle accordé par Calme intérieur.
Taux de réussite : 70% (Spécialiste : 100%)
Met fin à l'effet Calme intérieur.
",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,786,0,0,1,0,-1,False
100128,Ouvrage précis,"Augmente la qualité au détriment de la solidité.
Ajoute un degré sup­plé­men­tai­re à Calme intérieur (maximum 10).
Efficacité : 150
Taux de réussite : 100%
**Ne peut être utilisé que lorsque l'état de la synthèse est au moins bon.**",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1524,0,9,53,18,8,False
100129,Ouvrage précis,"Augmente la qualité au détriment de la solidité.
Ajoute un degré sup­plé­men­tai­re à Calme intérieur (maximum 10).
Efficacité : 150
Taux de réussite : 100%
**Ne peut être utilisé que lorsque l'état de la synthèse est au moins bon.**",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1574,0,10,53,18,9,False
100130,Ouvrage précis,"Augmente la qualité au détriment de la solidité.
Ajoute un degré sup­plé­men­tai­re à Calme intérieur (maximum 10).
Efficacité : 150
Taux de réussite : 100%
**Ne peut être utilisé que lorsque l'état de la synthèse est au moins bon.**",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1625,0,11,53,18,10,False
100131,Ouvrage précis,"Augmente la qualité au détriment de la solidité.
Ajoute un degré sup­plé­men­tai­re à Calme intérieur (maximum 10).
Efficacité : 150
Taux de réussite : 100%
**Ne peut être utilisé que lorsque l'état de la synthèse est au moins bon.**",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1676,0,12,53,18,11,False
100132,Ouvrage précis,"Augmente la qualité au détriment de la solidité.
Ajoute un degré sup­plé­men­tai­re à Calme intérieur (maximum 10).
Efficacité : 150
Taux de réussite : 100%
**Ne peut être utilisé que lorsque l'état de la synthèse est au moins bon.**",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1724,0,13,53,18,12,False
100133,Ouvrage précis,"Augmente la qualité au détriment de la solidité.
Ajoute un degré sup­plé­men­tai­re à Calme intérieur (maximum 10).
Efficacité : 150
Taux de réussite : 100%
**Ne peut être utilisé que lorsque l'état de la synthèse est au moins bon.**",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1774,0,14,53,18,13,False
100134,Ouvrage précis,"Augmente la qualité au détriment de la solidité.
Ajoute un degré sup­plé­men­tai­re à Calme intérieur (maximum 10).
Efficacité : 150
Taux de réussite : 100%
**Ne peut être utilisé que lorsque l'état de la synthèse est au moins bon.**",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1825,0,15,53,18,14,False
100135,Ouvrage précis,"Augmente la qualité au détriment de la solidité.
Ajoute un degré sup­plé­men­tai­re à Calme intérieur (maximum 10).
Efficacité : 150
Taux de réussite : 100%
**Ne peut être utilisé que lorsque l'état de la synthèse est au moins bon.**",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1875,0,16,53,18,15,False
100136,Mémoire musculaire,"Fait progresser la synthèse d'un tiers du total initial au détriment de la solidité (maximum : 1000).
Taux de réussite : 100%
**Ne peut être utilisé qu'au premier tour.**",0,100136,100136,100136,100136,100136,100136,100136,100136,239,246,786,0,0,1,0,-1,False
100137,Toucher innovant,"Augmente la qualité au détriment de la solidité.
Confère l'effet Innovation.
Efficacité : 100
Taux de réussite : 40%
**Réservé aux spé­cia­listes**",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100138,Toucher innovant,"Augmente la qualité au détriment de la solidité.
Confère l'effet Innovation.
Efficacité : 100
Taux de réussite : 40%
**Réservé aux spé­cia­listes**",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100139,Toucher innovant,"Augmente la qualité au détriment de la solidité.
Confère l'effet Innovation.
Efficacité : 100
Taux de réussite : 40%
**Réservé aux spé­cia­listes**",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100140,Toucher innovant,"Augmente la qualité au détriment de la solidité.
Confère l'effet Innovation.
Efficacité : 100
Taux de réussite : 40%
**Réservé aux spé­cia­listes**",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100141,Toucher innovant,"Augmente la qualité au détriment de la solidité.
Confère l'effet Innovation.
Efficacité : 100
Taux de réussite : 40%
**Réservé aux spé­cia­listes**",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100142,Toucher innovant,"Augmente la qualité au détriment de la solidité.
Confère l'effet Innovation.
Efficacité : 100
Taux de réussite : 40%
**Réservé aux spé­cia­listes**",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100143,Toucher innovant,"Augmente la qualité au détriment de la solidité.
Confère l'effet Innovation.
Efficacité : 100
Taux de réussite : 40%
**Réservé aux spé­cia­listes**",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100144,Toucher innovant,"Augmente la qualité au détriment de la solidité.
Confère l'effet Innovation.
Efficacité : 100
Taux de réussite : 40%
**Réservé aux spé­cia­listes**",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,786,0,0,1,0,-1,False
100145,Miracle de Byregot,"Augmente la qualité au détriment de la solidité.
Efficacité : 100 + 15 pour chaque bonus de contrôle accordé par Calme intérieur.
Taux de réussite : 70%
Réduit de moitié le nombre de degrés de Calme intérieur.
**Réservé aux spé­cia­listes**",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,786,0,0,1,0,-1,False
100146,Miracle de Byregot,"Augmente la qualité au détriment de la solidité.
Efficacité : 100 + 15 pour chaque bonus de contrôle accordé par Calme intérieur.
Taux de réussite : 70%
Réduit de moitié le nombre de degrés de Calme intérieur.
**Réservé aux spé­cia­listes**",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,786,0,0,1,0,-1,False
100147,Miracle de Byregot,"Augmente la qualité au détriment de la solidité.
Efficacité : 100 + 15 pour chaque bonus de contrôle accordé par Calme intérieur.
Taux de réussite : 70%
Réduit de moitié le nombre de degrés de Calme intérieur.
**Réservé aux spé­cia­listes**",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,786,0,0,1,0,-1,False
100148,Miracle de Byregot,"Augmente la qualité au détriment de la solidité.
Efficacité : 100 + 15 pour chaque bonus de contrôle accordé par Calme intérieur.
Taux de réussite : 70%
Réduit de moitié le nombre de degrés de Calme intérieur.
**Réservé aux spé­cia­listes**",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,786,0,0,1,0,-1,False
