#,Description,Alias,ShortAlias,Command,ShortCommand,Unknown0,Param,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5
19,"/linkshellim7, /lsim7, /cwlinkshell7
Utilisation : /linkshellim7 [message]
Affiche un message visible par tous les membres de la linkshell inter-Monde numéro 7, où qu'ils se trouvent.
""LSIM 7"" devient le mode de discussion par défaut si /linkshellim7 est utilisé sans message.

>> Exemples :
/linkshellim7 Bonjour !
  Envoie le message ""Bonjour !"" à tous les membres de la linkshell inter-Monde numéro 7.
/lsim7 
  ""LSIM 7"" devient le mode de discussion par défaut.",/linkshellim7,/lsim7,/cwlinkshell7,/cwl7,0,1021,1,0,0,0,0
20,"/linkshellim8, /lsim8, /cwlinkshell8
Utilisation : /linkshellim8 [message]
Affiche un message visible par tous les membres de la linkshell inter-Monde numéro 8, où qu'ils se trouvent.
""LSIM 8"" devient le mode de discussion par défaut si /linkshellim8 est utilisé sans message.

>> Exemples :
/linkshellim8 Bonjour !
  Envoie le message ""Bonjour !"" à tous les membres de la linkshell inter-Monde numéro 8.
/lsim8 
  ""LSIM 8"" devient le mode de discussion par défaut.",/linkshellim8,/lsim8,/cwlinkshell8,/cwl8,0,1021,1,0,0,0,0
21,"/réggraphiques, /reggra, /graphicpresets, /gpresets
Utilisation : /reggra [numéro du préréglage]
Active les préréglages graphiques spécifiés.

>> Numéro du préréglage (1 à 5) :
1 : Standards (Mac)
2 : Moyens (Mac)
3 : Élevés (Mac)
4 : Très élevés (Mac)
5 : Maximums (Mac)

>> Exemples :
/reggra 1
　Active les préréglages graphiques Standards (Mac).
/reggra 3
　Active les préréglages graphiques Élevés (Mac).
",/réggraphiques,/reggra,/graphicpresets,/gpresets,0,993,2,0,0,0,0
22,"/communauté, /commu, /fellowship, /fs
Affiche la liste de vos communautés.",/communauté,/commu,/fellowship,/fs,0,32,1,0,0,0,0
23,"/rechcommunauté, /rechcom, /fsfinder
Affiche la fenêtre de recherche de communautés.",/rechcommunauté,/rechcom,/fellowshipfinder,/fsfinder,0,32,1,0,0,0,0
24,"/objetsprécieux, /objpré, /collection, /coll
Affiche la liste des objets précieux possédés.",/objetsprécieux,/objpré,/collection,/coll,0,32,1,0,0,0,0
25,"/nouvpartie+, /np+, /newgame+, /ng+
Affiche la fenêtre permettant de commencer ou reprendre une nouvelle partie +.",/nouvpartie+,/np+,/newgame+,/ng+,0,32,1,0,0,0,0
26,"/dé, /dice
Utilisation : /dé [mode de discussion] [valeur maximum]
Lance un dé affichant un résultat aléatoire entre 0 et 999 dans le mode de discussion spécifié. Le mode de discussion actuel est utilisé s'il n'est pas précisé.

>> Modes de discussion compatibles :
 Équipe (/chatéq)
 Alliance (/alliance)
 Compagnie libre (/compagnielibre)
 Linkshell (/linkshell[1-8])
 Linkshell inter-Monde (/lsim[1-8])
* Le mode de discussion doit forcément être précisé quand cette commande est utilisée dans une macro.
>> Valeur maximum (2-999) :
 Détermine la valeur maximum pouvant être tirée. Le résultat sera alors compris entre 1 et la valeur choisie, ou 0 et 999 si aucune valeur n'est saisie.

>> Exemples :
/dé
 Lance un dé dans le mode de discussion actif.
/dé 16
 Lance un dé dont le résultat sera compris entre 1 et 16 dans le mode de discussion actif.
/dé lsim1
 Lance un dé dans la linkshell inter-Monde numéro 1.
/dé lsim1 16
 Lance un dé dont le résultat sera compris entre 1 et 16 dans la linkshell inter-Monde numéro 1.",/dé,,/dice,,1000,36,2,1,2,0,0
27,"/typedeplaquedenom, /typeplaq
Utilisation : /typedeplaquedenom [catégorie] [mode d'affichage]
Change le mode d'affichage des plaques de noms pour la catégorie de joueur spécifiée.

>> Catégories :
 tous  : tous les joueurs
 soi : soi-même
 équipe : joueurs membres de son équipe
 alliance : joueurs membres de son alliance
 autres : joueurs hors catégorie
 amis : joueurs amis
 feast : joueurs ennemis dans Crystalline Conflict

>> Modes d'affichage :
 1 : nom complet 2 : nom de famille abrégé 3 : prénom abrégé 4 : initiales

>> Exemples :
/typedeplaquedenom tous 4
Affiche seulement les initiales sur les plaques de nom de tous les joueurs.",/typedeplaquedenom,/typeplaq,/nameplatetype,,0,36,3,1,2,0,0
28,"/affichageplaquedenom, /affplaq
Utilisation : /affichageplaquedenom [catégorie] [mode d'affichage]
Change le mode d'affichage des plaques de noms pour la catégorie de joueur spécifiée.

>> Catégories :
 tous  : tous les joueurs
 soi : soi-même
 équipe : joueurs membres de son équipe
 alliance : joueurs membres de son alliance
 autres : joueurs hors catégorie
 amis : joueurs amis
 feast : joueurs ennemis dans Crystalline Conflict

>> Modes d'affichage :
 1 : toujours
 2 : en combat
 3 : en ciblage
 4 : jamais
 5 : hors-combat

>> Exemples :
/affichageplaquedenom tous 4
N'affiche jamais les plaques de nom des joueurs.",/affichageplaquedenom,/affplaq,/nameplatedisp,,0,36,3,1,2,0,0
29,"/accessoire, /fashion
Utilisation : /accessoire ""[nom l'accessoire de mode]""
Permet d'équiper l'accessoire de mode spécifié.

>> Exemple :
/accessoire “ombrelle”
　Équipe l'accessoire de mode ombrelle.",/accessoire,,/fashion,,0,36,2,1,20,0,0
30,"/listeaccessoires, /fashionguide
Affiche la liste de vos accessoires de mode.",/listeaccessoires,,/fashionguide,,0,32,1,0,0,0,0
31,"/siteofficiel, /site
Ouvre le menu du site officiel.",/siteofficiel,,/officialsite,/site,0,32,1,0,0,0,0
32,"//setGearset
リアルイベント用コマンド。
アーマリーチェスト内のアイテムをもとに、自動的にバトルジョブのギアセットを生成する。",,,//setGearset,,0,32,1,0,0,0,0
33,"/miragefamilier, /mirfam, /petmirage
Utilisation : /miragefamilier ""[nom de familier]"" ""[apparence]""
Permet de changer l'apparence d'un familier dès la prochaine invocation.
Cette commande n'est pas effective dans les instances de combat JcJ.
>> Noms des familiers :
Carbuncle
Garuda-Egi
Titan-Egi
Ifrit-Egi
Eos
>> Apparences :
Carbuncle
Carbuncle émeraude
Carbuncle topaze
Carbuncle rubis
Garuda-Egi
Titan-Egi
Ifrit-Egi
Selene
* Aucune apparence spécifiée ou avec ""annuler"" :
  Rend au familier son apparence d'origine.
* Si aucune sous-commande n'est spécifiée, affiche la liste des apparences actuelles.
>> Exemple
/miragefamilier ""Garuda-Egi"" ""Carbuncle rubis""
Donne l'apparence de Carbuncle rubis à Garuda-Egi lors de sa prochaine invocation.
/miragefamilier ""Garuda-Egi""
Rend au familier son apparence d'origine.
/miragefamilier
Affiche la liste des apparences actuelles.",/miragefamilier,/mirfam,/petmirage,,0,36,3,2,7,15,0
34,"/taillefamilier, /tfam, /petsize
Utilisation : /taillefamilier ""[nom du familier]"" ""[taille]""
Change la taille d'affichage du familier spécifié.
Sans effet dans les zones JcJ ou sur l'affichage des autres joueurs.
>> Noms des familiers :
Demi-Bahamut
Demi-Phénix
Ifrit rubis
Titan topaze
Garuda émeraude
Sol-Bahamut
tous
>> Tailles :
grand (large)  Change la taille d'affichage en ""grand"".
moyen (medium)  Change la taille d'affichage en ""moyen"".
petit (small)  Change la taille d'affichage en ""petit"".
* Si aucune taille n'est spécifiée, change la taille dans l'ordre petit/moyen/grand. Renvoie une erreur si l'argument “tous” est utilisé.
>>Exemple :
/taillefamilier Demi-Bahamut moyen
  Change la taille d'affichage de Demi-Bahamut en ""moyen"".
/taillefamilier tous petit
  Change la taille de tous les familiers en ""petit"".",/taillefamilier,/tfam,/petsize,,0,36,3,2,7,2,0
35,"/monteràplusieurs, /montplus, /ridepillion
Utilisation : /monteràplusieurs [argument de ciblage] [numéro de la place]
Permet de grimper dans la monture de l'équipier spécifié à la place spécifiée.
>> Place entre 1 et 7 :
Si la place spécifiée est déjà prise, tente de s'asseoir dans une autre. Si aucune place n'est spécifiée, tente de s'asseoir dans la première.
>> Exemple :
/monteràplusieurs <2> 1
S'assoie dans la première place de la monture du personnage occupant la deuxième position dans la liste des équipiers.",/monteràplusieurs,/montplus,/ridepillion,,0,36,3,0,0,0,0
36,"/notesdemiseàjour, /notemaj, /patchnote
Ouvre la page des archives des notes de mise à jour sur le site officiel grâce à votre navigateur internet.",/notesdemiseàjour,/notemaj,/patchnote,,1000,32,1,0,0,0,0
37,"/portrait
Ouvre la fenêtre des portraits.",/portrait,,/portrait,,0,32,1,0,0,0,0
38,"/cartepersonnage, /cartep, /adventurerplate, /myplate
Affiche la carte de personnage.",/cartepersonnage,/cartep,/adventurerplate,/myplate,0,32,1,0,0,0,0
39,"/clicdroitpj, /clicdpj, /rclickpc
Utilisation : /clicdroitpj [sous-commande]
Permet de désactiver le ciblage des personnages joueurs en cliquant sur le bouton droit de la souris.
>> Sous-commandes :
activé (on) Désactive le ciblage par clic droit.
désactivé (off) Active le ciblage par clic droit.
* Si aucune sous-commande n'est spécifiée, alterne entre les deux options.",/clicdroitpj,/clicdpj,/rclickpc,,0,36,2,1,2,0,0
40,"/clicdroitpnj, /clicdpnj, /rclickbattlenpc
Utilisation : /clicdroitpnj [sous-commande]
Permet de désactiver le ciblage des personnages non-joueurs dans les instances en cliquant sur le bouton droit de la souris.
>> Sous-commandes :
activé (on) Désactive le ciblage par clic droit.
désactivé (off) Active le ciblage par clic droit.
* Si aucune sous-commande n'est spécifiée, alterne entre les deux options.",/clicdroitpnj,/clicdpnj,/rclickbattlenpc,,0,36,2,1,2,0,0
41,"/clicdroitmascotte, /clicdmas, /rclickminion
Utilisation : /clicdroitmascotte [sous-commande]
Permet de désactiver le ciblage des mascottes en cliquant sur le bouton droit de la souris.
>> Sous-commandes :
activé (on) Désactive le ciblage par clic droit.
désactivé (off) Active le ciblage par clic droit.
* Si aucune sous-commande n'est spécifiée, alterne entre les deux options.",/clicdroitmascotte,/clicdmas,/rclickminion,,0,36,2,1,2,0,0
42,"/accessoirevisage, /avisage, /facewear
Utilisation : /accessoirevisage ""[nom de l'accessoire de visage]""
Permet d'équiper l'accessoire de visage spécifié.

>> Exemple :
/accessoirevisage “lunettes ovales”
　Équipe l'accessoire de visage “lunettes ovales”.",/accessoirevisage,/avisage,/facewear,,0,36,2,1,21,0,0
43,"/listemuette, /lmuette, /mutelist
Ouvre la liste muette.",/listemuette,/lmuette,/mutelist,,0,32,1,0,0,0,0
44,"/filtremots,/fmots, /termfilter
Ouvre la fenêtre du filtre de mots.",/filtremots,/fmots,/termfilter,,0,32,1,0,0,0,0
45,"/listeaccvisage, /lavisage, /facewearlist
Ouvre la fenêtre des accessoires de visage.",/listeaccvisage,/lavisage,/facewearlist,,0,32,1,0,0,0,0
46,"/rvisuelle, /visualalerts
Utilisation : /rvisuelle [sous-commande]
Permet de régler la repré­sen­ta­tion visuelle des sons (configuration système).
>> Sous-commandes :
activé (on) Active la repré­sen­ta­tion visuelle des sons.
désactivé (off) Désactive la repré­sen­ta­tion visuelle des sons.
* Si aucune sous-commande n'est spécifiée, alterne entre les deux options.",/rvisuelle,,/visualalerts,,0,509,2,1,2,0,0
47,"/perceptioncouleurs, /pcouleurs, /colorfiltering
Utilisation : /perceptioncouleurs [sous-commande]
Permet d'effectuer les réglages de perception des couleurs (configuration système).
>> Sous-commandes :
activé (on) Active les réglages de perception des couleurs.
désactivé (off) Désactive les réglages de perception des couleurs.
* Si aucune sous-commande n'est spécifiée, alterne entre les deux options.",/perceptioncouleurs,/pcouleurs,/colorfiltering,,0,509,2,1,2,0,0
48,"/ciblageautomatique, /cibauto, /autotargetpriority
Utilisation : /ciblageautomatique [sous-commande]
Permet d'activer/désactiver le ciblage automatique d'un ennemi en effectuant une action offensive (configuration personnage).
>> Sous-commandes :
activé (on) Active le ciblage automatique d'un ennemi en effectuant une action offensive.
désactivé (off) Désactive le ciblage automatique d'un ennemi en effectuant une action offensive.
* Si aucune sous-commande n'est spécifiée, alterne entre les deux options.",/ciblageautomatique,/cibauto,/autotargetpriority,,0,36,2,1,2,0,0
49,"/oreillesviera, /oviera, /vears
Permet d'activer/désactiver l'affichage des oreilles des Viéras.
* Les oreilles ne peuvent être affichées qu'avec des pièces d'équipement de tête compatibles.
>> Sous-commandes :
activé (on) Affiche les oreilles à travers l'équipement de tête
désactivé (off) Masque les oreilles sous l'équipement de tête.
* Si aucune sous-commande n'est spécifiée, alterne entre les deux options.",/oreillesviera,/oviera,/vieraears,/vears,0,36,2,1,2,0,0
50,"/accesrapide, /accrap, /quickpanel
Ouvre la fenêtre d'accès rapide.",/accesrapide,/accrap,/quickpanel,,0,32,1,0,0,0,0
51,"/tableauxstrategiques, /tabstrat
Ouvre la fenêtre des tableaux stratégiques.",/tableauxstrategiques,/tabstrat,/strategyboard,,0,32,1,0,0,0,0
52,,,,,,0,0,0,0,0,0,0
53,,,,,,0,0,0,0,0,0,0
54,,,,,,0,0,0,0,0,0,0
55,,,,,,0,0,0,0,0,0,0
56,,,,,,0,0,0,0,0,0,0
57,,,,,,0,0,0,0,0,0,0
58,,,,,,0,0,0,0,0,0,0
59,,,,,,0,0,0,0,0,0,0
60,,,,,,0,0,0,0,0,0,0
61,,,,,,0,0,0,0,0,0,0
62,,,,,,0,0,0,0,0,0,0
63,,,,,,0,0,0,0,0,0,0
64,,,,,,0,0,0,0,0,0,0
65,,,,,,0,0,0,0,0,0,0
66,,,,,,0,0,0,0,0,0,0
67,,,,,,0,0,0,0,0,0,0
68,,,,,,0,0,0,0,0,0,0
69,,,,,,0,0,0,0,0,0,0
70,,,,,,0,0,0,0,0,0,0
71,,,,,,0,0,0,0,0,0,0
72,,,,,,0,0,0,0,0,0,0
73,,,,,,0,0,0,0,0,0,0
74,,,,,,0,0,0,0,0,0,0
75,,,,,,0,0,0,0,0,0,0
76,,,,,,0,0,0,0,0,0,0
77,,,,,,0,0,0,0,0,0,0
78,,,,,,0,0,0,0,0,0,0
79,,,,,,0,0,0,0,0,0,0
80,,,,,,0,0,0,0,0,0,0
81,,,,,,0,0,0,0,0,0,0
82,,,,,,0,0,0,0,0,0,0
83,,,,,,0,0,0,0,0,0,0
84,,,,,,0,0,0,0,0,0,0
85,,,,,,0,0,0,0,0,0,0
86,,,,,,0,0,0,0,0,0,0
87,,,,,,0,0,0,0,0,0,0
88,,,,,,0,0,0,0,0,0,0
89,,,,,,0,0,0,0,0,0,0
90,,,,,,0,0,0,0,0,0,0
91,"/équipejcj, /éj, /pvpteam, /pt
Utilisation : /équipejcj [message]
Affiche un message visible par tous les joueurs appartenant à la même équipe JcJ.
""Équipe JcJ"" devient le mode de discussion par défaut si /équipejcj est utilisé sans message.",/équipejcj,/éj,/pvpteam,/pt,0,1021,1,0,0,0,0
92,"/linkshellim, /lsim, /cwlinkshell
Utilisation : /linkshellim [message]
Affiche un message visible par tous les membres de votre linkshell inter-Monde active, où qu'ils se trouvent.
Le mode de discussion par défaut devient celui de la linkshell inter-Monde active si /linkshellim est utilisé sans message.

>> Exemples :
/linkshellim Bonjour !
  Envoie le message ""Bonjour !"" à tous les membres de la linkshell inter-Monde active.
/lsim 
  Change le mode de discussion par défaut par celui de la linkshell inter-Monde active.",/linkshellim,/lsim,/cwlinkshell,/cwl,0,1021,1,0,0,0,0
93,,,,,,0,0,0,0,0,0,0
94,,,,,,0,0,0,0,0,0,0
95,,,,,,0,0,0,0,0,0,0
96,,,,,,0,0,0,0,0,0,0
97,,,,,,0,0,0,0,0,0,0
98,,,,,,0,0,0,0,0,0,0
99,,,,,,0,0,0,0,0,0,0
100,,,,,,0,0,0,0,0,0,0
101,"/novice, /n, /beginner, /b
Utilisation : /novice [message]
Affiche un message visible par tous les joueurs participant au réseau des novices.
""Réseau des novices"" devient le mode de discussion par défaut si /novice est utilisé sans message.",/novice,/n,/beginner,/b,0,1021,1,0,0,0,0
102,"/dire, /d, /say, /s
Utilisation : /dire [message]
Affiche un message visible par tous les PJ présents dans un périmètre réduit.
""Dire"" devient le mode de discussion par défaut si /dire est utilisé sans message.
Le message ne s'affiche pas si le filtre de chat ""Dire"" est activé.",/dire,/d,/say,/s,0,1023,1,0,0,0,0
103,"/hurler, /h, /shout, /sh
Utilisation : /hurler [message]
Affiche un message visible par tous les PJ présents dans la zone.",/hurler,/h,/shout,/sh,0,1021,1,0,0,0,0
104,"/murmurer, /msg, /tell, /t
Utilisation : /murmurer [nom de PJ]@[nom du Monde] [message]
Envoie un message à un PJ originaire du Monde spécifié.
Il est nécessaire d'ajouter la mention @[nom du Monde] après le nom du personnage pour s'adresser à un PJ d'un autre Monde.
Seuls les membres de la liste d'amis de ce personnage ou le chef d'une équipe en cours de recrutement pourront le contacter.
""Murmurer"" devient le mode de discussion par défaut avec le PJ désigné si /murmurer [nom de PJ]@[nom du Monde] est utilisé sans message.
* Le nom du personnage doit être écrit sans guillemets.
Ce message n'est pas visible par les autres joueurs.
>> Exemples :
/murmurer Square Enix@Monde Bonjour !
  Envoie le message ""Bonjour !"" au personnage Square Enix du Monde spécifié et présent dans le même Monde.",/murmurer,/msg,/tell,/t,0,1021,3,0,0,0,0
105,"/chatéq, /gr, /party, /p
Utilisation : /chatéq [message]
Affiche un message visible par les membres de votre équipe, où qu'ils se trouvent.
""Équipe"" devient le mode de discussion par défaut si /chatéq est utilisé sans message.",/chatéq,/gr,/party,/p,0,1021,1,0,0,0,0
106,"/ls, /linkshell, /l
Utilisation : /ls [message]
Affiche un message visible par tous les membres de votre linkshell, où qu'ils se trouvent.
""Linkshell"" devient le mode de discussion par défaut si /linkshell est utilisé sans message.",/linkshell,/ls,/linkshell,/l,0,1021,1,0,0,0,0
107,"/linkshell1, /l1, /ls1
Utilisation : /linkshell1 [message]
Affiche un message visible par tous les membres de la linkshell 1, où qu'ils se trouvent.",/linkshell1,/ls1,/linkshell1,/l1,0,1021,1,0,0,0,0
108,"/linkshell2, /l2, /ls2
Utilisation : /linkshell2 [message]
Affiche un message visible par tous les membres de la linkshell 2, où qu'ils se trouvent.",/linkshell2,/ls2,/linkshell2,/l2,0,1021,1,0,0,0,0
109,"/linkshell3, /l3, /ls3
Utilisation : /linkshell3 [message]
Affiche un message visible par tous les membres de la linkshell 3, où qu'ils se trouvent.",/linkshell3,/ls3,/linkshell3,/l3,0,1021,1,0,0,0,0
110,"/linkshell4, /l4, /ls4
Utilisation : /linkshell4 [message]
Affiche un message visible par tous les membres de la linkshell 4, où qu'ils se trouvent.",/linkshell4,/ls4,/linkshell4,/l4,0,1021,1,0,0,0,0
111,"/linkshell5, /l5, /ls5
Utilisation : /linkshell5 [message]
Affiche un message visible par tous les membres de la linkshell 5, où qu'ils se trouvent.",/linkshell5,/ls5,/linkshell5,/l5,0,1021,1,0,0,0,0
112,"/linkshell6, /l6, /ls6
Utilisation : /linkshell6 [message]
Affiche un message visible par tous les membres de la linkshell 6, où qu'ils se trouvent.",/linkshell6,/ls6,/linkshell6,/l6,0,1021,1,0,0,0,0
113,"/linkshell7, /l7, /ls7
Utilisation : /linkshell7 [message]
Affiche un message visible par tous les membres de la linkshell 7, où qu'ils se trouvent.",/linkshell7,/ls7,/linkshell7,/l7,0,1021,1,0,0,0,0
114,"/linkshell8, /l8, /ls8
Utilisation : /linkshell8 [message]
Affiche un message visible par tous les membres de la linkshell 8, où qu'ils se trouvent.",/linkshell8,/ls8,/linkshell8,/l8,0,1021,1,0,0,0,0
115,"/compagnielibre, /cl, /freecompany, /fc
Utilisation : /cl [message]
Affiche un message visible par tous les membres de votre compagnie libre, où qu'ils se trouvent.
""Compagnie libre"" devient le mode de discussion par défaut si /cl est utilisé sans message.",/compagnielibre,/cl,/freecompany,/fc,0,1021,1,0,0,0,0
116,"/écho, /e, /echo
Utilisation : /écho [message]
Affiche un message que vous seul pouvez voir.",/écho,,/echo,/e,0,1021,1,0,0,0,0
117,"/crier, /cri, /yell, /y
Utilisation : /crier [message]
Affiche un message visible par tous les PJ présents dans un large périmètre.
""Crier"" devient le mode de discussion par défaut si /crier est utilisé sans message.",/crier,/cri,/yell,/y,0,1021,1,0,0,0,0
118,"/répondre, /r, /reply
Utilisation : /répondre [message]
Permet d'envoyer un message à la dernière personne qui vous a contacté avec /murmurer.",/répondre,,/reply,/r,0,1021,1,0,0,0,0
119,"/alliance, /all, /a
Utilisation : /alliance [message]
Affiche un message visible par tous les membres de l'alliance, où qu'ils se trouvent.
""Alliance"" devient le mode de discussion par défaut si /alliance est utilisé sans message.",/all,,/alliance,/a,0,1021,1,0,0,0,0
120,,,,,,0,0,0,0,0,0,0
121,"/rejoindre, /accepter, /join
Permet d'accepter une invitation à rejoindre une équipe.",/rejoindre,/accepter,/join,,0,4,1,0,0,0,0
122,"/décliner, /decline
Permet de refuser une invitation à rejoindre une équipe.",/décliner,,/decline,,0,4,1,0,0,0,0
