#,StageFull,Stage,IndexText2,IndexText,IndexNpc,Unknown3,Unknown4,Unknown12,Unknown13,Unknown5,Unknown14,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24
21,"Cosmo-navette nord-ouest : terminée
**Quartier libre !**",Cosmo-navette nord-ouest : chantier terminé,"La con­struc­tion de la cosmo-navette nord-ouest est terminée ! L'exploration dans cette direction va s'accélérer, merci de votre coopération !","La con­struc­tion de la cosmo-navette nord-ouest est terminée ! 
Un grand merci à tous les par­ti­ci­pants !",Searchingway,241011,18,5,1407,158,0,6,19,6,0,2,3,0,0,0,0,0,0,0,0,0,False
22,"Cosmo-navette sud-est : coll. matériaux
**Participez aux missions cosmiques !**",Cosmo-navette sud-est : collecte des matériaux,Nous avons besoin de matériaux pour construire une cosmo-navette au sud-est ! Merci de participer aux missions cosmiques !,"Nous prévoyons de construire une nouvelle cosmo-navette au sud-est de la station ! 
Nous sommes en train de réunir les matériaux nécessaires !",Searchingway,241012,0,0,0,158,0,6,20,0,0,2,3,0,0,0,0,0,0,0,0,0,False
23,"Cosmo-navette sud-est : en cours
**Encore un peu de patience !**",Chantier en cours : Cosmo-navette sud-est,"La fin du chantier pour la con­struc­tion de la cosmo-navette sud-est approche ! Encore un peu de patience, et nous pourrons tous en profiter !","La fin du chantier pour la con­struc­tion de 
la cosmo-navette sud-est est prévue pour bientôt !",Searchingway,241012,0,0,1452,158,0,6,20,0,0,2,3,0,0,0,0,0,0,0,0,0,False
24,"Cosmo-navette sud-est : terminée
**Quartier libre !**",Cosmo-navette sud-est : chantier terminé,"La con­struc­tion de la cosmo-navette sud-est est terminée ! L'exploration dans cette direction va s'accélérer, merci de votre coopération !","La con­struc­tion de la cosmo-navette sud-est est 
terminée ! Un grand merci à tous les par­ti­ci­pants !",Searchingway,241013,18,6,1409,158,0,7,21,6,0,2,3,4,6,7,0,0,0,0,0,0,False
25,"Tunnel de Piercingway : coll. matériaux
**Participez aux missions cosmiques !**",Tunnel de Piercingway : collecte des matériaux,Nous avons besoin de matériaux pour creuser un tunnel à travers la montagne ! Merci de participer aux missions cosmiques !,"Nous comptons creuser un tunnel à travers la montagne ! 
Nous sommes en train de réunir les matériaux nécessaires !",Searchingway,241014,0,0,0,158,0,7,22,0,0,2,3,4,6,7,0,0,0,0,0,0,False
26,"Tunnel de Piercingway 1 : préparation
**Tenez-vous prêts !**",Tunnel de Piercingway 1 : préparation du chantier,Un premier projet d'ouvrage collectif visant à construire un tunnel à travers la montagne va bientôt commencer ! Merci de participer !,"Un premier projet d'ouvrage collectif va bientôt être lancé pour 
la con­struc­tion du tunnel de Piercingway ! Venez nous filer un coup de main !",Searchingway,241014,0,0,1451,158,0,7,23,0,0,2,3,4,6,7,0,0,0,0,0,0,False
27,"Tunnel de Piercingway 1 : en cours
**Participez à l'effort collectif !**",Tunnel de Piercingway 1 : chantier en cours,Un premier projet d'ouvrage collectif visant à construire un tunnel à travers la montagne est en cours ! Merci de participer !,"Le premier projet d'ouvrage collectif vient d'être lancé 
pour la con­struc­tion du tunnel de Piercingway !",Searchingway,241014,0,0,0,158,0,7,24,0,0,2,3,4,6,7,0,0,0,0,0,0,False
28,"Tunnel de Piercingway 2 : préparation
**Tenez-vous prêts !**",Tunnel de Piercingway 2 : préparation du chantier,Un second projet d'ouvrage collectif visant à construire un tunnel à travers la montagne va bientôt commencer ! Merci de participer !,"Un second projet d'ouvrage collectif va bientôt être lancé pour 
la con­struc­tion du tunnel de Piercingway ! Venez nous filer un coup de main !",Searchingway,241015,18,7,1401,158,0,8,25,5,0,2,3,4,6,7,0,0,0,0,0,0,False
29,"Tunnel de Piercingway 2 : en cours
**Participez à l'effort collectif !**",Tunnel de Piercingway 2 : chantier en cours,Un second projet d'ouvrage collectif visant à construire un tunnel à travers la montagne est en cours ! Merci de participer !,"Le second projet d'ouvrage collectif vient d'être lancé 
pour la con­struc­tion du tunnel de Piercingway !",Searchingway,241015,0,0,0,158,0,8,25,0,0,2,3,4,6,7,0,0,0,0,0,0,False
30,"Tunnel de Piercingway : terminé
**Quartier libre !**",Tunnel de Piercingway : chantier terminé,"La con­struc­tion du tunnel est terminée ! L'exploration peut se poursuivre de l'autre côté de la montagne, merci de votre coopération !","La con­struc­tion du tunnel de Piercingway est terminée ! 
Un grand merci à tous les par­ti­ci­pants !",Searchingway,241016,18,8,1408,158,0,9,26,6,0,2,3,4,6,7,0,0,0,0,0,0,False
31,"Cosmo-navette sud-ouest : coll. matériaux
**Participez aux missions cosmiques !**",Cosmo-navette sud-ouest : collecte des matériaux,Nous avons besoin de matériaux pour construire une cosmo-navette au sud-ouest ! Merci de participer aux missions cosmiques !,"Nous prévoyons de construire une nouvelle cosmo-navette au sud-ouest de la station ! 
Nous sommes en train de réunir les matériaux nécessaires !",Searchingway,241017,0,0,0,158,0,9,27,0,0,2,3,4,6,7,0,0,0,0,0,0,False
32,"Cosmo-navette sud-ouest : en cours
**Encore un peu de patience !**",Chantier en cours : Cosmo-navette sud-ouest,"La fin du chantier pour la con­struc­tion de la cosmo-navette sud-ouest approche ! Encore un peu de patience, et nous pourrons tous en profiter !","La fin du chantier pour la con­struc­tion de 
la cosmo-navette sud-ouest est prévue pour bientôt !",Searchingway,241017,0,0,1452,158,0,9,27,0,0,2,3,4,6,7,0,0,0,0,0,0,False
33,"Cosmo-navette sud-ouest : terminée
**Quartier libre !**",Cosmo-navette sud-ouest : chantier terminé,"La con­struc­tion de la cosmo-navette sud-ouest est terminée ! L'exploration dans cette direction va s'accélérer, merci de votre coopération !","La con­struc­tion de la cosmo-navette sud-ouest est terminée ! 
Un grand merci à tous les par­ti­ci­pants !",Searchingway,241018,18,9,1412,158,0,10,28,6,0,2,3,4,6,7,8,0,0,0,0,0,False
34,"Campement gamma : coll. matériaux
**Participez aux missions cosmiques !**",Campement gamma : collecte des matériaux,Nous avons besoin de matériaux pour agrandir la station sélénienne ! Merci de participer aux missions cosmiques !,"Nous comptons effectuer un nouvel agrandissement de la station sélénienne ! 
Nous sommes en train de réunir les matériaux nécessaires !",Searchingway,241019,0,0,0,158,0,10,29,0,0,2,3,4,6,7,8,0,0,0,0,0,False
35,"Campement gamma : préparation
**Tenez-vous prêts !**",Campement gamma : préparation du chantier,Un projet d'ouvrage collectif visant à agrandir la station sélénienne va bientôt commencer ! Merci de participer !,"Un projet d'ouvrage collectif va bientôt être lancé en vue 
d'agrandir un peu plus la station ! Venez nous filer un coup de main !",Searchingway,241019,0,0,1451,158,0,10,30,0,0,2,3,4,6,7,8,0,0,0,0,0,False
36,"Campement gamma : en cours
**Participez à l'effort collectif !**",Campement gamma : chantier en cours,Un projet d'ouvrage collectif visant à agrandir la station sélénienne est en cours ! Merci de participer !,"Un projet d'ouvrage collectif vient d'être lancé 
afin d'agrandir un peu plus la station !",Searchingway,241019,0,0,0,158,0,10,31,0,0,2,3,4,6,7,8,0,0,0,0,0,False
37,"Campement gamma : terminé
**Quartier libre !**",Campement gamma : chantier terminé,"L'agrandissement de la station est terminé ! L'exploration va de l'avant, merci de votre coopération !","L'agrandissement de la station est terminé ! 
Un grand merci à tous les par­ti­ci­pants !",Searchingway,241020,18,10,1410,158,0,11,32,6,1,2,3,5,6,7,8,0,0,0,0,0,False
38,"Stations énerg./hydro. : coll. matériaux
**Participez aux missions cosmiques !**",Stations énergétique et hydropurificatrice : collecte des matériaux,Nous avons besoin de matériaux pour construire une centrale électrique et une station de purification d'eau ! Merci de participer aux missions cosmiques !,"Nous prévoyons de construire une centrale électrique et une station de 
purification d'eau ! Nous sommes en train de réunir les matériaux nécessaires !",Searchingway,241021,0,0,0,158,0,11,33,0,1,2,3,5,6,7,8,0,0,0,0,0,False
39,"Station énergétique : préparation
**Tenez-vous prêts !**",Station énergétique : préparation du chantier,Un projet d'ouvrage collectif visant à construire une centrale électrique va bientôt commencer ! Merci de participer !,"Un projet d'ouvrage collectif va bientôt être lancé pour la con­struc­tion 
d'une centrale électrique ! Venez nous filer un coup de main !",Searchingway,241021,0,0,1451,158,0,11,34,0,1,2,3,5,6,7,8,0,0,0,0,0,False
40,"Station énergétique : en cours
**Participez à l'effort collectif !**",Station énergétique : chantier en cours,Un projet d'ouvrage collectif visant à construire une centrale électrique est en cours ! Merci de participer !,"Un projet d'ouvrage collectif vient d'être lancé 
pour la con­struc­tion d'une centrale électrique !",Searchingway,241021,0,0,0,158,0,11,35,0,1,2,3,5,6,7,8,0,0,0,0,0,False
41,"Station hydropurificatrice : préparation
**Tenez-vous prêts !**",Station hydropurificatrice : préparation du chantier,Un projet d'ouvrage collectif visant à construire une station de purification d'eau va bientôt commencer ! Merci de participer !,"Un projet d'ouvrage collectif va bientôt être lancé pour la con­struc­tion 
d'une station de purification d'eau ! Venez nous filer un coup de main !",Searchingway,241022,18,11,1401,158,0,12,36,5,1,2,3,5,6,7,8,0,0,0,0,0,False
42,"Station hydropurificatrice : en cours
**Participez à l'effort collectif !**",Station hydropurificatrice : chantier en cours,Un projet d'ouvrage collectif visant à construire une station de purification d'eau est en cours ! Merci de participer !,"Un projet d'ouvrage collectif vient d'être lancé pour 
la con­struc­tion d'une station de purification d'eau !",Searchingway,241022,0,0,0,158,0,12,36,0,1,2,3,5,6,7,8,0,0,0,0,0,False
43,"Stations énergétique/hydropurificatrice : terminées
**Quartier libre !**",Stations énergétique et hydropurificatrice : chantiers terminés,"La con­struc­tion de la centrale électrique et de la station de purification d'eau est terminée ! Nos besoins sont satisfaits, merci de votre coopération !","La con­struc­tion de la centrale électrique et de la station de 
purification d'eau est terminée ! Un grand merci à tous les par­ti­ci­pants !",Searchingway,241023,18,12,1401,158,0,13,37,5,1,2,3,5,6,7,8,0,0,0,0,0,False
44,"Hangar gamma/cosmoport bêta : coll. matériaux
**Participez aux missions cosmiques !**",Hangar gamma et cosmoport bêta : collecte des matériaux,Nous avons besoin de matériaux pour agrandir le hangar et le cosmoport ! Merci de participer aux missions cosmiques !,"Nous prévoyons d'agrandir le hangar ainsi que le cosmoport ! 
Nous sommes en train de réunir les matériaux nécessaires !",Searchingway,241024,0,0,0,158,0,13,38,0,1,2,3,5,6,7,8,0,0,0,0,0,False
45,"Hangar gamma : préparation
**Tenez-vous prêts !**",Hangar gamma : préparation du chantier,Un projet d'ouvrage collectif visant à agrandir le hangar va bientôt commencer ! Merci de participer !,"Un projet d'ouvrage collectif va bientôt être lancé pour 
l'agrandissement du hangar ! Venez nous filer un coup de main !",Searchingway,241024,0,0,1451,158,0,13,39,0,1,2,3,5,6,7,8,0,0,0,0,0,False
46,"Hangar gamma : en cours
**Participez à l'effort collectif !**",Hangar gamma : chantier en cours,Un projet d'ouvrage collectif visant à agrandir le hangar est en cours ! Merci de participer !,"Un projet d'ouvrage collectif vient d'être lancé 
pour l'agrandissement du hangar !",Searchingway,241024,0,0,0,158,0,13,40,0,1,2,3,5,6,7,8,0,0,0,0,0,False
47,"Cosmoport bêta : préparation
**Tenez-vous prêts !**",Cosmoport bêta : préparation du chantier,Un projet d'ouvrage collectif visant à agrandir le cosmoport va bientôt commencer ! Merci de participer !,"Un projet d'ouvrage collectif va bientôt être lancé pour 
l'agrandissement du cosmoport ! Venez nous filer un coup de main !",Searchingway,241025,18,13,1402,158,0,14,41,5,1,2,3,5,6,7,8,0,0,0,0,0,False
48,"Cosmoport bêta : en cours
**Participez à l'effort collectif !**",Cosmoport bêta : chantier en cours,Un projet d'ouvrage collectif visant à agrandir le cosmoport est en cours ! Merci de participer !,"Un projet d'ouvrage collectif vient d'être lancé 
pour l'agrandissement du cosmoport !",Searchingway,241025,0,0,0,158,0,14,41,0,1,2,3,5,6,7,8,0,0,0,0,0,False
49,"Hangar gamma/cosmoport bêta : terminés
**Quartier libre !**",Hangar gamma et cosmoport bêta : chantiers terminés,"L'agrandissement du hangar et du cosmoport est terminé ! L'exploration spatiale se poursuit, merci de votre coopération !","L'agrandissement du hangar des mécanos cosmiques et 
du cosmoport est terminé ! Un grand merci à tous les par­ti­ci­pants !",Searchingway,241026,18,14,1402,158,0,15,42,5,1,2,3,5,6,7,8,0,0,0,0,0,False
50,"Ascenseur nadiral : coll. matériaux
**Participez aux missions cosmiques !**",Ascenseur nadiral : collecte des matériaux,Nous avons besoin de matériaux pour construire un ascenseur souterrain ! Merci de participer aux missions cosmiques !,"Nous devons construire un ascenseur pour descendre dans les profondeurs 
de la lune ! Nous sommes en train de réunir les matériaux nécessaires !",Searchingway,241027,0,0,0,158,0,15,43,0,1,2,3,5,6,7,8,0,0,0,0,0,False
51,"Ascenseur nadiral 1 : préparation
**Tenez-vous prêts !**",Ascenseur nadiral 1 : préparation du chantier,Un premier projet d'ouvrage collectif visant à construire un ascenseur souterrain va bientôt commencer ! Merci de participer !,"Un premier projet d'ouvrage collectif va bientôt être lancé pour 
la con­struc­tion de l'ascenseur nadiral ! Venez nous filer un coup de main !",Searchingway,241027,0,0,1451,158,0,15,44,0,1,2,3,5,6,7,8,0,0,0,0,0,False
52,"Ascenseur nadiral 1 : en cours
**Participez à l'effort collectif !**",Ascenseur nadiral 1 : chantier en cours,Un premier projet d'ouvrage collectif visant à construire un ascenseur souterrain est en cours ! Merci de participer !,"Le premier projet d'ouvrage collectif vient d'être 
lancé pour la con­struc­tion de l'ascenseur nadiral !",Searchingway,241027,0,0,0,158,0,15,45,0,1,2,3,5,6,7,8,0,0,0,0,0,False
53,"Ascenseur nadiral 2 : préparation
**Tenez-vous prêts !**",Ascenseur nadiral 2 : préparation du chantier,Un second projet d'ouvrage collectif visant à construire un ascenseur souterrain va bientôt commencer ! Merci de participer !,"Un second projet d'ouvrage collectif va bientôt être lancé pour 
la con­struc­tion de l'ascenseur nadiral ! Venez nous filer un coup de main !",Searchingway,241028,18,15,1401,158,0,16,46,5,1,2,3,5,6,7,8,0,0,0,0,0,False
54,"Ascenseur nadiral 2 : en cours
**Participez à l'effort collectif !**",Ascenseur nadiral 2 : chantier en cours,Un second projet d'ouvrage collectif visant à construire un ascenseur souterrain est en cours ! Merci de participer !,"Le second projet d'ouvrage collectif vient d'être 
lancé pour la con­struc­tion de l'ascenseur nadiral !",Searchingway,241028,0,0,0,158,0,16,46,0,1,2,3,5,6,7,8,0,0,0,0,0,False
55,"Ascenseur nadiral : terminé
**Quartier libre !**",Ascenseur nadiral : chantier terminé,"La con­struc­tion de l'ascenseur nadiral est terminée ! L'exploration souterraine peut commencer, merci de votre coopération !","La con­struc­tion de l'ascenseur nadiral est terminée ! 
Un grand merci à tous les par­ti­ci­pants !",Searchingway,241029,18,16,1411,158,0,17,47,6,1,2,3,5,6,7,8,0,0,0,0,0,False
56,"Cosmo-navette souterraine : coll. matériaux
**Participez aux missions cosmiques !**",Cosmo-navette souterraine : collecte des matériaux,Nous avons besoin de matériaux pour installer une cosmo-navette souterraine ! Merci de participer aux missions cosmiques !,"Nous prévoyons de construire une nouvelle cosmo-navette souterraine ! 
Nous sommes en train de réunir les matériaux nécessaires !",Searchingway,241030,0,0,0,158,0,17,48,0,1,2,3,5,6,7,8,0,0,0,0,0,False
57,"Cosmo-navette souterraine : en cours
**Encore un peu de patience !**",Cosmo-navette souterraine : chantier en cours,"La fin du chantier pour la con­struc­tion de la cosmo-navette souterraine approche ! Encore un peu de patience, et nous pourrons tous en profiter !","La fin du chantier pour la con­struc­tion de la 
cosmo-navette souterraine est prévue pour bientôt !",Searchingway,241030,0,0,1452,158,0,17,48,0,1,2,3,5,6,7,8,0,0,0,0,0,False
58,"Cosmo-navette souterraine : terminée
**Quartier libre !**",Cosmo-navette souterraine : chantier terminé,"L'installation de la cosmo-navette souterraine est terminée ! L'exploration avance idéalement, merci de votre coopération !","La con­struc­tion de la cosmo-navette souterraine 
est terminée ! Un grand merci à tous les par­ti­ci­pants !",Searchingway,241031,18,17,1404,158,0,18,49,6,1,2,3,5,6,7,8,9,0,0,0,0,False
59,"Luna Hopopolis : coll. matériaux
**Participez aux missions cosmiques !**",Luna Hopopolis : collecte des matériaux,Nous avons besoin de matériaux pour agrandir encore davantage la station sélénienne ! Merci de participer aux missions cosmiques !,"Nous comptons effectuer encore un gros agrandissement de la station 
sélénienne ! Nous sommes en train de réunir les matériaux nécessaires !",Searchingway,241032,0,0,0,158,0,18,50,0,1,2,3,5,6,7,8,9,0,0,0,0,False
60,"Luna Hopopolis : préparation
**Tenez-vous prêts !**",Luna Hopopolis : préparation du chantier,Un projet d'ouvrage collectif visant à agrandir encore davantage la station sélénienne va bientôt commencer ! Merci de participer !,"Un projet d'ouvrage collectif va bientôt être lancé en vue 
d'agrandir encore plus la station ! Venez nous filer un coup de main !",Searchingway,241032,0,0,1451,158,0,18,51,0,1,2,3,5,6,7,8,9,0,0,0,0,False
61,"Luna Hopopolis : en cours
**Participez à l'effort collectif !**",Luna Hopopolis : chantier en cours,Un projet d'ouvrage collectif visant à agrandir encore davantage la station sélénienne est en cours ! Merci de participer !,"Un projet d'ouvrage collectif vient d'être lancé 
afin d'agrandir encore plus la station !",Searchingway,241032,0,0,0,158,0,18,52,0,1,2,3,5,6,7,8,9,0,0,0,0,False
62,"Luna Hopopolis : terminée
**Prenez un repos bien mérité !**",Luna Hopopolis : chantier terminé,"Le nouvel agrandissement de la station sélénienne est terminé ! Notre base est plus im­pres­sion­nante que jamais, merci de votre coopération !","L'agrandissement de la station est terminé ! 
Un grand merci à tous les par­ti­ci­pants !",Searchingway,241033,18,18,1403,158,0,19,53,6,1,2,3,5,6,7,8,9,0,0,0,0,False
63,"Développement de la station sélénienne terminé
**Vers l'infini, et au-delà !**",Développement de la station sélénienne terminé,Les infrastructures de la station sont toutes achevées ! Le jour de notre départ de Sinus Ardorum approche ! Fé­li­ci­ta­tions et merci à toutes et à tous !,"Grâce aux efforts communs de tous, les différentes infrastructures prévues 
pour la station sélénienne sont enfin terminées ! Merci, merci, et encore merci !!!",Searchingway,241034,0,0,0,158,0,19,54,0,1,2,3,5,6,7,8,9,0,0,0,0,False
64,"Campement bêta : coll. matériaux
**Participez aux missions cosmiques !**",Campement bêta : collecte des matériaux,Nous avons besoin de matériaux pour agrandir la station ! Merci de participer aux missions cosmiques !,"Première étape, l'agrandissement de la station ! 
Nous avons besoin de matériaux, votre aide est la bienvenue !",Searchingway,241035,0,0,0,168,0,0,1,0,2,3,4,0,0,0,0,0,0,0,0,0,False
65,"Campement bêta : préparation
**Tenez-vous prêts !**",Campement bêta : préparation du chantier,Un projet d'ouvrage collectif visant à agrandir la station va bientôt commencer ! Merci de participer !,"Un projet d'ouvrage collectif va bientôt être lancé en vue 
d'agrandir la station ! Venez nous filer un coup de main !",Searchingway,241035,0,0,1451,168,0,0,1,0,2,3,4,0,0,0,0,0,0,0,0,0,False
66,"Campement bêta : en cours
**Participez à l'effort collectif !**",Campement bêta : chantier en cours,Un projet d'ouvrage collectif vient d'être lancé afin d'agrandir la station ! Merci de participer ! ,"Un projet d'ouvrage collectif vient d'être lancé 
afin d'agrandir la station ! Merci d'avance !",Searchingway,241035,0,0,0,168,0,0,2,0,2,3,4,0,0,0,0,0,0,0,0,0,False
67,"Campement bêta : terminé
**Quartier libre !**",Campement bêta : chantier terminé,"L'agrandissement de la station est terminé ! L'exploration spatiale continue, merci de votre coopération !","L'agrandissement de la station est terminé ! 
Un grand merci à tous les par­ti­ci­pants !",Searchingway,241036,126,0,1478,168,0,1,3,6,2,3,4,0,0,0,0,0,0,0,0,0,False
