#,InternalName,Name,DataCenter,Unknown0,UserType,Unknown1,Region,Unknown2,IsPublic
60,Ramuh,Ramuh,10,10,1,1,1,False,True
61,Titan,Titan,3,3,1,1,1,False,True
62,Diabolos,Diabolos,8,8,3,1,1,False,True
63,Gilgamesh,Gilgamesh,4,4,3,1,1,False,True
64,Leviathan,Leviathan,5,5,3,1,1,False,True
65,Midgardsormr,Midgardsormr,4,4,3,1,1,False,True
66,Odin,Odin,7,7,5,1,1,False,True
67,Shiva,Shiva,7,7,5,1,1,False,True
68,Atomos,Atomos,1,1,1,1,1,False,True
69,Bahamut,Bahamut,2,2,1,1,1,False,True
70,Chocobo,Chocobo,3,3,1,1,1,False,True
71,Moogle,Moogle,6,6,5,1,1,False,True
72,Tonberry,Tonberry,1,1,1,1,1,False,True
73,Adamantoise,Adamantoise,4,4,3,1,1,False,True
74,Coeurl,Coeurl,8,8,3,1,1,False,True
75,Malboro,Malboro,8,8,3,1,1,False,True
76,Tiamat,Tiamat,2,2,1,1,1,False,True
77,Ultros,Ultros,5,5,3,1,1,False,True
78,Behemoth,Behemoth,5,5,3,1,1,False,True
79,Cactuar,Cactuar,4,4,3,1,1,False,True
80,Cerberus,Cerberus,6,6,5,1,1,False,True
81,Goblin,Goblin,8,8,3,1,1,False,True
82,Mandragora,Mandragora,10,10,1,1,1,False,True
83,Louisoix,Louisoix,6,6,5,1,1,False,True
84,,,0,0,0,1,1,False,False
85,Spriggan,Spriggan,6,6,5,1,1,False,True
86,Sephirot,Sephirot,9,9,7,1,1,False,True
87,Sophia,Sophia,9,9,7,1,1,False,True
88,Zurvan,Zurvan,9,9,7,1,1,False,True
90,Aegis,Aegis,1,1,2,1,1,False,True
91,Balmung,Balmung,8,8,4,1,1,False,True
92,Durandal,Durandal,2,2,2,1,1,False,True
93,Excalibur,Excalibur,5,5,4,1,1,False,True
94,Gungnir,Gungnir,1,1,2,1,1,False,True
95,Hyperion,Hyperion,5,5,4,1,1,False,True
96,Masamune,Masamune,3,3,2,1,1,False,True
97,Ragnarok,Ragnarok,6,6,6,1,1,False,True
98,Ridill,Ridill,2,2,2,1,1,False,True
99,Sargatanas,Sargatanas,4,4,4,1,1,False,True
100,,,0,0,0,0,0,False,False
101,,,0,0,0,0,0,False,False
102,,,0,0,0,0,0,False,False
103,,,0,0,0,0,0,False,False
104,,,0,0,0,0,0,False,False
105,,,0,0,0,0,0,False,False
106,,,0,0,0,0,0,False,False
107,,,0,0,0,0,0,False,False
108,,,0,0,0,0,0,False,False
109,,,0,0,0,0,0,False,False
110,b-tirica,b-tirica,1,1,1,11,1,False,False
111,b-contents,b-contents,0,0,0,11,1,True,False
112,b-chiriri,b-chiriri,4,4,3,11,1,False,False
113,b-contents2,b-contents2,0,0,0,11,1,True,False
114,b-jugularis,b-jugularis,2,2,1,11,1,False,False
115,e-regia,e-regia,1,1,1,12,1,False,False
116,e-pialii,e-pialii,4,4,3,12,1,False,False
117,e-contents,e-contents,0,0,0,12,1,True,False
118,e-contents2,e-contents2,0,0,0,12,1,True,False
119,e-coloria,e-coloria,1,1,1,12,1,False,False
120,e-gouldiae,e-gouldiae,4,4,3,12,1,False,False
121,e-contents3,e-contents3,0,0,0,12,1,True,False
122,e-contents4,e-contents4,0,0,0,12,1,True,False
123,e-trichroa,e-trichroa,2,2,1,12,1,False,False
124,e-hyperion,e-hyperion,0,0,0,12,1,False,False
126,e-ragnarok,e-ragnarok,0,0,0,12,1,False,False
127,e-ridill,e-ridill,0,0,0,12,1,False,False
128,e-sargatanas,e-sargatanas,5,5,3,12,1,False,False
129,,,0,0,0,0,0,False,False
130,,,0,0,0,0,0,False,False
131,,,0,0,0,0,0,False,False
132,,,0,0,0,0,0,False,False
133,,,0,0,0,0,0,False,False
134,,,0,0,0,0,0,False,False
135,,,0,0,0,0,0,False,False
136,,,0,0,0,0,0,False,False
137,,,0,0,0,0,0,False,False
138,,,0,0,0,0,0,False,False
139,,,0,0,0,0,0,False,False
140,,,0,0,0,0,0,False,False
141,b-contents3,b-contents3,0,0,0,11,1,True,False
142,b-cyanoptera,b-cyanoptera,1,1,1,11,1,False,False
144,,,0,0,0,0,0,False,False
145,,,0,0,0,0,0,False,False
153,z-cinereus,z-cinereus,1,1,1,14,1,False,False
154,z-vanellus,z-vanellus,4,4,3,14,1,False,False
155,z-contents3,z-contents3,0,0,0,14,1,True,False
156,z-japonicus,z-japonicus,1,1,1,14,1,False,False
157,z-dauma,z-dauma,1,1,1,14,1,False,False
158,z-contents,z-contents,0,0,0,14,1,True,False
159,z-contents2,z-contents2,0,0,0,14,1,True,False
160,,,0,0,0,0,0,False,False
161,,,0,0,0,0,0,False,False
162,,,0,0,0,0,0,False,False
163,,,0,0,0,0,0,False,False
164,,,0,0,0,0,0,False,False
165,,,0,0,0,0,0,False,False
166,,,0,0,0,0,0,False,False
167,,,0,0,0,0,0,False,False
168,,,0,0,0,0,0,False,False
169,,,0,0,0,0,0,False,False
170,,,0,0,0,0,0,False,False
171,,,0,0,0,0,0,False,False
172,,,0,0,0,0,0,False,False
173,,,0,0,0,0,0,False,False
174,,,0,0,0,0,0,False,False
175,,,0,0,0,0,0,False,False
176,,,0,0,0,0,0,False,False
177,,,0,0,0,0,0,False,False
178,,,0,0,0,0,0,False,False
179,,,0,0,0,0,0,False,False
180,,,0,0,0,0,0,False,False
181,,,0,0,0,0,0,False,False
182,,,0,0,0,0,0,False,False
183,,,0,0,0,0,0,False,False
184,,,0,0,0,0,0,False,False
185,,,0,0,0,0,0,False,False
186,,,0,0,0,0,0,False,False
187,,,0,0,0,0,0,False,False
188,,,0,0,0,0,0,False,False
189,,,0,0,0,0,0,False,False
190,,,0,0,0,0,0,False,False
191,,,0,0,0,0,0,False,False
201,Nacontents01,Nacontents01,0,0,0,1,1,True,False
202,Nacontents02,Nacontents02,0,0,0,1,1,True,False
203,Nacontents03,Nacontents03,0,0,0,1,1,True,False
204,Nacontents04,Nacontents04,0,0,0,1,1,True,False
205,Nacontents05,Nacontents05,0,0,0,1,1,True,False
206,Nacontents06,Nacontents06,0,0,0,1,1,True,False
207,Nacontents07,Nacontents07,0,0,0,1,1,True,False
208,Nacontents08,Nacontents08,0,0,0,1,1,True,False
209,Nacontents09,Nacontents09,0,0,0,1,1,True,False
210,Nacontents10,Nacontents10,0,0,0,1,1,True,False
211,Nacontents11,Nacontents11,0,0,0,1,1,True,False
212,Nacontents12,Nacontents12,0,0,0,1,1,True,False
213,Nacontents13,Nacontents13,0,0,0,1,1,True,False
214,Nacontents14,Nacontents14,0,0,0,1,1,True,False
215,Nacontents15,Nacontents15,0,0,0,1,1,True,False
216,Nacontents16,Nacontents16,0,0,0,1,1,True,False
217,Nacontents17,Nacontents17,0,0,0,1,1,True,False
218,Nacontents18,Nacontents18,0,0,0,1,1,True,False
219,Nacontents19,Nacontents19,0,0,0,1,1,True,False
220,Nacontents20,Nacontents20,0,0,0,1,1,True,False
221,Nacontents21,Nacontents21,0,0,0,1,1,True,False
222,Nacontents22,Nacontents22,0,0,0,1,1,True,False
223,Nacontents23,Nacontents23,0,0,0,1,1,True,False
224,Nacontents24,Nacontents24,0,0,0,1,1,True,False
225,Jpcontents01,Jpcontents01,0,0,0,1,1,True,False
226,Jpcontents02,Jpcontents02,0,0,0,1,1,True,False
227,Jpcontents03,Jpcontents03,0,0,0,1,1,True,False
228,Jpcontents04,Jpcontents04,0,0,0,1,1,True,False
229,Jpcontents05,Jpcontents05,0,0,0,1,1,True,False
230,Jpcontents06,Jpcontents06,0,0,0,1,1,True,False
231,Jpcontents07,Jpcontents07,0,0,0,1,1,True,False
232,Jpcontents08,Jpcontents08,0,0,0,1,1,True,False
233,Jpcontents09,Jpcontents09,0,0,0,1,1,True,False
234,Jpcontents10,Jpcontents10,0,0,0,1,1,True,False
235,Jpcontents11,Jpcontents11,0,0,0,1,1,True,False
236,Jpcontents12,Jpcontents12,0,0,0,1,1,True,False
237,Jpcontents13,Jpcontents13,0,0,0,1,1,True,False
238,Jpcontents14,Jpcontents14,0,0,0,1,1,True,False
239,Jpcontents15,Jpcontents15,0,0,0,1,1,True,False
240,Jpcontents16,Jpcontents16,0,0,0,1,1,True,False
241,Jpcontents17,Jpcontents17,0,0,0,1,1,True,False
242,Jpcontents18,Jpcontents18,0,0,0,1,1,True,False
243,Jpcontents19,Jpcontents19,0,0,0,1,1,True,False
244,Jpcontents20,Jpcontents20,0,0,0,1,1,True,False
245,Jpcontents21,Jpcontents21,0,0,0,1,1,True,False
246,Jpcontents22,Jpcontents22,0,0,0,1,1,True,False
247,Jpcontents23,Jpcontents23,0,0,0,1,1,True,False
248,Jpcontents24,Jpcontents24,0,0,0,1,1,True,False
249,Jpcontents25,Jpcontents25,0,0,0,1,1,True,False
250,Jpcontents26,Jpcontents26,0,0,0,1,1,True,False
251,Jpcontents27,Jpcontents27,0,0,0,1,1,True,False
252,Jpcontents28,Jpcontents28,0,0,0,1,1,True,False
253,Jpcontents29,Jpcontents29,0,0,0,1,1,True,False
254,Jpcontents30,Jpcontents30,0,0,0,1,1,True,False
255,Nacontents25,Nacontents25,0,0,0,1,1,True,False
256,Nacontents26,Nacontents26,0,0,0,1,1,True,False
257,Nacontents27,Nacontents27,0,0,0,1,1,True,False
258,Nacontents28,Nacontents28,0,0,0,1,1,True,False
259,Nacontents29,Nacontents29,0,0,0,1,1,True,False
260,Nacontents30,Nacontents30,0,0,0,1,1,True,False
261,Nacontents31,Nacontents31,0,0,0,1,1,True,False
262,Nacontents32,Nacontents32,0,0,0,1,1,True,False
263,Nacontents33,Nacontents33,0,0,0,1,1,True,False
264,Nacontents34,Nacontents34,0,0,0,1,1,True,False
265,Jpcontents31,Jpcontents31,0,0,0,1,1,True,False
266,Jpcontents32,Jpcontents32,0,0,0,1,1,True,False
267,Jpcontents33,Jpcontents33,0,0,0,1,1,True,False
268,Jpcontents34,Jpcontents34,0,0,0,1,1,True,False
269,Jpcontents35,Jpcontents35,0,0,0,1,1,True,False
270,Jpcontents36,Jpcontents36,0,0,0,1,1,True,False
271,Nacontents36,Nacontents36,0,0,0,1,1,True,False
272,Nacontents37,Nacontents37,0,0,0,1,1,True,False
273,Nacontents38,Nacontents38,0,0,0,1,1,True,False
274,Nacontents39,Nacontents39,0,0,0,1,1,True,False
275,Nacontents40,Nacontents40,0,0,0,1,1,True,False
276,Nacontents41,Nacontents41,0,0,0,1,1,True,False
277,Nacontents42,Nacontents42,0,0,0,1,1,True,False
278,Nacontents43,Nacontents43,0,0,0,1,1,True,False
279,Nacontents44,Nacontents44,0,0,0,1,1,True,False
280,Nacontents45,Nacontents45,0,0,0,1,1,True,False
300,Occontents01,Occontents01,0,0,0,1,1,True,False
301,Occontents02,Occontents02,0,0,0,1,1,True,False
302,Occontents03,Occontents03,0,0,0,1,1,True,False
303,Occontents04,Occontents04,0,0,0,1,1,True,False
304,Occontents05,Occontents05,0,0,0,1,1,True,False
305,,,0,0,0,1,1,True,False
306,,,0,0,0,1,1,True,False
307,,,0,0,0,1,1,True,False
308,,,0,0,0,1,1,True,False
309,,,0,0,0,1,1,True,False
310,,,0,0,0,1,1,True,False
311,Eucontents01,Eucontents01,0,0,0,1,1,True,False
312,Eucontents02,Eucontents02,0,0,0,1,1,True,False
313,Eucontents03,Eucontents03,0,0,0,1,1,True,False
314,Eucontents04,Eucontents04,0,0,0,1,1,True,False
315,Eucontents05,Eucontents05,0,0,0,1,1,True,False
316,Eucontents06,Eucontents06,0,0,0,1,1,True,False
317,Eucontents07,Eucontents07,0,0,0,1,1,True,False
318,Eucontents08,Eucontents08,0,0,0,1,1,True,False
319,,,0,0,0,1,1,True,False
320,,,0,0,0,1,1,True,False
321,Eucontents11,Eucontents11,0,0,0,1,1,True,False
322,Eucontents12,Eucontents12,0,0,0,1,1,True,False
323,Eucontents13,Eucontents13,0,0,0,1,1,True,False
324,Eucontents14,Eucontents14,0,0,0,1,1,True,False
325,Eucontents15,Eucontents15,0,0,0,1,1,True,False
326,Eucontents16,Eucontents16,0,0,0,1,1,True,False
327,Eucontents17,Eucontents17,0,0,0,1,1,True,False
328,Eucontents18,Eucontents18,0,0,0,1,1,True,False
329,,,0,0,0,1,1,True,False
330,,,0,0,0,1,1,True,False
331,Eucontents21,Eucontents21,0,0,0,1,1,True,False
332,Eucontents22,Eucontents22,0,0,0,1,1,True,False
333,Eucontents23,Eucontents23,0,0,0,1,1,True,False
334,Eucontents24,Eucontents24,0,0,0,1,1,True,False
335,Eucontents25,Eucontents25,0,0,0,1,1,True,False
336,Eucontents26,Eucontents26,0,0,0,1,1,True,False
337,Eucontents27,Eucontents27,0,0,0,1,1,True,False
338,Eucontents28,Eucontents28,0,0,0,1,1,True,False
339,,,0,0,0,1,1,True,False
340,,,0,0,0,1,1,True,False
341,,,0,0,0,1,1,True,False
342,,,0,0,0,1,1,True,False
343,,,0,0,0,1,1,True,False
344,,,0,0,0,1,1,True,False
345,,,0,0,0,1,1,True,False
346,,,0,0,0,1,1,True,False
347,,,0,0,0,1,1,True,False
348,,,0,0,0,1,1,True,False
349,,,0,0,0,1,1,True,False
350,,,0,0,0,1,1,True,False
351,,,0,0,0,1,1,True,False
352,,,0,0,0,1,1,True,False
353,,,0,0,0,1,1,True,False
354,,,0,0,0,1,1,True,False
355,,,0,0,0,1,1,True,False
356,,,0,0,0,1,1,True,False
357,,,0,0,0,1,1,True,False
358,,,0,0,0,1,1,True,False
359,,,0,0,0,1,1,True,False
360,,,0,0,0,1,1,True,False
361,,,0,0,0,1,1,True,False
362,,,0,0,0,1,1,True,False
363,,,0,0,0,1,1,True,False
364,,,0,0,0,1,1,True,False
365,,,0,0,0,1,1,True,False
366,,,0,0,0,1,1,True,False
367,,,0,0,0,1,1,True,False
368,,,0,0,0,1,1,True,False
369,,,0,0,0,1,1,True,False
370,,,0,0,0,1,1,True,False
371,,,0,0,0,1,1,True,False
372,,,0,0,0,1,1,True,False
373,,,0,0,0,1,1,True,False
374,,,0,0,0,1,1,True,False
375,,,0,0,0,1,1,True,False
376,,,0,0,0,1,1,True,False
377,,,0,0,0,1,1,True,False
378,,,0,0,0,1,1,True,False
379,,,0,0,0,1,1,True,False
380,,,0,0,0,1,1,True,False
381,,,0,0,0,1,1,True,False
382,,,0,0,0,1,1,True,False
383,,,0,0,0,1,1,True,False
384,,,0,0,0,1,1,True,False
385,,,0,0,0,1,1,True,False
386,,,0,0,0,1,1,True,False
387,,,0,0,0,1,1,True,False
388,,,0,0,0,1,1,True,False
389,,,0,0,0,1,1,True,False
390,,,0,0,0,1,1,True,False
391,,,0,0,0,1,1,True,False
392,,,0,0,0,1,1,True,False
393,,,0,0,0,1,1,True,False
394,,,0,0,0,1,1,True,False
395,,,0,0,0,1,1,True,False
396,,,0,0,0,1,1,True,False
397,,,0,0,0,1,1,True,False
398,,,0,0,0,1,1,True,False
399,,,0,0,0,1,1,True,False
400,Sagittarius,Sagittarius,6,6,5,1,1,False,True
401,Phantom,Phantom,6,6,5,1,1,False,True
402,Alpha,Alpha,7,7,5,1,1,False,True
403,Raiden,Raiden,7,7,5,1,1,False,True
404,Marilith,Marilith,11,11,3,1,1,False,True
405,Seraph,Seraph,11,11,3,1,1,False,True
406,Halicarnassus,Halicarnassus,11,11,3,1,1,False,True
407,Maduin,Maduin,11,11,3,1,1,False,True
408,Cuchulainn,Cuchulainn,11,11,3,1,1,False,True
409,Kraken,Kraken,11,11,3,1,1,False,True
410,Rafflesia,Rafflesia,11,11,3,1,1,False,True
411,Golem,Golem,11,11,3,1,1,False,True
412,Titania,Titania,12,12,5,1,1,False,False
413,Innocence,Innocence,12,12,5,1,1,False,False
414,Pixie,Pixie,12,12,5,1,1,False,False
415,Tycoon,Tycoon,12,12,5,1,1,False,False
416,Wyvern,Wyvern,12,12,5,1,1,False,False
417,Lakshmi,Lakshmi,12,12,5,1,1,False,False
418,Eden,Eden,12,12,5,1,1,False,False
419,Syldra,Syldra,12,12,5,1,1,False,False
420,,,0,0,0,1,1,False,False
421,,,0,0,0,1,1,False,False
422,,,0,0,0,1,1,False,False
423,,,0,0,0,1,1,False,False
424,,,0,0,0,1,1,False,False
425,,,0,0,0,1,1,False,False
426,,,0,0,0,1,1,False,False
427,,,0,0,0,1,1,False,False
428,,,0,0,0,1,1,False,False
429,,,0,0,0,1,1,False,False
430,,,0,0,0,1,1,False,False
431,,,0,0,0,1,1,False,False
432,,,0,0,0,1,1,False,False
433,,,0,0,0,1,1,False,False
434,,,0,0,0,1,1,False,False
435,,,0,0,0,1,1,False,False
436,,,0,0,0,1,1,False,False
437,,,0,0,0,1,1,False,False
438,,,0,0,0,1,1,False,False
439,,,0,0,0,1,1,False,False
440,,,0,0,0,1,1,False,False
441,,,0,0,0,1,1,False,False
442,,,0,0,0,1,1,False,False
443,,,0,0,0,1,1,False,False
444,,,0,0,0,1,1,False,False
445,,,0,0,0,1,1,False,False
446,,,0,0,0,1,1,False,False
447,,,0,0,0,1,1,False,False
448,,,0,0,0,1,1,False,False
449,,,0,0,0,1,1,False,False
450,,,0,0,0,1,1,False,False
451,,,0,0,0,1,1,False,False
452,,,0,0,0,1,1,False,False
453,,,0,0,0,1,1,False,False
454,,,0,0,0,1,1,False,False
455,,,0,0,0,1,1,False,False
456,,,0,0,0,1,1,False,False
457,,,0,0,0,1,1,False,False
458,,,0,0,0,1,1,False,False
459,,,0,0,0,1,1,False,False
460,,,0,0,0,1,1,False,False
461,,,0,0,0,1,1,False,False
462,,,0,0,0,1,1,False,False
463,,,0,0,0,1,1,False,False
464,,,0,0,0,1,1,False,False
465,,,0,0,0,1,1,False,False
466,,,0,0,0,1,1,False,False
467,,,0,0,0,1,1,False,False
468,,,0,0,0,1,1,False,False
469,,,0,0,0,1,1,False,False
470,,,0,0,0,1,1,False,False
471,,,0,0,0,1,1,False,False
472,,,0,0,0,1,1,False,False
473,,,0,0,0,1,1,False,False
474,,,0,0,0,1,1,False,False
475,,,0,0,0,1,1,False,False
476,,,0,0,0,1,1,False,False
477,,,0,0,0,1,1,False,False
478,,,0,0,0,1,1,False,False
479,,,0,0,0,1,1,False,False
480,,,0,0,0,1,1,False,False
481,,,0,0,0,1,1,False,False
482,,,0,0,0,1,1,False,False
483,,,0,0,0,1,1,False,False
484,,,0,0,0,1,1,False,False
485,,,0,0,0,1,1,False,False
486,,,0,0,0,1,1,False,False
487,,,0,0,0,1,1,False,False
488,,,0,0,0,1,1,False,False
489,,,0,0,0,1,1,False,False
490,,,0,0,0,1,1,False,False
491,,,0,0,0,1,1,False,False
492,,,0,0,0,1,1,False,False
493,,,0,0,0,1,1,False,False
494,,,0,0,0,1,1,False,False
495,,,0,0,0,1,1,False,False
496,,,0,0,0,1,1,False,False
497,,,0,0,0,1,1,False,False
498,,,0,0,0,1,1,False,False
499,,,0,0,0,1,1,False,False
576,,,0,0,0,0,0,False,False
577,,,0,0,0,0,0,False,False
578,,,0,0,0,0,0,False,False
579,,,0,0,0,0,0,False,False
580,,,0,0,0,0,0,False,False
581,,,0,0,0,0,0,False,False
582,,,0,0,0,0,0,False,False
583,,,0,0,0,0,0,False,False
584,,,0,0,0,0,0,False,False
585,,,0,0,0,0,0,False,False
586,,,0,0,0,0,0,False,False
630,,,0,0,0,0,0,False,False
631,,,0,0,0,0,0,False,False
632,,,0,0,0,0,0,False,False
633,,,0,0,0,0,0,False,False
634,,,0,0,0,0,0,False,False
635,,,0,0,0,0,0,False,False
636,,,0,0,0,0,0,False,False
637,,,0,0,0,0,0,False,False
638,,,0,0,0,0,0,False,False
639,,,0,0,0,0,0,False,False
640,,,0,0,0,0,0,False,False
641,,,0,0,0,0,0,False,False
642,,,0,0,0,0,0,False,False
643,,,0,0,0,0,0,False,False
644,,,0,0,0,0,0,False,False
645,,,0,0,0,0,0,False,False
646,,,0,0,0,0,0,False,False
647,,,0,0,0,0,0,False,False
648,,,0,0,0,0,0,False,False
649,,,0,0,0,0,0,False,False
650,,,0,0,0,0,0,False,False
651,,,0,0,0,0,0,False,False
652,,,0,0,0,0,0,False,False
653,,,0,0,0,0,0,False,False
654,,,0,0,0,0,0,False,False
655,,,0,0,0,0,0,False,False
656,,,0,0,0,0,0,False,False
657,,,0,0,0,0,0,False,False
658,,,0,0,0,0,0,False,False
659,,,0,0,0,0,0,False,False
1024,,,0,0,0,0,0,False,False
1025,,,0,0,0,0,0,False,False
1040,DiPingGuan,地平关,0,0,0,2,2,False,False
1041,MiWuShiDi,迷雾湿地,0,0,0,2,2,False,False
1042,LaNuoXiYa,拉诺西亚,101,101,101,2,2,False,False
1043,ZiShuiZhanQiao,紫水栈桥,103,103,101,2,2,False,False
1044,HuanYingQunDao,幻影群岛,101,101,101,2,2,False,False
1045,MoDuNa,摩杜纳,103,103,101,2,2,False,False
1046,MoShouLingYu,魔兽领域,0,0,0,2,2,False,False
1047,FengMoDong,封魔洞,0,0,0,2,2,False,False
1048,TaiyangHaiAn,太阳海岸,0,0,0,2,2,False,False
1049,XiaoMaiJiuGang,小麦酒港,0,0,0,2,2,False,False
1050,YinLeiHu,银泪湖,0,0,0,2,2,False,False
1051,ShengXiaTan,盛夏滩,0,0,0,2,2,False,False
1052,PuTaoJiuGang,葡萄酒港,0,0,0,2,2,False,False
1053,HeiYiSenLin,黑衣森林,0,0,0,2,2,False,False
1054,QingLinQuan,青磷泉,0,0,0,2,2,False,False
1055,JinChuiTaiDi,金锤台地,0,0,0,2,2,False,False
1056,HongChaChuan,红茶川,0,0,0,2,2,False,False
1057,YiXiuJiaDe,伊修加德,0,0,0,2,2,False,False
1058,XueSongYuan,雪松原,0,0,0,2,2,False,False
1059,YaoJingLing,妖精领,0,0,0,2,2,False,False
1060,MengYaChi,萌芽池,101,101,101,2,2,False,False
1061,ZhiZhangXiaGu,执掌峡谷,0,0,0,2,2,False,False
1062,MiYueZhiTa,密约之塔,0,0,0,2,2,False,False
1063,MoLaBiWan,莫拉比湾,0,0,0,2,2,False,False
1064,YueYaWan,月牙湾,0,0,0,2,2,False,False
1065,YaoLanShu,摇篮树,0,0,0,2,2,False,False
1066,QiaoMingDong,樵鸣洞,0,0,0,2,2,False,False
1067,NiMuHe,尼姆河,0,0,0,2,2,False,False
1068,HuangJinGu,黄金谷,0,0,0,2,2,False,False
1069,BaiLingTi,百灵啼,0,0,0,2,2,False,False
1070,TianLangXingDengTa,天狼星灯塔,0,0,0,2,2,False,False
1071,ZhuoReZouLang,灼热走廊,0,0,0,2,2,False,False
1072,SiYuJuMu,私语巨木,0,0,0,2,2,False,False
1073,YueYingDao,月影岛,0,0,0,2,2,False,False
1074,ShuiJingTa,水晶塔,0,0,0,2,2,False,False
1075,MengXiangGong,梦想宫,0,0,0,2,2,False,False
1076,BaiJinHuanXiang,白金幻象,102,102,101,2,2,False,False
1077,HeiJinHu,黑金湖,0,0,0,2,2,False,False
1078,LongXiPuBu,龙息瀑布,0,0,0,2,2,False,False
1079,ShiWeiTa,石卫塔,0,0,0,2,2,False,False
1080,TongLingTongShan,铜铃铜山,0,0,0,2,2,False,False
1081,ShenYiZhiDi,神意之地,101,101,101,2,2,False,False
1082,ShiJiuDaQiao,狮鹫大桥,0,0,0,2,2,False,False
1083,YongHengChuan,永恒川,0,0,0,2,2,False,False
1084,HaiWuShaTan,海雾沙滩,0,0,0,2,2,False,False
1085,HeFengLiuDi,和风流地,0,0,0,2,2,False,False
1086,ZeMeiErYaoSai,泽梅尔要塞,0,0,0,2,2,False,False
1087,JuShiQiu,巨石丘,0,0,0,2,2,False,False
1088,JianDouLingYu,剑斗领域,0,0,0,2,2,False,False
1089,HeiChenYiZhan,黑尘驿站,0,0,0,2,2,False,False
1090,ShuiLianYan,睡莲岩,0,0,0,2,2,False,False
1091,LingHangMingDeng,领航明灯,0,0,0,2,2,False,False
1092,HaiCiShiKu,海词石窟,0,0,0,2,2,False,False
1093,FeiCuiHu,翡翠湖,0,0,0,2,2,False,False
1094,XiongXinGuangChang,雄心广场,0,0,0,2,2,False,False
1095,KuErZhaSi,库尔札斯,0,0,0,2,2,False,False
1096,LiuShaMiGong,流沙迷宫,0,0,0,2,2,False,False
1097,FangXiangTang,芳香堂,0,0,0,2,2,False,False
1098,HuaMiZhanQiao,花蜜栈桥,0,0,0,2,2,False,False
1099,LanWuYongQuan,蓝雾涌泉,0,0,0,2,2,False,False
1100,ShenLingShengYu,神灵圣域,0,0,0,2,2,False,False
1101,BaiYunYa,白云崖,0,0,0,2,2,False,False
1102,HaiJiangShuiQu,海将水渠,0,0,0,2,2,False,False
1103,YuanLingYouShu,元灵幼树,0,0,0,2,2,False,False
1104,ShaZhongLuTing,沙钟旅亭,0,0,0,2,2,False,False
1105,JieMeiQiu,姐妹丘,0,0,0,2,2,False,False
1106,JingYuZhuangYuan,静语庄园,103,103,101,2,2,False,False
1107,ZuJiGu,足迹谷,0,0,0,2,2,False,False
1108,ShanHuTa,珊瑚塔,0,0,0,2,2,False,False
1109,HengDuanYa,横断崖,0,0,0,2,2,False,False
1110,ShuiShangTingYuan,水上庭院,0,0,0,2,2,False,False
1111,WuXianHuiLang,无限回廊,0,0,0,2,2,False,False
1112,JinDingChi,金锭池,0,0,0,2,2,False,False
