#,Name,Impression,Description,Level,MinLevel,PlaceName,IconList,IconDiscovered,IconUndiscovered,Emote,MinTime,MaxTime,MaxLevel,IsInitial
2162701,Promenade royale,"Il n'est pas rare de voir des lève-tôt profiter d'un beau ciel dégagé pour visiter la ville. Certains s'amusent à se tenir sur une des trois plaques argentées au pied d'un certain escalier, et à imiter le salut des sentinelles qui font la relève. Ah, ces touristes...","L'allée du district politique d'Ul'dah qui permet d'accéder au palais de la famille royale. Les casques d'argent sont chargés de sa sur­veil­lan­ce. À l'époque où le pouvoir des sultans était encore important, l'endroit était toujours animé par la présence des suppliants attendant une audience. De nos jours, il sert surtout de lieu de promenade aux riches seigneurs de la Cité.",4877073,0,51,81546,81046,81453,31,500,759,0,True
2162702,Cour dorée,"Les jeunes d'aujourd'hui ne savent plus quoi inventer pour s'occuper les jours où la pluie menace. La dernière fureur est d'aller se percher sur des endroits incongrus. Le lampadaire à l'est de la fontaine est très apprécié des plus audacieux, qui aiment scruter les environs de haut.","La magnifique fontaine de cette place au centre d'Ul'dah attire les citadins en quête d'un peu de fraîcheur durant les journées torrides. L'endroit était autrefois une salle de bal de la famille royale, mais son entretien étant devenu trop coûteux pour un trésor s'amenuisant d'année en année, il a été récemment cédé à la ville.",4877074,0,51,81547,81047,81453,22,1200,1659,0,True
2162703,Ul'dah,"Le ""joyau du désert"" est une vision magique la nuit. La lumière des étoiles pâlit devant la sienne. Le meilleur point de vue pour l'admirer serait en haut de l'échafaudage des sources de Nophica.","La capitale marchande qui se dresse dans les terres désolées du Thanalan. Protégée par de hauts murs, seuls les plus grands bâtiments sont visibles de loin. Parce que leurs dômes brillent de mille feux sous la lumière du soleil, et que la ville regorge de richesses, elle est surnommée le joyau du désert.",4877077,0,42,81548,81048,81453,22,1800,459,0,True
2162704,Vestiges de Sil'dih,"Un voyageur a raconté qu'il a failli perdre la vie en tombant d'une falaise à cause d'un brouillard matinal. Un rebord plus bas l'a heureusement sauvé, et une fois sa frayeur passée, il a pu admirer les ruines d'une Cité disparue.","Les ruines de l'ancienne Cité de Sil'dih. Elle a été détruite par les Uldiens il y a quatre cents ans à l'issue d'une longue guerre, et en l'espace d'un siècle a été presque entièrement ensevelie par le sable du Thanalan. L'emplacement actuel d'Ul'dah empiète partiellement sur celui de Sil'dih.",4877078,0,43,81551,81051,81453,22,800,1159,0,True
2162705,Le géant solitaire,Les voyageurs qui s'abritent de la pluie dans un petit bosquet sont souvent touchés par la vision du corps sans vie d'un géant moussu. Il semble si seul lorsque la nuit approche. On aurait presque envie de le consoler...,"Les Uldiens pensent que ce goobbue du Coerthas a dû fuir paniqué lors du septième fléau, et a fini par mourir d'épuisement peu après avoir atteint le Thanalan. Cela ex­pli­que­rait l'abondance de végétation originaire de Sombrelinceul ayant poussé près du cadavre : de nombreuses graines se sont pro­ba­ble­ment accrochées à lui durant son passage dans la forêt. ",4877079,0,44,81554,81054,81453,9,1700,1759,0,True
2162706,La Cité invisible,"Certains aventuriers n'ayant pas peur des hauteurs recommandent d'admirer le matin les ruines d'une antique Cité, du haut d'un morceau de route brisé. La vue en vaudrait la peine d'après eux, même par temps couvert.","La chute de morceaux de Dalamud au Mur incandescent a créé une énorme crevasse, révélant des vestiges majestueux. Des recherches ont bien entendu été menées et les historiens pensent qu'il s'agirait de la tombe de Lalafuto IV, dirigeant de l'ancienne cité de Belah'dia.",4877081,0,44,81555,81055,81453,22,800,1159,0,True
2162707,Le Viaduc,"Quand le temps est clair, rien de tel qu'une petite prière au bout d'une passerelle surplombant une crevasse sans fond pour bien commencer la journée !","Ce pont a été construit afin de relier le Thanalan à la forêt de Sombrelinceul. Comme il s'agit d'une route commerciale essentielle entre Gridania et Ul'dah, le régiment de l'Orchidée des lames de cuivre y est stationné en permanence. Les archéologues étudiant les ruines de la Cité invisible ont également un camp à proximité. ",4877082,0,44,81556,81056,81453,58,500,759,0,True
2162708,Canyon des Chuchotements,"Le soleil rayonne parfois fort sur la Noscea centrale, mais les paysans locaux connaissent un endroit à l'ombre où se désaltérer en observant l'eau tomber.","Prenant sa source près du volcan d'O'Ghomoro, la rivière de Nym a creusé cette gorge au cours du temps. Le doux murmure des nombreuses chutes d'eau et l'abri que prodigue cet endroit contre le soleil en font le lieu préféré des Limséens pour boire au frais.",4877083,0,30,81506,81006,81451,22,1200,1659,0,False
2162709,Vergers d'Estival,"Être maraîcher n'a rien de palpitant quand on a vécu le sabre au clair, même si on peut utiliser une lampe en guise de nid-de-corbeau pour faire la vigie dans une salle.","Cette plantation, où collaborent anciens pirates et maraîchers de métier, a été créée dans le cadre de la politique de développement du territoire de l'amirale Bloefhiswyn. La rivière des requins en fait une terre propice à la culture des oranges noscéennes.",4877084,0,30,81507,81007,81451,22,500,759,0,False
2162710,Flotte grise,"Alors qu'il allait à la métairie du Coq rouge, un marchand tomba nez à nez avec des Kobolds. Fuyant à toutes jambes, il réussit à leur échapper en se réfugiant en haut d'une cabane. Seul sous la pluie, il resta un long moment à scruter l'horizon.","Les moulins de ce site ont été construits pour moudre le blé et carder la laine produits à la métairie du Coq rouge. Vus de loin, ces bâtiments de pierre dont les ailes proviennent des voiles d'un navire s'apparentent à une imposante armada ; d'où leur surnom de “Flotte grise”.",4877085,0,31,81510,81010,81451,22,1200,1659,0,False
2162711,Chute cachée,"Fût-ce même pour une jolie danseuse, les regards insistants des hommes sont troublants, mais s'asseoir sous le soleil pour regarder la cascade redonne toujours du courage.","Située à l'estuaire de la rivière d'Agelyss, cette chute donne naissance à un bassin où le seigneur Gegeruju a fait bâtir une cabane sur pilotis pour ses invités de marque. Les danseuses qui travaillent là leur prodigueraient toutes sortes de services spéciaux.",4877087,0,32,81511,81011,81451,52,800,1159,0,False
2162712,Tour de la Mouette,"Les soldats du Maelstrom savent bien qu'il vaut mieux être haut perché pour apercevoir la moindre menace, notamment par mauvais temps.","Cette tour bâtie avec de la roche volcanique typique de la Noscea sert à la fois de phare, indiquant la présence de récifs aux navires, et de poste de guet contre les pirates et les Sahuagins. Son nom vient des nombreuses colonies de mouettes dans les environs.",4877088,0,32,81512,81012,81451,22,1800,459,0,False
2162713,Statue de Llymlaen,"Lorsque les navires sont chargés et prêts à appareiller, il n'est pas rare de voir les brasseurs locaux venir vénérer la Déesse dans les derniers rayons de soleil.","Dressée au centre de Port-aux-Ales, point de ra­vi­tail­le­ment obligatoire pour les navires au long cours, la statue de Llymlaen, finement ouvragée par un sculpteur roegadyn de renom, est le lieu où les marins viennent prier avant d'embarquer pour le large.",4877089,0,33,81514,81014,81451,58,1700,1759,0,False
2162714,Cimetière de bateaux,"Ô vous qui naviguez sur les flots, ne vous laissez pas envoûter par ses mots. Si vous la laissez vous charmer, votre navire finira dans ce charnier. Peu enviable est le destin de ces défunts, qui errent dans le noir au milieu des embruns.","Dans cette crique reposent les épaves des navires qui ont fait naufrage près des côtes noscéennes. Bien qu'ils aient été entraînés par le courant, de nombreux habitants semblent penser qu'ils ont été attirés dans ces lieux par une sirène. La brume persistante et les morts vivants qui errent sur les plages font de ce cimetière l'un des endroits les plus glauques d'Éorzéa.",4877090,0,33,81515,81015,81451,22,1800,459,0,False
2162715,Camp de la vallée du Crâne,"Une pointe de fierté ne fait jamais de mal à un soldat, notamment quand il s'agit de prouver son agilité en grimpant là où on peut bien surveiller l'ennemi.","Tirant son nom de la coutume qu'avaient les soldats d'exposer les crânes d'intrus kobolds pour dissuader leurs camarades de venir plus bas dans la Noscea, cette base militaire du Maelstrom surveille désormais les activités des Sahuagins à Demipierre.",4877091,0,33,81516,81016,81451,22,800,1159,0,False
2162716,Barrages du nord et du sud,"Semblables en bien des points aux mâts et aux voiles des navires, les tentes des marchands limséens peuvent résister même au poids d'un Roegadyn.","La colonie de Demipierre ayant été envahie par les Sahuagins, ces imposants remparts ont été bâtis afin de contenir les vagues d'assauts de ces hommes-poissons et de les empêcher de déferler dans la vallée du Crâne, ce qui leur vaut le nom de “barrages”.",4877092,0,33,81517,81017,81451,22,1200,1659,0,False
2162717,Camp du lac d'Airain,Les toits des bâtiments du sanatorium ne sont pas sans rappeler la forme des tonneaux de vin et donnent probablement une belle vue vers le couchant.,"Situé près de vestiges de l'ancienne cité de Nym, que la baisse de niveau des eaux du lac d'Airain a révélés, ce camp est célèbre pour son installation du sanatorium du Vin chaud, qui prodigue des soins aux soldats blessés grâce à ces sources thermales.",4877099,0,34,81518,81018,81451,22,1700,1759,0,False
2162718,Thalaos,"Le relief de la Haute-Noscea est pour le moins accidenté, ce qui n'est certainement pas bon pour les vertèbres, mais certains endroits offrent une vue fantastique.","Ce fossile d'un animal préhistorique géant s'est vu donner le nom de Thalaos, un serpent de mer légendaire que la Déesse Lllymlaen aurait libéré autrefois. Ces imposants ossements tendraient à prouver que l'île de Vylbrand était autrefois sous la mer.",4877101,0,34,81519,81019,81451,22,1200,1659,0,False
2162719,Comptoir de Jijiroon,"Le lac d'Airain n'est pas sans dangers, surtout la nuit. Heureusement, on peut toujours se percher sur d'anciennes ruines pour échapper aux monstres, mais attention à ne pas glisser.","Ce lieu d'échanges commerciaux est tenu par le Qiqirn Jijiroon, qui entretient une certaine rivalité avec son frère Memeroon, lui-même à la tête d'un éta­blis­se­ment du même genre. Personne ne sait toutefois pourquoi il s'est installé dans un endroit aussi reculé.",4877103,0,34,81520,81020,81451,22,1800,459,0,False
2162720,Cité flottante de Nym,"Les ruines de l'ancienne Nym sont sûrement l'un des panorama les plus impressionnants d'Éorzéa, constellant le ciel de la Noscea.","Ces ruines de l'ancienne cité de Nym, civilisation qui a fleuri sur l'île de Vylbrand à la 5e ère astrale, forment désormais un paysage fantastique du fait de cristaux corrompus, qui renforçant l'élément vent, font flotter une partie des vestiges.",4877105,0,350,81521,81021,81451,22,1800,459,0,False
2162721,Camp du Guet,Les Hirondelles écarlates savent que les buissons qui poussent sur les vieilles pierres nymiennes offrent une cachette idéale pour observer les ennemis.,"Ce camp du Maelstrom, établi sur une hauteur de Noscea extérieure afin de mieux observer les mouvements des Kobolds, est la base de l'unité spéciale des Hirondelles écarlates. Au sud, on aperçoit le Palais du Vagabond, ancien édifice nymien dédié au dieu Oschon.",4877106,0,350,81522,81022,81451,22,500,759,0,False
2162722,Mines d'U'Ghamaro,"Il faut admettre que les Kobolds ont du talent pour fabriquer des machines aussi hautes, malgré leur corps ratatiné. Leurs longs bras en font peut-être d'excellents escaladeurs.","Près de ce réseau complexe de galeries créé par les Kobolds, le soufre s'est mélangé aux eaux souterraines et usées pour former un paysage unique. Ces hommes-taupes comptent une importante main-d'œuvre qui étend leur territoire in­las­sa­ble­ment.",4877107,0,350,81523,81023,81451,22,1200,1659,0,False
2162723,Masure de l'ermite,"L'étrange propriétaire de ces lieux étant continuellement absent, il n'est pas rare d'y voir des personnes entrer dans sa demeure pour s'abriter de la pluie, lire des livres, ou encore regarder les étoiles la nuit venue.","Cette masure isolée jouit d'une vue imprenable sur le volcan d'O'Ghomoro. Située à côté d'une source d'eau chaude, elle s'offre le luxe d'avoir un bain à ciel ouvert sur son terrain. Vagabond dans l'âme, le pro­prié­taire des lieux est une personne mystérieuse dont on ne sait presque rien.",4877108,0,350,81524,81024,81451,50,1800,459,0,False
2162724,Don de Figaga,"La grande roue à eau tourne inlassablement, accueillant et reconduisant tous ceux qui passent par la porte du Blaireau bleu.","Située non loin du café Aux Feuilles de carline, cette imposante roue à aube fournit une énergie précieuse et propre à la guilde des menuisiers. Elle est très appréciée des Gridaniens pour le bruit agréable et apaisant qu'elle produit au contact de l'eau.",4877111,0,39,81526,81026,81452,22,800,1159,0,False
2162725,Guilde des maîtres d'hast,"Si la guilde est avant tout un lieu d'entraînement, rien n'empêche les badauds de venir regarder les maîtres manier leurs lances, à condition de rester dans un coin sans les incommoder.","Fondée par le légendaire lancier Mistalle, la guilde des maîtres d'hast sert également de quartier général aux vigiles sombres, l'unité de sécurité publique gridanienne. Ces derniers s'y entraînent d'ailleurs ré­gu­liè­re­ment en compagnie des férus de la lance.",4868037,0,39,81529,81029,81452,22,500,759,0,False
2162726,Le Bannock,"Les officiers gridaniens sont bien placés pour observer les nouvelles recrues s'entraîner, et si jamais certaines se cachent, il suffit de monter un peu plus haut pour les découvrir.","Utilisant ingénieusement la souche d'un arbre géant, que les Gridaniens appellent “pilier céleste”, ce camp a été créé par l'ordre des Deux Vipères pour former ses jeunes recrues. Son nom vient de la ressemblance de cette plateforme avec un pain plat local.",4877112,0,54,81531,81031,81452,22,500,759,0,False
2162727,Manoir des Haukke,"Les storopers ont beau être des créatures végétales, ils ne savent pas grimper sur les grosses racines... À moins que ce soit la vue du manoir qui leur fasse peur.","Ancienne résidence des Oracles, cette demeure luxueuse a été cédée à la riche famille des Dartancours il y a maintenant deux générations. Le mot “Haukke” désignerait en langue ancienne des rituels de communication silencieuse avec les esprits de la forêt.",4877113,0,54,81532,81032,81452,22,1800,459,0,False
2162728,Arbre gardien,"Les jours de beau temps, on aperçoit souvent des attroupements de promeneurs observer ce majestueux végétal depuis les hauteurs.","Cet arbre est le plus ancien de la forêt de Sombrelinceul. Âgé de plus de mille ans, ses fruits appelés “prunes millénaires” sont gardés pré­cieu­se­ment par les botanistes du Courtil. D'après les druides gridaniens, il abriterait le doyen des esprits.",4877163,0,54,81533,81033,81452,22,1200,1659,0,False
2162729,Cascade de l'arc-en-ciel,"Lorsque le soleil brille de tous ses rayons, il n'est pas rare de voir des habitants de Gridania s'arrêter sur la passerelle pour observer le spectacle féerique offert par cette chute d'eau.","Cette cascade prend sa source dans la Veine de l'est, l'une des petites rivières qui coulent dans la forêt de Sombrelinceul. En raison de la quantité de gouttelettes qu'elle produit, un arc-en-ciel est la plupart du temps visible quand il fait beau. À son pied se cache une grotte qui permet d'accéder à la Souche de Résurrection.",4877165,0,54,81534,81034,81452,22,1100,1359,0,False
2162730,Le Berceau,"S'il y a une lueur d'espoir dans ce monde, c'est bien le fait que, quelle que soit l'espèce, le désir de protéger sa progéniture est le même.","C'est au cœur de ce grand arbre que sont déposées les cosses, c'est-à-dire les cocons contenant les bulbes de Sylphes, pour qu'elles se développent. Ce lieu crucial pour la survie de cette espèce est toujours baigné par la lumière sélénienne des sporelunes.",4878703,0,55,81537,81037,81452,22,1800,459,0,False
2162731,Au Choix de Buscarron,"Si chacun se désaltère librement ici, il est quand même préférable de rester vigilant. Certains imprudents se réveillent parfois frappés par l'orage, après une nuit arrosée.","Ce bar, établi dans la Forêt du sud par un ancien soldat du nom de Buscarron, est un lieu de rendez-vous très apprécié par les aventuriers et les canailles des environs. C'est en quelque sorte un endroit sacré où chacun peut boire en toute tran­quil­li­té.",4878736,0,56,81538,81038,81452,22,800,1159,0,False
2162732,Aérodrome de la Forêt du sud,Les dirigeants de la société Vols Hautvent ne s'attendaient pas à ce que leur installation tombe entre les mains de bandits sans foi ni loi. C'est d'autant plus regrettable que la vue est exquise depuis la plateforme d'embarquement.,"Originairement établi pour le transport de mar­chan­di­ses par la société Vols Hautvent, cet aérodrome a dû fermer en raison des menaces que font peser les Garlemaldais sur les voies aériennes. Cet endroit est aujourd'hui le repaire des Griffecoeurl, qui l'utilisent pour trafiquer fourrures et autres produits braconnés.",4878759,0,56,81539,81039,81452,22,800,1159,0,False
2162733,Le Don d'Urth,Certains élémentalistes prétendent que la lumière fantastique de ce lieu sacré est encore plus surnaturelle lorsqu'elle se dissipe dans la brume.,"Si l'on en croit les textes sacrés, cette source fortement chargée en éther se situe à l'endroit où la sainte appelée Urth aurait été tuée par Odin, le Chevalier des ombres, ce qui lui vaut son nom actuel. Nul ne sait toutefois si cette légende est vraie.",4878763,0,56,81540,81040,81452,22,1200,1659,0,False
2162734,Moulin de la Carrière,"""Nul n'est mieux que chez soi"", disait ce vieil homme. On raconte qu'il prenait un plaisir fou à contempler son village adoré lorsqu'il réparait sa toiture ou ramonait sa cheminée, les matins de beau temps.","Ce hameau de la Forêt du sud tient son nom des moulins à eau qui servaient à couper la pierre extraite des carrières lorsque Gridania a été fondée. Aujourd'hui, les tailleurs de pierre ont cédé la place aux chasseurs qui profitent des bienfaits que la nature leur offre.",4878764,0,56,81541,81041,81452,22,500,759,0,False
2162735,Site de déboisement ixal,Un éclaireur des Deux Vipères a découvert un endroit bien perché d'où il peut observer les Ixali charger les rondins de bois qu'ils subtilisent à la forêt.,"S'étant emparés de cet endroit pour en exploiter les ressources forestières, les Ixali transportent le bois à l'aide de ballons renforcés qu'ils ont fait parvenir depuis leurs terres natales des vallées de Xelphatol via leur colonie de Natalan dans le Coerthas.",4878773,0,57,81542,81042,81452,22,1200,1659,0,False
2162736,Ombrage du Météore,Cet immense objet en forme de croissant de lune est l'une des nombreuses traces visibles du septième fléau. Les plus jeunes s'amusent à tester leur courage en allant l'observer la nuit.,"Cette structure est un fragment de Dalamud, l'immense geôle qui emprisonnait le Primordial Bahamut. Les gens pensent qu'il s'est détaché du corps du dragon lorsqu'il a survolé la forêt de Sombrelinceul au moment du septième fléau. L'Ombrage du Météore est l'une des nombreuses traces visibles de la terrible catastrophe qui a frappé Éorzéa.",4878784,0,57,81543,81043,81452,22,1800,459,0,False
2162737,Sources de l'Aulne,Les mineurs de la Forêt du nord aiment parfois éprouver leur courage en allant jusqu'au bout de vieilles racines suspendues dans le vide.,"Autrefois une dense forêt d'aulnes, qui lui a valu son nom, ce lieu désolé a pris son visage actuel lors du septième fléau, notamment à cause de fragments de Dalamud qui ont déchiré le sol et dont on peut encore voir la marque ici et là aujourd'hui.",4878790,0,57,81544,81044,81452,22,800,1159,0,False
2162738,Castrum Marinum,"Les soldats en mission de reconnaissance se cachent parfois en hauteur aux avant-postes garlemaldais pour mieux espionner l'ennemi. Ils peuvent même apercevoir une place forte impériale au loin si le ciel est particulièrement dégagé, mais la vue est plutôt sinistre lorsque le soleil se couche.","Une base de l'Empire située dans la mer de Rhotano, entre le continent d'Aldenard et l'île de Vylbrand, servant prin­ci­pa­le­ment de relais pour les ressources destinées aux autre bases garlemaldaises. Son nom signifie “place forte maritime”. La 10e unité d'infanterie de la 14e légion impériale y est stationnée.",4879319,0,42,81549,81049,81453,22,1700,1759,0,False
2162739,Baie des Vêpres,"Lorsqu'il fait beau, on voit parfois des petits malins profitant de leur temps libre l'après-midi pour aller se percher sur l'une des maisons d'un port animé, et imiter un des plus riches marchands uldiens.","La baie des Vêpres est le port principal du commerce maritime uldien. Une statue à l'effigie du seigneur Lolorito, l'homme à la tête de la Firme du commerce de l'Aldenard oriental, a été érigée en son centre en signe de gratitude pour sa généreuse par­ti­ci­pa­tion à la con­struc­tion des docks. Elle ne fait pas l'unanimité cependant, et certains pensent qu'il est exagérément embelli.",4879321,0,42,81550,81050,81453,27,1200,1659,0,False
2162740,Gare de Roncenoire,"Les ouvriers de Roncenoire sont parfois obligés de vérifier l'état des pylônes autour de la gare durant une tempête de poussière pour s'assurer qu'ils ne sont pas endommagés, et ce même la nuit. Imaginez-vous un peu là-haut !","Roncenoire était autrefois une simple garnison des lames de cuivre, mais depuis la con­struc­tion d'un service ferroviaire par Amajina et Fils et d'une gare dans la région, l'endroit a rapidement changé et est devenu un lieu important pour l'industrie métallurgique d'Ul'dah.",4879611,0,43,81552,81052,81453,22,1800,459,0,False
2162741,Porte de Nald,"Pour les enfants, les vrais plaisirs sont les plus simples. Jamais je n'oublierai l'émerveillement sur le visage de ces jeunes réfugiés qui regardaient défiler les caravanes de marchandises, assis sur les toiles de leurs tentes.","Cette porte est l'une des trois entrées principales d'Ul'dah. Suffisamment large pour y faire passer deux caravanes en même temps (Cité du commerce oblige), elle a été baptisée ainsi en l'honneur de la divinité tutélaire de la nation. Nald est le dieu qui veille sur le monde des vivants.",4879612,0,43,81553,81053,81453,52,1200,1659,0,False
2162742,Le Mur incandescent,"Il paraît qu'un cristal faisant face à une presqu'île est l'endroit idéal pour se baigner dans la lumière d'un après-midi ensoleillé, et admirer le paysage alentour.","Lorsque des morceaux de Dalamud se sont violemment écrasés dans la région, de nombreux courants éthérés souterrains se sont écoulés vers la surface pour finalement se cristalliser. Leur forme allongée et leur couleur rappelant celles des flammes ont donné son nom au Mur incandescent. Ces cristaux sont un rappel terrible de la violence du septième fléau.",4879625,0,44,81557,81057,81453,22,1200,1659,0,False
2162743,Bazar doré,"Certains mineurs aiment monter sur l'échafaudage à l'entrée de la mine d'un petit village pour profiter de la lumière du soleil matinal, avant de commencer leur longue journée souterraine.","Ce village était autrefois un centre animé du négoce uldien, mais il dépérit lentement depuis l'arrêt du commerce avec l'Orient. Les habitants espèrent cependant un renouveau d'activité si les rumeurs sur la présence de riches filons de mithril dans la région s'avèrent exactes.",4879626,0,44,81558,81058,81453,22,800,1159,0,False
2162744,Sursis de Thal,"Il est toujours conseillé d'offrir une prière à Thal avant de pénétrer dans son sanctuaire. Un torrent de larmes dans l'obscurité, né d'un repentir sincère, ne peut que plaire au dieu du monde des morts.","Cet autel est dédié à Thal, le dieu du monde des morts et jumeau de Nald. L'ordre de Nald'thal y a fait construire des ins­tal­la­tions destinées à ses membres pour qu'ils puissent jeûner et prier. Les pèlerins visitaient fréquemment l'endroit autrefois, mais leur nombre s'est considérablement réduit ces dernières années.",4879627,0,44,81559,81059,81453,58,1800,459,0,False
2162745,Thébaïde de Nald,Il est toujours conseillé d'offrir une prière à Nald avant de pénétrer dans son sanctuaire. Les âmes égarées dans un brouillard d'incertitude seront peut-être guidées par la lumière d'une nouvelle aube.,"Cet autel est dédié à Nald, le dieu du monde des vivants et jumeau de Thal. Visiter l'endroit porterait chance dans les affaires commerciales, mais les riches marchands de la Cité se contentant simplement d'acheter des talismans au sanctuaire de Milvaneth à Ul'dah, les pèlerins sont rares.",4879628,0,45,81560,81060,81453,58,500,759,0,False
