#,Singular,Plural,Description,Name,Adjective,PossessivePronoun,StartsWithVowel,Unknown_70_4,Pronoun,Article,Model,Icon,Unknown_70_8,Style
36,paire de lunettes classiques (marron),paires de lunettes classiques (marron),Un accessoire de visage de couleur marron.,Lunettes classiques (marron),0,0,0,1,1,0,791935,200070,0,2
37,paire de lunettes roses,paires de lunettes roses,Un accessoire de visage de couleur d'origine.,Lunettes roses,0,0,0,1,1,0,71040,200013,0,3
38,paire de lunettes roses (argent),paires de lunettes roses (argent),Un accessoire de visage de couleur argent.,Lunettes roses (argent),0,0,0,1,1,0,136576,200017,0,3
39,paire de lunettes roses (or),paires de lunettes roses (or),Un accessoire de visage de couleur or.,Lunettes roses (or),0,0,0,1,1,0,202112,200016,0,3
40,paire de lunettes roses (noires),paires de lunettes roses (noires),Un accessoire de visage de couleur noire.,Lunettes roses (noires),0,0,0,1,1,0,267648,200018,0,3
41,paire de lunettes roses (blanches),paires de lunettes roses (blanches),Un accessoire de visage de couleur blanche.,Lunettes roses (blanches),0,0,0,1,1,0,333184,200023,0,3
42,paire de lunettes roses (grises),paires de lunettes roses (grises),Un accessoire de visage de couleur grise.,Lunettes roses (grises),0,0,0,1,1,0,398720,200014,0,3
43,paire de lunettes roses (rouges),paires de lunettes roses (rouges),Un accessoire de visage de couleur rouge.,Lunettes roses (rouges),0,0,0,1,1,0,464256,200021,0,3
44,paire de lunettes roses (bleues),paires de lunettes roses (bleues),Un accessoire de visage de couleur bleue.,Lunettes roses (bleues),0,0,0,1,1,0,529792,200020,0,3
45,paire de lunettes roses (vertes),paires de lunettes roses (vertes),Un accessoire de visage de couleur verte.,Lunettes roses (vertes),0,0,0,1,1,0,595328,200024,0,3
46,paire de lunettes roses (bronze),paires de lunettes roses (bronze),Un accessoire de visage de couleur bronze.,Lunettes roses (bronze),0,0,0,1,1,0,660864,200015,0,3
47,paire de lunettes roses (violettes),paires de lunettes roses (violettes),Un accessoire de visage de couleur violette.,Lunettes roses (violettes),0,0,0,1,1,0,726400,200019,0,3
48,paire de lunettes roses (marron),paires de lunettes roses (marron),Un accessoire de visage de couleur marron.,Lunettes roses (marron),0,0,0,1,1,0,791936,200022,0,3
49,paire de lunettes basiques,paires de lunettes basiques,Un accessoire de visage de couleur d'origine.,Lunettes basiques,0,0,0,1,1,0,71041,200001,0,4
50,paire de lunettes basiques (argent),paires de lunettes basiques (argent),Un accessoire de visage de couleur argent.,Lunettes basiques (argent),0,0,0,1,1,0,136577,200005,0,4
51,paire de lunettes basiques (or),paires de lunettes basiques (or),Un accessoire de visage de couleur or.,Lunettes basiques (or),0,0,0,1,1,0,202113,200004,0,4
52,paire de lunettes basiques (noires),paires de lunettes basiques (noires),Un accessoire de visage de couleur noire.,Lunettes basiques (noires),0,0,0,1,1,0,267649,200006,0,4
53,paire de lunettes basiques (blanches),paires de lunettes basiques (blanches),Un accessoire de visage de couleur blanche.,Lunettes basiques (blanches),0,0,0,1,1,0,333185,200011,0,4
54,paire de lunettes basiques (grises),paires de lunettes basiques (grises),Un accessoire de visage de couleur grise.,Lunettes basiques (grises),0,0,0,1,1,0,398721,200002,0,4
55,paire de lunettes basiques (rouges),paires de lunettes basiques (rouges),Un accessoire de visage de couleur rouge.,Lunettes basiques (rouges),0,0,0,1,1,0,464257,200009,0,4
56,paire de lunettes basiques (bleues),paires de lunettes basiques (bleues),Un accessoire de visage de couleur bleue.,Lunettes basiques (bleues),0,0,0,1,1,0,529793,200008,0,4
57,paire de lunettes basiques (vertes),paires de lunettes basiques (vertes),Un accessoire de visage de couleur verte.,Lunettes basiques (vertes),0,0,0,1,1,0,595329,200012,0,4
58,paire de lunettes basiques (bronze),paires de lunettes basiques (bronze),Un accessoire de visage de couleur bronze.,Lunettes basiques (bronze),0,0,0,1,1,0,660865,200003,0,4
59,paire de lunettes basiques (violettes),paires de lunettes basiques (violettes),Un accessoire de visage de couleur violette.,Lunettes basiques (violettes),0,0,0,1,1,0,726401,200007,0,4
60,paire de lunettes basiques (marron),paires de lunettes basiques (marron),Un accessoire de visage de couleur marron.,Lunettes basiques (marron),0,0,0,1,1,0,791937,200010,0,4
61,monocle,monocles,Un accessoire de visage de couleur d'origine.,Monocle,0,0,0,1,0,0,71042,200025,0,5
62,monocle (argent),monocles (argent),Un accessoire de visage de couleur argent.,Monocle (argent),0,0,0,1,0,0,136578,200029,0,5
63,monocle (or),monocles (or),Un accessoire de visage de couleur or.,Monocle (or),0,0,0,1,0,0,202114,200028,0,5
64,monocle (noir),monocles (noir),Un accessoire de visage de couleur noire.,Monocle (noir),0,0,0,1,0,0,267650,200030,0,5
65,monocle (blanc),monocles (blanc),Un accessoire de visage de couleur blanche.,Monocle (blanc),0,0,0,1,0,0,333186,200035,0,5
66,monocle (gris),monocles (gris),Un accessoire de visage de couleur grise.,Monocle (gris),0,0,0,1,0,0,398722,200026,0,5
67,monocle (rouge),monocles (rouge),Un accessoire de visage de couleur rouge.,Monocle (rouge),0,0,0,1,0,0,464258,200033,0,5
68,monocle (bleu),monocles (bleu),Un accessoire de visage de couleur bleue.,Monocle (bleu),0,0,0,1,0,0,529794,200032,0,5
69,monocle (vert),monocles (vert),Un accessoire de visage de couleur verte.,Monocle (vert),0,0,0,1,0,0,595330,200036,0,5
70,monocle (bronze),monocles (bronze),Un accessoire de visage de couleur bronze.,Monocle (bronze),0,0,0,1,0,0,660866,200027,0,5
71,monocle (violet),monocles (violet),Un accessoire de visage de couleur violette.,Monocle (violet),0,0,0,1,0,0,726402,200031,0,5
72,monocle (marron),monocles (marron),Un accessoire de visage de couleur marron.,Monocle (marron),0,0,0,1,0,0,791938,200034,0,5
73,pince-nez moderne,pince-nez modernes,Un accessoire de visage de couleur d'origine.,Pince-nez moderne,0,0,0,1,0,0,71043,200037,0,6
74,pince-nez moderne (argent),pince-nez modernes (argent),Un accessoire de visage de couleur argent.,Pince-nez moderne (argent),0,0,0,1,0,0,136579,200041,0,6
75,pince-nez moderne (or),pince-nez modernes (or),Un accessoire de visage de couleur or.,Pince-nez moderne (or),0,0,0,1,0,0,202115,200040,0,6
76,pince-nez moderne (noir),pince-nez modernes (noir),Un accessoire de visage de couleur noire.,Pince-nez moderne (noir),0,0,0,1,0,0,267651,200042,0,6
77,pince-nez moderne (blanc),pince-nez modernes (blanc),Un accessoire de visage de couleur blanche.,Pince-nez moderne (blanc),0,0,0,1,0,0,333187,200047,0,6
78,pince-nez moderne (gris),pince-nez modernes (gris),Un accessoire de visage de couleur grise.,Pince-nez moderne (gris),0,0,0,1,0,0,398723,200038,0,6
79,pince-nez moderne (rouge),pince-nez modernes (rouge),Un accessoire de visage de couleur rouge.,Pince-nez moderne (rouge),0,0,0,1,0,0,464259,200045,0,6
80,pince-nez moderne (bleu),pince-nez modernes (bleu),Un accessoire de visage de couleur bleue.,Pince-nez moderne (bleu),0,0,0,1,0,0,529795,200044,0,6
81,pince-nez moderne (vert),pince-nez modernes (vert),Un accessoire de visage de couleur verte.,Pince-nez moderne (vert),0,0,0,1,0,0,595331,200048,0,6
82,pince-nez moderne (bronze),pince-nez modernes (bronze),Un accessoire de visage de couleur bronze.,Pince-nez moderne (bronze),0,0,0,1,0,0,660867,200039,0,6
83,pince-nez moderne (violet),pince-nez modernes (violet),Un accessoire de visage de couleur violette.,Pince-nez moderne (violet),0,0,0,1,0,0,726403,200043,0,6
84,pince-nez moderne (marron),pince-nez modernes (marron),Un accessoire de visage de couleur marron.,Pince-nez moderne (marron),0,0,0,1,0,0,791939,200046,0,6
85,paire de lunettes à monture percée,paires de lunettes à monture percée,Un accessoire de visage de couleur d'origine.,Lunettes à monture percée,0,0,0,1,1,0,71044,200097,0,7
86,paire de lunettes à monture percée (argent),paires de lunettes à monture percée (argent),Un accessoire de visage de couleur argent.,Lunettes à monture percée (argent),0,0,0,1,1,0,136580,200101,0,7
87,paire de lunettes à monture percée (or),paires de lunettes à monture percée (or),Un accessoire de visage de couleur or.,Lunettes à monture percée (or),0,0,0,1,1,0,202116,200100,0,7
88,paire de lunettes à monture percée (noires),paires de lunettes à monture percée (noires),Un accessoire de visage de couleur noire.,Lunettes à monture percée (noires),0,0,0,1,1,0,267652,200102,0,7
89,paire de lunettes à monture percée (blanches),paires de lunettes à monture percée (blanches),Un accessoire de visage de couleur blanche.,Lunettes à monture percée (blanches),0,0,0,1,1,0,333188,200107,0,7
90,paire de lunettes à monture percée (grises),paires de lunettes à monture percée (grises),Un accessoire de visage de couleur grise.,Lunettes à monture percée (grises),0,0,0,1,1,0,398724,200098,0,7
91,paire de lunettes à monture percée (rouges),paires de lunettes à monture percée (rouges),Un accessoire de visage de couleur rouge.,Lunettes à monture percée (rouges),0,0,0,1,1,0,464260,200105,0,7
92,paire de lunettes à monture percée (bleues),paires de lunettes à monture percée (bleues),Un accessoire de visage de couleur bleue.,Lunettes à monture percée (bleues),0,0,0,1,1,0,529796,200104,0,7
93,paire de lunettes à monture percée (vertes),paires de lunettes à monture percée (vertes),Un accessoire de visage de couleur verte.,Lunettes à monture percée (vertes),0,0,0,1,1,0,595332,200108,0,7
94,paire de lunettes à monture percée (bronze),paires de lunettes à monture percée (bronze),Un accessoire de visage de couleur bronze.,Lunettes à monture percée (bronze),0,0,0,1,1,0,660868,200099,0,7
95,paire de lunettes à monture percée (violettes),paires de lunettes à monture percée (violettes),Un accessoire de visage de couleur violette.,Lunettes à monture percée (violettes),0,0,0,1,1,0,726404,200103,0,7
96,paire de lunettes à monture percée (marron),paires de lunettes à monture percée (marron),Un accessoire de visage de couleur marron.,Lunettes à monture percée (marron),0,0,0,1,1,0,791940,200106,0,7
97,paire de lunettes à bordure épaisse,paires de lunettes à bordure épaisse,Un accessoire de visage de couleur d'origine.,Lunettes à bordure épaisse,0,0,0,1,1,0,71045,200109,0,8
98,paire de lunettes à bordure épaisse (argent),paires de lunettes à bordure épaisse (argent),Un accessoire de visage de couleur argent.,Lunettes à bordure épaisse (argent),0,0,0,1,1,0,136581,200113,0,8
99,paire de lunettes à bordure épaisse (or),paires de lunettes à bordure épaisse (or),Un accessoire de visage de couleur or.,Lunettes à bordure épaisse (or),0,0,0,1,1,0,202117,200112,0,8
100,paire de lunettes à bordure épaisse (noires),paires de lunettes à bordure épaisse (noires),Un accessoire de visage de couleur noire.,Lunettes à bordure épaisse (noires),0,0,0,1,1,0,267653,200114,0,8
101,paire de lunettes à bordure épaisse (blanches),paires de lunettes à bordure épaisse (blanches),Un accessoire de visage de couleur blanche.,Lunettes à bordure épaisse (blanches),0,0,0,1,1,0,333189,200119,0,8
102,paire de lunettes à bordure épaisse (grises),paires de lunettes à bordure épaisse (grises),Un accessoire de visage de couleur grise.,Lunettes à bordure épaisse (grises),0,0,0,1,1,0,398725,200110,0,8
103,paire de lunettes à bordure épaisse (rouges),paires de lunettes à bordure épaisse (rouges),Un accessoire de visage de couleur rouge.,Lunettes à bordure épaisse (rouges),0,0,0,1,1,0,464261,200117,0,8
104,paire de lunettes à bordure épaisse (bleues),paires de lunettes à bordure épaisse (bleues),Un accessoire de visage de couleur bleue.,Lunettes à bordure épaisse (bleues),0,0,0,1,1,0,529797,200116,0,8
105,paire de lunettes à bordure épaisse (vertes),paires de lunettes à bordure épaisse (vertes),Un accessoire de visage de couleur verte.,Lunettes à bordure épaisse (vertes),0,0,0,1,1,0,595333,200120,0,8
106,paire de lunettes à bordure épaisse (bronze),paires de lunettes à bordure épaisse (bronze),Un accessoire de visage de couleur bronze.,Lunettes à bordure épaisse (bronze),0,0,0,1,1,0,660869,200111,0,8
107,paire de lunettes à bordure épaisse (violettes),paires de lunettes à bordure épaisse (violettes),Un accessoire de visage de couleur violette.,Lunettes à bordure épaisse (violettes),0,0,0,1,1,0,726405,200115,0,8
108,paire de lunettes à bordure épaisse (marron),paires de lunettes à bordure épaisse (marron),Un accessoire de visage de couleur marron.,Lunettes à bordure épaisse (marron),0,0,0,1,1,0,791941,200118,0,8
109,paire de lunettes de ménestrel,paires de lunettes de ménestrel,Un accessoire de visage de couleur d'origine.,Lunettes de ménestrel,0,0,0,1,1,0,71046,200073,0,9
110,paire de lunettes de ménestrel (argent),paires de lunettes de ménestrel (argent),Un accessoire de visage de couleur argent.,Lunettes de ménestrel (argent),0,0,0,1,1,0,136582,200077,0,9
111,paire de lunettes de ménestrel (or),paires de lunettes de ménestrel (or),Un accessoire de visage de couleur or.,Lunettes de ménestrel (or),0,0,0,1,1,0,202118,200076,0,9
112,paire de lunettes de ménestrel (noires),paires de lunettes de ménestrel (noires),Un accessoire de visage de couleur noire.,Lunettes de ménestrel (noires),0,0,0,1,1,0,267654,200078,0,9
113,paire de lunettes de ménestrel (blanches),paires de lunettes de ménestrel (blanches),Un accessoire de visage de couleur blanche.,Lunettes de ménestrel (blanches),0,0,0,1,1,0,333190,200083,0,9
114,paire de lunettes de ménestrel (grises),paires de lunettes de ménestrel (grises),Un accessoire de visage de couleur grise.,Lunettes de ménestrel (grises),0,0,0,1,1,0,398726,200074,0,9
115,paire de lunettes de ménestrel (rouges),paires de lunettes de ménestrel (rouges),Un accessoire de visage de couleur rouge.,Lunettes de ménestrel (rouges),0,0,0,1,1,0,464262,200081,0,9
116,paire de lunettes de ménestrel (bleues),paires de lunettes de ménestrel (bleues),Un accessoire de visage de couleur bleue.,Lunettes de ménestrel (bleues),0,0,0,1,1,0,529798,200080,0,9
117,paire de lunettes de ménestrel (vertes),paires de lunettes de ménestrel (vertes),Un accessoire de visage de couleur verte.,Lunettes de ménestrel (vertes),0,0,0,1,1,0,595334,200084,0,9
118,paire de lunettes de ménestrel (bronze),paires de lunettes de ménestrel (bronze),Un accessoire de visage de couleur bronze.,Lunettes de ménestrel (bronze),0,0,0,1,1,0,660870,200075,0,9
119,paire de lunettes de ménestrel (violettes),paires de lunettes de ménestrel (violettes),Un accessoire de visage de couleur violette.,Lunettes de ménestrel (violettes),0,0,0,1,1,0,726406,200079,0,9
120,paire de lunettes de ménestrel (marron),paires de lunettes de ménestrel (marron),Un accessoire de visage de couleur marron.,Lunettes de ménestrel (marron),0,0,0,1,1,0,791942,200082,0,9
121,pince-nez,pince-nez,Un accessoire de visage de couleur d'origine.,Pince-nez,0,0,0,1,0,0,71047,200121,0,10
122,pince-nez (argent),pince-nez (argent),Un accessoire de visage de couleur argent.,Pince-nez (argent),0,0,0,1,0,0,136583,200122,0,10
123,pince-nez (or),pince-nez (or),Un accessoire de visage de couleur or.,Pince-nez (or),0,0,0,1,0,0,202119,200123,0,10
124,pince-nez (noir),pince-nez (noir),Un accessoire de visage de couleur noire.,Pince-nez (noir),0,0,0,1,0,0,267655,200124,0,10
125,pince-nez (blanc),pince-nez (blanc),Un accessoire de visage de couleur blanche.,Pince-nez (blanc),0,0,0,1,0,0,333191,200125,0,10
126,pince-nez (gris),pince-nez (gris),Un accessoire de visage de couleur grise.,Pince-nez (gris),0,0,0,1,0,0,398727,200126,0,10
127,pince-nez (rouge),pince-nez (rouge),Un accessoire de visage de couleur rouge.,Pince-nez (rouge),0,0,0,1,0,0,464263,200127,0,10
128,pince-nez (bleu),pince-nez (bleu),Un accessoire de visage de couleur bleue.,Pince-nez (bleu),0,0,0,1,0,0,529799,200128,0,10
129,pince-nez (vert),pince-nez (vert),Un accessoire de visage de couleur verte.,Pince-nez (vert),0,0,0,1,0,0,595335,200129,0,10
130,pince-nez (bronze),pince-nez (bronze),Un accessoire de visage de couleur bronze.,Pince-nez (bronze),0,0,0,1,0,0,660871,200130,0,10
131,pince-nez (violet),pince-nez (violet),Un accessoire de visage de couleur violette.,Pince-nez (violet),0,0,0,1,0,0,726407,200131,0,10
132,pince-nez (marron),pince-nez (marron),Un accessoire de visage de couleur marron.,Pince-nez (marron),0,0,0,1,0,0,791943,200132,0,10
133,paire de lunettes loupes,paires de lunettes loupes,Un accessoire de visage de couleur d'origine.,Lunettes loupes,0,0,0,1,1,0,71048,200133,0,11
134,paire de lunettes loupes (argent),paires de lunettes loupes (argent),Un accessoire de visage de couleur argent.,Lunettes loupes (argent),0,0,0,1,1,0,136584,200134,0,11
135,paire de lunettes loupes (or),paires de lunettes loupes (or),Un accessoire de visage de couleur or.,Lunettes loupes (or),0,0,0,1,1,0,202120,200135,0,11
136,paire de lunettes loupes (noires),paires de lunettes loupes (noires),Un accessoire de visage de couleur noire.,Lunettes loupes (noires),0,0,0,1,1,0,267656,200136,0,11
137,paire de lunettes loupes (blanches),paires de lunettes loupes (blanches),Un accessoire de visage de couleur blanche.,Lunettes loupes (blanches),0,0,0,1,1,0,333192,200137,0,11
138,paire de lunettes loupes (grises),paires de lunettes loupes (grises),Un accessoire de visage de couleur grise.,Lunettes loupes (grises),0,0,0,1,1,0,398728,200138,0,11
139,paire de lunettes loupes (rouges),paires de lunettes loupes (rouges),Un accessoire de visage de couleur rouge.,Lunettes loupes (rouges),0,0,0,1,1,0,464264,200139,0,11
140,paire de lunettes loupes (bleues),paires de lunettes loupes (bleues),Un accessoire de visage de couleur bleue.,Lunettes loupes (bleues),0,0,0,1,1,0,529800,200140,0,11
141,paire de lunettes loupes (vertes),paires de lunettes loupes (vertes),Un accessoire de visage de couleur verte.,Lunettes loupes (vertes),0,0,0,1,1,0,595336,200141,0,11
142,paire de lunettes loupes (bronze),paires de lunettes loupes (bronze),Un accessoire de visage de couleur bronze.,Lunettes loupes (bronze),0,0,0,1,1,0,660872,200142,0,11
143,paire de lunettes loupes (violettes),paires de lunettes loupes (violettes),Un accessoire de visage de couleur violette.,Lunettes loupes (violettes),0,0,0,1,1,0,726408,200143,0,11
144,paire de lunettes loupes (marron),paires de lunettes loupes (marron),Un accessoire de visage de couleur marron.,Lunettes loupes (marron),0,0,0,1,1,0,791944,200144,0,11
145,paire de lunettes de sécurité,paires de lunettes de sécurité,Un accessoire de visage de couleur d'origine.,Lunettes de sécurité,0,0,0,1,1,0,71049,200145,0,12
146,paire de lunettes de sécurité (argent),paires de lunettes de sécurité (argent),Un accessoire de visage de couleur argent.,Lunettes de sécurité (argent),0,0,0,1,1,0,136585,200146,0,12
147,paire de lunettes de sécurité (or),paires de lunettes de sécurité (or),Un accessoire de visage de couleur or.,Lunettes de sécurité (or),0,0,0,1,1,0,202121,200147,0,12
148,paire de lunettes de sécurité (noires),paires de lunettes de sécurité (noires),Un accessoire de visage de couleur noire.,Lunettes de sécurité (noires),0,0,0,1,1,0,267657,200148,0,12
149,paire de lunettes de sécurité (blanches),paires de lunettes de sécurité (blanches),Un accessoire de visage de couleur blanche.,Lunettes de sécurité (blanches),0,0,0,1,1,0,333193,200149,0,12
150,paire de lunettes de sécurité (grises),paires de lunettes de sécurité (grises),Un accessoire de visage de couleur grise.,Lunettes de sécurité (grises),0,0,0,1,1,0,398729,200150,0,12
151,paire de lunettes de sécurité (rouges),paires de lunettes de sécurité (rouges),Un accessoire de visage de couleur rouge.,Lunettes de sécurité (rouges),0,0,0,1,1,0,464265,200151,0,12
152,paire de lunettes de sécurité (bleues),paires de lunettes de sécurité (bleues),Un accessoire de visage de couleur bleue.,Lunettes de sécurité (bleues),0,0,0,1,1,0,529801,200152,0,12
153,paire de lunettes de sécurité (vertes),paires de lunettes de sécurité (vertes),Un accessoire de visage de couleur verte.,Lunettes de sécurité (vertes),0,0,0,1,1,0,595337,200153,0,12
154,paire de lunettes de sécurité (bronze),paires de lunettes de sécurité (bronze),Un accessoire de visage de couleur bronze.,Lunettes de sécurité (bronze),0,0,0,1,1,0,660873,200154,0,12
155,paire de lunettes de sécurité (violettes),paires de lunettes de sécurité (violettes),Un accessoire de visage de couleur violette.,Lunettes de sécurité (violettes),0,0,0,1,1,0,726409,200155,0,12
156,paire de lunettes de sécurité (marron),paires de lunettes de sécurité (marron),Un accessoire de visage de couleur marron.,Lunettes de sécurité (marron),0,0,0,1,1,0,791945,200156,0,12
157,paire de lunettes à demi-monture inférieure,paires de lunettes à demi-monture inférieure,Un accessoire de visage de couleur d'origine.,Lunettes à demi-monture inférieure,0,0,0,1,1,0,71050,200157,0,13
158,paire de lunettes à demi-monture inférieure (argent),paires de lunettes à demi-monture inférieure (argent),Un accessoire de visage de couleur argent.,Lunettes à demi-monture inférieure (argent),0,0,0,1,1,0,136586,200158,0,13
159,paire de lunettes à demi-monture inférieure (or),paires de lunettes à demi-monture inférieure (or),Un accessoire de visage de couleur or.,Lunettes à demi-monture inférieure (or),0,0,0,1,1,0,202122,200159,0,13
160,paire de lunettes à demi-monture inférieure (noires),paires de lunettes à demi-monture inférieure (noires),Un accessoire de visage de couleur noire.,Lunettes à demi-monture inférieure (noires),0,0,0,1,1,0,267658,200160,0,13
161,paire de lunettes à demi-monture inférieure (blanches),paires de lunettes à demi-monture inférieure (blanches),Un accessoire de visage de couleur blanche.,Lunettes à demi-monture inférieure (blanches),0,0,0,1,1,0,333194,200161,0,13
162,paire de lunettes à demi-monture inférieure (grises),paires de lunettes à demi-monture inférieure (grises),Un accessoire de visage de couleur grise.,Lunettes à demi-monture inférieure (grises),0,0,0,1,1,0,398730,200162,0,13
163,paire de lunettes à demi-monture inférieure (rouges),paires de lunettes à demi-monture inférieure (rouges),Un accessoire de visage de couleur rouge.,Lunettes à demi-monture inférieure (rouges),0,0,0,1,1,0,464266,200163,0,13
164,paire de lunettes à demi-monture inférieure (bleues),paires de lunettes à demi-monture inférieure (bleues),Un accessoire de visage de couleur bleue.,Lunettes à demi-monture inférieure (bleues),0,0,0,1,1,0,529802,200164,0,13
165,paire de lunettes à demi-monture inférieure (vertes),paires de lunettes à demi-monture inférieure (vertes),Un accessoire de visage de couleur verte.,Lunettes à demi-monture inférieure (vertes),0,0,0,1,1,0,595338,200165,0,13
166,paire de lunettes à demi-monture inférieure (bronze),paires de lunettes à demi-monture inférieure (bronze),Un accessoire de visage de couleur bronze.,Lunettes à demi-monture inférieure (bronze),0,0,0,1,1,0,660874,200166,0,13
