#,Message,Unknown1,Unknown2
34,"Un papier griffonné à la hâte gît au sol. Dessus, il est écrit :
“Précieux minerai vert.
Portique des malachites. Sacs verts et jaunes.
Au-dessus des débris. Monticule de terre dans le coin.”",7,False
35,"Ce cadavre de monstre semble encore chaud, et présente de longues traces de griffures. Son assaillant devait avoir des serres par­ti­cu­liè­rement aiguisées...",7,False
36,De nombreuses plumes sont éparpillées au sol. Peut-être témoignent-elles d'une lutte entre deux bêtes féroces... ?,7,False
37,"Ces excréments proviennent d'un grand animal. À en croire l'odeur, ils sont plutôt récents...",7,False
38,"L'écran du terminal affiche une quantité immense de mots qui ressemblent à des patronymes.
A priori, il devrait s'agir de la liste des gens dont les souvenirs ont été “envoyés dans les cieux”.
En cherchant bien, on pourrait cer­tai­ne­ment y retrouver la trace de Namikka...",7,False
39,"Les in­struc­tions du manuel lors de la manipulation des réserves d'âmes doivent être suivies à la lettre.
Ce qui nous est confié est la ressource la plus importante du royaume de Néo-Alexandrie. L'endommager ou l'égarer constitue une faute ex­trê­me­ment grave.

Première étape : extraction de l'éther
Après extraction du régulateur, le mélange d'éthers issus de l'âme et de la mémoire doit être stabilisé à l'intérieur des capsules.
Plus le processus d'extraction de l'éther mixte est rapide, plus le risque de dégâts augmente en conséquence. Il est donc interdit de le modifier, sauf en cas d'urgence absolue.",4,True
40,"Âme en observation prioritaire, régulateur numéro 161127. Éligible à l'approvisionnement. Nom individuel : “Namikka”.
Âge physique lors de l'arrêt des fonctions vitales : 86 ans.
Suppression des souvenirs au sein de la population : terminée avec succès.
Élimination des restes corporels : terminée avec succès.
Extraction de l'éther mixte : terminée avec succès.",4,True
41,"Deuxième étape : séparation de l'âme et de la mémoire
Le mélange d'éthers doit être dissout dans les deux catégories sus-citées à l'aide de l'outil approprié.
L'éther spirituel doit être envoyé au niveau supérieur pour le traitement final.
L'éther mémoriel doit être envoyé au terminal principal à travers le passage secret.
Sauf contre-indication formelle, la mémoire des créatures non humaines doit toujours être éliminée sans traitement préalable.",4,True
42,"Troisième étape : réinitialisation
Les derniers résidus de mémoire encore attachés à l'âme doivent être définitivement supprimés.
La lumière issue du processus de réinitialisation étant nocive pour les organismes vivants, il est hautement recommandé de se tenir à l'écart de son champ de radiation.
En outre, lorsqu'une âme n'ayant pas été cor­rec­te­ment purifiée est administrée à un nouveau corps, cela peut provoquer des troubles de la mémoire et de la personnalité.
Un détecteur de haute précision doit être utilisé pour repérer la présence de résidus potentiels.
Une fois le processus ci-dessus achevé, les ressources de l'âme sont restituées à la société.

Chaque jour qui passe, votre travail constitue un des piliers de notre nation. Effectuez-le avec honneur et intégrité.",4,True
43,"Sujet expérimental numéro 216. Nom individuel : “Ambrose”.
Description de l'expérience : attribution d'un prototype de régulateur de connexion à un corps dépourvu d'âme, puis ajout simultané de plusieurs âmes issues à la fois d'êtres humains et de créatures.
Actuellement, le sujet expérimental se comporte comme un organisme vivant, mais des troubles de la personnalité et une pulsion de mort affirmée se manifestent progressivement.
Il est possible que cela soit dû à une prévalence des âmes non humaines au sein du sujet.
Sa puissance de combat est ex­trê­me­ment élevée, mais à terme, il risque d'échapper à notre contrôle.
Verdict de fiabilité : faible à tendance décroissante.
À l'avenir, la priorité devra être mise sur des sujets expérimentaux dotés d'une personnalité loyale et docile.",4,True
44,Les lettres et les formes géométriques qui ap­pa­rais­sent en surbrillance sur ce monument arrondi vous sont inconnues. Il ne semble pas non plus s'agir d'écriture éorzéenne codée... Serait-ce un langage créé pour dissimuler de précieuses con­nais­san­ces ?,7,False
45,"Alors que vous tentez d'analyser les motifs complexes gravés sur cette tablette de pierre, un soudain sentiment de nausée vous assaille. Serait-ce un dispositif magique destiné à protéger les in­for­ma­tions renseignées ici ? Quoi qu'il en soit, il est plus prudent de détourner le regard pour le moment.",4,False
46,"Les nombreux ouvrages éparpillés autour de cette étagère renversée sont écrits dans un mystérieux langage que vous êtes incapable de comprendre. Cependant, d'après certains symboles particuliers, vous pensez être en présence de grimoires magiques.",4,False
47,"Il arrive à tout le monde, au cours d'une promenade en ville, d'assister à un événement qui donne envie de se gratter le menton, mais la dispute fraternelle entre Gallijaux et Joulet est un véritable cas d'école.

Chaque jour, des aventuriers leur rendent visite avec des carpes plein les bras pour les départager dans leur concours de pêche.
Enfin... peut-on vraiment parler de concours ? Ils ne font même pas l'effort de se procurer leurs prises tout seuls... C'est un bien étrange duo de pêcheurs, à mon avis !
Et vu les maigres récompenses qui leur sont attribuées, on se demande bien pourquoi les aventuriers se prêtent à ce petit jeu...",4,True
48,"On raconte qu'il y a bien longtemps de cela, une créature gigantesque d'origine mystérieuse est apparue aux environs d'ici.
Or, en parcourant les rapports compilés par la suite pour relater l'événement, on s'est aperçu que le mystère était encore plus profond que prévu...
Les témoignages des nombreux aventuriers s'étant réunis pour faire mordre la poussière à la créature ont tendance à se perdre en conjectures diverses et variées. Certains prétendent y être parvenus en un clin d'œil, d'autres auraient eu toutes les peines du monde ; en outre, l'origine de la fameuse créature est sujette à des débats enflammés.
En tout cas, tous s'accordent à dire que les membres d'équipe se sont beaucoup amusés pendant le combat.
Au point qu'il s'en dégageait une véritable atmosphère de fête...",4,True
49,"Encore une journée qui s'achève sur un échec.
Accumuler des sceaux est plus difficile que je ne le pensais...

Je ferais mieux d'arrêter de me plaindre. Je suis toujours sur le chemin du succès, et c'est déjà pas si mal.
Vivement la séance de détente aux sources chaudes avec les camarades pour se changer les idées !",4,True
50,"Aujourd'hui un ver, demain un crabe... Qui sait, après-demain, je chasserai peut-être enfin le petit truc cornu et gélatineux qui me nargue depuis un moment.
Tout de même, ce baiser mangeur et cette brume acide qui rend com­plè­te­ment flagada... Rien que d'y penser me donne la chair de poule à chaque fois.

Je ferais mieux de changer d'air. Les Champs de Rolanberry me semblent être une bonne destination.
Je ne dois pas perdre de vue que la récompense varie en fonction du lieu où on a chassé la créature.
En ce qui me concerne, tant que mon chef d'équipe est satisfait, tout me convient.",4,True
51,"Jadis, une illustre civilisation prospérait depuis la terre jusqu'aux cieux lointains.
Hélas, ses dirigeants rêvèrent d'un paradis éternel et transgressèrent l'ultime interdit.
Ladite civilisation fut plongée dans le chaos, et ses meneurs, dans un long sommeil.

N'oubliez jamais : ils sont toujours parmi nous. Ils hantent nos existences comme des fantômes immortels...
Quant à leur rêve, ils ne l'abandonneront sous aucun prétexte tant qu'il ne sera pas devenu réalité.",4,True
52,"Quelle est la raison d'être de Préservation ? La réponse est simple : contribuer à la survie de l'humanité.


Dans ce monde dominé par l'élément foudre, notre mission est double : il s'agit, d'une part, de créer un habitat sûr pour les populations, et d'autre part, d'élaborer un traitement efficace contre la paralysie, dont la prévalence ne cesse d'augmenter.
Face à ces défis majeurs, de nombreuses pistes ont déjà été envisagées. Mais aujourd'hui, nous tenons enfin la solution définitive à nos problèmes – et ce, grâce à un jeune garçon que l'on peut à juste titre qualifier de génie.",4,True
53,"Notre guide et maître Calyx soutient que ce n'est pas la chair, mais l'âme qui constitue le substrat essentiel de la vie. Les souvenirs qui y sont gravés définiraient, selon lui, le fondement même de l'individu.

C'est ce postulat qui l'a conduit à mettre au point un procédé expérimental de conservation des âmes à l'aide de l'électrope, l'idée étant que tout ce qui est constitué d'éther peut être stocké sur un support.

Des ex­pé­ri­men­ta­tions ont été conduites sur des criminels et des volontaires, au cours desquelles nous sommes ef­fec­ti­ve­ment parvenus à capter l'éther libéré au moment de la mort – un exploit qui représente à n'en pas douter un grand pas en avant pour l'humanité.",4,True
54,"Nous sommes parvenus à injecter une âme (préalablement stockée dans une machine en électrope) dans une sentinelle mécanique, et à lui conférer un com­por­te­ment humain. Autrement dit, notre espèce n'a virtuellement plus rien à craindre des effets de l'élément foudre sur sa chair.
Cependant, notre maître Calyx n'entend pas s'arrêter à cette prouesse : il ambitionne à présent de séparer l'âme des souvenirs – d'utiliser la première comme ressource, et d'immortaliser les seconds.

Puisque les souvenirs peuvent désormais être sauvegardés, ils ne dépendent plus de l'âme.


C'est précisément parce que sa maladie le condamne à brève échéance que notre maître a su entrevoir cette possibilité : une évolution vers une forme de vie faite d'information pure, baptisée “Éternel”.",4,True
55,,0,False
56,,0,False
57,,0,False
58,,0,False
59,,0,False
60,,0,False
