#,Text,Unknown_70_1,Unknown_70_2,Unknown_70_3,AchievementCredit,Item,GatheringItemLevel,Unknown1,FishingSpot,GatheringSubCategory,OceanStars,FishingRecordType,IsHidden,IsInLog
63,"*Perca serpentis*
Comme il était souvent découvert dans des branchages, on a longtemps cru que ce poisson pouvait grimper aux arbres. En réalité, il était simplement la proie d'oiseaux pêcheurs.",,,,0,4962,27,2000,16,0,0,3,False,True
64,"*Silurus niger*
Ce grand silure vit en eaux lacustres. Ces moustaches, qui lui servent d'organes de détection, lui permettent de repérer ses proies avant de les gober d'une traite.",,,,0,4963,27,2000,19,0,0,3,False,True
65,"*Abramis brama bianaquensis*
On raconte que ce poisson de mer doit sa couleur rosée aux crevettes basilic dont il se nourrit. Les spécimens pêchés près de l'île de Bianaq sont réputés pour leur chair exquise.",,,,0,4891,27,2000,52,0,0,1,False,True
66,"*Apteronotus albifrons*
Ce redoutable poisson a la faculté d'étourdir ses proies au moyen de décharges électriques. Les humains qui ont l'imprudence de s'en approcher de trop près en font parfois les frais.",,,,0,4964,28,2000,15,0,0,3,False,True
67,"*Solea nigra*
Ce poisson de forme aplatie doit son nom à un ancien mot signifiant “semelle”. Il est délicieux cuisiné avec une sauce aux cèpes.",,,,0,4892,28,2000,53,0,0,0,False,True
68,"*Lampetra fluviatilis*
Grâce aux dents dont est ornée sa bouche, la lamproie agrippe la peau de sa proie pour aspirer son sang et sa lymphe. C'était un mets recherché à la cour uldienne, autrefois.",,,,0,4965,29,2000,83,0,0,2,False,True
69,"*Lepidotrigla pollinctor*
Ce poisson se coiffe d'os crâniens de petits animaux, comme les lézards, pour s'en servir comme arme lors de furieux combats de territoire. Il utilise des crânes plus volumineux en grandissant.",,,,0,4966,29,2000,83,0,0,2,False,True
70,"*Eusphyra blochii*
Sa grande tête en forme de marteau lui permet de détecter rapidement ses proies. Il est connu pour vivre en bancs pouvant compter jusqu'à une centaine d'individus.",,,,0,4893,29,2000,61,0,0,1,False,True
71,"*Salmo yugrama*
Ce poisson est connu pour sa chair savoureuse. Il remonte chaque année sans faute le cours de rivières, et ses prédateurs ne ratent jamais ce rendez-vous.",,,,0,4967,28,2000,80,0,0,2,False,True
72,"*Cucumaria planci vylbrandicus*
Les Roegadyns du Clan de la Mer qui vivent dans les mers du Nord apprécient cette limace de mer coupée en fines tranches, pour sa texture par­ti­cu­liè­re.",,,,0,4894,30,2000,53,0,0,0,False,True
73,"*Hypostomus plecostomus variatus*
Sa bouche qui lui permet de s'accrocher aux rochers est ca­rac­té­ris­ti­que. Son corps présente des motifs par­ti­cu­liè­rement gracieux, même pour un pléco.",,,,0,4968,30,2000,4,0,0,3,False,True
74,"*Aegagropila luceus*
Nul ne sait pourquoi cette algue sphérique émet de la lumière ; certains y voient une manifestation des âmes des morts revenues dans le monde des vivants.",,,,0,5544,31,2000,32,0,0,3,False,True
75,"*Clupea harengus indigo*
Ce poisson est populaire à la fois comme aliment mais aussi comme appât de pêche au vif. C'est l'un des poissons les plus souvent attrapés, d'après la guilde des pêcheurs.",,,,0,4895,31,2000,52,0,0,0,False,True
76,"*Erpetoichthys calabaricus*
Ce poisson longiligne est protégé par de dures écailles. Il remonte fréquemment à la surface pour respirer.",,,,0,4969,32,2000,85,0,0,3,False,True
77,"*Thunnus cinnis*
Un grand poisson à chair grasse dont les Miqo'tes sont friands. En Orient, il est souvent éviscéré et mangé sur place, im­mé­dia­te­ment après avoir été pêché.",,,,0,4896,32,2000,52,0,0,1,False,True
78,"*Fundulus heteroclitus*
Un poisson découvert à La Poigne des Dieux. Très résistant aux milieux toxiques, il est utile pour déterminé la qualité d'une eau.",,,,0,4970,32,2000,50,0,0,3,False,True
79,"*Bithynia pollinctor*
Souvent aperçu sur des os blanchis, cet escargot de sinistre réputation est parfois surnommé “doigt du néant” et autres surnoms lugubres.",,,,0,4971,33,2000,78,0,0,3,False,True
80,"*Gobius radicis*
Cette espèce se rencontre uniquement près du lac des Racines. Il est capable d'utiliser ses nageoires pour sauter, ce qui lui a valu son nom commun.",,,,0,4972,33,2000,16,0,0,3,False,True
81,"*Phycodurus eques*
Ce cousin de l'hippocampe aurait été nommé par les scien­ti­fi­ques qui, déçus de n'avoir pu imposer le nom de “dragon de mer” à ce dernier, se seraient rabattus sur cette espèce voisine. Ses protubérances imitant des branches feuillues constituent un camouflage très efficace.",,,,0,4897,33,2000,45,0,0,0,False,True
82,"*Osteoglossum bicirrhosum*
Sa mâchoire inférieure ca­rac­té­ris­ti­que lui permet d'avaler d'une traite les petits poissons et insectes. Ce poisson primitif n'a pour ainsi dire pas évolué depuis l'antiquité.",,,,0,4973,34,2000,15,0,0,3,False,True
83,"*Sardina lunaris*
Ce poisson à activité nocturne reflète la lumière de la lune lorsqu'il nage près de la surface. On raconte qu'il a reçu la grâce de la déesse Menphina.",,,,0,4898,34,2000,52,0,0,0,False,True
84,"*Cancer pilosus*
Les pinces de ce crustacé d'eau douce sont recouvertes de minuscules poils, ce qui donne l'impression qu'il porte des gants. Cette curieuse apparence lui a valu son nom.",,,,0,4974,34,2000,54,0,0,2,False,True
85,"*Melanogrammus aeglefinus*
Ce poisson est souvent cuisiné en ragoût pour sa bonne tenue à la cuisson. Il était connu comme étant un mets apprécié du Roi des mers du Nord.",,,,0,4899,34,2000,74,0,0,1,False,True
86,"*Dasyatis monkeonkei*
Cette raie d'ornement descendrait directement de celle offerte par un Lalafell du nom de Monke-Onke aux Padjals en signe d'amitié.",,,,0,4975,33,2000,4,0,0,2,False,True
87,"*Oncorhynchus masou masou*
Ce poisson continental reste toujours en rivières ou lacs sans jamais gagner la mer. Très prudent et réactif, il est difficile à pêcher.",,,,0,4976,35,2000,26,0,0,2,False,True
88,"*Pinctada albina*
Ce bivalve non comestible peut parfois produire une perle blanche par accumulation de nacre autour d'une impureté. Ce phénomène, à l'origine fortuit, est désormais reproduit ar­ti­fi­ciellement par les ostréiculteurs, de plus en plus nombreux à cultiver ces huîtres pour leurs perles.",,,,0,4900,35,2000,53,0,0,0,False,True
89,"*Cottus arenosus*
Ce poisson amphibie vit dans les régions sablonneuses. Il est au bout de la chaîne alimentaire de son milieu naturel.",,,,0,4977,35,2000,86,0,0,4,False,True
90,"*Carassius argenteus argenteus*
Une race de poissons décoratifs, mise au point par croisement dans les pays orientaux. Les éleveurs ont mis plusieurs décennies à obtenir l'éclat argenté de leurs écailles.",,,,0,4978,36,2000,57,0,0,3,False,True
91,"*Chromobotia macracanthus*
Ce petit poisson doit son nom à ses rayures colorées qui rappellent les tenues bigarrées des saltimbanques. Il est très apprécié comme poisson d'ornement.",,,,0,4979,36,2000,85,0,0,3,False,True
92,"*Acanthopagrus arenosus*
Ce poisson se meut en faisant vibrer ses nageoires pour déplacer le sable qui l'entoure. Il ressemble à la brème, mais en est assez distant en réalité.",,,,0,5032,36,2000,86,0,0,4,False,True
93,"*Echeneis naucrates*
Ce poisson parasite, aussi surnommé “poisson pilote”, se colle sur les baleines et requins qu'il exploite. Il tient son nom de la fleur préférée d'Althyk, car comme le dieu il semble capable d'arrêter le temps pour se fixer sur son protecteur.",,,,0,4901,36,2000,52,0,0,1,False,True
94,"*Plecostomus armo*
Ce poisson a des écailles si dures qu'il est rarement la proie de poissons plus grands. Il peut donc vivre une longue vie et atteindre une taille im­pres­sion­nante.",,,,0,4980,37,2000,16,0,0,3,False,True
95,"*Macquaria gigantea*
Pour un poisson d'eau douce, cette espèce est très grande. Il mange beaucoup et apprécie les appâts de grosse taille.",,,,0,4981,37,2000,68,0,0,3,False,True
96,"*Silurus arenosus*
Ce vorace poisson-chat des sables dévore poissons, insectes et même monstres. Sa chair semble délicieuse, mais est difficile à cuisiner à cause du sable qu'il avale.",,,,0,5033,37,2000,87,0,0,4,False,True
97,"*Diodon hystrix*
On appelle ce poisson “bombo de mer” à cause de sa curieuse faculté à gonfler son corps couvert d'épines lorsqu'il est en colère.",,,,0,4902,37,2000,53,0,0,0,False,True
98,"*Cyprinus velodynus*
Un des poissons grillés les plus populaires en cuisine gridanienne. Omnivore, il est très facile à pêcher. ",,,,0,4982,38,2000,12,0,0,2,False,True
99,"*Tetraodon virens*
Ce poisson vit en eau douce, saumâtre ou salée. Ses jolis motifs le rendent populaires comme poisson d'agrément, mais l'élevage est très délicat.",,,,0,4983,38,2000,54,0,0,2,False,True
100,"*Dotonus dotonus*
Ce poisson des sables se tapit dans les fonds sablonneux avant de fondre sur ses proies, comme un redoutable assassin. Il tient d'ailleurs son nom d'une technique d'attaque d'élément terre venue d'Orient.",,,,0,5034,38,2000,86,0,0,4,False,True
101,"*Chromobotia aurea*
Sa couleur dorée est très claire, chose in­ha­bi­tuelle pour les loches. Il semblerait qu'une mutation subite soit à l'origine de cette variété.",,,,0,4984,39,2000,31,0,0,3,False,True
102,"*Parexocoetus arenosus*
Ce poisson des sables peut planer sur de longues distances grâce aux vents des tempêtes de Sagolii. Pour les habitants des oasis, son nom est synonyme d'imprudence.",,,,0,5035,39,2000,87,0,0,4,False,True
103,"*Anguilla aurea*
Ce poisson est associé au dieu du commerce à cause de sa couleur dorée. Facilement repérable par ses prédateurs, il vit la nuit.",,,,0,4985,39,2000,80,0,0,2,False,True
104,"*Salmo coccineus*
Les gens du coin savent que ce poisson est facile à pêcher à la mouche. Sa couleur rouge lui valait la réputation de “poisson vampire” autrefois.",,,,0,4986,40,2000,26,0,0,2,False,True
105,"*Symphysodon aequifasciatus*
Avec sa forme arrondie et ses jolis motifs colorés, ce poisson est apprécié pour sa beauté. On suppose qu'il serait arrivé en Éorzéa par le biais de navires de commerce venus des mers du sud.",,,,0,4987,40,2000,55,0,0,2,False,True
106,"*Arion myrmeleontidae*
D'après le roman de Derwin “Le livre des merveilles de la ville souterraine”, ce mollusque serait un émissaire des mondes souterrains. Mais personne ne semble y croire...",,,,0,5036,40,2000,86,0,0,4,False,True
107,"*Corallium rubrum*
Ce corail rouge comme le sang est vu comme un symbole de vie dans de nombreuses cultures éorzéennes. Il est populaire comme cadeau de naissance dans les bourgades noscéennes.",,,,0,5462,40,2000,62,0,0,0,False,True
108,"*Salmo aeneus*
Cette espèce endémique ne vit que dans le lac d'Airain. Elle a cependant déjà été aperçue dans les rivières avoisinantes, peut-être transportée par quelque prédateur.",,,,0,4988,41,2000,68,0,0,3,False,True
109,"*Neritina infernus*
Les Amalj'aa pensent que ce mollusque est né des griffes d'Ifrit, en raison de sa couleur rouge vif, et le considèrent comme un aliment sacré.",,,,0,4989,41,2000,94,0,0,3,False,True
110,"*Dasyatis desultor*
Une fois grimpé au sommet d'une dune, ce poisson peut sauter pour planer, et se nourrit des proies qu'il écrase de cette façon.",,,,0,5037,41,2000,87,0,0,4,False,True
111,"*Carcharodon argentum*
Ce féroce requin de grande taille attaque d'habitude les poissons de taille moyenne, mais il peut parfois s'en prendre à l'homme. Il nage sans fin sur son territoire.",,,,0,4903,41,2000,62,0,0,1,False,True
112,"*Panaque regalis*
L'ancien sultan Sasabal Ul Sisibal s'est vu offrir ce spécimen de poisson d'ornement comme présent le jour de son couronnement. Depuis ce jour, ce pléco est qualifié de royal.",,,,0,4990,42,2000,82,0,0,3,False,True
113,"*Chelidonichthys fulgoris*
La tribu de la lune de Sombrelinceul considère ce poisson comme un symbole de la puissance physique, et un porte-bonheur, peut-être à cause de ses taches en forme d'éclairs.",,,,0,4991,42,2000,99,0,0,2,False,True
114,"*Cyprinus draconis*
Une légende raconte que lorsque les dragons créèrent les êtres vivants à partir de leur sang, une goutte tomba dans la rivière et devint cette carpe. Cette espèce aurait la faculté de nager dans les cascades à contre-courant, telle un dragon dans les airs.",,,,0,4992,43,2000,7,0,0,2,False,True
115,"*Chitala ornata*
Ce poisson doit son nom à sa robe métallique et à sa forme rappelant une lame de couteau. Mais la ressemblance s'arrête là, car il n'est pas très coupant.",,,,0,4993,43,2000,25,0,0,2,False,True
116,"*Acanthocybium solandri*
Un grand poisson de mer aux dents aiguisées, amateur de crustacés. Sa chair a mauvais goût, mais on raconte qu'il rend fort, aussi entre-t-elle dans la composition de certains remèdes.",,,,0,4904,43,2000,65,0,0,1,False,True
117,"*Salvelinus pluvialis*
Il s'agite fortement en temps de pluie, ce qui le rend plus facile à pêcher. Pour cette raison, les peuples des forêts associent ce poisson à la venue de la pluie.",,,,0,4905,43,2000,81,0,0,2,False,True
118,"*Anguilla radicis*
L'apparence de ce poisson robuste rappelle les racines d'un chêne, d'où son nom commun. Sa chair semble au premier abord riche et savoureuse, mais se révèle bien trop fade.",,,,0,4994,44,2000,20,0,0,2,False,True
119,"*Cottus gobio gobio*
Ce petit poisson se rencontre dans toutes les régions d'Éorzéa, en particulier dans les torrents et autres rivières à courant. Il aime se cacher sous les pierres et se nourrit d'insectes et de petits poissons.",,,,0,4995,44,2000,66,0,0,2,False,True
