#,Name,Description,Icon,Image
10,Les yeux de Mère,"Comment diable un pilleur de tombes est-il parvenu à s'introduire dans une salle au trésor aussi pro­fon­dé­ment enfouie ? Hormis la porte d'entrée principale, elle ne disposait pourtant d'aucune autre voie d'accès ! Tout du moins pas d'après nos observations, mais l'honnêteté exige d'admettre que nous ne sommes pas au fait de toutes les spécificités de l'architecture sildienne, surtout lorsqu'il s'agit d'une con­struc­tion telle que le palais du sultan.
Quoi qu'il en soit, il nous est difficile d'effacer de notre mémoire le contenu du message laissé par ce mystérieux intrus. Il faisait assurément référence à la nashachite... Serait-ce un indice permettant d'accéder à une salle secrète ? La simple mention de ce minerai précieux éveille en nous des souvenirs assez délicats...
Lors des divers travaux de recon­struc­tion qui ont suivi les dégâts causés par le septième fléau, les joailliers uldiens ont découvert une malachite de très haute qualité dans les Mines de Clochecuivre qui venaient de rouvrir. Ce sont eux qui l'ont baptisée “nashachite”. Nous ne leur en aurions pas tenu rigueur si Mère avait encore été en pleine santé, mais réutiliser son nom dans un but mercantile alors qu'elle n'était plus de ce monde nous parut être une faute de goût évidente, voire un manque de respect.
Et puis un jour, on nous présenta les pierres précieuses en question. À notre grande surprise, leur douce lueur nous rappela im­mé­dia­te­ment les beaux yeux verts de Mère, source de son regard si bien­veil­lant. Nous fûmes alors bien obligée d'admettre que nos joailliers avaient été par­ti­cu­liè­rement inspirés...",70510,70410
11,Le trésor des Thorne,"Les “canalisations sildiennes”, la “dynastie des Thorne”, leur “chambre forte”... Tous ces mots griffonnés au dos du bout de papier du pillard anonyme nous ont mis la puce à l'oreille. L'individu croyait-il vraiment que les Thorne avaient enseveli leurs trésors les plus précieux dans les entrailles de la terre ? Cela contreviendrait pourtant à leur réputation d'honnêteté et de transparence. Lorsque leur dernier sultan a rendu le pouvoir à la dynastie des Ul, personne à notre con­nais­san­ce ne s'est plaint de malversations financières ou de transferts illégaux d'objets précieux... De toute manière, une telle entreprise n'aurait jamais pu être menée à bien sans l'accord des Ul. Par conséquent, il est impensable que Père n'ait pas été au courant.
Et en effet, en nous confiant la clef, Père nous a bien précisé qu'elle ouvrait le chemin vers “des souvenirs pro­fon­dé­ment enfouis dans la mémoire des Uldiens”... Peut-être était-ce cela qu'il voulait nous dévoiler une fois que nous serions devenue adulte ?
Malgré tout le temps passé à retourner cette question dans tous les sens, nous n'avons toujours pas franchi le domaine des conjectures. La découverte du palais sildien nous a déjà fait grande impression, mais les paroles de Père laissent à penser que nous sommes loin d'avoir percé tous les mystères de ces sous-sols...",70511,70411
12,Le message du cœur,"Par-delà les canalisations sildiennes qui serpentent dans les souterrains de notre cité, nous sommes parvenue jusqu'à une chambre forte contenant des trésors inestimables. En tête de leur inventaire figuraient les mots suivants : “À la famille royale uldienne, dans l'intérêt de son peuple et des peuples voisins.” Et juste en dessous, la signature du dernier sultan de la dynastie des Thorne... Les pages suivantes contenaient une liste des noms des souverains uldiens ; le dernier d'entre eux était celui de Père. Calée entre les deux pages suivantes, nous découvrîmes une lettre manuscrite où nous reconnûmes im­mé­dia­te­ment son écriture : “Puisse notre fille Nanamo être celle qui lira cette lettre...”
La suite du texte expliquait la raison d'être de la salle au trésor : conserver les preuves de l'alliance passée entre les humains et les Amalj'aa. Son existence ne devait être connue que des membres de la famille du sultan, et son secret transmis de manière exclusivement orale. Cependant, en raison de cir­cons­tan­ces indépendantes de sa volonté, Père avait jugé in­dis­pen­sa­ble de prendre la plume et de coucher certains éléments sur le papier afin de parer à toute éventualité.
“Nanamo, notre enfant... Comme tu dois être belle maintenant que tu as atteint la fleur de l'âge ! Nous ne doutons pas que tu seras à la hauteur de ton rôle de sultane malgré les nombreuses difficultés qui se dresseront sur ton chemin. Quand leur poids sera trop lourd pour tes frêles épaules, n'oublie pas que pour ta mère et nous, tu seras toujours notre plus grande fierté. Puisses-tu garder toujours sur ton visage ce joli sourire et ces charmantes joues roses qui ne t'ont jamais quittée depuis le berceau.”
Père, Mère... Merci pour tout votre amour et votre soutien. Ce sourire qui orne nos joues roses au moment où nous écrivons ces lignes, nous vous le dédions.",70512,70412
13,Le prêtre onmyo distrait,"Autrefois vivait un prêtre onmyo renommé pour sa dextérité ex­cep­tion­nelle. Coup du sort, son don d'artisan semblait avoir été accompagné d'une funeste malédiction, car les objets magiques qui naissaient de ses mains habiles finissaient toujours par être égarés. Pour ranger ses créations, le prêtre eut un jour l'idée de fabriquer des boîtes, enchantées de manière à ce qu'elles retournent auprès de lui si elles venaient à être perdues. Mal­heu­reu­se­ment, il fut distrait jusqu'au bout des ongles, n'ayant pas envisagé que les boîtes renfermant ses objets magiques lui reviendraient vides, leurs trésors à jamais perdus.
Tokimori m'a informé que plusieurs de ces boîtes se trouvaient au Shôjôin, et que certaines avaient même pour fonction de contenir la puissance des objets magiques qu'elles protégeaient. C'est le cas de la boîte du sabre vampirique que j'ai trouvée. L'autre boîte conçue pour le dogû, qui a causé bien du désordre, reste introuvable. J'ai cru comprendre que cette étrange statuette avait la particularité de revivifier la flore environnante... si tant est qu'on incline respectueusement la tête devant son autel avant de l'y installer, car placé entre de mauvaises mains, le dogû pourrait semer le chaos dans les montagnes avoisinantes. Certains artefacts comme celui-ci devraient être mis en lieu sûr dans les plus brefs délais.",70513,70413
14,Le sabre ensanglanté,"Du temps où Hingashi était ravagé par les guerres intestines, un guerrier sanguinaire grava son nom dans le marbre de la légende en terrassant un nombre im­pres­sion­nant de généraux ennemis. Je veux bien sûr parler de Môko l'invincible, in­é­bran­la­ble tel un tigre féroce. Sa puissance était telle que son maître lui-même vint à la craindre. Accusé à tort de trahison, Môko fut assassiné, la tête tranchée à l'aide de son propre sabre qu'on lui avait perfidement dérobé. Personne ne saurait dire si c'est la colère de son pro­prié­taire ou la rancune de ses trop nombreuses victimes qui donnèrent à ce sabre la couleur de sang dont il se teinta par la suite. On eut beau tenter d'essuyer la lame avec moult papiers, de l'affûter, et même de la purifier dans l'eau de la montagne sacrée en guise de dernier recours... Jamais elle ne retrouva sa couleur originelle. Bien au contraire, ce dernier rituel contribua à l'abreuver en éther, et c'est ainsi que le sabre se mua en une effrayante lame maudite, corrompant le cœur de ceux qui avaient le malheur de s'en emparer.
Hélas, la montagne sacrée à laquelle je fais référence n'est évidemment nulle autre que le mont Rokkon. Selon les dires de Tokimori, c'est dans cette région débordante d'énergie spirituelle que se situe un lac où sommeille cette eau pure, ainsi qu'un temple renfermant de nombreux artefacts inestimables. Nul doute que certains trouveront facilement leur place dans ma collection ! Mais seul le vieux moine sait comment y parvenir, et pour l'instant, toutes mes tentatives se sont soldées par des échecs cuisants... Ma seule option est d'emprunter tous les autres chemins possibles pour m'y rendre.",70514,70414
15,L'armure impie,"Môko, le guerrier sauvage invaincu du temps des guerres intestines... L'armure qu'il portait de son vivant avait été conservée pré­cieu­se­ment, héritée de génération en génération. Or, alors qu'elle était censée reposer à jamais dans sa remise, elle fut découverte un matin dans le jardin de la demeure, couverte de sang. À ses côtés gisait le corps sans vie d'un homme, im­mé­dia­te­ment soupçonné d'avoir cherché à s'en emparer... On en conclut que l'âme de l'illustre guerrier avait vaillamment protégé son bien, l'empêchant d'être dérobé à ses descendants. Mais l'héritier de Môko, qui craignait que l'armure ne cède à nouveau aux instincts belliqueux de son ancêtre, ne s'en réjouissait guère. Après avoir longtemps hésité, il finit par faire offrande de son trésor familial au Shôjôin.
Les Orientaux croient dur comme fer que les dieux habitent certains artefacts, mais les contes et légendes traitant de ce sujet sont souvent emplis de contradictions. Ils confondent ré­gu­liè­re­ment des manifestations naturelles comme les golems ou les élémentaires avec des créatures du néant, des spectres, voire des pantins ayant acquis une âme. Nul doute que l'armure de Môko était habitée par l'une de ces entités, mais maintenant qu'elle a été vaincue, sa véritable nature restera à jamais secrète. Dans un endroit aussi chargé en énergie spirituelle que le mont Rokkon, elle n'a visiblement eu aucune difficulté à absorber de grandes quantités d'éther, ou à rassembler suf­fi­sam­ment d'esprits pour devenir réellement massive. Fort heureusement, je n'ai pas subi le même sort que le pauvre hère qui a autrefois tenté de la voler. J'espère que la chance continuera de me sourire.",70515,70415
16,L'essor des forgerons,"La légende de Nanakusa, le fabricant d'outils agricoles venu du nord de Shishû qui devint forgeron de sabres, est un conte connu de tous en Hingashi. Parmi ses créations les plus connues figurent quatre sabres inspirés des animaux sacrés : deux d'entre eux, appelés “l'empereur écarlate” et “l'empereur azuré” tombèrent entre les mains de monstres ; les deux autres sabres, “l'empereur de nacre” et “l'empereur d'ébène” sont toujours entourés de mystère. Ces armes magistrales lui offrirent une solide réputation en tant qu'éminent forgeron, et on raconte qu'elles apportent chance et fortune à leur pro­prié­taire. L'empereur de nacre, en particulier, est souvent comparé à un autre katana de légende : “le tourbillon tailladant”.
D'après les in­for­ma­tions de Tsubaki, Nanakusa aurait installé sa forge dans les environs du mont Rokkon, attirant ainsi d'autres artisans, ce qui finit par établir la renommée de la région dans le domaine de la création de sabres. Alors que les fourneaux étaient de plus en plus nombreux, les rites religieux dédiés aux divinités du feu firent également leur apparition. Le premier et le plus important est sans conteste le festival dit des “trois lanternes”, où des forgerons déposent une flamme au cœur de lanternes de pierre. Ces dernières symbolisent les prières pour les divinités du feu, afin de protéger le travail des artisans du passé, du présent et de l'avenir... Les théories sur l'origine de ce festival et sa si­gni­fi­ca­tion sont nombreuses ; toutefois, la plupart ont en commun la présence du nombre trois, considéré comme porte-bonheur.",70516,70416
17,Le luthier et la musicienne,"Il était une fois un artisan qui avait mis tout son cœur et son art dans la fabrication d'un biwa, une variété de luth oriental. Il était si fier de sa création qu'il hésitait à la confier à un musicien ordinaire. Le temps passa et il ne parvint pas à choisir une seule personne capable d'apprécier son biwa à sa juste valeur, mais alors qu'il atteignait le crépuscule de sa vie, l'artisan trouva enfin celle qu'il avait si longtemps cherchée. Une musicienne apparue sans crier gare lui interpréta un morceau d'une pureté tel un clair de lune ; ayant gagné ses faveurs, elle put repartir avec l'instrument. Par la suite, elle traversa tout le pays de Hingashi, son biwa à la main, captivant les gens par ses performances partout où elle passait. Or, lorsque l'artisan rendit son dernier souffle, la musicienne et son instrument disparurent également... Si beaucoup se remémoraient ses concerts avec émotion, le bruit courait que cette femme était en vérité le tsukumogami du biwa, une divinité qui possède les objets.
Les tsukumogami possèdent de nombreuses formes, et sont capables de bonnes comme de mauvaises actions. En règle générale, les objets ayant une longue histoire sont très prisés des amateurs d'antiquités, et leur valeur augmente encore plus s'ils abritent une divinité – à condition qu'elle soit bien­veil­lan­te, comme celle du biwa. Lorsqu'un objet renferme un mauvais tsukumogami, il a nettement plus de chances de trouver preneur après avoir été exorcisé.",70517,70417
18,La jeune fille cupide,"Il y a longtemps, dans un village agricole, vivait une jeune fille pieuse. Alors que la récolte de l'année était mauvaise, sa foi ne vacilla jamais et malgré la faim, elle continua de déposer des offrandes aux Dieux et à prier pour un meilleur avenir. Un soir, la divinité des montagnes apparut dans ses rêves et, à son réveil, la jeune fille découvrit un mystérieux marteau placé sous son oreiller. Il s'agissait du fameux “uchide no kozuchi”, le marteau d'humilité. Lorsqu'elle le secouait tout en priant, des grains de riz surgissaient, jaillissant comme l'eau d'une fontaine. Grâce à cette source de nourriture inattendue, la jeune fille survécut à la famine qui la menaçait. Mais avec le temps, elle oublia ses prières, devint arrogante et tomba dans les affres des jeux d'argent. Elle dépensait tellement que des mauvaises rumeurs finirent par se répandre à son sujet, et elle fut finalement tuée par un démon rouge venu subtiliser son marteau.
Peut-être est-ce parce que je suis un marchand, mais je suis convaincu qu'il existe bien des moyens d'amasser des gils sans marteau magique... D'ailleurs, tout cela me rappelle ma première rencontre avec le seigneur Lolorito, alors que je n'étais qu'un orphelin vivant dans les rues d'Ul'dah. Il m'avait confié une généreuse somme d'argent en me disant : “On raconte que tu es bien débrouillard, jeune homme. Voyons voir si tu es capable de doubler cette somme en un jour !” Je savais évidemment à qui j'avais affaire, et je réussis non sans mal à lui restituer le montant convenu. C'est alors qu'il m'invita à rejoindre of­fi­ciel­le­ment la Firme du commerce de l'Aldenard oriental. Je me demande ce qui serait advenu de moi si, aveuglé par la cupidité comme la jeune fille de l'histoire, j'avais dépensé l'argent de Lolorito sans réfléchir...",70518,70418
19,À la lumière des lanternes fantômes,"Cela se passe toujours un soir où la lune est couverte par les nuages. Des samouraïs effectuent leur ronde nocturne le long de ruelles obscures, lorsqu'ils aperçoivent au loin la lueur d'une lanterne. Ils s'en approchent, se demandant qui peut bien être encore éveillé à une heure aussi tardive. Cependant, ils ne découvrent personne sur place, seulement une lanterne allumée, posée là, sur le sol. Interloqué – et craignant surtout que l'objet ne déclenche un incendie – l'un des samouraïs tente de s'en saisir. C'est alors qu'une myriade de feux follets apparaît autour de lui. Puis un rire sinistre retentit, comme pour se moquer des samouraïs qui, à présent, tremblent de peur. Enfin, la lanterne s'éteint tout à coup, laissant à nouveau régner le silence et la pénombre... comme si rien ne s'était passé.
Voilà en bref l'histoire de la lanterne fantôme, une légende urbaine populaire en Hingashi. Dans la plupart des versions, les esprits guetteurs se contentent de surprendre leurs victimes. Mais ceux du mont Rokkon attaquent carrément les visiteurs, ce qui est plutôt surprenant... Tokimori m'a expliqué que le vieux moine ayant de tout temps utilisé ces lanternes, on peut donc en conclure qu'elles tentaient de protéger le Shôjôin des intrus que nous sommes. À propos, j'ai examiné l'une d'elles (après qu'elle est redevenue un objet inanimé, bien sûr). J'ai remarqué dessus une inscription en langue orientale, dont voici la traduction : “Suivez les balises qui éclairent le crépuscule, observez le rite du dieu du feu et éclairez le chemin doré.” Je serais curieux de savoir à quoi ces mots font précisément allusion.",70519,70419
20,Le courage du paysan,"Dans un petit hameau situé aux abords du mont Rokkon, un jeune paysan travaillait son champ d'arrache-pied quand il fut soudain interrompu par des cris stridents. En levant les yeux, il aperçut une repoussante créature en train de s'en prendre à des villageois. Il fut aussitôt tétanisé d'effroi, tandis que lui revenait à l'esprit cette rumeur selon laquelle un monstre mangeur d'hommes avait causé des ravages dans plusieurs bourgs environnants. “Si je ne fais rien, tous mes proches vont y rester !”, pensa-t-il cependant ; et c'est ainsi qu'il prit son courage à deux mains, et jeta ses outils à la figure de la bête féroce. Par chance, il parvint à atteindre l'un des points faibles du monstre, le forçant à détaler en direction des montagnes en lâchant un couinement apeuré. Cet exploit resta bien évidemment dans les annales, et les villageois prirent l'habitude de le commémorer, en lançant à l'occasion des outils agricoles sur une monstrueuse effigie faite de bottes de paille nouées entre elles.
À ce propos, j'ai été surpris de constater que l'outil découvert portait la signature de Nanakusa. On le connaît en tant que forgeron, mais fut un temps où il gagnait sa vie en fabriquant du matériel pour les paysans locaux – un peu comme cet artisan employé de Rowena, qui passe son temps à con­fec­tion­ner des bouilloires pour rembourser sa dette de boisson... À vrai dire, il y aurait beaucoup à raconter au sujet de Nanakusa ; j'ai notamment entendu dire que c'était un grand admirateur des quatre animaux sacrés, et qu'il avait disposé des statues d'eux aux quatre coins de son atelier.",70520,70420
