#,ChapterName,ChapterPart,Transient,Quest,Unknown0,QuestRedoUISmall,QuestRedoUILarge,QuestRedoUIWide,UITab,Category,Unknown1
10,Heavensward - 4e chapitre,4e chapitre,"Suite à l'ultime bataille de l'Avancée de la Foi, l'ombre du dragon maléfique s'est retirée des cieux du Coerthas, mettant un point final à la terrible guerre qui a ravagé la région. Après un millénaire de souffrances et de tourments, les Ishgardais et les Dravaniens reprennent espoir en l'avenir, et une histoire nouvelle est sur le point d'être mise en vers. Toute fin est aussi un début, et l'épopée des héros d'Éorzéa se poursuit...",67895,0,114704,114104,114404,1,1,4
11,Stormblood - 1er chapitre,1er chapitre,"Les Éorzéens tournent leur regard vers le territoire occupé de Gyr Abania afin de libérer Ala Mhigo et son peuple du joug garlemaldais. Au même moment, les signes d'un nouveau soulèvement se font sentir dans la lointaine contrée de Doma, elle aussi province impériale depuis de nombreuses années. L'histoire est à nouveau en marche, et son prochain chapitre s'écrira de toute évidence en Orient.",68089,0,114705,114105,114405,1,2,1
12,Stormblood - 2e chapitre,2e chapitre,"Après une traversée mouvementée de la Mer de Rubis, vos amis et vous êtes arrivés à Yanxia, où vous avez une nouvelle fois été témoins des cicatrices profondes que l'occupation garlemaldaise peut laisser. Vous partez maintenant pour la Steppe d'Azim à la recherche du seigneur légitime de Doma afin de détrôner la vice-gouverneure actuelle, la terrible Yotsuyu.",68089,0,114706,114106,114406,1,2,2
13,Stormblood - 3e chapitre,3e chapitre,"La libération d'Ala Mhigo a marqué la fin de l'oppression garlemaldaise. Lyse s'attelle à la lourde tâche qu'est la création d'une nouvelle nation, pendant que Fordola se morfond dans l'obscurité de sa cellule. Quant à Raubahn, il a enfin accompli son rêve. Alliés ou ennemis, chacun doit faire face à son passé pour mieux envisager le futur, car ainsi seulement pourront-ils faire les bons choix à cette croisée des chemins.",68612,0,114707,114107,114407,1,2,3
14,Stormblood - 4e chapitre,4e chapitre,"La dépouille de Zenos disparaît, tandis qu'un homme lui ressemblant trait pour trait se montre par­ti­cu­liè­rement actif au sein de l'Empire. Tout laisse à penser que les Asciens tirent les ficelles dans l'ombre afin de semer le chaos... C'est dans cette atmosphère pour le moins tendue que les Héritiers de la Septième Aube reçoivent la visite d'un mystérieux messager au Refuge des roches...",68721,0,114708,114108,114408,1,2,4
15,Shadowbringers - 1er chapitre,1er chapitre,"Les nations d'Ala Mhigo et de Doma se sont enfin libérées du joug de l'Empire, mais Garlemald est revenu à la charge. Pour ne rien arranger, une voix mystérieuse s'insinue depuis peu dans votre esprit et celui de vos amis. Elle vous révèle qu'elle souhaite vous guider vers un autre monde, mais à quoi vous attendre une fois là-bas ? À l'inéluctable ané­an­tis­se­ment, ou à la naissance d'un nouvel espoir dans les Ténèbres ?",69190,0,114709,114109,114409,1,3,1
16,Shadowbringers - 2e chapitre,2e chapitre,"La nuit caresse à nouveau la canopée de Rak'tika, mais la Lumière excédentaire est encore loin d'avoir été bannie de Norvrandt. Votre équipe de Guerriers des Ténèbres n'a d'autres choix que de poursuivre son voyage, tout en essayant de digérer les révélations dérangeantes d'Emet-Selch au sujet d'Hydaelyn et de Zordiarche...",69190,0,114710,114110,114410,1,3,2
17,Le Labyrinthe de Bahamut,,"Castrum Occidens, la base impériale construite par la 14e légion sur l'île de Vylbrand. À la différence des autres castrums, le but de celui-ci n'est ni l'invasion de Limsa Lominsa, ni l'ex­ploi­ta­tion de quelque ressource naturelle, mais l'in­ves­ti­ga­tion de fragments de Dalamud, le satellite allagois tombé lors de la 7e ère ombrale. Que recèle en son sein l'enchevêtrement de grottes créées par l'impact, émaillées de cristaux corrompus ?",65580,0,114711,114111,114411,3,4,1
18,La Tour de Cristal,,"Des écrits anciens mentionnent une tour resplendissante entièrement faite de cristal. S'élançant jusqu'aux cieux, ce monolithe imposant aurait été érigé par les Allagois lorsque leur empire connaissait son apogée. Longtemps considérée comme une légende d'un lointain passé, la Tour de Cristal vient de remonter à la surface à la suite du Fléau. Partez dans le Mor Dhona explorer l'immense édifice et percer les secrets de l'ancien empire d'Allag.",66031,0,114712,114112,114412,3,5,1
19,Alexander,,"Un géant mécanique est sou­dai­ne­ment apparu au beau milieu de vestiges sharlayanais immergés dans la rivière Thaliak. Il s'agirait d'un colossal Primordial, et pour faire face à cette menace, les Guerriers de la Lumière vont devoir vivre une aventure tortueuse à travers le temps.",67875,0,114713,114113,114413,3,4,2
20,L'Ombre de Mhach,,"Des “pirates de l'air”, une nouvelle engeance de flibustiers volants, ont fait de L'Écume des cieux d'Abalathia leur terrain de jeux, et la rumeur d'un navire fantôme à la dérive dans leur territoire est parvenue à leurs oreilles. Aurez-vous le courage d'aborder l'épave hantée en leur compagnie et de percer à jour tous ses mystères ?",67910,0,114714,114114,114414,3,5,2
21,La triade guerrière,,"Des trois divinités guerrières qui menacent de s'éveiller, Sephirot est celle dont l'état est le plus préoccupant. Les textes anciens décrivent ce Primordial comme un redoutable combattant, qui a remporté de nombreuses batailles avant d'être capturé par les Allagois. Désormais, c'est à vous et vos compagnons d'éliminer cette entité capable de manipuler l'éther environnant pour contrôler la croissance des organismes vivants.",67930,0,114715,114115,114415,3,6,1
22,Oméga,,"On est sans nouvelles d'Oméga, l'arme antique réveillée par Cid et Nero pour protéger Éorzéa de la menace des Primordiaux, depuis qu'elle a disparu en Gyr Abania après son terrible combat contre Shinryu. Retrouvez-la et découvrez l'histoire de ses origines dans un incroyable voyage à travers les dimensions.",68693,0,114716,114116,114416,3,4,3
23,Retour à Ivalice,,"Un aéronef d'envergure a atterri à l'aérodrome de Kugane... Son nom ? Le Prima Vista, et à son bord, la troupe de théâtre la plus célèbre de tout l'empire de Garlemald : la Compagnie des Majestueux. Que sont-ils venus faire en Orient ? Promouvoir leur dernier chef-d'œuvre intitulé “L'histoire des Braves du zodiaque” ? À moins que leur présence ait un rapport avec le mystérieux royaume d'Ivalice...",68725,0,114717,114117,114417,3,5,3
24,Conte des quatre animaux sacrés,,"Il y a bien longtemps, Tenzen, un samouraï à l'étrange pouvoir, partit affronter un terrible danger en compagnie de quatre animaux sacrés. Or, derrière cette légende se cache une réalité inconnue du commun des mortels et qui vous invite à revivre une aventure inoubliable dans la Mer de Rubis...",68702,0,114718,114118,114418,3,6,2
25,"Hildibrand, gentilhomme détective (A Realm Reborn)",A Realm Reborn,"Hildibrand, que tous croyaient mort et enterré depuis les événements du septième fléau, est de retour ! Accompagnez son intrépide assistante Nashu pour retrouver la trace du célèbre gentilhomme détective et l'aider à résoudre de nouveaux mystères inextricables ! ",66038,0,114719,114119,114419,2,7,1
26,"Hildibrand, gentilhomme détective (Heavensward)",Heavensward,"Alors que nul ne sait vers quels cieux s'est envolé Hildibrand à la fin de ses dernières aventures, vous retrouvez Nashu dans un Coerthas plus glacial que jamais, où elle compte bien suivre toute piste qui la conduira au célèbre gentilhomme détective...",67908,0,114720,114120,114420,2,7,2
27,"Hildibrand, gentilhomme détective (Stormblood)",Stormblood,"Le temps a passé depuis votre dernière aventure avec le truculent Hildibrand, lorsqu'il s'est envolé telle une fusée vers les cieux de l'est. Néanmoins, une rencontre inattendue au hasard des rues de Kugane pourrait vous remettre sur sa piste... ",68704,0,114721,114121,114421,2,7,3
28,Le scolasticat Saint-Endalim,,"La guerre contre les dragons est désormais terminée, et les masques sont tombés à Ishgard. Maintenant que la vérité a éclaté au grand jour, les regards se tournent vers l'un des grands symboles de l'orthodoxie : le scolasticat Saint-Endalim et ses élèves. Une sombre menace pèse sur l'éta­blis­se­ment...",67900,0,114722,114122,114422,2,8,1
29,Guerre du chant des dragons - Réminiscences,Réminiscences,"La guerre des Ishgardais contre les dragons est terminée, mais le sacrifice d'un ami qui vous était très cher ne quitte pas vos pensées. Son sourire gravé dans les neiges éternelles du Coerthas vous guide pas à pas sur le chemin de votre mémoire...",67015,0,114723,114123,114423,2,9,1
30,Quêtes de menuisier - 1er chapitre,A Realm Reborn,"À Gridania, la cité forestière nichée au cœur de la Sylve des Douze, le bois est un élément fondamental de la vie des habitants. C'est au Pavillon de chêne, la guilde des menuisiers, que vous allez apprendre les ficelles du métier sous les ordres de maître Beatin, tout en rendant service aux Gridaniens qui croiseront votre chemin.",66075,0,114724,114124,114424,7,10,1
31,Quêtes de menuisier - 2e chapitre,Heavensward,"Grâce à l'arc que vous avez fabriqué pour Gairhard, le capitaine du bataillon de la Vipère jaune a pu revenir sain et sauf à Gridania. Cela vous a permis de gagner la confiance de Beatin, qui reconnaît désormais en vous une véritable artisane. Il vous a ainsi confié une vieille hampe, et la mission de l'apporter dans la lointaine cité d'Ishgard.",67537,0,114725,114125,114425,7,10,2
32,Quêtes de menuisier - 3e chapitre,Stormblood,"La lance que vous avez remise à Barthovieu lui a permis de venger son père et de blanchir son nom. Grâce à vous, l'aspirant chevalier dragon peut désormais frapper à la porte des templiers. De retour à Gridania, Beatin a placé sous votre aile une jeune recrue un peu spéciale, une col­la­bo­ra­tion qui va vous mener jusqu'en Hingashi.",67981,0,114726,114126,114426,7,10,3
33,Quêtes de forgeron - 1er chapitre,A Realm Reborn,"Si Limsa Lominsa est aussi réputée pour ses forges, c'est es­sen­tiel­le­ment grâce aux apports des pirates et des Kobolds. Malgré son aspect anxieux, Brithael dirige la guilde des forgerons d'une main sûre, et vous aidera à faire vos premiers pas dans cet art stimulant et gratifiant.",65838,0,114727,114127,114427,7,11,1
34,Quêtes de forgeron - 2e chapitre,Heavensward,"Votre expérience avec le marchand gridanien Faezahl vous a permis d'affiner votre habileté au marteau, si bien que même le maître de la guilde reconnaît désormais votre talent. C'est pour cela qu'il veut vous confier un travail important, sollicité par des nobles ishgardais.",67547,0,114728,114128,114428,7,11,2
35,Quêtes de forgeron - 3e chapitre,Stormblood,"Grâce à vos prouesses à la forge, Laurisse, à la tête de la maison Jervaint, s'est rapprochée de son rêve de rejoindre la chevalerie. Pendant ce temps, à Limsa Lominsa, une tempête venue d'Orient s'apprête à s'abattre sur la guilde, avec l'arrivée d'une nouvelle recrue...",68155,0,114729,114129,114429,7,11,3
36,Quêtes d'armurier - 1er chapitre,A Realm Reborn,"Construite à même la roche et bravant fièrement les lames de la mer de Rhotano, Limsa Lominsa abrite les plus brillants armuriers d'Éorzéa. C'est sous les ordres de H'naanza, habile pédagogue et protectrice des arcanes de l'armurerie que vous allez découvrir le métier et rencontrer d'autres apprentis plus assidus les uns que les autres.",65820,0,114730,114130,114430,7,12,1
37,Quêtes d'armurier - 2e chapitre,Heavensward,"L'amirale Bloefhiswyn vous a déclarée vainqueur du duel d'armuriers qui vous opposait à Blanstyr. Alors que ce dernier avait pris ses distances avec la guilde à la suite de sa défaite, une rencontre le décide à prendre un nouveau départ dans sa carrière. Qui mieux que vous pour l'accompagner ?",67578,0,114731,114131,114431,7,12,2
38,Quêtes d'armurier - 3e chapitre,Stormblood,"En travaillant à vos côtés, Blanstyr a retrouvé l'étincelle qui lui manquait pour faire des miracles et se forger une nouvelle réputation. Mais l'armurier au tempérament brûlant veut battre le fer pendant qu'il est encore chaud, et il a décidé d'aller s'exercer en Orient. Suivez-le pour pénétrer un peu plus les arcanes de votre art.",68134,0,114732,114132,114432,7,12,3
39,Quêtes d'orfèvre - 1er chapitre,A Realm Reborn,"La cité-État d'Ul'dah a toujours été réputée pour ses minerais issus des terres arides du Thanalan, ainsi que pour le sens du commerce hors pair de ses marchands. La guilde des orfèvres s'y est donc na­tu­rel­le­ment formée au fil des époques, mais l'aventure que Serendipity et son pantin au sens esthétique très poussé vont vous faire vivre dépasse le simple cadre de la joaillerie...",66194,0,114733,114133,114433,7,13,1
40,Quêtes d'orfèvre - 2e chapitre,Heavensward,"Le célèbre escroc surnommé le Renard de jade a enfin été mis hors d'état de nuire, tandis que Mneji est à nouveau en pleine forme grâce à l'ornement que vous lui avez fabriqué. Maintenant que vous avez apporté la preuve indubitable de vos talents d'orfèvre, Serendipity décide de vous mettre en relation avec un négociant des Joyaux d'Eshtaime.",67610,0,114734,114134,114434,7,13,2
41,Quêtes d'orfèvre - 3e chapitre,Stormblood,"Les boîtes à musique que Marcel vous avait commandées ont fait le bonheur de ses clients, un couple qui fêtait son anniversaire de mariage. Votre réputation d'orfèvre n'est désormais plus à faire, mais une rencontre imprévue vous fait accepter une requête qui met en jeu l'avenir d'Ul'dah tout entière...",68139,0,114735,114135,114435,7,13,3
42,Quêtes de tanneur - 1er chapitre,A Realm Reborn,"Grâce à la faune luxuriante de la forêt de Sombrelinceul, la tannerie est vite devenue une pratique très courante à Gridania. Les artisans se sont regroupés pour former une guilde, aujourd'hui présidée par Geva. Sous sa tutelle, vous apprendrez à transformer et travailler le cuir afin de fabriquer de meilleurs équipements pour vous et vos compagnons.",65602,0,114736,114136,114436,7,14,1
43,Quêtes de tanneur - 2e chapitre,Heavensward,"Votre compétition acharnée avec Angrbotha, nouvelle marque de cuir gridanien, s'est soldée par une victoire et la recon­nais­san­ce de vos talents d'artisane. Geva a maintenant une nouvelle tâche à vous confier, venant d'un étrange marchand ishgardais.",67615,0,114737,114137,114437,7,14,2
44,Quêtes de tanneur - 3e chapitre,Stormblood,"Grâce à votre aide, les affaires marchent bien pour Elde et les Ishgardais sont de plus en plus satisfaits de ses services. Geva souhaite désormais vous confier une tâche très par­ti­cu­liè­re : aider la plus célèbre naturaliste d'Éorzéa.",68151,0,114738,114138,114438,7,14,3
45,Quêtes de couturier - 1er chapitre,A Realm Reborn,"Pour contrer un afflux d'étoffes orientales bon marché mettant en péril la très ancienne et respectable industrie textile d'Ul'dah, les couturiers de la cité du désert se sont réunis en une guilde ayant pour mots d'ordre qualité et partage des savoir-faire. Aux côtés de son maître, l'inimitable Redolent Rose, vous allez user de tout votre talent afin d'aider un mineur aux goûts vestimentaires un brin douteux à conquérir l'élue de son cœur.",66190,0,114739,114139,114439,7,15,1
46,Quêtes de couturier - 2e chapitre,Heavensward,"Les tenues que vous avez soigneusement con­fec­tion­nées ont permis la naissance d'une idylle entre Wawarukka, modeste mineur, et Kokomo, fille de joaillier. Une tout autre mission vous attend à présent : vous rendre à Ishgard à la place de votre très occupé maître de guilde dans le but d'étudier la mode locale sous toutes les coutures.",67542,0,114740,114140,114440,7,15,2
47,Quêtes de couturier - 3e chapitre,Stormblood,"À Ishgard, vous avez mis vos doigts de fée au service d'une jeune noble du nom d'Averil, et l'avez aidée à se rabibocher avec sa mère. C'est ainsi qu'elle a pu partir au front aux côtés de l'amour de sa vie, reproduisant par là même le schéma maternel. Votre voyage d'études dans la sainte Cité achevé, vous vous apprêtez à retourner auprès de Redolent Rose, qui a cette fois besoin de vous pour faire aboutir des négociations commerciales.",67971,0,114741,114141,114441,7,15,3
48,Quêtes d'alchimiste - 1er chapitre,A Realm Reborn,"Longtemps interdite, la pratique de l'alchimie fut finalement approuvée par l'Académie médicale de Frondale, ce qui permit l'ouverture de la guilde correspondante à Ul'dah. Severian, un maître de guilde dévoué à son art au point que cela lui a endurci le cœur, vous a prise à son service pour tenter de découvrir le plus grand secret de l'alchimie...",66186,0,114742,114142,114442,7,16,1
49,Quêtes d'alchimiste - 2e chapitre,Heavensward,"Grâce à votre aide, Severian est parvenu à percer les mystères les plus profonds de l'alchimie et à revoir sa bien-aimée W'naja une dernière fois. Cette fois, il vous a chargée de porter une lettre contenant un rapport d'expertise au Glas des revenants. Quelle peut bien en être la raison ?",67605,0,114743,114143,114443,7,16,2
50,Quêtes d'alchimiste - 3e chapitre,Stormblood,"Votre col­la­bo­ra­tion avec Wiltwaek et Chanene de la guilde des aventuriers s'est avérée fructueuse et le malfaiteur que vous poursuiviez ensemble a fini derrière les barreaux. Maintenant qu'il vous fait quelque peu confiance, Severian a eu l'idée lugubre de vous envoyer examiner un cadavre au cimetière d'Ul'dah...",67976,0,114744,114144,114444,7,16,3
51,Quêtes de cuisinier - 1er chapitre,A Realm Reborn,"La guilde des cuisiniers s'est établie à Limsa Lominsa, ville à la riche tradition culinaire grâce à son port commercial et ses mers poissonneuses. Lyngsath, patron du restaurant Le Bismarck et maître de la guilde, vous a prise sous son aile pour vous enseigner les ficelles du métier afin de régaler les papilles de tous les gourmands.",65806,0,114745,114145,114445,7,17,1
52,Quêtes de cuisinier - 2e chapitre,Heavensward,"Vous avez servi un délicieux repas au banquet donné par la sultane d'Ul'dah, Nanamo. Grâce à vos prouesses, même Lolorito a été obligé de saluer votre performance et vous avez ainsi réussi à faire honneur au Bismarck. Maintenant que vous êtes une cuisinière reconnue, Lyngsath a décidé de vous envoyer tester vos talents à la taverne du Membre manquant, le repaire des Sirènes san­gui­nai­res, l'un des trois groupes de pirates de Limsa Lominsa.",67583,0,114746,114146,114446,7,17,2
53,Quêtes de cuisinier - 3e chapitre,Stormblood,"Votre score incroyable de dix sur dix vous a permis de remporter le concours culinaire du Dellemont d'Or contre le cuisinier en chef des Sirènes san­gui­nai­res, H'mhasi Tia. Un ancien aventurier devenu cuisinier s'est alors présenté à vous comme votre fan, et vous avez décidé de partir ensemble apprendre la cuisine orientale.",68144,0,114747,114147,114447,7,17,3
54,Quêtes de mineur - 1er chapitre,A Realm Reborn,"L'industrie de la région métallifère du Thanalan est soutenue par l'extraction minière. Pendant longtemps, les gueules noires ont été à la merci du bon vouloir des pro­prié­taires terriens, jusqu'à ce qu'elles se rassemblent en une guilde afin de défendre leurs intérêts. Vous avez décidé de rejoindre cette dernière et devez maintenant aider son maître, Adalberta, à résoudre un différend avec le vice-président des Bons filons d'Amajina et Fils.",66182,0,114748,114148,114448,8,18,1
55,Quêtes de mineur - 2e chapitre,Heavensward,"Vous avez résolu le malentendu entre votre maître Adalberta et Deep Canyon. La guilde des mineurs vous fait désormais confiance, et elle le montre en vous expédiant dans le Coerthas où vous allez devoir mettre votre expertise au profit d'une troupe de mercenaires ishgardais.",67620,0,114749,114149,114449,8,18,2
56,Quêtes de mineur - 3e chapitre,Stormblood,Vous avez épaulé les Compagnons d'Oschon lors de leurs relevés géologiques et même sauvé la vie de l'un d'entre eux. Votre maître de guilde vous accorde désormais toute sa confiance et vous a offert une mission pile dans vos cordes qui va vous mener dans une fabrique à Idyllée.,68094,0,114750,114150,114450,8,18,3
57,Quêtes de botaniste - 1er chapitre,A Realm Reborn,"Les bienfaits de la Sylve des Douze sont abondants, mais seuls ceux capables de respecter la volonté des esprits sont dignes d'en bénéficier. C'est sur ce principe qu'a été fondée la guilde des botanistes, et c'est avec Fufucha, qui la dirige, que vous allez apprendre les secrets de la nature et du métier.",65549,0,114751,114151,114451,8,19,1
58,Quêtes de botaniste - 2e chapitre,Heavensward,"Vous avez su rappeler à Fufucha l'importance de la botanique dans la vie des Gridaniens, ce qui lui a permis de raviver sa passion pour la discipline et de s'investir dans sa fonction comme au premier jour. Plus tard, lorsqu'une journaliste du Corbeau se présente au Courtil, c'est vous qu'on choisit pour l'accompagner dans le Coerthas...",67588,0,114752,114152,114452,8,19,2
59,Quêtes de botaniste - 3e chapitre,Stormblood,"Les articles rédigés par Mujih Mewrilah au sujet de votre col­la­bo­ra­tion avec Basyle ont eu un succès retentissant. Forte de votre nouvelle réputation dans le monde de la botanique, vous acceptez la proposition de Fufucha et partez à Idyllée pour offrir votre expertise aux potagers du Vert-manger.",68160,0,114753,114153,114453,8,19,3
60,Quêtes de pêcheur - 1er chapitre,A Realm Reborn,"Limsa Lominsa, célèbre pour ses eaux poissonneuses, est le siège d'une or­ga­ni­sa­tion appelée “L'Escale du pêcheur” dont la guilde du même nom fait partie. Aux côtés de Walawago, maître des lieux insouciant, et de Sisipu son bras droit, vous avez décidé de vous entraîner à tâter le goujon en traitant les commandes des clients.",66654,0,114754,114154,114454,8,20,1
61,Quêtes de pêcheur - 2e chapitre,Heavensward,"Votre prise miraculeuse a permis la levée des mesures d'in­ter­dic­tion de pêche imposées par le Maelstrom, à la suite des rumeurs sur le retour du légendaire serpent de mer au large de Limsa Lominsa. Reconnue comme l'une des plus grandes pêcheuses de tous les temps, vous avez fait la rencontre d'un pêcheur itinérant et décidé de vous rendre à Ishgard avec lui pour y continuer d'améliorer vos talents.",67625,0,114755,114155,114455,8,20,2
62,Quêtes de pêcheur - 3e chapitre,Stormblood,"Ansaulme s'est servi de la bague à la carpe que vous avez récupérée pour faire valoir sa place légitime de seigneur et ainsi sauver son village de la tyrannie de son frère. Une fois rentrée à Limsa Lominsa, vous avez rencontré un ami de Wawalago et décidé après avoir discuté avec lui de partir à la recherche des “étoiles filantes de mer”, une espèce de poisson que certains pensent éteinte.",68435,0,114756,114156,114456,8,20,3
63,Quêtes de gladiateur,Gladiateur,"Le Colisée est un lieu comme un autre pour se faire un nom à Ul'dah, et quoi de mieux pour les apprentis gladiateurs que de s'inscrire à la guilde voisine pour s'accaparer le titre de champion ? Alors que vous y faisiez vos premiers pas sous la direction de Mylla, votre rencontre avec un mystérieux individu risque de lever le voile sur une part d'ombre de la cité du désert...",65801,0,114757,114157,114457,4,21,1
64,Quêtes de maraudeur,Maraudeur,"La guilde des maraudeurs, très symbolique de Limsa Lominsa, est née du lien très ancien entre les haches et les bateaux. Vous avez décidé de suivre la voie du maraudeur avec Wyrnzoen, le maître de guilde, et de vous servir de votre art pour venir à bout d'un monstre légendaire pour exaucer le souhait le plus cher d'un jeune garçon de votre con­nais­san­ce.",65855,0,114758,114158,114458,4,22,1
65,Quêtes d'élé­men­ta­lis­te,Élémentaliste,"Les esprits de Sombrelinceul et les druides à leur écoute ont donné naissance à l'élémentalisme, une magie influant sur le vivant. Vous avez décidé de rejoindre cette guilde et de suivre les préceptes de son maître, E-Sumi-Yan. Au cours de votre instruction, vous faites la con­nais­san­ce d'une jeune apprentie qui rencontre des difficultés avec cet en­sei­gne­ment...",65977,0,114759,114159,114459,6,23,1
66,Quêtes d'arcaniste,Arcaniste,"Autrefois limitée à une transmission de maître à élève dans les îles méridionales, l'arcanisme comptait peu de pratiquants. Tout changea lorsque la guilde de Limsa Lominsa fut fondée afin de promouvoir son développement, et vous faites aujourd'hui vos premiers pas dans cette discipline entre science et magie. Prenez des notes, car le maître de guilde intérimaire Thubyrgeim et l'une de vos ainées se chargent de votre ap­pren­tis­sage.",65997,0,114760,114160,114460,5,24,1
67,Quêtes de pugiliste,Pugiliste,"Beaucoup d'adeptes de l'art du combat au corps-à-corps se sont rassemblés lors d'af­fron­te­ments au Colisée d'Ul'dah, à l'occasion desquels la gladiatrice Cornelia s'est par­ti­cu­liè­rement distinguée. Aux côtés de son entraîneur, Hamon, le maître de la guilde des pugilistes et d'un autre camarade, vous avez décidé d'affronter la plus grande crise qu'avait jamais connue la guilde jusqu'à maintenant.",66103,0,114761,114161,114461,5,25,1
68,Quêtes de maître d'hast,Maître d'hast,"Les habitants de la Sylve ont toujours affiché une prédilection pour les armes d'hast, et ce depuis bien avant la fondation de Gridania. Mais c'est la création de la guilde des maîtres d'hast par Mistalle, le capitaine des vigiles sombres d'alors, qui leur a véritablement donné leurs lettres de noblesse. Sous la houlette d'Ywain, l'actuel maître des lieux, vous allez vous initier au maniement de ces armes, puis participer à des épreuves toujours plus corsées afin de vous forger un courage digne des meilleurs de la discipline.",65975,0,114762,114162,114462,5,26,1
69,Quêtes de surineur,Surineur,"L'entrepôt de la Société de négoce de l'Edelweiss serait un lieu parmi d'autres à Limsa Lominsa s'il ne cachait pas la base d'opération de la guilde des surineurs, une or­ga­ni­sa­tion secrète qui maintient l'ordre public de la cité. Sous les ordres de Jacke, son leader charismatique, vous allez faire la con­nais­san­ce de ses membres bigarrés et découvrir les dessous de La Noscea.",65691,0,114763,114163,114463,5,27,1
70,Quêtes d'archer,Archer,"La guilde des archers de Gridania est née du désir de fusionner les grandes écoles de tir à l'arc des Élézens et des Miqo'tes. Sous la houlette de Luciane, maîtresse de la guilde, vous allez apprendre à manier cette arme, et faire face à de menaçants intrus venus briser le calme de la forêt de Sombrelinceul.",65612,0,114764,114164,114464,5,28,1
