#,Text,Unknown0,Unknown1,TYPE,PARAM,LINK
96,"Vous allez vous connecter avec UNKNOWN.

**Ce personnage se trouve ac­tu­el­le­ment dans un Monde hors de son centre de traitement de données d'origine.
Pour quitter le Monde visité, sélectionnez “Retourner dans votre Monde d'origine” à l'écran de choix de personnage.**",,,0,0,0
97,,,,0,120,0
98,,,,0,0,0
99,"

Attributs de base :
Force UNKNOWN / Dextérité UNKNOWN / Vitalité UNKNOWN
Intelligence UNKNOWN / Esprit UNKNOWN",,,0,0,0
100,???,,,0,0,0
101,Race / Sexe,種族,,0,0,0
102,Ethnie,部族,,0,0,0
103,Sexe,性別,,0,0,0
104,Apparence,ルックス,,0,0,0
105,Naissance,誕生日,,0,0,0
106,Divinité,守護神,,0,0,0
107,Classe,クラス,,0,0,0
108,Monde d'origine,ワールド,,0,0,0
109,Nom,名前,,0,0,0
110,Hyur ©,,"Mille ans ont passé depuis que les premiers
Hyurs sont arrivés en Éorzéa. Après trois
importantes vagues migratoires, ils constituent
aujourd'hui la race la plus importante de la
péninsule. Une grande diversité de langages
et de cultures les caractérise, au détriment
d'un sentiment d'unité nationale. La liberté
est ce qu'il y a de plus cher à leurs yeux.",0,0,0
111,,,,0,0,0
112,Élézen ©,,"Ces nomades, anciens maîtres des plaines
éorzéennes, ont une silhouette longiligne
adaptée à la vie dans les étendues sauvages,
et une espérance de vie plus longue que
celle des Hyurois. Peuple fier de ses origines,
les Élézens ont mal accepté l'installation
de ces derniers sur leurs terres et les ont
longtemps combattus. Les deux races ont
cependant appris à vivre ensemble au fil
du temps.",0,0,0
113,,,,0,0,0
114,Lalafell ©,,"Ce petit peuple d'agriculteurs est originaire des
îles méridionales. Aux yeux des représentants
des autres races, ils ressemblent à des enfants,
mais cette allure est trompeuse. À mesure que
les liens commerciaux avec Éorzéa se sont
renforcés, les Lalafells s'y sont établis. Bien qu'ils
valorisent les liens familiaux, ils ne sont en aucun
cas communautaristes et entretiennent des
rapports amicaux avec toutes les ethnies.",0,0,0
115,,,,0,0,0
116,Miqo'te ©,,"Ce peuple de chasseurs a migré vers Éorzéa en
quête de gibier, traversant les océans gelés lors de
la grande glaciation qui suivit le cinquième fléau.
Dotés d'un odorat développé, de jambes musclées
et d'une queue qui leur donne un excellent sens
de l'équilibre, les Miqo'tes ont une morphologie
adaptée à la chasse. Extrêmement territoriaux,
nombre d'entre eux préfèrent la vie en solitaire.
Cette tendance est particulièrement forte chez
les hommes.",0,0,0
117,,,,0,0,0
118,Roegadyn ©,,"Les Roegadyns sont la race la plus grande et la
plus robuste d'Éorzéa. La majorité des individus
appartient au Clan de la Mer, un peuple connu
pour son tempérament plutôt excessif, direct,
souvent insolent et parfois brutal. À l'opposé,
les membres du Clan du Feu ont un caractère
calme, posé et réfléchi. Bien qu'en minorité,
il n'est pas rare de les voir travailler dans les
forges ou comme gardes du corps.",0,0,0
119,,,,0,0,0
120,Hyurois,,"Majoritaires parmi les Hyurs, les Hyurois vivent sur
l'ensemble du territoire éorzéen. On les trouve en grand
nombre dans chaque cité-État. Ils se distinguent par la
variété de leurs modes de vie, conséquence directe de
leur préférence pour la liberté individuelle.",0,0,0
121,,,,0,0,0
122,Hyurgoth,,"Plus grands et plus musclés que leurs cousins hyurois,
les Hyurgoths ont longtemps vécu retranchés dans des
forts montagneux. Ils sont les fondateurs de la cité-État
d'Ala Mhigo, qui fut pendant des siècles l'une des plus
grandes puissances d'Éorzéa. Aujourd'hui aux mains de
l'empire garlemaldais, les quelques survivants qui ont
pu la fuir sont allés se réfugier dans la cité d'Ul'dah.",0,0,0
123,,,,0,0,0
124,Sylvestre,,"Les forêts d'Éorzéa, notamment celle de Sombrelinceul,
ont été le refuge de ces Élézens durant des centaines
d'années. Ils vivent aujourd'hui principalement dans
les cités-États d'Ishgard et de Gridania. Ce peuple aime
l'ordre et le respect des règles, et c'est pourquoi les
autres races ont tendance à considérer les Sylvestres
comme des donneurs de leçons prétentieux.",0,0,0
125,,,,0,0,0
126,Crépusculaire,,"Les sombres grottes calcaires situées au cœur de
régions forestières ont été le refuge de ces Élézens
de l'ombre durant plusieurs siècles. Leurs ancêtres
ont rompu les liens avec les Sylvestres lors de la
fondation de Gridania pour perpétuer leur mode
de vie troglodytique. Les Crépusculaires n'aiment
pas les contraintes liées à la vie citadine ; c'est
pourquoi ils sont encore nombreux à éviter les
grandes aires urbaines.",0,0,0
127,,,,0,0,0
128,Peuple des Plaines,,"Ces Lalafells vivent principalement dans les
plaines arables d'Éorzéa, et se sont installés
notamment dans la région de la Noscea. Si
beaucoup d'entre eux se sont naturellement
tournés vers l'agriculture, d'autres ont profité
de la proximité de Limsa Lominsa pour se lancer
dans le commerce maritime ou dans l'industrie
de la pêche. Ils sont souvent considérés comme
des optimistes qui vivent à leur propre rythme.",0,0,0
129,,,,0,0,0
130,Peuple des Dunes,,"Ces Lalafells se sont majoritairement installés
dans des régions désertiques, particulièrement
celle du Thanalan. Ils sont les fondateurs de la
cité d'Ul'dah, et leur amour du commerce est
célèbre dans tout Éorzéa. Leur habitude de
mettre immédiatement leurs idées en pratique
leur permet souvent de saisir les meilleures
opportunités.",0,0,0
131,,,,0,0,0
132,Tribu du Soleil,,"Le culte de l'astre solaire prévaut dans la société et
la culture de ces Miqo'tes au mode de vie diurne.
Il va sans dire que nombre d'entre eux vénèrent
Azeyma, la Déesse du soleil. Leur population est
clairsemée en Éorzéa, mais on les trouve en plus
grand nombre à Limsa Lominsa, où ils ont appris
à vivre avec les autres races. Certains clans se
sont aussi installés dans les terres reculées,
notamment le désert de Sagolii.",0,0,0
133,,,,0,0,0
134,Tribu de la Lune,,"Ces Miqo'tes ont une préférence marquée pour
la vie nocturne. Beaucoup d'entre eux vénèrent
Menphina, la Déesse de la lune. Ils ont longtemps
vécu de la chasse dans la forêt de Sombrelinceul,
un mode de vie à l'origine de longs conflits avec
les Gridaniens, qui les considéraient comme des
braconniers. Leurs relations se sont améliorées
ces dernières années, et certains d'entre eux se
sont même installés dans la cité forestière.",0,0,0
135,,,,0,0,0
136,Clan de la Mer,,"Ces terribles ""loups de mer"" venus des contrées
nordiques ont longtemps terrorisé les marins et
les habitants des côtes éorzéennes. La création
de l'armada limséenne ayant mis fin à la piraterie
organisée, les Roegadyns du Clan de la Mer se
sont avec le temps mêlés aux habitants de Limsa
Lominsa. Beaucoup travaillent désormais comme
matelots ou soldats sur les navires que leurs
ancêtres attaquaient autrefois. Ils portent des
noms distinctifs issus de l'ancien roegadyn.",0,0,0
137,,,,0,0,0
138,Clan du Feu,,"Cette minorité de Roegadyns est originaire des
chaînes montagneuses septentrionales. La
culture et l'élevage étant difficiles dans leur
pays et ne pouvant les faire tous vivre, ils ont
pris l'habitude de vendre leurs services comme
mercenaires. C'est la raison pour laquelle ils ont
choisi la langue commune pour leurs noms et
non pas l'ancien roegadyn, difficile à prononcer
et à se rappeler pour les autres races. On trouve
beaucoup d'entre eux à Ul'dah, où ils travaillent
comme gladiateurs dans l'arène ou gardes du corps.",0,0,0
139,,,,0,0,0
140,Ao Ra ©,,"Les cornes arrondies et les écailles aux motifs
délicats qui caractérisent les Ao Ra conduisent
souvent les gens à croire que ce peuple descendrait
des dragons. Ce sujet a longtemps été débattu, et
des érudits ont mis en avant certaines différences
flagrantes pour étayer l'absence de connexion
entre ces deux races, la plus convaincante étant
le fait que les excroissances crâniennes des Ao Ra
leur fournissent une ouïe et une reconnaissance
spatiale développées. La différence de gabarit
entre les hommes et les femmes est un autre trait
de cette espèce que l'on ne retrouve pas chez
les dragons.",0,0,0
141,,,,0,0,0
142,Raen,,"Cette ethnie aoranne se distingue par ses écailles
blanches aux reflets clairs. Ayant hérité des carac-
téristiques d'un ancêtre légendaire commun appelé
le ""Père de l'Aube"", les Raen préfèrent vivre dans
le calme et se montrent très patients. Bien que
leurs terres se situent originellement dans les
profondes vallées de lointaines contrées orientales,
nombreux sont ceux qui ont récemment choisi de
traverser les mers en quête d'aventure en Éorzéa.",0,0,0
143,,,,0,0,0
144,Xaela,,"Ces Ao Ra ont la particularité d'avoir des écailles
noires aux reflets sombres. Ayant hérité du carac-
tère de l'ancêtre légendaire de leur espèce qu'est
la ""Mère du Crépuscule"", les Xaela montrent un
grand intérêt pour les faits d'armes et sont de
nature belliqueuse. Nomades, ils se déplacent
en petits groupes, généralement centrés sur des
liens familiaux. Ce mode de vie a conduit certains
d'entre eux en Éorzéa.",0,0,0
145,,,,0,0,0
146,,,,0,0,0
147,,,,0,0,0
148,,,,0,0,0
149,,,,0,0,0
150,,,,0,0,0
151,,,,0,0,0
152,Personnalisée,,,0,0,0
153,,,,0,0,0
154,Halone,,,0,0,0
155,La Conquérante,,,0,0,0
156,Menphina,,,0,0,0
157,La Bien-aimante,,,0,0,0
158,Thaliak,,,0,0,0
159,L'Érudit,,,0,0,0
160,Nymeia,,,0,0,0
161,La Fileuse,,,0,0,0
162,Llymlaen,,,0,0,0
163,La Navigatrice,,,0,0,0
164,Oschon,,,0,0,0
165,Le Vagabond,,,0,0,0
166,Byregot,,,0,0,0
167,L'Artisan,,,0,0,0
168,Rhalgr,,,0,0,0
169,Le Destructeur,,,0,0,0
170,Azeyma,,,0,0,0
171,La Gardienne,,,0,0,0
172,Nald'thal,,,0,0,0
173,Les Marchands,,,0,0,0
174,Nophica,,,0,0,0
175,La Mère,,,0,0,0
176,Althyk,,,0,0,0
177,Le Contemplateur,,,0,0,0
178,Gladiateur, ,"De la dague à l'épée en passant par le sabre, les gladiateurs 
maîtrisent une grande variété d'armes blanches. Leur style,
défensif et principalement inspiré de techniques utilisées
lors de ""combats-spectacles"", consiste à dévier habilement
de leur bouclier les attaques avant de pourfendre leurs
adversaires d'un coup précis et puissant. Dans les batailles
en groupe, leur rôle est de créer une brèche dans les lignes
ennemies tout en servant de rempart à leurs alliés.

Job correspondant : paladin
Cité de départ : Ul'dah",0,230904,0
179,,,,0,0,0
180,Pugiliste, ,"Ces combattants se servent de techniques d'attaque ancestrales. 
Déjà redoutables à mains nues grâce à leur entraînement
rigoureux, ils voient leur puissance de destruction décuplée
lorsqu'ils s'équipent d'armes de corps à corps. Leur préférence
pour les armures légères peut laisser à penser qu'ils sont
sans défense, mais ils profitent de cette aisance de
mouvement et de leur vitesse pour surprendre leurs
adversaires et placer des contres assassins.

Job correspondant : moine
Cité de départ : Ul'dah",0,230905,0
181,,,,0,0,0
182,Maraudeur, ,"Les maraudeurs sont souvent assimilés à des brigands, car
leur arme de prédilection, la grande hache, est aussi celle
des pirates. Il est vrai que leur façon d'assener furieusement
les coups ne fait que renforcer cette image, mais leur
principale force est certainement leur faculté à garder leur
sang-froid même au cœur de la mêlée. Nombre d'entre eux se
sont distingués au cours de l'Histoire, que ce soit lors de guerres 
entre cités ou pour avoir vaincu des créatures redoutables.

Job correspondant : guerrier
Cité de départ : Limsa Lominsa",0,230906,0
183,,,,0,0,0
184,Maître d'hast, ,"La lance est restée l'arme de prédilection des soldats de
longues années durant, notamment sous l'influence des
redoutables troupes de piquiers d'Ala Mhigo. Depuis, les
maîtres d'hast ont etoffé leur arsenal et leurs techniques.
Si le maniement de ces armes demande une habileté que
confère seul un long entraînement, les combattants
les plus expérimentés sont capables d'asséner des
coups dévastateurs à une vitesse prodigieuse.

Job correspondant : chevalier dragon
Cité de départ : Gridania",0,230907,0
185,,,,0,0,0
186,Archer, ,"Ces spécialistes du combat à distance sont capables d'adapter
leurs techniques de tir en fonction des arcs qu'ils utilisent.
Les plus communs en Éorzéa sont l'arc long des soldats élézens
et l'arc court des chasseurs miqo'tes. La compréhension
des spécificités des armes et la faculté de se positionner
correctement sont deux qualités primordiales pour devenir
un bon archer. Les pratiquants les plus expérimentés peuvent
faire pleuvoir des salves de flèches sur leurs ennemis.

Job correspondant : barde
Cité de départ : Gridania",0,230908,0
187,,,,0,0,0
188,Élémentaliste, ,"Grâce à leur parfaite connaissance de la nature, les
élémentalistes sont capables de tirer l'éther présent
dans leur environnement et de le convertir en une
puissante énergie qu'ils utilisent pour alimenter
leur magie. Les pratiquants de cette discipline étant
particulièrement versés dans les sorts de guérison
et de renfort, ils sont généralement très sollicités
par les groupes d'aventuriers qui partent en mission.

Job correspondant : mage blanc
Cité de départ : Gridania",0,230909,0
189,,,,0,0,0
190,Occultiste, ,"Par une étude poussée de leur moi profond, les occultistes
deviennent capables de ressentir l'éther présent dans leur
corps et de le contrôler à leur guise. Afin d'extraire et
convertir cette énergie, ils utilisent des armes spécialement
conçues dans ce but. Il s'agit généralement de sceptres et
de bâtons sertis d'une pierre naturelle imprégnée de
pouvoirs magiques. Les sorts qu'ils lancent sont si puissants
qu'ils peuvent facilement renverser l'issue d'un combat.

Job correspondant : mage noir
Cité de départ : Ul'dah",0,230910,0
191,,,,0,0,0
192,Arcaniste, ,"Les adeptes de cette discipline utilisent une forme de magie
dérivée de l'arithmétique, une science qui est apparue et
s'est développée dans les îles méridionales. Ils tirent leur
pouvoir de pentacles qu'ils consignent consciencieusement
dans leurs grimoires. Ces diagrammes mystiques canalisent
l'éther de leurs corps, leur permettant ainsi de lancer une
multitude de sorts. Ils sont également capables d'invoquer
pour les servir un familier appelé Carbuncle.

Jobs correspondants : invocateur, érudit (soigneur)
Cité de départ : Limsa Lominsa",0,230929,0
193,,,,0,0,0
194,,,,0,0,0
195,,,,0,0,0
196,,,,0,0,0
197,,,,0,0,0
198,,,,0,0,0
199,,,,0,0,0
200,Préréglés,,,0,0,0
201,Taille,,,0,0,0
202,Couleur de peau,,,0,0,0
203,Voix,,,0,0,0
204,Musculature,,,0,0,0
205,,,,0,0,0
206,,,,0,0,0
207,Musculature,,,0,0,0
208,,,,0,0,0
209,Tour de poitrine,,,0,0,0
210,Taille des oreilles,,,0,0,0
211,Forme des oreilles,,,0,0,0
212,,,,0,0,0
213,Taille des oreilles,,,0,0,0
214,Forme des oreilles,,,0,0,0
215,Tour de poitrine,,,0,0,0
216,Taille des oreilles,,,0,0,0
217,Forme des oreilles,,,0,0,0
218,,,,0,0,0
219,Taille des oreilles,,,0,0,0
220,Forme des oreilles,,,0,0,0
221,Tour de poitrine,,,0,0,0
222,Taille de la queue,,,0,0,0
223,Forme de la queue,,,0,0,0
224,,,,0,0,0
225,Taille de la queue,,,0,0,0
226,Forme de la queue,,,0,0,0
227,Tour de poitrine,,,0,0,0
228,Musculature,,,0,0,0
229,,,,0,0,0
230,,,,0,0,0
231,Musculature,,,0,0,0
232,,,,0,0,0
233,Tour de poitrine,,,0,0,0
234,Coupe de cheveux,,,0,0,0
235,Caractéristiques des cheveux,,,0,0,0
236,Couleur des cheveux,,,0,0,0
237,Reflets,,,0,0,0
238,Visage,,,0,0,0
239,Caractéristiques du visage,,,0,0,0
240,Couleur des ca­rac­té­ris­ti­ques du visage,,,0,0,0
241,Mâchoire,,,0,0,0
242,Sourcils,,,0,0,0
243,Forme des yeux,,,0,0,0
244,Iris,,,0,0,0
245,Couleur des yeux,,,0,0,0
246,Nez,,,0,0,0
247,Bouche,,,0,0,0
248,Couleur des lèvres,,,0,0,0
249,Maquillage,,,0,0,0
250,Couleur du maquillage,,,0,0,0
251,Confirmer,,,0,0,0
252,Visage,,,0,0,0
253,Taille de la queue,,,0,0,0
254,Forme de la queue,,,0,0,0
255,,,,0,0,0
256,Taille de la queue,,,0,0,0
257,Forme de la queue,,,0,0,0
258,Tour de poitrine,,,0,0,0
259,,,,0,0,0
260,,,,0,0,0
261,,,,0,0,0
262,,,,0,0,0
263,,,,0,0,0
264,,,,0,0,0
265,Petite,,,0,0,0
266,Petite,,,0,0,0
267,Moyenne,,,0,0,0
268,Grande,,,0,0,0
269,Grande,,,0,0,0
270,"Environ UNKNOWN,UNKNOWN cm",,,0,0,0
271,,,,0,0,0
272,,,,0,0,0
273,,,,0,0,0
274,,,,0,0,0
275,Type 1,,,0,0,0
276,Type 2,,,0,0,0
277,Type 3,,,0,0,0
278,Type 4,,,0,0,0
279,Type 5,,,0,0,0
280,Type 6,,,0,0,0
281,Type 7,,,0,0,0
282,Type 8,,,0,0,0
283,Type 9,,,0,0,0
284,Type 10,,,0,0,0
285,Type 11,,,0,0,0
286,Type 12,,,0,0,0
287,,,,0,0,0
288,,,,0,0,0
289,,,,0,0,0
290,Peu marquée,,,0,0,0
291,Assez peu marquée,,,0,0,0
292,Moyenne,,,0,0,0
293,Marquée,,,0,0,0
294,Très marquée,,,0,0,0
295,,,,0,0,0
296,,,,0,0,0
297,,,,0,0,0
298,,,,0,0,0
299,,,,0,0,0
300,,,,0,0,0
301,,,,0,0,0
302,,,,0,0,0
303,,,,0,0,0
304,,,,0,0,0
305,Peu marquée,,,0,0,0
306,Assez peu marquée,,,0,0,0
307,Moyenne,,,0,0,0
308,Marquée,,,0,0,0
309,Très marquée,,,0,0,0
310,,,,0,0,0
311,,,,0,0,0
312,,,,0,0,0
313,,,,0,0,0
314,,,,0,0,0
315,Petit,,,0,0,0
316,Assez petit,,,0,0,0
317,Moyen,,,0,0,0
318,Assez large,,,0,0,0
319,Large,,,0,0,0
320,Court,,,0,0,0
321,Assez court,,,0,0,0
322,Moyen,,,0,0,0
323,Assez long,,,0,0,0
324,Long,,,0,0,0
325,Type 1,,,0,0,0
326,Type 2,,,0,0,0
327,Type 3,,,0,0,0
328,Type 4,,,0,0,0
329,,,,0,0,0
330,,,,0,0,0
331,,,,0,0,0
332,,,,0,0,0
333,,,,0,0,0
334,,,,0,0,0
335,Court,,,0,0,0
336,Assez court,,,0,0,0
337,Moyen,,,0,0,0
338,Assez long,,,0,0,0
339,Long,,,0,0,0
340,Type 1,,,0,0,0
341,Type 2,,,0,0,0
342,Type 3,,,0,0,0
343,Type 4,,,0,0,0
344,,,,0,0,0
345,Petit,,,0,0,0
346,Assez petit,,,0,0,0
347,Moyen,,,0,0,0
348,Assez large,,,0,0,0
349,Large,,,0,0,0
350,Court,,,0,0,0
351,Assez court,,,0,0,0
352,Moyen,,,0,0,0
353,Assez long,,,0,0,0
354,Long,,,0,0,0
355,Type 1,,,0,0,0
356,Type 2,,,0,0,0
357,Type 3,,,0,0,0
358,Type 4,,,0,0,0
359,,,,0,0,0
360,,,,0,0,0
361,,,,0,0,0
362,,,,0,0,0
363,,,,0,0,0
364,,,,0,0,0
365,Court,,,0,0,0
366,Assez court,,,0,0,0
367,Moyen,,,0,0,0
368,Assez long,,,0,0,0
369,Long,,,0,0,0
370,Type 1,,,0,0,0
371,Type 2,,,0,0,0
372,Type 3,,,0,0,0
373,Type 4,,,0,0,0
374,,,,0,0,0
375,Petit,,,0,0,0
376,Assez petit,,,0,0,0
377,Moyen,,,0,0,0
378,Assez large,,,0,0,0
379,Large,,,0,0,0
380,Courte,,,0,0,0
381,Assez court,,,0,0,0
382,Moyen,,,0,0,0
383,Assez long,,,0,0,0
384,Longue,,,0,0,0
385,Type 1,,,0,0,0
386,Type 2,,,0,0,0
387,Type 3,,,0,0,0
388,Type 4,,,0,0,0
389,,,,0,0,0
390,,,,0,0,0
391,,,,0,0,0
392,,,,0,0,0
393,,,,0,0,0
394,,,,0,0,0
395,Courte,,,0,0,0
396,Assez court,,,0,0,0
397,Moyen,,,0,0,0
398,Assez long,,,0,0,0
399,Longue,,,0,0,0
400,Type 1,,,0,0,0
401,Type 2,,,0,0,0
402,Type 3,,,0,0,0
403,Type 4,,,0,0,0
404,,,,0,0,0
405,Petit,,,0,0,0
406,Assez petit,,,0,0,0
407,Moyen,,,0,0,0
408,Assez large,,,0,0,0
409,Large,,,0,0,0
410,Peu marquée,,,0,0,0
411,Assez peu marquée,,,0,0,0
412,Moyenne,,,0,0,0
413,Marquée,,,0,0,0
414,Très marquée,,,0,0,0
415,,,,0,0,0
416,,,,0,0,0
417,,,,0,0,0
418,,,,0,0,0
419,,,,0,0,0
420,,,,0,0,0
421,,,,0,0,0
422,,,,0,0,0
423,,,,0,0,0
424,,,,0,0,0
425,Peu marquée,,,0,0,0
426,Assez peu marquée,,,0,0,0
427,Moyenne,,,0,0,0
428,Marquée,,,0,0,0
429,Très marquée,,,0,0,0
430,,,,0,0,0
431,,,,0,0,0
432,,,,0,0,0
433,,,,0,0,0
434,,,,0,0,0
435,Petit,,,0,0,0
436,Assez petit,,,0,0,0
437,Moyen,,,0,0,0
438,Assez large,,,0,0,0
439,Large,,,0,0,0
440,,,,0,0,0
441,,,,0,0,0
442,,,,0,0,0
443,,,,0,0,0
444,,,,0,0,0
445,Disciples de la guerre,,,0,0,0
446,,,,0,0,0
447,Disciples de la magie,,,0,0,0
448,,,,0,0,0
449,,,,0,1200,0
450,,,,0,0,0
451,,,,0,0,0
452,,,,0,1210,0
453,,,,0,36020,0
454,,,,0,1420,0
455,,,,0,36015,0
456,,,,0,930,0
457,,,,0,38130,0
458,Hrothgar ©,,"Originaires du continent d'Ilsabard, les Hrothgars ont une carrure
robuste et ressemblent à des lions, du moins les hommes ;
les femmes sont si peu nombreuses qu'elles ne sont que rarement
aperçues par les étrangers. L'apparence intimidante des Hrothgars,
non atténuée par leurs griffes tranchantes et leurs crocs acérés, a
provoqué la panique lors de leur arrivée en Éorzéa. En raison de leur
incapacité à communiquer, leurs premiers échanges avec les locaux
ont souvent été conflictuels, mais leur apprentissage de la langue
commune a progressivement permis de dissiper les mésententes.
Les relations désormais apaisées, les Hrothgars sont aujourd'hui
les bienvenus aux quatre coins du continent.",0,0,0
459,,,,0,0,0
