#,Unknown0,Unknown1,Unknown2,Unknown3,Pet,Action,Location,Unknown7,Unknown8,Unknown9,LocationKey,Unknown11[0],Unknown11[1],Unknown11[2],Unknown11[3],Unknown11[4],Unknown11[5],Unknown11[6],Unknown11[7],Unknown11[8],Unknown11[9],Unknown11[10],Unknown11[11],Unknown11[12],Unknown11[13],Unknown11[14],Unknown11[15]
14,"Un lézard ailé, qui saute à travers les bosquets afin de capturer des insectes. Il a un tempérament de feu et s'interpose lorsqu'un intrus entre sur son territoire, même si celui-ci est plus grand que lui. Leur nom est parfois utilisé de façon péjorative à Gridania pour désigner les personnes qui présument de leurs forces.",Attaque magique de feu,Attaque physique tranchante + Projection,242014,61,45187,30,6,47,2,1,100,88,91,100,100,False,False,False,False,False,False,False,False,False,False,False
15,"Une créature de taille moyenne et dotée d'une carapace, que l'on trouve partout dans le monde. Sa viande est peu utilisée en cuisine, du fait de son goût très particulier. Il arrive parfois que certains specimens portent comme un casque les objets sous lesquels ils se cachaient à l'état larvaire, bien avant de finir leur croissance.",Attaque magique d'eau,Hâte pour soi,242015,62,48648,42,5,12,2,1,94,94,94,94,94,False,False,False,False,False,False,False,False,False,False,False
16,"Une mante aussi grande que féroce, qui peuple les forêts tropicales des îles méridionales. Elle a profité des mouvements migratoires massifs du Peuple des Plaines pour s'implanter de façon durable dans La Noscea, où sa population a explosé en se nourrissant de la faune locale et d'individus imprudents.",Attaque physique tranchante,Attaque magique neutre + Vulnérabilité physique augmentée,242016,63,45186,33,2,27,1,1,94,94,94,94,94,False,False,False,False,False,False,False,False,False,False,False
17,"Une entité plus ou moins surnaturelle, née d'une entrée en contact d'un corps défunt, de fluides putréfiés ou de liquides souillés avec l'éther terrestre. Elles apparaissent principalement par accident, mais certains alchimistes ou disciples de la magie d'un mauvais goût sans égal en créent parfois volontairement.",Attaque magique neutre + Absorption de PV pour le dresseur,Attaque magique neutre + Entrave,242017,64,49689,3,8,40,5,2,97,1,97,97,97,False,False,False,False,False,False,False,False,True,False,False
18,"Un golem équipé d'une armure imposante. La croyance populaire veut qu'il s'agisse de marionnettes à qui un mage aurait autrefois donné vie, mais certains prétendent que l'armure serait habitée par un spectre issu d'un fragment d'âme ou encore une créature enchantée qui se serait échappée du monde des esprits. Aucune de ces théories n'a été réfutée.",Attaque physique tranchante,Bonus de dégâts physiques pour les alliés,242018,65,45186,7,7,15,2,2,97,97,97,97,97,False,False,False,True,False,False,False,False,False,False,False
19,"Une créature ailée qui niche dans des endroits peu éclairés, telles les grottes et les arbres creux. Elle se terre dans son nid le jour et sort la nuit. Elle se nourrit d'insectes volants, de fruits ou encore de sang selon l'espèce, mais ses déjections sont utilisées depuis toujours comme engrais ou combustible.",Attaque magique neutre + Absorption des PV pour le dresseur,Attaque magique neutre + Malus de précision + Dissipation d'altération d'état pour les alliés ,242019,66,49689,31,3,16,2,1,94,94,94,94,94,False,False,False,False,True,False,False,False,False,False,False
20,"Une plante insectivore et carnivore qui peuple les plaines et les bois. Elle attire ses proies avec ses faux pétales et les immobilise de ses feuilles imbibées de mucus, avant d'y planter ses vignes pour en aspirer les liquides. Des inconscients auraient tenté d'en faire des plantes décoratives, mais auraient servi d'engrais dans leur habitation transformée en pépinière.",Attaque magique de vent + Projection + Poison,Attaque magique neutre + Vulnérabilité magique augmentée,242020,67,49697,54,4,16,2,1,100,97,97,97,97,False,False,False,False,False,True,False,False,False,False,False
21,"Un animal carnivore capable de courir très vite grâce à ses pattes puissantes. Bien que son corps soit couvert de plumes, il est proche du raptor et considéré comme faisant partie de la famille des cuirassiens. Il se sert des différentes toxines qu'il sécrète pour chasser ses proies, et la couleur de son plumage change en fonction de ce qu'il mange.",Attaque magique de glace,Attaque magique neutre + Pétrification,242021,68,48644,33,6,5,2,1,97,94,97,97,97,False,True,False,False,False,False,False,False,False,False,False
22,"Un cactus capable de se déplacer qui évolue dans les zones très arides. Afin de survivre dans son environnement hostile, il a pour habitude de projeter ses aiguilles pour se protéger. De plus en plus de gens s'en approchent sans se méfier depuis qu'un certain parc d'attractions en a fait sa mascotte, ce qui provoque de nombreux incidents.",Attaque physique perforante,Octroie Double tranchant aux alliés,242022,69,45187,42,4,18,2,1,97,94,94,94,94,False,False,False,False,False,True,False,False,False,False,False
23,"Une créature faite de terre ou de pierres à qui l'on a insufflé la vie. Bien que généralement fabriquées par un mage, certaines de ces entités pourraient parfois se manifester naturellement, notamment lors de catastrophes naturelles ou lorsque l'éther de l'environnement est instable.",Attaque magique de terre,Attaque magique de terre + Résistance à la terre réduite,242023,70,48647,45,7,25,2,1,94,94,94,94,94,False,False,False,True,False,False,False,False,False,False,False
24,"Un grand oiseau qui vit principalement en bord de mer. Capable de nager avec ses ailes, il se nourrit de petits poissons tels que des sardines. Lorsqu'il se sent en danger, il régurgite avec une force surprenante le contenu de son estomac, donnant parfois a ses rejets l'apparence de gros poissons afin d'intimider davantage ses prédateurs potentiels.",Attaque magique d'eau,Attaque magique d'eau + Lenteur,242024,71,45187,32,3,48,2,1,97,97,97,97,85,True,False,False,False,False,False,False,False,False,False,False
25,"Une énorme tortue endémique de Thavnair, dont les œufs se sont retrouvés mêlés à ceux de dodo importés pour les festivités ayant eu lieu à la fin de la 6e ère astrale. Une partie d'entre eux a éclos et ces créatures ont ensuite proliféré. Leurs œufs sont aujourd'hui considérés comme un mets rare et délicat.",Attaque magique de foudre,Vulnérabilité physique des alliés réduite + Résistance à Pétrification augmentée,242025,72,49692,43,6,44,2,1,94,97,94,94,94,False,False,False,False,False,False,False,False,False,False,False
26,"Une bête massive dotée de quatre pattes robustes et d'une paire de cornes droites. La plupart sont élevées à Tinolqa et à la Noscea pour les travaux de ferme ou pour leur viande, mais certaines ont fui et ont regagné l'état sauvage. Il arrive parfois que des aventuriers imprudents se fassent piétiner par l'une de ces bêtes qu'ils auraient approchée de trop près.",Attaque physique contondante,Attaque magique neutre + Étourdissement,242026,73,45188,30,1,30,3,1,88,88,88,88,88,False,False,False,False,False,False,True,False,False,False,False
27,"Un coquillage que les Nymiens ont magiquement fait grossir afin d'en faire une source de nourriture. Bien que sa texture soit agréable, il n'a presque aucun goût et n'est pratiquement plus consommé de nos jours. La guilde des cuisiniers cherche cependant toujours à mettre au point des recettes qui pourraient le mettre en valeur.",Attaque magique de glace,Attaque magique neutre + Poison,242027,74,48644,42,5,39,2,1,91,91,91,91,91,False,False,False,False,False,True,False,False,False,False,False
28,"Un gros ver qui, pour se déplacer plus facilement sur le sable, est capable de le liquéfier en faisant vibrer son corps. Il ne change pas de forme en vieillissant, mais continue de grandir indéfiniment, ce qui signifie que sa taille est proportionnelle à son âge.",Attaque magique de terre + Cécité,Attaque magique de terre + Pesanteur,242028,75,49694,45,2,26,2,1,91,91,91,91,91,False,False,False,False,True,False,False,False,False,True,False
29,"Un démon d'un noir profond qui rôde dans les zones rocheuses et les mines. Si le Codex des pierres les classifie comme arcanas, c'est parce que les spriggans ne seraient que le vaisseau de la volonté de la terre. Certains manifestent toutefois une intelligence si élevée qu'ils sont même capables de comprendre le langage humain.",Attaque magique de feu,7 Attaques physiques contondantes,242029,76,49691,43,7,33,2,1,91,91,100,91,91,False,False,False,True,False,False,False,False,False,False,False
30,"Une imposante créature possédant une relation symbiotique avec la mousse et le lichen qui poussent sur sa tête, qui lui offrent une forme de camouflage en échange d'un arrosage manuel. Prédateur infatigable, le goobbue engloutit tout ce qui rampe dans son impressionnante gueule, mais il lui arrive parfois de tout recracher en éternuant.",Attaque physique contondante,Attaque magique neutre + Maladie,242030,77,45188,31,1,21,3,1,85,85,85,85,85,False,False,False,False,False,False,False,False,False,True,False
31,Un crapaud géant au corps hypertrophié et aux membres courts. Il est capable de projeter rapidement sa langue visqueuse sur des scarabées et d'autres grands insectes pour les avaler tout rond. On raconte que des ninjas d'Extrême-Orient prennent certains de ses congénères locaux pour familiers.,Attaque magique de glace,Attaque physique contondante + Attraction + Malus de précision,242031,78,45188,31,5,19,2,1,88,88,88,88,88,False,False,False,False,True,False,False,False,False,False,False
32,"Un oiseau aux couleurs vives, originaire des îles méridionales, dont le bec aurait pris cette forme singulière pour mieux aspirer le nectar des fleurs. Il imite parfois la voix de marchands pour les distraire et ainsi s'emparer d'objets brillants qu'il convoite.",Attaque physique perforante,5 Attaques physiques perforantes,242032,79,45187,32,3,50,2,1,88,88,88,88,88,False,False,False,False,False,False,False,False,False,False,False
33,"Ce prédateur quadrupède originaire du Proche-Orient est réputé pour sa férocité inégalée. À l'aide de ses deux longs appendices qu'il manie comme des fouets, il peut envoyer des décharges électriques pour paralyser ses proies avant de les dévorer. Certaines bandes de pirates ont même appris à dompter ces animaux pour en faire des combattants redoutables.",Attaque magique de foudre,Attaque magique de foudre + Paralysie + Résistance à la foudre réduite,242033,80,48645,350,1,14,3,1,94,94,94,94,79,False,False,True,False,False,False,False,False,False,False,False
34,"Ce lézard carnivore bipède vit dans les régions forestières. On le prend souvent pour un oiseau à cause de son apparence et de son style de chasse qui consiste à fondre sur sa proie comme un rapace. C'est un animal particulièrement sociable, car on l'aperçoit souvent chasser en couple.",Attaque magique de glace,Attaque magique de feu + Résistance au feu réduite,242034,81,48644,54,6,14,2,1,91,91,100,91,91,False,False,False,False,False,False,False,False,False,False,False
35,"Cette bête féroce, souvent assujettie aux Amalj'aa ou aux dragons, utilise son souffle de flammes pour consumer ses proies avant de les dévorer. Certaines espèces possèdent des souffles d'éléments différents, comme les biasts qui ont une affinité pour la foudre au lieu du feu.",Attaque magique de feu,Vulnérabilité magique des alliés réduite + Résistance au feu augmentée,242035,82,49691,45,6,46,2,1,88,100,88,88,88,False,False,False,False,False,False,False,False,False,False,False
36,"Un arbre géant, mais capable de se déplacer. Souvent immobile, tels les arbres et les arbustes, il se meut lorsque l'appétit vient pour ne faire qu'une bouchée des proies qu'il capture. Il n'est pas rare d'apercevoir son imposante silhouette près des hameaux, mais les gens l'apprécient et de le voient comme un protecteur de la forêt à Sombrelinceul.",Attaque magique de terre + Cauchemar,Attaque magique de vent + Projection,242036,83,48647,54,4,10,2,1,94,100,91,91,91,False,False,False,False,False,True,False,True,False,False,False
37,"Une fourmi géante des terres arides. Elle n'est pas dotée d'intelligence, mais elle et les siens bâtissent des sociétés hautement réglementées et structurées autour d'une reine. L'antre que les fourmis s'aménagent s'étend à mesure que la colonie grandit, et peut devenir un véritable dédale. C'est un lieu extrêmement dangereux, à fuir à tout prix.",Attaque physique perforante,Lenteur + Résistance ombrale accrue sur les alliés,242037,84,45186,12,2,32,1,2,88,88,88,88,88,True,False,False,False,False,False,False,False,False,False,False
38,"Une créature cauchemardesque mêlant les attributs physiques du lion, du bélier et du dragon. Elle possède trois têtes, une paire d'ailes puissantes et une queue se terminant par un aiguillon empoisonné. À l'origine, le terme ""chimère"", désignant un être né de l'assemblage de différentes êtres, aurait été créé pour désigner cette créature.",Attaque magique de feu + Dégâts supplémentaires sur cible sous l'effet de Congélation,Attaque magique de glace + Congélation + Résistance à la glace réduite,242038,85,45186,12,1,21,3,2,79,79,79,100,94,False,True,False,False,False,False,False,False,False,False,False
39,"Une plante carnivore mobile et de taille gigantesque. Elle s'est illustrée par l'haleine putride qu'elle émet pour capturer ses proies. D'ailleurs, la nature de son haleine change en fonction de son alimentation, de sa localisation et de son type, si bien que des amateurs de parfums extrêmement intenses en font parfois l'élevage.",Attaque physique perforante,Attaque magique neutre + Lenteur + Cécité + Paralysie,242039,86,45188,54,4,22,2,1,88,88,88,88,88,True,False,True,False,True,True,False,False,False,False,False
40,"Une mystérieuse créature flottante, dotée d'une peau à l'élasticité similaire à celle des bêtes, et qui apparaît à des endroits où ont eu lieu des accidents. Il pourrait s'agir de l'âme d'un défunt, condamnée à errer en ce bas monde par ses regrets. Gare à celles qui psalmodient de funestes incantations, car elles sont bel et bien malveillantes.",Attaque magique de vent + Glas,Attaque magique neutre + Glas + Dégâts supplémentaires sur cible sous l'effet de Maladie,242040,87,49693,30,8,17,5,1,94,94,94,94,94,False,False,False,False,False,False,False,False,False,False,True
41,"Une grande créature amphibienne qui vit dans le lit des rivières. Elle attend généralement le moment opportun pour avaler ses proies après les avoir paralysées grâce à un organe produisant des décharges électriques, mais elle peut aussi les clouer sur place à distance en crachant des sécrétions visqueuses.",Attaque magique d'eau,Attaque magique neutre + Vulnérabilité magique augmentée,242041,88,48648,54,5,16,2,1,85,85,85,85,85,False,False,False,False,False,False,False,False,False,False,False
42,"Un énorme serpent capable d'avaler aisément des proies de la taille d'un être humain. Il est doté d'une force vitale si impressionnante qu'on prête à son plasma sanguin des propriétés alchimiques prometteuses, mais on ne compte plus les tragiques échecs de tentatives de capture visant à vérifier cette hypothèse.",Attaque physique perforante + Poison,Attaque magique neutre + Pétrification,242042,89,45187,67,6,30,2,1,85,85,85,85,85,False,True,False,False,False,True,False,False,False,False,False
43,"Une créature chimérique née de la civilisation allagoise. Bien que sa conception soit basée sur les dragons, elle n'en possède pas l'intelligence, et ses multiples têtes capables de cracher de redoutables souffles aux propriétés diverses se livrent parfois des querelles intestines d'une rare violence.",Attaque physique perforante,Attaque magique neutre + Maladie,242043,90,45186,75,6,13,3,2,82,82,82,82,82,False,False,False,False,False,False,False,False,False,True,False
44,Un insecte volant carnivore au long et mince corps noueux doté de six paires d'ailes. Ces créatures très territoriales patrouillent la plupart du temps autour des points d'eau où elles ont pondu leurs œufs. On peut souvent trouver des larves de mouches géantes dans le ventre des spécimens qui ont été parasités.,Attaque magique de vent,Attaque magique neutre + Poison,242044,91,49693,22,2,41,1,2,85,85,85,85,85,False,False,False,False,False,True,False,False,False,False,False
45,"Un goobbue infecté par des spores parasitaires impures. Bien que mort et dans un état de putréfaction avancé, il erre à la recherche d'un nouvel hôte, contrôlé par les champignons qui ont proliféré au sein de son corps. Les naturalistes n'ont atteint aucune conclusion probante quant à l'éventuelle capacité de ces spores à agir sur les êtres humains.",Attaque magique de terre,Attaque magique neutre + Attraction,242045,92,49694,22,8,29,5,2,91,97,91,91,91,False,False,False,False,False,False,False,False,False,False,False
46,"Un oiseau géant qui migre au gré des vents saisonniers. Les témoignages d'observation de ces dangereux prédateurs se sont multipliés après le septième fléau, répandant une anxiété telle que des épées soi-disant capables de pourfendre un zu d'un seul coup ont commencé à circuler dans les recoins les plus douteux des marchés uldiens.",Mouvement + Attaque physique contondante,Attaque magique de vent + Résistance au vent réduite,242046,93,49698,17,3,15,3,2,85,85,85,85,97,False,False,False,False,False,False,False,False,False,False,False
47,"Un être magique fait d'un amas de glace animé d'un souffle de vie éphémère. Il arrive parfois qu'un tel golem se forme naturellement, mais la plupart sont créés par des mages. Des écrits parlent notamment d'une armée de soldats de glace menée par un puissant sorcier lors de la Guerre de la magie.",Attaque magique de glace,Bonus de dégâts magiques pour les alliés,242047,94,49690,27,7,28,3,2,88,88,88,88,88,False,False,False,True,False,False,False,False,False,False,False
48,Un énorme crustacé marin doté d'un appendice caudal se terminant par une pince acérée qu'il utilise pour attraper ses proies et les découper avant de se repaître de leurs entrailles. Les marins transmettent encore la légende d'un redoutable spécimen se cachant dans un canal devenu un cimetière d'épaves des innombrables navires qu'il a coulés.,Attaque physique perforante,Attaque magique d'eau + Rare réduction des PV à un chiffre,242048,95,49695,28,5,24,3,2,82,82,82,82,82,False,False,False,False,False,False,False,False,False,False,True
49,"Une espèce de fleur carnivore que l'on croyait éteinte. Elle est récemment réapparue, probablement après que des graines aient surgi d'anciennes couches géologiques remontées à la surface lors du septième fléau. Son parfum lui permettrait d'attirer et de contrôler les abeilles, ce qui en fait une créature particulièrement détestée par certains aventuriers.",Attaque magique de vent,Attaque magique neutre + Glas,242049,96,45187,98,4,49,3,2,85,85,85,85,85,False,False,False,False,False,True,False,False,False,False,True
50,"Une bête carnivore à la musculature extrêmement développée. Le nom ""béhémoth"" lui vient du fait que l'on considérait ces créatures comme des rejetons du Primordial Bahamut quand on a découvert leur existence juste après le septième fléau. L'hypothèse dominante actuelle est que cette espèce remonterait en réalité à des temps immémoriaux.",Attaque magique de foudre,Attaque magique de feu,242050,97,48645,92,1,26,4,2,76,76,76,76,97,False,False,False,False,False,False,False,False,False,False,False
