#,Name,Icon,UnlockLink,TextCommand,ActionTimeline[0],ActionTimeline[1],ActionTimeline[2],ActionTimeline[3],ActionTimeline[4],ActionTimeline[5],ActionTimeline[6],Order,LogMessageTargeted,LogMessageUntargeted,Patch,EmoteCategory,EmoteMode,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,HasCancelEmote,DrawsWeapon,Unknown6
48,Jubiler,246252,0,449,709,0,684,684,684,0,0,1003,151,251,1,1,0,True,True,True,False,True,False,False,False
49,Désespérer,246253,0,450,718,0,668,747,747,0,0,5008,152,252,1,1,0,True,True,True,False,True,False,False,False
50,S'asseoir,246256,0,451,643,642,0,643,0,0,0,13001,0,0,1,2,2,False,False,False,False,False,True,False,False
51,Se lever,246254,0,0,644,0,0,644,0,0,0,0,0,0,1,2,2,False,False,False,True,False,False,False,False
52,S'asseoir par terre,246254,0,453,654,653,654,0,0,0,0,13002,0,0,1,2,1,False,False,False,False,False,True,False,False
53,Se lever,246254,0,0,655,0,655,0,0,0,0,0,0,0,1,2,1,False,False,False,True,False,False,False,False
54,Guillemets,246263,0,455,688,0,673,673,673,0,0,5112,0,0,1,1,0,True,True,True,False,True,False,False,False
55,Salut du Maelstrom,246246,0,456,726,0,0,0,0,0,0,10,145,245,1,1,0,False,False,False,False,True,False,False,False
56,Salut des Deux Vipères,246247,0,457,727,0,0,0,0,0,0,10,146,246,1,1,0,False,False,False,False,True,False,False,False
57,Salut des Immortels,246248,0,458,728,0,0,0,0,0,0,10,147,247,1,1,0,False,False,False,False,True,False,False,False
58,Prier,246264,0,459,742,0,4814,4813,4813,0,0,1009,178,278,1,1,0,True,True,True,False,True,False,False,False
59,Salut impérial,246266,23,460,587,0,0,0,0,0,0,11,179,279,1,1,0,False,False,False,False,True,False,False,False
60,Visière,246265,0,461,0,0,0,0,0,0,0,19999,0,0,1,2,0,True,True,True,False,False,False,False,False
61,Visière,246265,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,True,True,True,False,False,False,False,False
62,MégaBrasier,246327,379,463,6240,0,0,0,0,0,0,12003,8078,8079,1,2,0,False,False,False,False,True,False,False,False
63,Chorégraphie martiale,246328,378,464,6249,0,0,0,0,0,0,6009,8080,8081,1,1,0,False,False,False,False,True,False,False,False
64,Tomber sous le charme,246329,384,465,6242,6241,0,0,0,0,0,10021,8082,8083,1,2,33,False,False,False,False,True,False,False,False
65,Encourager : devant (bleu),246330,381,466,6244,6243,0,0,0,0,0,10022,8084,8085,1,2,34,False,False,False,False,True,False,False,False
66,Encourager : arcs (jaune),246331,382,467,6246,6245,0,0,0,0,0,10025,8086,8087,1,2,35,False,False,False,False,True,False,False,False
67,Encourager : sauts (rouge),246332,383,468,6248,6247,0,0,0,0,0,10028,8088,8089,1,2,36,False,False,False,False,True,False,False,False
68,Visage normal,246101,0,469,604,0,604,604,604,604,0,20001,161,261,1,3,0,True,True,True,False,False,False,False,False
69,Visage souriant,246102,0,470,605,0,605,605,605,605,0,20002,162,262,1,3,0,True,True,True,False,False,False,False,False
70,Visage radieux,246103,0,471,606,0,606,606,606,606,0,20003,163,263,1,3,0,True,True,True,False,False,False,False,False
71,Visage confiant,246104,0,472,607,0,607,607,607,607,0,20007,164,264,1,3,0,True,True,True,False,False,False,False,False
72,Visage arrogant,246105,0,473,608,0,608,608,608,608,0,20008,165,265,1,3,0,True,True,True,False,False,False,False,False
73,Visage endormi,246106,0,474,611,0,611,611,611,611,0,20009,166,266,1,3,0,True,True,True,False,False,False,False,False
74,Visage larmoyant,246107,0,475,612,0,612,612,612,612,0,20010,167,267,1,3,0,True,True,True,False,False,False,False,False
75,Visage craintif,246108,0,476,614,0,614,614,614,614,0,20011,168,268,1,3,0,True,True,True,False,False,False,False,False
76,Visage stupéfait,246109,0,477,615,0,615,615,615,615,0,20012,169,269,1,3,0,True,True,True,False,False,False,False,False
77,Visage souffrant,246110,0,478,616,0,616,616,616,616,0,20013,170,270,1,3,0,True,True,True,False,False,False,False,False
78,Visage maussade,246111,0,479,617,0,617,617,617,617,0,20014,171,271,1,3,0,True,True,True,False,False,False,False,False
79,Visage interloqué,246112,0,480,619,0,619,619,619,619,0,20015,172,272,1,3,0,True,True,True,False,False,False,False,False
80,Visage inquiet,246113,0,481,620,0,620,620,620,620,0,20016,173,273,1,3,0,True,True,True,False,False,False,False,False
81,Visage rieur,246125,388,482,6226,0,6226,6226,6226,6226,0,20023,8090,8091,1,3,0,True,True,True,False,False,False,False,False
82,Visage méditatif,246126,389,483,6227,0,6227,6227,6227,6227,0,20024,8092,8093,1,3,0,True,True,True,False,False,False,False,False
83,Sourcils froncés,246127,0,484,6228,0,6228,6228,6228,6228,0,20025,8094,8095,1,3,0,True,True,True,False,False,False,False,False
84,Sourire navré,246128,0,485,6229,0,6229,6229,6229,6229,0,20026,8096,8097,1,3,0,True,True,True,False,False,False,False,False
85,Lancer,246250,24,486,641,0,0,0,0,0,0,5102,180,280,1,1,0,False,False,False,False,True,False,False,False
86,Boule de neige,246250,24,0,743,0,0,0,0,0,0,0,149,249,1,1,0,False,False,False,False,True,False,False,False
87,Boule de neige,246250,24,0,640,0,0,0,0,0,0,0,149,249,1,1,0,False,False,False,False,False,False,False,False
88,Dormir,246325,0,0,585,584,0,0,0,585,0,0,0,0,1,2,3,False,False,False,False,False,False,False,False
89,,246254,0,0,586,0,0,0,0,586,0,0,0,0,1,2,3,False,False,False,True,False,False,False,False
90,Changer de pose,246268,0,491,0,0,0,0,0,0,0,19998,0,0,1,2,0,False,False,False,False,False,False,False,False
91,,0,0,0,3124,3123,0,0,0,0,0,0,0,0,1,4,0,False,False,False,False,False,False,False,False
92,,0,0,0,3126,3125,0,0,0,0,0,0,0,0,1,4,0,False,False,False,False,False,False,False,False
93,,0,0,0,3128,3127,0,0,0,0,0,0,0,0,1,4,0,False,False,False,False,False,False,False,False
94,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
95,,0,0,0,3132,3131,0,3132,0,0,0,0,0,0,1,4,2,False,False,False,False,False,False,False,False
96,,0,0,0,3134,3133,0,3134,0,0,0,0,0,0,1,4,2,False,False,False,False,False,False,False,False
97,,0,0,0,3136,3135,3136,0,0,0,0,0,0,0,1,4,1,False,False,False,False,False,False,False,False
98,,0,0,0,3138,3137,3138,0,0,0,0,0,0,0,1,4,1,False,False,False,False,False,False,False,False
99,,0,0,0,3140,3139,0,0,0,3140,0,0,0,0,1,4,3,False,False,False,False,False,False,False,False
100,,0,0,0,3142,3141,0,0,0,3142,0,0,0,0,1,4,3,False,False,False,False,False,False,False,False
101,Claquettes,246269,27,502,570,569,0,0,0,0,0,10001,182,282,1,2,4,False,False,False,False,True,False,False,False
102,Danse des moissons,246270,28,503,572,571,0,0,0,0,0,10002,183,283,1,2,5,False,False,False,False,True,False,False,False
103,Danse de la cour,246271,29,504,574,573,0,0,0,0,0,10003,184,284,1,2,6,False,False,False,False,True,False,False,False
104,Danse du gentilhomme,246272,30,505,576,575,0,0,0,0,0,10004,185,285,1,2,7,False,False,False,False,True,False,False,False
105,Caresser,246267,0,506,3177,0,3179,3179,3179,0,3174,2009,186,286,1,1,0,True,True,True,False,True,False,False,False
106,Donner,246273,0,507,3178,0,3180,3180,3180,0,3176,5104,187,287,1,1,0,True,True,True,False,True,False,False,False
107,,0,0,0,3182,3181,0,0,0,0,0,0,0,0,1,4,0,False,False,False,False,False,False,False,False
108,,0,0,0,3184,3183,0,0,0,0,0,0,0,0,1,4,0,False,False,False,False,False,False,False,False
109,Danse du bombo,246274,98,510,3188,3187,0,0,0,0,0,10005,189,288,1,2,8,False,False,False,False,True,False,False,False
110,Hourra,246275,225,511,741,0,0,0,0,0,0,2006,190,289,1,1,0,False,False,False,False,True,False,True,False
111,Claque,246276,0,512,3752,0,3755,3755,3755,0,3758,5020,191,290,1,1,0,True,True,True,False,True,False,False,False
112,Accolade,246277,0,513,3753,0,3756,3756,3756,0,3759,2007,192,291,1,1,0,True,True,True,False,True,False,False,False
113,Étreinte,246278,229,514,3754,0,3757,3757,3757,0,3760,2008,193,292,1,1,0,True,True,True,False,True,False,False,False
114,Pose du détective,246279,244,515,3764,3763,0,0,0,0,0,10006,194,293,1,2,9,False,False,False,False,True,False,False,False
115,Salut du poing,246280,259,516,3766,0,3767,3767,3767,0,3768,3000,195,294,1,1,0,True,True,True,False,True,False,False,False
116,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
117,,0,0,0,3771,3770,3771,0,0,0,0,0,0,0,1,4,1,False,False,False,False,False,False,False,False
118,Danse thavnairoise,246282,288,519,3775,3774,0,0,0,0,0,10007,197,296,1,2,10,False,False,False,False,True,False,False,False
119,Danse de l'or,246283,289,520,3777,3776,0,0,0,0,0,10008,198,297,1,2,11,False,False,False,False,True,False,False,False
120,Danse du soleil,246284,283,521,3773,3772,0,0,0,0,0,10009,199,298,1,2,12,False,False,False,False,True,False,False,False
121,Se préparer au combat,246285,305,522,3778,0,0,0,0,0,0,3001,153,253,1,1,0,False,False,False,False,True,False,True,False
122,Se réjouir de la victoire,246286,306,523,3779,0,0,0,0,0,0,3002,154,254,1,1,0,False,False,False,False,True,False,True,False
123,Salto arrière,246287,308,524,4680,0,0,0,0,0,0,6000,155,255,1,1,0,False,False,False,False,True,False,False,False
124,Salut oriental,246288,309,525,4678,0,4679,4679,4679,0,0,12,156,256,1,1,0,True,True,True,False,True,False,False,False
125,Éclair de génie,246289,304,526,4681,0,4683,4682,4682,0,0,3003,157,257,1,1,0,True,True,True,False,True,False,False,False
126,Danse mog,246290,67862,527,4673,4672,0,0,0,0,0,10011,8000,8001,1,2,13,False,False,False,False,True,False,False,False
127,Geste d'Haurchefant,246291,318,528,4790,0,4791,4791,4791,0,0,3004,8002,8003,1,1,0,True,True,True,False,True,False,False,False
128,Étirements orientaux,246292,323,529,4781,0,0,0,0,0,0,6001,8004,8005,1,1,0,False,False,False,False,True,False,False,False
129,Danse orientale,246293,324,530,4783,4782,0,0,0,0,0,10018,8006,8007,1,2,14,False,False,False,False,True,False,False,False
130,Bomboforce rouge,246294,315,531,4785,4784,0,0,0,0,0,10012,8008,8009,1,2,15,False,False,False,False,True,False,False,False
131,Bomboforce noire,246295,316,532,4789,4788,0,0,0,0,0,10014,8010,8011,1,2,16,False,False,False,False,True,False,False,False
132,Bomboforce jaune,246296,317,533,4787,4786,0,0,0,0,0,10016,8012,8013,1,2,17,False,False,False,False,True,False,False,False
133,Clin d'œil droit,246118,0,534,621,0,621,621,621,621,0,20004,8014,8015,1,3,0,True,True,True,False,False,False,False,False
134,Bomboforce rouge inversé,246297,315,535,4793,4792,0,0,0,0,0,10013,8016,8017,1,2,18,False,False,False,False,True,False,False,False
135,Bomboforce noire inversé,246298,316,536,4797,4796,0,0,0,0,0,10015,8018,8019,1,2,19,False,False,False,False,True,False,False,False
136,Bomboforce jaune inversé,246299,317,537,4795,4794,0,0,0,0,0,10017,8020,8021,1,2,20,False,False,False,False,True,False,False,False
137,Se prendre la tête,246301,0,538,4674,0,4675,4675,4675,0,0,5021,8022,8023,1,1,0,True,True,True,False,True,False,False,False
138,Zantetsuken,246302,328,539,4803,0,0,0,0,0,0,12001,8024,8025,1,2,0,False,False,False,False,True,False,True,False
139,Contracter ses muscles,246303,0,540,4811,0,0,0,0,0,0,5051,8026,8027,1,1,0,False,False,False,False,True,False,False,False
140,Se recueillir,246304,0,541,4804,0,4812,4805,4805,0,0,1010,8028,8029,1,1,0,True,True,True,False,True,False,False,False
141,Visage vicieux,246119,0,542,622,0,622,622,622,622,0,20017,8030,8031,1,3,0,True,True,True,False,False,False,False,False
142,Attendrir,246305,331,543,4800,0,4801,4801,4801,0,0,6002,8032,8033,1,1,0,True,True,True,False,True,False,False,False
143,Feindre la mort,246306,330,544,4799,4798,0,0,4799,0,0,11501,8034,8035,1,2,21,False,True,True,False,True,False,False,False
144,Illusions glacées,246307,329,545,4802,0,0,0,0,0,0,12002,8036,8037,1,2,0,False,False,False,False,True,False,False,False
145,Danse du soleil et de la lune,246308,332,546,4810,4809,0,0,0,0,0,10010,8038,8039,1,2,22,False,False,False,False,True,False,False,False
146,Exprimer son amour,246309,333,547,4815,0,0,0,0,0,0,1030,8040,8041,1,1,0,False,False,False,False,True,False,False,False
147,Exprimer son amour,0,333,0,4816,0,0,0,0,0,0,0,8040,8041,1,1,0,False,False,False,False,True,False,False,False
148,Ajuster ses lunettes,246310,334,549,4676,0,4677,4677,4677,0,0,6003,8042,8043,1,1,0,True,True,True,False,True,False,False,False
149,Danse des Églantines,246311,335,550,4818,4817,0,0,0,0,0,10019,8044,8045,1,2,23,False,False,False,False,True,False,False,False
150,Faire la planche,246312,0,551,0,4806,0,0,4807,0,0,11001,0,0,1,2,24,False,True,False,False,True,False,False,False
151,Salto arrière aquatique,246313,340,552,0,0,0,0,4808,0,0,6004,0,0,1,1,0,False,False,True,False,True,False,False,False
152,Bouche en cœur,246120,0,553,623,0,623,623,623,623,0,20018,8046,8047,1,3,0,True,True,True,False,False,False,False,False
153,Concentrer ses forces,246314,343,554,4825,0,0,0,0,0,0,6005,8048,8049,1,1,0,False,False,False,False,True,False,False,False
154,Révérence orientale,246315,68016,555,4829,0,0,0,0,0,0,2,8050,8051,1,1,0,False,False,False,False,True,False,False,False
155,Flexions de jambes,246316,373,556,5803,5812,0,0,0,0,0,11002,8052,8053,1,2,25,False,False,False,False,True,False,False,False
156,Pompes,246317,373,557,5800,5799,0,0,0,0,0,11003,8054,8055,1,2,26,False,False,False,False,True,False,False,False
157,Abdos,246318,373,558,5802,5801,0,0,0,0,0,11004,8056,8057,1,2,27,False,False,False,False,True,False,False,False
158,Respiration profonde,246319,373,559,5804,5813,0,0,0,0,0,11005,8058,8059,1,2,28,False,False,False,False,True,False,False,False
159,Parler,246320,0,560,5810,0,5811,5811,5811,0,0,6006,8060,8061,1,1,0,True,True,True,False,True,False,False,False
160,Visage sérieux,246121,0,561,624,0,624,624,624,624,0,20019,8062,8063,1,3,0,True,True,True,False,False,False,False,False
161,Visage perplexe,246122,0,562,625,0,625,625,625,625,0,20020,8064,8065,1,3,0,True,True,True,False,False,False,False,False
162,Sourire tendre,246123,0,563,6215,0,6215,6215,6215,6215,0,20021,8066,8067,1,3,0,True,True,True,False,False,False,False,False
163,Visage satisfait,246124,0,564,6216,0,6216,6216,6216,6216,0,20022,8068,8069,1,3,0,True,True,True,False,False,False,False,False
164,Garde-à-vous,246321,375,565,5806,5805,0,0,0,0,0,11006,8070,8071,1,2,29,False,False,False,False,True,False,False,False
165,Repos,246322,376,566,5808,5807,0,0,0,0,0,11007,8072,8073,1,2,30,False,False,False,False,True,False,False,False
166,Boxe,246323,68498,567,5809,5814,0,0,0,0,0,11008,8074,8075,1,2,31,False,False,False,False,True,False,False,False
167,Prière rituelle,246324,374,568,6219,6218,0,0,0,0,0,10020,8076,8077,1,2,32,False,False,False,False,True,False,False,False
168,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
169,Trembler de peur,246333,386,570,6233,6232,0,0,0,0,0,11011,8098,8099,1,2,37,False,False,False,False,True,False,False,False
170,Genou à terre,246334,385,571,6235,6234,0,0,0,0,0,11012,8100,8101,1,2,38,False,False,False,False,True,False,False,False
171,Stupéfaction,246335,387,572,6220,0,6221,6221,6221,0,0,5023,8102,8103,1,1,0,True,True,True,False,True,False,False,False
172,Salut décontracté,246336,68558,573,6222,0,6223,6223,6223,0,0,5,8104,8105,1,1,0,True,True,True,False,True,False,False,False
173,Pas de base,246337,260,574,6258,6257,0,0,0,0,0,10101,8106,8107,1,2,39,False,False,False,False,True,False,False,False
174,Pas de côté,246338,261,575,6260,6259,0,0,0,0,0,10102,8108,8109,1,2,40,False,False,False,False,True,False,False,False
175,Ultima,246339,262,576,6251,0,0,0,0,0,0,12004,8110,8111,1,2,0,False,False,False,False,True,False,False,False
176,Danse des yols,246340,269,577,6231,6230,0,0,0,0,0,10100,8112,8113,1,2,41,False,False,False,False,True,False,False,False
177,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
178,Éclabousser,246341,270,579,6252,0,0,0,6255,0,0,5103,8114,8115,1,1,0,False,True,False,False,True,False,False,False
179,,246341,270,0,6254,0,0,0,6256,0,0,0,8114,8115,1,1,0,False,True,False,False,True,False,False,False
180,Transpirer,246342,263,581,6237,6236,0,0,0,0,0,11009,8116,8117,1,2,42,False,False,False,False,True,False,False,False
181,Grelotter,246343,264,582,6239,6238,0,0,0,0,0,11010,8118,8119,1,2,43,False,False,False,False,True,False,False,False
182,Élucider,246344,265,583,6224,0,6225,6225,6225,0,0,6007,8120,8121,1,1,0,True,True,True,False,True,False,False,False
183,Visage songeur,246129,68612,584,6261,0,6261,6261,6261,6261,0,20027,8122,8123,1,3,0,True,True,True,False,False,False,False,False
184,Clin d'œil gauche,246130,0,585,6262,0,6262,6262,6262,6262,0,20005,8124,8125,1,3,0,True,True,True,False,False,False,False,False
185,Fantaisie urbaine,246345,393,586,6294,6293,0,0,0,0,0,10103,8126,8127,1,2,44,False,False,False,False,True,False,False,False
186,Popping popoto,246346,394,587,6296,6295,0,0,0,0,0,10104,8128,8129,1,2,45,False,False,False,False,True,False,False,False
187,Fredonner,246347,68688,588,6271,6270,0,0,0,0,0,10107,8130,8131,1,2,46,False,False,False,False,True,False,False,False
188,Confirmer,246348,395,589,6273,6272,0,0,0,0,0,11013,8132,8133,1,2,47,False,False,False,False,True,False,False,False
189,Expliquer son plan,246349,396,590,6275,6274,0,0,0,0,0,11014,8134,8135,1,2,48,False,False,False,False,True,False,False,False
190,Visage crispé,246131,68684,591,6253,0,6253,6253,6253,6253,0,20028,8136,8137,1,3,0,True,True,True,False,False,False,False,False
191,Mémoquartz,246350,406,592,6302,0,6303,6303,6303,0,0,6020,8138,8139,1,1,0,True,True,True,False,True,False,False,False
192,Danse sautillante,246351,232,593,6299,6298,0,0,0,0,0,10105,8140,8141,1,2,49,False,False,False,False,True,False,False,False
193,Danse festive du goobbue,246352,233,594,6301,6300,0,0,0,0,0,10106,8142,8143,1,2,50,False,False,False,False,True,False,False,False
194,Charité chafouine,246353,68700,595,6297,0,0,0,0,0,0,3100,8144,8145,1,1,0,False,False,False,False,True,False,False,False
195,Poing en l'air,246354,234,596,6278,0,0,0,0,0,0,3101,8146,8147,1,1,0,False,False,False,False,True,False,False,False
196,Réprimander,246355,235,597,6277,6276,0,0,0,0,0,11015,8148,8149,1,2,51,False,False,False,False,True,False,False,False
197,Pas de pampa,246356,236,598,6250,0,0,0,0,0,0,3102,8150,8151,1,1,0,False,False,False,False,True,False,False,False
198,Mambo du gentilhomme,246357,68704,599,6305,6304,0,0,0,0,0,10108,8152,8153,1,2,52,False,False,False,False,True,False,False,False
199,Lali-ho,246358,69095,600,7333,0,7334,7334,7334,0,0,13,8154,8155,1,1,0,True,True,True,False,True,False,False,False
200,Simulation M,246359,75,601,6307,6306,0,0,0,0,0,12005,8156,8157,1,2,53,False,False,False,False,True,False,False,False
201,Simulation F,246360,75,602,6309,6308,0,0,0,0,0,12006,8158,8159,1,2,54,False,False,False,False,True,False,False,False
202,Trinquer,246361,76,603,6310,0,6311,6311,6311,0,0,3103,8160,8161,1,1,0,False,True,True,False,True,False,False,False
203,Posture inclinée,246363,77,604,6280,6279,0,0,0,0,0,11502,0,0,1,2,55,False,False,False,False,True,False,False,False
204,Maux de tête,246362,78,605,6312,0,6313,6313,6313,0,0,5024,8162,8163,1,1,0,True,True,True,False,True,False,False,False
205,Claquer des doigts,246364,68,606,7348,0,7349,7349,7349,0,0,3104,8164,8165,1,1,0,True,True,True,False,True,False,False,False
206,Manger du pain,246365,69,607,7355,0,7356,7356,7356,0,0,6040,8166,8167,1,1,0,True,True,True,False,True,False,False,False
207,Lire un livre,246366,70,608,7357,0,7359,7358,7359,0,0,6070,8168,8169,1,1,0,True,True,True,False,True,False,False,False
208,Insister,246368,71,609,7353,0,7354,7354,7354,0,0,6021,8170,8171,1,1,0,True,True,True,False,True,False,False,False
209,S'interroger,246367,279,610,7350,0,7352,7351,7351,0,0,6072,8172,8173,1,1,0,True,True,True,False,True,False,False,False
210,Oh hisse !,246369,271,611,7389,7388,0,0,0,0,0,10109,8174,8175,1,2,56,False,False,False,False,True,False,False,False
211,Pluie de pétales,246370,272,612,7390,0,0,0,0,0,0,3105,8176,8177,1,1,0,False,False,False,False,True,False,False,False
212,Danse des flammes,246371,273,613,7409,7408,0,0,0,0,0,10110,8178,8179,1,2,57,False,False,False,False,True,False,False,False
213,Tope là,246372,275,614,7393,0,0,0,0,0,0,6101,8180,8181,1,1,0,False,False,False,False,True,False,False,False
214,Monter la garde,246373,276,615,7401,7400,0,0,0,0,0,11503,8182,8183,1,2,58,False,False,False,False,True,False,False,False
215,Pose de l'occultiste,246374,277,616,7403,7402,0,0,0,0,0,11504,8184,8185,1,2,59,False,False,False,False,True,False,False,False
216,Danse des abeilles,246375,278,617,7392,7391,0,0,0,0,0,10111,8186,8187,1,2,60,False,False,False,False,True,False,False,False
217,Lali-hop,246376,274,618,7419,7418,0,0,0,0,0,10112,8188,8189,1,2,61,False,False,False,False,True,False,False,False
218,Changer de pose,0,0,0,7405,7404,0,0,0,0,0,0,0,0,1,4,0,False,False,False,False,False,False,False,False
219,Changer de pose,0,0,0,7407,7406,0,0,0,0,0,0,0,0,1,4,0,False,False,False,False,False,False,False,False
220,Manger un onigiri,246377,414,621,8005,0,8006,8006,8006,0,0,6041,8190,8191,1,1,0,True,True,True,False,True,False,False,False
221,Manger une pomme,246378,415,622,8007,0,8008,8008,8008,0,0,6042,8192,8193,1,1,0,True,True,True,False,True,False,False,False
222,Se frotter les mains,246379,416,623,7396,7395,0,0,0,0,0,11505,8194,8195,550,2,62,False,False,False,False,True,False,False,False
