#,Item[0],Item[1],Item[2],Item[3],Item[4]
3298,50469,0,0,0,0
3299,50470,0,0,0,0
3300,50471,0,0,0,0
3301,50472,0,0,0,0
3302,50473,0,0,0,0
3303,50474,0,0,0,0
3304,50475,0,0,0,0
3305,50476,0,0,0,0
3329,51327,0,0,0,0
3330,51328,0,0,0,0
3380,51330,0,0,0,0
3381,51331,0,0,0,0
3382,51329,0,0,0,0
3445,51332,0,0,0,0
3446,51333,0,0,0,0
3481,50659,0,0,0,0
3482,50660,0,0,0,0
3483,50661,0,0,0,0
3484,50662,0,0,0,0
3485,50663,0,0,0,0
3486,50664,0,0,0,0
3487,50665,0,0,0,0
3488,50666,0,0,0,0
3489,50667,0,0,0,0
3490,50668,0,0,0,0
3491,50669,0,0,0,0
3520,50467,0,0,0,0
3521,50468,0,0,0,0
3522,50469,0,0,0,0
3523,50470,0,0,0,0
3524,50471,0,0,0,0
3525,50472,0,0,0,0
3526,50473,0,0,0,0
3527,50474,0,0,0,0
3528,50475,0,0,0,0
3529,50476,0,0,0,0
3554,51327,0,0,0,0
3555,51328,0,0,0,0
3608,51330,0,0,0,0
3609,51331,0,0,0,0
3610,51329,0,0,0,0
3706,50659,0,0,0,0
3707,50660,0,0,0,0
3708,50661,0,0,0,0
3709,50662,0,0,0,0
3710,50663,0,0,0,0
3711,50664,0,0,0,0
3712,50665,0,0,0,0
3713,50666,0,0,0,0
3714,50667,0,0,0,0
3715,50668,0,0,0,0
3716,50669,0,0,0,0
3747,45094,0,0,0,0
3750,50467,0,0,0,0
3751,50468,0,0,0,0
3752,50469,0,0,0,0
3753,50470,0,0,0,0
3754,50471,0,0,0,0
3755,50472,0,0,0,0
3756,50473,0,0,0,0
3757,50474,0,0,0,0
3758,50475,0,0,0,0
3759,50476,0,0,0,0
3786,51327,0,0,0,0
3787,51328,0,0,0,0
3838,51330,0,0,0,0
3839,51331,0,0,0,0
3840,51329,0,0,0,0
3927,50659,0,0,0,0
3928,50660,0,0,0,0
3929,50661,0,0,0,0
3930,50662,0,0,0,0
3931,50663,0,0,0,0
3932,50664,0,0,0,0
3933,50665,0,0,0,0
3934,50666,0,0,0,0
3935,50667,0,0,0,0
3936,50668,0,0,0,0
3937,50669,0,0,0,0
6041,50486,0,0,0,0
6042,50486,0,0,0,0
6043,50486,0,0,0,0
6044,50486,0,0,0,0
6045,50487,0,0,0,0
6046,50487,0,0,0,0
6047,50487,0,0,0,0
6048,50487,0,0,0,0
6049,50520,0,0,0,0
6050,50520,0,0,0,0
6051,50520,0,0,0,0
6052,50520,0,0,0,0
6053,50520,0,0,0,0
6054,50521,0,0,0,0
6055,50521,0,0,0,0
6056,50521,0,0,0,0
6057,50521,0,0,0,0
6058,50521,0,0,0,0
6059,50522,0,0,0,0
6060,50522,0,0,0,0
6061,50522,0,0,0,0
6062,50522,0,0,0,0
6063,50522,0,0,0,0
6064,50523,0,0,0,0
6065,50523,0,0,0,0
6066,50523,0,0,0,0
6067,50523,0,0,0,0
6068,50523,0,0,0,0
6069,50524,0,0,0,0
6070,50524,0,0,0,0
6071,50524,0,0,0,0
6072,50524,0,0,0,0
6073,50524,0,0,0,0
6074,50525,0,0,0,0
6075,50525,0,0,0,0
6076,50525,0,0,0,0
6077,50525,0,0,0,0
6078,50525,0,0,0,0
6079,50526,0,0,0,0
6080,50526,0,0,0,0
6081,50526,0,0,0,0
6082,50526,0,0,0,0
6083,50526,0,0,0,0
6084,50527,0,0,0,0
6085,50527,0,0,0,0
6086,50527,0,0,0,0
6087,50527,0,0,0,0
6088,50527,0,0,0,0
6089,50528,0,0,0,0
6090,50528,0,0,0,0
6091,50528,0,0,0,0
6092,50528,0,0,0,0
6093,50528,0,0,0,0
6094,45113,0,0,0,0
6095,45113,0,0,0,0
6096,45114,0,0,0,0
6097,45114,0,0,0,0
6098,45115,0,0,0,0
6099,45115,0,0,0,0
6100,45116,0,0,0,0
6101,45116,0,0,0,0
6102,45117,0,0,0,0
6103,45117,0,0,0,0
6104,45118,0,0,0,0
6105,45118,0,0,0,0
6223,45119,0,0,0,0
6224,45119,0,0,0,0
6968,45120,0,0,0,0
6969,45120,0,0,0,0
6970,45120,0,0,0,0
6971,45121,45122,0,0,0
6972,45121,0,0,0,0
6973,45122,0,0,0,0
6974,45121,45122,0,0,0
6975,45121,0,0,0,0
6976,45122,0,0,0,0
6977,45121,45122,0,0,0
6978,45123,0,0,0,0
6979,45123,0,0,0,0
6980,45123,0,0,0,0
6981,45123,0,0,0,0
6982,45124,0,0,0,0
6983,45124,0,0,0,0
7360,50633,0,0,0,0
7361,50633,0,0,0,0
7362,50633,0,0,0,0
7363,50633,0,0,0,0
7364,50633,0,0,0,0
7366,50634,0,0,0,0
7367,50634,0,0,0,0
7368,50634,0,0,0,0
7369,50634,0,0,0,0
7370,50634,0,0,0,0
7372,50635,0,0,0,0
7373,50635,0,0,0,0
7374,50635,0,0,0,0
7375,50635,0,0,0,0
7376,50635,0,0,0,0
7378,50636,0,0,0,0
7379,50636,0,0,0,0
7380,50636,0,0,0,0
7381,50636,0,0,0,0
7382,50636,0,0,0,0
7384,50637,0,0,0,0
7385,50637,0,0,0,0
7386,50637,0,0,0,0
7387,50637,0,0,0,0
7388,50637,0,0,0,0
7390,50638,0,0,0,0
7391,50638,0,0,0,0
7392,50638,0,0,0,0
7393,50638,0,0,0,0
7394,50638,0,0,0,0
7396,50639,0,0,0,0
7397,50639,0,0,0,0
7398,50639,0,0,0,0
7399,50639,0,0,0,0
7400,50639,0,0,0,0
7402,50640,0,0,0,0
7403,50640,0,0,0,0
7404,50640,0,0,0,0
7405,50640,0,0,0,0
7406,50640,0,0,0,0
7408,50641,0,0,0,0
7409,50641,0,0,0,0
7410,50641,0,0,0,0
7411,50641,0,0,0,0
7412,50641,0,0,0,0
7535,45125,0,0,0,0
7537,45125,0,0,0,0
7538,45125,0,0,0,0
7539,45126,0,0,0,0
7540,45126,0,0,0,0
7541,45126,0,0,0,0
7542,45126,0,0,0,0
7546,45127,0,0,0,0
7547,45127,0,0,0,0
7548,45128,0,0,0,0
7549,45128,0,0,0,0
7953,50529,0,0,0,0
7954,50529,0,0,0,0
7955,50529,0,0,0,0
7956,50529,0,0,0,0
7957,50529,0,0,0,0
8111,45129,0,0,0,0
8116,45129,0,0,0,0
8119,45129,0,0,0,0
8391,50510,0,0,0,0
8392,50510,0,0,0,0
8393,50510,0,0,0,0
8394,50510,0,0,0,0
8395,50510,0,0,0,0
8396,50511,0,0,0,0
8397,50511,0,0,0,0
8398,50511,0,0,0,0
8399,50511,0,0,0,0
8400,50511,0,0,0,0
8401,50512,0,0,0,0
8402,50512,0,0,0,0
8403,50512,0,0,0,0
8404,50512,0,0,0,0
8405,50512,0,0,0,0
8406,50513,0,0,0,0
8407,50513,0,0,0,0
8408,50513,0,0,0,0
8409,50513,0,0,0,0
8410,50513,0,0,0,0
8411,50514,0,0,0,0
8412,50514,0,0,0,0
8413,50514,0,0,0,0
8414,50514,0,0,0,0
8415,50514,0,0,0,0
8416,50515,0,0,0,0
8417,50515,0,0,0,0
8418,50515,0,0,0,0
8419,50515,0,0,0,0
8420,50515,0,0,0,0
8421,50516,0,0,0,0
8422,50516,0,0,0,0
8423,50516,0,0,0,0
8424,50516,0,0,0,0
8425,50516,0,0,0,0
8426,50517,0,0,0,0
8427,50517,0,0,0,0
8428,50517,0,0,0,0
8429,50517,0,0,0,0
8430,50517,0,0,0,0
8431,50518,0,0,0,0
8432,50518,0,0,0,0
8433,50518,0,0,0,0
8434,50518,0,0,0,0
8435,50518,0,0,0,0
8542,45130,0,0,0,0
8543,45130,0,0,0,0
8544,45131,0,0,0,0
8545,45131,0,0,0,0
8546,45132,45590,0,0,0
8547,45132,0,0,0,0
8548,45590,0,0,0,0
8549,45133,0,0,0,0
8550,45133,0,0,0,0
8551,45134,0,0,0,0
8552,45134,0,0,0,0
8553,45135,45136,0,0,0
8554,45135,0,0,0,0
8555,45136,0,0,0,0
8557,45137,0,0,0,0
8558,45138,0,0,0,0
8559,45137,45138,0,0,0
8560,45137,45138,0,0,0
8561,45137,45138,0,0,0
8669,45139,0,0,0,0
8670,45140,0,0,0,0
8671,45141,0,0,0,0
8672,45139,0,0,0,0
8673,45140,0,0,0,0
8674,45141,0,0,0,0
8675,45139,0,0,0,0
8676,45140,0,0,0,0
8677,45141,0,0,0,0
8678,45139,0,0,0,0
8679,45140,0,0,0,0
8680,45141,0,0,0,0
8681,45142,0,0,0,0
8682,45143,0,0,0,0
8683,45144,0,0,0,0
8684,45142,0,0,0,0
8685,45143,0,0,0,0
8686,45144,0,0,0,0
8687,45142,0,0,0,0
8688,45143,0,0,0,0
8689,45144,0,0,0,0
8690,45142,0,0,0,0
8691,45143,0,0,0,0
8692,45144,0,0,0,0
8706,45145,0,0,0,0
8707,45145,0,0,0,0
8708,45145,0,0,0,0
8709,45145,0,0,0,0
8710,45145,0,0,0,0
8711,45146,0,0,0,0
8712,45146,0,0,0,0
8713,45146,0,0,0,0
8714,45146,0,0,0,0
9093,50646,0,0,0,0
9094,50646,0,0,0,0
9095,50646,0,0,0,0
9096,50646,0,0,0,0
9097,50646,0,0,0,0
9099,50647,0,0,0,0
9100,50647,0,0,0,0
9101,50647,0,0,0,0
9102,50647,0,0,0,0
9103,50647,0,0,0,0
9105,50648,0,0,0,0
9106,50648,0,0,0,0
9107,50648,0,0,0,0
9108,50648,0,0,0,0
9109,50648,0,0,0,0
9111,50649,0,0,0,0
9112,50649,0,0,0,0
9113,50649,0,0,0,0
9114,50649,0,0,0,0
9115,50649,0,0,0,0
9117,50650,0,0,0,0
9118,50650,0,0,0,0
9119,50650,0,0,0,0
9120,50650,0,0,0,0
9121,50650,0,0,0,0
9123,50651,0,0,0,0
9124,50651,0,0,0,0
9125,50651,0,0,0,0
9126,50651,0,0,0,0
9127,50651,0,0,0,0
9129,50652,0,0,0,0
9130,50652,0,0,0,0
9131,50652,0,0,0,0
9132,50652,0,0,0,0
9133,50652,0,0,0,0
9135,50653,0,0,0,0
9136,50653,0,0,0,0
9137,50653,0,0,0,0
9138,50653,0,0,0,0
9139,50653,0,0,0,0
9141,50654,0,0,0,0
9142,50654,0,0,0,0
9143,50654,0,0,0,0
9144,50654,0,0,0,0
9145,50654,0,0,0,0
9147,50655,0,0,0,0
9148,50655,0,0,0,0
9149,50655,0,0,0,0
9150,50655,0,0,0,0
9151,50655,0,0,0,0
9257,50519,0,0,0,0
9258,50519,0,0,0,0
9259,50519,0,0,0,0
9260,50519,0,0,0,0
9261,50519,0,0,0,0
9262,50642,0,0,0,0
9263,50642,0,0,0,0
9264,50642,0,0,0,0
9265,50642,0,0,0,0
9266,50642,0,0,0,0
9272,45147,0,0,0,0
9273,45147,0,0,0,0
9274,45147,0,0,0,0
9275,45147,0,0,0,0
9283,45148,0,0,0,0
9284,45148,0,0,0,0
9285,45148,0,0,0,0
9286,45149,0,0,0,0
9287,45149,0,0,0,0
9288,45149,0,0,0,0
9292,45156,0,0,0,0
9293,45156,0,0,0,0
9294,45156,0,0,0,0
9295,45156,0,0,0,0
9645,50477,0,0,0,0
9646,50477,0,0,0,0
9647,50477,0,0,0,0
9648,50477,0,0,0,0
9649,50478,0,0,0,0
9650,50478,0,0,0,0
9651,50478,0,0,0,0
9652,50478,0,0,0,0
10005,45150,0,0,0,0
10006,45150,0,0,0,0
10007,45150,0,0,0,0
10008,45150,0,0,0,0
10009,45151,0,0,0,0
10010,45151,0,0,0,0
10011,45151,0,0,0,0
10012,45151,0,0,0,0
10013,45151,0,0,0,0
10014,45152,0,0,0,0
10015,45152,0,0,0,0
10017,45153,0,0,0,0
10018,45153,0,0,0,0
10019,45154,0,0,0,0
10020,45154,0,0,0,0
10021,45155,0,0,0,0
10022,45155,0,0,0,0
10023,45155,0,0,0,0
10032,45156,0,0,0,0
10033,45156,0,0,0,0
10034,45156,0,0,0,0
10035,45156,0,0,0,0
10036,45156,0,0,0,0
10042,45157,0,0,0,0
10043,45157,0,0,0,0
10044,45157,0,0,0,0
10045,45157,0,0,0,0
10143,45158,0,0,0,0
10144,45158,0,0,0,0
10316,45159,0,0,0,0
10317,45160,0,0,0,0
10318,45159,45161,0,0,0
10319,45160,45162,0,0,0
10320,45161,0,0,0,0
10321,45162,0,0,0,0
10387,45163,0,0,0,0
10388,45163,0,0,0,0
10389,45163,0,0,0,0
10390,45163,0,0,0,0
10391,45163,0,0,0,0
10392,45164,0,0,0,0
10393,45164,0,0,0,0
10394,45164,0,0,0,0
10395,45164,0,0,0,0
10396,45164,0,0,0,0
10397,45165,0,0,0,0
10398,45165,0,0,0,0
11098,51334,0,0,0,0
11099,51335,0,0,0,0
11100,51336,0,0,0,0
11101,51337,0,0,0,0
11102,51338,0,0,0,0
11103,51339,0,0,0,0
11104,51340,0,0,0,0
11105,51334,0,0,0,0
11106,51335,0,0,0,0
11107,51336,0,0,0,0
11108,51337,0,0,0,0
11109,51338,0,0,0,0
11110,51339,0,0,0,0
11111,51340,0,0,0,0
11112,51334,0,0,0,0
11113,51335,0,0,0,0
11114,51336,0,0,0,0
11115,51337,0,0,0,0
11116,51338,0,0,0,0
11117,51339,0,0,0,0
11118,51340,0,0,0,0
11126,51334,0,0,0,0
11127,51335,0,0,0,0
11128,51336,0,0,0,0
11129,51337,0,0,0,0
11130,51338,0,0,0,0
11131,51339,0,0,0,0
11132,51340,0,0,0,0
11133,51334,0,0,0,0
11134,51335,0,0,0,0
11135,51336,0,0,0,0
11136,51337,0,0,0,0
11137,51338,0,0,0,0
11138,51339,0,0,0,0
11139,51340,0,0,0,0
11154,51341,0,0,0,0
11155,51342,0,0,0,0
11156,51343,0,0,0,0
11157,51344,0,0,0,0
11158,51345,0,0,0,0
11159,51346,0,0,0,0
11160,51347,0,0,0,0
11161,51341,0,0,0,0
11162,51342,0,0,0,0
11163,51343,0,0,0,0
11164,51344,0,0,0,0
11165,51345,0,0,0,0
11166,51346,0,0,0,0
11167,51347,0,0,0,0
11168,51341,0,0,0,0
11169,51342,0,0,0,0
11170,51343,0,0,0,0
11171,51344,0,0,0,0
11172,51345,0,0,0,0
11173,51346,0,0,0,0
11174,51347,0,0,0,0
11182,51341,0,0,0,0
11183,51342,0,0,0,0
11184,51343,0,0,0,0
11185,51344,0,0,0,0
11186,51345,0,0,0,0
11187,51346,0,0,0,0
11188,51347,0,0,0,0
11189,51341,0,0,0,0
11190,51342,0,0,0,0
11191,51343,0,0,0,0
11192,51344,0,0,0,0
11193,51345,0,0,0,0
11194,51346,0,0,0,0
11195,51347,0,0,0,0
11210,51348,0,0,0,0
11211,51349,0,0,0,0
11212,51350,0,0,0,0
11213,51351,0,0,0,0
11214,51352,0,0,0,0
11215,51353,0,0,0,0
11216,51354,0,0,0,0
11217,51348,0,0,0,0
11218,51349,0,0,0,0
11219,51350,0,0,0,0
11220,51351,0,0,0,0
11221,51352,0,0,0,0
11222,51353,0,0,0,0
11223,51354,0,0,0,0
11224,51348,0,0,0,0
11225,51349,0,0,0,0
11226,51350,0,0,0,0
11227,51351,0,0,0,0
11228,51352,0,0,0,0
11229,51353,0,0,0,0
11230,51354,0,0,0,0
11238,51348,0,0,0,0
11239,51349,0,0,0,0
11240,51350,0,0,0,0
11241,51351,0,0,0,0
11242,51352,0,0,0,0
11243,51353,0,0,0,0
11244,51354,0,0,0,0
11245,51348,0,0,0,0
11246,51349,0,0,0,0
11247,51350,0,0,0,0
11248,51351,0,0,0,0
11249,51352,0,0,0,0
11250,51353,0,0,0,0
11251,51354,0,0,0,0
11266,51355,0,0,0,0
11267,51356,0,0,0,0
11268,51357,0,0,0,0
11269,51358,0,0,0,0
11270,51359,0,0,0,0
11271,51360,0,0,0,0
11272,51361,0,0,0,0
11273,51355,0,0,0,0
11274,51356,0,0,0,0
11275,51357,0,0,0,0
11276,51358,0,0,0,0
11277,51359,0,0,0,0
11278,51360,0,0,0,0
11279,51361,0,0,0,0
11280,51355,0,0,0,0
11281,51356,0,0,0,0
11282,51357,0,0,0,0
11283,51358,0,0,0,0
11284,51359,0,0,0,0
11285,51360,0,0,0,0
11286,51361,0,0,0,0
11294,51355,0,0,0,0
11295,51356,0,0,0,0
11296,51357,0,0,0,0
11297,51358,0,0,0,0
11298,51359,0,0,0,0
11299,51360,0,0,0,0
11300,51361,0,0,0,0
11301,51355,0,0,0,0
11302,51356,0,0,0,0
11303,51357,0,0,0,0
11304,51358,0,0,0,0
11305,51359,0,0,0,0
11306,51360,0,0,0,0
11307,51361,0,0,0,0
11322,51362,0,0,0,0
11323,51363,0,0,0,0
11324,51364,0,0,0,0
11325,51365,0,0,0,0
11326,51366,0,0,0,0
11327,51367,0,0,0,0
11328,51368,0,0,0,0
11329,51362,0,0,0,0
11330,51363,0,0,0,0
11331,51364,0,0,0,0
11332,51365,0,0,0,0
11333,51366,0,0,0,0
11334,51367,0,0,0,0
11335,51368,0,0,0,0
11336,51362,0,0,0,0
11337,51363,0,0,0,0
11338,51364,0,0,0,0
11339,51365,0,0,0,0
11340,51366,0,0,0,0
11341,51367,0,0,0,0
11342,51368,0,0,0,0
11350,51362,0,0,0,0
11351,51363,0,0,0,0
11352,51364,0,0,0,0
11353,51365,0,0,0,0
11354,51366,0,0,0,0
11355,51367,0,0,0,0
11356,51368,0,0,0,0
11357,51362,0,0,0,0
11358,51363,0,0,0,0
11359,51364,0,0,0,0
11360,51365,0,0,0,0
11361,51366,0,0,0,0
11362,51367,0,0,0,0
11363,51368,0,0,0,0
11378,51369,0,0,0,0
11379,51370,0,0,0,0
11380,51371,0,0,0,0
11381,51372,0,0,0,0
11382,51373,0,0,0,0
11383,51374,0,0,0,0
11384,51375,0,0,0,0
11385,51369,0,0,0,0
11386,51370,0,0,0,0
11387,51371,0,0,0,0
11388,51372,0,0,0,0
11389,51373,0,0,0,0
11390,51374,0,0,0,0
11391,51375,0,0,0,0
11392,51369,0,0,0,0
11393,51370,0,0,0,0
11394,51371,0,0,0,0
11395,51372,0,0,0,0
11396,51373,0,0,0,0
11397,51374,0,0,0,0
11398,51375,0,0,0,0
11406,51369,0,0,0,0
11407,51370,0,0,0,0
11408,51371,0,0,0,0
11409,51372,0,0,0,0
11410,51373,0,0,0,0
11411,51374,0,0,0,0
11412,51375,0,0,0,0
11413,51369,0,0,0,0
11414,51370,0,0,0,0
11415,51371,0,0,0,0
11416,51372,0,0,0,0
11417,51373,0,0,0,0
11418,51374,0,0,0,0
11419,51375,0,0,0,0
11779,50530,0,0,0,0
11780,50530,0,0,0,0
11781,50530,0,0,0,0
11782,50530,0,0,0,0
11783,50530,0,0,0,0
11784,50531,0,0,0,0
11785,50531,0,0,0,0
11786,50531,0,0,0,0
11787,50531,0,0,0,0
11788,50531,0,0,0,0
11789,50532,0,0,0,0
11790,50532,0,0,0,0
11791,50532,0,0,0,0
11792,50532,0,0,0,0
11793,50532,0,0,0,0
11794,50533,0,0,0,0
11795,50533,0,0,0,0
11796,50533,0,0,0,0
11797,50533,0,0,0,0
11798,50533,0,0,0,0
11799,50534,0,0,0,0
11800,50534,0,0,0,0
11801,50534,0,0,0,0
11802,50534,0,0,0,0
11803,50534,0,0,0,0
11804,50539,0,0,0,0
11805,50539,0,0,0,0
11806,50539,0,0,0,0
11807,50539,0,0,0,0
11808,50539,0,0,0,0
11809,50540,0,0,0,0
11810,50540,0,0,0,0
11811,50540,0,0,0,0
11812,50540,0,0,0,0
11813,50540,0,0,0,0
11814,50541,0,0,0,0
11815,50541,0,0,0,0
11816,50541,0,0,0,0
11817,50541,0,0,0,0
11818,50541,0,0,0,0
11819,50535,0,0,0,0
11820,50535,0,0,0,0
11821,50535,0,0,0,0
11822,50535,0,0,0,0
11823,50535,0,0,0,0
11824,50536,0,0,0,0
11825,50536,0,0,0,0
11826,50536,0,0,0,0
11827,50536,0,0,0,0
11828,50536,0,0,0,0
11829,50537,0,0,0,0
11830,50537,0,0,0,0
11831,50537,0,0,0,0
11832,50537,0,0,0,0
11833,50537,0,0,0,0
11834,50538,0,0,0,0
11835,50538,0,0,0,0
11836,50538,0,0,0,0
11837,50538,0,0,0,0
11838,50538,0,0,0,0
11839,50542,0,0,0,0
11840,50542,0,0,0,0
11841,50542,0,0,0,0
11842,50542,0,0,0,0
11843,50542,0,0,0,0
12035,45166,0,0,0,0
12036,45166,0,0,0,0
12037,45166,0,0,0,0
12038,45166,0,0,0,0
12039,45166,0,0,0,0
12356,51334,0,0,0,0
12357,51334,0,0,0,0
12358,51334,0,0,0,0
12359,51334,0,0,0,0
12360,51335,51336,0,0,0
12361,51335,51336,0,0,0
12362,51335,51336,0,0,0
12363,51335,51336,0,0,0
12364,51337,51338,0,0,0
12365,51337,51338,0,0,0
12366,51337,51338,0,0,0
12367,51337,51338,0,0,0
12368,51339,0,0,0,0
12369,51339,0,0,0,0
12370,51339,0,0,0,0
12371,51339,0,0,0,0
12372,51340,0,0,0,0
12373,51340,0,0,0,0
12374,51340,0,0,0,0
12375,51340,0,0,0,0
12376,51341,0,0,0,0
12377,51341,0,0,0,0
12378,51341,0,0,0,0
12379,51341,0,0,0,0
12380,51342,51343,0,0,0
12381,51342,51343,0,0,0
12382,51342,51343,0,0,0
12383,51342,51343,0,0,0
12384,51344,51345,0,0,0
12385,51344,51345,0,0,0
12386,51344,51345,0,0,0
12387,51344,51345,0,0,0
12388,51346,0,0,0,0
12389,51346,0,0,0,0
12390,51346,0,0,0,0
12391,51346,0,0,0,0
12392,51347,0,0,0,0
12393,51347,0,0,0,0
12394,51347,0,0,0,0
12395,51347,0,0,0,0
12396,51348,0,0,0,0
12397,51348,0,0,0,0
12398,51348,0,0,0,0
12399,51348,0,0,0,0
12400,51349,51350,0,0,0
12401,51349,51350,0,0,0
12402,51349,51350,0,0,0
12403,51349,51350,0,0,0
12404,51351,51352,0,0,0
12405,51351,51352,0,0,0
12406,51351,51352,0,0,0
12407,51351,51352,0,0,0
12408,51353,0,0,0,0
12409,51353,0,0,0,0
12410,51353,0,0,0,0
12411,51353,0,0,0,0
12412,51354,0,0,0,0
12413,51354,0,0,0,0
12414,51354,0,0,0,0
12415,51354,0,0,0,0
12416,51355,0,0,0,0
12417,51355,0,0,0,0
12418,51355,0,0,0,0
12419,51355,0,0,0,0
12420,51356,51357,0,0,0
12421,51356,51357,0,0,0
12422,51356,51357,0,0,0
12423,51356,51357,0,0,0
12424,51358,51359,0,0,0
12425,51358,51359,0,0,0
12426,51358,51359,0,0,0
12427,51358,51359,0,0,0
12428,51360,0,0,0,0
12429,51360,0,0,0,0
12430,51360,0,0,0,0
12431,51360,0,0,0,0
12432,51361,0,0,0,0
12433,51361,0,0,0,0
12434,51361,0,0,0,0
12435,51361,0,0,0,0
12436,51362,0,0,0,0
12437,51362,0,0,0,0
12438,51362,0,0,0,0
12439,51362,0,0,0,0
12440,51363,51364,0,0,0
12441,51363,51364,0,0,0
12442,51363,51364,0,0,0
12443,51363,51364,0,0,0
12444,51365,51366,0,0,0
12445,51365,51366,0,0,0
12446,51365,51366,0,0,0
12447,51365,51366,0,0,0
12448,51367,0,0,0,0
12449,51367,0,0,0,0
12450,51367,0,0,0,0
12451,51367,0,0,0,0
12452,51368,0,0,0,0
12453,51368,0,0,0,0
12454,51368,0,0,0,0
12455,51368,0,0,0,0
12456,51369,0,0,0,0
12457,51369,0,0,0,0
12458,51369,0,0,0,0
12459,51369,0,0,0,0
12460,51370,51371,0,0,0
12461,51370,51371,0,0,0
12462,51370,51371,0,0,0
12463,51370,51371,0,0,0
12464,51372,51373,0,0,0
12465,51372,51373,0,0,0
12466,51372,51373,0,0,0
12467,51372,51373,0,0,0
12468,51374,0,0,0,0
12469,51374,0,0,0,0
12470,51374,0,0,0,0
12471,51374,0,0,0,0
12472,51375,0,0,0,0
12473,51375,0,0,0,0
12474,51375,0,0,0,0
12475,51375,0,0,0,0
12476,50643,0,0,0,0
12477,50643,0,0,0,0
12478,50643,0,0,0,0
12479,50643,0,0,0,0
12480,50643,0,0,0,0
12482,50656,0,0,0,0
12483,50656,0,0,0,0
12484,50656,0,0,0,0
12485,50656,0,0,0,0
12486,50656,0,0,0,0
12488,50644,0,0,0,0
12489,50644,0,0,0,0
12490,50644,0,0,0,0
12491,50644,0,0,0,0
12492,50644,0,0,0,0
12494,50657,0,0,0,0
12495,50657,0,0,0,0
12496,50657,0,0,0,0
12497,50657,0,0,0,0
12498,50657,0,0,0,0
12500,50645,0,0,0,0
12501,50645,0,0,0,0
12502,50645,0,0,0,0
12503,50645,0,0,0,0
12504,50645,0,0,0,0
12506,50658,0,0,0,0
12507,50658,0,0,0,0
12508,50658,0,0,0,0
12509,50658,0,0,0,0
12510,50658,0,0,0,0
12513,50488,0,0,0,0
12514,50488,0,0,0,0
12515,50488,0,0,0,0
12516,50488,0,0,0,0
12517,50488,0,0,0,0
13099,45167,0,0,0,0
13100,45167,0,0,0,0
13101,45167,0,0,0,0
13102,45167,0,0,0,0
13161,51376,0,0,0,0
13162,51376,0,0,0,0
13163,51376,0,0,0,0
13164,51376,0,0,0,0
13165,51376,0,0,0,0
13167,51377,0,0,0,0
13168,51377,0,0,0,0
13169,51377,0,0,0,0
13170,51377,0,0,0,0
13171,51377,0,0,0,0
13173,51378,0,0,0,0
13174,51378,0,0,0,0
13175,51378,0,0,0,0
13176,51378,0,0,0,0
13177,51378,0,0,0,0
13179,51379,0,0,0,0
13180,51379,0,0,0,0
13181,51379,0,0,0,0
13182,51379,0,0,0,0
13183,51379,0,0,0,0
13185,51380,0,0,0,0
13186,51380,0,0,0,0
13187,51380,0,0,0,0
13188,51380,0,0,0,0
13189,51380,0,0,0,0
13191,51381,0,0,0,0
13192,51381,0,0,0,0
13193,51381,0,0,0,0
13194,51381,0,0,0,0
13195,51381,0,0,0,0
