#,Text[0],Text[1],Text[2],Image,Type,IconType,TextType
37,"Pour gérer l'équipement de votre personnage, ouvrez la **fenêtre de personnage** à partir du menu principal.",,,150181,1,0,0
38,,,,0,0,0,0
39,,,,0,0,0,0
40,"Le service de **courrier mog** vous permet d'échanger des lettres, des objets, ou encore des gils avec les personnes enregistrées dans votre liste d'amis. Pour en profiter, il suffit de vous adresser aux **Mogs postiers** ou d'utiliser les **boîtes à lettres mog** que vous trouvez sur votre route.",,,150221,1,0,0
41,"Pour envoyer une lettre, parlez à un Mog postier et cliquez sur le bouton **Nouvelle** à partir de la fenêtre **Courrier mog**.
Choisissez un des­ti­na­tai­re, saisissez un message, puis cliquez sur **Envoyer**. Vous pouvez également joindre des gils ou des objets à votre courrier.",,,150222,1,0,0
42,"Pour envoyer une lettre, parlez à un Mog postier et sélectionnez **Nouvelle** à partir de la fenêtre **Courrier mog**.
Choisissez un des­ti­na­tai­re, saisissez un message, puis confirmez via l'icone **Envoyer**. Vous pouvez également joindre des gils ou des objets à votre courrier.",,,150222,1,0,0
43,,,,0,0,0,0
44,,,,0,0,0,0
45,Vous venez de vous harmoniser avec une **éthérite urbaine**. Vous pouvez désormais utiliser le **réseau de transport urbain éthéré** pour vous déplacer rapidement à travers la Cité.,,,150191,1,0,0
46,,,,0,0,0,0
47,,,,0,0,0,0
48,,,,0,0,0,0
49,,,,0,0,0,0
50,Vous avez appris le sort **Téléportation**. Vous pouvez désormais vous déplacer instantanément vers les éthérites avec lesquelles vous vous êtes harmonisé(e) en utilisant l'option “Téléportation” disponible à partir de la rubrique **Déplacements** du menu principal.,,,150151,1,0,0
51,"Con­trai­re­ment aux autres sorts, la téléportation ne consomme pas de PM. Il faut néanmoins s'acquitter d'une **somme modique en gils** auprès des gardiens de l'éthérite pour le maintien et la protection des cristaux. Cette somme varie en fonction de la distance à parcourir et de l'éloignement de l'éthérite.",,,150152,1,0,0
52,"Enregistrer une éthérite comme **endroit favori** permet de réduire le nombre de gils nécessaires pour se téléporter jusqu'à elle.

Il est possible d'enregistrer **jusqu'à trois éthérites** à la fois.",,,150153,1,0,0
53,,,,0,0,0,0
54,,,,0,0,0,0
55,,,,0,0,0,0
56,,,,0,0,0,0
57,,,,0,0,0,0
58,,,,0,0,0,0
59,,,,0,0,0,0
60,"Lorsque vous acceptez une quête, la **liste des objectifs** apparaît à droite de l'écran. Celle-ci vous permet de voir les titres des quêtes (jusqu'à 5) ainsi que les objectifs en cours pour chacune d'entre elles.",,,150031,1,1,0
61,"En cliquant sur le titre d'une quête, vous pouvez afficher le **journal**. Ce dernier vous permet de vous remémorer les grandes lignes de l'histoire, de vérifier les objectifs en cours ainsi que les récompenses.",,,150032,1,1,0
62,"En pressant la touche **Confirmer** après avoir sélectionné le titre d'une quête, vous pouvez afficher le **journal**. Ce dernier vous permet de vous remémorer les grandes lignes de l'histoire, de vérifier les objectifs en cours ainsi que les récompenses.",,,150032,1,1,0
63,,,,0,0,0,0
64,,,,0,0,0,0
65,"Pour progresser dans cette quête, vous devez utiliser un **objet-clef**.
Pour cela, commencez par faire apparaître la fenêtre d'objets-clefs en faisant un clic droit sur la cible de votre choix. Sélectionnez l'objet désiré à l'aide d'un clic droit et validez l'option **Utiliser** du sous-menu.",,,150051,1,1,0
66,"Pour progresser dans cette quête, vous devez utiliser un **objet-clef**.
Pour ce faire, sélectionnez la cible de votre choix, puis pressez la touche **Confirmer** pour faire apparaître la fenêtre d'objets-clefs. Choisissez ensuite l'objet désiré, puis validez l'option **Utiliser** du sous-menu.",,,150051,1,1,0
67,,,,0,0,0,0
68,,,,0,0,0,0
69,,,,0,0,0,0
70,"Certaines quêtes demandent à ce que vous interagissiez avec un ou plusieurs objets afin de progresser. Pour ce faire, effectuez simplement un **clic droit** dessus.",,,150061,1,1,0
71,"Certaines quêtes demandent à ce que vous interagissiez avec un ou plusieurs objets afin de progresser. Pour ce faire, ciblez simplement l'objet en question et pressez la touche **Confirmer**.",,,150061,1,1,0
72,,,,0,0,0,0
73,,,,0,0,0,0
74,,,,0,0,0,0
75,,,,0,0,0,0
76,,,,0,0,0,0
77,,,,0,0,0,0
78,,,,0,0,0,0
79,,,,0,0,0,0
80,"Les **emotes** vous permettent d'exprimer des émotions à l'égard d'une personne ou d'une situation.

Pour utiliser cette fonctionnalité, ciblez un joueur (si nécessaire) et sélectionnez l'option “Emotes” disponible à partir de la rubrique **Communication** du menu principal.",,,150381,1,1,0
81,"Ici, vous devez choisir la commande **S'agenouiller** après avoir ciblé **Rhoswen** pour accomplir l'objectif de quête.","Ici, vous devez choisir la commande **S'incliner** après avoir ciblé **Aunillie** pour accomplir l'objectif de quête.","Ici, vous devez choisir la commande **Accueillir** après avoir ciblé **Juliana** pour accomplir l'objectif de quête.",150382,1,1,1
82,"Si vous le désirez, vous pouvez également ajouter des emotes dans la barre de raccourcis. Pour ce faire, effectuez simplement un **glisser-déposer** de l'emote désirée à partir de la fenêtre d'emotes vers la barre de raccourcis. Notez qu'il est également possible d'ajouter des objets ou des macros.",,,150383,1,1,0
83,"Ici, vous devez choisir la commande **S'agenouiller** après avoir ciblé **Rhoswen** pour accomplir l'objectif de quête.","Ici, vous devez choisir la commande **S'incliner** après avoir ciblé **Aunillie** pour accomplir l'objectif de quête.","Ici, vous devez choisir la commande **Accueillir** après avoir ciblé **Juliana** pour accomplir l'objectif de quête.",150382,1,1,1
84,,,,0,0,0,0
85,,,,0,0,0,0
86,,,,0,0,0,0
87,,,,0,0,0,0
88,,,,0,0,0,0
89,,,,0,0,0,0
90,"Lorsque votre barre de **points de vie** (PV) arrive à zéro, votre personnage tombe **inconscient**. Dès lors, deux choix s'offrent à vous : soit vous choisissez de retourner à l'éthérite que vous avez enregistrée comme **point de retour** (ou **point de départ** dans les instances), soit vous attendez qu'un joueur vous ranime à l'aide du sort **Vie**, par exemple.",,,150161,1,0,0
91,"En plus de vous affaiblir momentanément, tomber inconscient **affecte la condition** de vos équipements. Lorsqu'une pièce d'équipement atteint 0 %, elle perd ses capacités.

N.B. : l'usure des équipements suite à un K.O. ne survient pas jusqu'au niveau 9 ou dans certaines instances.",,,150162,1,0,0
92,,,,0,0,0,0
93,,,,0,0,0,0
94,,,,0,0,0,0
95,,,,0,0,0,0
96,,,,0,0,0,0
97,,,,0,0,0,0
98,,,,0,0,0,0
99,,,,0,0,0,0
100,,,,0,0,0,0
101,,,,0,0,0,0
102,,,,0,0,0,0
103,,,,0,0,0,0
104,,,,0,0,0,0
105,"Vous pouvez sortir d'un donjon à tout moment en sélectionnant l'option **Quitter** de l'outil de mission ou en utilisant le **portail d'éthérite** à l'entrée. Il est à noter toutefois que vos équipiers seront contraints de continuer sans vous.

Pensez à les prévenir avant de partir.",,,150572,1,0,0
106,"Lorsque vous rencontrez un boss et commencez à l'attaquer, un message vous indiquant le temps restant avant la fermeture de la zone de combat s'affiche à l'écran.
Passé ce délai, **plus personne ne peut rejoindre ou quitter cette zone**.
Assurez-vous que tous les équipiers sont là avant d'engager la lutte.",,,150573,1,0,0
107,"Si vous tombez inconscient(e) en cours de route, vous pouvez soit choisir de retourner à l'entrée du donjon, soit attendre qu'un équipier vous ressuscite.",,,150574,1,0,0
108,,,,0,0,0,0
109,,,,0,0,0,0
110,Le changement de classe s'effectue simplement en remplaçant l'équipement (arme ou outil) tenu dans la **main directrice** de votre personnage.,,,150111,1,0,0
111,"Après avoir changé de classe, pensez à **enregistrer votre tenue** !

Changer de tenue vous permettra de changer de classe sans avoir à reconfigurer chacune des cases d'équipement.",,,150112,1,0,0
112,,,,0,0,0,0
113,,,,0,0,0,0
114,,,,0,0,0,0
115,"Vous avez désormais la possibilité de **changer de classe** !

Accomplissez les quêtes proposées par les diverses guildes afin d'accéder à de nouvelles classes.",,,150101,1,0,0
116,"En dehors des classes de combattants, il existe aussi des spé­cia­listes de la création d'objets, les **disciples de la main**, mais également des spé­cia­listes de la collecte et de la récolte, les **disciples de la terre**.

Maîtriser plusieurs classes est la marque des plus grands aventuriers.",,,150102,1,0,0
117,,,,0,0,0,0
118,,,,0,0,0,0
119,,,,0,0,0,0
120,"Vous allez entrer dans une **instance de combat**.

Ces instances spéciales sont réservées aux combats importants, comme les af­fron­te­ments contre les boss, ou les événements qui ont une influence sur le déroulement de l'histoire.",,,150791,1,1,0
121,"La zone de combat est délimitée par une ligne rouge qui vous empêche de sortir de l'instance.

Vous la quittez au­to­ma­ti­que­ment une fois que tous les objectifs sont remplis.",,,150792,1,1,0
122,,,,0,0,0,0
123,,,,0,0,0,0
124,,,,0,0,0,0
125,"Les quêtes importantes, qui permettent de faire avancer la trame principale du jeu, se distinguent par leur **icone en forme de météore**.

Accomplissez-les pour découvrir les mystères qui entourent Éorzéa.",,,150801,1,0,0
126,Cet icone marqué d'un + indique une quête permettant d'accéder à une nouvelle mission instanciée ou fonction. Vous avez donc tout intérêt à l'accomplir pour pouvoir bénéficier de cet élément du jeu.,,,150802,1,0,0
127,,,,0,0,0,0
128,,,,0,0,0,0
129,,,,0,0,0,0
130,"Certaines actions ne peuvent être apprises qu'en ac­com­plis­sant des **quêtes de classe** spécifiques.

Par exemple, la technique d'arme de maître d'hast **Griffe perçante** s'obtient en effectuant la quête de classe de maître d'hast de niveau 15.",,,150891,1,0,0
131,,,,0,0,0,0
132,,,,0,0,0,0
133,,,,0,0,0,0
134,,,,0,0,0,0
135,"Les échoppes vous permettent d'acheter et de vendre des objets. Pour acheter un objet, cliquez sur son nom dans la liste. Pour vendre quelque chose, glissez l'objet dont vous souhaitez vous séparer à partir de votre inventaire vers la fenêtre de l'échoppe, ou faites un clic droit dessus puis sélectionnez l'option **Vendre**.",,,150201,1,0,0
136,"Si jamais vous vendez un objet par erreur, vous pouvez le récupérer en sélectionnant l'onglet **Racheter**.

Attention ! Si vous vous déconnectez ou que vous quittez la zone dans laquelle l'échoppe se trouve, **vous ne pourrez plus le racheter**.",,,150202,1,0,0
137,"Les échoppes vous permettent d'acheter et de vendre des objets. Pour acheter un objet dans la liste, mettez-le en surbrillance puis pressez la touche **Confirmer**. Pour vendre un objet, ouvrez la fenêtre d'inventaire ou l'arsenal, puis pressez **Confirmer**.",,,150201,1,0,0
138,,,,0,0,0,0
139,,,,0,0,0,0
140,,,,0,0,0,0
141,,,,0,0,0,0
142,,,,0,0,0,0
143,,,,0,0,0,0
144,,,,0,0,0,0
145,,,,0,0,0,0
146,,,,0,0,0,0
147,,,,0,0,0,0
148,,,,0,0,0,0
149,,,,0,0,0,0
150,"Pour attaquer un ennemi, ciblez-le à l'aide d'un **clic droit**. Un icone circulaire indiquant que l'**attaque automatique** est activée apparaît alors au-dessus de sa plaque de nom.
Placez-vous à portée pour lui asséner des coups.",,,150931,1,0,0
151,"La **barre de raccourcis**, située en bas de l'écran, permet d'exécuter diverses commandes utiles pendant le combat.
Pour lancer une action, cliquez simplement sur l'icone désiré ou appuyez sur la touche correspondant au raccourci indiqué en haut à gauche de la case.",,,150082,1,0,0
152,"Il est à noter que l'utilisation de ces actions requiert un certain nombre de **points de magie** (PM). En outre, il est nécessaire d'attendre un certain temps avant de pouvoir les relancer. Pour connaître les effets d'une action, placez le curseur de la souris sur son icone.",,,150083,1,0,0
153,"Les classes douées pour le combat à distance (élé­men­ta­lis­tes, occultistes, archers...) sont plus efficaces lorsqu'elles sont éloignées de leurs ennemis.
Pour connaître la portée et le rayon d'une action, placez le curseur de la souris sur l'icone dans la barre de raccourcis.",,,150084,1,0,0
154,,,,0,0,0,0
155,,,,0,0,0,0
156,,,,0,0,0,0
157,,,,0,0,0,0
158,,,,0,0,0,0
159,,,,0,0,0,0
160,"FINAL FANTASY XIV permet de changer de classe ou de job en fonction de l'arme ou l'outil qui se trouve dans la main directrice du personnage. Pour éviter que les aventuriers initiés à plusieurs disciplines de combat ou d'artisanat manquent de place dans leur inventaire, un **coffre d'arsenal** leur a été attribué.",,,151141,1,0,0
161,"Toutes les pièces d'équipement achetées ou trouvées sont au­to­ma­ti­que­ment placées dans ce coffre, laissant l'inventaire libre pour les objets tels que les potions, les matériaux d'artisanat ou les plats.",,,151142,1,0,0
162,"Pour accéder à l'arsenal et gérer vos pièces d'équipement, cliquez sur l'icone **Personnage** du menu principal et sélectionnez l'option “Arsenal” (vous pouvez également utiliser la combinaison de touches **Ctrl + I**).",,,151143,1,0,0
163,"Pour accéder à l'arsenal et gérer vos pièces d'équipement, sélectionnez l'option “Arsenal” disponible à partir de la rubrique **Personnage** du menu principal.",,,151143,1,0,0
164,,,,0,0,0,0
165,,,,0,0,0,0
166,,,,0,0,0,0
167,,,,0,0,0,0
168,,,,0,0,0,0
169,,,,0,0,0,0
170,"Lorsque vous entrez dans un **lieu de repos**, un icone en forme de croissant de lune apparaît sous la barre d'expérience, et vous commencez à cumuler un **bonus de repos**. Ce bonus continue à croître même quand vous êtes déconnecté(e).",,,150361,1,0,0
171,"Le bonus de repos vous fait bénéficier de **50 %** de points d'expérience sup­plé­men­tai­res lors des **combats**, **synthèses** et **récoltes**.",,,150362,1,0,0
172,"Le bonus de repos s'affiche en superposition sur la barre d'expérience. La jauge orange foncé indique le nombre de points d'expérience que vous pouvez encore gagner avant que les effets ne se dissipent. Si la jauge est bleu foncé, le bonus continuera même lorsque vous aurez atteint le niveau supérieur.",,,150363,1,0,0
173,"Les **Cités** ainsi qu'une partie des **hameaux** éorzéens sont classées comme lieux de repos.

Prenez l'habitude de vous déconnecter à l'intérieur de ces zones pour profiter pleinement du bonus.",,,150364,1,0,0
174,,,,0,0,0,0
175,,,,0,0,0,0
176,,,,0,0,0,0
177,,,,0,0,0,0
178,,,,0,0,0,0
179,,,,0,0,0,0
180,"**L'union fait la force !**

En combinant vos forces avec les autres aventuriers, vous pourrez venir à bout des adversaires les plus coriaces et explorer des donjons dans lesquels il serait impossible d'aller autrement.",,,150901,1,0,0
181,"Lorsque vous rejoignez une équipe, vous pouvez communiquer avec les autres via le mode de discussion **Équipe**. Pour ce faire, sélectionnez **l'icone en forme de bulle**, puis choisissez l'option Équipe. Les messages envoyés par ce biais sont visibles par tous les membres de l'équipe, où qu'ils se trouvent.",,,150903,1,0,0
182,"La **liste des équipiers**, qui s'affiche en haut à gauche de l'écran, permet de vérifier la condition des membres de votre équipe.
Cliquer sur le nom d'un équipier permet de les cibler directement. Cette fonction s'avère par­ti­cu­liè­rement utile dans les situations d'urgence, pour prodiguer des soins notamment.",,,150902,1,0,0
183,"Le jeu en équipe permet également de bénéficier d'un **bonus** qui augmente temporairement certaines ca­rac­té­ris­ti­ques. Ce bonus varie en fonction de la combinaison des classes/jobs de vos équipiers.
Pour vérifier son état, ouvrez la fenêtre **Équipiers** à partir du menu **Équipe** tout en étant dans la même zone que vos équipiers.",,,150904,1,0,0
184,"Gardez toujours à l'esprit que les aventuriers qui vous ac­com­pa­gnent sont **des personnes bien réelles**, elles aussi.

Respectez-vous, entraidez-vous et surtout... **amusez-vous** !",,,150905,1,0,0
185,"La **liste des équipiers**, qui s'affiche en haut à gauche de l'écran, permet de vérifier la condition des membres de votre équipe.
Presser BMD haut ou bas permet de les cibler directement. Cette fonction s'avère par­ti­cu­liè­rement utile dans les situations d'urgence, pour prodiguer des soins notamment.",,,150902,1,0,0
186,,,,0,0,0,0
187,,,,0,0,0,0
188,,,,0,0,0,0
189,,,,0,0,0,0
190,"Pour attaquer un ennemi, ciblez-le à l'aide des touches directionnelles puis pressez deux fois la touche **Confirmer**. Un icone circulaire indiquant que l'**attaque automatique** est activée apparaît alors au-dessus de sa plaque de nom. Placez-vous à portée pour lui asséner des coups.",,,150931,1,0,0
191,"La **croix de raccourcis**, située en bas de l'écran, permet d'exécuter diverses commandes utiles pendant le combat.
N.B. : la croix de raccourcis est uniquement disponible lors du jeu à la manette.",,,150932,1,0,0
192,"Pour lancer une action, maintenez enfoncé  ou , puis pressez une direction de BMD ou l'une des touches .
N.B. : les actions que vous apprenez s'ajoutent au­to­ma­ti­que­ment à la croix de raccourcis.",,,150933,1,0,0
193,"L'utilisation des actions requiert un certain nombre de **points de magie** (PM). En outre, il est nécessaire d'attendre un certain temps avant de pouvoir les relancer.",,,150934,1,0,0
194,,,,0,0,0,0
195,,,,0,0,0,0
196,,,,0,0,0,0
197,,,,0,0,0,0
198,,,,0,0,0,0
199,,,,0,0,0,0
200,"Pour être accomplies, certaines quêtes demandent à ce qu'un ou plusieurs objets soient livrés. Lorsque c'est le cas, une fenêtre de requête apparaît à l'écran. Il suffit alors de **glisser** le ou les objets demandés depuis la fenêtre d'objets-clefs et de cliquer sur **Échanger** pour valider la transaction.",,,150921,1,0,0
201,"Pour être accomplies, certaines quêtes demandent à ce qu'un ou plusieurs objets soient livrés. Lorsque c'est le cas, une fenêtre de requête apparaît à l'écran. Il suffit alors de sélectionner les mar­chan­di­ses dans la fenêtre d'objets-clefs et de valider via la touche **Échanger** pour réaliser la transaction.",,,150922,1,0,0
202,,,,0,0,0,0
203,,,,0,0,0,0
204,,,,0,0,0,0
205,,,,0,0,0,0
206,,,,0,0,0,0
207,,,,0,0,0,0
208,,,,0,0,0,0
209,,,,0,0,0,0
210,"La fonction **Recherche** permet de trouver des joueurs ac­tu­el­le­ment connectés à FINAL FANTASY XIV.

Pour l'utiliser, commencez par sélectionner l'option **Conditions de recherche**.",,,150631,1,0,0
211,"Si aucune condition n'est spécifiée, la recherche s'effectue sur les joueurs dont le client est configuré dans la même langue que vous.

Pour des résultats plus précis, vous pouvez affiner votre recherche à l'aide de diverses options à votre disposition : nom, état en ligne, classe, niveau, etc.",,,150632,1,0,0
212,"Les PJ qui remplissent les conditions ap­pa­rais­sent dans la fenêtre. Pour consulter le profil d'un joueur, cliquez sur son nom et choisissez **Voir le profil de recherche**. Vous pouvez également modifier le vôtre via l'option **Modifier le profil de recherche** de l'onglet **Équipiers**.",,,150633,1,0,0
213,"Pour que votre personnage apparaisse dans les recherches à classes multiples, modifiez d'abord votre état en ligne pour **Cherche une équipe**, puis sélectionnez les classes que vous voulez jouer. Si vous n'en choisissez aucune, vous n'apparaîtrez que dans les recherches pour votre classe actuelle.",,,150634,1,0,0
214,"Si votre état n'est pas sur “Cherche une équipe”, seule votre classe actuelle est prise en compte lors de la recherche, ce même si vous avez acquis plusieurs classes.",,,150635,1,0,0
215,"Les PJ qui remplissent les conditions ap­pa­rais­sent dans la fenêtre. Pour consulter le profil d'un joueur, sélectionnez son nom et choisissez **Voir le profil de recherche**. Vous pouvez également modifier le vôtre via l'option **Modifier le profil de recherche** de l'onglet **Équipiers**.",,,150633,1,0,0
216,"Si votre état n'est pas sur “Cherche une équipe”, seule votre classe actuelle est prise en compte lors de la recherche, ce même si vous avez acquis plusieurs classes.",,,150635,1,0,0
217,,,,0,0,0,0
218,,,,0,0,0,0
219,,,,0,0,0,0
220,,,,0,0,0,0
221,,,,0,0,0,0
222,,,,0,0,0,0
223,,,,0,0,0,0
224,,,,0,0,0,0
225,,,,0,0,0,0
226,,,,0,0,0,0
227,,,,0,0,0,0
228,,,,0,0,0,0
229,,,,0,0,0,0
230,,,,0,0,0,0
231,,,,0,0,0,0
232,,,,0,0,0,0
233,,,,0,0,0,0
234,,,,0,0,0,0
235,,,,0,0,0,0
236,,,,0,0,0,0
237,,,,0,0,0,0
238,,,,0,0,0,0
239,,,,0,0,0,0
240,"Les transcendances sont de puissantes techniques de combat qui ne sont disponibles que pour les équipes de quatre joueurs ou plus.

Ces actions peuvent être effectuées lorsque la **jauge de Transcendance** est remplie.",,,150971,1,0,0
241,"La jauge de Transcendance est commune à toute l'équipe et se remplit progressivement au fur et à mesure des combats.
Certains actes héroïques permettent d'accélérer sa progression, comme soigner un allié au seuil de la mort ou empêcher un ennemi d'utiliser une attaque spéciale.",,,150972,1,0,0
242,L'action Transcendance se trouve dans le menu **Général** de la fenêtre **Actions et traits**. Nous vous conseillons de l'ajouter dans vos raccourcis.,,,150973,1,0,0
243,"Notez qu'il existe quatre types de transcendances : attaque sur cible unique, attaque à aire d'effet, défense et soin. Le type d'action utilisé dépend de la classe/job de la personne qui la lance. De la même façon, la longueur de la jauge de Transcendance varie en fonction de la taille de l'équipe et de l'adversaire affronté.",,,150974,1,0,0
244,,,,0,0,0,0
245,,,,0,0,0,0
246,,,,0,0,0,0
247,,,,0,0,0,0
248,,,,0,0,0,0
249,,,,0,0,0,0
250,"Votre niveau a été synchronisé !

Grâce au système de **synchronisation de niveau**, vous pourrez participer à des missions de niveau inférieur en ajustant votre niveau de manière temporaire. Cette option est par­ti­cu­liè­rement utile pour les ALÉA et les donjons instanciés.",,,150981,1,0,0
251,"Lorsque vous utilisez cette fonctionnalité, vos attributs personnels ainsi que les ca­rac­té­ris­ti­ques de vos pièces d'équipement sont réduits pour remplir les conditions de la mission à laquelle vous participez. Une fois la mission terminée, vous retrouvez au­to­ma­ti­que­ment votre niveau normal.",,,150982,1,0,0
252,"Notez que les points d'expérience gagnés sous l'effet de la synchronisation sont basés sur le niveau ajusté et non sur votre niveau réel. Cependant, ils seront ajoutés à celui-ci.",,,150983,1,0,0
253,,,,0,0,0,0
254,,,,0,0,0,0
255,,,,0,0,0,0
256,,,,0,0,0,0
257,,,,0,0,0,0
258,,,,0,0,0,0
259,,,,0,0,0,0
