#,Name,NameNoArticle,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,MapCondition
106,Trou des spriggans,Trou des spriggans,le Trou des spriggans,0,0,0,1,0,0,0,0,0
107,Hutte des Hawthorne,Hutte des Hawthorne,la hutte des Hawthorne,0,0,0,1,0,0,0,0,0
108,Arbre de l'Orée,Arbre de l'Orée,l'arbre de l'Orée,0,0,0,1,0,0,0,0,0
109,,,,0,0,0,0,0,0,0,0,0
110,Tour d'Amarissaix,Tour d'Amarissaix,la tour d'Amarissaix,0,0,0,1,0,0,0,0,0
111,Castrum Oriens,Castrum Oriens,Castrum Oriens,0,0,0,1,0,0,0,0,0
112,Sanctuaire des Douze,Sanctuaire des Douze,le Sanctuaire des Douze,0,0,0,1,0,0,0,0,0
113,Le Refuge,Le Refuge,Le Refuge,0,0,0,1,0,0,0,0,0
114,Bosquet de Sporelune,Bosquet de Sporelune,le bosquet de Sporelune,0,0,0,1,0,0,0,0,0
115,Le Berceau,Le Berceau,Le Berceau,0,0,0,1,0,0,0,0,0
116,Dais de la Feuille d'or,Dais de la Feuille d'or,le dais de la Feuille d'or,0,0,0,1,0,0,0,0,0
117,Les Piques pendues,Les Piques pendues,Les Piques pendues,0,0,0,1,0,0,0,0,0
118,L'Empreinte de Buscarron,L'Empreinte de Buscarron,L'Empreinte de Buscarron,0,0,0,1,0,0,0,0,0
119,Au Choix de Buscarron,Au Choix de Buscarron,le Choix de Buscarron,0,0,0,1,0,0,0,0,0
120,Mille Gueules de Toto-Rak,Mille Gueules de Toto-Rak,les Mille Gueules de Toto-Rak,0,0,0,1,0,0,0,0,0
121,Issom-Har,Issom-Har,Issom-Har,0,0,0,1,0,0,0,0,0
122,Masure abandonnée,Masure abandonnée,la masure abandonnée,0,0,0,1,0,0,0,0,0
123,Camp des Sentes tranquilles,Camp des Sentes tranquilles,le camp des Sentes tranquilles,0,0,0,1,0,0,0,0,0
124,,,,0,0,0,0,0,0,0,0,0
125,Vestiges de la cité d'Amdapor,Vestiges de la cité d'Amdapor,les Vestiges de la cité d'Amdapor,0,0,0,1,0,0,0,0,0
126,Lac des Racines,Lac des Racines,le lac des Racines,0,0,0,1,0,0,0,0,0
127,Aérodrome de la Forêt du sud,Aérodrome de la Forêt du sud,l'aérodrome de la Forêt du sud,0,0,0,1,0,0,0,0,0
128,Château d'Amdapor,Château d'Amdapor,le Château d'Amdapor,0,0,0,1,0,0,0,0,0
129,Moulin de la Carrière,Moulin de la Carrière,le Moulin de la Carrière,0,0,0,1,0,0,0,0,0
130,Guêpier des Ventrerouge,Guêpier des Ventrerouge,le Guêpier des Ventrerouge,0,0,0,1,0,0,0,0,0
131,Camp des Gobelins,Camp des Gobelins,le camp des Gobelins,0,0,0,1,0,0,0,0,0
132,Feuillemorte,Feuillemorte,Feuillemorte,0,0,0,1,0,0,0,0,0
133,Fontaine d'Urth,Fontaine d'Urth,la Fontaine d'Urth,0,0,0,1,0,0,0,0,0
134,,,,0,0,0,0,0,0,0,0,0
135,Porte de la Vipère jaune,Porte de la Vipère jaune,la porte de la Vipère jaune,0,0,0,1,0,0,0,0,0
136,Écuries des Murmures,Écuries des Murmures,les écuries des Murmures,0,0,0,1,0,0,0,0,0
137,Tour d'E-Tatt,Tour d'E-Tatt,la tour d'E-Tatt,0,0,0,1,0,0,0,0,0
138,Arbre de l'Orée,Arbre de l'Orée,l'arbre de l'Orée,0,0,0,1,0,0,0,0,0
139,Moulin des Bois,Moulin des Bois,le Moulin des Bois,0,0,0,1,0,0,0,0,0
140,Radeau de la Calebasse,Radeau de la Calebasse,le Radeau de la Calebasse,0,0,0,1,0,0,0,0,0
141,Au Liège flottant,Au Liège flottant,le Liège flottant,0,0,0,1,0,0,0,0,0
142,Tour de Florentel,Tour de Florentel,la tour de Florentel,0,0,0,1,0,0,0,0,0
143,Falaise des Trouveurs,Falaise des Trouveurs,la falaise des Trouveurs,0,0,0,1,0,0,0,0,0
144,Ruines de Gelmorra,Ruines de Gelmorra,les ruines de Gelmorra,0,0,0,1,0,0,1,0,0
145,Site de déboisement ixal,Site de déboisement ixal,le site de déboisement ixal,0,0,0,1,0,0,0,0,0
146,Tour d'Eugenia,Tour d'Eugenia,la tour d'Eugenia,0,0,0,1,0,0,0,0,0
147,Salle des novices,Salle des novices,la Salle des novices,0,0,0,1,0,0,0,0,0
148,,,,0,0,0,0,0,0,0,0,0
149,,,,0,0,0,0,0,0,0,0,0
150,,,,0,0,0,0,0,0,0,0,0
151,Le Perchoir,Le Perchoir,Le Perchoir,0,0,0,1,0,0,0,0,0
152,Sous-sol éorzéen,Sous-sol éorzéen,le sous-sol éorzéen,0,0,0,1,0,0,0,0,0
153,Geôle de Mordion,Geôle de Mordion,la geôle de Mordion,0,0,0,1,0,0,0,0,0
154,La Louverie (The Fold),La Louverie (The Fold),La Louverie (The Fold),0,0,0,1,0,0,0,0,0
155,Jetée du Bouquet,Jetée du Bouquet,la jetée du Bouquet,0,0,0,1,0,0,0,0,0
156,Veine de l'ouest,Veine de l'ouest,la Veine de l'ouest,0,0,0,1,0,0,0,0,0
157,Veine de l'est,Veine de l'est,la Veine de l'est,0,0,0,1,0,0,0,0,0
158,Tour de Josselin,Tour de Josselin,la tour de Josselin,0,0,0,1,0,0,0,0,0
159,Rucher de Pleinefleur,Rucher de Pleinefleur,le rucher de Pleinefleur,0,0,0,1,0,0,0,0,0
160,Bourgeon béni,Bourgeon béni,le Bourgeon béni,0,0,0,1,0,0,0,0,0
161,Dérive du Zéphyr,Dérive du Zéphyr,la Dérive du Zéphyr,0,0,0,1,0,0,10,0,0
162,Estival,Estival,Estival,0,0,0,1,0,0,20,0,0
163,Le Coude de Trois-Malms,Le Coude de Trois-Malms,Le Coude de Trois-Malms,0,0,0,1,0,0,30,0,0
164,Baie de Moraby,Baie de Moraby,la baie de Moraby,0,0,0,1,0,0,10,0,0
165,La Cédrière,La Cédrière,La Cédrière,0,0,0,1,0,0,20,0,0
166,La Poigne des Dieux,La Poigne des Dieux,La Poigne des Dieux,0,0,0,1,0,0,30,0,0
167,Rives sanglantes,Rives sanglantes,les Rives sanglantes,0,0,0,1,0,0,10,0,0
168,Ravine des Cueillepluies,Ravine des Cueillepluies,la ravine des Cueillepluies,0,0,0,1,0,0,20,0,0
169,Chaussée d'Agelyss,Chaussée d'Agelyss,la chaussée d'Agelyss,0,0,0,1,0,0,30,0,0
170,Quartpierre,Quartpierre,Quartpierre,0,0,0,1,0,0,10,0,0
171,Vallée du Crâne,Vallée du Crâne,la vallée du Crâne,0,0,0,1,0,0,20,0,0
172,Demipierre,Demipierre,Demipierre,0,0,0,1,0,0,40,0,0
173,Îles d'Ombra,Îles d'Ombra,les îles d'Ombra,0,0,0,1,0,0,30,0,0
174,La Chênaie,La Chênaie,La Chênaie,0,0,0,1,0,0,10,0,0
175,L'Ascension,L'Ascension,L'Ascension,0,0,0,1,0,0,10,0,0
176,Lac de Fer,Lac de Fer,le lac de Fer,0,0,0,1,0,0,20,0,0
177,Lac d'Airain,Lac d'Airain,le lac d'Airain,0,0,0,1,0,0,20,0,0
178,Sentier de Zelma,Sentier de Zelma,le sentier de Zelma,0,0,0,1,0,0,30,0,0
179,Porte du Zéphyr,Porte du Zéphyr,la porte du Zéphyr,0,0,0,1,0,0,0,0,0
180,Baie de Galadion,Baie de Galadion,la baie de Galadion,0,0,0,1,0,0,0,0,0
181,Route occidentale de Nevelle,Route occidentale de Nevelle,la route occidentale de Nevelle,0,0,0,1,0,0,0,0,0
182,Rivière des requins,Rivière des requins,la rivière des requins,0,0,0,1,0,0,0,0,0
183,Poste de la Thagran,Poste de la Thagran,le poste de la Thagran,0,0,0,1,0,0,0,0,0
184,Vergers d'Estival,Vergers d'Estival,les vergers d'Estival,0,0,0,1,0,0,0,0,0
185,Grotte du Chant marin,Grotte du Chant marin,la grotte du Chant marin,0,0,0,1,0,0,0,0,0
186,Rivière d'Agelyss,Rivière d'Agelyss,la rivière d'Agelyss,0,0,0,1,0,0,0,0,0
187,La Casserole,La Casserole,La Casserole,0,0,0,1,0,0,0,0,0
188,Grange des colons,Grange des colons,la grange des colons,0,0,0,1,0,0,0,0,0
189,La Descente,La Descente,La Descente,0,0,0,1,0,0,0,0,0
190,Ascenciel,Ascenciel,l'Ascenciel,0,0,0,1,0,0,0,0,0
191,Poste de Nevelle,Poste de Nevelle,le poste de Nevelle,0,0,0,1,0,0,0,0,0
192,Canyon des Chuchotements,Canyon des Chuchotements,le canyon des Chuchotements,0,0,0,1,0,0,0,0,0
193,Rivière de Nym,Rivière de Nym,la rivière de Nym,0,0,0,1,0,0,0,0,0
194,Le Mât de misaine,Le Mât de misaine,Le Mât de misaine,0,0,0,1,0,0,0,0,0
195,Pont des Égarés,Pont des Égarés,le pont des Égarés,0,0,0,1,0,0,0,0,0
196,Les Yeux,Les Yeux,Les Yeux,0,0,0,1,0,0,0,0,0
197,La Veuve éplorée,La Veuve éplorée,La Veuve éplorée,0,0,0,1,0,0,0,0,0
198,Porte de la Tempête,Porte de la Tempête,la porte de la Tempête,0,0,0,1,0,0,0,0,0
199,Le Lien d'Oschon,Le Lien d'Oschon,Le Lien d'Oschon,0,0,0,1,0,0,0,0,0
200,Métairie du Coq rouge,Métairie du Coq rouge,la métairie du Coq rouge,0,0,0,1,0,0,0,0,0
201,La Flotte grise,La Flotte grise,La Flotte grise,0,0,0,1,0,0,0,0,0
202,Mines du Fer aveugle,Mines du Fer aveugle,les mines du Fer aveugle,0,0,0,1,0,0,0,0,0
203,Route orientale de la Thagran,Route orientale de la Thagran,la route orientale de la Thagran,0,0,0,1,0,0,0,0,0
204,Cabane de planches,Cabane de planches,la cabane de planches,0,0,0,1,0,0,0,0,0
205,Tour de la Mouette,Tour de la Mouette,la tour de la Mouette,0,0,0,1,0,0,0,0,0
206,Costa del Sol,Costa del Sol,Costa del Sol,0,0,0,1,0,0,0,0,0
207,Rivière d'Agelyss,Rivière d'Agelyss,la rivière d'Agelyss,0,0,0,1,0,0,0,0,0
208,Embarcadère,Embarcadère,l'embarcadère,0,0,0,1,0,0,0,0,0
209,Antre de Garlok,Antre de Garlok,l'antre de Garlok,0,0,0,1,0,0,0,0,0
210,Quai de la Chute cachée,Quai de la Chute cachée,le quai de la Chute cachée,0,0,0,1,0,0,0,0,0
211,Chute cachée,Chute cachée,la Chute cachée,0,0,0,1,0,0,0,0,0
212,Bivouac de Brayflox,Bivouac de Brayflox,le Bivouac de Brayflox,0,0,0,1,0,0,0,0,0
213,La Laisse coupée,La Laisse coupée,La Laisse coupée,0,0,0,1,0,0,0,0,0
214,Cascade des Mantes rouges,Cascade des Mantes rouges,la cascade des Mantes rouges,0,0,0,1,0,0,0,0,0
215,Quai de la ravine des Cueillepluies,Quai de la ravine des Cueillepluies,le quai de la ravine des Cueillepluies,0,0,0,1,0,0,0,0,0
216,Port-aux-Vins,Port-aux-Vins,Port-aux-Vins,0,0,0,1,0,0,0,0,0
217,Castrum Occidens,Castrum Occidens,Castrum Occidens,0,0,0,1,0,0,0,0,0
218,Le Martinet,Le Martinet,Le Martinet,0,0,0,1,0,0,0,0,0
219,La Volée,La Volée,La Volée,0,0,0,1,0,0,0,0,0
220,Phare des Brasseurs,Phare des Brasseurs,le phare des Brasseurs,0,0,0,1,0,0,0,0,0
221,Route occidentale de Nevelle,Route occidentale de Nevelle,la route occidentale de Nevelle,0,0,0,1,0,0,0,0,0
222,Sastasha,Sastasha,Sastasha,0,0,0,1,0,0,0,0,0
223,Port-aux-Ales,Port-aux-Ales,Port-aux-Ales,0,0,0,1,0,0,0,0,0
224,Camp de la vallée du Crâne,Camp de la vallée du Crâne,le camp de la vallée du Crâne,0,0,0,1,0,0,0,0,0
225,Tombe d'Aerghaemr,Tombe d'Aerghaemr,la tombe d'Aerghaemr,0,0,0,1,0,0,0,0,0
226,Barrage du nord,Barrage du nord,le barrage du nord,0,0,0,1,0,0,0,0,0
227,Barrage du sud,Barrage du sud,le barrage du sud,0,0,0,1,0,0,0,0,0
228,Cimetière de bateaux,Cimetière de bateaux,le cimetière de bateaux,0,0,0,1,0,0,0,0,0
229,Île de l'Éternel été,Île de l'Éternel été,l'île de l'Éternel été,0,0,0,1,0,0,0,0,0
230,Phare de Sirius,Phare de Sirius,le phare de Sirius,0,0,0,1,0,0,0,0,0
231,Comptoir de Memeroon,Comptoir de Memeroon,le comptoir de Memeroon,0,0,0,1,0,0,0,0,0
232,Hameau des Malheureuses,Hameau des Malheureuses,le hameau des Malheureuses,0,0,0,1,0,0,0,0,0
233,Thalaos,Thalaos,Thalaos,0,0,0,1,0,0,0,0,0
234,Cascades des Idiots,Cascades des Idiots,les cascades des Idiots,0,0,0,1,0,0,10,0,0
235,Masure de l'ermite,Masure de l'ermite,la masure de l'ermite,0,0,0,1,0,0,0,0,0
236,Cité flottante de Nym,Cité flottante de Nym,la cité flottante de Nym,0,0,0,1,0,0,0,0,0
237,Camp du Guet,Camp du Guet,le camp du Guet,0,0,0,1,0,0,0,0,0
238,Mines d'U'Ghamaro,Mines d'U'Ghamaro,les mines d'U'Ghamaro,0,0,0,1,0,0,30,0,0
239,Camp du lac d'Airain,Camp du lac d'Airain,le camp du lac d'Airain,0,0,0,1,0,0,0,0,0
240,Palais du Vagabond,Palais du Vagabond,le Palais du Vagabond,0,0,0,1,0,0,0,0,0
241,Comptoir de Jijiroon,Comptoir de Jijiroon,le comptoir de Jijiroon,0,0,0,1,0,0,0,0,0
242,Excavation kobolde,Excavation kobolde,l'excavation kobolde,0,0,0,1,0,0,0,0,0
243,Martelterre,Martelterre,Martelterre,0,0,0,1,0,0,20,0,0
244,Confins d'Horizon,Confins d'Horizon,les Confins d'Horizon,0,0,0,1,0,0,40,0,0
245,Vallée des Pas perdus,Vallée des Pas perdus,la vallée des Pas perdus,0,0,0,1,0,0,50,0,0
246,Cap Vendouest,Cap Vendouest,le Cap Vendouest,0,0,0,1,0,0,60,0,0
247,Bassin des Désépinés,Bassin des Désépinés,le bassin des Désépinés,0,0,0,1,0,0,10,0,0
248,Roncenoire,Roncenoire,Roncenoire,0,0,0,1,0,0,20,0,0
249,Le Nid,Le Nid,Le Nid,0,0,0,1,0,0,30,0,0
250,Les Os desséchés,Les Os desséchés,Les Os desséchés,0,0,0,1,0,0,10,0,0
251,Le Seuil de sable,Le Seuil de sable,Le Seuil de sable,0,0,0,1,0,0,20,0,0
252,Bois du Renouveau,Bois du Renouveau,le bois du Renouveau,0,0,0,1,0,0,30,0,0
253,Mur incandescent,Mur incandescent,le Mur incandescent,0,0,0,1,0,0,40,0,0
254,Eaux-Mortes,Eaux-Mortes,Eaux-Mortes,0,0,0,1,0,0,10,0,0
255,Zanr'ak,Zanr'ak,Zanr'ak,0,0,0,1,0,0,40,0,0
256,Labyrinthe rouge,Labyrinthe rouge,le Labyrinthe rouge,0,0,0,1,0,0,20,0,0
257,Désert de Sagolii,Désert de Sagolii,le désert de Sagolii,0,0,0,1,0,0,30,0,0
258,Brumebleue,Brumebleue,Brumebleue,0,0,0,1,0,0,10,0,0
259,Poussée de Raubahn,Poussée de Raubahn,la Poussée de Raubahn,0,0,0,1,0,0,20,0,0
260,Castrum Meridianum,Castrum Meridianum,Castrum Meridianum,0,0,0,1,0,0,0,0,0
261,Les Quatre-Vingts Bourreaux de Sasamo,Les Quatre-Vingts Bourreaux de Sasamo,Les Quatre-Vingts Bourreaux de Sasamo,0,0,0,1,0,0,10,0,0
262,Le Fanal,Le Fanal,Le Fanal,0,0,0,1,0,0,0,0,0
263,Rond-point des Scorpions,Rond-point des Scorpions,le rond-point des Scorpions,0,0,0,1,0,0,0,0,0
264,Sources de Nophica,Sources de Nophica,les sources de Nophica,0,0,0,1,0,0,30,0,0
265,Marteau de l'Est,Marteau de l'Est,le Marteau de l'Est,0,0,0,1,0,0,0,0,0
266,Bazar argenté,Bazar argenté,le Bazar argenté,0,0,0,1,0,0,1,0,0
267,Mines de Clochecuivre,Mines de Clochecuivre,les Mines de Clochecuivre,0,0,0,1,0,0,0,0,0
268,Porte du Levant,Porte du Levant,la porte du Levant,0,0,0,1,0,0,0,0,0
269,Porte du Couchant,Porte du Couchant,la porte du Couchant,0,0,0,1,0,0,0,0,0
270,Voie allagoise du Soleil,Voie allagoise du Soleil,la voie allagoise du Soleil,0,0,0,1,0,0,0,0,0
271,Horizon,Horizon,Horizon,0,0,0,1,0,0,0,0,0
272,Crique du Croissant,Crique du Croissant,la crique du Croissant,0,0,0,1,0,0,0,0,0
273,Le Roi silencieux,Le Roi silencieux,Le Roi silencieux,0,0,0,1,0,0,0,0,0
274,Baie des Vêpres,Baie des Vêpres,la baie des Vêpres,0,0,0,1,0,0,0,0,0
275,Gouttelune,Gouttelune,Gouttelune,0,0,0,1,0,0,0,0,0
276,Repos de Parata,Repos de Parata,le Repos de Parata,0,0,0,1,0,0,0,0,0
277,Avant-poste impérial,Avant-poste impérial,l'avant-poste impérial,0,0,0,1,0,0,0,0,0
278,Lance-pierre,Lance-pierre,Lance-pierre,0,0,0,1,0,0,0,0,0
279,Halte de Fesca,Halte de Fesca,la halte de Fesca,0,0,0,1,0,0,0,0,0
280,Les Quatre Sœurs,Les Quatre Sœurs,Les Quatre Sœurs,0,0,0,1,0,0,0,0,0
281,Suie,Suie,la Suie,0,0,0,1,0,0,0,0,0
282,Potager royal,Potager royal,le potager royal,0,0,0,1,0,0,0,0,0
283,Gare de triage d'Ul'dah,Gare de triage d'Ul'dah,la gare de triage d'Ul'dah,0,0,0,1,0,0,0,0,0
284,Voie allagoise des Étoiles,Voie allagoise des Étoiles,la voie allagoise des Étoiles,0,0,0,1,0,0,0,0,0
285,Vue de Fesca,Vue de Fesca,la vue de Fesca,0,0,0,1,0,0,0,0,0
286,Arbre du Sultan,Arbre du Sultan,l'Arbre du Sultan,0,0,0,1,0,0,0,0,0
287,Porte de Sagolii,Porte de Sagolii,la porte de Sagolii,0,0,0,1,0,0,0,0,0
288,Voie allagoise du Soleil,Voie allagoise du Soleil,la voie allagoise du Soleil,0,0,0,1,0,0,0,0,0
289,Le Coffre et le Cercueil,Le Coffre et le Cercueil,Le Coffre et le Cercueil,0,0,0,1,0,0,0,0,0
