#,Name,HowToPagePC[0],HowToPagePC[1],HowToPagePC[2],HowToPagePC[3],HowToPagePC[4],HowToPageController[0],HowToPageController[1],HowToPageController[2],HowToPageController[3],HowToPageController[4],Sort,Category,Announce
98,Sertir des matérias,970,971,0,0,0,0,0,0,0,0,22,7,True
99,Sertissage avancé,980,981,0,0,0,0,0,0,0,0,24,7,True
100,Méthodes de sertissage des matérias,990,991,992,0,0,0,0,0,0,0,23,7,True
101,Objets personnels,270,0,0,0,0,0,0,0,0,0,4,6,True
102,Utiliser des objets,280,281,0,0,0,280,283,0,0,0,1,6,True
103,,0,0,0,0,0,0,0,0,0,0,0,0,False
104,Ajout de membres,1190,0,0,0,0,0,0,0,0,0,23,8,True
105,Trouver des filons,1020,1021,1022,0,0,0,0,0,0,0,2,13,True
106,Extraction de pierre,1030,1031,0,0,0,0,0,0,0,0,13,13,True
107,,0,0,0,0,0,0,0,0,0,0,0,0,False
108,Faire évoluer son compagnon,380,381,382,383,0,0,0,0,0,0,22,4,True
109,Commander son chocobo,370,371,372,0,0,0,0,0,0,0,23,4,True
110,Ouvrir un coffre au trésor,1110,0,0,0,0,0,0,0,0,0,7,9,True
111,Primes de tête,1120,0,0,0,0,0,0,0,0,0,8,9,True
112,Mandats de grandes compagnies,1130,0,0,0,0,0,0,0,0,0,5,10,True
113,Requête de signature,450,0,0,0,0,0,0,0,0,0,2,11,True
114,Rejoindre une compagnie libre,460,461,462,463,0,0,0,0,0,0,3,11,True
115,Changer de grande compagnie,680,0,0,0,0,0,0,0,0,0,2,10,True
116,Utiliser le coffre de compagnie,470,471,0,0,0,0,0,0,0,0,4,11,True
117,Créer un blason de compagnie,480,481,0,0,0,0,0,0,0,0,5,11,True
118,Bienfaits de compagnie,490,491,492,0,0,0,0,0,0,0,6,11,True
119,Se préparer à pêcher,1040,1041,1042,0,0,0,0,0,0,0,1,14,True
120,Carnet de pêche,1050,0,0,0,0,0,0,0,0,0,3,14,True
121,Utiliser un leurre,1060,1061,0,0,0,0,0,0,0,0,4,14,True
122,Pêche au vif,1070,1071,0,0,0,0,0,0,0,0,5,14,True
123,Points de pêche spéciaux,1080,1081,0,0,0,0,0,0,0,0,6,14,True
124,Attraper des poissons énormes,1090,0,0,0,0,0,0,0,0,0,7,14,True
125,Pêcher dans un banc de poissons,1100,0,0,0,0,0,0,0,0,0,8,14,True
126,Synthèse rapide,690,691,692,0,0,0,0,0,0,0,6,12,True
127,Système de combat de l'occultiste,1220,1221,1222,1223,0,0,0,0,0,0,6,4,True
128,Système de combat du pugiliste,1230,1231,1232,1233,0,0,0,0,0,0,5,4,True
129,Familiers,1240,1241,1242,1244,0,1240,1245,1242,1244,0,7,4,True
130,Crystalline Conflict,1250,0,0,0,0,0,0,0,0,0,31,8,True
131,Batailles de quête,1260,1261,1262,0,0,0,0,0,0,0,15,4,True
132,Hauts faits,1150,1151,1152,0,0,1150,1151,1153,0,0,14,2,True
133,Missions recommandées,1160,1161,0,0,0,0,0,0,0,0,16,5,True
134,,0,0,0,0,0,0,0,0,0,0,0,0,False
135,Pêcher,1300,1301,0,0,0,0,0,0,0,0,2,14,True
136,Bonus d'arsenal,1280,1281,0,0,0,0,0,0,0,0,14,4,True
137,Mémoquartz allagois,1310,1311,0,0,0,0,0,0,0,0,7,6,True
138,Utiliser un objet sur une cible particulière,1290,0,0,0,0,1291,0,0,0,0,8,5,True
139,Utiliser un objet sur un ennemi,1270,1271,0,0,0,1272,1273,0,0,0,9,5,True
140,,0,0,0,0,0,0,0,0,0,0,0,0,False
141,Récompenses de JcJ,1330,1331,1332,0,0,1330,1331,1333,0,0,32,8,True
142,,0,0,0,0,0,0,0,0,0,0,0,0,False
143,Logement,1350,1351,1352,1353,0,0,0,0,0,0,16,2,True
144,Panneaux d'information,1360,1361,0,0,0,0,0,0,0,0,17,2,True
145,Missions en alliance,1370,1371,0,0,0,0,0,0,0,0,40,8,True
146,Butins à limite hebdomadaire,1380,1381,1382,0,0,0,0,0,0,0,41,8,True
147,Recherche d'équipe,1390,1391,1392,0,0,1393,1391,1392,0,0,6,2,True
148,Objets cachés,1400,1401,0,0,0,0,0,0,0,0,19,13,True
149,Cartes au trésor,1410,1411,1412,0,0,0,0,0,0,0,31,6,True
150,Déchiffrer les cartes au trésor,1420,1421,0,0,0,0,0,0,0,0,32,6,True
151,Trouver des trésors,1430,1431,1432,0,0,0,0,0,0,0,33,6,True
152,Quêtes des peuples alliés,1440,1441,1442,0,0,0,0,0,0,0,21,5,True
153,Réputation,1450,1451,1452,0,0,0,0,0,0,0,22,5,True
154,,0,0,0,0,0,0,0,0,0,0,0,0,False
155,,0,0,0,0,0,0,0,0,0,0,0,0,False
156,Actions spéciales des montures,1480,0,0,0,0,1481,0,0,0,0,25,5,True
157,Changer de coiffure,1490,1491,0,0,0,0,0,0,0,0,15,2,True
158,Mission aléatoire,1500,1501,0,0,0,0,0,0,0,0,24,8,True
159,Vote d'expulsion,1510,1511,1512,0,0,0,0,0,0,0,25,8,True
160,Honneurs,1520,1521,1522,0,0,0,0,0,0,0,26,8,True
161,Déposer une candidature,1530,1531,0,0,0,1530,1532,0,0,0,7,11,True
162,Carnet d'objectifs,1540,1542,0,0,0,1541,1542,0,0,0,6,8,True
163,Recettes expertes,1550,2580,0,0,0,0,0,0,0,0,10,12,True
164,Mirages,1560,1561,1562,0,0,0,0,0,0,0,25,7,True
165,Jardinage,1570,1571,0,0,0,0,0,0,0,0,18,2,True
166,Entretenir les cultures,1580,1581,0,0,0,0,0,0,0,0,20,2,True
167,Récolter des cultures,1590,1591,0,0,0,0,0,0,0,0,21,2,True
168,Tâches de servant,1600,1601,1602,0,0,0,0,0,0,0,24,6,True
169,Missions d'exploration,1610,1611,0,0,0,0,0,0,0,0,25,6,True
170,Communiquer avec les autres joueurs,1620,1622,1623,1624,0,1621,1622,1623,1624,0,25,2,True
171,Traduction automatique,1630,1631,1633,1634,1635,1630,1632,1633,1634,1635,26,2,True
172,Liste d'envies,1640,1641,0,0,0,0,0,0,0,0,15,6,True
173,Classes des servants,1650,1651,0,0,0,0,0,0,0,0,26,6,True
174,Les Chroniques du zodiaque,1660,1661,1662,0,0,0,0,0,0,0,31,7,True
175,Parchemins stellaires,1670,1671,1672,1673,1674,0,0,0,0,0,32,7,True
176,Front,1680,0,0,0,0,0,0,0,0,0,34,8,True
177,Condition des équipements réparés,1690,1691,0,0,0,0,0,0,0,0,7,7,True
178,Carnet d'exploration,1700,1702,0,0,0,1701,1702,0,0,0,7,8,True
179,Insignes alliés,1710,1711,0,0,0,0,0,0,0,0,8,6,True
180,Boîte à mini-jeux,1720,0,0,0,0,0,0,0,0,0,60,8,True
181,Balistes et canons,1730,1731,0,0,0,0,0,0,0,0,26,5,True
182,Remise à l'eau,1740,1741,0,0,0,0,0,0,0,0,9,14,True
183,Recyclage,1750,1751,1752,0,0,0,0,0,0,0,13,12,True
184,Entraînement de chocobos,1760,1761,1762,0,0,0,0,0,0,0,24,4,True
185,Quêtes des Ixali,1780,1781,0,0,0,0,0,0,0,0,27,5,True
186,Quêtes de livraison ixali,1790,1791,1792,0,0,0,0,0,0,0,28,5,True
187,,0,0,0,0,0,0,0,0,0,0,0,0,False
188,,0,0,0,0,0,0,0,0,0,0,0,0,False
189,Scellage éthéréen,1820,1821,1822,1823,0,0,0,0,0,0,33,7,True
190,Instinct du pêcheur,1830,1831,0,0,0,0,0,0,0,0,10,14,True
191,Poissons rares et météo,1840,0,0,0,0,0,0,0,0,0,11,14,True
192,Mudrâ et Ninjutsu,1850,1851,1852,1853,0,0,0,0,0,0,25,4,True
193,Cérémonie du lien éternel,1860,1861,1862,0,0,0,0,0,0,0,30,2,True
194,Déroulement de la cérémonie,1870,1871,1872,1873,0,0,0,0,0,0,31,2,True
195,Faire-part de cérémonie,1880,1881,0,0,0,0,0,0,0,0,32,2,True
196,Certificat de jeune chocobo,1890,1891,1892,0,0,0,0,0,0,0,2,15,True
197,Aptitudes de course,1900,1901,1902,0,0,0,0,0,0,0,4,15,True
198,Retraite et accouplement,1910,1911,1912,1913,0,0,0,0,0,0,5,15,True
199,Créer un jeu de Triple Triade,1920,1921,0,0,0,0,0,0,0,0,6,15,True
200,Défier des joueurs à Triple Triade,1930,1931,0,0,0,0,0,0,0,0,7,15,True
201,Le Gold Saucer des Manderville,1940,1941,1942,0,0,0,0,0,0,0,1,15,True
202,Catégories de course,1950,1951,1952,0,0,0,0,0,0,0,3,15,True
203,Spécialisation artisanale,1960,1961,0,0,0,0,0,0,0,0,21,12,True
204,,0,0,0,0,0,0,0,0,0,0,0,0,False
205,Montures volantes,1980,1981,0,0,0,1980,1982,0,0,0,20,3,True
206,,0,0,0,0,0,0,0,0,0,0,0,0,False
207,,0,0,0,0,0,0,0,0,0,0,0,0,False
208,Rôle de mentor,2010,2011,2012,2013,0,0,0,0,0,0,60,2,True
209,Points de récolte éphémères,2020,0,0,0,0,0,0,0,0,0,49,13,True
210,Propriétés cachées,2030,2031,0,0,0,0,0,0,0,0,46,13,True
211,,0,0,0,0,0,0,0,0,0,0,0,0,False
212,Éthérolyse,2050,0,0,0,0,0,0,0,0,0,52,13,True
213,Les légendes locales et leur récolte,2060,2061,0,0,0,0,0,0,0,0,40,13,True
214,,0,0,0,0,0,0,0,0,0,0,0,0,False
215,,0,0,0,0,0,0,0,0,0,0,0,0,False
216,Attribution et répartition du butin,2090,2091,2092,2093,0,2094,2091,2092,2093,0,11,4,True
217,Changer la règle du butin,2100,2101,0,0,0,0,0,0,0,0,12,4,True
218,Mandats ishgardais,2110,2111,0,0,0,0,0,0,0,0,20,9,True
219,Objets collectionnables,2120,2121,2122,0,0,0,0,0,0,0,40,6,True
220,,0,0,0,0,0,0,0,0,0,0,0,0,False
221,Poissons collectionnables,2140,2141,0,0,0,0,0,0,0,0,20,14,True
222,,0,0,0,0,0,0,0,0,0,0,0,0,False
223,,0,0,0,0,0,0,0,0,0,0,0,0,False
224,Jouer à Choc des mascottes,2170,2171,2172,2173,2174,0,0,0,0,0,10,15,True
225,Les types de mascottes à CdM,2180,2181,2182,2183,0,0,0,0,0,0,11,15,True
226,Les diverses installations de CdM,2190,2191,2192,2193,2194,0,0,0,0,0,12,15,True
227,Règle spéciale : synchronisation de quête,2200,2201,0,0,0,0,0,0,0,0,30,5,True
228,Règle spéciale : classe ou job fixe,2210,0,0,0,0,0,0,0,0,0,31,5,True
229,Orchestrion,2220,2221,2222,2223,2224,0,0,0,0,0,40,2,True
230,Cultures spécifiques aux pots de fleurs,2230,0,0,0,0,0,0,0,0,0,19,2,True
231,Les portails magiques et les caches au trésor,2240,2241,2242,0,0,0,0,0,0,0,34,6,True
232,Aquarium,2250,2251,2252,2253,0,0,0,0,0,0,22,2,True
233,Modifier l'apparence des familiers,2260,2261,2262,2573,0,0,0,0,0,0,63,4,True
234,Niveau d'objet,2270,2271,2272,0,0,0,0,0,0,0,70,4,True
235,Niveau d'objet moyen,2280,2281,2282,0,0,0,0,0,0,0,71,4,True
236,,0,0,0,0,0,0,0,0,0,0,0,0,False
237,,0,0,0,0,0,0,0,0,0,0,0,0,False
238,Nage et plongée,2310,2311,2313,0,0,2310,2312,2313,0,0,21,3,True
239,Actions de mission,2320,2322,0,0,0,2321,2322,0,0,0,55,8,True
240,Ailes rivales,2330,0,0,0,0,0,0,0,0,0,35,8,True
241,Pêche au harpon,2340,0,0,0,0,0,0,0,0,0,30,14,True
242,Trouver des points de harponnage,2350,2351,2352,0,0,0,0,0,0,0,31,14,True
243,,0,0,0,0,0,0,0,0,0,0,0,0,False
244,Actions de rôle,2370,2371,0,0,0,0,0,0,0,0,10,4,True
245,Actions d'interprétation,2380,0,0,0,0,0,0,0,0,0,45,2,True
246,Revue de mode,2390,2391,2392,2393,0,0,0,0,0,0,30,7,True
247,Coiffeuse mirage,2400,2401,0,0,0,0,0,0,0,0,26,7,True
248,Création de mirages,2410,0,0,0,0,0,0,0,0,0,27,7,True
249,Planches mirage,2420,0,0,0,0,0,0,0,0,0,28,7,True
250,Application de mirages,2430,0,0,0,0,0,0,0,0,0,29,7,True
251,Explorer Eurêka,2440,2441,0,0,0,0,0,0,0,0,50,8,True
252,Sacoche chocobo,2450,2451,0,0,0,0,0,0,0,0,18,6,True
253,Visionnage de mission,2460,2461,0,0,0,0,0,0,0,0,57,8,True
254,Conditions d'enregistrement,2470,2471,2472,2473,0,2470,2471,2472,2474,0,58,8,True
255,Lieu de visionnage,2480,0,0,0,0,0,0,0,0,0,59,8,True
256,Lapins du bonheur,2487,2488,0,0,0,0,0,0,0,0,51,8,True
257,Livres de correspondance,2481,2482,2483,2484,0,0,0,0,0,0,23,2,True
258,Commandes spéciales : changer la tenue du PNJ,2485,2486,0,0,0,0,0,0,0,0,61,8,True
259,Le sanctuaire aux trésors,2489,2490,2491,2492,0,0,0,0,0,0,35,6,True
260,Mannequins,2493,2494,2495,0,0,0,0,0,0,0,24,2,True
261,Le mélangeur Logos,2496,2497,2498,0,0,0,0,0,0,0,52,8,True
262,Le mélangeur Logos amélioré,2499,2500,0,0,0,0,0,0,0,0,53,8,True
263,Monture à plusieurs,2501,0,0,0,0,0,0,0,0,0,22,3,True
264,Les voyages inter-Monde,2506,2507,0,0,0,0,0,0,0,0,10,3,True
265,La magie bleue,2502,2503,2504,2505,2508,2502,2509,2504,2505,2508,64,4,True
266,Les gemmes bicolores,2510,2511,2512,0,0,2510,2511,2513,0,0,3,8,True
267,Les légendes locales et leur pêche,1764,1765,0,0,0,0,0,0,0,0,13,14,True
268,Les courants poissonneux,1767,1768,0,0,0,0,0,0,0,0,12,14,True
269,Objets précieux,1770,0,0,0,0,1771,0,0,0,0,27,2,True
270,Recettes avancées,2520,2521,0,0,0,0,0,0,0,0,11,12,True
271,Patience,2530,2531,0,0,0,0,0,0,0,0,14,14,True
272,Accessoires de mode,2540,2541,0,0,0,0,0,0,0,0,28,2,True
273,,0,0,0,0,0,0,0,0,0,0,0,0,False
274,,0,0,0,0,0,0,0,0,0,0,0,0,False
275,La récolte d'objets collectionnables,2552,0,0,0,0,0,0,0,0,0,43,13,True
276,Synthèse d'essai,2550,2551,0,0,0,0,0,0,0,0,7,12,True
277,Récolter plus d'objets,2553,0,0,0,0,0,0,0,0,0,7,13,True
278,Les prérequis de Savoir-faire,2554,0,0,0,0,0,0,0,0,0,60,13,True
279,La fenêtre de la pêche au harpon,2555,2556,2557,0,0,0,0,0,0,0,32,14,True
280,Instinct du harponneur,2558,2559,0,0,0,0,0,0,0,0,33,14,True
281,,0,0,0,0,0,0,0,0,0,0,0,0,False
282,Qualité requise pour la synthèse,2566,0,0,0,0,0,0,0,0,0,12,12,True
283,Objets volatils et sublimés,2567,2568,2569,0,0,0,0,0,0,0,54,13,True
284,Actions de récolte,2570,2571,2572,0,0,0,0,0,0,0,1,13,True
285,Accessoires de visage,2574,2575,0,0,0,0,0,0,0,0,29,2,True
286,Le Guide de l'épopée,2576,2577,0,0,0,0,0,0,0,0,7,5,True
287,Recettes spéciales,2578,2579,0,0,0,0,0,0,0,0,22,12,True
288,Actions de soutien,2581,2582,2583,0,0,2581,2584,2583,0,0,56,8,True
289,Le coffre d'Oneiron,2585,2586,2587,2588,0,0,0,0,0,0,36,6,True
290,Queues de phénix,2589,2590,2591,2592,0,0,0,0,0,0,5,6,True
291,,0,0,0,0,0,0,0,0,0,0,0,0,False
292,,0,0,0,0,0,0,0,0,0,0,0,0,False
293,,0,0,0,0,0,0,0,0,0,0,0,0,False
294,,0,0,0,0,0,0,0,0,0,0,0,0,False
295,,0,0,0,0,0,0,0,0,0,0,0,0,False
