#,RewardItem1,RewardItem2,RewardItem3,RewardQuantity1,RewardQuantity2,RewardQuantity3,RewardType1,Unknown0,RewardType2,RewardType3,RewardHq2,RewardHq3,RewardHq1
121,5827,1,46185,1,500,1,1,0,2,1,False,False,False
122,5827,1,46185,1,500,1,1,0,2,1,False,False,False
123,5827,1,46185,1,500,1,1,0,2,1,False,False,False
124,5827,1,46185,1,500,1,1,0,2,1,False,False,False
125,5827,1,46185,1,500,1,1,0,2,1,False,False,False
126,5827,1,46185,1,500,1,1,0,2,1,False,False,False
127,5827,1,46185,1,500,1,1,0,2,1,False,False,False
128,5827,1,46185,1,500,1,1,0,2,1,False,False,False
129,5827,1,46185,1,500,1,1,0,2,1,False,False,False
130,5827,1,46185,1,500,1,1,0,2,1,False,False,False
131,5827,1,46185,1,500,1,1,0,2,1,False,False,False
132,5827,1,46185,1,500,1,1,0,2,1,False,False,False
133,5827,1,46185,1,500,1,1,0,2,1,False,False,False
134,5827,1,46185,1,500,1,1,0,2,1,False,False,False
135,5827,1,46185,1,500,1,1,0,2,1,False,False,False
136,5827,1,46185,1,500,1,1,0,2,1,False,False,False
137,5827,1,46185,1,500,1,1,0,2,1,False,False,False
138,5827,1,46185,1,500,1,1,0,2,1,False,False,False
139,5827,1,46185,1,500,1,1,0,2,1,False,False,False
140,5827,1,46185,1,500,1,1,0,2,1,False,False,False
141,5827,1,46185,1,500,1,1,0,2,1,False,False,False
142,5827,1,46185,1,500,1,1,0,2,1,False,False,False
143,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
144,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
145,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
146,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
147,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
148,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
149,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
150,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
151,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
152,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
153,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
154,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
155,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
156,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
157,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
158,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
159,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
160,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
161,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
162,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
163,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
164,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
165,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
166,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
167,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
168,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
169,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
170,16784,22443,22444,20,1,3,1,0,1,1,False,False,False
171,16784,22444,2,2,1,500,1,0,1,2,False,False,False
172,16784,22444,2,2,1,500,1,0,1,2,False,False,False
173,16784,22444,2,2,1,500,1,0,1,2,False,False,False
174,16784,22444,2,2,1,500,1,0,1,2,False,False,False
175,16784,22444,2,2,1,500,1,0,1,2,False,False,False
176,16784,22444,2,2,1,500,1,0,1,2,False,False,False
177,16784,22444,2,2,1,500,1,0,1,2,False,False,False
178,16784,22444,2,2,1,500,1,0,1,2,False,False,False
179,16784,22444,2,2,1,500,1,0,1,2,False,False,False
180,16784,22444,2,2,1,500,1,0,1,2,False,False,False
181,16784,22444,2,2,1,500,1,0,1,2,False,False,False
182,16784,22444,2,2,1,500,1,0,1,2,False,False,False
183,16784,22444,2,2,1,500,1,0,1,2,False,False,False
184,16784,22444,2,2,1,500,1,0,1,2,False,False,False
185,16784,22444,2,2,1,500,1,0,1,2,False,False,False
186,16784,22444,2,2,1,500,1,0,1,2,False,False,False
187,16784,22444,2,2,1,500,1,0,1,2,False,False,False
188,16784,22444,2,2,1,500,1,0,1,2,False,False,False
189,16784,22444,2,2,1,500,1,0,1,2,False,False,False
190,16784,22444,2,2,1,500,1,0,1,2,False,False,False
191,16784,22444,2,2,1,500,1,0,1,2,False,False,False
192,16784,22444,2,2,1,500,1,0,1,2,False,False,False
193,16784,22444,2,2,1,500,1,0,1,2,False,False,False
194,16784,22444,2,2,1,500,1,0,1,2,False,False,False
195,16784,22444,2,2,1,500,1,0,1,2,False,False,False
196,16784,22444,2,2,1,500,1,0,1,2,False,False,False
197,16784,22444,2,2,1,500,1,0,1,2,False,False,False
198,16784,22444,2,2,1,500,1,0,1,2,False,False,False
199,14971,26823,3,1,1,50,1,0,1,2,False,False,False
200,14971,26823,3,1,1,50,1,0,1,2,False,False,False
201,14971,26823,3,1,1,50,1,0,1,2,False,False,False
202,14971,26823,3,1,1,50,1,0,1,2,False,False,False
203,14971,26823,3,1,1,50,1,0,1,2,False,False,False
204,14971,26823,3,1,1,50,1,0,1,2,False,False,False
205,14971,26823,3,1,1,50,1,0,1,2,False,False,False
206,14971,26823,3,1,1,50,1,0,1,2,False,False,False
207,14971,26823,3,1,1,50,1,0,1,2,False,False,False
208,14971,26823,3,1,1,50,1,0,1,2,False,False,False
209,14971,26823,3,1,1,50,1,0,1,2,False,False,False
210,14971,26823,3,1,1,50,1,0,1,2,False,False,False
211,14971,26823,3,1,1,50,1,0,1,2,False,False,False
212,14971,26823,3,1,1,50,1,0,1,2,False,False,False
213,14971,26823,3,1,1,50,1,0,1,2,False,False,False
214,14971,26823,3,1,1,50,1,0,1,2,False,False,False
215,14971,26823,3,1,1,50,1,0,1,2,False,False,False
216,14971,26823,3,1,1,50,1,0,1,2,False,False,False
217,14971,26823,3,1,1,50,1,0,1,2,False,False,False
218,14971,26823,3,1,1,50,1,0,1,2,False,False,False
219,14971,26823,3,1,1,50,1,0,1,2,False,False,False
220,14971,26823,3,1,1,50,1,0,1,2,False,False,False
221,14971,26823,3,1,1,50,1,0,1,2,False,False,False
222,14971,26823,3,1,1,50,1,0,1,2,False,False,False
223,14971,26823,3,1,1,50,1,0,1,2,False,False,False
224,14971,26823,3,1,1,50,1,0,1,2,False,False,False
225,14971,26823,3,1,1,50,1,0,1,2,False,False,False
226,14971,26823,3,1,1,50,1,0,1,2,False,False,False
227,0,0,0,0,0,0,0,0,0,0,False,False,False
228,0,0,0,0,0,0,0,0,0,0,False,False,False
229,0,0,0,0,0,0,0,0,0,0,False,False,False
230,0,0,0,0,0,0,0,0,0,0,False,False,False
231,0,0,0,0,0,0,0,0,0,0,False,False,False
232,0,0,0,0,0,0,0,0,0,0,False,False,False
233,0,0,0,0,0,0,0,0,0,0,False,False,False
234,0,0,0,0,0,0,0,0,0,0,False,False,False
235,0,0,0,0,0,0,0,0,0,0,False,False,False
236,0,0,0,0,0,0,0,0,0,0,False,False,False
237,0,0,0,0,0,0,0,0,0,0,False,False,False
238,0,0,0,0,0,0,0,0,0,0,False,False,False
239,0,0,0,0,0,0,0,0,0,0,False,False,False
240,0,0,0,0,0,0,0,0,0,0,False,False,False
241,0,0,0,0,0,0,0,0,0,0,False,False,False
242,0,0,0,0,0,0,0,0,0,0,False,False,False
243,0,0,0,0,0,0,0,0,0,0,False,False,False
244,0,0,0,0,0,0,0,0,0,0,False,False,False
245,0,0,0,0,0,0,0,0,0,0,False,False,False
246,0,0,0,0,0,0,0,0,0,0,False,False,False
247,0,0,0,0,0,0,0,0,0,0,False,False,False
248,0,0,0,0,0,0,0,0,0,0,False,False,False
249,0,0,0,0,0,0,0,0,0,0,False,False,False
250,0,0,0,0,0,0,0,0,0,0,False,False,False
251,0,0,0,0,0,0,0,0,0,0,False,False,False
252,0,0,0,0,0,0,0,0,0,0,False,False,False
253,0,0,0,0,0,0,0,0,0,0,False,False,False
254,0,0,0,0,0,0,0,0,0,0,False,False,False
255,0,0,0,0,0,0,0,0,0,0,False,False,False
