#,Name[0],Name[1],Name[2],Unknown4,RacingChocoboNameCategory,Unknown0,Unknown1,Unknown2,Unknown3
47,644,0,0,0,2,False,False,True,False
48,645,0,0,0,2,False,False,True,False
49,735,0,0,0,2,False,False,False,True
50,736,0,0,0,2,False,False,False,True
51,737,737,737,737,2,False,True,True,True
52,751,751,751,751,2,False,True,False,False
53,762,0,0,0,3,False,False,False,True
54,766,0,0,0,2,False,False,False,True
55,948,0,0,0,2,True,False,False,False
56,984,984,984,984,2,False,True,False,False
57,1010,0,0,0,2,False,False,False,True
58,1013,0,0,0,2,False,False,False,True
59,1030,0,0,0,2,False,False,False,True
60,1031,0,0,0,2,False,False,False,True
61,1032,0,0,0,2,False,False,False,True
62,1049,1049,1049,1049,3,False,False,False,True
63,1054,0,0,0,2,False,False,False,True
64,1077,1077,1077,1077,2,False,True,False,True
65,1093,0,0,0,2,False,False,False,True
66,1123,0,0,0,2,False,False,False,True
67,1184,1184,1184,1184,2,False,True,False,False
68,1212,0,0,0,2,False,False,True,False
69,1213,0,0,0,2,False,False,True,False
70,1214,0,0,0,2,False,False,True,False
71,1215,1215,1215,1215,2,False,False,False,True
72,1219,0,0,0,2,False,False,False,True
73,1221,0,0,0,2,False,False,False,True
74,1224,0,0,0,2,False,False,False,True
75,1262,1262,1262,1262,2,False,True,False,False
76,1266,1266,1266,1266,2,False,False,True,False
77,1267,0,0,0,2,False,False,True,False
78,1268,0,0,0,2,False,False,True,False
79,1314,0,0,0,2,False,False,True,False
80,1315,0,0,0,2,False,False,True,False
81,1316,1316,1316,1316,2,False,False,True,False
82,1317,0,0,0,2,False,False,True,False
83,1321,1321,1321,1321,2,False,True,False,False
84,1324,1324,1324,1324,2,False,True,False,False
85,1336,1336,1336,1336,2,False,True,False,False
86,1522,1522,1522,1522,2,False,True,False,True
87,1523,0,0,0,2,False,False,False,True
88,1524,0,0,0,2,False,False,False,True
89,1525,0,0,0,2,False,False,False,True
90,1539,1539,1539,1539,2,False,True,False,True
91,1540,0,0,0,2,False,False,False,True
92,1563,0,0,0,2,False,False,True,False
93,1564,0,0,0,2,False,False,True,False
94,1565,0,0,0,2,False,False,True,False
95,1610,1610,1610,1610,2,False,True,False,False
96,1616,1616,1616,1616,2,False,True,False,False
97,3,0,0,0,3,False,False,False,True
98,10,10,10,10,20,False,True,False,False
99,12,12,12,12,3,False,True,False,True
100,18,0,0,0,3,False,False,False,True
101,29,29,29,29,3,False,True,False,False
102,32,0,0,0,3,False,False,False,True
103,36,36,36,36,3,False,True,True,False
104,114,114,114,114,3,False,True,False,False
105,115,0,0,0,3,False,False,False,True
106,176,176,176,176,3,False,True,True,True
107,231,0,0,0,3,False,False,False,True
108,250,250,250,250,3,False,True,False,False
109,282,282,282,282,3,False,True,False,False
110,284,0,0,0,3,False,False,False,True
111,302,0,0,0,3,False,False,False,True
112,309,309,309,309,3,False,True,False,False
113,310,0,0,0,3,False,False,False,True
114,328,328,328,328,3,False,True,False,False
115,358,0,0,0,3,False,False,True,True
116,359,359,359,359,3,False,True,False,False
117,417,0,0,0,3,False,False,True,False
118,422,422,422,422,3,False,True,False,False
119,427,427,427,427,3,False,True,False,False
120,429,0,0,0,3,False,False,False,True
121,484,0,0,0,3,False,False,False,True
122,579,579,579,579,3,False,True,False,False
123,627,0,0,0,3,False,False,False,True
124,744,744,744,744,3,False,True,False,False
125,758,758,758,758,3,False,True,True,True
126,816,0,0,0,3,False,False,True,False
127,942,942,942,942,3,False,True,False,False
128,943,0,0,0,3,False,False,False,True
129,944,0,0,0,3,False,False,False,True
130,983,983,983,983,3,False,True,True,False
131,1026,1026,1026,1026,3,False,True,True,False
132,1027,0,0,0,3,False,False,False,True
133,1046,0,0,0,3,False,False,False,True
134,1092,0,0,0,3,False,False,False,True
135,1107,1107,1107,1107,3,False,True,False,False
136,1158,1158,1158,1158,3,False,True,True,True
137,1225,0,0,0,3,False,False,True,False
138,1226,0,0,0,3,False,False,False,True
139,1227,1227,1227,1227,3,False,True,False,False
140,1252,0,0,0,3,False,False,True,True
141,1263,1263,1263,1263,19,False,False,True,False
142,1275,1275,1275,1275,3,False,False,True,False
143,1276,0,0,0,3,False,False,True,False
144,1277,0,0,0,3,False,False,True,False
145,1319,1319,1319,1319,4,False,True,False,False
146,1351,1351,1351,1351,3,False,True,False,False
147,1368,1368,1368,1368,3,False,True,False,False
148,1445,0,0,0,3,False,False,False,True
149,1477,1477,1477,1477,3,False,True,False,True
150,1515,1515,1515,1515,3,False,True,False,False
151,1516,1516,1516,1516,3,False,True,False,False
152,1604,1604,1604,1604,3,False,True,False,False
153,7,0,0,0,20,False,False,False,True
154,8,0,0,0,20,False,False,False,True
155,116,116,116,116,20,False,True,False,False
156,117,0,0,0,20,False,False,True,False
157,137,137,137,137,4,False,True,False,False
158,145,145,145,145,4,False,True,False,False
159,151,0,0,0,20,False,False,False,True
160,155,0,0,0,20,False,False,False,True
161,244,244,244,244,5,False,True,True,True
162,255,0,0,0,4,False,False,False,True
163,256,0,0,0,4,False,False,False,True
164,280,280,280,280,20,False,True,False,True
165,392,0,0,0,20,False,False,True,False
166,393,0,0,0,20,False,False,True,False
167,394,0,0,0,20,False,False,True,False
168,404,404,404,404,20,False,True,False,False
169,419,0,0,0,4,False,False,False,True
170,420,0,0,0,4,False,False,False,True
171,421,421,421,421,4,False,True,False,False
172,457,457,457,457,20,False,True,False,True
173,458,0,0,0,20,False,False,False,True
174,471,471,471,471,20,False,True,False,False
175,493,0,0,0,4,False,False,False,True
176,494,494,494,494,4,False,False,False,True
177,497,497,497,497,20,False,True,False,True
178,538,0,0,0,4,False,False,False,True
179,539,0,0,0,4,False,False,False,True
180,590,0,0,0,4,False,False,True,False
181,591,591,591,591,4,False,False,True,False
182,592,0,0,0,4,False,False,True,False
183,605,0,0,0,20,False,False,False,True
184,606,0,0,0,20,False,False,False,True
185,615,615,615,615,20,False,True,False,False
186,623,623,623,623,4,False,True,False,True
187,649,649,649,649,20,False,False,True,False
188,650,0,0,0,20,False,False,True,False
189,651,0,0,0,20,False,False,True,False
190,675,0,0,0,20,False,False,True,False
191,676,0,0,0,20,False,False,True,False
192,677,677,677,677,20,False,False,True,False
193,705,705,705,705,4,False,True,False,False
194,710,710,710,710,20,False,True,True,True
195,800,0,0,0,4,False,False,True,False
196,801,801,801,801,4,False,False,True,False
197,802,0,0,0,4,False,False,True,False
198,861,861,861,861,4,False,True,False,False
199,892,892,892,892,20,False,True,False,False
200,893,0,0,0,5,False,False,False,True
201,925,925,925,925,20,False,True,False,True
202,926,0,0,0,20,False,False,False,True
203,927,0,0,0,20,False,False,False,True
204,939,0,0,0,20,False,False,False,True
205,940,0,0,0,20,False,False,False,True
206,987,987,987,987,20,False,True,False,False
207,994,994,994,994,20,False,True,False,False
208,998,998,998,998,20,False,True,True,True
209,1035,1035,1035,1035,4,False,True,False,False
210,1047,1047,1047,1047,20,False,True,False,True
211,1048,0,0,0,20,False,False,False,True
212,1072,0,0,0,20,False,False,False,True
213,1073,0,0,0,20,False,False,False,True
214,1091,1091,1091,1091,20,False,True,False,False
215,1116,1116,1116,1116,20,False,True,False,False
216,1121,1121,1121,1121,20,False,True,False,False
217,1129,1129,1129,1129,20,False,True,False,False
218,1150,0,0,0,20,False,False,False,True
219,1151,1151,1151,1151,20,False,True,True,True
220,1152,1152,1152,1152,20,False,False,True,False
221,1168,0,0,0,4,False,False,False,True
222,1171,1171,1171,1171,4,False,True,False,False
223,1194,1194,1194,1194,4,False,True,False,False
224,1199,1199,1199,1199,4,False,True,False,False
225,1205,0,0,0,4,False,False,False,True
226,1242,1242,1242,1242,20,False,True,False,True
227,1243,0,0,0,20,False,False,False,True
228,1256,0,0,0,4,False,False,True,False
229,1257,0,0,0,4,False,False,True,False
230,1345,1345,1345,1345,20,False,True,False,False
231,1346,0,0,0,20,False,False,False,True
232,1347,0,0,0,20,False,False,False,True
233,1392,1392,1392,1392,20,False,True,True,True
234,1393,0,0,0,5,False,False,False,True
235,1399,1399,1399,1399,20,False,True,False,False
236,1456,1456,1456,1456,20,False,True,False,False
237,1488,1488,1488,1488,20,False,True,False,False
238,1489,0,0,0,20,False,False,False,True
239,1490,1490,1490,1490,20,False,True,True,True
240,1542,1542,1542,1542,4,False,True,False,False
241,1576,1576,1576,1576,20,False,True,False,False
242,1598,1598,1598,1598,7,False,True,False,False
243,1602,1602,1602,1602,20,False,True,False,False
244,0,0,0,0,0,False,False,False,False
245,102,0,0,0,5,False,False,False,True
246,103,0,0,0,5,False,False,False,True
247,104,0,104,0,5,False,True,False,False
248,105,0,105,0,7,False,True,False,False
249,109,0,0,0,5,False,False,False,True
250,110,0,110,0,5,False,False,False,True
251,234,234,234,234,5,False,True,True,False
252,235,0,0,0,5,False,False,False,True
253,236,236,236,236,5,False,False,True,True
254,237,0,0,0,5,False,False,True,False
255,238,0,0,0,5,False,False,True,False
256,322,322,322,322,5,False,True,False,True
257,414,0,0,0,5,False,False,True,False
258,415,0,0,0,5,False,False,True,False
259,416,0,0,0,5,False,False,True,False
260,423,423,423,423,5,False,True,False,False
261,424,0,0,0,5,False,False,False,True
262,425,0,0,0,5,False,False,True,False
263,426,0,0,0,5,False,False,False,True
264,477,477,477,477,5,False,True,False,False
265,567,567,567,567,5,False,True,False,False
266,617,617,617,617,5,False,True,False,False
267,775,775,775,775,5,False,False,False,True
268,776,776,776,776,5,False,False,False,True
269,1131,1131,1131,1131,5,False,True,False,False
270,1136,1136,1136,1136,5,False,True,False,False
271,1383,1383,1383,1383,5,False,True,False,False
272,1580,0,0,0,4,False,False,True,False
273,1581,1581,1581,1581,4,False,False,True,False
274,1582,0,0,0,4,False,False,True,False
275,31,31,31,31,6,False,True,False,False
276,43,43,43,43,6,False,True,False,False
277,56,56,56,56,6,False,True,False,True
278,57,0,0,0,6,False,False,False,True
279,71,0,0,0,6,False,False,False,True
280,72,0,0,0,6,False,False,False,True
281,97,0,0,0,14,False,False,False,True
282,113,113,113,113,6,False,True,False,False
283,138,138,138,138,20,False,True,False,False
284,149,149,149,149,6,False,True,False,False
285,164,164,164,164,6,False,False,True,False
286,165,0,0,0,6,False,False,True,False
287,174,174,174,174,6,False,True,False,False
288,195,0,0,0,6,False,False,False,True
289,202,202,202,202,6,False,True,False,False
290,203,0,0,0,6,False,False,False,True
291,226,0,0,0,6,False,False,False,True
292,227,0,0,0,6,False,False,False,True
293,325,325,325,325,6,False,True,False,False
294,396,396,396,396,6,False,True,False,False
295,399,399,399,399,6,False,True,False,False
296,487,0,0,0,6,False,False,False,True
297,488,0,0,0,6,False,False,False,True
298,535,0,0,0,6,False,False,False,True
299,536,0,0,0,6,False,False,False,True
300,546,0,0,0,6,False,False,False,True
301,547,0,0,0,6,False,False,False,True
302,557,0,0,0,6,False,False,False,True
303,558,558,558,558,7,False,True,False,False
304,571,0,0,0,14,False,False,False,True
305,636,636,636,636,7,False,True,False,False
306,659,0,0,0,6,False,False,False,True
307,660,0,0,0,6,False,False,False,True
308,707,707,707,707,6,False,True,False,True
309,731,0,0,0,6,False,False,False,True
310,732,0,0,0,6,False,False,False,True
311,740,740,740,740,6,False,True,False,True
312,741,0,0,0,6,False,False,False,True
313,777,777,777,777,6,False,True,False,False
314,781,0,0,0,6,False,False,False,True
315,782,0,0,0,6,False,False,False,True
316,806,0,0,0,6,False,False,True,False
317,807,807,807,807,6,False,False,True,False
318,808,0,0,0,6,False,False,True,False
319,928,928,928,928,6,False,True,False,False
320,934,934,934,934,6,False,True,False,False
321,941,941,941,941,6,False,True,False,False
322,985,985,985,985,15,False,True,False,True
323,1078,1078,1078,1078,6,False,True,False,True
324,1079,0,0,0,6,False,False,False,True
325,1090,1090,1090,1090,6,False,True,False,True
326,1096,0,0,0,6,False,False,False,True
327,1097,0,0,0,6,False,False,False,True
328,1144,0,0,0,6,False,False,False,True
329,1153,0,0,0,6,False,False,False,True
330,1183,1183,1183,1183,6,False,True,False,False
331,1190,1190,1190,1190,6,False,True,False,False
332,1197,0,0,0,6,False,False,False,True
333,1198,0,0,0,6,False,False,False,True
334,1238,0,0,0,6,False,False,False,True
335,1249,0,0,0,6,False,False,True,False
336,1250,0,0,0,6,False,False,True,False
337,1251,0,0,0,6,False,False,True,False
338,1287,0,0,0,6,False,False,False,True
339,1288,0,0,0,6,False,False,False,True
340,1318,1318,1318,1318,6,False,True,False,False
341,1332,1332,1332,1332,6,False,True,False,False
342,1333,0,0,0,4,False,False,False,True
343,1367,0,0,0,10,False,False,True,False
344,1379,1379,1379,1379,4,False,False,True,False
345,1380,0,0,0,4,False,False,True,False
346,1381,0,0,0,4,False,False,True,False
347,1436,0,0,0,6,False,False,False,True
348,1450,1450,1450,1450,6,False,True,False,False
349,1454,1454,1454,1454,6,False,True,False,False
350,1455,1455,1455,1455,6,False,False,False,True
351,1460,1460,1460,1460,6,False,False,True,False
352,1461,0,0,0,6,False,False,True,False
353,1462,0,0,0,6,False,False,True,False
354,1475,1475,1475,1475,4,False,True,True,True
355,1476,1476,1476,1476,4,False,False,True,True
356,1526,1526,1526,1526,7,False,True,False,True
357,1535,0,0,0,6,False,False,False,True
358,1541,0,0,0,6,False,False,False,True
359,1548,0,0,0,6,False,False,True,False
360,1549,0,0,0,6,False,False,True,False
361,1550,0,0,0,6,False,False,True,False
362,1579,1579,1579,1579,6,False,True,False,False
363,39,0,0,0,7,False,False,False,True
364,40,0,0,0,7,False,False,False,True
365,41,0,41,0,9,False,True,False,False
366,44,44,44,44,7,False,True,True,True
367,64,64,64,64,7,False,False,True,False
368,65,65,65,65,7,False,True,True,False
369,66,0,0,0,7,False,False,False,True
370,76,0,0,0,7,False,False,False,True
371,154,0,0,0,7,False,False,False,True
372,173,173,173,173,7,False,True,False,False
373,230,230,230,230,7,False,True,True,True
374,355,355,355,355,9,False,True,False,False
375,364,0,0,0,7,False,False,False,True
376,365,365,365,365,7,False,False,False,True
377,380,380,380,380,7,False,True,False,False
378,435,435,435,435,7,False,True,False,False
379,437,0,0,0,7,False,False,True,False
380,441,441,441,441,7,False,False,False,True
381,442,0,0,0,7,False,False,False,True
382,445,445,445,445,20,False,True,False,False
383,446,0,0,0,7,False,False,False,True
384,447,0,0,0,7,False,False,False,True
385,451,451,451,451,6,False,True,False,False
386,452,0,0,0,20,False,False,True,False
387,453,0,0,0,20,False,False,True,False
388,454,0,0,0,20,False,False,True,False
389,468,468,468,468,9,False,True,False,False
390,474,0,0,0,7,False,False,False,True
391,481,481,481,481,7,False,False,True,False
392,482,0,0,0,7,False,False,False,True
393,534,534,534,534,7,False,True,False,True
394,581,581,581,581,7,False,False,True,False
395,587,587,587,587,7,False,True,True,False
396,589,0,0,0,7,False,False,False,True
397,595,595,595,595,9,False,True,False,False
398,621,621,621,621,7,False,False,False,True
399,661,661,661,661,7,False,True,False,False
400,703,703,703,703,7,False,True,False,False
401,724,724,724,724,7,False,True,True,True
402,725,725,725,725,20,False,True,False,False
403,780,780,780,780,7,False,True,False,False
404,792,792,792,792,7,False,True,False,True
405,838,838,838,838,7,False,True,False,False
406,840,840,840,840,7,False,False,True,False
407,841,841,841,841,7,False,False,False,True
408,850,850,850,850,7,False,True,False,False
409,853,0,853,0,7,False,False,True,False
410,878,878,878,878,6,False,True,False,False
411,884,884,884,884,7,False,False,False,True
412,891,891,891,891,20,False,True,False,False
413,901,901,901,901,6,False,True,False,False
414,956,956,956,956,7,False,True,False,True
415,990,0,0,0,7,False,False,False,True
416,1002,1002,1002,1002,7,False,True,True,True
417,1019,1019,1019,1019,7,False,True,True,True
418,1020,0,0,0,7,True,False,False,False
419,1050,0,0,0,7,False,False,False,True
420,1076,1076,1076,1076,7,False,False,False,True
421,1082,1082,1082,1082,7,False,True,False,False
422,1143,0,0,0,7,False,False,False,True
423,1191,0,0,0,7,False,False,False,True
424,1352,1352,1352,1352,7,False,True,False,False
425,1420,1420,1420,1420,7,False,True,False,False
426,1606,0,0,0,7,False,False,True,False
427,20,0,0,0,8,True,False,False,False
428,46,0,0,0,8,True,False,False,False
429,79,0,0,0,8,True,False,False,False
430,135,0,0,0,8,False,False,False,True
431,197,197,197,197,8,False,True,False,False
432,198,0,0,0,8,False,False,False,True
433,201,0,0,0,8,False,False,False,True
434,204,0,0,0,8,False,False,False,True
435,210,0,0,0,8,False,False,False,True
436,254,0,0,0,8,False,False,False,True
437,260,0,0,0,8,False,False,False,True
438,285,0,0,0,8,False,False,False,True
439,405,405,405,405,8,False,True,False,False
440,438,0,0,0,8,False,False,True,False
441,513,0,0,0,8,False,False,False,True
442,521,521,521,521,8,False,True,False,False
443,522,0,0,0,8,False,False,False,True
444,523,0,523,0,8,False,True,False,False
445,598,0,0,0,8,False,False,False,True
446,599,599,599,599,8,False,True,False,False
447,743,743,743,743,8,False,True,True,True
448,756,0,0,0,8,False,False,False,True
449,764,0,0,0,8,False,False,True,True
450,765,0,765,0,8,False,True,False,True
451,793,0,0,0,8,True,False,False,False
452,798,0,0,0,8,True,False,False,False
453,829,829,829,829,8,False,True,False,False
454,830,0,0,0,8,False,False,False,True
455,858,0,0,0,8,False,False,False,True
456,860,860,860,860,8,False,True,False,False
457,886,0,0,0,8,False,False,False,True
458,906,906,906,906,8,False,True,True,False
459,907,0,0,0,8,False,False,False,True
460,953,0,0,0,8,False,False,False,True
461,962,0,0,0,8,True,False,False,False
462,963,0,0,0,8,True,False,False,False
463,978,0,0,0,8,False,False,False,True
464,982,0,0,0,8,False,False,False,True
465,997,0,0,0,8,False,False,False,True
466,0,0,0,0,0,False,False,False,False
467,1036,1036,1036,1036,8,False,True,True,True
468,1056,1056,1056,1056,8,False,True,False,False
469,1057,0,0,0,8,False,False,True,False
470,1058,0,0,0,8,False,False,False,True
471,1071,1071,1071,1071,8,False,True,True,True
472,1088,0,0,0,7,False,False,False,True
473,1105,0,0,0,8,False,False,False,True
474,1119,0,0,0,8,False,False,False,True
475,1193,1193,1193,1193,8,False,True,False,False
476,1209,1209,1209,1209,8,False,True,True,True
477,1237,0,0,0,8,False,False,True,True
478,1244,0,0,0,8,True,False,False,False
479,1452,0,0,0,8,False,False,False,True
480,1473,0,0,0,8,False,False,False,True
481,1629,1629,1629,1629,8,False,False,True,False
482,5,0,5,0,9,False,True,False,False
483,14,0,0,0,9,False,False,False,True
484,15,0,0,0,9,False,False,False,True
485,47,47,47,47,9,False,True,True,True
486,77,77,77,77,4,False,True,False,False
487,80,0,0,0,9,True,False,False,False
488,95,95,95,95,9,False,True,False,False
489,100,100,100,100,9,False,True,False,False
490,106,0,0,0,9,False,False,False,True
491,107,107,107,107,9,False,True,False,False
492,144,144,144,144,9,False,True,False,False
493,153,153,153,153,9,False,True,False,False
494,0,0,0,0,0,False,False,False,False
495,0,0,0,0,0,False,False,False,False
496,196,0,0,0,9,False,False,False,True
497,228,0,0,0,9,False,False,False,True
498,257,257,257,257,9,False,True,False,False
499,0,0,0,0,0,False,False,False,False
500,279,279,279,279,9,False,True,False,True
501,0,0,0,0,0,False,False,False,False
502,291,0,0,0,9,False,False,False,True
503,300,0,0,0,9,False,False,False,True
504,0,0,0,0,0,False,False,False,False
505,329,0,0,0,9,False,False,True,False
506,351,0,0,0,9,False,False,False,True
507,367,367,367,367,9,False,True,False,False
508,368,368,368,368,9,False,True,True,True
509,376,0,0,0,9,False,False,False,True
510,378,378,378,378,9,False,True,False,True
511,397,0,0,0,9,False,False,False,True
512,400,400,400,400,9,False,True,False,False
513,0,0,0,0,0,False,False,False,False
514,0,0,0,0,0,False,False,False,False
515,462,462,462,462,9,False,True,False,False
516,464,464,464,464,9,False,True,False,True
517,478,478,478,478,9,False,True,False,False
518,480,480,480,480,9,False,False,True,False
519,509,509,509,509,9,False,False,True,False
520,511,511,511,511,9,False,True,False,False
521,529,529,529,529,9,False,True,False,False
522,537,537,537,537,9,False,True,False,False
523,552,0,0,0,9,False,False,True,False
524,588,0,0,0,9,False,False,False,True
525,616,616,616,616,9,False,True,False,False
526,663,663,663,663,9,False,True,False,False
527,665,0,0,0,9,True,False,False,False
528,667,667,667,667,9,False,True,False,False
529,679,0,0,0,9,False,False,True,False
530,695,0,0,0,9,True,False,False,False
531,763,0,0,0,9,False,False,False,True
532,768,768,768,768,9,False,True,False,False
533,818,818,818,818,9,False,False,True,False
534,832,832,832,832,14,False,True,False,False
535,835,835,835,835,9,False,True,False,False
536,852,0,0,0,9,False,False,False,True
537,908,908,908,908,9,False,True,False,True
538,949,0,0,0,19,False,False,False,True
539,954,954,954,954,9,False,True,False,False
540,981,981,981,981,9,False,True,True,False
541,1063,0,0,0,9,True,False,False,False
542,1068,0,0,0,9,False,False,False,True
543,1080,0,0,0,9,False,False,False,True
544,1081,0,0,0,9,False,False,False,True
545,1083,1083,1083,1083,9,False,True,False,False
546,1084,1084,1084,1084,9,False,True,False,False
547,1087,0,0,0,9,False,False,False,True
548,1099,0,0,0,9,False,False,False,True
549,1100,1100,1100,1100,9,False,True,True,False
550,1101,1101,1101,1101,9,False,True,False,False
551,1102,0,0,0,9,False,False,False,True
552,1111,1111,1111,1111,9,False,True,False,True
553,1112,1112,1112,1112,9,False,True,False,True
554,1120,1120,1120,1120,9,False,True,True,False
555,1122,1122,1122,1122,9,False,False,False,True
556,1124,0,0,0,9,False,False,False,True
557,1125,0,0,0,9,False,False,False,True
558,1179,1179,1179,1179,9,False,True,False,False
559,1187,0,0,0,9,False,False,False,True
560,1203,1203,1203,1203,9,False,True,False,False
561,1220,0,0,0,9,False,False,False,True
562,1264,1264,1264,1264,9,False,False,True,False
563,1269,0,0,0,9,False,False,True,False
564,1270,1270,1270,1270,9,False,False,True,False
565,1291,1291,1291,1291,9,False,True,False,True
566,1292,0,0,0,9,False,False,False,True
567,1360,1360,1360,1360,9,False,True,False,False
568,1364,1364,1364,1364,9,False,True,False,False
569,1382,0,0,0,9,False,False,True,False
570,1389,1389,1389,1389,9,False,True,False,False
571,1403,1403,1403,1403,9,False,True,False,False
572,1406,1406,1406,1406,9,False,True,False,True
573,1469,1469,1469,1469,9,False,True,True,False
574,1470,1470,1470,1470,14,False,False,False,True
575,1499,1499,1499,1499,9,False,True,False,False
576,1543,1543,1543,1543,9,False,False,True,False
577,1544,0,0,0,9,False,False,False,True
578,1551,1551,1551,1551,9,False,True,False,False
579,1585,1585,1585,1585,9,False,True,False,False
580,1586,1586,1586,1586,5,False,True,False,False
581,1630,1630,1630,1630,9,False,True,True,True
582,199,0,0,0,4,False,False,False,True
583,200,0,0,0,4,False,False,False,True
584,206,206,206,206,19,False,True,False,True
585,252,0,0,0,4,False,False,False,True
586,253,0,0,0,4,False,False,False,True
587,272,272,272,272,10,False,True,False,False
588,273,273,273,273,10,False,False,False,True
589,298,298,298,298,10,False,True,False,False
590,349,349,349,349,10,False,True,False,False
591,350,0,0,0,10,False,False,False,True
592,403,403,403,403,4,False,True,False,False
593,410,410,410,410,10,False,True,True,False
594,411,0,0,0,10,False,False,False,True
595,448,448,448,448,10,False,False,False,True
596,520,520,520,520,10,False,True,False,False
597,532,532,532,532,10,False,True,False,False
598,564,564,564,564,10,False,False,True,True
599,565,565,565,565,10,False,True,False,False
600,582,0,0,0,10,True,False,False,False
601,691,691,691,691,10,False,True,False,False
602,694,0,0,0,10,False,False,True,False
603,790,790,790,790,10,False,True,False,True
604,791,791,791,791,10,False,True,False,True
605,815,815,815,815,10,False,False,True,False
606,881,881,881,881,10,False,False,False,True
607,882,882,882,882,10,False,True,False,False
608,883,0,0,0,10,False,False,False,True
609,912,912,912,912,10,False,True,True,True
610,935,0,0,0,10,False,False,False,True
611,936,936,936,936,10,False,True,False,False
612,937,0,0,0,10,False,False,False,True
613,938,0,0,0,10,False,False,False,True
614,945,945,945,945,10,False,True,True,False
615,965,0,0,0,10,False,False,True,False
616,969,0,0,0,4,False,False,False,True
617,970,0,0,0,4,False,False,False,True
618,972,972,972,972,10,False,True,False,False
619,991,991,991,991,10,False,True,False,False
620,992,992,992,992,10,False,True,False,False
621,999,999,999,999,10,False,True,False,True
622,1000,1000,1000,1000,10,False,True,False,False
623,1017,1017,1017,1017,4,False,True,False,False
624,1018,1018,1018,1018,10,False,True,True,True
625,1028,0,0,0,10,False,False,False,True
626,1029,0,0,0,10,False,False,False,True
627,1060,0,0,0,10,False,False,False,True
628,1061,0,0,0,10,False,False,False,True
629,1113,1113,1113,1113,10,False,True,False,False
630,1114,0,0,0,10,False,False,False,True
631,1159,1159,1159,1159,10,False,True,False,False
632,1200,1200,1200,1200,10,False,True,False,False
633,1253,1253,1253,1253,10,False,True,False,False
634,1254,0,0,0,10,False,False,False,True
635,1272,1272,1272,1272,10,False,True,False,False
636,1284,0,0,0,10,False,False,False,True
637,1285,0,0,0,10,False,False,False,True
638,1330,1330,1330,1330,10,False,True,True,False
639,1331,0,0,0,10,False,False,False,True
640,1341,1341,1341,1341,4,False,True,False,False
641,1361,1361,1361,1361,10,False,True,False,True
642,1363,1363,1363,1363,10,False,True,False,False
643,1373,1373,1373,1373,10,False,True,False,False
644,0,0,0,0,0,False,False,False,False
645,1390,0,1390,0,10,False,True,False,False
646,1402,1402,1402,1402,4,False,True,False,False
647,1438,1438,1438,1438,10,False,True,True,True
648,1500,0,0,0,10,False,False,False,True
649,1501,1501,1501,1501,10,False,True,False,False
650,1503,1503,1503,1503,10,False,True,False,True
651,1506,0,0,0,10,True,False,False,False
652,1512,1512,1512,1512,10,False,True,False,False
653,1513,0,0,0,10,False,False,False,True
654,1520,1520,1520,1520,10,False,True,False,False
655,1521,0,0,0,10,False,False,False,True
656,1566,0,1566,0,10,False,True,False,False
657,1567,1567,1567,1567,4,False,True,False,False
658,17,17,17,17,11,False,True,False,True
659,21,0,0,0,11,True,False,False,False
660,23,0,0,0,11,True,False,False,False
661,52,0,0,0,11,True,False,False,False
