#,Name,Image,UnlockCondition,Unknown_70_1,Unknown_70_2,Unknown3,SortKey,Component,Subtype,Unknown1,Category
92,,0,0,0,0,0,0,0,0,0,0
93,,0,0,0,0,0,0,0,0,0,0
94,,0,0,0,0,0,0,0,0,0,0
95,,0,0,0,0,0,0,0,0,0,0
96,,0,0,0,0,0,0,0,0,0,0
97,,0,0,0,0,0,0,0,0,0,0
98,,0,0,0,0,0,0,0,0,0,0
99,,0,0,0,0,0,0,0,0,0,0
100,,0,0,0,0,0,0,0,0,0,0
101,,0,0,0,0,0,0,0,0,0,0
102,,0,0,0,0,0,0,0,0,0,0
103,,0,0,0,0,0,0,0,0,0,0
104,,0,0,0,0,0,0,0,0,0,0
105,,0,0,0,0,0,0,0,0,0,0
106,,0,0,0,0,0,0,0,0,0,0
107,,0,0,0,0,0,0,0,0,0,0
108,,0,0,0,0,0,0,0,0,0,0
109,,0,0,0,0,0,0,0,0,0,0
110,,0,0,0,0,0,0,0,0,0,0
111,,0,0,0,0,0,0,0,0,0,0
112,,0,0,0,0,0,0,0,0,0,0
113,,0,0,0,0,0,0,0,0,0,0
114,,0,0,0,0,0,0,0,0,0,0
115,,0,0,0,0,0,0,0,0,0,0
116,,0,0,0,0,0,0,0,0,0,0
117,,0,0,0,0,0,0,0,0,0,0
118,,0,0,0,0,0,0,0,0,0,0
119,,0,0,0,0,0,0,0,0,0,0
120,,0,0,0,0,0,0,0,0,0,0
121,,0,0,0,0,0,0,0,0,0,0
122,,0,0,0,0,0,0,0,0,0,0
123,,0,0,0,0,0,0,0,0,0,0
124,,0,0,0,0,0,0,0,0,0,0
125,,0,0,0,0,0,0,0,0,0,0
126,,0,0,0,0,0,0,0,0,0,0
127,,0,0,0,0,0,0,0,0,0,0
128,,0,0,0,0,0,0,0,0,0,0
129,,0,0,0,0,0,0,0,0,0,0
130,,0,0,0,0,0,0,0,0,0,0
131,,0,0,0,0,0,0,0,0,0,0
132,,0,0,0,0,0,0,0,0,0,0
133,,0,0,0,0,0,0,0,0,0,0
134,,0,0,0,0,0,0,0,0,0,0
135,,0,0,0,0,0,0,0,0,0,0
136,,0,0,0,0,0,0,0,0,0,0
137,,0,0,0,0,0,0,0,0,0,0
138,,0,0,0,0,0,0,0,0,0,0
139,,0,0,0,0,0,0,0,0,0,0
140,,0,0,0,0,0,0,0,0,0,0
141,,0,0,0,0,0,0,0,0,0,0
142,,0,0,0,0,0,0,0,0,0,0
143,,0,0,0,0,0,0,0,0,0,0
144,,0,0,0,0,0,0,0,0,0,0
145,,0,0,0,0,0,0,0,0,0,0
146,,0,0,0,0,0,0,0,0,0,0
147,,0,0,0,0,0,0,0,0,0,0
148,,0,0,0,0,0,0,0,0,0,0
149,,0,0,0,0,0,0,0,0,0,0
150,,0,0,0,0,0,0,0,0,0,0
151,,0,0,0,0,0,0,0,0,0,0
152,Companion 1,197901,154,1032,1034,1036,4000,3,0,0,7
153,Companion 2,197902,155,1033,1035,1037,4001,3,0,0,7
154,Companion 1,198901,154,1032,1034,1036,4000,4,0,0,7
155,Companion 2,198902,155,1033,1035,1037,4001,4,0,0,7
156,Companion 1,199901,154,1032,1034,1036,4000,5,0,0,7
157,Companion 2,199902,155,1033,1035,1037,4001,5,0,0,7
158,Companion 1,195901,154,1032,1034,1036,4000,1,0,0,7
159,Companion 2,195902,155,1033,1035,1037,4001,1,0,0,7
160,Abîme infini de Bahamut (fatal),195701,319,0,0,0,2500,1,0,0,4
161,Abîme infini de Bahamut (fatal),197701,319,0,0,0,2500,3,0,0,4
162,Abîme infini de Bahamut (fatal),198701,319,0,0,0,2500,4,0,0,4
163,Abîme infini de Bahamut (fatal),199701,319,0,0,0,2500,5,0,0,4
164,Fantasmagorie d'Ultima (fatal),195702,320,0,0,0,2501,1,0,0,4
165,Fantasmagorie d'Ultima (fatal),197702,320,0,0,0,2501,3,0,0,4
166,Fantasmagorie d'Ultima (fatal),198702,320,0,0,0,2501,4,0,0,4
167,Fantasmagorie d'Ultima (fatal),199702,320,0,0,0,2501,5,0,0,4
168,Odyssée d'Alexander (fatal),195703,321,0,0,0,2502,1,0,0,4
169,Odyssée d'Alexander (fatal),197703,321,0,0,0,2502,3,0,0,4
170,Odyssée d'Alexander (fatal),198703,321,0,0,0,2502,4,0,0,4
171,Odyssée d'Alexander (fatal),199703,321,0,0,0,2502,5,0,0,4
172,Guerre du chant des dragons (fatal),195704,322,0,0,0,2503,1,0,0,4
173,Guerre du chant des dragons (fatal),197704,322,0,0,0,2503,3,0,0,4
174,Guerre du chant des dragons (fatal),198704,322,0,0,0,2503,4,0,0,4
175,Guerre du chant des dragons (fatal),199704,322,0,0,0,2503,5,0,0,4
176,Donjon à embranchements : Les canalisations sildiennes,194701,343,0,0,0,2402,2,0,0,4
177,Donjon à embranchements : Les canalisations sildiennes,197705,343,0,0,0,2402,3,0,0,4
178,,0,0,0,0,0,0,0,0,0,0
179,Quêtes des Omicrons,199966,344,0,0,0,2315,5,0,0,3
180,Salon de thé,194012,1,0,0,0,11,2,0,0,1
181,Échiquier,194013,1,0,0,0,12,2,0,0,1
182,Étincelles,194014,1,0,0,0,13,2,0,0,1
183,Rayures verticales,194015,1,0,0,0,14,2,0,0,1
184,Lignes horizontales,194016,1,0,0,0,15,2,0,0,1
185,Cœurs,194017,1,0,0,0,16,2,0,0,1
186,Chevrons horizontaux,194018,1,0,0,0,17,2,0,0,1
187,Feuilles de chanvre,194019,1,0,0,0,18,2,0,0,1
188,Carreaux,194020,1,0,0,0,19,2,0,0,1
189,Cristaux,194021,1,0,0,0,20,2,0,0,1
190,Style oriental,195012,1,0,0,0,11,1,0,0,1
191,Zigzags,198012,1,0,0,0,11,4,0,0,1
192,Rubans décoratifs à tons chauds,198013,1,0,0,0,12,4,0,0,1
193,Rubans décoratifs à tons froids,198014,1,0,0,0,13,4,0,0,1
194,Salon de thé,199012,1,0,0,0,11,5,0,0,1
195,Médiators,199013,347,0,0,0,13,5,0,0,7
196,Violon,199014,347,0,0,0,12,5,0,0,7
197,Pantin P001,234401,348,0,0,0,5600,5,1,0,6
198,Bébé chocobo,234402,349,0,0,0,5000,5,1,0,6
199,Bombino,234403,350,0,0,0,5050,5,1,0,6
200,Bébéhémoth,234405,351,608,0,793,5051,5,1,0,6
201,Bulbe de morbol,234412,352,0,0,0,5052,5,1,0,6
202,Lapin mutin,234424,353,0,0,0,5063,5,1,0,6
203,Mini-pampa,234429,354,0,0,0,5064,5,1,0,6
204,Coquépique,234430,355,0,0,0,5065,5,1,0,6
205,Goobbue goulu,234436,356,0,0,0,5077,5,1,0,6
206,Bloc démonique,234439,357,0,0,0,5079,5,1,0,6
207,Curseur flottant,234444,358,609,0,0,5656,5,1,0,6
208,Qiqirn mécanique,234446,359,0,0,0,5350,5,1,0,6
209,Bébé chacal,234450,360,0,0,0,5066,5,1,0,6
210,Joli coeurl,234452,361,0,0,0,5057,5,1,0,6
211,Tomberry mécanique,234453,362,0,0,0,5060,5,1,0,6
212,Balai enchanté,234471,363,0,0,0,5659,5,1,0,6
213,Poupée mog,234472,364,610,0,795,5002,5,1,0,6
214,Écureuil grignoteur,234487,365,0,0,0,5201,5,1,0,6
215,Gros minou,234507,366,0,0,0,5202,5,1,0,6
216,Petit kappa,234511,367,0,0,0,5750,5,1,0,6
217,Sphère de guidage,234542,368,0,0,0,5650,5,1,0,6
218,Petiot païssa,234558,369,0,0,0,5092,5,1,0,6
219,Pon-korpokkur,234566,370,0,0,0,5094,5,1,0,6
220,Loutre choute,234641,371,0,0,0,5251,5,1,0,6
221,Namazu mécanique,234653,372,0,0,0,5351,5,1,0,6
222,Khloe miniature,234660,373,0,0,0,5542,5,1,0,6
223,Mame shiba,234667,374,0,0,0,5210,5,1,0,6
224,Serpent marin de Ronka ?,234737,375,0,0,0,5217,5,1,0,6
225,Castor géant,234742,376,0,0,0,5353,5,1,0,6
226,Requin commandeur,234775,377,0,0,0,5258,5,1,0,6
227,Poupée Cait Sith,234404,378,611,0,796,5602,5,1,0,6
228,Oiseau bleu,234416,379,0,0,0,5300,5,1,0,6
229,Dodu dodo,234432,380,0,0,0,5067,5,1,0,6
230,Apkallu nain,234435,381,0,0,0,5076,5,1,0,6
231,Belin bêlant,234441,382,0,0,0,5080,5,1,0,6
232,Mini-mini-mandragore,234442,383,0,0,0,5068,5,1,0,6
233,Perroquet taciturne,234462,384,0,0,0,5083,5,1,0,6
234,Poupée succube,234475,385,0,0,0,5085,5,1,0,6
235,Pantin Gilgamesh,234476,386,612,624,0,5570,5,1,0,6
236,Prince oignon,234477,387,0,0,0,5069,5,1,0,6
237,Chevalier aubergine,234478,388,0,0,0,5070,5,1,0,6
238,Baron ail,234479,389,0,0,0,5071,5,1,0,6
239,Roi tomate,234480,390,0,0,0,5072,5,1,0,6
240,Reine mandragore,234481,391,0,0,0,5073,5,1,0,6
241,Orthros articulé,234504,392,0,0,0,5572,5,1,0,6
242,Enkidu,234521,393,0,0,0,5571,5,1,0,6
243,Atomos atrophié,234529,394,0,0,0,5089,5,1,0,6
244,Gaélichaton,234532,395,0,0,0,5090,5,1,0,6
245,Petit panda roux,234534,396,0,0,0,5204,5,1,0,6
246,Manchot prince,234564,397,0,0,0,5304,5,1,0,6
247,Porcelet promeneur,234600,398,0,0,0,5751,5,1,0,6
248,Marcassin,234616,399,0,0,0,5101,5,1,0,6
249,Moineau voyageur,234647,400,0,0,0,5305,5,1,0,6
250,Chimère mécanique,234655,401,0,0,0,5605,5,1,0,6
251,Ko-yukinko,234719,402,0,0,0,5104,5,1,0,6
252,Bébé renard,234642,403,0,0,0,5207,5,1,0,6
253,Bec-en-sabot,234749,404,0,0,0,5306,5,1,0,6
254,Bout-de-cochon,234753,405,0,0,0,5106,5,1,0,6
255,Renard des sables,234787,406,0,0,0,5221,5,1,0,6
256,Momo Ramora,234796,407,0,0,0,5260,5,1,0,6
257,Quêtes des Pixies,199962,429,0,0,0,2311,5,0,0,3
258,Quêtes des Qitari,199963,430,0,0,0,2312,5,0,0,3
259,Quêtes des Nains,199964,431,0,0,0,2313,5,0,0,3
260,Quêtes des Arkasodaras,199965,432,0,0,0,2314,5,0,0,3
261,Quêtes des Loporrites,199967,433,0,0,0,2316,5,0,0,3
262,Protocole Oméga (fatal),195705,434,0,0,0,2504,1,0,0,4
263,Protocole Oméga (fatal),197706,434,0,0,0,2504,3,0,0,4
264,Protocole Oméga (fatal),198705,434,0,0,0,2504,4,0,0,4
265,Protocole Oméga (fatal),199705,434,0,0,0,2504,5,0,0,4
266,Bébé chocobo grassouillet,234506,435,0,0,0,5001,5,1,0,6
267,Mini-gluant,234451,436,0,0,0,5081,5,1,0,6
268,Bébé opo-opo,234470,437,0,0,0,5084,5,1,0,6
269,Petit yéti,234508,438,0,0,0,5087,5,1,0,6
270,Poussin oculus,234563,439,0,0,0,5093,5,1,0,6
271,Morpho,234579,440,0,0,0,5095,5,1,0,6
272,Poro Roggo,234580,441,0,0,0,5096,5,1,0,6
273,Drippy,234805,442,0,0,0,5108,5,1,0,6
274,Bunbuku,234646,443,0,0,0,5209,5,1,0,6
275,Hérisson mignon,234730,444,0,0,0,5215,5,1,0,6
276,Momonga,234862,445,0,0,0,5229,5,1,0,6
277,Ghido,234658,446,0,0,0,5252,5,1,0,6
278,Bébé phoque,234672,447,0,0,0,5253,5,1,0,6
279,Axolotl,234673,448,0,0,0,5254,5,1,0,6
280,Ornithorynque nain,234740,449,0,0,0,5256,5,1,0,6
281,Vilain petit canard,234531,450,0,0,0,5302,5,1,0,6
282,Bébé Byakko,234684,451,0,0,0,5463,5,1,0,6
283,Paonne vermillon,234703,452,0,0,0,5464,5,1,0,6
284,Dragonnet azur,234727,453,0,0,0,5466,5,1,0,6
285,Y'shtola miniature,234500,454,0,0,0,5500,5,1,0,6
286,Minfilia miniature,234488,455,0,0,0,5503,5,1,0,6
287,Thancred miniature,234489,456,0,0,0,5504,5,1,0,6
288,Yda miniature,234501,457,0,0,0,5506,5,1,0,6
289,Papalymo miniature,234502,458,0,0,0,5508,5,1,0,6
290,Urianger miniature,234503,459,0,0,0,5509,5,1,0,6
291,Alphinaud miniature,234519,460,0,0,0,5513,5,1,0,6
292,Alisaie miniature,234520,461,0,0,0,5514,5,1,0,6
293,Tataru miniature,234526,462,0,0,0,5516,5,1,0,6
294,Cid miniature,234527,463,0,0,0,5518,5,1,0,6
295,Madmiaouselle,234856,464,0,0,0,5608,5,1,0,6
296,Eurêka Orthos,197711,465,0,0,0,2358,3,0,0,4
297,Enaretos,197712,466,0,0,0,2359,3,0,0,4
298,Conte des quatre animaux sacrés,198706,467,0,0,0,2251,4,0,0,3
299,Félicité insulaire 1,198707,468,0,0,0,2340,4,0,0,8
300,Félicité insulaire 2,198708,469,0,0,0,2341,4,0,0,8
301,Félicité insulaire 1,199706,468,0,0,0,2340,5,0,0,8
302,Félicité insulaire 2,199707,469,0,0,0,2341,5,0,0,8
303,Silkie-éponge,234863,472,0,0,0,5114,5,1,0,6
304,Chihuaouaf,234848,473,0,0,0,5230,5,1,0,6
305,Gaélichat emmitouflé,234784,474,0,0,0,5091,5,1,0,6
306,Ourson de Nanakko,234485,475,0,0,0,5200,5,1,0,6
307,Kuro shiba,234733,476,0,0,0,5211,5,1,0,6
308,Bébé koala,234671,477,0,0,0,5212,5,1,0,6
309,Bébé cabiaï,234716,478,0,0,0,5214,5,1,0,6
310,Drapo,234822,479,0,0,0,5223,5,1,0,6
311,Corgi,234867,480,0,0,0,5231,5,1,0,6
312,Mésange à longue queue,234771,481,0,0,0,5307,5,1,0,6
313,Glaneur vert,234838,482,0,0,0,5113,5,1,0,6
314,Arkasodara miniature,234844,483,0,0,0,5401,5,1,0,6
315,Grébuloff miniature,234839,484,0,0,0,5354,5,1,0,6
316,Findingway,234872,485,0,0,0,5355,5,1,0,6
317,Omicron Optimus,234825,486,0,0,0,5652,5,1,0,6
318,Oméga-M miniature,234744,487,0,0,0,5151,5,1,0,6
319,Oméga-F miniature,234745,488,0,0,0,5152,5,1,0,6
320,Mini-Oméga,234705,489,0,0,0,5150,5,1,0,6
321,Alpha mécanique,234704,490,0,0,0,5577,5,1,0,6
322,Krile miniature,234605,491,0,0,0,5519,5,1,0,6
323,Moenbryda miniature,234624,492,0,0,0,5521,5,1,0,6
324,Hildibrand miniature,234515,493,0,0,0,5522,5,1,0,6
325,Nanamo miniature,234499,494,613,625,0,5528,5,1,0,6
326,Haurchefant miniature,234568,495,0,0,0,5532,5,1,0,6
327,Aymeric miniature,234606,496,0,0,0,5534,5,1,0,6
328,Estinien miniature,234628,497,0,0,0,5536,5,1,0,6
329,Nero tol Scaeva miniature,234575,498,0,0,0,5533,5,1,0,6
330,Raubahn miniature,234555,499,614,621,0,5526,5,1,0,6
331,Kan-E miniature,234553,500,615,622,0,5525,5,1,0,6
332,Merlwyb miniature,234554,501,616,623,0,5524,5,1,0,6
333,Quêtes des Kojin,199960,524,0,0,0,2308,5,0,0,3
334,Quêtes des Anantas,199959,525,0,0,0,2309,5,0,0,3
335,Quêtes des Namazu,199961,526,0,0,0,2310,5,0,0,3
336,La fin d'une ère,197713,527,0,0,0,2250,3,0,0,3
337,La fin d'une ère,198709,527,0,0,0,2250,4,0,0,3
338,La fin d'une ère,199708,527,0,0,0,2250,5,0,0,3
339,10e anniversaire,198710,523,0,0,0,3950,4,0,0,7
340,10e anniversaire,199709,523,0,0,0,3950,5,0,0,7
341,Donjon à embranchements : Le mont Rokkon,194702,528,0,0,0,2403,2,0,0,4
342,Donjon à embranchements : Le mont Rokkon,197714,528,0,0,0,2403,3,0,0,4
343,Grand pêcheur,195706,529,0,0,0,2346,1,0,0,8
344,Grand pêcheur,197715,529,0,0,0,2345,3,0,0,8
345,Grand pêcheur,198711,529,0,0,0,2346,4,0,0,8
346,Grand pêcheur,199710,529,0,0,0,2345,5,0,0,8
347,Pêcheur de légendes,195707,530,0,0,0,2347,1,0,0,8
348,Pêcheur de légendes,197716,530,0,0,0,2346,3,0,0,8
349,Pêcheur de légendes,198712,530,0,0,0,2347,4,0,0,8
350,Pêcheur de légendes,199711,530,0,0,0,2346,5,0,0,8
351,Tuiles essentielles,195708,531,0,0,0,2350,1,0,0,8
352,Tuiles essentielles,198713,531,0,0,0,2350,4,0,0,8
353,Tuiles essentielles,199712,531,0,0,0,2350,5,0,0,8
354,La fin d'une ère,195709,527,0,0,0,2250,1,0,0,3
355,Soldate pachypodium,234873,534,0,0,0,5074,5,1,0,6
356,Shiromaru,234886,535,0,0,0,5233,5,1,0,6
357,Kuromaru,234890,536,0,0,0,5234,5,1,0,6
358,Mini-moai,234678,537,0,0,0,5662,5,1,0,6
359,Azeyma miniature,234851,538,0,0,0,5158,5,1,0,6
360,Halone miniature,234874,539,0,0,0,5159,5,1,0,6
361,Oschon miniature,234894,540,0,0,0,5160,5,1,0,6
362,Golem graveleux,234419,541,0,0,0,5059,5,1,0,6
363,Mini-momie,234509,542,0,0,0,5088,5,1,0,6
364,Bébé Fenrir,234582,543,0,0,0,5097,5,1,0,6
365,Mini-Leannan Sith,234761,544,0,0,0,5107,5,1,0,6
366,Lapin nain,234609,545,0,0,0,5206,5,1,0,6
367,Suricate,234756,546,0,0,0,5220,5,1,0,6
368,Fretin assassin,234510,547,0,0,0,5250,5,1,0,6
369,Bébé hibou,234530,548,0,0,0,5301,5,1,0,6
370,Buse chasseuse,234562,549,0,0,0,5303,5,1,0,6
371,Fou à pattes bleues,234853,550,0,0,0,5309,5,1,0,6
372,Nouvelle Y'shtola miniature,234596,551,0,0,0,5501,5,1,0,6
373,Nouveau Thancred miniature,234617,552,0,0,0,5505,5,1,0,6
374,Louisoix miniature,234512,553,0,0,0,5511,5,1,0,6
375,Nouvelle Alisaie miniature,234618,554,0,0,0,5515,5,1,0,6
376,Godbert miniature,234876,555,0,0,0,5523,5,1,0,6
377,Ysayle miniature,234538,556,617,0,802,5529,5,1,0,6
378,Yugiri miniature,234543,557,618,0,803,5530,5,1,0,6
379,Edda miniature,234619,558,0,0,0,5535,5,1,0,6
380,Zhloe miniature,234698,559,0,0,0,5541,5,1,0,6
381,G'raha Tia miniature,234706,560,0,0,0,5548,5,1,0,6
382,Midgardsormr,234518,561,0,0,0,5573,5,1,0,6
383,Hraesvelgr miniature,234629,562,619,626,804,5574,5,1,0,6
384,Nidhogg miniature,234633,563,620,0,805,5575,5,1,0,6
385,Haricot rose,234899,564,0,0,0,5800,5,1,0,6
386,Pegwin,234900,565,0,0,0,5801,5,1,0,6
387,Talgor louveteau,234898,566,0,0,0,5701,5,1,0,6
388,Quêtes des Vanu Vanu,199956,567,0,0,0,2305,5,0,0,3
389,Quêtes des Gnathes,199957,568,0,0,0,2306,5,0,0,3
390,Quêtes des Mogs,199958,569,0,0,0,2307,5,0,0,3
391,Le Mythe éorzéen,197720,572,0,0,0,2252,3,0,0,3
392,Le Mythe éorzéen,198717,572,0,0,0,2252,4,0,0,3
393,Le Mythe éorzéen,199715,572,0,0,0,2252,5,0,0,3
394,La Tarufacture de Tataru,197719,573,0,0,0,2242,3,0,0,3
395,La Tarufacture de Tataru,198716,573,0,0,0,2242,4,0,0,3
396,Donjon à embranchements : L'île d'Aloalo,194703,574,0,0,0,2404,2,0,0,4
397,Donjon à embranchements : L'île d'Aloalo,197721,574,0,0,0,2404,3,0,0,4
398,Aventures imaginaires de Khloe,195710,570,0,0,0,2351,1,0,0,8
399,Aventures imaginaires de Khloe,197717,570,0,0,0,2351,3,0,0,8
400,Aventures imaginaires de Khloe,198714,570,0,0,0,2351,4,0,0,8
401,Aventures imaginaires de Khloe,199713,570,0,0,0,2351,5,0,0,8
402,Touché-tourné,195711,571,0,0,0,2352,1,0,0,8
403,Touché-tourné,197718,571,0,0,0,2352,3,0,0,8
404,Touché-tourné,198715,571,0,0,0,2352,4,0,0,8
405,Touché-tourné,199714,571,0,0,0,2352,5,0,0,8
406,Blunderville 1,195712,575,0,0,0,3951,1,0,0,7
407,Blunderville 2,195713,576,0,0,0,3952,1,0,0,7
408,Blunderville 3,195714,577,0,0,0,3953,1,0,0,7
409,Yo-kai Watch,195715,607,0,0,0,3954,1,0,0,7
410,Yo-kai Watch,198718,607,0,0,0,3954,4,0,0,7
411,Yo-kai Watch,199716,607,0,0,0,3954,5,0,0,7
412,Repulu,234906,643,0,0,0,5216,5,1,0,6
413,Uolosapa,234891,644,0,0,0,5311,5,1,0,6
414,Larve de coblyn,234433,645,0,0,0,5075,5,1,0,6
415,Rocher de Cydonia,234895,646,0,0,0,5667,5,1,0,6
416,Koyo K miniature,234854,647,0,0,0,5700,5,1,0,6
417,Macareux,234878,648,0,0,0,5310,5,1,0,6
418,Chimpanzé,234883,649,0,0,0,5232,5,1,0,6
419,Lyse miniature,234648,658,0,0,0,5507,5,1,0,6
420,Hien miniature,234664,659,0,0,0,5540,5,1,0,6
421,Yugiri miniature revisitée,234649,660,0,0,0,5531,5,1,0,6
422,Gosetsu miniature,234650,661,0,0,0,5538,5,1,0,6
423,Yotsuyu miniature,234651,662,708,714,806,5539,5,1,0,6
424,Grynewaht miniature,234652,663,0,0,0,5546,5,1,0,6
425,Nouveau Raubahn miniature,234676,664,0,0,0,5527,5,1,0,6
426,Magnai miniature,234682,665,0,0,0,5544,5,1,0,6
427,Cirina miniature,234697,666,0,0,0,5543,5,1,0,6
428,Sadu miniature,234696,667,0,0,0,5545,5,1,0,6
429,Nouvelle Tataru miniature,234720,668,709,715,807,5517,5,1,0,6
430,Suzaku mécanique,234743,669,710,716,808,5465,5,1,0,6
431,Y'shtola miniature (premier reflet),234731,670,0,0,0,5502,5,1,0,6
432,Nouvel Urianger miniature,234829,671,0,0,0,5510,5,1,0,6
433,Nouvel Estinien miniature,234760,672,0,0,0,5537,5,1,0,6
434,Lyna miniature,234816,673,711,717,809,5555,5,1,0,6
435,Runar miniature,234817,674,712,718,810,5556,5,1,0,6
436,Dulia-Chai miniature,234776,675,713,719,811,5550,5,1,0,6
437,Ryne miniature,234732,676,0,0,0,5549,5,1,0,6
438,Gaïa miniature,234798,677,0,0,0,5553,5,1,0,6
439,Mystel miniature,234781,678,0,0,0,5551,5,1,0,6
440,Ardbert miniature,234782,679,0,0,0,5552,5,1,0,6
