#,Item,QuestRequired[0],QuestRequired[1],AchievementRequired,StateRequired,Patch,Unknown_70_1,Unknown_70_2,Unknown1,IsHQ
262174.29,4783,0,0,0,100,0,0,0,0,False
262174.30,4781,0,0,0,100,0,0,0,0,False
262174.31,4782,0,0,0,100,0,0,0,0,False
262174.32,4772,0,0,0,100,0,0,0,0,False
262174.33,4751,0,0,0,100,0,0,0,0,False
262174.34,5590,0,0,0,100,0,0,0,0,False
262175.0,5062,0,0,0,100,0,0,0,0,False
262175.1,5056,0,0,0,100,0,0,0,0,False
262175.2,5091,0,0,0,100,0,0,0,0,False
262175.3,5341,0,0,0,100,0,0,0,0,False
262175.4,5342,0,0,0,100,0,0,0,0,False
262175.5,5343,0,0,0,100,0,0,0,0,False
262175.6,5351,0,0,0,100,0,0,0,0,False
262175.7,5275,0,0,0,100,0,0,0,0,False
262175.8,5276,0,0,0,100,0,0,0,0,False
262175.9,5318,0,0,0,100,0,0,0,0,False
262175.10,5319,0,0,0,100,0,0,0,0,False
262175.11,5540,0,0,0,100,0,0,0,0,False
262176.0,5106,0,0,0,100,0,0,0,0,False
262176.1,5110,0,0,0,100,0,0,0,0,False
262176.2,5228,0,0,0,100,0,0,0,0,False
262176.3,5128,0,0,0,100,0,0,0,0,False
262176.4,5131,0,0,0,100,0,0,0,0,False
262176.5,5129,0,0,0,100,0,0,0,0,False
262176.6,5132,0,0,0,100,0,0,0,0,False
262176.7,5130,0,0,0,100,0,0,0,0,False
262176.8,5133,0,0,0,100,0,0,0,0,False
262176.9,5197,0,0,0,100,0,0,0,0,False
262176.10,5056,0,0,0,100,0,0,0,0,False
262176.11,5275,0,0,0,100,0,0,0,0,False
262176.12,5276,0,0,0,100,0,0,0,0,False
262176.13,5318,0,0,0,100,0,0,0,0,False
262176.14,5433,0,0,0,100,0,0,0,0,False
262176.15,5432,0,0,0,100,0,0,0,0,False
262176.16,5434,0,0,0,100,0,0,0,0,False
262176.17,5442,0,0,0,100,0,0,0,0,False
262176.18,5512,0,0,0,100,0,0,0,0,False
262177.0,5380,0,0,0,100,0,0,0,0,False
262177.1,5383,0,0,0,100,0,0,0,0,False
262177.2,5361,0,0,0,100,0,0,0,0,False
262177.3,5364,0,0,0,100,0,0,0,0,False
262177.4,5396,0,0,0,100,0,0,0,0,False
262177.5,5268,0,0,0,100,0,0,0,0,False
262177.6,5269,0,0,0,100,0,0,0,0,False
262177.7,5333,0,0,0,100,0,0,0,0,False
262177.8,5334,0,0,0,100,0,0,0,0,False
262177.9,5291,0,0,0,100,0,0,0,0,False
262177.10,5275,0,0,0,100,0,0,0,0,False
262177.11,5276,0,0,0,100,0,0,0,0,False
262177.12,5432,0,0,0,100,0,0,0,0,False
262177.13,5442,0,0,0,100,0,0,0,0,False
262177.14,5518,0,0,0,100,0,0,0,0,False
262177.15,5519,0,0,0,100,0,0,0,0,False
262177.16,5516,0,0,0,100,0,0,0,0,False
262177.17,5560,0,0,0,100,0,0,0,0,False
262177.18,5509,0,0,0,100,0,0,0,0,False
262177.19,5492,0,0,0,100,0,0,0,0,False
262177.20,5538,0,0,0,100,0,0,0,0,False
262177.21,5534,0,0,0,100,0,0,0,0,False
262177.22,5548,0,0,0,100,0,0,0,0,False
262177.23,5488,0,0,0,100,0,0,0,0,False
262177.24,5495,0,0,0,100,0,0,0,0,False
262177.25,5557,0,0,0,100,0,0,0,0,False
262177.26,5552,0,0,0,100,0,0,0,0,False
262177.27,4831,0,0,0,100,0,0,0,0,False
262177.28,4794,0,0,0,100,0,0,0,0,False
262177.29,4795,0,0,0,100,0,0,0,0,False
262177.30,4876,0,0,0,100,0,0,0,0,False
262177.31,5513,0,0,0,100,0,0,0,0,False
262178.0,4551,0,0,0,100,0,0,0,0,False
262179.0,4551,0,0,0,100,0,0,0,0,False
262180.0,4551,0,0,0,100,0,0,0,0,False
262180.1,4552,0,0,0,100,0,0,0,0,False
262180.2,4555,0,0,0,100,0,0,0,0,False
262180.3,4556,0,0,0,100,0,0,0,0,False
262180.4,4594,0,0,0,100,0,0,0,0,False
262180.5,4595,0,0,0,100,0,0,0,0,False
262180.6,4596,0,0,0,100,0,0,0,0,False
262180.7,4597,0,0,0,100,0,0,0,0,False
262180.8,4598,0,0,0,100,0,0,0,0,False
262180.9,4565,0,0,0,100,0,0,0,0,False
262180.10,4564,0,0,0,100,0,0,0,0,False
262180.11,4566,0,0,0,100,0,0,0,0,False
262180.12,4568,0,0,0,100,0,0,0,0,False
262180.13,4570,0,0,0,100,730,0,0,0,False
262181.0,5594,0,0,0,100,0,0,0,0,False
262181.1,5595,0,0,0,100,0,0,0,0,False
262181.2,5596,0,0,0,100,0,0,0,0,False
262181.3,5597,0,0,0,100,0,0,0,0,False
262181.4,5598,0,0,0,100,0,0,0,0,False
262181.5,10386,0,0,0,100,0,0,0,0,False
262181.6,5728,0,0,0,100,0,0,0,0,False
262181.7,5762,0,0,0,100,0,0,0,0,False
262181.8,5769,0,0,0,100,0,0,0,0,False
262181.9,5771,0,0,0,100,0,0,0,0,False
262181.10,5774,0,0,0,100,0,0,0,0,False
262181.11,5730,0,0,0,100,0,0,0,0,False
262181.12,5731,0,0,0,100,0,0,0,0,False
262181.13,5806,0,0,0,100,0,0,0,0,False
262181.14,5746,0,0,0,100,0,0,0,0,False
262181.15,5752,0,0,0,100,0,0,0,0,False
262181.16,5756,0,0,0,100,0,0,0,0,False
262181.17,5760,0,0,0,100,0,0,0,0,False
262181.18,5788,0,0,0,100,0,0,0,0,False
262181.19,5789,0,0,0,100,0,0,0,0,False
262181.20,5794,0,0,0,100,0,0,0,0,False
262181.21,5735,0,0,0,100,0,0,0,0,False
262181.22,5742,0,0,0,100,0,0,0,0,False
262181.23,5743,0,0,0,100,0,0,0,0,False
262181.24,5764,0,0,0,100,0,0,0,0,False
262181.25,5768,0,0,0,100,0,0,0,0,False
262181.26,5776,0,0,0,100,0,0,0,0,False
262181.27,5783,0,0,0,100,0,0,0,0,False
262181.28,5732,0,0,0,100,0,0,0,0,False
262181.29,5733,0,0,0,100,0,0,0,0,False
262181.30,5809,0,0,0,100,0,0,0,0,False
262181.31,5745,0,0,0,100,0,0,0,0,False
262181.32,5747,0,0,0,100,0,0,0,0,False
262181.33,5748,0,0,0,100,0,0,0,0,False
262181.34,5757,0,0,0,100,0,0,0,0,False
262181.35,5796,0,0,0,100,0,0,0,0,False
262181.36,5802,0,0,0,100,0,0,0,0,False
262181.37,5737,0,0,0,100,0,0,0,0,False
262181.38,5739,0,0,0,100,0,0,0,0,False
262181.39,17837,0,0,0,100,0,0,0,0,False
262181.40,33916,0,0,0,100,600,0,0,0,False
262182.0,5380,0,0,0,100,0,0,0,0,False
262182.1,5361,0,0,0,100,0,0,0,0,False
262182.2,5107,0,0,0,100,0,0,0,0,False
262182.3,5106,0,0,0,100,0,0,0,0,False
262182.4,5228,0,0,0,100,0,0,0,0,False
262182.5,5197,0,0,0,100,0,0,0,0,False
262182.6,5062,0,0,0,100,0,0,0,0,False
262182.7,5056,0,0,0,100,0,0,0,0,False
262182.8,5091,0,0,0,100,0,0,0,0,False
262182.9,5341,0,0,0,100,0,0,0,0,False
262182.10,5333,0,0,0,100,0,0,0,0,False
262182.11,5324,0,0,0,100,0,0,0,0,False
262182.12,5351,0,0,0,100,0,0,0,0,False
262182.13,5291,0,0,0,100,0,0,0,0,False
262182.14,5275,0,0,0,100,0,0,0,0,False
262182.15,5318,0,0,0,100,0,0,0,0,False
262182.16,5433,0,0,0,100,0,0,0,0,False
262182.17,5432,0,0,0,100,0,0,0,0,False
262182.18,5470,0,0,0,100,0,0,0,0,False
262182.19,5482,0,0,0,100,0,0,0,0,False
262182.20,5503,0,0,0,100,0,0,0,0,False
262182.21,5498,0,0,0,100,0,0,0,0,False
262182.22,5518,0,0,0,100,0,0,0,0,False
262182.23,5487,0,0,0,100,0,0,0,0,False
262182.24,5519,0,0,0,100,0,0,0,0,False
262182.25,5510,0,0,0,100,0,0,0,0,False
262182.26,5489,0,0,0,100,0,0,0,0,False
262182.27,5516,0,0,0,100,0,0,0,0,False
262182.28,4828,0,0,0,100,0,0,0,0,False
262182.29,4862,0,0,0,100,0,0,0,0,False
262182.30,4808,0,0,0,100,0,0,0,0,False
262182.31,4764,0,0,0,100,0,0,0,0,False
262182.32,4794,0,0,0,100,0,0,0,0,False
262182.33,4850,0,0,0,100,0,0,0,0,False
262182.34,4753,0,0,0,100,0,0,0,0,False
262182.35,4752,0,0,0,100,0,0,0,0,False
262182.36,4772,0,0,0,100,0,0,0,0,False
262182.37,4751,0,0,0,100,0,0,0,0,False
262182.38,5998,0,0,0,100,0,0,0,0,False
262183.0,4551,0,0,0,100,0,0,0,0,False
262184.0,4551,0,0,0,100,0,0,0,0,False
262185.0,4745,0,0,0,100,0,0,0,0,False
262185.1,4658,0,0,0,100,0,0,0,0,False
262185.2,4650,0,0,0,100,0,0,0,0,False
262185.3,4696,0,0,0,100,0,0,0,0,False
262185.4,4728,0,0,0,100,0,0,0,0,False
262185.5,4639,0,0,0,100,0,0,0,0,False
262185.6,4689,0,0,0,100,0,0,0,0,False
262185.7,4726,0,0,0,100,0,0,0,0,False
262185.8,4666,0,0,0,100,0,0,0,0,False
262185.9,4716,0,0,0,100,0,0,0,0,False
262185.10,4708,0,0,0,100,0,0,0,0,False
262185.11,4673,0,0,0,100,0,0,0,0,False
262185.12,4674,0,0,0,100,0,0,0,0,False
262186.0,4551,0,0,0,100,0,0,0,0,False
262187.0,4551,0,0,0,100,0,0,0,0,False
262188.0,4551,0,0,0,100,0,0,0,0,False
262189.0,4551,0,0,0,100,0,0,0,0,False
262190.0,4551,0,0,0,100,0,0,0,0,False
262190.1,4552,0,0,0,100,0,0,0,0,False
262190.2,4555,0,0,0,100,0,0,0,0,False
262190.3,4556,0,0,0,100,0,0,0,0,False
262190.4,4594,0,0,0,100,0,0,0,0,False
262190.5,4595,0,0,0,100,0,0,0,0,False
262190.6,4596,0,0,0,100,0,0,0,0,False
262190.7,4597,0,0,0,100,0,0,0,0,False
262190.8,4598,0,0,0,100,0,0,0,0,False
262190.9,4565,0,0,0,100,0,0,0,0,False
262190.10,4564,0,0,0,100,0,0,0,0,False
262190.11,4566,0,0,0,100,0,0,0,0,False
262190.12,4568,0,0,0,100,0,0,0,0,False
262190.13,4570,0,0,0,100,730,0,0,0,False
262191.0,5594,0,0,0,100,0,0,0,0,False
262191.1,5595,0,0,0,100,0,0,0,0,False
262191.2,5596,0,0,0,100,0,0,0,0,False
262191.3,5597,0,0,0,100,0,0,0,0,False
262191.4,5598,0,0,0,100,0,0,0,0,False
262191.5,10386,0,0,0,100,0,0,0,0,False
262191.6,5728,0,0,0,100,0,0,0,0,False
262191.7,5762,0,0,0,100,0,0,0,0,False
262191.8,5769,0,0,0,100,0,0,0,0,False
262191.9,5771,0,0,0,100,0,0,0,0,False
262191.10,5774,0,0,0,100,0,0,0,0,False
262191.11,5730,0,0,0,100,0,0,0,0,False
262191.12,5731,0,0,0,100,0,0,0,0,False
262191.13,5806,0,0,0,100,0,0,0,0,False
262191.14,5746,0,0,0,100,0,0,0,0,False
262191.15,5752,0,0,0,100,0,0,0,0,False
262191.16,5756,0,0,0,100,0,0,0,0,False
262191.17,5760,0,0,0,100,0,0,0,0,False
262191.18,5788,0,0,0,100,0,0,0,0,False
262191.19,5789,0,0,0,100,0,0,0,0,False
262191.20,5794,0,0,0,100,0,0,0,0,False
262191.21,5735,0,0,0,100,0,0,0,0,False
262191.22,5742,0,0,0,100,0,0,0,0,False
262191.23,5743,0,0,0,100,0,0,0,0,False
262191.24,5764,0,0,0,100,0,0,0,0,False
262191.25,5768,0,0,0,100,0,0,0,0,False
262191.26,5776,0,0,0,100,0,0,0,0,False
262191.27,5783,0,0,0,100,0,0,0,0,False
262191.28,5732,0,0,0,100,0,0,0,0,False
262191.29,5733,0,0,0,100,0,0,0,0,False
262191.30,5809,0,0,0,100,0,0,0,0,False
262191.31,5745,0,0,0,100,0,0,0,0,False
262191.32,5747,0,0,0,100,0,0,0,0,False
262191.33,5748,0,0,0,100,0,0,0,0,False
262191.34,5757,0,0,0,100,0,0,0,0,False
262191.35,5796,0,0,0,100,0,0,0,0,False
262191.36,5802,0,0,0,100,0,0,0,0,False
262191.37,5737,0,0,0,100,0,0,0,0,False
262191.38,5739,0,0,0,100,0,0,0,0,False
262191.39,17837,0,0,0,100,0,0,0,0,False
262191.40,33916,0,0,0,100,600,0,0,0,False
262192.0,5380,0,0,0,100,0,0,0,0,False
262192.1,5361,0,0,0,100,0,0,0,0,False
262192.2,5107,0,0,0,100,0,0,0,0,False
262192.3,5106,0,0,0,100,0,0,0,0,False
262192.4,5228,0,0,0,100,0,0,0,0,False
262192.5,5197,0,0,0,100,0,0,0,0,False
262192.6,5062,0,0,0,100,0,0,0,0,False
262192.7,5056,0,0,0,100,0,0,0,0,False
262192.8,5091,0,0,0,100,0,0,0,0,False
262192.9,5341,0,0,0,100,0,0,0,0,False
262192.10,5333,0,0,0,100,0,0,0,0,False
262192.11,5324,0,0,0,100,0,0,0,0,False
262192.12,5351,0,0,0,100,0,0,0,0,False
262192.13,5291,0,0,0,100,0,0,0,0,False
262192.14,5275,0,0,0,100,0,0,0,0,False
262192.15,5318,0,0,0,100,0,0,0,0,False
262192.16,5433,0,0,0,100,0,0,0,0,False
262192.17,5432,0,0,0,100,0,0,0,0,False
262192.18,5470,0,0,0,100,0,0,0,0,False
262192.19,5482,0,0,0,100,0,0,0,0,False
262192.20,5503,0,0,0,100,0,0,0,0,False
262192.21,5498,0,0,0,100,0,0,0,0,False
262192.22,5518,0,0,0,100,0,0,0,0,False
262192.23,5487,0,0,0,100,0,0,0,0,False
262192.24,5519,0,0,0,100,0,0,0,0,False
262192.25,5510,0,0,0,100,0,0,0,0,False
262192.26,5489,0,0,0,100,0,0,0,0,False
262192.27,5516,0,0,0,100,0,0,0,0,False
262192.28,4828,0,0,0,100,0,0,0,0,False
262192.29,4862,0,0,0,100,0,0,0,0,False
262192.30,4808,0,0,0,100,0,0,0,0,False
262192.31,4764,0,0,0,100,0,0,0,0,False
262192.32,4794,0,0,0,100,0,0,0,0,False
262192.33,4850,0,0,0,100,0,0,0,0,False
262192.34,4753,0,0,0,100,0,0,0,0,False
262192.35,4752,0,0,0,100,0,0,0,0,False
262192.36,4772,0,0,0,100,0,0,0,0,False
262192.37,4751,0,0,0,100,0,0,0,0,False
262192.38,5998,0,0,0,100,0,0,0,0,False
262193.0,4551,0,0,0,100,0,0,0,0,False
262194.0,4551,0,0,0,100,0,0,0,0,False
262195.0,4551,0,0,0,100,0,0,0,0,False
262196.0,4551,0,0,0,100,0,0,0,0,False
262197.0,4745,0,0,0,100,0,0,0,0,False
262197.1,4658,0,0,0,100,0,0,0,0,False
262197.2,4650,0,0,0,100,0,0,0,0,False
262197.3,4696,0,0,0,100,0,0,0,0,False
262197.4,4728,0,0,0,100,0,0,0,0,False
262197.5,4639,0,0,0,100,0,0,0,0,False
262197.6,4689,0,0,0,100,0,0,0,0,False
262197.7,4726,0,0,0,100,0,0,0,0,False
262197.8,4666,0,0,0,100,0,0,0,0,False
262197.9,4716,0,0,0,100,0,0,0,0,False
262197.10,4708,0,0,0,100,0,0,0,0,False
262197.11,4673,0,0,0,100,0,0,0,0,False
262197.12,4674,0,0,0,100,0,0,0,0,False
262198.0,4551,0,0,0,100,0,0,0,0,False
262199.0,4551,0,0,0,100,0,0,0,0,False
262200.0,4551,0,0,0,100,0,0,0,0,False
262200.1,4552,0,0,0,100,0,0,0,0,False
262200.2,4555,0,0,0,100,0,0,0,0,False
262200.3,4556,0,0,0,100,0,0,0,0,False
262200.4,4594,0,0,0,100,0,0,0,0,False
262200.5,4595,0,0,0,100,0,0,0,0,False
262200.6,4596,0,0,0,100,0,0,0,0,False
