#,Text,NpcName,Image
19,"Il est possible de faire don d'objets collectionnables pour soutenir le projet de recon­struc­tion d'Ishgard.

Après avoir écouté les ex­pli­ca­tions de Potkin à ce sujet, vous pourrez fabriquer les objets en question à partir de la rubrique “Recon­struc­tion d'Ishgard” de votre carnet d'artisanat.

Adressez-vous de nouveau à Potkin pour lui remettre les objets que vous avez fabriqués et recevoir des assignats d'Azurée en échange.

Le nombre d'assignats obtenus varie en fonction du type des objets donnés et de leur valeur de collection.

Toutes les ressources ainsi reçues seront utilisées pour la recon­struc­tion du quartier d'Azurée. Nous faisons donc appel à votre générosité !",,0
20,"Lorsqu'une quantité suffisante de ressources a été amassée, un appel est lancé à toutes les personnes présentes pour prendre part à une séance de travaux intensifs en col­la­bo­ra­tion appelée “ouvrage collectif”.

Afin d'encourager la par­ti­ci­pa­tion du plus grand nombre, les ouvrages collectifs sont annoncés à l'avance sur le panneau d'in­for­ma­tions.

En raison du niveau d'expertise élevé requis, les ouvrages collectifs sont ouverts uniquement aux récolteurs et aux artisans. Des détails sur le déroulement de chaque ouvrage sont disponibles sur le panneau d'in­for­ma­tions.

Tous les par­ti­ci­pants verront leurs efforts récompensés par des assignats d'Azurée.

La recon­struc­tion d'Azurée étant achevée, le recrutement pour les ouvrages collectifs est désormais fermé.",,0
21,"Le projet de recon­struc­tion d'Ishgard est un programme de travaux de grande envergure approuvé par les deux chambres de l'assemblée ishgardaise. Le chantier principal se situe à Azurée, un quartier presque entièrement détruit durant la guerre.

Les artisans et récolteurs volontaires de toute race ou origine sont les bienvenus pour prendre part à l'effort de recon­struc­tion, dans la mesure de leur spécialité respective. Toute par­ti­ci­pa­tion sera récompensée par des assignats d'Azurée, qui pourront être échangés contre une sélection d'objets auprès d'Enie.

Veuillez consulter ré­gu­liè­re­ment le présent panneau d'in­for­ma­tions pour en savoir plus sur les différentes manières de contribuer et prendre con­nais­san­ce des annonces importantes qui seront faites au fur et à mesure de la progression du chantier.

Merci d'avance pour votre précieuse col­la­bo­ra­tion.

La recon­struc­tion d'Azurée est désormais terminée. Merci de votre col­la­bo­ra­tion.",,0
22,La recon­struc­tion du Hoyau a commencé !,Francel,0
23,La recon­struc­tion de l'estrade de Sainte Roelle a commencé !,Francel,0
24,La recon­struc­tion du Nichoir a commencé !,Francel,0
25,La recon­struc­tion du Nichoir est terminée !,Francel,0
26,"Tout d'abord, permettez-moi d'adresser mes plus sincères re­mer­cie­ments à tous les collaborateurs de la recon­struc­tion d'Azurée.

En tant que superviseur général, je tiens également à présenter mes excuses à celles et ceux d'entre vous qui se sont sentis lésés durant la première phase du projet. Personne ici n'était préparé à voir affluer autant de volontaires sur le chantier, mais je peux vous assurer que nos erreurs passées ne se reproduiront pas.

La suite de la recon­struc­tion d'Azurée aura pour cadre Le Nichoir, un quartier résidentiel destiné à accueillir les Ishgardais qui ont vu leur demeure partir en fumée durant la guerre. Mais avant de nous y atteler, nous nous chargerons d'abord de ressusciter l'allée du Hoyau et la place de l'estrade de Sainte Roelle.

Merci d'avance à tous pour votre travail,
Francel de Haillenarte",,70308
27,"En guise de préparatifs pour cette nouvelle phase de recon­struc­tion d'Azurée, nous allons nettoyer les débris de la tour qui s'est effondrée au nord de l'Esplanade des démunis. Voici la marche à suivre pour les artisans qui y participeront.

Étape 1 : fragmentation des débris volumineux
Étape 2 : collecte des fragments de débris
Étape 3 : transport des fragments jusqu'au dépotoir

C'est pas plus compliqué que ça, alors à vous de jouer !

Augebert, contremaître du chantier d'Azurée",,70309
28,"Ici votre inspecteur de matériaux préféré, Flotpassant !

Le Hoyau est loin d'être débarrassé de tous ses débris et nous comptons toujours sur votre dévouement exemplaire pour dégager le passage ! La procédure est la même que pour la phase précédente.

Étape 1 : fragmentation des débris volumineux
Étape 2 : collecte des fragments de débris
Étape 3 : transport des fragments jusqu'au dépotoir

Chers amis récolteurs, n'oubliez pas que vous pouvez désormais participer aux ouvrages collectifs, et que le Diadème vous tend les bras à toute heure du jour comme de la nuit !

Flotpassant",,70310
29,"Salut tout le monde ! Ici Lizbeth, la responsable du Kupo de la fortune avec son chapeau rigolo !

J'ai le plaisir de vous annoncer que la recon­struc­tion du Hoyau avance à pas de géant ! Quant au prochain ouvrage, il se déroulera en deux parties.

【Partie 1 : nettoyage】
Nettoyage des restes de débris

【Partie 2 : pavement】
Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : restauration (emplacement à restaurer)

Et après plusieurs heures de dur labeur, n'oubliez surtout pas de venir jouer au Kupo de la fortune !

Lizbeth",,70311
30,"La recon­struc­tion du Hoyau touche à sa fin, valeureux artisans ! Il ne nous reste plus qu'à finaliser la fontaine ! La procédure est indiquée ci-dessous.

Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : pose du matériau (poste d'assemblage)

Cet endroit deviendra à coup sûr le point de rendez-vous favori de tous les couples d'Azurée, alors appliquez-vous pour que l'amour puisse éclore !

Augebert, contremaître du chantier d'Azurée",,70312
31,"La recon­struc­tion du Hoyau est of­fi­ciel­le­ment terminée ! Un grand merci à tous ceux qui nous ont fourni leur généreuse con­tri­bu­tion pour bâtir cette allée très importante, puisqu'elle servira désormais de route principale d'acheminement des matériaux dans les autres quartiers d'Azurée.

Notre prochain ouvrage sera l'estrade de Sainte Roelle, sur un terrain qui est assez escarpé. Faites bien attention de ne pas vous blesser.

Francel de Haillenarte, superviseur général du projet de recon­struc­tion",,70313
32,"Merci à tous pour l'excellent boulot fourni pour Le Hoyau ! On attaque sans plus tarder la suite des opérations, avec l'échafaudage qui soutiendra l'allée menant à l'estrade de Sainte Roelle.

Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : pose du matériau (poste d'assemblage)

Les anciens connaissent déjà la procédure, et les nouveaux comprendront rapidement qu'elle n'a rien de bien compliqué !

Augebert, contremaître du chantier d'Azurée",,70314
33,"Très chers collaborateurs,

L'heure du nettoyage de débris est de retour, et pour nous permettre de construire l'estrade de Sainte Roelle dans les meilleures conditions, nous vous prions de bien vouloir vous acquitter des tâches suivantes.

Étape 1 : fragmentation des débris volumineux
Étape 2 : collecte des fragments de débris
Étape 3 : transport des fragments jusqu'au dépotoir

Et surtout, veillez à prendre du repos ré­gu­liè­re­ment pour éviter les tours de reins !

Ludovraint",,70315
34,"C'est au tour de l'estrade de Sainte Roelle d'être nettoyée des débris qui l'encombrent, puis recouverte d'un tout nouveau pavement. Au cas où certains ne connaîtraient pas déjà la marche à suivre par cœur, la voici sous vos yeux ébahis.

【Partie 1 : nettoyage】
Nettoyage des restes de débris

【Partie 2 : pavement】
Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : restauration (emplacement à restaurer)

Je ne doute pas que vous donnerez le meilleur de vous-même, comme toujours !

Augebert, contremaître du chantier d'Azurée",,70316
35,"Collaborateurs de la recon­struc­tion d'Azurée, la tâche qui vous incombe au moment où j'écris ces lignes consiste à bâtir l'estrade elle-même, ainsi que les cours d'eau qui l'entourent.

Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : pose du matériau (poste d'assemblage)

Que Sainte Roelle vous prête sa force !

Augebert, contremaître du chantier d'Azurée",,70317
36,"C'est avec un plaisir immense que j'écris ces quelques mots pour vous annoncer l'achèvement de l'estrade de Sainte Roelle, peut-être notre plus belle réalisation à ce jour ! Puissent son aspect pittoresque et le clapotement langoureux de ses cours d'eau émerveiller les cœurs les plus endurcis, et créer en eux des souvenirs inoubliables !

Voici donc enfin venu le moment où nous devons nous attaquer à la longue mais in­dis­pen­sa­ble recon­struc­tion du Nichoir, le quartier résidentiel d'Azurée dont les maisons deviendront les nouvelles demeures d'Ishgardais ayant tout perdu, sauf la vie. Votre col­la­bo­ra­tion sera une bénédiction pour eux.

Francel de Haillenarte, superviseur général du projet de recon­struc­tion",,70318
37,"Nous voilà tous réunis pour le premier ouvrage collectif du Nichoir, une zone qui n'est à l'heure actuelle que crasse et débris ! Comme toujours, voici la marche à suivre.

Étape 1 : fragmentation des débris volumineux
Étape 2 : collecte des fragments de débris
Étape 3 : transport des fragments jusqu'au dépotoir

Bon courage à tous, car il va vous en falloir.

Augebert, contremaître du chantier d'Azurée",,70319
38,"Merci infiniment pour vos nombreux dons ! Ils n'en finissent pas d'arriver, et nous vous en serons éter­nel­le­ment re­con­nais­sants ! Hélas, Le Nichoir est encore encombré de nombreux débris, et nous comptons sur votre col­la­bo­ra­tion pour achever le déblayage du terrain au plus vite. Voyez la procédure ci-dessous.

Étape 1 : fragmentation des débris volumineux
Étape 2 : collecte des fragments de débris
Étape 3 : transport des fragments jusqu'au dépotoir

Que Halone vous bénisse !

Potkin",,70320
39,"Grande nouvelle, amis artisans et récolteurs ! La dernière corvée de déblayage du Nichoir est enfin arrivée. Encore un petit effort et il brillera bientôt comme un sou neuf ! Et voici la procédure pour les deux du fond qui n'ont rien suivi !

Étape 1 : fragmentation des débris volumineux
Étape 2 : collecte des fragments de débris
Étape 3 : transport des fragments jusqu'au dépotoir

N'oubliez pas de venir gratter un petit koupon de la fortune quand vous aurez terminé, d'accord ? À très bientôt !

Lizbeth",,70321
40,"Maintenant que nous avons fini de nettoyer les décombres du Nichoir, nous pouvons enfin passer au plat de résistance. Comme l'indique la procédure, il reste toutefois encore quelques débris qui traînent par-ci par-là.

【Partie 1 : nettoyage】
Nettoyage des restes de débris

【Partie 2 : pavement】
Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : restauration (emplacement à restaurer)

À votre santé, braves travailleurs !

Augebert, contremaître du chantier d'Azurée",,70322
41,"Les habitations du Nichoir vont bientôt pouvoir se dresser vers les cieux d'azur, et ce sera grâce à vos nombreuses con­tri­bu­tions. Je compte sur vous pour suivre la procédure à la lettre.

Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : pose du matériau (poste d'assemblage)

Imaginez un peu le sourire jusqu'aux oreilles de tous ces sans-abri lorsqu'ils emménageront dans leur nouveau nid douillet !

Augebert, contremaître du chantier d'Azurée",,70323
42,"Comme ça fait plaisir de voir ces habitations jaillir du sol l'une après l'autre ! Continuez comme ça, chers par­ti­ci­pants à l'ouvrage collectif ! La procédure est la même que la fois précédente.

Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : pose du matériau (poste d'assemblage)

Une fois le travail terminé, vous serez les bienvenus à mon comptoir pour échanger vos assignats d'Azurée !

Enie",,70324
43,"Plus que trois maisons et Le Nichoir sera terminé ! Y a-t-il vraiment besoin de vous rappeler la marche à suivre ?

Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : pose du matériau (poste d'assemblage)

Un dernier effort, et on pourra enfin trinquer tous ensemble !

Augebert, contremaître du chantier d'Azurée",,70325
44,"Les mots me manquent pour exprimer ma gratitude envers tous les artisans et récolteurs qui ont accepté de nous accompagner dans cette aventure. Sans vous, la recon­struc­tion du Nichoir ne serait encore qu'un doux rêve.

Azurée a bien grandi depuis le début des travaux, mais ils sont loin d'être terminés, et maintenant que nos sans-abri ont retrouvé un foyer, je ne doute pas que nous serons encore plus nombreux à mettre la main à la pâte durant la prochaine phase. D'ici là, sachez que vos dons seront évidemment toujours les bienvenus. Merci mille fois à tous !

Francel de Haillenarte, superviseur général du projet de recon­struc­tion",,70326
45,"Le Kupo de la fortune est un nouveau jeu de grattage fait pour égayer vos journées de dur labeur à Azurée.

Livrer un objet figurant sur la liste de Potkin vous permet d'obtenir un tampon sur une carte. Au bout de cinq tampons, votre carte est au­to­ma­ti­que­ment échangée contre un “koupon de la fortune” qui vous permet de tenter votre chance une fois.

Sur chaque koupon figurent une case sur le côté gauche et trois cases sur le côté droit. Grattez la case de gauche, et vous repartirez avec un prix entre les deuxième et quatrième rang. Grattez une des trois cases de droite, et vous pourrez peut-être remporter le premier prix, mais vous prendrez aussi le risque de repartir avec un simple lot de consolation.

Les lots changent à chaque nouveau grattage, alors n'oubliez pas d'y jeter un œil pour vérifier ce qui vous ferait plaisir. Pour toute autre information, adressez-vous à Lizbeth. Bonne chance à tous !",,0
46,"La direction de la recon­struc­tion d'Azurée a reçu l'au­to­ri­sa­tion officielle de reprendre l'exploration du Diadème, dans le but d'y collecter les précieuses ressources qui nous permettront de mener notre projet à bien. Tous les récolteurs désireux de se porter volontaires se verront munis d'une toute nouvelle arme, le perforateur éthéréen, qui leur donnera la possibilité de se frayer un chemin à travers les dangers de l'archipel tout en se remplissant les poches de matériaux.

Le Diadème regorge d'éléments rares, mais il est toutefois in­dis­pen­sa­ble d'en faire le tri. Par conséquent, nous vous invitons à faire expertiser votre butin par Flotpassant, notre plus grand spécialiste en la matière qui vous remettra des assignats d'Azurée pour vous récompenser de vos efforts.

Si vous avez des questions, sire Aurvael de Haillenarte se fera un plaisir d'y répondre.",,0
47,La recon­struc­tion de Tombeplume a commencé !,Francel,0
48,La recon­struc­tion de L'Abaque a commencé !,Francel,0
49,La recon­struc­tion de la Retraite de Givreglacé a commencé !,Francel,0
50,La recon­struc­tion de Tombeplume est terminée !,Francel,0
51,"Merci à tous pour vous efforts lors de la recon­struc­tion du Nichoir. L'installation des nouveaux occupants se poursuit, et Azurée déborde toujours plus d'activité !

Pour la phase suivante du chantier, côté ouest du quartier, nous allons aménager un secteur marchand qui aura pour rôle de soutenir l'activité économique d'Azurée. Nous comptons plus que jamais sur votre par­ti­ci­pa­tion pour mener ce nouveau projet à son terme !

Francel de Haillenarte, superviseur général du projet de recon­struc­tion",,70327
52,"Pour construire ce secteur commerçant, on va d'abord devoir préparer le terrain. Il y a encore beaucoup de décombres à enlever, donc il va falloir se retrousser les manches. Voilà comment ça va se passer.

Étape 1 : fragmentation des débris volumineux
Étape 2 : collecte des fragments de débris
Étape 3 : transport des fragments jusqu'au dépotoir

Ce n'est qu'une mise en appétit avec tout le travail qui nous attend après, donc je compte sur vous pour finir vite fait, bien fait !

Augebert, contremaître du chantier d'Azurée",,70328
53,"On ne pourra pas commencer la con­struc­tion de Tombeplume, notre nouveau secteur commerçant, tant que le terrain sera encombré. Le déblayage continue !

Étape 1 : fragmentation des débris volumineux
Étape 2 : collecte des fragments de débris
Étape 3 : transport des fragments jusqu'au dépotoir

Si vous avez besoin de matériaux de réparation ou d'en­traî­ne­ment, vous êtes les bienvenus dans mon échoppe.

Eilonwy, responsable de la réparation des équipements",,70329
54,"Chers collaborateurs, merci pour vos efforts répétés au service du chantier d'Azurée. L'amateur de prouesses techniques dont vous autres artisans êtes capables est désolé de vous demander cela, mais... il faut continuer à déblayer !

Étape 1 : fragmentation des débris volumineux
Étape 2 : collecte des fragments de débris
Étape 3 : transport des fragments jusqu'au dépotoir

Et surtout, n'oubliez pas de venir chercher les récompenses correspondant à vos points d'azur !

Ludovraint",,70330
55,"Mesdames et messieurs artisans, nous avons presque fini de préparer le terrain pour la con­struc­tion de Tombeplume ! Voici ce que nous attendons de vous.

【Partie 1 : nettoyage】
Nettoyage des restes de débris

【Partie 2 : pavement】
Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : restauration (emplacement à restaurer)

Une fois le travail terminé, rendez-moi visite avec vos assignats pour découvrir ma nouvelle sélection !

Enie",,70331
56,"Regardez-moi ce beau pavement tout neuf à Tombeplume ! Il ne lui manque plus que des ins­tal­la­tions et des habitations dignes de ce nom, et il sera vraiment canon. Vous connaissez la chanson !

Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : pose du matériau (poste d'assemblage)

À vous de jouer !

Augebert, contremaître du chantier d'Azurée",,70332
57,"Chers artisanes et artisans, merci pour tous vos dons ! Nous comptons sur votre col­la­bo­ra­tion pour le prochain ouvrage collectif, qui se déroulera de la façon suivante.

Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : pose du matériau (poste d'assemblage)

Une fois de plus, la coordination sera la clef de notre succès !

Potkin",,70333
58,"La con­struc­tion des habitations de Tombeplume est bientôt terminée ! Une fois de plus, nous vous demandons de participer à l'effort général, pour le bien d'Azurée et des Ishgardais. Voici la marche à suivre.

Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : pose du matériau (poste d'assemblage)

Bien sûr, l'aide des récolteurs est aussi la bienvenue au Diadème !

Flotpassant",,70334
59,"Avis à tous les collaborateurs du projet de recon­struc­tion d'Ishgard ! Grâce à vos efforts, j'ai le plaisir de vous annoncer que Tombeplume est achevé ! Grâce à l'annexe de la manufacture de Cielacier, les travaux vont pouvoir progresser encore plus rapidement.

Maintenant, nous allons nous attaquer à l'avenue qui mène au Hoyau. En espérant qu'elle abonde bientôt de chalands, je l'ai baptisée “L'Abaque”, en honneur aux marchands et à leurs bouliers.

Merci d'avance pour votre coopération !

Francel de Haillenarte, superviseur général du projet de recon­struc­tion",,70335
60,"Prochaine étape, la grande avenue qui mènera au Hoyau, j'ai nommé “L'Abaque” ! Vous savez comment ça marche, on commence par se débarrasser des débris gênants.

Étape 1 : fragmentation des débris volumineux
Étape 2 : collecte des fragments de débris
Étape 3 : transport des fragments jusqu'au dépotoir

Le terrain est assez pentu, donc faites attention où vous mettez les pieds !

Augebert, contremaître du chantier d'Azurée",,70336
61,"Ici Lizbeth, sans noix de kupo, mais avec des koupons ! Voici comment va se dérouler le prochain ouvrage collectif.

【Partie 1 : nettoyage】
Nettoyage des restes de débris

【Partie 2 : pavement】
Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : restauration (emplacement à restaurer)

Une fois que vous aurez fini, n'hésitez pas à tenter votre chance au Kupo de la fortune !

Lizbeth",,70337
62,"Chers collaborateurs, l'aménagement de L'Abaque se poursuit. Le prochain ouvrage collectif aura pour but de rendre l'avenue plus attrayante, et voici comment il se déroulera.

Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : pose du matériau (poste d'assemblage)

Je compte sur vous pour rivaliser de finesse à travers toutes vos meilleures techniques d'artisanat !

Ludovraint",,70338
63,"Mes très chers collaborateurs, je suis honoré de vous annoncer que la con­struc­tion de L'Abaque est terminée !

Nous allons désormais à la dernière partie du chantier de Tombeplume, la Retraite de Givreglacé, qui permettra d'agrandir encore davantage la capacité d'accueil d'Azurée.

Je compte sur votre aide pour relever ce nouveau défi !

Francel de Haillenarte, superviseur général du projet de recon­struc­tion",,70339
64,"Une fois achevée, la Retraite de Givreglacé toisera Azurée du haut de son clocher qui deviendra un des symboles du quartier. Ça vaut le coup de se retrousser les manches, non ? Voilà ce qu'on attend de vous cette fois-ci.

Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : pose du matériau (poste d'assemblage)

Un peu de courage, on est bientôt au bout !

Augebert, contremaître du chantier d'Azurée",,70340
65,"Chers collaborateurs, avec la fin des travaux de la Retraite de Givreglacé, c'est une nouvelle phase du chantier d'Azurée qui vient de s'achever ! Je vous remercie pour tous les efforts que vous avez investis dans l'accomplissement de ce projet.

Tombeplume va désormais pouvoir jouer pleinement son rôle de centre névralgique de l'économie à Azurée. Nous prévoyons d'y alléger les impôts sur la production et la vente de biens, ainsi que d'offrir diverses garanties aux artisans et aux marchands qui choisiront ce secteur pour leur activité.

Le grand chantier n'est évidemment pas terminé, et je compte sur vous tous, récolteurs et artisans, pour continuer à soutenir la renaissance d'Azurée !

Francel de Haillenarte, superviseur général du projet de recon­struc­tion",,70341
66,La recon­struc­tion de la partie ouest du Nouveau Refrain a commencé !,Francel,0
67,La recon­struc­tion de la porte des Industrieux a commencé !,Francel,0
68,La recon­struc­tion de la partie est du Nouveau Refrain a commencé !,Francel,0
69,La con­struc­tion du monument dédié aux ouvriers a commencé !,Francel,0
70,La recon­struc­tion d'Azurée est terminée !,Francel,0
71,"J'ai la joie de vous annoncer que grâce aux efforts de chacun, nous entrons maintenant dans la quatrième et dernière phase de la recon­struc­tion d'Azurée.

Artisans, récolteurs, collaborateurs de la première heure comme de la dernière, je compte une fois de plus sur votre soutien, car Azurée est à l'aube d'un jour nouveau.

Francel de Haillenarte, superviseur général du projet de recon­struc­tion",,70342
72,"La quatrième et dernière phase de la recon­struc­tion d'Azurée démarre. Nous procéderons comme indiqué ci-dessous, mais si vous avez un doute, copiez sur votre voisin !

Étape 1 : fragmentation des débris volumineux
Étape 2 : collecte des fragments de débris
Étape 3 : transport des fragments jusqu'au dépotoir

Merci d'avance pour votre coopération !

Augebert, contremaître du chantier d'Azurée",,70343
73,"Chers collaborateurs, l'heure est au ménage et à la réfection.

【Partie 1 : nettoyage】
Nettoyage des restes de débris

【Partie 2 : pavement】
Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : restauration (emplacement à restaurer)

Comme toujours, vous pouvez faire confiance à votre humble serviteur pour comptabiliser votre con­tri­bu­tion.

Ludovraint",,70344
74,"Nous commençons la con­struc­tion d'habitations dans la partie ouest du Nouveau Refrain ! Voici la marche à suivre pour les artisans qui y participeront.

Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : pose du matériau (poste d'assemblage)

Merci d'avance pour votre coopération !

Augebert, contremaître du chantier d'Azurée",,70345
75,"Ici Lizbeth, sans noix de kupo, mais avec des koupons ! Nous comptons sur votre soutien pour la con­struc­tion d'habitations dans la partie ouest du Nouveau Refrain ! Voilà le programme !

Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : pose du matériau (poste d'assemblage)

Et n'oubliez pas de passer me voir pour jouer au Kupo de la fortune !

Lizbeth",,70346
76,"Merci encore une fois à tous pour vos dons ! Grâce à votre généreuse assistance, nous allons pouvoir commencer notre prochain ouvrage collectif !

Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : pose du matériau (poste d'assemblage)

Artisanes, artisans, à vous de jouer en ac­com­plis­sant les tâches ci-dessus !

Potkin",,70347
77,"Merci à toutes et à tous pour vos efforts. Votre étroite col­la­bo­ra­tion a vu la partie ouest du Nouveau Refrain sortir de terre. Nous allons à présent bâtir la porte des Industrieux qui reliera Azurée aux Contreforts ; un passage qui, je l'espère, sera emprunté quo­ti­dien­ne­ment par des gens de tout horizon !

Francel de Haillenarte, superviseur général du projet de recon­struc­tion",,70353
78,"Ceci est un message de votre inspecteur de matériaux préféré, Flotpassant !
La con­struc­tion de la porte des Industrieux avance ! Suivez ces étapes et nous toucherons au but !

Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : pose du matériau (poste d'assemblage)

Azurée et les Contreforts n'ont jamais été aussi proches l'un de l'autre !

Flotpassant",,70354
79,"Nous avons franchi une nouvelle étape avec la con­struc­tion de la porte des Industrieux ! La prochaine sera le chantier de la partie est du Nouveau Refrain.

Nous comptons comme toujours sur vos dons avant de pouvoir commencer les travaux !

Francel de Haillenarte, superviseur général du projet de recon­struc­tion",,70348
80,"Nous nous attaquons à un autre gros morceau, la partie est du Nouveau Refrain ! Je compte sur vos bras musclés pour déblayer la zone où nous construirons plus tard !

Étape 1 : fragmentation des débris volumineux
Étape 2 : collecte des fragments de débris
Étape 3 : transport des fragments jusqu'au dépotoir

C'est la dernière fois que vous aurez la joie de concasser, alors profitez-en si cette besogne vous amuse !

Augebert, contremaître du chantier d'Azurée",,70349
