#,Singular,Plural,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article
50,malfrat gobelin,malfrats gobelins,0,0,0,1,0,0
51,anolis alpha,anolis alpha,0,0,1,1,0,0
52,guetteur Ventrerouge,guetteurs Ventrerouge,0,0,0,1,0,0
53,hoplomachus de la 3e cohorte,hoplomachi de la 3e cohorte,0,0,1,1,0,0
54,nuée de frelons,nuées de frelons,0,0,0,1,1,0
55,mortalis,mortalis,0,0,0,1,0,0
56,élémentaire d'eau,élémentaires d'eau,0,0,1,1,0,0
57,decurio de la 3e cohorte,decuriones de la 3e cohorte,0,0,0,1,0,0
58,laquearius de la 3e cohorte,laquearii de la 3e cohorte,0,0,0,1,0,0
59,eques de la 3e cohorte,equites de la 3e cohorte,0,0,1,1,0,0
60,secutor de la 3e cohorte,secutores de la 3e cohorte,0,0,0,1,0,0
61,signifer de la 3e cohorte,signiferi de la 3e cohorte,0,0,0,1,0,0
62,ptéroc des embruns,ptérocs des embruns,0,0,0,1,0,0
63,pudding,puddings,0,0,0,1,0,0
64,crieur sylvain,crieurs sylvains,0,0,0,1,0,0
65,soupireur sylvain,soupireurs sylvains,0,0,0,1,0,0
66,grondeur sylvain,grondeurs sylvains,0,0,0,1,0,0
67,crieur sylphe,crieurs sylphes,0,0,0,1,0,0
68,soupireur sylphe,soupireurs sylphes,0,0,0,1,0,0
69,grondeur sylphe,grondeurs sylphes,0,0,0,1,0,0
70,chanteur sylphe,chanteurs sylphes,0,0,0,1,0,0
71,Silberio du Nœud sombre,Silberio du Nœud sombre,0,0,0,1,0,1
72,Bockman,Bockman,0,0,0,1,0,1
73,Galvanth le Tyran,Galvanth le Tyran,0,0,0,1,0,1
74,Déchiqueteur,Déchiqueteur,0,0,0,1,0,1
75,Aerico,Aerico,0,0,1,1,0,1
76,quêteuse de poutres de Gelmorra,quêteuses de poutres de Gelmorra,0,0,0,1,1,0
77,quêteuse de rouages de Gelmorra,quêteuses de rouages de Gelmorra,0,0,0,1,1,0
78,quêteuse de clous de Gelmorra,quêteuses de clous de Gelmorra,0,0,0,1,1,0
79,prêtre de Dalamud,prêtres de Dalamud,0,0,0,1,0,0
80,étripeur Ventrerouge,étripeurs Ventrerouge,0,0,1,1,0,0
81,Severaint Sept Dards,Severaint Sept Dards,0,0,0,1,0,1
82,gardien du Guêpier des Ventrerouge,gardiens du Guêpier des Ventrerouge,0,0,0,1,0,0
83,épieur Ventrerouge,épieurs Ventrerouge,0,0,1,1,0,0
84,psalmodieur Ventrerouge,psalmodieurs Ventrerouge,0,0,0,1,0,0
85,Dofagan le Pénitent,Dofagan le Pénitent,0,0,0,1,0,1
86,timonier des Chiens enragés,timoniers des Chiens enragés,0,0,0,1,0,0
87,matelot des Chiens enragés,matelots des Chiens enragés,0,0,0,1,0,0
88,ingénieur des Chiens enragés,ingénieurs des Chiens enragés,0,0,1,1,0,0
89,canonnier des Chiens enragés,canonniers des Chiens enragés,0,0,0,1,0,0
90,spriggan collectionneur,spriggans col­lec­tion­neurs,0,0,0,1,0,0
91,spriggan,spriggans,0,0,0,1,0,0
92,Antarès,Antarès,0,0,1,1,0,1
93,Sargas,Sargas,0,0,0,1,0,1
94,Shaula,Shaula,0,0,0,1,0,1
95,flan du flux,flans du flux,0,0,0,1,0,0
96,hécatonchire contremaître,hécatonchires contremaîtres,0,0,1,1,0,0
97,hécatonchire hercheur,hécatonchires hercheurs,0,0,1,1,0,0
98,hécatonchire amortisseur,hécatonchires amortisseurs,0,0,1,1,0,0
99,hécatonchire pilonneur,hécatonchires pilonneurs,0,0,1,1,0,0
100,hécatonchire artificier,hécatonchires artificiers,0,0,1,1,0,0
101,Gygès l'invulnérable,Gygès l'invulnérable,0,0,0,1,0,1
102,épéiste ixal,épéistes ixali,0,0,1,1,0,0
103,Ixal aile-hardie,Ixali aile-hardie,0,0,1,1,0,0
104,Ixal bec-vif,Ixali bec-vif,0,0,1,1,0,0
105,embrumeur ixal,embrumeur ixali,0,0,1,1,0,0
106,coeurl,coeurls,0,0,0,1,0,0
107,mandragore,mandragores,0,0,0,1,1,0
108,,,0,0,0,0,0,0
109,fossoyeur,fossoyeurs,0,0,0,1,0,0
110,soldat squelette,soldat squelette,0,0,0,1,0,0
111,petit acarus de l'Hypogée,petits acari de l'Hypogée,0,0,0,1,0,0
112,kalong,kalongs,0,0,0,1,0,0
113,élémentaire de terre,élémentaires de terre,0,0,1,1,0,0
114,élémentaire de glace,élémentaires de glace,0,0,1,1,0,0
115,élémentaire de vent,élémentaires de vent,0,0,1,1,0,0
116,élémentaire de feu,élémentaires de feu,0,0,1,1,0,0
117,élémentaire de foudre,élémentaires de foudre,0,0,1,1,0,0
118,nuée de moucherons,nuées de moucherons,0,0,0,1,1,0
119,Octavel le Rancunier,Octavel le Rancunier,0,0,1,1,0,1
120,anolis,anolis,0,0,1,1,0,0
121,meneur des Ventrerouge,meneurs des Ventrerouge,0,0,0,1,0,0
122,dardeur Ventrerouge,dardeurs Ventrerouge,0,0,0,1,0,0
123,piège-roussette toxique,piège-roussettes toxiques,0,0,0,1,0,0
124,piège-mouche toxique,piège-mouches toxiques,0,0,0,1,0,0
125,taon pyophage,taons pyophages,0,0,0,1,0,0
126,limace géante,limaces géantes,0,0,0,1,1,0
127,limace énorme,limaces énormes,0,0,0,1,1,0
128,pousse de tréant,pousses de tréant,0,0,0,1,1,0
129,luciole,lucioles,0,0,0,1,1,0
130,lindwurm,lindwurms,0,0,0,1,0,0
131,golem des cratères,golems des cratères,0,0,0,1,0,0
132,bombo fumigène,bombos fumigènes,0,0,0,1,0,0
133,chauve-souris géante,chauves-souris géantes,0,0,0,1,1,0
134,élémentaire de terre corrompu,élémentaires de terre corrompus,0,0,1,1,0,0
135,élémentaire de vent corrompu,élémentaires de vent corrompus,0,0,1,1,0,0
136,élémentaire d'eau corrompu,élémentaires d'eau corrompus,0,0,1,1,0,0
137,squelette errant,squelettes errants,0,0,0,1,0,0
138,larbin Ventrerouge,larbins Ventrerouge,0,0,0,1,0,0
139,chasseresse Griffecoeurl,chasseresses Griffecoeurl,0,0,0,1,1,0
140,braconnière Griffecoeurl,braconnières Griffecoeurl,0,0,0,1,1,0
141,fungus parasite,fungi parasites,0,0,0,1,0,0
142,jeune antilope cerf,jeunes antilopes cerf,0,0,0,1,1,0
143,valet d'Ak-Inik,valets d'Ak-Inik,0,0,0,1,0,0
144,valet d'Ak-Mena,valets d'Ak-Mena,0,0,0,1,0,0
145,scarabée charognard,scarabées charognards,0,0,0,1,0,0
146,nuée de mouches à viande,nuées de mouches à viande,0,0,0,1,1,0
147,étincelle de l'Hypogée,étincelles de l'Hypogée,0,0,1,1,1,0
148,lanterne sinistre,lanternes sinistres,0,0,0,1,1,0
149,acarus de la nuée,acari de la nuée,0,0,1,1,0,0
150,acarus bâtard,acari bâtard,0,0,1,1,0,0
151,psoque putride,psoques putrides,0,0,0,1,0,0
152,flamme du néant,flammes du néant,0,0,0,1,1,0
153,ptéroc des prisons,ptérocs des prisons,0,0,0,1,0,0
154,scion de Mun-Tuy,scions de Mun-Tuy,0,0,0,1,0,0
155,piège-mite,piège-mites,0,0,0,1,0,0
156,flammerole geôlière,flammeroles geôlières,0,0,0,1,1,0
157,acarus des cachots,acari des cachots,0,0,1,1,0,0
158,pudding des prisons,puddings des prisons,0,0,0,1,0,0
159,galant de la veuve,galants de la veuve,0,0,0,1,0,0
160,busard des Terres sylphes,busards des Terres sylphes,0,0,0,1,0,0
161,sanglier des fossés,sangliers des fossés,0,0,0,1,0,0
162,pousse de tuberculait,pousses de tuberculait,0,0,0,1,1,0
163,sentinelle des Terres sylphes,sentinelles des Terres sylphes,0,0,0,1,1,0
164,crapaud rêveur,crapauds rêveurs,0,0,0,1,0,0
165,grappe de tuberculait,grappes de tuberculait,0,0,0,1,1,0
166,chapeau sylphe,chapeaux sylphes,0,0,0,1,0,0
167,rêveur sylphe,rêveurs sylphes,0,0,0,1,0,0
168,nuée de mouches,nuées de mouches,0,0,0,1,1,0
169,trancheuse Griffecoeurl,trancheuses Griffecoeurl,0,0,0,1,1,0
170,souris meurtrière du néant profond,souris meurtrières du néant profond,0,0,0,1,1,0
171,kalong inférieur,kalongs inférieurs,0,0,0,1,0,0
172,vide-gousset Ventrerouge,vide-goussets Ventrerouge,0,0,0,1,0,0
173,anolis apprivoisé,anolis apprivoisés,0,0,1,1,0,0
174,loup de garde,loups de garde,0,0,0,1,0,0
175,piège-mouche vénéneux,piège-mouches vénéneux,0,0,0,1,0,0
176,biche ruminant,biches ruminant,0,0,0,1,1,0
177,limace feuillesang,limaces feuillesang,0,0,0,1,1,0
178,mite feuillesang,mites feuillesang,0,0,0,1,1,0
179,nuée d'abeilles de Sombrelinceul,nuées d'abeilles de Sombrelinceul,0,0,0,1,1,0
180,roselette feuillesang,roselettes feuillesang,0,0,0,1,1,0
181,chigoe charognard,chigoes charognards,0,0,0,1,0,0
182,lancier zombi,lanciers zombis,0,0,0,1,0,0
183,lémur de la Forêt du nord,lémurs de la Forêt du nord,0,0,0,1,0,0
184,opo-opo de la Forêt du sud,opo-opo de la Forêt du sud,0,0,1,1,0,0
185,Janremi rancœur-noire,Janremi rancœur-noire,0,0,0,1,0,1
186,sbire détrousseur,sbires détrousseurs,0,0,0,1,0,0
187,follet des marais,follets des marais,0,0,0,1,0,0
188,limace nécrophage,limaces nécrophages,0,0,0,1,1,0
189,malandrin colérique,malandrins colériques,0,0,0,1,0,0
190,éclaireur ixal,éclaireurs ixali,0,0,1,1,0,0
191,coccinelle des bois,coccinelles des bois,0,0,0,1,1,0
192,Ixal serres-usées,Ixali serres-usées,0,0,1,1,0,0
193,Ixal aile-perdue,Ixali aile-perdue,0,0,1,1,0,0
194,Ixal bec-lent,Ixali bec-lent,0,0,1,1,0,0
195,goret,gorets,0,0,0,1,0,0
196,jeune triton noir,jeunes tritons noirs,0,0,0,1,0,0
197,yarzon des marais,yarzons des marais,0,0,0,1,0,0
198,écureuil casse-noix,écureuils casse-noix,0,0,1,1,0,0
199,fungus trébuchant,fungi trébuchants,0,0,0,1,0,0
200,coccinelle porteuse,coccinelles porteuses,0,0,0,1,1,0
201,nuage de syrphes,nuages de syrphes,0,0,0,1,0,0
202,goret affamé,gorets affamés,0,0,0,1,0,0
203,microtyugh à sarment,microtyughs à sarment,0,0,0,1,0,0
204,yarzon brun,yarzons bruns,0,0,0,1,0,0
205,jeune triton tacheté,jeunes tritons tachetés,0,0,0,1,0,0
206,anolis rôdeur,anolis rôdeurs,0,0,1,1,0,0
207,œil flottant,yeux flottants,0,0,1,1,0,0
208,Ixal aile-légère,Ixali aile-légère,0,0,1,1,0,0
209,Ixal serres-vives,Ixali serres-vives,0,0,1,1,0,0
210,Ixal bec-droit,Ixali bec-droit,0,0,1,1,0,0
211,lampyre,lampyres,0,0,0,1,0,0
212,loup solitaire,loups solitaires,0,0,0,1,0,0
213,lierre étrangleur,lierres étrangleurs,0,0,0,1,0,0
214,lierre envahissant,lierres en­va­his­sants,0,0,0,1,0,0
215,otyugh monstrueux,otyughs monstrueux,0,0,1,1,0,0
216,crapaud toxique,crapauds toxiques,0,0,0,1,0,0
217,crapaud rieur,crapauds rieurs,0,0,0,1,0,0
218,Qiqirn farfouilleur,Qiqirns farfouilleurs,0,0,0,1,0,0
219,Qiqirn rabatteur,Qiqirns rabatteurs,0,0,0,1,0,0
220,fungus fée,fungi fée,0,0,0,1,0,0
221,ziz poussin,ziz poussin,0,0,0,1,0,0
222,ziz déplumé,ziz déplumés,0,0,0,1,0,0
223,petit ziz,petits ziz,0,0,0,1,0,0
224,ziz,ziz,0,0,0,1,0,0
225,chasseur gobelin,chasseurs gobelins,0,0,0,1,0,0
226,yarzon des rivières,yarzons des rivières,0,0,0,1,0,0
227,yarzon charognard,yarzons charognards,0,0,0,1,0,0
228,triton noir,tritons noirs,0,0,0,1,0,0
229,hurleur sylvain,hurleurs sylvains,0,0,0,1,0,0
230,murmureur sylvain,murmureurs sylvains,0,0,0,1,0,0
231,gémisseur sylvain,gémisseurs sylvains,0,0,0,1,0,0
232,tréant malade,tréants malades,0,0,0,1,0,0
233,tréant centenaire,tréants centenaires,0,0,0,1,0,0
234,orobon petite gueule,orobons petite gueule,0,0,1,1,0,0
235,orobon grande gueule,orobons grande gueule,0,0,1,1,0,0
236,revenant,revenants,0,0,0,1,0,0
237,morbol,morbols,0,0,0,1,0,0
238,storoper,storopers,0,0,0,1,0,0
239,braconnière de raptors,braconnières de raptors,0,0,0,1,1,0
240,braconnière de sangliers,braconnières de sangliers,0,0,0,1,1,0
241,braconnière de loups,braconnières de loups,0,0,0,1,1,0
242,ahriman,ahrimans,0,0,1,1,0,0
243,tortue de fer,tortues de fer,0,0,0,1,1,0
244,tortue géante,tortues géantes,0,0,0,1,1,0
245,lancier amalj'aa,lanciers amalj'aa,0,0,0,1,0,0
246,empaleur amalj'aa,empaleurs amalj'aa,0,0,1,1,0,0
247,javelinier amalj'aa,javeliniers amalj'aa,0,0,0,1,0,0
248,harponneur amalj'aa,harponneurs amalj'aa,0,0,0,1,0,0
249,archer amalj'aa,archers amalj'aa,0,0,1,1,0,0
250,chasseur amalj'aa,chasseurs amalj'aa,0,0,0,1,0,0
251,ranger amalj'aa,rangers amalj'aa,0,0,0,1,0,0
252,tireur amalj'aa,tireurs amalj'aa,0,0,0,1,0,0
253,pugiliste amalj'aa,pugilistes amalj'aa,0,0,0,1,0,0
254,cogneur amalj'aa,cogneurs amalj'aa,0,0,0,1,0,0
255,Nazagg Gah mâchoire-de-quartz,Nazagg Gah mâchoire-de-quartz,0,0,0,1,0,1
256,tabasseur amalj'aa,tabasseurs amalj'aa,0,0,0,1,0,0
257,Nezedd Gah mâchoire-de-diamant,Nezedd Gah mâchoire-de-diamant,0,0,0,1,0,1
258,occultiste amalj'aa,occultistes amalj'aa,0,0,1,1,0,0
259,voyant amalj'aa,voyants amalj'aa,0,0,0,1,0,0
260,divinateur amalj'aa,divinateurs amalj'aa,0,0,0,1,0,0
261,araignée mécanique,araignées mécaniques,0,0,1,1,1,0
262,marmotte,marmottes,0,0,0,1,1,0
263,lupus,lupus,0,0,0,1,0,0
264,draconide du soleil,draconides du soleil,0,0,0,1,0,0
265,crapaud des sables,crapauds des sables,0,0,0,1,0,0
266,Qiqirn casse-coquille,Qiqirns casse-coquille,0,0,0,1,0,0
267,naga allagois,nagas allagois,0,0,0,1,0,0
268,Qiqirn gobe-oisillon,Qiqirns gobe-oisillon,0,0,0,1,0,0
269,avant-garde magitek,avant-gardes magitek,0,0,1,1,1,0
270,grenado,grenados,0,0,0,1,0,0
271,toison d'or,toisons d'or,0,0,0,1,1,0
272,poiluche,poiluches,0,0,0,1,0,0
273,bouquetin myotragus,bouquetins myotragus,0,0,0,1,0,0
274,étagne myotragus,étagnes myotragus,0,0,1,1,1,0
275,doblyn de quartz,doblyns de quartz,0,0,0,1,0,0
276,coblyn rouillé,coblyns rouillés,0,0,0,1,0,0
277,coblyn de cuivre,coblyns de cuivre,0,0,0,1,0,0
278,coblyn de plomb,coblyns de plomb,0,0,0,1,0,0
279,chauve-souris du soleil,chauve-souris du soleil,0,0,0,1,1,0
280,golem de grès,golems de grès,0,0,0,1,0,0
281,bec-pic,becs-pics,0,0,0,1,0,0
282,bec-marteau,becs-marteaux,0,0,0,1,0,0
283,détrousseur gobelin,détrousseurs gobelins,0,0,0,1,0,0
284,yarzon nourricier,yarzons nourriciers,0,0,0,1,0,0
285,yarzon brun,yarzons bruns,0,0,0,1,0,0
286,pampa,pampas,0,0,0,1,0,0
287,cactuar,cactuars,0,0,0,1,0,0
288,cactuar nopal,cactuars nopal,0,0,0,1,0,0
289,jeune triton,jeunes tritons,0,0,0,1,0,0
290,ver des sables,vers des sables,0,0,0,1,0,0
291,ouroboros,ouroboros,0,0,1,1,0,0
292,fourmi soldat,fourmis soldats,0,0,0,1,1,0
293,fourmi sentinelle,fourmis sentinelles,0,0,0,1,1,0
294,fourmi ouvrière,fourmis ouvrières,0,0,0,1,1,0
295,Simorgh,Simorgh,0,0,0,1,0,1
296,scarabourdon,scarabourdons,0,0,0,1,0,0
297,colosse magitek,colosses magitek,0,0,0,1,0,0
298,nuée de moucherons soleil,nuées de moucherons soleil,0,0,0,1,1,0
299,jeune busard,jeunes busards,0,0,0,1,0,0
300,busard de crique,busards de crique,0,0,0,1,0,0
301,busard des gouffres,busards des gouffres,0,0,0,1,0,0
302,houret poussiéreux,hourets poussiéreux,0,0,0,1,0,0
303,peiste sablon,peistes sablon,0,0,0,1,0,0
304,basilic,basilics,0,0,0,1,0,0
305,peiste du désert,peistes du désert,0,0,0,1,0,0
306,tuco-tuco,tuco-tuco,0,0,0,1,0,0
307,lotte,lottes,0,0,0,1,1,0
308,orobon,orobons,0,0,1,1,0,0
309,épouvantôme boursouflé,épouvantômes boursouflés,0,0,1,1,0,0
310,hercheur de Gouttelune,hercheurs de Gouttelune,0,0,0,1,0,0
311,hercheur d'Amajina,hercheurs d'Amajina,0,0,0,1,0,0
312,pilonneur de Gouttelune,pilonneurs de Gouttelune,0,0,0,1,0,0
313,pilonneur d'Amajina,pilonneurs d'Amajina,0,0,0,1,0,0
314,artificier de Gouttelune,artificiers de Gouttelune,0,0,1,1,0,0
315,artificier d'Amajina,artificiers d'Amajina,0,0,1,1,0,0
316,bombo,bombos,0,0,0,1,0,0
317,spriggan pilleur de tombe,spriggans pilleurs de tombe,0,0,0,1,0,0
318,musaraigne agressive,musaraignes agressives,0,0,0,1,1,0
319,cadavre putrescent,cadavres putrescents,0,0,0,1,0,0
320,soldat déchu,soldats déchus,0,0,0,1,0,0
321,lancier déchu,lanciers déchus,0,0,0,1,0,0
322,noble putrescent,nobles putrescents,0,0,0,1,0,0
323,mage déchu,mages déchus,0,0,0,1,0,0
324,magicien déchu,magiciens déchus,0,0,0,1,0,0
325,assassin coup de grâce,assassins coup de grâce,0,0,1,1,0,0
326,garde des Quiveron,gardes des Quiveron,0,0,0,1,0,0
327,assassin langue de venin,assassins langue de venin,0,0,1,1,0,0
328,Baron Quiveron troisième du nom,Baron Quiveron troisième du nom,0,0,0,1,0,1
329,assassin tire-droit,assassins tire-droit,0,0,1,1,0,0
330,domestique des Quiveron,domestiques des Quiveron,0,0,0,1,0,0
331,lutteur de la brigade des Cadavres,lutteurs de la brigade des Cadavres,0,0,0,1,0,0
332,sorcier de la brigade des Cadavres,sorciers de la brigade des Cadavres,0,0,0,1,0,0
333,pertuisanier de la brigade des Cadavres,pertuisaniers de la brigade des Cadavres,0,0,0,1,0,0
334,contrebandier des Fils de leurs mères,contrebandiers des Fils de leurs mères,0,0,0,1,0,0
335,chef des Fils de leurs mères,chefs des Fils de leurs mères,0,0,0,1,0,0
336,tabellion des Fils de leurs mères,tabellions des Fils de leurs mères,0,0,0,1,0,0
337,gladiateur subjugué,gladiateurs subjugués,0,0,0,1,0,0
338,lutteur subjugué,lutteurs subjugués,0,0,0,1,0,0
339,psalmodieur subjugué,psalmodieurs subjugués,0,0,0,1,0,0
340,archelon,archelons,0,0,1,1,0,0
341,apkallu,apkallus,0,0,1,1,0,0
342,queue des pillards du serpent,queues des pillards du serpent,0,0,0,1,1,0
343,Aermswys la marquée,Aermswys la marquée,0,0,1,1,1,1
344,griffe des pillards du serpent,griffes des pillards du serpent,0,0,0,1,1,0
345,aiguillon des pillards du serpent,aiguillons des pillards du serpent,0,0,1,1,0,0
346,aileron des pillards du serpent,ailerons des pillards du serpent,0,0,1,1,0,0
347,scutelle des pillards du serpent,scutelles des pillards du serpent,0,0,0,1,1,0
348,œil des pillards du serpent,yeux des pillards du serpent,0,0,1,1,0,0
349,crapaud de rivière,crapauds de rivière,0,0,0,1,0,0
350,Qiqirn déterre-œuf,Qiqirns déterre-œuf,0,0,0,1,0,0
351,Qiqirn grille-mouette,Qiqirns grille-mouette,0,0,0,1,0,0
352,coeurl des jungles,coeurls des jungles,0,0,0,1,0,0
353,goobbue,goobbues,0,0,0,1,0,0
354,goobbue dépouillé,goobbues dépouillés,0,0,0,1,0,0
355,goobbue mildiousé,goobbues mildiousés,0,0,0,1,0,0
356,goobbue moussu,goobbues moussus,0,0,0,1,0,0
357,auroch,aurochs,0,0,1,1,0,0
358,auroch blessé,aurochs blessés,0,0,1,1,0,0
359,grand buffle,grands buffles,0,0,0,1,0,0
360,guêpe des mers,guêpes des mers,0,0,0,1,1,0
361,cloche des Rives sanglantes,cloches des Rives sanglantes,0,0,0,1,1,0
362,aurélie à la dérive,aurélies à la dérive,0,0,1,1,1,0
363,chauve-souris crépusculaire,chauves-souris crépusculaires,0,0,0,1,1,0
364,chauve-souris cavernicole,chauves-souris cavernicoles,0,0,0,1,1,0
365,golem de basalte,golems de basalte,0,0,0,1,0,0
366,pélican géant,pélicans géant,0,0,0,1,0,0
367,pêcheur gobelin,pêcheurs gobelins,0,0,0,1,0,0
368,éboueur kobold,éboueurs kobolds,0,0,1,1,0,0
369,mineur kobold,mineurs kobolds,0,0,0,1,0,0
370,piocheur kobold,piocheurs kobolds,0,0,0,1,0,0
371,prêtre kobold,prêtres kobolds,0,0,0,1,0,0
372,suppliant kobold,suppliants kobolds,0,0,0,1,0,0
373,missionnaire kobold,missionnaires kobolds,0,0,0,1,0,0
374,aruspice kobold,aruspices kobolds,0,0,1,1,0,0
375,prieur kobold,prieurs kobolds,0,0,0,1,0,0
376,bedeau kobold,bedeaux kobold,0,0,0,1,0,0
377,livreur kobold,livreurs kobolds,0,0,0,1,0,0
378,serviteur kobold,serviteurs kobolds,0,0,0,1,0,0
379,patrouilleur kobold,patrouilleurs kobolds,0,0,0,1,0,0
380,fantassin kobold,fantassins kobolds,0,0,0,1,0,0
381,yarzon des forêts,yarzons des forêts,0,0,0,1,0,0
382,araignée d'eau,araignées d'eau,0,0,1,1,1,0
383,yarzon saigneur,yarzons saigneurs,0,0,0,1,0,0
384,Sahuagin griffe-des-profondeurs,Sahuagins griffe-des-profondeurs,0,0,0,1,0,0
385,Sahuagin griffe-des-fosses,Sahuagins griffe-des-fosses,0,0,0,1,0,0
386,Sahuagin écaille-des-profondeurs,Sahuagins écaille-des-profondeurs,0,0,0,1,0,0
387,capitaine du barrage nord,capitaines du barrage nord,0,0,0,1,0,0
388,Sahuagin croc-des-fosses,Sahuagins croc-des-fosses,0,0,0,1,0,0
389,Sahuagin épine-des-profondeurs,Sahuagins épine-des-profondeurs,0,0,0,1,0,0
390,capitaine du barrage sud,capitaines du barrage sud,0,0,0,1,0,0
391,salamandre,salamandres,0,0,0,1,1,0
392,agneau égaré,agneaux égarés,0,0,1,1,0,0
393,dodo,dodos,0,0,0,1,0,0
394,dodo dodu,dodos dodus,0,0,0,1,0,0
395,nuage d'avettes,nuages d'avettes,0,0,0,1,0,0
396,nuée de moucherons bousiers,nuées de moucherons bousiers,0,0,0,1,1,0
397,condor,condors,0,0,0,1,0,0
398,condor des hautes terres,condors des hautes terres,0,0,0,1,0,0
399,chacal sauvage,chacals sauvages,0,0,0,1,0,0
400,callisia,callisias,0,0,0,1,1,0
401,jeune puk,jeunes puks,0,0,0,1,0,0
402,puk,puks,0,0,0,1,0,0
403,héritaupe,héritaupes,0,0,0,1,0,0
404,épouvantôme,épouvantômes,0,0,1,1,0,0
405,mini-mandragore,mini-mandragores,0,0,0,1,1,0
406,mandragore de cueillepluies,mandragores de cueillepluies,0,0,0,1,1,0
407,galago à queue annelée,galagos à queue annelée,0,0,0,1,0,0
408,galago,galagos,0,0,0,1,0,0
409,taupe de Moraby,taupes de Moraby,0,0,0,1,1,0
410,taupe d'égout,taupes d'égout,0,0,0,1,1,0
411,raptor des plaines,raptors des plaines,0,0,0,1,0,0
412,velociraptor,velociraptors,0,0,0,1,0,0
413,exécuteur mamool ja,exécuteurs mamool ja,0,0,1,1,0,0
414,éleveur mamool ja,éleveurs mamool ja,0,0,1,1,0,0
415,sophiste mamool ja,sophistes mamool ja,0,0,0,1,0,0
416,infiltrateur mamool ja,infiltrateurs mamool ja,0,0,1,1,0,0
417,rat,rats,0,0,0,1,0,0
418,maraudeur échoué,maraudeurs échoués,0,0,0,1,0,0
419,capitaine Petyr peton-d'oie,capitaines Petyr peton-d'oie,0,0,0,1,0,1
420,boucanier de Rhotano,boucaniers de Rhotano,0,0,0,1,0,0
421,pirate échoué,pirates échoués,0,0,0,1,0,0
422,dame Amandine,dame Amandine,0,0,0,1,1,1
423,clavière du manoir,clavières du manoir,0,0,0,1,1,0
424,servante de la Dame,servantes de la Dame,0,0,0,1,1,0
425,bougie de la Dame,bougies de la Dame,0,0,0,1,1,0
426,bouffon du manoir,bouffons du manoir,0,0,0,1,0,0
427,intendant du manoir,intendants du manoir,0,0,1,1,0,0
428,sentinelle du manoir,sentinelles du manoir,0,0,0,1,1,0
429,cuisinière du manoir,cuisinières du manoir,0,0,0,1,1,0
430,chauve-souris du grenier,chauve-souris du grenier,0,0,0,1,1,0
431,chien d'attaque,chiens d'attaque,0,0,0,1,0,0
432,tache du tapis,taches du tapis,0,0,0,1,1,0
