#,Description,Item,GatheringItemLevel,Unknown2,TerritoryType,Unknown0,FishingRecordType,Unknown1,IsVisible
20056,"Que son nom provienne de la saison des cerises durant laquelle il est le plus actif, ou de la délicatesse de sa chair, mélanger du poisson avec des fruits est un blasphème culinaire absolu.",20200,245,4000,9,0,15,False,True
20057,"Tenant son nom du mot composé hingashien signifiant “fleurs d'eau chaude”, ce crabe a la capacité singulière de réchauffer les eaux autour de lui, à la manière d'enfants qui s'amusent sur les plages.",20201,245,4000,10,0,14,False,True
20058,"Ce goujon a peut-être un lien secret avec les habitants du désert de Nhaama, car il s'abrite de la lumière du jour grâce à l'ombre des roches, et ne sort que la nuit pour chasser.",20202,245,4000,11,0,17,False,True
20059,"Cette palourde dégoûte les Xaela qui détournent le regard dès qu'ils l'aperçoivent, mais les habitants de Yanxia sont plus qu'heureux de la voir terminer dans leur assiette après une promenade le long de la rivière.",20203,245,4000,12,0,16,False,True
20060,"Ce poisson quasiment aussi gros qu'un requin est loin d'en avoir la férocité : non seulement il est herbivore, mais il sert surtout d'animal de compagnie aux Namazu.",20204,245,4000,12,0,18,False,True
20061,Ces crevettes sont lit­té­ra­le­ment tombées du ciel au-dessus de Gyr Abania après avoir été emportées dans les tempêtes de mer sismiques du Fléau.,20205,245,4000,13,0,20,False,True
20062,"Cette huître fait le bonheur des plus fins gourmets, mais uniquement de ceux qui ont pris la peine de retirer tout le sel et le sable sur sa coquille.",20206,245,4000,14,0,19,False,True
20063,"La couleur de cet oursin due à l'absorption de sel est favorisée par la sélection naturelle dans le lac Seld. Les Hyurgoths apprécient par­ti­cu­liè­rement cet animal, qu'ils mangent cru.",20207,245,4000,15,0,19,False,True
20064,"Bien qu'excellant dans la fabrication méticuleuse d'habitations à partir de roches salines, la faiblesse de cet amateur d'architecture réside dans son incapacité à construire une porte dérobée, ce qui l'empêche de se soustraire aux filets des pêcheurs.",20208,245,4000,15,0,20,False,True
20065,"Cette guerrière aquatique est la terreur des petites créatures de la mer, qui ne peuvent s'empêcher de trembler à la vue de son imposante armure de chitine, de ses pinces menaçantes et de ses antennes épaisses aux allures de fouets.",20209,260,4000,5,0,11,False,True
20066,"Ce requin n'a été découvert que sur le tard par un chercheur oriental du nom de Mitsukuri, mais la généalogie indique qu'il s'agit en fait d'un ancêtre du requin-lame allagois.",20210,260,4000,28,0,12,False,True
20067,"Ayant commencé sa carrière comme sous-produit involontaire d'élevages consanguins de poissons rouges, le poisson télescope de Doma a obtenu son sceau de qualité avec le temps, pro­ba­ble­ment grâce à ses couleurs vibrantes et son apparence loufoque.",20211,260,4000,9,0,13,False,True
20068,"Une vieille fable domienne raconte l'histoire d'un silure présomptueux qui voulait faire jeu égal avec les dragons, et qui reçut pour châtiment de ne plus jamais être capable de savoir où il va.",20212,260,4000,10,0,13,False,True
20069,"Selon les Xaela, ce poisson qui réside dans les rivières intermédiaires et inférieures du continent d'Othard est l'incarnation des yeux du Père de l'Aube.",20213,260,4000,11,0,16,False,True
20070,"Bien qu'il réside dans le lac Seld, cet escargot se rencontre le plus souvent sur les tables des banquets d'Ala Mhigo, où sa coquille enroulée sert ré­gu­liè­re­ment de salière.",20214,260,4000,13,0,19,False,True
20071,"On peut trouver des tranches de cet esturgeon dans n'importe quelle poissonnerie, mais c'est son caviar, mariné à la perfection dans la saumure du lac Seld, qui vaut son poids en or.",20215,260,4000,14,0,21,False,True
20072,Le sourire à grosses dents pointues que ce tueur affiche avant de se ruer sur ses proies fait les affaires de ceux qui s'amusent à effrayer les enfants.,20216,260,4000,15,0,21,False,True
20073,"Avec ses nageoires en forme d'ailes, ce sombre prédateur se faufile à travers les eaux à la recherche de petites proies qu'il domine par sa prouesse physique, son in­tel­li­gence supérieure et sa volonté de fer.",20217,275,4000,5,0,10,False,True
20074,"Des estuaires saumâtres aux eaux douces en amont, ces poissons protérandriques traversent chaque ilm de la rivière au cours de leur vie.",20218,275,4000,9,0,14,False,True
20075,"Énormément d'histoires lugubres de noyades sont liées à l'apparence longiligne inquiétante de ce poisson ressemblant à une anguille, qui est pourtant totalement inoffensif et dont le seul crime est de vouloir un câlin.",20219,275,4000,10,0,15,False,True
20076,La teinte légèrement rosée arborée par ce chérubin des eaux donne envie à tous les visiteurs de jardin aquatique de lui pincer les joues.,20220,275,4000,30,0,14,False,True
20077,"Plus volumineux que son cousin de l'Aube, le héraut du Crépuscule rend dévotement hommage à Nhaama en illuminant les eaux avec ses écailles bleu argenté.",20221,275,4000,11,0,17,False,True
20078,"Extrêmement territoriale dès sa naissance, la jeune perche flamboyante cherche à intimider tous ceux qui entrent dans son espace vital, y compris ses semblables. C'est la raison pour laquelle les Oronir la tiennent en haute estime.",20222,275,4000,12,0,18,False,True
20079,"L'habitat salin de ce pipira assaisonne le poisson à la perfection. Il ne requiert donc aucun autre effort de la part du cuisinier que celui d'être posé sur une grille, ce qui est la meilleure manière de lui donner un goût mhigois typique.",20223,275,4000,13,0,20,False,True
20080,"Ce poisson attire les badauds et les touristes avec ses couleurs métalliques, mais s'ils se permettent de le caresser, ils se rendent rapidement compte qu'il est surtout gluant et malodorant.",20224,275,4000,14,0,19,False,True
20081,"Même si cette sole ressemble à une plante de pied, elle veille toujours à ne pas marcher sur les plates-bandes de ses prédateurs, et son lustre d'ivoire lui permet de se faufiler dis­crè­te­ment au milieu de la flore du fond du lac.",20225,275,4000,15,0,20,False,True
20082,"En raison de sa croissance décousue, ce poisson est l'objet de moqueries diverses et variées, dont certaines frisent l'insulte et ne devraient pas être prononcées entre gens de bonne compagnie.",20226,290,4000,5,0,12,False,True
20083,"Quand un prédateur ne rencontre aucune résistance, il n'évolue quasiment pas au fil des âges. Tel est le cas de ce poisson dont l'odorat ex­trê­me­ment développé lui permet de traquer ses proies en suivant leurs effluves.",20227,290,4000,28,0,12,False,True
20084,"Les chercheurs ont passé des décennies à tenter de comprendre comment cette sorte de reptile s'était retrouvée entre le poisson et le dauphin dans l'évolution des espèces, pour au final constater récemment qu'elle n'avait jamais disparu.",20228,290,4000,9,0,15,False,True
20085,"La vantardise de ce poisson l'a amené jusqu'à la rivière Muni, car le puissant Susano l'a pris en grippe et l'a banni une bonne fois pour toutes de la Mer de Rubis.",20229,290,4000,10,0,14,False,True
20086,"Doté d'une allure imposante et de poils qui lui donnent un air plein de sagesse, ce poisson incarne l'équilibre du corps et de l'esprit promu par les anciens maîtres, et semble connaître les secrets les plus intimes de la nature.",20230,290,4000,30,0,14,False,True
20087,"Selon une légende, ce poisson a englouti le soleil, ce qui a provoqué la première éclipse, mais lui a aussi donné ses teintes de feu à nulle autre pareilles.",20231,290,4000,11,0,18,False,True
20088,"Craint et honni pour le rôle que son venin mortel a joué dans l'infâme assassinat d'un seigneur féodal, ce serpent est en réalité relativement inoffensif. Il a un tempérament plutôt passif et ne mord qu'en cas de nécessité extrême.",20232,290,4000,12,0,17,False,True
20089,Le Père de l'Aube et la Mère du Crépuscule ont confié à cette sentinelle qui ne cligne jamais de l'œil la mission de surveiller les Xaela pendant leur absence.,20233,275,4000,31,0,16,False,True
20090,"Selon les Xaela et leur théorie de la réincarnation, les poissons ont des âmes de dévots. Les fiers destriers qui n'ont point démérité obtiennent le droit de renaître dans les eaux, et les plus nobles d'entre eux se voient recouverts d'écailles blanches immaculées.",20234,290,4000,31,0,16,False,True
20091,"Ce poisson aurait été découvert au sommet des montagnes d'Abalathia suite au grand déluge du Fléau, même si ce genre de spéculation provoque son lot de débats houleux.",20235,290,4000,13,0,21,False,True
20092,"Ce soudard armé d'une paire de pinces robustes était autrefois consulté pour la stratégie militaire par des devins, qui cherchaient à prévoir l'avenir et à donner la victoire à leur armée à l'aide des lignes qui traversent sa carapace.",20236,290,4000,14,0,20,False,True
20093,"Les Sharlayanais ont nonchalamment qualifié ce poisson de “papillon”, tandis que les Mhigois lui ont donné le sobriquet macabre de “spectre”, ce qui est l'exemple parfait des différences culturelles inconciliables entre les deux nations.",20237,290,4000,15,0,19,False,True
20094,"Ce poisson plat est instinctivement attiré par les objets flottants, ce qui le pousse à monter à la surface de l'eau pour accueillir les visiteurs, qui peuvent ensuite le harponner à leur guise.",20238,275,4000,32,0,21,False,True
20095,"Ce prédateur sanguinaire est tellement belliqueux que la simple domination de la chaîne alimentaire du lac Seld ne lui suffit pas, et il finit toujours par se retourner contre ses semblables après avoir déchiqueté les plus faibles.",20239,290,4000,32,0,21,False,True
20096,"Chez cette espèce, c'est le mâle qui met les petits au monde après que la femelle lui a donné son oviscapte, mais ce poupon dont la couleur change pendant la croissance est encore loin de savoir tout ça.",20528,290,4000,28,0,10,False,True
20097,"En raison de la forme de son museau qui rappelle une lame, ce poisson a été nommé en hommage au célèbre katana Kiku-Ichimonji. Grâce à son caractère tranchant, il est l'un des rares prédateurs du glissant poisson-limace.",21179,300,4000,5,0,12,False,True
20098,Un étrange poisson gluant dont le corps est recouvert en intégralité par une membrane ex­trê­me­ment glissante. Cet attribut lui permet presque toujours de s'échapper lorsqu'il est saisi par ses prédateurs.,21180,300,4000,29,0,11,False,True
20099,"Bouilli comme grillé, ce poisson reste insipide en bouche, et seuls les plus démunis savent s'en contenter. Dans la région de Grand-Lac, il fait d'ailleurs plus souvent office d'invective que d'ingrédient.",27516,345,5000,17,0,22,False,True
20100,La nageoire dorsale violette de ce poisson lui permet d'échapper aux becs de ses prédateurs à plumes qui le confondent avec la végétation de Grand-Lac.,27517,345,5000,16,0,22,False,True
20101,Les fantômes mauves chassent des bancs entiers de plus petits poissons grâce à leurs organes électriques. On trouve souvent les re­pré­sen­tants d'autres espèces dans leur sillage prêts à se jeter sur les restes.,27518,345,5000,16,0,22,False,True
20102,Des formes étranges planent dans le laiteux de ces sphères semi-transparentes. Plus d'un devin de Grand-Lac a d'ailleurs troqué sa boule de cristal pour l'un de ces spécimens pensant y lire de meilleurs auspices.,27520,345,5000,16,0,23,False,True
20103,Cette espèce à l'agressivité démesurée s'en prend aussi bien aux autres poissons qu'aux pêcheurs. Les amateurs du goujon lui ont donné ce nom en référence aux piquiers elfes qui faisaient autrefois régner la loi dans la région.,27522,345,5000,16,0,24,False,True
20104,"Ces poissons ont pour habitude de se frôler la joue comme s'ils se faisaient la bise. Il s'agirait d'un grand signe de respect envers le chef du banc, ces poissons ayant un grand sens de la vie sociale.",27528,345,5000,18,0,22,False,True
20105,"Le dégradé flamboyant qui parcourt ce bénitier n'est pas sans rappeler celui d'une violette. Ce coquillage ne partage d'ailleurs pas que l'apparence de cette fleur, puisqu'il en a aussi le goût légèrement sucré une fois cuisiné.",27529,345,5000,18,0,22,False,True
20106,"Ce poisson d'eau douce possède une chair semblable à sa peau : blanche et ferme. Son goût sobre est très apprécié, et il est souvent servi lors des banquets nuptiaux dans la région de Grand-Lac.",27533,345,5000,18,0,24,False,True
20107,"Malgré une odeur tenace qui requiert un as­sai­son­ne­ment aux herbes fines, ce poisson d'eau douce garnissait autrefois la plupart des tablées Voeburtoises.",27536,390,5000,23,0,23,False,True
20108,"Ce pou ne se nourrit que de micro-organismes, et en petite quantité, de surcroît. Le peu qu'il ne métabolise pas lui sert à développer sa carapace, ce qui a pour effet d'en faire un des plus propres animaux d'aquarium.",27519,345,5000,16,0,23,False,True
20109,"On ne rencontre cette espèce de poulpe que dans les eaux de L'Origine, un environnement pour lequel il est par­fai­te­ment adapté. En effet, la couleur de sa peau lui permet de se fondre dans les reflets rosacés de la végétation qui ceinture le lac, ce qui le camoufle aux yeux de ses prédateurs.",27521,350,5000,16,0,24,False,True
20110,"Ce poisson craint ceux plus gros que lui et préfère donc se déplacer en rasant le sable, là où le blanc brillant qui l'habille le rend presque invisible. Il aurait acquis ce trait au fil de génération à force de se frotter aux cristaux qui tapissent les fonds lacustres.",27523,350,5000,17,0,22,False,True
20111,"Ce poisson des bas-fonds est capable en cas de sécheresse de combiner sa bave à de la vase pour se con­fec­tion­ner un cocon et y hiberner. Lorsqu'il le quitte, cet abri de fortune au teint violet remonte à la surface et s'échoue sur les rives avoisinantes.",27524,350,5000,17,0,23,False,True
20112,Cette brème emmagasine l'éther de l'eau dans ses écailles et le fait briller pour se faire remarquer par ses congénères. Cela aide aussi malheureusement les pêcheurs à la repérer.,27525,350,5000,17,0,23,False,True
20113,"Ce poisson ressemble en tout point à une grosse aubergine. Certains fermiers croient que lorsqu'il apparaît dans un point d'eau, la récolte sera bonne dans les champs à proximité. Cela n'a pour le moment jamais été scien­ti­fi­quement prouvé.",27527,350,5000,17,0,24,False,True
20114,Ce poisson peut survivre à presque n'importe quelle température et se nourrit de tout ce qu'il peut trouver. Il est tellement résistant que c'est la seule espèce dont le nombre de spécimens a augmenté suite au déluge de Lumière. ,27530,350,5000,18,0,23,False,True
20115,Les nobles de la Fédération de Grand-Lac appréciaient la couleur et les nageoires par­fai­te­ment proportionnées de ce spécimen. Plus d'un s'en est d'ailleurs servi comme d'une pièce ornementale afin de décorer sa maisonnée.,27531,350,5000,18,0,23,False,True
20116,"Avec sa tête à épouvanter les enfants et son organe luminifère servant à attirer ses proies, ce poisson a très rapidement été comparé à un geôlier muni d'une lanterne.",27526,355,5000,17,0,24,False,True
20117,"Cette espèce n'a quasiment pas évolué depuis des temps immémoriaux. On le nomme ainsi à cause de la couche laiteuse recouvrant ses yeux, mais c'est en sentant les plus infimes variations dans le courant de l'eau qu'il chasse ses proies.",27532,355,5000,18,0,24,False,True
20118,"Ce bivalve à coque bleu clair a conquis la région à l'époque de Voeburt. La bien-aimée reine Jenanna rayonnant de beauté à l'époque, le peuple nomma le coquillage à son honneur.",27537,355,5000,19,0,22,False,True
20119,"Ces axolotls étaient autrefois teintés d'un rose très pâle. Après le Déluge cependant, la Lumière s'échappant des vitraux du Lyhe Ghiah a infusé dans leur peau un vert rappelant le jade.",27539,355,5000,19,0,23,False,True
20120,"Ce joli coquillage rappelle à la fois la marguerite et la forme d'un turban. Sa couleur vive ne le rend pas moins dangereux, puisqu'elle attire ses proies qui viennent s'empaler sur ses pics.",27538,370,5000,19,0,22,False,True
20121,Ce poisson est par­ti­cu­liè­rement apprécié par les amoureux pour sa jolie couleur. Il est néanmoins cannibale et doit toujours être gardé seul.,27540,370,5000,19,0,23,False,True
20122,"Les traits presque humains du peallaidh lui donnent des airs de vieux sage. Les Fuath se vantent de jouir de son amitié, mais peut-on vraiment les croire ?",27541,370,5000,19,0,24,False,True
20123,"Les énormes nageoires de cette espèce sont décorées d'un magnifique liseré jaune vif. Leur beauté inégalable est par­ti­cu­liè­rement appréciée des Fuath. En effet, la dernière mode chez eux serait de se faire accompagner d'un de ces poissons pour briller en société.",27544,370,5000,20,0,22,False,True
20124,"Le miroitant habitait déjà les eaux de la région avant le déluge de Lumière. Ses écailles grises n'ont pas plu aux Pixies qui se sont installées ici par la suite, et ces dernières se sont donc servies de leur magie afin de le rendre plus mignon.",27546,370,5000,20,0,23,False,True
20125,"Les mouvements agiles et gracieux de cette anguille bleue rappelaient aux Voeburtois le travail de leurs célèbres verriers, et c'est ainsi qu'ils lui trouvèrent un nom.",27547,345,5000,20,0,24,False,True
20126,"Ce poisson se différencie des autres par ses dix nageoires dorsales. Elles sont une marque de force chez les polypteridae, et ils n'hésitent pas à arracher celles de leurs rivaux pour mieux briller.",27542,380,5000,19,0,24,False,True
20127,"Tout crie l'ordinaire chez ces poissons. Tout sauf leur couleur. En effet, l'un des passe-temps favoris des Fuath est de voir qui sera capable de créer la couleur la plus éclatante, et la poecilia est leur cobaye de prédilection.",27543,380,5000,20,0,22,False,True
20128,"Ce poisson est recouvert d'écailles roses et est doté d'une nageoire bleue. Lorsqu'il se déplace en banc au fond de l'eau, on peut les confondre pour des pétales virevoltant au vent.",27545,380,5000,20,0,23,False,True
20129,"Malgré son nom, la salamandre de Voeburt n'était pas une espèce indigène de la région jusqu'au déluge de Lumière. Son pouvoir de régénération lui permet de faire repousser sa queue lorsque celle-ci est arrachée par un prédateur.",27548,380,5000,20,0,24,False,True
20130,"Cette espèce doit son nom à sa nageoire dorsale surdéveloppée ressemblant à un gros pétale. Lors du frai, les fleurs-des-rivières bondissent hors de l'eau offrant un magnifique spectacle à ceux assez chanceux pour le voir.",27549,390,5000,21,0,22,False,True
20131,"Surnommé “le dandy d'Il Mheg”, ce betta adore se faire voir, au point qu'il n'hésite pas à attaquer tout poisson qu'il juge plus tape-à-l'œil que lui.",27550,390,5000,21,0,22,False,True
