#,Objective,Unknown0,Unknown1,Unknown2,EObj,Unknown3,Unknown4,Type,Unknown5,Range,Unknown6
33,Attirer des proceratosaurus grâce à un piège olfactif puis les vaincre pour obtenir leur squelette,Ici le centre de commande de la maison Haillenarte. Première partie de la mission d'exploration terminée.,Nous avons besoin de plus d'échan­til­lons pour nos recherches. Veuillez attirer les cibles grâce à un piège olfactif puis les abattre pour prélever leur squelette.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,0,3,-1
34,Attirer des cœlophysis grâce à un piège olfactif puis les vaincre pour obtenir leur squelette,Ici le centre de commande de la maison Haillenarte. Première partie de la mission d'exploration terminée.,Nous avons besoin de plus d'échan­til­lons pour nos recherches. Veuillez attirer les cibles grâce à un piège olfactif puis les abattre pour prélever leur squelette.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,0,3,-1
35,Attirer des zeuglodons grâce à un piège olfactif puis les vaincre pour obtenir leur squelette,Ici le centre de commande de la maison Haillenarte. Première partie de la mission d'exploration terminée.,Nous avons besoin de plus d'échan­til­lons pour nos recherches. Veuillez attirer les cibles grâce à un piège olfactif puis les abattre pour prélever leur squelette.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,0,3,-1
36,"Apporter les échan­til­lons au pilote des Haillenarte,
sur La Bonté",Ici le centre de commande de la maison Haillenarte. Seconde partie de la mission d'exploration terminée.,Veuillez apporter les échan­til­lons récoltés à notre pilote qui se trouve sur La Bonté.,Merci pour votre col­la­bo­ra­tion ! Vous pouvez venir recevoir votre récompense à bord de La Bonté.,0,0,0,2,0,0,-1
37,Abattre des coquargents,Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème !,Nous avons besoin d'un œuf pour étudier les espèces primitives de l'archipel. Veuillez explorer les environs en attendant que des souris mire-œufs se montrent.,,0,0,0,1,8,0,-1
38,Abattre des hakulaqs tachetés,Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème !,Nous avons besoin d'un œuf pour étudier les espèces primitives de l'archipel. Veuillez explorer les environs en attendant que des souris mire-œufs se montrent.,,0,0,0,1,5,0,-1
39,Abattre des chenilles des nuages,Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème !,Nous avons besoin d'un œuf pour étudier les espèces primitives de l'archipel. Veuillez explorer les environs en attendant que des souris mire-œufs se montrent.,,0,0,0,1,6,0,-1
40,Abattre des tigres à dents de sabre,Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème !,Nous avons besoin d'un œuf pour étudier les espèces primitives de l'archipel. Veuillez explorer les environs en attendant que des souris mire-œufs se montrent.,,0,0,0,1,6,0,-1
41,Abattre des sankchinnis intemporels,Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème !,Nous avons besoin d'un œuf pour étudier les espèces primitives de l'archipel. Veuillez explorer les environs en attendant que des souris mire-œufs se montrent.,,0,0,0,1,8,0,-1
42,Abattre des ptérozards solaires,Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème !,Nous avons besoin d'un œuf pour étudier les espèces primitives de l'archipel. Veuillez explorer les environs en attendant que des souris mire-œufs se montrent.,,0,0,0,1,8,0,-1
43,Abattre des guêpes fouisseuses,Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème !,Nous avons besoin d'un œuf pour étudier les espèces primitives de l'archipel. Veuillez explorer les environs en attendant que des souris mire-œufs se montrent.,,0,0,0,1,6,0,-1
44,Abattre des souris mire-œufs,Ici le centre de commande de la maison Haillenarte. Présence des souris mire-œufs confirmée par nos éclaireurs.,Rendez-vous dans le secteur où les rongeurs ont été aperçus puis éliminez-les.,,0,0,0,7,8,0,-1
45,Abattre des souris mire-œufs,Ici le centre de commande de la maison Haillenarte. Présence des souris mire-œufs confirmée par nos éclaireurs.,Rendez-vous dans le secteur où les rongeurs ont été aperçus puis éliminez-les.,,0,0,0,7,8,0,-1
46,Abattre des souris mire-œufs,Ici le centre de commande de la maison Haillenarte. Présence des souris mire-œufs confirmée par nos éclaireurs.,Rendez-vous dans le secteur où les rongeurs ont été aperçus puis éliminez-les.,,0,0,0,7,8,0,-1
47,Apporter l'œuf primitif à l'endroit indiqué,"Ici le centre de commande de la maison Haillenarte. Une fois les rongeurs éliminés, localisez l'œuf primitif.","Lorsque vous aurez ramassé l'œuf primitif, il vous suffira de nous le livrer à l'endroit indiqué.",,2007782,15,2992,5,0,0,-1
48,Éliminer des piège-nuages et obtenir leur pollen,Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème !,Nous avons besoin de matériaux pour préparer des pièges olfactifs. Localisez des piège-nuages puis abattez-les pour obtenir leur pollen.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,1,0,5,-1
49,Éliminer des vers diluviens et obtenir leur foie,Ici le centre de commande de la maison Haillenarte. Première partie de la mission d'exploration terminée.,Nous avons besoin d'autres matériaux pour préparer des pièges olfactifs. Localisez des vers diluviens puis abattez-les pour obtenir leur foie.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,1,0,3,-1
50,"Apporter les échan­til­lons au pilote des Haillenarte,
sur La Bonté",Ici le centre de commande de la maison Haillenarte. Seconde partie de la mission d'exploration terminée.,Veuillez apporter les échan­til­lons récoltés à notre pilote qui se trouve sur La Bonté.,Merci pour votre col­la­bo­ra­tion ! Vous pouvez venir recevoir votre récompense à bord de La Bonté.,0,0,0,2,0,0,-1
51,"Recevoir les potions de la part du pilote des Haillenarte, sur La Bonté",Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème !,Nous voulons ex­pé­ri­men­ter un nouveau produit affaiblissant sur les monstres de l'archipel.,Commencez par vous rendre à bord de La Bonté pour recevoir les potions de la part de notre pilote.,1,0,0,3,0,0,-1
52,Affaiblir des coquargents avec une potion anémiante puis les vaincre,Ici le centre de commande de la maison Haillenarte. Affaiblissez des coquargents grâce à une potion anémiante puis abattez-les.,Nous laissons la méthode d'utilisation à votre discrétion. Assurez-vous cependant de constater l'effet du produit.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,1,10,0,0
53,Affaiblir des chenilles des nuages avec une potion anémiante puis les vaincre,Ici le centre de commande de la maison Haillenarte. Affaiblissez des chenilles des nuages grâce à une potion anémiante puis abattez-les.,Nous laissons la méthode d'utilisation à votre discrétion. Assurez-vous cependant de constater l'effet du produit.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,1,8,0,0
54,Affaiblir des tigres à dents de sabre avec une potion anémiante puis les vaincre,Ici le centre de commande de la maison Haillenarte. Affaiblissez des tigres à dents de sabre grâce à une potion anémiante puis abattez-les.,Nous laissons la méthode d'utilisation à votre discrétion. Assurez-vous cependant de constater l'effet du produit.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,1,8,0,0
55,Affaiblir des sankchinnis intemporels avec une potion anémiante puis les vaincre,Ici le centre de commande de la maison Haillenarte. Affaiblissez des sankchinnis intemporels grâce à une potion anémiante puis abattez-les.,Nous laissons la méthode d'utilisation à votre discrétion. Assurez-vous cependant de constater l'effet du produit.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,1,10,0,0
56,Affaiblir des ptérozards solaires avec une potion anémiante puis les vaincre,Ici le centre de commande de la maison Haillenarte. Affaiblissez des ptérozards solaires grâce à une potion anémiante puis abattez-les.,Nous laissons la méthode d'utilisation à votre discrétion. Assurez-vous cependant de constater l'effet du produit.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,1,10,0,0
57,Affaiblir des endymions du Diadème avec une potion anémiante puis les vaincre,Ici le centre de commande de la maison Haillenarte. Seconde partie de la mission d'exploration terminée.,Le produit doit être testé sur d'autres cibles pour que son efficacité soit confirmée. Affaiblissez des endymions du Diadème grâce à une potion anémiante puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,1,4,0,0
58,Affaiblir des hakulaqs tachetés avec une potion anémiante puis les vaincre,Ici le centre de commande de la maison Haillenarte. Seconde partie de la mission d'exploration terminée.,Le produit doit être testé sur d'autres cibles pour que son efficacité soit confirmée. Affaiblissez des hakulaqs tachetés grâce à une potion anémiante puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,1,6,0,0
59,Affaiblir des pélicans couronnés avec une potion anémiante puis les vaincre,Ici le centre de commande de la maison Haillenarte. Seconde partie de la mission d'exploration terminée.,Le produit doit être testé sur d'autres cibles pour que son efficacité soit confirmée. Affaiblissez des pélicans couronnés grâce à une potion anémiante puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,1,4,0,0
60,Affaiblir des diplocaulus avec une potion anémiante puis les vaincre,Ici le centre de commande de la maison Haillenarte. Seconde partie de la mission d'exploration terminée.,Le produit doit être testé sur d'autres cibles pour que son efficacité soit confirmée. Affaiblissez des diplocaulus grâce à une potion anémiante puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,1,4,0,0
61,Attirer des mouches cornues avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème !,Nous voulons que vous éliminiez les créatures qui mettent en danger nos équipes d'exploration. Activez le piège olfactif à l'endroit indiqué pour attirer des mouches cornues puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,8,0,-1
62,Attirer des gigantopithèques avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème !,Nous voulons que vous éliminiez les créatures qui mettent en danger nos équipes d'exploration. Activez le piège olfactif à l'endroit indiqué pour attirer des gigantopithèques puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,8,0,-1
63,Attirer des tigres à dents de sabre avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème !,Nous voulons que vous éliminiez les créatures qui mettent en danger nos équipes d'exploration. Activez le piège olfactif à l'endroit indiqué pour attirer des tigres à dents de sabre puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,6,0,-1
64,Attirer des lions des nuages avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème !,Nous voulons que vous éliminiez les créatures qui mettent en danger nos équipes d'exploration. Activez le piège olfactif à l'endroit indiqué pour attirer des lions des nuages puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,6,0,-1
65,Attirer des licornes du Diadème avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Première partie de la mission d'exploration terminée.,Nous voulons que vous éliminiez les créatures qui mettent en danger nos équipes d'exploration. Activez le piège olfactif à l'endroit indiqué pour attirer des licornes du Diadème puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,5,0,-1
66,Attirer des marids du Diadème avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Première partie de la mission d'exploration terminée.,Nous voulons que vous éliminiez les créatures qui mettent en danger nos équipes d'exploration. Activez le piège olfactif à l'endroit indiqué pour attirer des marids du Diadème puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,6,0,-1
67,Abattre des toramas couronnés,Ici le centre de commande de la maison Haillenarte. On nous signale l'arrivée de monstres redoutables dans votre secteur.,Nous ne pouvons les laisser mettre la mission en péril. Changez de cible et éliminez-les im­mé­dia­te­ment.,,0,0,0,7,1,0,-1
68,Abattre des kerkes,Ici le centre de commande de la maison Haillenarte. On nous signale l'arrivée de monstres redoutables dans votre secteur.,Nous ne pouvons les laisser mettre la mission en péril. Changez de cible et éliminez-les im­mé­dia­te­ment.,,0,0,0,7,1,0,-1
69,Abattre des pégases du Diadème,Ici le centre de commande de la maison Haillenarte. On nous signale l'arrivée de monstres redoutables dans votre secteur.,Nous ne pouvons les laisser mettre la mission en péril. Changez de cible et éliminez-les im­mé­dia­te­ment.,,0,0,0,7,1,0,-1
70,Abattre des bilokos géants,Ici le centre de commande de la maison Haillenarte. On nous signale l'arrivée de monstres redoutables dans votre secteur.,Nous ne pouvons les laisser mettre la mission en péril. Changez de cible et éliminez-les im­mé­dia­te­ment.,,0,0,0,7,1,0,-1
71,Attirer des endymions du Diadème avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Seconde partie de la mission d'exploration terminée.,Vos prochaines cibles seront les dernières. Activez le piège olfactif à l'endroit indiqué pour attirer des endymions du Diadème puis abattez-les.,"Attention, ces créatures sont par­ti­cu­liè­rement féroces. Leur élimination est prioritaire sur toute autre activité d'exploration.",0,0,0,8,3,0,-1
72,Attirer des proceratosaurus avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Seconde partie de la mission d'exploration terminée.,Vos prochaines cibles seront les dernières. Activez le piège olfactif à l'endroit indiqué pour attirer des proceratosaurus puis abattez-les.,"Attention, ces créatures sont par­ti­cu­liè­rement féroces. Leur élimination est prioritaire sur toute autre activité d'exploration.",0,0,0,8,3,0,-1
73,Attirer des sanuwas d'Occident avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Seconde partie de la mission d'exploration terminée.,Vos prochaines cibles seront les dernières. Activez le piège olfactif à l'endroit indiqué pour attirer des sanuwas d'Occident puis abattez-les.,"Attention, ces créatures sont par­ti­cu­liè­rement féroces. Leur élimination est prioritaire sur toute autre activité d'exploration.",0,0,0,8,3,0,-1
74,Attirer des pélicans couronnés avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Seconde partie de la mission d'exploration terminée.,Vos prochaines cibles seront les dernières. Activez le piège olfactif à l'endroit indiqué pour attirer des pélicans couronnés puis abattez-les.,"Attention, ces créatures sont par­ti­cu­liè­rement féroces. Leur élimination est prioritaire sur toute autre activité d'exploration.",0,0,0,8,3,0,-1
75,Attirer des tocos tocos couronnés avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème !,Nous voulons que vous éliminiez les créatures qui mettent en danger nos équipes d'exploration. Activez le piège olfactif à l'endroit indiqué pour attirer des tocos tocos couronnés puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,8,0,-1
76,Attirer des néotyughs avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème !,Nous voulons que vous éliminiez les créatures qui mettent en danger nos équipes d'exploration. Activez le piège olfactif à l'endroit indiqué pour attirer des néotyughs puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,8,0,-1
77,"Attirer des inciseurs avec un piège olfactif puis les
vaincre",Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème !,Nous voulons que vous éliminiez les créatures qui mettent en danger nos équipes d'exploration. Activez le piège olfactif à l'endroit indiqué pour attirer des inciseurs puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,6,0,-1
78,Attirer des ptérozards solaires avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème !,Nous voulons que vous éliminiez les créatures qui mettent en danger nos équipes d'exploration. Activez le piège olfactif à l'endroit indiqué pour attirer des ptérozards solaires puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,8,0,-1
