#,Name,Description,UnlockLink,Image,Unknown4,Unknown5,Unknown6
12,Quiètes collines,"Ces collines en pente douce se trouvent au centre de l'île de Lunule méridionale. En raison de la rareté de la végétation haute et du manque d'abris, la plupart des créatures qui y vivent sont assez imposantes pour dissuader les éventuels prédateurs. Au cœur de ces étendues, on aperçoit une sorte de belvédère, dont le sol est orné d'un motif ressemblant à un cercle magique. Cela pourrait être le point d'origine de la barrière magique qui entoure l'île, ou du sort majeur qui génère des illusions pour cacher son emplacement aux marins trop curieux.",514,70608,11606915,2,1
13,Cité dédaléenne,"Au plus profond des Cavernes de cristal, dans la partie montagneuse de l'île de Lunule méridionale, on peut apercevoir les vestiges d'une ancienne cité. La forme de ses arches caractéristiques est très proche de celles qu'on trouvait à Skalla, la nation qui prospérait en Gyr Abania à l'époque de la 5e ère astrale. Même si cette dernière a été engloutie par les terribles inondations qui ont marqué le changement d'ère et sommeille depuis au fond du lac Seld, elle a été construite à même le roc, tout comme ces ruines.",511,70605,11606909,2,1
14,Idole mythique,"Une grande idole en terre cuite repérée au cœur d'une ancienne cité troglodyte. Malgré son apparence de simple céramique, elle se révèle étonnamment robuste. En son sein sont gravés des glyphes qui lui permettent d'invoquer au besoin des créatures du néant ou des armes magiques. Un tel artefact ne pourrait être reproduit de nos jours, et pour cause : l'idole date de l'époque où Gyr Abania, carrefour commercial majeur, voyait affluer les cultures du Proche-Orient ; où des effigies maudites comme celle-ci étaient confectionnées en s'appuyant sur d'obscurs arcanes étrangers, puis employées par des Skalliens qui en ignoraient eux-mêmes les secrets de fabrication.",528,70622,0,4,3
15,Cité des Interdits,"D'imposants vestiges urbains qui se dressent sur la pointe sud de l'île. Le plus remarquable d'entre eux est l'immense pyramide, semblable à celle de l'ancienne cité de Mhach qui prospérait autrefois dans la région de Yafaem. Après la Guerre de la magie et le sixième fléau, les connaissances sur la magie noire et l'invocation de créatures du néant utilisées par Mhach ont été considérées comme interdites. Peut-être que cette cité renferme elle aussi des savoirs prohibés qui l'ont amenée à être désertée, comme sa jumelle de Yafaem.",512,70606,11606912,2,1
16,Chocobos noirs,"Parmi les espèces de chocobos noirs, la plus célèbre est sans doute celle capable de voler. Issue d'un long processus d'élevage sélectif, elle ne se rencontre normalement jamais à l'état sauvage. De nombreux spécimens peuplent pourtant l'île de Lunule, gambadant à travers les plaines et livrant une impitoyable guerre de territoire contre les autres monstres. S'agit-il de chocobos d'élevage échappés de leur enclos et ayant traversé l'océan, ou ont-ils été importés par des explorateurs anonymes avant de se reproduire de façon anarchique ? Le mystère reste entier.",525,70619,0,4,3
17,Berserker de Lunule,"Un géant guerrier qui rôde dans la Cité des Interdits. Malgré son apparence humaine qui le distingue des autres créatures du néant des environs, rien ne semble indiquer qu'il possède une âme. Il serait plutôt assimilable à un zombi, ou à un familier fait de chair artificielle et d'éther. L'éclat d'âme d'un ancien guerrier enragé a vraisemblablement été utilisé sur lui, de manière à lui transmettre diverses techniques de combat. Et si l'intelligence lui fait défaut, la rage extrême qui l'anime suffit à faire de lui un adversaire redoutable.",526,70620,0,4,3
18,Vieilleracine,"Si Lunule abrite des structures architecturales qui semblent avoir été sciemment choisies parmi plusieurs civilisations, sa faune et sa flore ne manquent pas non plus de curiosités. Par exemple, on peut se demander comment les arbres géants, et certainement millénaires, qu'on peut voir dans cette étendue marécageuse ont réussi à pousser sur un si petit bout de terre, au milieu de l'océan Indigo. Ils y ont certainement été plantés par une main humaine, mais pour quelle raison voudrait-on à ce point modifier le paysage naturel de l'île ?",515,70609,11606922,2,1
19,L'Ascension archaïque,"Composée d'un enchevêtrement de multiples escaliers, cet édifice ne s'apparente au style architectural d'aucune civilisation connue. Cependant, il est raisonnable de penser qu'il fait écho à l'une des douze cités-États florissantes de la 5e ère astrale, à l'image des autres ruines de l'île. Les accents bleu indigo qui parcourent sa structure correspondent à une couleur considérée comme sacrée d'après certaines légendes de l'époque, mais aucun vestige permettant d'identifier le peuple concerné n'a été découvert pour le moment.",513,70607,11606914,2,1
20,Démon du Cloître,"Une créature du néant de haut rang confinée dans L'Ascension archaïque. Les pactes avec des créatures du néant ont de tout temps existé, et la pratique perdure encore en partie aujourd'hui. Dans ce genre d'entente, l'entité appelée ne sert pas uniquement de renfort, mais peut être mise à profit de bien des manières : l'invocateur peut, par exemple, user de son autorité pour acquérir des pouvoirs surnaturels ou des armes magiques. En l'occurrence, le démon du Cloître a été convoqué par le maître de l'île. En échange d'un corps dans le monde primitif et d'une offrande d'éther, il fut sans doute contraint d'accomplir on ne sait quelle besogne sur Lunule.",527,70621,0,4,3
21,Immeubles d'habitation élevés,"Ces constructions qui s'étendent au pied de l'immense pyramide s'élèvent pour la plupart au-dessus du cinquième étage, dans un style mhachois caractéristique. Pendant la 5e ère astrale, craignant que les prédictions d'inondation se réalisent, les mages de Mhach avaient tenté de créer des îles flottant artificiellement dans les airs, et ce style d'habitation avait été adopté afin de permettre au plus grand nombre de s'abriter des catastrophes à venir. Quant aux inscriptions gravées sur les façades, elles avaient pour but d'améliorer leur résistance aux éléments.",518,70612,11606925,2,1
22,Atelier à golems,"Un espace qui servait vraisemblablement à façonner des golems. Pour faire face à leurs homologues mhachois passés maîtres dans l'invocation de créatures du néant, les mages d'Amdapor avaient mis au point une technique de création de familiers à partir de sculptures de pierre. Si leurs premiers essais se limitaient à des formes simplistes, leur persévérance leur permit ensuite de modeler des anatomies complexes, comme celle de l'homme ou du lion. À la fin de la 5e ère astrale, avec leur imagination pour seule limite, ils étaient allés jusqu'à donner naissance à des chimères ailées.",519,70613,11606926,2,1
23,Refuge du Vagabond,"Oschon, le Vagabond, était vénéré par les habitants de Nym comme la divinité protectrice de leur cité. Si l'on connaît aujourd'hui le sanctuaire qui a été bâti en son honneur sur les hauteurs de Vylbrand, on raconte qu'au bout du couloir venteux soufflant de ces montagnes jusqu'à la mer, un autre lieu de culte lui était dédié, au bord de l'eau. Ce dernier aurait été emporté par la violence du sixième fléau, mais les ruines visibles au nord-ouest de Lunule correspondent en tout point à sa description...",517,70611,11606924,2,1
24,Grand brasier céleste,"On raconte que les habitants de l'une des douze cités-États de la 5e ère astrale vouaient un culte à Nald'thal, qu'ils considéraient comme le protecteur des forgerons. Ainsi, en offrande au possesseur du pouvoir divin du feu, ils avaient pour coutume d'allumer d'immenses brasiers. Les édifices officiels importants étaient donc toujours construits avec un toit plat et étendu, afin que les flammes brûlent le plus haut possible dans le ciel. Le sommet de L'Ascension archaïque semble confirmer mot pour mot cette légende.",516,70610,11606923,2,1
25,Maître de l'île,"Le personnage énigmatique qui aurait fait appel à des créatures du néant et à des familiers comme la fée Iris pour façonner l'île à sa guise, en y disposant ce qui s'apparente à des fragments témoins de civilisations disparues. Par ces travaux monumentaux, il aurait entrepris de conserver la splendeur perdue de la 5e ère astrale sur Lunule, tout en y cachant le dangereux savoir à l'origine de la Guerre de la magie. On ignore encore si la voix entendue aux abords de l'île lui appartient, et une plus profonde exploration sera nécessaire pour dissiper le voile de mystère qui l'entoure.",524,70618,0,3,2
26,Muraille démonique,"Premier obstacle à se dresser sur la route des explorateurs dans la Tour fourchue de la Force, ce gardien de pierre n'est pas sans rappeler un célèbre dispositif de défense mural amdaporien. Ce dernier était de conception relativement primitive, et est devenu capable de mouvements précis grâce au progrès des techniques magiques, ce qui laisse à penser que la muraille démonique en serait une évolution tardive. Les instructions arcaniques complexes qui sont inscrites sur cette dernière lui permettent de pivoter et de s'élever dans les airs avec une surprenante vivacité pour repousser les intrus.",532,70626,0,4,3
27,Trio de la Fosse,"Ce trio de familiers étranges est composé de Néregat, Tritonien et Phobos. Respectivement maîtres du froid, de la chaleur et du poison, ils auraient été invoqués sur Lunule pour y manipuler le climat et les conditions météorologiques, et ainsi permettre aux plantes importées d'Éorzéa de s'épanouir. Si le maître de l'île leur a inculqué le savoir nécessaire à leur mission, leur attitude est quant à elle pour le moins immature. Est-ce une facétie de leur créateur, ou bien une évolution inattendue de leur caractère après plus d'un millénaire d'existence ? Nul ne le sait.",533,70627,0,4,3
28,Dragon marmoréen,"Considéré comme le plus prodigieux des innombrables golems engendrés par les sorciers amdaporiens, le dragon marmoréen attend de pied ferme les explorateurs téméraires au cœur de la Tour fourchue de la Force. Bien qu'il soit en tout point semblable à une créature de chair et d'écailles, y compris dans sa façon d'attaquer, il s'agit en fait d'une statue de marbre animée par une puissante énergie éthérée. Pour atteindre un niveau de ressemblance aussi remarquable, on suppose que son créateur s'est rendu à Dravania afin d'y étudier de véritables dragons dans les moindres détails.",534,70628,0,4,3
29,Magitaure,"La terrifiante créature du néant qui protège le sommet de la Tour fourchue de la Force. Elle n'était qu'une bête à l'intelligence limitée, contrainte de tout miser sur sa force démesurée, jusqu'à ce que son maître se serve d'une tablette ensorcelée pour manipuler son esprit et lui inculquer des techniques et tactiques de combat avancées. Le magitaure est aussi capable de manipuler à sa guise tout un arsenal d'armes légendaires de la Guerre de la magie, ce qui le rend aussi redoutable que les entités des cercles les plus élevés.",535,70629,0,4,3
30,Étude oubliée,"Cette pièce aux rayonnages remplis d'ouvrages anciens se situe au sommet de la Tour fourchue de la Force. Outre une vaste collection de grimoires de magie, on peut aussi y trouver divers parchemins et un monument de pierre massif, le tout datant vraisemblablement de la 5e ère astrale. Malheureusement, le colossal savoir conservé entre ces murs étant consigné dans un langage inconnu, il reste inaccessible. En examinant de plus près l'écriture utilisée, on peut distinguer une organisation logique de caractères et de symboles. S'agirait-il d'un code complexe imaginé par le maître des lieux pour protéger ses connaissances ?",520,70614,11606928,2,1
