#,TemporaryAction,Unknown2,Unknown1,RequiredItem[0],RequiredItem[1],RequiredItem[2],RequiredItemQuantity[0],RequiredItemQuantity[1],RequiredItemQuantity[2],Unknown9,Unknown10,Unknown11,Unknown12,MapMarker,Unknown18,Unknown19,WKSMissionText,Unknown14,Unknown15,Unknown16,Unknown17,MissionType
46,0,2250,2000000,0,0,0,0,0,0,0,436,0,42,29,100,0,118,0,4,0,0,1
47,0,4800,2000000,0,0,0,0,0,0,0,0,0,43,28,100,0,117,0,4,0,0,7
48,0,0,2000000,0,0,0,0,0,0,4,0,0,44,30,100,0,116,0,2,2,0,9
49,0,11570,2000000,0,0,0,0,0,0,0,0,0,45,31,100,0,120,0,4,0,0,7
50,0,0,2000000,0,0,0,0,0,0,0,0,0,46,31,100,0,115,0,1,0,18,8
51,0,0,2000000,0,0,0,0,0,0,6,0,0,47,28,100,0,113,0,2,2,0,8
52,41278,6000,2000000,0,0,0,0,0,0,0,437,0,48,30,100,0,121,0,4,0,0,1
53,0,0,2000000,366,0,0,25,0,0,0,364,4,0,1,100,0,103,0,3,0,0,1
54,0,0,2000000,366,0,0,25,0,0,0,365,5,0,1,100,0,103,0,3,0,0,1
55,0,0,2000000,366,0,0,24,0,0,0,0,6,0,2,100,0,104,0,3,0,0,8
56,0,0,2000000,372,0,0,24,0,0,0,0,7,0,3,100,0,104,0,3,0,0,8
57,0,0,2000000,366,0,0,28,0,0,0,366,8,0,2,100,0,105,0,3,0,0,1
58,0,0,2000000,372,0,0,28,0,0,0,367,9,0,3,100,0,105,0,3,0,0,1
59,0,0,2000000,380,381,0,10,15,0,0,368,10,0,5,100,0,103,0,3,0,0,1
60,0,0,2000000,375,0,0,24,0,0,0,0,11,0,4,100,0,104,0,3,0,0,8
61,0,0,2000000,380,381,0,12,16,0,0,369,12,0,6,100,0,105,0,3,0,0,1
62,0,650,2000000,0,0,0,0,0,0,0,0,13,0,4,100,0,106,0,4,0,0,3
63,0,1800,2000000,0,0,0,0,0,0,0,0,14,0,4,100,0,107,0,4,0,0,4
64,0,2450,2000000,0,0,0,0,0,0,0,0,15,0,6,100,0,108,0,4,0,0,5
65,0,100,2000000,0,0,0,0,0,0,0,370,16,0,6,100,0,109,0,4,0,0,1
66,0,0,2000000,385,386,387,5,5,15,0,371,17,0,8,100,0,103,0,3,0,0,1
67,0,0,2000000,385,0,0,24,0,0,0,0,18,0,7,100,0,104,0,3,0,0,8
68,0,0,2000000,385,386,387,8,8,12,0,372,19,0,9,100,0,105,0,3,0,0,1
69,0,650,2000000,0,0,0,0,0,0,0,0,20,0,7,100,0,106,0,4,0,0,3
70,0,1800,2000000,0,0,0,0,0,0,0,0,21,0,9,100,0,107,0,4,0,0,4
71,0,2450,2000000,0,0,0,0,0,0,0,0,22,0,7,100,0,108,0,4,0,0,5
72,0,100,2000000,0,0,0,0,0,0,0,373,23,0,7,100,0,109,0,4,0,0,1
73,0,0,2000000,392,0,0,10,0,0,0,0,24,0,9,100,0,110,0,3,0,0,8
74,0,0,2000000,385,386,387,15,15,20,0,374,25,0,8,100,0,103,0,3,0,0,1
75,0,0,2000000,380,0,0,48,0,0,0,0,26,0,6,100,0,104,0,3,0,0,8
76,0,0,2000000,375,376,377,15,15,20,0,375,27,0,4,100,0,105,0,3,0,0,1
77,0,1750,2000000,0,0,0,0,0,0,0,0,28,0,3,100,0,106,0,4,0,0,3
78,0,2800,2000000,0,0,0,0,0,0,0,0,29,0,6,100,0,107,0,4,0,0,4
79,0,0,2000000,380,381,382,15,15,21,0,376,30,0,5,100,0,103,0,3,0,0,1
80,41307,0,2000000,370,0,0,25,0,0,0,377,31,0,2,100,0,112,2,3,0,0,1
81,41307,990,2000000,0,0,0,0,0,0,0,378,32,0,10,100,0,111,2,4,0,0,1
82,41307,800,2000000,0,0,0,0,0,0,0,379,33,0,11,100,0,109,2,4,0,0,1
83,41307,0,2000000,392,0,0,35,0,0,0,0,34,0,7,100,0,110,2,3,0,0,8
84,41307,990,2000000,0,0,0,0,0,0,0,380,35,0,4,100,0,111,2,4,0,0,1
85,0,0,2000000,366,367,368,15,15,20,0,398,68,0,1,100,0,103,0,3,0,0,1
86,0,1750,2000000,0,0,0,0,0,0,0,0,69,0,6,100,0,106,0,4,0,0,3
87,0,0,2000000,375,0,0,48,0,0,0,0,70,0,4,100,0,104,0,3,0,0,8
88,0,2800,2000000,0,0,0,0,0,0,0,0,71,0,7,100,0,107,0,4,0,0,4
89,41307,800,2000000,0,0,0,0,0,0,0,399,72,0,9,100,0,109,2,4,0,0,1
90,0,0,2000000,380,381,382,15,15,20,0,400,73,0,6,100,0,105,0,3,0,0,1
91,41307,0,2000000,404,0,0,25,0,0,0,401,74,0,11,100,0,112,2,3,0,0,1
92,0,0,2000000,372,373,374,15,15,20,0,402,75,0,3,100,0,105,0,3,0,0,1
93,0,5800,2000000,0,0,0,0,0,0,0,0,76,0,11,100,0,108,0,4,0,0,5
94,41307,800,2000000,0,0,0,0,0,0,0,403,77,0,10,100,0,109,2,4,0,0,1
95,41307,0,2000000,400,0,0,35,0,0,0,0,78,0,10,100,0,110,2,3,0,0,8
96,41307,1010,2000000,0,0,0,0,0,0,0,404,79,0,10,100,0,111,2,4,0,0,1
97,41307,0,2000000,400,0,0,25,0,0,0,405,80,0,10,100,0,112,2,3,0,0,1
98,0,0,2000000,405,0,0,25,0,0,0,381,36,0,12,100,0,103,0,3,0,0,1
99,0,0,2000000,405,0,0,25,0,0,0,382,37,0,12,100,0,103,0,3,0,0,1
100,0,0,2000000,406,0,0,24,0,0,0,0,38,0,13,100,0,104,0,3,0,0,8
101,0,0,2000000,411,0,0,24,0,0,0,0,39,0,14,100,0,104,0,3,0,0,8
102,0,0,2000000,406,0,0,28,0,0,0,383,40,0,13,100,0,105,0,3,0,0,1
103,0,0,2000000,411,0,0,28,0,0,0,384,41,0,14,100,0,105,0,3,0,0,1
104,0,0,2000000,417,418,0,10,15,0,0,385,42,0,16,100,0,103,0,3,0,0,1
105,0,0,2000000,412,0,0,24,0,0,0,0,43,0,15,100,0,104,0,3,0,0,8
106,0,0,2000000,420,421,0,12,16,0,0,386,44,0,17,100,0,105,0,3,0,0,1
107,0,650,2000000,0,0,0,0,0,0,0,0,45,0,15,100,0,106,0,4,0,0,3
108,0,1800,2000000,0,0,0,0,0,0,0,0,46,0,15,100,0,107,0,4,0,0,4
109,0,2450,2000000,0,0,0,0,0,0,0,0,47,0,17,100,0,108,0,4,0,0,5
110,0,100,2000000,0,0,0,0,0,0,0,387,48,0,17,100,0,109,0,4,0,0,1
111,0,0,2000000,433,434,435,5,5,15,0,388,49,0,19,100,0,103,0,3,0,0,1
112,0,0,2000000,424,0,0,24,0,0,0,0,50,0,18,100,0,104,0,3,0,0,8
113,0,0,2000000,436,437,438,8,8,12,0,389,51,0,20,100,0,105,0,3,0,0,1
114,0,650,2000000,0,0,0,0,0,0,0,0,52,0,18,100,0,106,0,4,0,0,3
115,0,1800,2000000,0,0,0,0,0,0,0,0,53,0,20,100,0,107,0,4,0,0,4
116,0,2450,2000000,0,0,0,0,0,0,0,0,54,0,18,100,0,108,0,4,0,0,5
117,0,100,2000000,0,0,0,0,0,0,0,390,55,0,18,100,0,109,0,4,0,0,1
118,0,0,2000000,440,0,0,10,0,0,0,0,56,0,20,100,0,110,0,3,0,0,8
119,0,0,2000000,433,434,435,15,15,20,0,391,57,0,19,100,0,103,0,3,0,0,1
120,0,0,2000000,420,0,0,48,0,0,0,0,58,0,17,100,0,104,0,3,0,0,8
121,0,0,2000000,412,413,414,15,15,20,0,392,59,0,15,100,0,105,0,3,0,0,1
122,0,1750,2000000,0,0,0,0,0,0,0,0,60,0,14,100,0,106,0,4,0,0,3
123,0,2800,2000000,0,0,0,0,0,0,0,0,61,0,17,100,0,107,0,4,0,0,4
124,0,0,2000000,417,418,419,15,15,21,0,393,62,0,16,100,0,103,0,3,0,0,1
125,41307,0,2000000,408,0,0,25,0,0,0,394,63,0,13,100,0,112,2,3,0,0,1
126,41307,990,2000000,0,0,0,0,0,0,0,395,64,0,21,100,0,111,2,4,0,0,1
127,41307,800,2000000,0,0,0,0,0,0,0,396,65,0,22,100,0,109,2,4,0,0,1
128,41307,0,2000000,431,0,0,35,0,0,0,0,66,0,18,100,0,110,2,3,0,0,8
129,41307,990,2000000,0,0,0,0,0,0,0,397,67,0,15,100,0,111,2,4,0,0,1
130,0,0,2000000,417,418,419,15,15,20,0,412,87,0,16,100,0,103,0,3,0,0,1
131,0,1750,2000000,0,0,0,0,0,0,0,0,88,0,15,100,0,106,0,4,0,0,3
132,0,0,2000000,410,0,0,48,0,0,0,0,89,0,13,100,0,104,0,3,0,0,8
133,0,2800,2000000,0,0,0,0,0,0,0,0,90,0,20,100,0,107,0,4,0,0,4
134,41307,800,2000000,0,0,0,0,0,0,0,413,91,0,18,100,0,109,2,4,0,0,1
135,0,0,2000000,412,413,414,15,15,20,0,414,92,0,15,100,0,105,0,3,0,0,1
136,41307,0,2000000,453,0,0,25,0,0,0,415,93,0,22,100,0,112,2,3,0,0,1
137,0,0,2000000,420,421,422,15,15,20,0,416,94,0,17,100,0,105,0,3,0,0,1
138,0,5800,2000000,0,0,0,0,0,0,0,0,95,0,22,100,0,108,0,4,0,0,5
139,41307,800,2000000,0,0,0,0,0,0,0,417,96,0,21,100,0,109,2,4,0,0,1
140,41307,0,2000000,447,0,0,35,0,0,0,0,97,0,21,100,0,110,2,3,0,0,8
141,41307,1010,2000000,0,0,0,0,0,0,0,418,98,0,21,100,0,111,2,4,0,0,1
142,41307,0,2000000,450,0,0,25,0,0,0,419,99,0,21,100,0,112,2,3,0,0,1
143,0,0,2000000,480,0,0,3,0,0,0,4,0,0,0,100,0,99,0,3,0,0,1
144,0,0,2000000,498,0,0,3,0,0,0,5,0,0,0,100,0,99,0,3,0,0,1
145,0,0,2000000,499,0,0,3,0,0,0,6,0,0,0,100,0,99,0,3,0,0,1
146,0,0,2000000,500,0,0,3,0,0,0,7,0,0,0,100,0,99,0,3,0,0,1
147,0,0,2000000,501,0,0,3,0,0,0,8,0,0,0,100,0,99,0,3,0,0,1
148,0,0,2000000,502,0,0,3,0,0,0,9,0,0,0,100,0,99,0,3,0,0,1
149,0,0,2000000,480,0,0,3,0,0,0,10,0,0,0,100,0,99,0,3,0,0,1
150,0,0,2000000,503,0,0,3,0,0,0,11,0,0,0,100,0,99,0,3,0,0,1
151,0,0,2000000,504,0,0,3,0,0,0,12,0,0,0,100,0,100,0,3,0,0,1
152,0,0,2000000,505,0,0,1,0,0,0,13,0,0,0,100,0,147,0,3,0,0,1
153,0,0,2000000,506,0,0,2,0,0,0,14,0,0,0,100,0,147,0,3,0,0,1
154,0,0,2000000,507,0,0,1,0,0,0,15,0,0,0,100,0,147,0,3,0,0,1
155,0,0,2000000,508,0,0,1,0,0,0,16,0,0,0,100,0,147,0,3,0,0,1
156,0,0,2000000,513,0,0,3,0,0,0,17,0,0,0,100,0,99,0,3,0,0,1
157,41269,0,2000000,480,0,0,3,0,0,0,18,0,0,0,100,0,99,3,3,0,0,1
158,0,0,2000000,514,0,0,2,0,0,0,19,0,0,0,100,0,100,0,3,0,0,1
159,0,0,2000000,515,0,0,3,0,0,0,20,0,0,0,100,0,100,0,3,0,0,1
160,41269,0,2000000,516,0,0,3,0,0,0,21,0,0,0,100,0,99,3,3,0,0,1
161,41269,0,2000000,517,0,0,3,0,0,0,22,0,0,0,100,0,100,3,3,0,0,1
162,0,0,2000000,518,0,0,1,0,0,0,23,0,0,0,100,0,99,0,3,0,0,1
163,41269,0,2000000,519,0,0,1,0,0,0,24,0,0,0,100,0,99,1,3,0,0,1
164,41269,0,2000000,480,0,0,3,0,0,0,25,0,0,0,100,0,145,3,3,0,0,1
165,0,0,2000000,520,0,0,3,0,0,0,26,0,0,0,100,0,146,0,3,0,0,1
166,0,0,2000000,521,0,0,1,0,0,0,27,0,0,0,100,0,100,0,3,0,0,1
167,41269,0,2000000,522,0,0,1,0,0,0,28,0,0,0,100,0,102,1,3,0,0,1
168,0,0,2000000,523,524,525,1,1,1,0,29,0,0,0,100,0,102,0,3,0,0,1
169,0,0,2000000,526,0,0,3,0,0,0,30,0,0,0,100,0,146,0,3,0,0,1
170,41269,0,2000000,527,0,0,1,0,0,0,31,0,0,0,100,0,102,1,3,0,0,1
171,41269,0,2000000,528,0,0,1,0,0,0,32,0,0,0,100,0,102,1,3,0,0,1
172,0,0,2000000,529,530,531,1,1,1,0,33,0,0,0,100,0,146,0,3,0,0,1
173,41269,0,2000000,532,0,0,1,0,0,0,34,0,0,0,100,0,101,1,3,0,0,1
174,0,0,2000000,533,0,0,1,0,0,0,35,0,0,0,100,0,101,0,3,0,0,1
175,0,0,2000000,534,0,0,3,0,0,0,36,0,0,0,100,0,146,0,3,0,0,1
176,0,0,2000000,535,0,0,3,0,0,0,37,0,0,0,100,0,146,0,3,0,0,1
177,41269,0,2000000,536,0,0,2,0,0,0,38,0,0,0,100,0,145,2,3,0,0,1
178,41269,0,2000000,537,0,0,2,0,0,0,39,0,0,0,100,0,145,2,3,0,0,1
179,41269,0,2000000,538,0,0,2,0,0,0,40,0,0,0,100,0,145,2,3,0,0,1
180,41269,0,2000000,539,0,0,1,0,0,0,41,0,0,0,100,0,102,3,3,0,0,1
181,41269,0,2000000,540,0,0,1,0,0,0,42,0,0,0,100,0,102,2,3,0,0,1
182,0,0,2000000,541,0,0,3,0,0,0,43,0,0,0,100,0,146,0,3,0,0,1
183,0,0,2000000,542,0,0,3,0,0,0,44,0,0,0,100,0,146,0,3,0,0,1
184,0,0,2000000,483,0,0,3,0,0,0,45,0,0,0,100,0,146,0,3,0,0,1
185,41269,0,2000000,545,0,0,1,0,0,0,46,0,0,0,100,0,102,1,3,0,0,1
186,41269,0,2000000,547,0,0,1,0,0,0,47,0,0,0,100,0,102,1,3,0,0,1
187,41269,0,2000000,543,0,0,1,0,0,0,48,0,0,0,100,0,149,1,3,0,0,1
188,0,0,2000000,460,0,0,3,0,0,0,49,0,0,0,100,0,99,0,3,0,0,1
189,0,0,2000000,461,0,0,3,0,0,0,50,0,0,0,100,0,99,0,3,0,0,1
190,0,0,2000000,462,0,0,3,0,0,0,51,0,0,0,100,0,99,0,3,0,0,1
191,0,0,2000000,548,0,0,3,0,0,0,52,0,0,0,100,0,99,0,3,0,0,1
192,0,0,2000000,549,0,0,3,0,0,0,53,0,0,0,100,0,99,0,3,0,0,1
193,0,0,2000000,463,0,0,3,0,0,0,54,0,0,0,100,0,99,0,3,0,0,1
194,0,0,2000000,460,0,0,3,0,0,0,55,0,0,0,100,0,99,0,3,0,0,1
195,0,0,2000000,464,0,0,3,0,0,0,56,0,0,0,100,0,99,0,3,0,0,1
196,0,0,2000000,550,0,0,3,0,0,0,57,0,0,0,100,0,100,0,3,0,0,1
197,0,0,2000000,551,0,0,1,0,0,0,58,0,0,0,100,0,147,0,3,0,0,1
198,0,0,2000000,552,0,0,2,0,0,0,59,0,0,0,100,0,147,0,3,0,0,1
199,0,0,2000000,553,0,0,1,0,0,0,60,0,0,0,100,0,147,0,3,0,0,1
200,0,0,2000000,554,0,0,1,0,0,0,61,0,0,0,100,0,147,0,3,0,0,1
201,0,0,2000000,556,0,0,3,0,0,0,62,0,0,0,100,0,99,0,3,0,0,1
202,41269,0,2000000,460,0,0,3,0,0,0,63,0,0,0,100,0,99,3,3,0,0,1
203,0,0,2000000,557,0,0,2,0,0,0,64,0,0,0,100,0,100,0,3,0,0,1
204,0,0,2000000,558,0,0,3,0,0,0,65,0,0,0,100,0,100,0,3,0,0,1
205,41269,0,2000000,559,0,0,3,0,0,0,66,0,0,0,100,0,99,3,3,0,0,1
206,41269,0,2000000,560,0,0,3,0,0,0,67,0,0,0,100,0,100,3,3,0,0,1
207,0,0,2000000,561,0,0,1,0,0,0,68,0,0,0,100,0,99,0,3,0,0,1
208,41269,0,2000000,562,0,0,1,0,0,0,69,0,0,0,100,0,99,1,3,0,0,1
209,41269,0,2000000,460,0,0,3,0,0,0,70,0,0,0,100,0,145,3,3,0,0,1
210,0,0,2000000,465,0,0,3,0,0,0,71,0,0,0,100,0,146,0,3,0,0,1
211,0,0,2000000,563,0,0,1,0,0,0,72,0,0,0,100,0,100,0,3,0,0,1
212,41269,0,2000000,564,0,0,1,0,0,0,73,0,0,0,100,0,102,1,3,0,0,1
213,0,0,2000000,466,467,468,1,1,1,0,74,0,0,0,100,0,102,0,3,0,0,1
214,0,0,2000000,565,0,0,3,0,0,0,75,0,0,0,100,0,146,0,3,0,0,1
215,41269,0,2000000,566,0,0,1,0,0,0,76,0,0,0,100,0,102,1,3,0,0,1
216,41269,0,2000000,567,0,0,1,0,0,0,77,0,0,0,100,0,102,1,3,0,0,1
217,0,0,2000000,568,569,570,1,1,1,0,78,0,0,0,100,0,146,0,3,0,0,1
218,41269,0,2000000,571,0,0,1,0,0,0,79,0,0,0,100,0,101,1,3,0,0,1
219,0,0,2000000,572,0,0,1,0,0,0,80,0,0,0,100,0,101,0,3,0,0,1
220,0,0,2000000,573,0,0,3,0,0,0,81,0,0,0,100,0,146,0,3,0,0,1
221,0,0,2000000,574,0,0,3,0,0,0,82,0,0,0,100,0,146,0,3,0,0,1
222,41269,0,2000000,575,0,0,2,0,0,0,83,0,0,0,100,0,145,2,3,0,0,1
223,41269,0,2000000,576,0,0,2,0,0,0,84,0,0,0,100,0,145,2,3,0,0,1
224,41269,0,2000000,577,0,0,2,0,0,0,85,0,0,0,100,0,145,2,3,0,0,1
225,41269,0,2000000,469,0,0,1,0,0,0,86,0,0,0,100,0,102,3,3,0,0,1
226,41269,0,2000000,470,0,0,1,0,0,0,87,0,0,0,100,0,102,2,3,0,0,1
227,0,0,2000000,578,0,0,3,0,0,0,88,0,0,0,100,0,146,0,3,0,0,1
228,0,0,2000000,579,0,0,3,0,0,0,89,0,0,0,100,0,146,0,3,0,0,1
229,0,0,2000000,471,0,0,3,0,0,0,90,0,0,0,100,0,146,0,3,0,0,1
230,41269,0,2000000,583,0,0,1,0,0,0,91,0,0,0,100,0,102,1,3,0,0,1
231,41269,0,2000000,585,0,0,1,0,0,0,92,0,0,0,100,0,102,1,3,0,0,1
232,41269,0,2000000,580,0,0,1,0,0,0,93,0,0,0,100,0,149,1,3,0,0,1
233,0,0,2000000,460,0,0,3,0,0,0,94,0,0,0,100,0,99,0,3,0,0,1
234,0,0,2000000,461,0,0,3,0,0,0,95,0,0,0,100,0,99,0,3,0,0,1
235,0,0,2000000,462,0,0,3,0,0,0,96,0,0,0,100,0,99,0,3,0,0,1
236,0,0,2000000,586,0,0,3,0,0,0,97,0,0,0,100,0,99,0,3,0,0,1
237,0,0,2000000,472,0,0,3,0,0,0,98,0,0,0,100,0,99,0,3,0,0,1
238,0,0,2000000,463,0,0,3,0,0,0,99,0,0,0,100,0,99,0,3,0,0,1
239,0,0,2000000,460,0,0,3,0,0,0,100,0,0,0,100,0,99,0,3,0,0,1
240,0,0,2000000,464,0,0,3,0,0,0,101,0,0,0,100,0,99,0,3,0,0,1
241,0,0,2000000,587,0,0,3,0,0,0,102,0,0,0,100,0,100,0,3,0,0,1
242,0,0,2000000,588,0,0,1,0,0,0,103,0,0,0,100,0,147,0,3,0,0,1
243,0,0,2000000,589,0,0,2,0,0,0,104,0,0,0,100,0,147,0,3,0,0,1
244,0,0,2000000,590,0,0,1,0,0,0,105,0,0,0,100,0,147,0,3,0,0,1
245,0,0,2000000,591,0,0,1,0,0,0,106,0,0,0,100,0,147,0,3,0,0,1
246,0,0,2000000,593,0,0,3,0,0,0,107,0,0,0,100,0,99,0,3,0,0,1
247,41269,0,2000000,460,0,0,3,0,0,0,108,0,0,0,100,0,99,3,3,0,0,1
248,0,0,2000000,594,0,0,2,0,0,0,109,0,0,0,100,0,100,0,3,0,0,1
249,0,0,2000000,595,0,0,3,0,0,0,110,0,0,0,100,0,100,0,3,0,0,1
250,41269,0,2000000,596,0,0,3,0,0,0,111,0,0,0,100,0,99,3,3,0,0,1
251,41269,0,2000000,597,0,0,3,0,0,0,112,0,0,0,100,0,100,3,3,0,0,1
252,0,0,2000000,598,0,0,1,0,0,0,113,0,0,0,100,0,99,0,3,0,0,1
253,41269,0,2000000,599,0,0,1,0,0,0,114,0,0,0,100,0,99,1,3,0,0,1
254,41269,0,2000000,460,0,0,3,0,0,0,115,0,0,0,100,0,145,3,3,0,0,1
255,0,0,2000000,465,0,0,3,0,0,0,116,0,0,0,100,0,146,0,3,0,0,1
256,0,0,2000000,600,0,0,1,0,0,0,117,0,0,0,100,0,100,0,3,0,0,1
257,41269,0,2000000,601,0,0,1,0,0,0,118,0,0,0,100,0,102,1,3,0,0,1
258,0,0,2000000,466,467,468,1,1,1,0,119,0,0,0,100,0,102,0,3,0,0,1
259,0,0,2000000,602,0,0,3,0,0,0,120,0,0,0,100,0,146,0,3,0,0,1
260,41269,0,2000000,603,0,0,1,0,0,0,121,0,0,0,100,0,102,1,3,0,0,1
261,41269,0,2000000,604,0,0,1,0,0,0,122,0,0,0,100,0,102,1,3,0,0,1
262,0,0,2000000,605,606,607,1,1,1,0,123,0,0,0,100,0,146,0,3,0,0,1
263,41269,0,2000000,608,0,0,1,0,0,0,124,0,0,0,100,0,101,1,3,0,0,1
264,0,0,2000000,609,0,0,1,0,0,0,125,0,0,0,100,0,101,0,3,0,0,1
265,0,0,2000000,610,0,0,3,0,0,0,126,0,0,0,100,0,146,0,3,0,0,1
266,0,0,2000000,611,0,0,3,0,0,0,127,0,0,0,100,0,146,0,3,0,0,1
267,41269,0,2000000,612,0,0,2,0,0,0,128,0,0,0,100,0,145,2,3,0,0,1
268,41269,0,2000000,613,0,0,2,0,0,0,129,0,0,0,100,0,145,2,3,0,0,1
269,41269,0,2000000,614,0,0,2,0,0,0,130,0,0,0,100,0,145,2,3,0,0,1
270,41269,0,2000000,469,0,0,1,0,0,0,131,0,0,0,100,0,102,3,3,0,0,1
271,41269,0,2000000,470,0,0,1,0,0,0,132,0,0,0,100,0,102,2,3,0,0,1
272,0,0,2000000,615,0,0,3,0,0,0,133,0,0,0,100,0,146,0,3,0,0,1
273,0,0,2000000,616,0,0,3,0,0,0,134,0,0,0,100,0,146,0,3,0,0,1
274,0,0,2000000,471,0,0,3,0,0,0,135,0,0,0,100,0,146,0,3,0,0,1
275,41269,0,2000000,619,0,0,1,0,0,0,136,0,0,0,100,0,102,1,3,0,0,1
276,41269,0,2000000,621,0,0,1,0,0,0,137,0,0,0,100,0,102,1,3,0,0,1
277,41269,0,2000000,617,0,0,1,0,0,0,138,0,0,0,100,0,149,1,3,0,0,1
278,0,0,2000000,460,0,0,3,0,0,0,139,0,0,0,100,0,99,0,3,0,0,1
279,0,0,2000000,461,0,0,3,0,0,0,140,0,0,0,100,0,99,0,3,0,0,1
280,0,0,2000000,462,0,0,3,0,0,0,141,0,0,0,100,0,99,0,3,0,0,1
281,0,0,2000000,622,0,0,3,0,0,0,142,0,0,0,100,0,99,0,3,0,0,1
